resolution,event,event_time,before_time,after_time,field,before,after,ratio,delta_log10_abs,leaf_count,max_level
n512,2,0.016214175436500177,0.012171701413242817,0.018904496297643673,H-norm2,3.1059683558805556e-06,4.320575486318431e-06,1.3910558612544297,0.14334457050062266,50,5
n512,2,0.016214175436500177,0.012171701413242817,0.018904496297643673,M-norm2,2.0521438536932593e-08,7.069021845185711e-08,3.4447009318881507,0.537151522537183,50,5
n512,2,0.016214175436500177,0.012171701413242817,0.018904496297643673,Z-norm2,8.68760716609947e-08,9.942074894897069e-08,1.1443973817891704,0.05857685553324554,50,5
n128,3,0.2979919496568637,0.29581977766913037,0.3045064856257353,C-norm2,0.04207970793860989,0.03967072976880083,0.9427520225823924,-0.02560252718494649,44,4
n128,3,0.2979919496568637,0.29581977766913037,0.3045064856257353,H-norm2,0.015589356510758427,0.016199728145710118,1.0391531000353007,0.01667953754966578,44,4
n128,3,0.2979919496568637,0.29581977766913037,0.3045064856257353,M-norm2,0.009714732770105743,0.007062306582671137,0.7269686927882696,-0.13848429181230282,44,4
n128,3,0.2979919496568637,0.29581977766913037,0.3045064856257353,Z-norm2,0.004032196516349992,0.003950011398438427,0.9796177796448372,-0.008943341216197886,44,4
n256,3,0.2979919496568637,0.2903911587196908,0.30305969096346536,C-norm2,0.0003064486149207348,0.00019043930764841045,0.6214396096966175,-0.2066010688724269,44,4
n256,3,0.2979919496568637,0.2903911587196908,0.30305969096346536,H-norm2,0.00015763014926954054,8.087578913464232e-05,0.5130730987023828,-0.28982075554806075,44,4
n256,3,0.2979919496568637,0.2903911587196908,0.30305969096346536,M-norm2,6.83551068097626e-05,3.09884807298502e-05,0.4533455095914556,-0.3435706816199673,44,4
n256,3,0.2979919496568637,0.2903911587196908,0.30305969096346536,Z-norm2,1.945842496720558e-05,1.895035921854166e-05,0.9738896776321726,-0.011490237278712456,44,4
n512,3,0.2979919496568637,0.29792786484072614,0.29888913708278964,C-norm2,4.475902431256608e-06,3.6829278948284453e-06,0.8228347135338393,-0.08468739468978281,44,4
n512,3,0.2979919496568637,0.29792786484072614,0.29888913708278964,H-norm2,3.2018808877132047e-06,2.5144635399286876e-06,0.7853082697665642,-0.10495982914251378,44,4
n512,3,0.2979919496568637,0.29792786484072614,0.29888913708278964,M-norm2,8.287214158228622e-07,7.479017010683546e-07,0.9024766185458605,-0.04456404102125333,44,4
n512,3,0.2979919496568637,0.29792786484072614,0.29888913708278964,Z-norm2,1.0850621538315503e-07,1.0230378937422423e-07,0.9428380578289556,-0.025562895418481446,44,4
n128,4,0.30305969096346536,0.29581977766913037,0.3045064856257353,C-norm2,0.04207970793860989,0.03967072976880083,0.9427520225823924,-0.02560252718494649,74,5
n128,4,0.30305969096346536,0.29581977766913037,0.3045064856257353,H-norm2,0.015589356510758427,0.016199728145710118,1.0391531000353007,0.01667953754966578,74,5
n128,4,0.30305969096346536,0.29581977766913037,0.3045064856257353,M-norm2,0.009714732770105743,0.007062306582671137,0.7269686927882696,-0.13848429181230282,74,5
n128,4,0.30305969096346536,0.29581977766913037,0.3045064856257353,Z-norm2,0.004032196516349992,0.003950011398438427,0.9796177796448372,-0.008943341216197886,74,5
n256,4,0.30305969096346536,0.30305969096346536,0.30808547539811854,C-norm2,0.00019043930764841045,0.0002022085423305184,1.0618004488014436,0.026042904572617154,74,5
n256,4,0.30305969096346536,0.30305969096346536,0.30808547539811854,H-norm2,8.087578913464232e-05,8.36913197113841e-05,1.0348130213858497,0.014861884946362203,74,5
n256,4,0.30305969096346536,0.30305969096346536,0.30808547539811854,M-norm2,3.09884807298502e-05,3.9988645378372526e-05,1.290435814746244,0.11073640795407425,74,5
n256,4,0.30305969096346536,0.30305969096346536,0.30808547539811854,Z-norm2,1.895035921854166e-05,1.8923193611523164e-05,0.9985664859064034,-0.000623013916960069,74,5
n512,4,0.30305969096346536,0.29888913708278964,0.30432707512218327,C-norm2,3.6829278948284453e-06,3.969962577675801e-06,1.0779365469659097,0.03259319673788674,74,5
n512,4,0.30305969096346536,0.29888913708278964,0.30432707512218327,H-norm2,2.5144635399286876e-06,2.724127096251666e-06,1.083383017090367,0.034782023385437455,74,5
n512,4,0.30305969096346536,0.29888913708278964,0.30432707512218327,M-norm2,7.479017010683546e-07,7.960807604201982e-07,1.0644189728182478,0.027112607063901173,74,5
n512,4,0.30305969096346536,0.29888913708278964,0.30432707512218327,Z-norm2,1.0230378937422423e-07,1.0951975163136477e-07,1.0705346527365156,0.029600729779617474,74,5
n128,5,0.30557312589868324,0.3045064856257353,0.30808547539811854,C-norm2,0.03967072976880083,0.04361851978390081,1.0995139247023564,0.04120073381786593,137,6
n128,5,0.30557312589868324,0.3045064856257353,0.30808547539811854,H-norm2,0.016199728145710118,0.019334921913702695,1.193533727220158,0.0768346959348516,137,6
n128,5,0.30557312589868324,0.3045064856257353,0.30808547539811854,M-norm2,0.007062306582671137,0.007731171498899247,1.0947091305649788,0.03929874038946268,137,6
n128,5,0.30557312589868324,0.3045064856257353,0.30808547539811854,Z-norm2,0.003950011398438427,0.003985596816366262,1.0090089405670837,0.003895014424965204,137,6
n256,5,0.30557312589868324,0.30305969096346536,0.30808547539811854,C-norm2,0.00019043930764841045,0.0002022085423305184,1.0618004488014436,0.026042904572617154,137,6
