case,label,time,axisTau,axisKret,dt,maxRefLev,nmb_total,C-Linf,C-rho,C-z,C-norm2,H-norm2,M-norm2,Z-norm2
A,Rout16 original,2.6056807165441227,1.6048853394906009,0.0005500141375545178,0.007017926907006964,1.0,44.0,0.000990431087533255,8.0,-1.1875,0.0002640265798519518,7.379724663245916e-05,4.9170994539724547e-05,3.314537388700244e-05
A,Rout16 original,2.633731597979779,1.6221667527184271,0.0005497199561260692,0.007009684288622965,1.0,44.0,0.0009937747148118564,4.625,0.0,0.0002674060665069476,7.549581563362781e-05,4.9891207734549e-05,3.3368755290297e-05
A,Rout16 original,2.661751264708161,1.639429141055294,0.0005494240523195037,0.007002143776090953,1.0,44.0,0.0010076779277440374,4.625,0.0,0.0002705034000431221,7.709706370200199e-05,5.046344932314336e-05,3.357856813685978e-05
A,Rout16 original,2.6897425205867904,1.6566742351627426,0.0005491256052275488,0.006995303470613833,1.0,44.0,0.0010134340245974442,4.625,0.0,0.0002733725685381891,7.860719665585851e-05,5.090621040029329e-05,3.3782888310861226e-05
A,Rout16 original,2.7177081604827604,1.6739037601140896,0.0005488237071704012,0.006989160922393544,1.0,44.0,0.0010112936618532399,4.625,0.0,0.0002759829627534639,8.002932957544628e-05,5.123866399210105e-05,3.397095464032552e-05
A,Rout16 original,2.7456509682083325,1.691119434112538,0.0005485173850425492,0.006983713186161942,1.0,44.0,0.0010016004232720757,4.625,0.0,0.00027830431831431967,8.136383690734086e-05,5.1476490158964964e-05,3.4133345985386764e-05
A,Rout16 original,2.7735732882263764,1.7083227046013019,0.0005482056325199682,0.006978530428193565,1.0,44.0,0.000984780980372658,4.625,0.0,0.0002803538181965166,8.26107336461673e-05,5.1629958685916354e-05,3.4272749092198034e-05
A,Rout16 original,2.80146728439673,1.7255087464169296,0.0005478875564206885,0.006970564937121055,1.0,44.0,0.000991425773251562,4.5625,0.0,0.0002821866882770175,8.377142766421254e-05,5.1705996988881135e-05,3.4400761149486256e-05
A,Rout16 original,2.829331111097118,1.7426764249067412,0.0005475622383365334,0.0069632761642704835,1.0,44.0,0.0010105248660763752,4.5625,0.0,0.0002838656420541245,8.48498589891503e-05,5.171161638161552e-05,3.45295989873178e-05
A,Rout16 original,2.8571674692089157,1.7598274064365838,0.0005472287877904112,0.00695666166053181,1.0,44.0,0.0010216940929447301,4.5625,0.0,0.0002854407277376227,8.585114242902383e-05,5.165569965188561e-05,3.4667419026415696e-05
A,Rout16 original,2.884979048809578,1.7769633505846383,0.0005468864353894181,0.006950718579441147,1.0,44.0,0.0010251009616719748,4.5625,0.0,0.00028694926900283817,8.677993225102066e-05,5.154924415135381e-05,3.4818916367944624e-05
A,Rout16 original,2.9127685276940602,1.794085909216328,0.0005465345733230668,0.006945443721256452,1.0,44.0,0.0010210030663765058,4.5625,0.0,0.00028842434316226153,8.763965871629137e-05,5.140465919906338e-05,3.498789696491737e-05
A,Rout16 original,2.940538570067322,1.81119672566372,0.0005461727918582071,0.00694083357494039,1.0,44.0,0.0010097391444521195,4.5625,0.0,0.0002899002805776288,8.843277065911428e-05,5.123447555495456e-05,3.5178912771210104e-05
A,Rout16 original,2.968286289266485,1.8282940227845124,0.0005458009842901377,0.006934112786441188,1.0,44.0,0.0009917244798769065,4.5625,0.0,0.0002914130130662883,8.916142661753878e-05,5.105024579136564e-05,3.5397419974879357e-05
A,Rout16 original,2.9960050311859168,1.8453737016230138,0.0005454193555653463,0.0069271100107191,1.0,44.0,0.0010055405559549883,4.5,0.0,0.0002929981531212074,8.982859745731589e-05,5.0861442945813396e-05,3.5649261302616165e-05
A,Rout16 original,3.0236973778084195,1.8624373538859453,0.0005450282602828333,0.0069207532190265365,1.0,44.0,0.001022097607837703,4.5,0.0,0.00029468873614714154,9.043928104176785e-05,5.067462866982286e-05,3.5939963900373604e-05
A,Rout16 original,3.0513659060430816,1.8794865679209336,0.0005446283342565919,0.006915039566665595,1.0,44.0,0.0010311521950097473,4.5,0.0,0.0002965101689597274,9.100086997046051e-05,5.0493255096378746e-05,3.627342058501246e-05
A,Rout16 original,3.0790131807751133,1.896522924415796,0.0005442205037224834,0.006909965955217463,1.0,44.0,0.0010328719686293502,4.5,0.0,0.0002984742518776581,9.152335968886345e-05,5.031804892816873e-05,3.665022970663302e-05
A,Rout16 original,3.106641753935614,1.9135479958059884,0.0005438059875338986,0.006905529066186056,1.0,44.0,0.0010275024579485378,4.5,0.0,0.00030057506431891925,9.201895619653318e-05,5.0147977583542484e-05,3.706650178695883e-05
A,Rout16 original,3.1342534109882116,1.93056288192,0.0005433862964641542,0.006900972679546169,1.0,44.0,0.0010153603429146052,4.5,0.0,0.000302793194254229,9.250115526988228e-05,4.9982089616767e-05,3.75146359090715e-05
A,Rout16 original,3.16184029643678,1.947562741160886,0.0005429633341209886,0.0068942478817057415,1.0,44.0,0.0009968340508697193,4.5,0.0,0.0003051116080184823,9.298343087846358e-05,4.982191720875041e-05,3.798691425895661e-05
A,Rout16 original,3.1894018265947293,1.9645472124400583,0.0005425390730040955,0.006888140332910011,1.0,44.0,0.0010159547913318663,4.4375,0.0,0.0003075409671210182,9.347829599255355e-05,4.967328427462245e-05,3.848144037192249e-05
A,Rout16 original,3.2169404640419414,1.9815178114731067,0.0005421155207369225,0.006882647441768384,1.0,44.0,0.0010307526942324244,4.4375,0.0,0.00031013452220547114,9.399609647773788e-05,4.954623926632936e-05,3.900605902375615e-05
A,Rout16 original,3.244458660521809,1.9984760469178573,0.0005416946604926203,0.006877766432024445,1.0,44.0,0.0010384151205175627,4.4375,0.0,0.00031297542739887736,9.45435839877368e-05,4.945198776439607e-05,3.9576346874936925e-05
A,Rout16 original,3.2719588562705737,2.015423419935752,0.0005412783519946956,0.00687349436990248,1.0,44.0,0.0010391009600529994,4.4375,0.0,0.0003161325343930745,9.512229338337089e-05,4.939757975318986e-05,4.020659345615652e-05
A,Rout16 original,3.2994434794525507,2.032361423816734,0.0005408682664661892,0.0068698281900527085,1.0,44.0,0.0010330389613063544,4.4375,0.0,0.00031960687670410504,9.572741731653429e-05,4.938150329123163e-05,4.08983072878989e-05
A,Rout16 original,3.326911716574796,2.0492895536078612,0.0005404659187235523,0.006864833101656138,1.0,44.0,0.0010205235234827905,4.4375,0.0,0.00032330780673633144,9.634819250501156e-05,4.9393979051517084e-05,4.1634512056998875e-05
A,Rout16 original,3.3543561352189095,2.0662032245702284,0.0005400727444433948,0.00685894113663053,1.0,44.0,0.0010033889636343546,4.375,0.0,0.00032708594807457226,9.697084592043078e-05,4.9423264438945714e-05,4.238566456796841e-05
A,Rout16 original,3.3817784547026006,2.0831034913521633,0.0005396899343101089,0.0068536363684726315,1.0,44.0,0.0010237863941916173,4.375,0.0,0.0003308121057092714,9.758415570139311e-05,4.9464420594245575e-05,4.3125163927306616e-05
A,Rout16 original,3.4091810180308513,2.0999917924202385,0.0005393186198208599,0.006848916468361136,1.0,44.0,0.0010373006305438963,4.375,0.0,0.00033444558563464023,9.818433531033448e-05,4.9523992862980105e-05,4.384309369538041e-05
A,Rout16 original,3.4365661585977056,2.116869559737878,0.0005389598912666058,0.006844778991970471,1.0,44.0,0.0010440104143019143,4.375,0.0,0.00033804814966211156,9.877748581922803e-05,4.961609322604438e-05,4.454939491466052e-05
A,Rout16 original,3.463936199778321,2.133738218476513,0.0005386147335482286,0.006841221400956075,1.0,44.0,0.0010440628931025302,4.375,0.0,0.00034173583626794055,9.93781519611474e-05,4.975190349274384e-05,4.5264928069510286e-05
A,Rout16 original,3.491293454604125,2.1505991867751537,0.000538283893116614,0.006838241083305754,1.0,44.0,0.0010376685906162007,4.375,0.0,0.00034560622723078463,0.00010000464650708926,4.993007952764613e-05,4.6007792843585674e-05
A,Rout16 original,3.5186338087163347,2.1674499206457045,0.0005379677850183471,0.0068329863662722826,1.0,44.0,0.0010250999039212428,4.375,0.0,0.00034968935838645786,0.00010067325288136642,5.013521212797794e-05,4.678405817238697e-05
A,Rout16 original,3.5459526754876136,2.1842875841165075,0.0005376662691120987,0.006827824969238317,1.0,44.0,0.0010103845490959855,4.3125,0.0,0.0003539476237193407,0.00010139400957815255,5.0345388605704805e-05,4.75875185208325e-05
A,Rout16 original,3.5732522965399265,2.2011135488459805,0.0005373785082210138,0.006823223285862809,1.0,44.0,0.001029601316890928,4.3125,0.0,0.0003583102763557681,0.00010216895870302677,5.0543087768477714e-05,4.840572889934977e-05
A,Rout16 original,3.6005349059707874,2.217929181036846,0.0005371030854341327,0.006819179403437645,1.0,44.0,0.0010422336237570777,4.3125,0.0,0.00036271049702837286,0.00010299228802323069,5.0721777677476036e-05,4.922666210662106e-05
A,Rout16 original,3.6278027300464335,2.2347358411946203,0.0005368381132812915,0.006815691339291978,1.0,44.0,0.0010483526403521556,4.3125,0.0,0.0003671075594133612,0.00010385219848689635,5.0885121546218536e-05,5.004307993773765e-05
A,Rout16 original,3.6550579869654216,2.2515348839258142,0.0005365813587288492,0.006812757058057294,1.0,44.0,0.0010480921769914732,4.3125,0.0,0.000371489343750052,0.0001047335361918761,5.104108631094878e-05,5.085362870742069e-05
A,Rout16 original,3.6823024588114968,2.268327394044326,0.0005363303135898114,0.006809946610514334,1.0,44.0,0.0010416444821675266,4.3125,0.0,0.00037586198312922583,0.00010562055403857082,5.1195879236777664e-05,5.166134543864431e-05
A,Rout16 original,3.7095294119579387,2.285109206485666,0.0005360822219995416,0.006804880474817704,1.0,44.0,0.0010292607203666033,4.3125,0.0,0.00038023453265319176,0.00010649910425387514,5.135105606865683e-05,5.247056677325407e-05
A,Rout16 original,3.736737442958499,2.301879440342653,0.0005358337916568936,0.006800351129120439,1.0,44.0,0.0010155387629014224,4.25,0.0,0.0003846108113854318,0.0001073588519933456,5.150432813942894e-05,5.3284577363783275e-05
A,Rout16 original,3.7639286955362894,2.318639399906008,0.0005355809579937386,0.006796357190794456,1.0,44.0,0.0010338943688355737,4.25,0.0,0.0003889868020506835,0.00010819428871099236,5.1652136508013355e-05,5.4104217951654956e-05
A,Rout16 original,3.7911053077409465,2.3353903847566015,0.0005353185556397419,0.006792897221945915,1.0,44.0,0.0010459313012857313,4.25,0.0,0.0003933555943408159,0.00010900533623104041,5.179209640723537e-05,5.4928261432859424e-05
A,Rout16 original,3.818269411765281,2.352133689577489,0.0005350396894735567,0.006789969744409185,1.0,44.0,0.0010517117044016374,4.25,0.0,0.0003977158983704777,0.00010979785481911039,5.192425503446508e-05,5.575490733447593e-05
A,Rout16 original,3.8454231338200557,2.368870603997442,0.0005347343931016497,0.0067875732539995565,1.0,44.0,0.0010513555451447945,4.25,0.0,0.00040207665199955246,0.0001105829687287123,5.205079021313904e-05,5.658302671498667e-05
A,Rout16 original,3.872566788960289,2.385601299842582,0.0005343868293564991,0.006784409422529344,1.0,44.0,0.0010450374275491944,4.25,0.0,0.0004064535379078408,0.00011137373541068585,5.2174605145098615e-05,5.7412414417017425e-05
A,Rout16 original,3.899693014511072,2.4023212150635778,0.0005339701656081849,0.006779909038253416,1.0,44.0,0.0010329877056661852,4.25,0.0,0.0004108587006552986,0.00011217892329702587,5.229772671546128e-05,5.8243189228340264e-05
A,Rout16 original,3.9268025271096634,2.4190307659477304,0.0005334381254184113,0.006775923974353106,1.0,44.0,0.0010192455670426789,4.1875,0.0,0.00041529436956698636,0.00011299754787871706,5.242068617038758e-05,5.9075737599817344e-05
A,Rout16 original,3.9538973857260165,2.435731194513954,0.0005327142075655732,0.006772453301198605,1.0,44.0,0.0010369779283984659,4.1875,0.0,0.0004197503218760896,0.00011381785707665943,5.2543127408652044e-05,5.991023263672358e-05
A,Rout16 original,3.9809796455236786,2.45242373869091,0.0005316808563227631,0.006769496055633848,1.0,44.0,0.0010486263017422046,4.1875,0.0,0.0004242111267362482,0.00011462371127351156,5.266501800500731e-05,6.0746587433258074e-05
A,Rout16 original,4.008051357757682,2.4691096321561017,0.0005301741278544467,0.006767051253698925,1.0,44.0,0.0010542432766073833,4.1875,0.0,0.0004286663977713474,0.00011540385124421209,5.27871430389873e-05,6.158460584248366e-05
A,Rout16 original,4.035114569721791,2.4857901042008477,0.0005279922848625702,0.006765117902736185,1.0,44.0,0.0010539353880349924,4.1875,0.0,0.00043311477132861856,0.00011615556584180635,5.291033135746297e-05,6.242426815443832e-05
A,Rout16 original,4.06216707989443,2.502463763350511,0.0005249284150495956,0.00676150757119394,1.0,44.0,0.0010478611699425904,4.1875,0.0,0.00043755776811312756,0.0001168787549060905,5.3034343718744446e-05,6.326596815714057e-05
A,Rout16 original,4.089202925214518,2.5191268977884365,0.0005208331520357276,0.006757495736852586,1.0,44.0,0.0010362316525415812,4.1875,0.0,0.00044199202356952816,0.00011756705845098539,5.315788518252496e-05,6.411077748787818e-05
A,Rout16 original,4.116223965773773,2.5357806153735023,0.0005157018719679325,0.006753980871908567,1.0,44.0,0.0010218498122047273,4.125,0.0,0.00044641164670553306,0.00011820787517414109,5.327979907758914e-05,6.49606976844377e-05
A,Rout16 original,4.143232188200623,2.5524260996665507,0.0005097729181460735,0.006750962473638685,1.0,44.0,0.0010391238464105192,4.125,0.0,0.0004508187590940488,0.00011879512777295223,5.33996904229998e-05,6.581796327826812e-05
A,Rout16 original,4.170229577062167,2.5690645305463478,0.0005036036902129571,0.006748440020564628,1.0,44.0,0.001050523423060469,4.125,0.0,0.00045523702485229713,0.00011934573786014075,5.351691884282123e-05,6.66845662906874e-05
A,Rout16 original,4.197218114817057,2.58569708404716,0.0004980919306727961,0.006746412983550571,1.0,44.0,0.0010560925145113244,4.125,0.0,0.00045971239212932747,0.00011990228226880538,5.362915513472382e-05,6.756214172720827e-05
A,Rout16 original,4.224199691403722,2.6023248764949973,0.0004944250349081362,0.0067447904286219995,1.0,44.0,0.0010559257436121299,4.125,0.0,0.00046429506056120133,0.00012051312405028886,5.3733037783849565e-05,6.845224766536062e-05
A,Rout16 original,4.251168533262594,2.6189442988513387,0.0004939666588521137,0.006740722678619155,1.0,44.0,0.001050167839420495,4.125,0.0,0.00046901108406901637,0.00012120050080876194,5.382727243950338e-05,6.9356457504872e-05
A,Rout16 original,4.278122307887913,2.6355538601519855,0.0004980993485550591,0.006737136424105603,1.0,44.0,0.0010390122738980338,4.125,0.0,0.00047384775456227996,0.00012194129209068367,5.391524745095908e-05,7.027679058317854e-05
A,Rout16 original,4.305062941015697,2.6521546905853635,0.0005080280530505308,0.006734031563734307,1.0,44.0,0.001023681609814308,4.0625,0.0,0.00047876211642597285,0.0001226775395479299,5.40036746817309e-05,7.121552062156939e-05
A,Rout16 original,4.3319923579271356,2.668747916748392,0.000524479266335653,0.006731407977704241,1.0,44.0,0.001040619826315187,4.0625,0.0,0.000483709465784924,0.00012335141209905917,5.4097827496126194e-05,7.217475729006879e-05
A,Rout16 original,4.358912483400808,2.6853346613638034,0.0005472248719492142,0.006729265538119284,1.0,44.0,0.0010518742633762342,4.0625,0.0,0.0004886743368901808,0.00012394054078147026,5.419775720753863e-05,7.315631610313422e-05
A,Rout16 original,4.385825241705239,2.7019160429921723,0.0005744853831164581,0.00672760411890702,1.0,44.0,0.0010574807408175364,4.0625,0.0,0.000493683677371626,0.0001244704160704478,5.429909581459351e-05,7.416172544466977e-05
A,Rout16 original,4.412731055663859,2.7184922510472016,0.0006025138810393075,0.006725301768754432,1.0,44.0,0.0012272299095043102,0.0,0.0,0.0004987950861240196,0.0001249984657859366,5.4397397586670876e-05,7.519219169678387e-05
A,Rout16 original,4.439622919885824,2.7350588946905576,0.000625850374279914,0.006721623107835125,1.0,44.0,0.001582475504714663,0.0,0.0,0.0005040670417691393,0.000125581805775928,5.449170631597437e-05,7.624834378384726e-05
A,Rout16 original,4.466501239289498,2.7516161443756415,0.0006386188981902728,0.006718412405901224,1.0,44.0,0.001767469177447773,0.0,0.0,0.0005095314736573455,0.00012624743661007672,5.458448364791389e-05,7.733078628072482e-05
A,Rout16 original,4.493367886272657,2.7681650697159426,0.0006365601083207156,0.006715669885930136,1.0,44.0,0.0017347148778204984,0.0,0.25,0.0005151772834775807,0.00012697942475227745,5.467879030675719e-05,7.843990253536914e-05
A,Rout16 original,4.520224734098947,2.78470673557872,0.0006189153166956251,0.006713395761687874,1.0,44.0,0.0016280619207168273,0.0,-0.625,0.0005209596053613785,0.00012773054847361082,5.4776001689755126e-05,7.957583390310633e-05
A,Rout16 original,4.5470736568847965,2.8012422017649987,0.0005890518618793557,0.0067115902471861005,1.0,44.0,0.0015278155464095297,0.0,0.875,0.0005268303067897692,0.00012845271058136557,5.487579225171217e-05,8.073850878008356e-05
A,Rout16 original,4.573916529623196,2.817772522732519,0.0005533255743315282,0.006710253565751873,1.0,44.0,0.0014330202654466806,0.0,1.0625,0.0005327698944140721,0.00012912730757206231,5.497756955930813e-05,8.192767053218758e-05
A,Rout16 original,4.600750834978711,2.834296042294115,0.0005187520953701648,0.00670719196627051,1.0,44.0,0.001346543091083943,0.0,-1.1875,0.0005387972069417935,0.0001297745495569125,5.508157193953198e-05,8.314271248756122e-05
A,Rout16 original,4.627571133597653,2.8508092999840713,0.0004907854328519589,0.006703861288849995,1.0,44.0,0.0012806110046118342,5.25,0.0,0.0005449522801397405,0.00013043587001651676,5.5188956162686965e-05,8.43827624059801e-05
A,Rout16 original,4.654379250402683,2.8673133027073296,0.00047231192945617755,0.006700987032852639,1.0,44.0,0.0013285480170452998,0.0,0.0,0.0005512683553843332,0.00013114418316506412,5.530140232813006e-05,8.564717568300539e-05
A,Rout16 original,4.681177012334885,2.883809052132846,0.00046402890495961523,0.006698569699713076,1.0,44.0,0.0015507458649823452,0.0,0.0,0.0005577506056027479,0.0001319042693563628,5.5420816260264344e-05,8.693522210081969e-05
A,Rout16 original,4.707966248335097,2.9002975445084127,0.0004653969088802782,0.006696609789591868,1.0,44.0,0.0015469370573651048,0.0,-0.1875,0.0005643787830581838,0.00013269547455986626,5.554927170247637e-05,8.824609139122367e-05
A,Rout16 original,4.734748789360874,2.9167797704992577,0.0004752791013959349,0.0066951078101539175,1.0,44.0,0.0014604061787863102,5.25,0.0,0.0005711251771772119,0.00013348980553521962,5.568885430289339e-05,8.95789050157537e-05
A,Rout16 original,4.7615260421628,2.9332564527664555,0.0004919687467910643,0.0066936380101138455,1.0,44.0,0.001509320982588412,5.25,0.0,0.0005779717683757903,0.00013426945733020944,5.584134876090139e-05,9.093271118523072e-05
A,Rout16 original,4.788291803932794,2.9497236256642716,0.0005129763039907272,0.006690177576536197,1.0,44.0,0.0015599177473904291,5.25,0.0,0.0005849142256313165,0.0001350326273041418,5.600802340668902e-05,9.230612858981009e-05
A,Rout16 original,4.8150448381619935,2.966180374107228,0.0005351484299084325,0.0066871629136356124,1.0,44.0,0.0016122437797807018,5.25,0.0,0.0005919601443757719,0.00013578868660578462,5.618991344922239e-05,9.369799260845101e-05
A,Rout16 original,4.841786929790665,2.982627635200248,0.0005552789069752349,0.00668459476358146,1.0,44.0,0.0016663527399170004,5.25,0.0,0.0005991199530165445,0.00013654901700963168,5.638821268770911e-05,9.510728721561114e-05
A,Rout16 original,4.868519866718899,2.9990663405934463,0.0005709180821718547,0.006682473866092693,1.0,44.0,0.0017223006720413943,5.25,0.0,0.0006064000073288977,0.00013732054849485595,5.660442269064834e-05,9.653301599698205e-05
A,Rout16 original,4.895245439818325,3.0154974163235746,0.0005809290611055802,0.006680800967003605,1.0,44.0,0.001780147208442899,5.25,0.0,0.0006138006924725945,0.00013810401538554695,5.6840074610887474e-05,9.797423687737188e-05
A,Rout16 original,4.921965442977318,3.0319217826778617,0.0005855312316470613,0.0066795768265258335,1.0,44.0,0.0018399561279074422,5.25,0.0,0.0006213175305457742,0.0001388953748683505,5.709626271847871e-05,9.943010344579273e-05
A,Rout16 original,4.948678979217064,3.0483386986782075,0.0005859027436068228,0.006677197722617459,1.0,44.0,0.0019017887306495898,5.25,0.0,0.0006289428888761081,0.00013968822554218587,5.737343166855804e-05,0.00010089975896250073
A,Rout16 original,4.9753797326069735,3.0647440878436374,0.0005836140801023661,0.006674037286856835,1.0,44.0,0.001965695082419837,5.25,0.0,0.0006366679499212184,0.00014047608540885474,5.767163791198421e-05,0.00010238221619476856
A,Rout16 original,5.002068936425009,3.0811385072895017,0.0005801483585455568,0.006671313837081634,1.0,44.0,0.0020317429130464644,5.25,0.0,0.0006444888254303566,0.0001412545096316415,5.799122378985674e-05,0.00010387710295081445
A,Rout16 original,5.028748340965102,3.097522824277775,0.0005766393313220875,0.006669028313421782,1.0,44.0,0.0021000009949179326,5.25,0.0,0.0006524058646339078,0.00014202178628337436,5.8333047551294627e-05,0.00010538429559288988
A,Rout16 original,5.055419700292174,3.113897900668032,0.0005738182540252614,0.006667181661228207,1.0,44.0,0.0021705371669528445,5.25,0.0,0.0006604233312071553,0.0001427789304911406,5.869829081069745e-05,0.00010690388807739967
A,Rout16 original,5.082084772283409,3.13026459285383,0.0005720868712777459,0.0066657748391922055,1.0,44.0,0.002243418264941612,5.25,0.0,0.0006685480077011451,0.00014352881032099243,5.908797232646481e-05,0.00010843618002918584
A,Rout16 original,5.108745299358404,3.1466237398616426,0.0005716313570280761,0.006664789484292896,1.0,44.0,0.002318710690324588,5.25,0.0,0.0006767872150093416,0.00014427462253428026,5.950257501991844e-05,0.0001099816540457939
A,Rout16 original,5.135396051216898,3.162971896238448,0.0005725197976894743,0.006661480508142306,1.0,44.0,0.0023964608386423543,5.25,0.0,0.0006851449105084,0.00014501805932444687,5.994195864508076e-05,0.00011154054194629924
A,Rout16 original,5.162034637316399,3.17930735528349,0.0005747599375016192,0.006658599728718939,1.0,44.0,0.002476722921146715,5.25,0.0,0.0006936240318454635,0.00014575863751492272,6.040590806797026e-05,0.00011311336259329476
A,Rout16 original,5.18866277321272,3.1956309228464304,0.0005783210673711194,0.006656148253661713,1.0,44.0,0.0025595651047004395,5.25,0.0,0.0007022277221158586,0.0001464941004089653,6.0894644489694235e-05,0.00011470098127194758
A,Rout16 original,5.215282178901385,3.211943400149327,0.0005831328076246744,0.006654127195281352,1.0,44.0,0.00264505852972679,5.25,0.0,0.000710959784332302,0.00014722183443394572,6.140901723969666e-05,0.00011630435341145824
A,Rout16 original,5.241894578856313,3.2282455838367343,0.0005890787760140633,0.006652537678532598,1.0,44.0,0.0027332772129492803,5.25,0.0,0.0007198263345695117,0.0001479406441004512,6.195043602634836e-05,0.00011792450872967933
A,Rout16 original,5.268501702099777,3.2445382660634983,0.0005959978199430885,0.0066513808487295035,1.0,44.0,0.002824297579606731,5.25,0.0,0.0007288364406339216,0.00014865170410514344,6.252058959022541e-05,0.00011956254004449197
A,Rout16 original,5.295103428950219,3.2608211004246224,0.0006036969095216435,0.006649388583042011,1.0,44.0,0.0029181912227042237,5.25,0.0,0.0007380008389363058,0.00014935818960089433,6.312111493104653e-05,0.00012121947532888795
A,Rout16 original,5.321693256178298,3.2770898304670104,0.0006119727046022787,0.0066463503218720955,1.0,44.0,0.0030150065984060146,5.25,0.0,0.0007473288438628144,0.00015006389195211888,6.375334469989555e-05,0.00012289597025702558
A,Rout16 original,5.3482719831389565,3.293344666901933,0.0006206420167227106,0.006643733327423677,1.0,44.0,0.0031148172486374103,5.25,0.0,0.0007568317118390842,0.0001507721858249628,6.441869730852884e-05,0.00012459314583017597
A,Rout16 original,5.374841298021762,3.3095863585252046,0.0006295620806252597,0.00664153884978345,1.0,44.0,0.003217700712467009,5.25,0.0,0.0007665198043774171,0.00015148496034288086,6.511877366510341e-05,0.0001263121837720238
A,Rout16 original,5.401402894044158,3.3258156513222765,0.0006386426211771319,0.0066397681510109935,1.0,44.0,0.003323735672881378,5.25,0.0,0.0007764022480466833,0.00015220236672653335,6.585556651532784e-05,0.00012805425673589245
A,Rout16 original,5.427958469518359,3.342033288727827,0.0006478477283081792,0.006638422512710381,1.0,44.0,0.003433002215813975,5.25,0.0,0.0007864873101397197,0.00015292312342768356,6.663155730596709e-05,0.00012982051660285045
A,Rout16 original,5.454509727947923,3.3582400119334217,0.0006571895503606387,0.006637503243357145,1.0,44.0,0.0035455820004979093,5.25,0.0,0.0007967830108582018,0.00015364522758211274,6.744962522777561e-05,0.00013161208781554588
A,Rout16 original,5.481052325841664,3.3744328689102097,0.0006667155501682083,0.006634483755150719,1.0,44.0,0.003661531428393185,5.25,0.0,0.0008072953769798278,0.00015436671407207504,6.831260485309076e-05,0.00013342964437658279
A,Rout16 original,5.507583179027026,3.3906096787001667,0.0006764999476371175,0.006631702816736715,1.0,44.0,0.003780910833619627,5.25,0.0,0.0008180318624171432,0.00015508681564508397,6.922322542555252e-05,0.000135273886398162
A,Rout16 original,5.534103945648375,3.406771152150178,0.0006866355320069858,0.006629336924555064,1.0,44.0,0.003903801258747782,5.25,0.0,0.0008290032870594845,0.0001558066483576808,7.018410842016468e-05,0.00013714578838142655
A,Rout16 original,5.560616289310834,3.4229180002216557,0.0006972250605217267,0.006627387448538387,1.0,44.0,0.004030284340267152,5.25,0.0,0.0008402219840647138,0.00015652901547765521,7.119767303008964e-05,0.00013904627613789476
A,Rout16 original,5.587121879143243,3.4390509344706652,0.0007083763855335372,0.006625855777127257,1.0,44.0,0.0041604420053477685,5.25,0.0,0.0008517012338475708,0.00015725767840216615,7.22663242991151e-05,0.00014097621844774114
A,Rout16 original,5.613622389890289,3.4551706675855245,0.0007201988446369831,0.006624743324485455,1.0,44.0,0.004294356222519262,5.25,0.0,0.0008634544944924989,0.00015799640228299753,7.339265843962909e-05,0.00014293641952445503
A,Rout16 original,5.640117929293638,3.471276958251619,0.0007327995144058624,0.0066229322250099,1.0,44.0,0.004432100504630542,5.25,0.0,0.0008754941409772136,0.0001587482638203624,7.457950499633859e-05,0.00014492749572088412
A,Rout16 original,5.666602173405432,3.4873656607440235,0.0007462778050282005,0.006619989201428172,1.0,44.0,0.004573712157555751,5.25,0.0,0.0008878289667408285,0.00015951541666402793,7.582963932209706e-05,0.00014694948985976292
A,Rout16 original,5.693075664607001,3.5034368092613333,0.0007607296152519708,0.006617454031678764,1.0,44.0,0.004719261260580974,5.25,0.0,0.000900470381187161,0.00016029972229172746,7.714625302847312e-05,0.00014900287447996405
A,Rout16 original,5.719540037929278,3.519491103356757,0.0007762436704517846,0.006615328163733092,1.0,44.0,0.0048688224333897495,5.25,0.0,0.0009134304595835384,0.00016110281683925635,7.853297562931891e-05,0.00015108814144208538
A,Rout16 original,5.745996934236498,3.5355292477720353,0.0007929005992071895,0.006613613063034759,1.0,44.0,0.005022468909755472,5.25,0.0,0.0009267214901861,0.00016192602953833278,7.999386102348468e-05,0.0001532057310038559
A,Rout16 original,5.7724480003140375,3.5515519532518725,0.0008107734133685188,0.00661231021965743,1.0,44.0,0.005180272137242655,5.25,0.0,0.0009403560375978604,0.00016277015887603664,8.153360686543049e-05,0.00015535604557040272
A,Rout16 original,5.798894888984404,3.5675599374278786,0.0008299287675433971,0.006611421155265916,1.0,44.0,0.005342301354170346,5.25,0.0,0.0009543470106564931,0.00016363523184415748,8.315778258458462e-05,0.00015753946709904634
A,Rout16 original,5.825333536421096,3.5835504658825537,0.0008504242079059126,0.006608529074061308,1.0,44.0,0.005508586661053253,5.25,0.0,0.0009687044906272401,0.00016452008956607616,8.487256019399718e-05,0.00015975589277562302
A,Rout16 original,5.851760768933485,3.5995213581012093,0.0008723144650449155,0.006605825751045233,1.0,44.0,0.0056791570686113586,5.25,0.0,0.0009834388782051847,0.00016542242189335787,8.668500492603262e-05,0.00016200528177717213
A,Rout16 original,5.878178193373578,3.6154733350455857,0.0008956574733824969,0.006603524704205954,1.0,44.0,0.005854066944018934,5.25,0.0,0.0009985630437978218,0.00016633892433930744,8.860314551577374e-05,0.00016428801305913302
