domain,common_terminal_time,field,original,bjorhus,bjorhus_over_original,log10_ratio,qualified_complete_pair
Rout16,3.244461166925543,C-norm2,0.0003129757151417295,3633.600335330967,11609847.536207432,7.064826516498386,False
Rout16,3.244461166925543,H-norm2,9.454363673206645e-05,3082.705695859887,32606167.92853202,7.5132997609253955,False
Rout16,3.244461166925543,M-norm2,4.9451982805578915e-05,468.13427408970506,9466440.929783965,6.976186729258566,False
Rout16,3.244461166925543,Z-norm2,3.9576404316432936e-05,16.4072804382387,414572.2867356613,5.617600267077548,False
Rout128,1.5087910750714824,C-norm2,9.671096599982958e-05,9.671102187614017e-05,1.000000577766027,2.50920524879801e-07,False
Rout128,1.5087910750714824,H-norm2,1.8077726897781536e-05,1.8077665604645785e-05,0.9999966094666604,-1.472492416384351e-06,False
Rout128,1.5087910750714824,M-norm2,1.3493502505483558e-05,1.3493494887410475e-05,0.9999994354265632,-2.4519119743638485e-07,False
Rout128,1.5087910750714824,Z-norm2,1.54429766536447e-05,1.5443005994828024e-05,1.0000018999694154,8.251454489975313e-07,False
