block,level,x,y,z,r,h,w,rho,alpha,K,product_derivative_defect,half_ell_factorized,half_ell_direct,energy_rate_margin,frozen_spectral_abscissa
51,8,-0.041015625,-0.017578125,-0.044921875,0.06331861358377862,0.00390625,0.019068223982529213,1.9127980723677551,0.036473662077258474,-0.01934517777026663,3.112465449581656e-05,0.0001461635790802809,0.00013575043328280177,15.927897466582403,-15.442334325769124
52,8,-0.001953125,-0.005859375,-0.037109375,0.037619844305191844,0.00390625,0.007840501060195619,1.8104677903045678,0.014194974629332984,-0.003954315249821003,3.798822758102817e-05,7.110666987333847e-05,4.3999412233734456e-05,16.11347990916085,-15.570506280078177
53,8,-0.052734375,-0.037109375,-0.009765625,0.06521799944165625,0.00390625,0.02004697758529543,1.9304546841289425,0.038699781782161484,-0.022751514906888596,6.400233445647899e-05,0.0003630055497794438,0.00042120151290481964,15.839975292295408,-15.399020817657034
53,8,-0.037109375,-0.037109375,-0.001953125,0.05251691273339356,0.00390625,0.01396167950033163,1.8576152413134115,0.02593542863414905,-0.010994592105539184,3.343214647725239e-05,7.396527368071766e-05,4.340568934922489e-05,16.032605765812747,-15.518388549601685
55,8,-0.037109375,-0.009765625,-0.021484375,0.04397785253592852,0.00390625,0.01030954050954988,1.8277440665643887,0.018843201495335,-0.0064924024466173225,3.16741407859564e-05,6.671539457273123e-05,3.9230298670087985e-05,16.085403840569995,-15.585177901018344
56,8,-0.009765625,-0.013671875,-0.025390625,0.030446205601796672,0.00390625,0.005379701896983037,1.7967831809488979,0.009666157887018002,-0.0020120875713070655,1.648112669344304e-05,6.294605231059707e-05,4.983898975563864e-05,16.13537251809729,-15.602318995470446
56,8,-0.005859375,-0.005859375,-0.025390625,0.02670858267808075,0.00390625,0.004239299455769846,1.7918188216236897,0.007596056555347474,-0.0012995324032204793,1.8856684689927622e-05,6.77301703983857e-05,5.446778856139784e-05,16.14749912647045,-15.597315662671337
56,8,-0.001953125,-0.005859375,-0.017578125,0.01863162502767472,0.00390625,0.0021766221014718166,1.7853309514422526,0.0038859908073509137,-0.00037804947520296534,1.3335590833088072e-05,7.552966132157824e-05,6.569047984415854e-05,16.16892423802544,-15.603712398664888
56,8,-0.013671875,-0.021484375,-0.013671875,0.028903610521384262,0.00390625,0.004897187454184533,1.7947063744248632,0.008789013540778448,-0.0017005270166639173,1.4496657166743679e-05,6.693565842252067e-05,5.42153832908416e-05,16.14243215910145,-15.602785590476428
56,8,-0.013671875,-0.017578125,-0.013671875,0.026131031563007133,0.00390625,0.004075674429595894,1.7911925851315986,0.007300317817702623,-0.0012002016199993124,1.485863910389012e-05,8.170553286568845e-05,6.752260643626657e-05,16.149576687192685,-15.602031802892538
56,8,-0.009765625,-0.009765625,-0.009765625,0.01691455866766482,0.00390625,0.0018146961048697793,1.7844750654448707,0.0032382799505000512,-0.00026066572625887865,4.3491918604274555e-06,6.463500831738853e-05,6.0285816456961083e-05,16.17423898997238,-15.609184134846501
56,8,-0.005859375,-0.005859375,-0.009765625,0.012807497117777344,0.00390625,0.0010692181685136549,1.7833173099477988,0.0019067552680210832,-9.701331810074197e-05,4.16027475564056e-06,7.10379458840972e-05,6.69569428552143e-05,16.18196191272174,-15.605108683963314
56,8,-0.009765625,-0.021484375,-0.005859375,0.024316210152321743,0.00390625,0.0035700241674997664,1.7894317855247082,0.006388314720415467,-0.0009528880545031678,1.4733140196845465e-05,6.814093235172325e-05,5.705070154026435e-05,16.155233638705404,-15.603048088551938
56,8,-0.005859375,-0.009765625,-0.005859375,0.012807497117777344,0.00390625,0.0010692181685146027,1.783317309947844,0.001906755268022822,-9.701331810246196e-05,4.160274755814501e-06,7.103794588616867e-05,6.695694285704895e-05,16.1819619127219,-15.605108683963774
56,8,-0.001953125,-0.005859375,-0.005859375,0.008513474499102879,0.00390625,0.0004865600777074497,1.7827809809535358,0.0008674300526281158,-2.2518672606041315e-05,3.2706962946563673e-06,7.523359989571762e-05,7.23359068132592e-05,16.189344983682442,-15.605860262878746
56,8,-0.017578125,-0.001953125,-0.005859375,0.01863162502767472,0.00390625,0.002176622101476626,1.7853309514423628,0.00388599080735974,-0.0003780494751946277,1.3335590830959268e-05,7.552966131609268e-05,6.569047984079658e-05,16.168924238025756,-15.603712398665785
56,8,-0.009765625,-0.001953125,-0.005859375,0.011554843326366438,0.00390625,0.000877831312190565,1.7830895763382841,0.0015652518625503546,-6.67127454624005e-05,3.716231230019035e-06,7.221853924196456e-05,6.899534655215275e-05,16.183873156339814,-15.605515098542913
56,8,-0.005859375,-0.001953125,-0.005859375,0.008513474499102879,0.00390625,0.00048656007770788736,1.7827809809535418,0.0008674300526288989,-2.2518672605993376e-05,3.2706962946996596e-06,7.5233599895822e-05,7.233590681331571e-05,16.189344983682496,-15.605860262878904
56,8,-0.001953125,-0.001953125,-0.005859375,0.00647778279366289,0.00390625,0.0002865888514956076,1.7826689309321095,0.0005108930415127359,-8.347167248596423e-06,2.4835346371208023e-06,7.80689941562455e-05,7.614781619727691e-05,16.191540504242877,-15.60632061983122
56,8,-0.005859375,-0.005859375,-0.001953125,0.008513474499102879,0.00390625,0.00048656007770851657,1.7827809809535737,0.0008674300526300363,-2.2518672609013696e-05,3.27069629437745e-06,7.523359989487526e-05,7.233590681263626e-05,16.18934498368228,-15.605860262878428
56,8,-0.001953125,-0.005859375,-0.001953125,0.00647778279366289,0.00390625,0.0002865888514962496,1.7826689309321404,0.0005108930415138892,-8.347167251576427e-06,2.4835346367269566e-06,7.806899415475323e-05,7.614781619605412e-05,16.191540504242536,-15.606320619830361
56,8,-0.005859375,-0.001953125,-0.001953125,0.00647778279366289,0.00390625,0.0002865888514967024,1.7826689309321457,0.0005108930415146979,-8.347167251496132e-06,2.4835346366021086e-06,7.806899415517923e-05,7.614781619652602e-05,16.191540504242663,-15.6063206198306
56,8,-0.001953125,-0.001953125,-0.001953125,0.0033829117335329633,0.00390625,8.291503217815776e-05,1.7826008446603614,0.00014780440639582508,-2.2229708398155473e-07,8.952721664945502e-07,8.196629839245241e-05,8.107102622595786e-05,16.19474639041925,-15.608373898334053
57,1,3.25,-5.75,-7.75,10.18270592720815,0.5,0.9091394115384691,0.9992097861162789,0.9084209969532333,2.7195579826391273e-05,9.773421039938213e-07,0.0005253001754554423,0.000525188519557443,15.999280060682384,-15.999748417525334
