block,level,x,y,z,r,h,w,rho,alpha,K,product_derivative_defect,half_ell_factorized,half_ell_direct,energy_rate_margin,frozen_spectral_abscissa
77,4,0.28125,-0.15625,-0.71875,0.7874751980221345,0.0625,0.3888729490360733,1.2830730820706764,0.4989524132536276,0.0002853673940289206,1.45266834824917e-05,3.0410978466636363e-06,1.151516427122358e-05,15.726748242968323,-15.739237226245034
78,4,0.53125,-0.28125,-0.90625,1.0874820400815821,0.0625,0.4802379198754603,1.1921555270098152,0.5725182904592268,-0.007967225597450734,1.4564795073670744e-05,1.2465926043599182e-06,1.334788031794673e-05,15.791851458377087,-15.818323442097327
78,4,0.78125,-0.46875,-0.78125,1.20017902310447,0.0625,0.5080205451613657,1.1703725358033872,0.5945732936807268,-0.010095116032508539,9.238824297368095e-06,2.1148938491552183e-06,7.127104393607325e-06,15.82515774741215,-15.84215934752798
80,4,0.84375,-0.59375,-0.34375,1.0874820400815821,0.0625,0.4802244183088865,1.1921957031539292,0.5725214880574496,-0.008006961024177734,1.1849188173049047e-05,2.037079094836817e-06,9.83407872982525e-06,15.80135089709815,-15.81839259013988
81,5,0.015625,-0.421875,-0.421875,0.5968259142120087,0.03125,0.31372002453912695,1.3919630394622433,0.4366866788976527,0.0064815666520736444,2.4064885257664657e-05,7.729592339661445e-06,1.633845146117084e-05,15.739880812320955,-15.678534100225145
81,5,0.078125,-0.421875,-0.421875,0.6017146723115533,0.03125,0.3158480472747406,1.3882789979726313,0.43848521058218914,0.006342778746006067,2.3146538376635534e-05,7.456677002659481e-06,1.5698214792326193e-05,15.743342167671072,-15.680157977331199
81,5,0.171875,-0.390625,-0.421875,0.600089511552235,0.03125,0.3151458824900196,1.3894768311408552,0.4378879021493208,0.006396382671330391,1.8407612214451906e-05,6.555452322364195e-06,1.1866513481683903e-05,15.75486414501824,-15.679249475252265
83,5,0.015625,-0.078125,-0.359375,0.3681005934184296,0.03125,0.2006545091703479,1.6679129446337169,0.33467425324434813,0.006606768286589893,5.02671831499309e-05,1.501354152203017e-05,3.54971422605918e-05,15.68741733764566,-15.60527341808501
84,5,0.265625,-0.140625,-0.453125,0.5437410200407911,0.03125,0.28988004640611675,1.4361706634456044,0.4163172185667153,0.007868146476557574,2.723693066413217e-05,1.3607082852360618e-05,1.3657348762907814e-05,15.734339534875872,-15.660387329233211
84,5,0.453125,-0.078125,-0.421875,0.6240226733661206,0.03125,0.32542136339891287,1.3721965557449498,0.4465420740218139,0.005698327074940843,2.365883888040251e-05,9.230109297014422e-06,1.4989179910551168e-05,15.743030022625986,-15.687207019897066
86,5,0.296875,-0.296875,-0.171875,0.4536634731549367,0.03125,0.24614761346200084,1.5343546274379913,0.377677729748239,0.00887661059816694,1.252331499035916e-05,5.892567501190308e-06,6.634645448545165e-06,15.771726857271329,-15.630785196029192
86,5,0.421875,-0.421875,-0.015625,0.5968259142120087,0.03125,0.31372002453912623,1.3919630394622413,0.43668667889765106,0.006481566652046056,2.4064885256801243e-05,7.729592340252264e-06,1.6338451459324567e-05,15.739880812320935,-15.678534100225152
87,6,0.1171875,-0.1328125,-0.2265625,0.28758066123915565,0.015625,0.15427925266390566,1.8503886958267117,0.2854765851298841,-0.0013765090571153885,6.813323386769896e-05,4.091259723778421e-05,2.7655098673176064e-05,15.788000207710024,-15.58606553945264
87,6,0.0078125,-0.2265625,-0.2109375,0.30965501847822524,0.015625,0.167311240177311,1.793385087801613,0.30005348315558367,0.0013770449838832308,6.698469662683962e-05,2.6619068113844237e-05,4.0600026383448e-05,15.771518571827025,-15.590671333669631
89,6,0.0859375,-0.0546875,-0.1796875,0.2065516260375357,0.015625,0.1047138367251044,2.107867078097098,0.22072284905408238,-0.02189895388335495,7.637712160381827e-05,7.952649931083013e-05,1.7134057455790995e-05,15.771067991431387,-15.575139066374124
90,6,0.1640625,-0.1015625,-0.2265625,0.29759370241782673,0.015625,0.16022232486057075,1.823863732655375,0.29222368747492267,3.44314183342046e-05,5.095609754057105e-05,2.7020268335548404e-05,2.4816383984795384e-05,15.788443133038784,-15.58820169166291
90,6,0.2265625,-0.0703125,-0.2109375,0.31744140084234446,0.015625,0.17185258441150345,1.774687527070565,0.3049846380499366,0.002274989380954027,6.009116183860378e-05,2.0700075373564254e-05,3.943629466103889e-05,15.77922790941898,-15.592475578178949
91,6,0.0078125,-0.1796875,-0.0078125,0.18002685346567052,0.015625,0.08814473262233964,2.198935146435616,0.19382455053643266,-0.033228339749733805,0.00015377362422615466,0.0001885293590108241,3.490629000056524e-05,15.714159220458493,-15.574857806192036
92,6,0.1328125,-0.1484375,-0.0859375,0.21692880276429408,0.015625,0.11116310305136838,2.0717519176274344,0.23030237191608854,-0.01813724258836516,2.9059331463676718e-05,8.959062749493782e-05,7.328215589814957e-05,15.809715260157686,-15.57534717666649
93,7,0.02734375,-0.06640625,-0.11328125,0.13412722432335467,0.0078125,0.05952904685142027,2.290378773367646,0.1363440653073011,-0.05780148279679666,8.481188530237568e-05,0.0001438620943667816,0.00022823377598872263,15.709162973546754,-15.567978485255333
93,7,0.00390625,-0.12109375,-0.10546875,0.1606319155855632,0.0078125,0.07594480997593696,2.254785175593167,0.17123923169698274,-0.042592008123932504,0.00014698716975547005,0.001445073993674394,0.0013216428264243932,15.756699630938241,-15.57885535906127
95,7,0.04296875,-0.03515625,-0.08984375,0.10561332683277949,0.0078125,0.0423436026069691,2.2093929790993356,0.09355365830960986,-0.060702910726707714,0.00010308393213591043,0.000444141462752166,0.0003418891266814334,15.713885549604615,-15.547083731102868
95,7,0.04296875,-0.00390625,-0.07421875,0.08584867568685903,0.0078125,0.03109770279453706,2.0782125958906223,0.06462763765086993,-0.04540364689077096,0.00011524015962805309,0.0007092991343700827,0.0006013850840064415,15.784497697770641,-15.577404775374484
96,7,0.08203125,-0.00390625,-0.12109375,0.14631500625256283,0.0078125,0.06705846295665997,2.2835379204478423,0.15313054304847998,-0.05159138087290515,0.00010040941629288766,0.001568734421097227,0.0014729938523869747,15.729597158654599,-15.572257163404382
96,7,0.10546875,-0.04296875,-0.10546875,0.15522122254926193,0.0078125,0.07255037046689833,2.2659921556213454,0.16439857036541414,-0.0462087991468236,8.069837205411446e-05,7.596477907930956e-05,0.00015432311463773043,15.756566819740533,-15.581317221452093
98,7,0.08984375,-0.08203125,-0.04296875,0.12902456691338862,0.0078125,0.056365841391140065,2.2852371801404896,0.12880931643693502,-0.05987155482410858,4.560366043599124e-05,6.34320962416783e-05,1.96921041988464e-05,15.721050405414484,-15.559322902738266
99,8,0.017578125,-0.052734375,-0.056640625,0.07936035021058611,0.00390625,0.027403355785765863,2.0254134010319467,0.05550312404173651,-0.03616584474932612,6.318732251466721e-05,0.002192325598064027,0.002255320035588366,15.584918024382644,-15.234893158459336
99,8,0.009765625,-0.033203125,-0.056640625,0.06637752135924387,0.00390625,0.020676273597180682,1.9397486207822137,0.040106773193046924,-0.02460900688077564,8.64570824847527e-05,0.0019223994431624442,0.0020074229460039033,15.847952766374712,-15.404042604918125
100,8,0.044921875,-0.056640625,-0.044921875,0.08511233816211299,0.00390625,0.030561098009553634,2.066851610817992,0.06316525464941246,-0.044029286077579464,3.867220051120496e-05,0.001324055196587245,0.0013454090393693087,15.678161992237053,-15.232570764500913
101,8,0.005859375,-0.009765625,-0.048828125,0.05013866270700561,0.00390625,0.012944673257505989,1.8533754975955457,0.023991340239841914,-0.010710439542280351,5.717265577069116e-05,0.00044158202430129957,0.00038445832649757253,16.04114881683803,-15.530985624522065
101,8,0.009765625,-0.005859375,-0.033203125,0.03510195460080357,0.00390625,0.006937082145869213,1.8046102513190525,0.012518729554677952,-0.003136734685428555,3.445640577459153e-05,9.586351827315679e-05,6.454032377668847e-05,16.119614803965355,-15.586912309475085
102,8,0.033203125,-0.001953125,-0.060546875,0.06908101243682575,0.00390625,0.022100880351933822,1.9583541789463417,0.04328135139560269,-0.02787500272533065,9.40870846662052e-05,0.008368723866760491,0.008275220284256918,15.79504996765831,-15.255507172466812
102,8,0.060546875,-0.025390625,-0.052734375,0.08421117631761757,0.00390625,0.030076499662021094,2.0641022392361092,0.062080970300761824,-0.04241875589204514,6.217066042684866e-05,0.00792636060664173,0.007871582868802036,15.531694448662481,-15.114995635998703
103,8,0.025390625,-0.041015625,-0.021484375,0.052806663416389746,0.00390625,0.01410448640226607,1.8612281996174707,0.026251667833018775,-0.011421077438422725,4.407233435847158e-05,5.831054942668311e-05,5.8725888326652435e-05,16.033731047316405,-15.567286109496976
104,8,0.041015625,-0.041015625,-0.021484375,0.06185581102387936,0.00390625,0.018351040976392417,1.9034698395962766,0.034930653023758376,-0.018057991216142672,4.8363096446673284e-05,2.845400320572268e-05,4.77572769845304e-05,15.960489072402744,-15.475738805211536
105,8,0.021484375,-0.021484375,-0.021484375,0.0372120290688626,0.00390625,0.007701800485456405,1.8099430351475367,0.013939820146747738,-0.0038943985541438006,1.8760349618960793e-05,7.770954485938344e-05,5.894919524042264e-05,16.113585298781047,-15.601187192380456
105,8,0.001953125,-0.013671875,-0.021484375,0.025540423497308635,0.00390625,0.003907216071040108,1.7906660024122834,0.006996518982490417,-0.001125536501530637,1.4902040524945103e-05,6.811603884741871e-05,5.665188906761448e-05,16.15228329764814,-15.602780836734581
105,8,0.001953125,-0.001953125,-0.017578125,0.01779381558426621,0.00390625,0.0019965437045213704,1.7849201064872728,0.003563671001680779,-0.00032135563116127494,1.343351875405211e-05,7.648139181873738e-05,6.72266638357742e-05,16.171260852246903,-15.603927800178994
105,8,0.005859375,-0.013671875,-0.013671875,0.020203282095290237,0.00390625,0.002532359342669378,1.7861938802263162,0.0045232847604099805,-0.0004920134862253006,8.900467002262317e-06,7.212863441008515e-05,6.385363210273054e-05,16.16671559393981,-15.605345721739114
105,8,0.029296875,-0.021484375,-0.009765625,0.037619844305191844,0.00390625,0.007848064166965086,1.810427001154859,0.014208347274669507,-0.003995018634651481,2.981751895500244e-05,8.028232886811589e-05,5.287712535107847e-05,16.1123194315598,-15.601435431868824
105,8,0.009765625,-0.009765625,-0.009765625,0.01691455866766482,0.00390625,0.0018146961048681072,1.7844750654448354,0.0032382799504970033,-0.0002606657262586224,4.3491918600108136e-06,6.463500831766095e-05,6.028581645765014e-05,16.17423898997239,-15.609184134846522
105,8,0.001953125,-0.005859375,-0.009765625,0.011554843326366438,0.00390625,0.0008778313121884419,1.7830895763382202,0.0015652518625465129,-6.671274545989915e-05,3.7162312294839135e-06,7.22185392394485e-05,6.899534655015184e-05,16.1838731563395,-15.605515098542023
105,8,0.013671875,-0.017578125,-0.005859375,0.023027004145608584,0.00390625,0.003229401866239415,1.7882367502507872,0.005774935098537799,-0.0007835317382079873,1.411027207913904e-05,7.743924820356496e-05,6.48889760534463e-05,16.158188515653237,-15.603209738939343
105,8,0.001953125,-0.009765625,-0.005859375,0.011554843326366438,0.00390625,0.0008778313121894075,1.7830895763382628,0.0015652518625482719,-6.671274546146912e-05,3.7162312296686044e-06,7.221853924118699e-05,6.899534655167394e-05,16.18387315633982,-15.605515098542956
105,8,0.001953125,-0.005859375,-0.005859375,0.008513474499102879,0.00390625,0.00048656007770708315,1.7827809809535293,0.0008674300526274591,-2.2518672606211792e-05,3.2706962946199406e-06,7.523359989579984e-05,7.233590681336217e-05,16.189344983682446,-15.605860262878736
105,8,0.001953125,-0.001953125,-0.005859375,0.00647778279366289,0.00390625,0.00028658885149523077,1.7826689309321033,0.0005108930415120623,-8.347167248805767e-06,2.483534637064924e-06,7.80689941561441e-05,7.614781619721564e-05,16.191540504242877,-15.606320619831228
105,8,0.005859375,-0.001953125,-0.005859375,0.008513474499102879,0.00390625,0.0004865600777067673,1.7827809809535224,0.0008674300526268927,-2.251867260657552e-05,3.2706962945528107e-06,7.523359989558094e-05,7.233590681316859e-05,16.189344983682506,-15.605860262878936
105,8,0.001953125,-0.017578125,-0.001953125,0.01779381558426621,0.00390625,0.0019965437045255732,1.7849201064873974,0.003563671001688529,-0.00032135563115653736,1.3433518752169498e-05,7.648139181478235e-05,6.722666383378915e-05,16.17126085224706,-15.60392780017932
105,8,0.001953125,-0.009765625,-0.001953125,0.01014873520059889,0.00390625,0.0006839834439901417,1.782897148515856,0.0012194721319220784,-4.137062425053734e-05,3.1545038285193036e-06,7.381543753155128e-05,7.149224626604079e-05,16.18657617970976,-15.607237647739392
105,8,0.001953125,-0.005859375,-0.001953125,0.00647778279366289,0.00390625,0.00028658885149587305,1.7826689309321322,0.0005108930415132156,-8.347167251813181e-06,2.4835346365521696e-06,7.806899415486425e-05,7.614781619624536e-05,16.191540504242543,-15.60632061983038
105,8,0.005859375,-0.005859375,-0.001953125,0.008513474499102879,0.00390625,0.00048656007770739567,1.7827809809535533,0.000867430052628028,-2.251867260964746e-05,3.270696294263594e-06,7.5233599894427e-05,7.233590681228064e-05,16.189344983682293,-15.605860262878467
105,8,0.001953125,-0.001953125,-0.001953125,0.0033829117335329633,0.00390625,8.291503217776914e-05,1.782600844660354,0.0001478044063951317,-2.222970842347836e-07,8.952721664985565e-07,8.196629839251651e-05,8.107102622601796e-05,16.19474639041925,-15.60837389833404
105,8,0.005859375,-0.001953125,-0.001953125,0.00647778279366289,0.00390625,0.00028658885149554844,1.7826689309321262,0.0005108930415126352,-8.347167252183484e-06,2.4835346365492e-06,7.806899415480756e-05,7.61478161962023e-05,16.191540504242646,-15.606320619830784
106,8,0.033203125,-0.013671875,-0.029296875,0.04634300983478388,0.00390625,0.011287900195476958,1.8348759772538805,0.020711896902320052,-0.007663665711216528,3.754427951346211e-05,0.00012063171207982698,8.390766477889001e-05,16.07469567673614,-15.597868853534484
109,5,0.390625,-0.015625,-0.015625,0.3912495007984036,0.03125,0.21335797831986603,1.626732472672784,0.34707635163674194,0.007662455467147741,4.044427513538489e-05,1.2696261180186214e-05,2.7797043874758876e-05,15.669315449012844,-15.611542251407492
114,1,-6.75,3.25,-7.25,10.425329730996522,0.5,0.9108962753662737,0.9990692318304482,0.9100484421073994,1.3423697229307743e-05,1.215230960006619e-06,6.518330885680103e-06,7.586617151204909e-06,15.999275849421752,-15.999882087977479
114,1,-5.75,3.75,-5.75,8.954747344286158,0.5,0.8970280765033708,0.999330378670802,0.8964274073704547,-5.698525060080807e-05,2.2724524269679887e-06,3.8408388092163246e-08,2.2703883316827874e-06,15.998840990334513,-15.999779001643747
115,1,-3.25,0.75,-4.75,5.80409338312195,0.5,0.8472686497199287,1.0041725030299462,0.8508038807280635,-0.0011364184064342128,7.602058132496435e-06,9.865157049350276e-06,3.534617189249823e-06,15.99460847538916,-15.997369691964483
116,1,-4.25,6.75,-6.25,10.133484099755622,0.5,0.908312541023307,0.9989809821872419,0.9073869543644527,-2.1325419579479508e-05,1.5890125860231188e-06,2.2463107357342603e-06,3.7838151381923347e-06,15.999246912421482,-15.999828621962198
117,1,-1.75,7.25,-6.25,9.730750228014282,0.5,0.904913724539139,0.9990629654421237,0.9040657891073492,-7.65147902512641e-05,1.39171099595396e-06,4.5052139209109875e-06,5.42604812625933e-06,15.999017660538861,-15.999772766012507
117,1,-0.25,4.25,-5.75,7.1545440106270926,0.5,0.8734905005471925,1.0006441396314603,0.8740531503962989,-0.0004180273165625863,4.514245508200975e-06,4.8314871356320054e-08,4.542481415772913e-06,15.997420455954721,-15.998953597673781
119,2,-2.625,0.625,-2.875,3.9429525738968763,0.25,0.786468079109492,1.021266582858844,0.80319356767971,-0.006217151355594887,2.110172986431431e-05,8.205106037832959e-07,2.02817675001591e-05,15.976285618919931,-15.986076600055037
120,2,-1.875,0.375,-2.375,3.049077729412617,0.25,0.7373865755818279,1.0405320642865779,0.76727437566737,-0.010542150245801525,2.027838742258437e-05,1.2915522974301623e-05,8.287127009043999e-06,15.953190278123598,-15.97486992178591
121,2,-3.375,3.875,-3.875,6.435982830928,0.25,0.8607414181056341,1.0029643663003507,0.8632929709587825,-0.00048677807033514764,1.2401504810641773e-05,7.327963741818897e-05,8.504501723030315e-05,15.996368315994959,-15.998750735093116
122,2,-0.375,3.125,-3.125,4.435298749802543,0.25,0.8066724279638816,1.014443826259827,0.8183238643619847,-0.0039643784787480665,1.934881916192893e-05,1.0475603189130141e-07,1.9244134236814417e-05,15.984380142425437,-15.991125659433449
124,3,-1.8125,0.3125,-1.4375,2.3343561746228874,0.125,0.6795248176889419,1.0675812735661472,0.7254479702881645,-0.013651085599127859,3.262897277922978e-05,2.943262288568388e-05,6.14250735983603e-05,15.920872581061332,-15.962300766010161
125,3,-0.3125,0.9375,-1.3125,1.6429299285118644,0.125,0.593289883548998,1.114223015107505,0.6610572428807451,-0.014295065869239204,1.485502145010313e-05,1.236542902621206e-06,1.362778273638084e-05,15.864683866495453,-15.90968906468858
126,3,-1.0625,1.8125,-1.9375,2.857965841293419,0.125,0.7239958608413589,1.0463799484666847,0.7575747515572742,-0.01133079730402306,2.2130347238665616e-05,4.972691492010078e-05,7.153211086063539e-05,15.948603074877916,-15.972356620427252
127,3,-0.3125,1.4375,-1.5625,2.1460355891736747,0.125,0.6598915692461903,1.0776378944850984,0.711124161270932,-0.014355133723665304,2.2637485773606382e-05,1.4344698502087319e-06,2.125162345611243e-05,15.909319275073832,-15.952202753141103
129,4,-0.59375,0.09375,-0.71875,0.9369790219103094,0.0625,0.43793241726974,1.230019601512555,0.5386654573795556,-0.004296983207811578,9.22687052671357e-06,2.3167191707463945e-06,6.912588435254675e-06,15.772202426861305,-15.78155255274837
130,4,-0.03125,0.40625,-0.65625,0.7724504433942672,0.0625,0.3835021560059039,1.289594686860792,0.49456234278487227,0.0008068469025854799,9.097417153904123e-06,3.109801564730976e-06,6.013318044766049e-06,15.739187106268524,-15.734591000228713
131,4,-0.59375,0.84375,-0.96875,1.4152489842780316,0.0625,0.5535351200207996,1.1387888016804013,0.6303595960165035,-0.012967439549976957,1.6029896021179675e-05,2.77515428909733e-05,4.2077778155484755e-05,15.851197921476723,-15.879804903465963
132,4,-0.21875,0.71875,-0.78125,1.083884074751539,0.0625,0.4792931246040043,1.1929490043295174,0.5717722557783302,-0.007906157059560439,1.0557610748917378e-05,2.4487043474855423e-06,8.110638827335862e-06,15.798344711673439,-15.817523542938464
134,5,-0.453125,0.046875,-0.359375,0.5802326446133482,0.03125,0.30641888882913576,1.4048928869764616,0.430485717351284,0.00697599192713912,2.6007988804334453e-05,1.0579961767540086e-05,1.568392604932739e-05,15.73639680477133,-15.672572415261687
135,5,-0.015625,0.015625,-0.390625,0.3912495007984036,0.03125,0.21335797831986886,1.6267324726727814,0.34707635163674594,0.007662455467167127,4.0444275133719506e-05,1.2696261185805297e-05,2.779704386654715e-05,15.669315449012853,-15.611542251407464
135,5,-0.171875,0.203125,-0.328125,0.42245330733111797,0.03125,0.23000962957799923,1.5774544321860635,0.3628297096232896,0.008556942825818117,1.2474885091769876e-05,6.453501435027996e-06,6.326838417966954e-06,15.76380919381096,-15.621005628861727
136,5,-0.359375,0.421875,-0.484375,0.7360353570821173,0.03125,0.37009299159053,1.3067027274350562,0.4836015215159449,0.0019444150682510985,2.0166862747261425e-05,2.061208130989844e-05,3.844432582366789e-05,15.779736346542109,-15.723822112270785
137,5,-0.171875,0.359375,-0.390625,0.5579240959799101,0.03125,0.2963821827310232,1.4235477906543195,0.42191420141605285,0.007532149340904356,1.6965592069095568e-05,6.3587186048149405e-06,1.0622869062691537e-05,15.756984093241236,-15.665139089086239
139,6,-0.1484375,0.1171875,-0.1953125,0.27187051002039553,0.015625,0.14485888464293264,1.8945075746846796,0.2744362542164101,-0.004163527911743362,4.3305264666331473e-05,2.0896589897985193e-05,2.249054300797682e-05,15.805227496863758,-15.58307037825581
140,6,-0.0234375,0.0859375,-0.1640625,0.18668442414607064,0.015625,0.092295498541107,2.1768106756460512,0.20090982653835626,-0.030073120206840564,6.34809442557402e-05,6.611302487152617e-05,8.689142695130252e-06,15.759866220156532,-15.573868724330366
141,6,-0.2265625,0.2109375,-0.2421875,0.39303941337828957,0.015625,0.2143002008603552,1.6236292536904535,0.3479440751886128,0.007502395951294809,4.0850161793894787e-05,0.00016319346503163113,0.0001475894646927837,15.792013184959718,-15.612512333786919
142,6,-0.0390625,0.1640625,-0.1953125,0.25804913382677724,0.015625,0.13649406935432543,1.935786472322823,0.2642233730083964,-0.0069397170276394755,4.144817363352085e-05,1.7040521996061965e-05,2.4479174167552654e-05,15.78700398031218,-15.580965263686153
144,7,-0.07421875,0.05078125,-0.09765625,0.13275504271848773,0.0078125,0.058653648845019925,2.288480048616907,0.1342277051604102,-0.058029000231779565,6.48963884156637e-05,8.036474214372437e-05,2.1382832508868527e-05,15.724207639321524,-15.563922810665543
145,7,-0.01171875,0.03515625,-0.08203125,0.09001342673283526,0.0078125,0.033408381167364665,2.107450727861287,0.07040651720782998,-0.049089238662443316,0.00017952655310046362,0.0012166729376342424,0.0010372026096173883,15.773259293677482,-15.572548001692425
145,7,-0.00390625,0.04296875,-0.07421875,0.08584867568685903,0.0078125,0.031097702794537548,2.0782125958906006,0.06462763765087026,-0.0454036468907676,0.00011524015962534137,0.0007092991343578251,0.0006013850839966375,15.784497697771762,-15.577404775374585
145,7,-0.00390625,0.05859375,-0.07421875,0.09464094874676342,0.0078125,0.035998234169373575,2.1425773876719942,0.07712900252742115,-0.05439861162133623,4.452375670789276e-05,0.0008998334707363094,0.0009200608965688126,15.736919963361663,-15.561356927897185
146,7,-0.08984375,0.09765625,-0.12109375,0.1796450357432331,0.0078125,0.08784635388824476,2.199383147299674,0.1932077902935287,-0.033801484650902026,7.65138618855226e-05,0.0005672238377180416,0.0005225519978200445,15.794355275204452,-15.573414223943132
147,7,-0.01171875,0.07421875,-0.09765625,0.12321726793427738,0.0078125,0.05285026918282904,2.276414573688761,0.12030912299116603,-0.06146922386272706,6.062184260346223e-05,9.362774538841706e-05,3.421694578245726e-05,15.704342663516872,-15.556173963611256
148,7,-0.07421875,0.00390625,-0.05859375,0.09464094874676342,0.0078125,0.03599823416937083,2.1425773876720124,0.07712900252741592,-0.05439861162135882,4.4523756708653034e-05,0.0008998334707584106,0.0009200608965855782,15.736919963360492,-15.56135692789726
148,7,-0.06640625,0.00390625,-0.05859375,0.08864691967117357,0.0078125,0.032590109635503274,2.099994021683287,0.06843903540055976,-0.04784729362998771,0.00034360513301863997,0.007220386667650683,0.006882475709710747,15.776612867561855,-15.517411744582265
149,8,-0.048828125,0.001953125,-0.060546875,0.07780696987125817,0.00390625,0.02662355857555388,2.017612821454154,0.05371603313477321,-0.03634487001750735,6.374320132329587e-05,0.007054661900214931,0.007004247603909208,15.548795368315554,-15.121656616004945
149,8,-0.037109375,0.025390625,-0.048828125,0.06637752135924387,0.00390625,0.020610524366276927,1.9341995380353627,0.039864866707919416,-0.023015096350840307,3.87862897985753e-05,0.0003619859080864152,0.00033053022044799503,15.902878403784792,-15.42276380192962
150,8,-0.017578125,0.013671875,-0.044921875,0.05013866270700561,0.00390625,0.012924288573762599,1.8521243831399778,0.02393739000220312,-0.010249170779449725,5.382584580261979e-05,0.0002074288758770539,0.00015376041040062857,16.050357200588426,-15.53140762586776
151,8,-0.044921875,0.044921875,-0.060546875,0.08776032007289442,0.00390625,0.03204862248882181,2.089744659282889,0.06697343768338887,-0.04681362309681771,3.478365837464072e-05,0.005301295324841544,0.005292320279584476,15.595456377099854,-15.116288770395913
151,8,-0.048828125,0.048828125,-0.060546875,0.09183842144928708,0.00390625,0.03433051129867091,2.1187167655141352,0.0727366298571665,-0.050253770247275086,2.109507626334903e-05,0.004292924288351467,0.004283188324524236,15.560552508512808,-15.103465148561904
152,8,-0.017578125,0.037109375,-0.048828125,0.06379876160570733,0.00390625,0.01932319218936529,1.91920490630395,0.03708516525528403,-0.020753844638252545,3.7845792482352244e-05,0.000369795828258891,0.0003402024103135111,15.908848629977841,-15.43480000000998
153,8,-0.033203125,0.017578125,-0.017578125,0.041478048010928324,0.00390625,0.009315579719758433,1.8197972155674202,0.016952466035412724,-0.005371789011377214,3.017970000193978e-05,9.313838847676435e-05,6.480786814702458e-05,16.097061377395086,-15.605910660168359
153,8,-0.033203125,0.009765625,-0.009765625,0.03596084499906634,0.00390625,0.007242536327390812,1.80634601062173,0.01308252660176535,-0.003390041408820099,3.337811401659441e-05,9.383414018276134e-05,6.291687596965448e-05,16.117790623265243,-15.59193495139591
154,8,-0.009765625,0.005859375,-0.021484375,0.024316210152321743,0.00390625,0.003570024167494842,1.7894317855245212,0.0063883147204059874,-0.00095288805450663,1.4733140199611609e-05,6.814093235390752e-05,5.705070154019036e-05,16.15523363870577,-15.603048088552532
154,8,-0.017578125,0.021484375,-0.021484375,0.03510195460080357,0.00390625,0.006944663868835182,1.8053315427670478,0.012537420736322793,-0.003230224397031484,1.763903991588571e-05,6.800775890131175e-05,5.041643585967711e-05,16.120500127554934,-15.59995744062785
154,8,-0.009765625,0.001953125,-0.013671875,0.01691455866766482,0.00390625,0.001814452015524737,1.7845171011567305,0.0032379206509321906,-0.0002625384946424808,6.905814739715812e-06,6.999892056892463e-05,6.439468815187559e-05,16.17322246049744,-15.604171494346557
154,8,-0.005859375,0.013671875,-0.013671875,0.020203282095290237,0.00390625,0.0025323593426710973,1.7861938802263337,0.004523284760413095,-0.0004920134862247868,8.900467002375243e-06,7.212863441018535e-05,6.385363210281084e-05,16.166715593939777,-15.605345721739154
154,8,-0.005859375,0.001953125,-0.009765625,0.011554843326366438,0.00390625,0.0008778313121893367,1.7830895763382308,0.0015652518625481177,-6.671274545959345e-05,3.7162312295738523e-06,7.221853923963449e-05,6.89953465502648e-05,16.183873156339597,-15.605515098542249
154,8,-0.001953125,0.009765625,-0.009765625,0.013948102399497755,0.00390625,0.0012587234000313093,1.7835424554219792,0.0022449866235889435,-0.00013082322273152644,3.941756941293155e-06,6.889747239253321e-05,6.544184985072443e-05,16.179498071406424,-15.606100026619492
154,8,-0.029296875,0.001953125,-0.005859375,0.02994083929053885,0.00390625,0.005214716752452194,1.795875376199812,0.009364981409585546,-0.001874276615712544,3.2633199763924475e-05,8.843137763857552e-05,6.203101655360784e-05,16.139627489120837,-15.58924117683822
154,8,-0.005859375,0.001953125,-0.005859375,0.008513474499102879,0.00390625,0.00048656007770802445,1.7827809809535418,0.0008674300526291433,-2.2518672605881663e-05,3.2706962947964462e-06,7.523359989561578e-05,7.23359068130228e-05,16.18934498368249,-15.605860262878892
154,8,-0.001953125,0.001953125,-0.005859375,0.00647778279366289,0.00390625,0.0002865888514957453,1.7826689309321093,0.0005108930415129813,-8.347167248499794e-06,2.483534637172226e-06,7.80689941559401e-05,7.614781619694244e-05,16.191540504242866,-15.60632061983121
154,8,-0.009765625,0.005859375,-0.005859375,0.012807497117777344,0.00390625,0.0010692181685153874,1.7833173099478539,0.001906755268024232,-9.701331810367288e-05,4.160274755978809e-06,7.103794588713849e-05,6.69569428578945e-05,16.181961912721835,-15.605108683963579
154,8,-0.001953125,0.005859375,-0.005859375,0.008513474499102879,0.00390625,0.0004865600777078615,1.7827809809535347,0.0008674300526288494,-2.2518672606074827e-05,3.270696294650645e-06,7.52335998957548e-05,7.233590681331863e-05,16.18934498368243,-15.605860262878739
154,8,-0.005859375,0.017578125,-0.005859375,0.01943334838098867,0.00390625,0.0023552918021375346,1.7857654534433,0.004205998733035422,-0.0004380980218192796,1.324541606893269e-05,7.469206446343212e-05,6.43009747195209e-05,16.16730209066199,-15.603388299116434
154,8,-0.013671875,0.001953125,-0.001953125,0.013948102399497755,0.00390625,0.0012588817535565103,1.7835815652974836,0.0022453182885327615,-0.0001321053317771213,6.862604897565442e-06,7.470080369203041e-05,6.999016246527265e-05,16.17965542246864,-15.604083688208895
