classification	target_time	final_time	run_exit_status	gate_passed	old_mode_recurrence	GH_RMS	reduction_RMS	curl_RMS	metric_error_RMS	relative_D_Linf	relative_source_Linf	GH_slope	GH_e_folding_time	GH_r_squared
PASS_STATIONARY_SEGMENT	5.0	5.0	0	1	0	5.009640449814568e-13	1.8174565458110423e-12	1.350601277425907e-13	4.8266514593394966e-11	1.837141550003518e-12	1.402521063846692e-11	0.221807303650907	4.508417818260201	0.7539971621244786
