axisTau,n128_axisKret,n128_axisLapse,n128_C-norm2_amplitude,n128_H-norm2_amplitude,n128_M-norm2_amplitude,n128_Z-norm2_amplitude,n256_axisKret,n256_axisLapse,n256_C-norm2_amplitude,n256_H-norm2_amplitude,n256_M-norm2_amplitude,n256_Z-norm2_amplitude,n512_axisKret,n512_axisLapse,n512_C-norm2_amplitude,n512_H-norm2_amplitude,n512_M-norm2_amplitude,n512_Z-norm2_amplitude,axisKret_richardson_order,axisLapse_richardson_order,C-norm2_order_n128_n256,C-norm2_order_n256_n512,H-norm2_order_n128_n256,H-norm2_order_n256_n512,M-norm2_order_n128_n256,M-norm2_order_n256_n512,Z-norm2_order_n128_n256,Z-norm2_order_n256_n512
0.27852665858249054,0.0005649178064889927,0.999999926509004,0.18447997950078363,0.13021551076533072,0.09437260984855946,0.039862868903453454,0.0005649455513916025,0.9999999294631503,0.014783954311708383,0.011863005991192025,0.006525999197619913,0.0025772850855698705,0.0005649443979370777,0.9999999291697801,0.0007375692132924499,0.0004978884747125465,0.0003881986364576427,0.00016531396642710308,4.588189707137594,3.3319469353471405,3.6413601493062533,4.325109955326605,3.4563597782149302,4.574503193602709,3.8540974858508092,4.07133185432188,3.951121509300382,3.96257160937143
0.2916357825285049,0.0005648750302220681,0.9999999119563981,0.17731757119530872,0.12181396854181134,0.09535528499834325,0.037575715118046776,0.0005649018925663829,0.9999999152095187,0.014303418878889236,0.011345004668066736,0.006520026784612173,0.0024766162341591856,0.0005649008052169702,0.9999999148520248,0.0007583099282019161,0.0005467844202484905,0.0003672181434346514,0.00016167642164356466,4.626697695511907,3.1858336608217463,3.631903572517502,4.237428607021593,3.424550470417306,4.374941256171542,3.8703631048447513,4.1501686451454205,3.923358323720113,3.937189130685464
0.30480380493679066,0.0005648307477789621,0.9999998954775398,0.17312835295825227,0.11798084417788349,0.09498694041608655,0.03583899191256501,0.0005648559600837099,0.9999998988148496,0.014228710250987918,0.011463088035424871,0.006251855581085414,0.0023993035216912776,0.0005648549793732846,0.9999998983849235,0.0007159203867068651,0.0004775932814282663,0.0003819318174846161,0.000159340024233396,4.684156981684341,2.9565250648860983,3.6049652108808683,4.312861922949978,3.363484988659136,4.5850693915594105,3.92537281618955,4.0328974359622025,3.900842476405458,3.9124350714313434
0.31803299945581476,0.0005647847232761383,0.9999998765514438,0.17297178740067923,0.12008684064214989,0.09352664555146953,0.03479319952528092,0.0005648077397691632,0.9999998800538918,0.014298928739450231,0.011755098443251557,0.00592475364779222,0.00235499662859975,0.0005648068810439768,0.9999998795428829,0.0007130763180659076,0.0004782908766462753,0.0003770423875102273,0.0001583953017469156,4.744327712850023,2.7769433022852157,3.596557774990574,4.325706764107149,3.3527195402510426,4.619254538374169,3.980550371570306,3.973956540716343,3.8850084533183225,3.8941235459181414
0.33132559394997063,0.0005647370264055469,0.9999998552944224,0.17665597955824552,0.12755789386774036,0.09097831365683326,0.034461408721268696,0.0005647572120836665,0.9999998586855324,0.014188022461486368,0.011703237347054562,0.005786189200234293,0.0023380959120677903,0.0005647564713013428,0.9999998580851189,0.0007237844097914778,0.0005019352346602712,0.00036581838578959457,0.000158830571703918,4.7681385695056555,2.497729295407956,3.6381971587935436,4.292969676527762,3.4461726141647784,4.543262629374466,3.974837290324852,3.983414007215972,3.881575659954597,3.8797735782934066
0.34468377008480683,0.0005646873117258335,0.9999998310617705,0.18204665426535904,0.13690473133094333,0.08775157117267518,0.034639515132771685,0.0005647043506870142,0.9999998344519707,0.01379256511777765,0.011175390545593885,0.005877939151047241,0.0023370728339280546,0.0005647037120953319,0.999999833754775,0.0006909055505990137,0.00044049073958642295,0.00037838464626419613,0.00016055685749499473,4.737799808856971,2.2817348131773167,3.722345529647943,4.319258479320957,3.6147751508151313,4.665069750064504,3.9000426275165316,3.9573849695012107,3.8896441351160527,3.8635465058274927
0.35810965959831026,0.0005646356810858388,0.9999998040264294,0.18889448793500352,0.1476454602709909,0.08380581154141356,0.0352889566413508,0.0005646491219107477,0.9999998070779238,0.013313856570425544,0.010502938563094798,0.006002847010328237,0.002346921523696416,0.0005646485641545648,0.9999998062778935,0.0007027950891706572,0.000463134409144715,0.0003685170973325385,0.00016347839516070835,4.590843272332852,1.9313894566390275,3.8265801670767163,4.24368061068873,3.813272064188359,4.503218270520594,3.803331486800372,4.025843439889153,3.910375268828288,3.84359771090243
0.37160533757450953,0.0005645816987016736,0.9999997733959871,0.1941857523333194,0.1557380095550565,0.08000146193514898,0.036059021398615325,0.0005645914858998195,0.9999997762698729,0.013082093490111746,0.01021519873219443,0.0059580848648679,0.0023718898345863825,0.0005645909883215828,0.9999997753623526,0.0007059989590991067,0.0004663881678063554,0.00036394706112634963,0.00016746796708136472,4.297900617013933,1.6630009426122838,3.891772017391728,4.211783563020912,3.930331916353449,4.45304227305687,3.7471057857536687,4.033048153166186,3.9262513354140878,3.8240799322350925
0.3851727962554043,0.0005645255086465497,0.9999997394180334,0.19814296338980486,0.16172116223549438,0.07633168972573669,0.03693309741193556,0.0005645313986143633,0.9999997417153309,0.013199654751011782,0.01045573939502059,0.00573109355944682,0.0024183063260888637,0.0005645309444247306,0.9999997406968647,0.000685634086428021,0.00042006889977829707,0.00037293269577031503,0.00017236454366393694,3.6968930698602986,1.1735395722802993,3.9079696338966587,4.26691754975996,3.951141483692969,4.637525299485766,3.735399774687066,3.9418232564907156,3.9328453529349567,3.8104620621391527
0.39881367043197447,0.0005644666170367144,0.9999997011302656,0.19926296040831723,0.16356961327751218,0.07399314888072209,0.03767632726982354,0.0005644688147914332,0.9999997030828259,0.01339651056466074,0.010769221839617864,0.005498724027534817,0.0024864568695947584,0.0005644683920245823,0.999999701950757,0.0007068979303555185,0.00045479187348998826,0.0003620913517990122,0.0001779664243174338,2.37809621830168,0.7864053848444091,3.894744391681624,4.244211537629804,3.9249188474486543,4.56556372196996,3.7502229090732344,3.9246712568148157,3.9214950249979794,3.8044144174040575
0.41252972049816694,0.0005644052173823869,0.999999658873841,0.1978308472033984,0.16176529409390591,0.07298403780169142,0.03830594357579293,0.0005644036873705055,0.9999996600198021,0.013326042598345514,0.010640362529980041,0.0054412867415469515,0.0025692965027352003,0.0005644032885550054,0.9999996587718726,0.0007068148747823503,0.00044463048011359916,0.00036324704899001807,0.00018411958033687936,1.9397494697204802,-0.12297839986489437,3.891947083394577,4.236772198807007,3.9262829070682588,4.580796645058276,3.7455612076785716,3.9049248740478872,3.898122963754602,3.802658425716329
0.42632274336167064,0.0005643407923056808,0.9999996114942679,0.19441941251991435,0.15676264571447357,0.07378853350409142,0.03882082833959102,0.0005643359684847488,0.999999612151562,0.012926571791829879,0.009999965370776971,0.005539317571205747,0.0026576178610571615,0.0005643355896759,0.9999996107856569,0.0007000158636287277,0.0004179426430497957,0.0003691664519088104,0.00019072805568933008,3.6706344162040523,-1.0552462472226527,3.910760658132583,4.206808287333951,3.9705149177473547,4.580546228230615,3.7356164873829543,3.907364892343501,3.868625322410304,3.800544692638579
0.4401944736594084,0.0005642735839227505,0.9999995594416248,0.18911020574660553,0.1485530219642418,0.07618591059491477,0.039235552025910655,0.0005642656101123121,0.9999995590802442,0.012483707203367956,0.00928170234377803,0.0056197159236225916,0.0027456987253682524,0.0005642652488312493,0.9999995575944473,0.0007228062518158762,0.00045136321706710624,0.0003602347447766883,0.00019762478443642988,4.464075768158267,-2.039646016491817,3.921108893112752,4.11029363048287,4.000444711248192,4.362028673342253,3.760955109030919,3.963487962575184,3.836916260313075,3.7963375389182543
0.4541465855733123,0.0005642030885678925,0.9999995013513506,0.18377695460758764,0.13955053906621664,0.07916485365857034,0.03974905571553947,0.0005641925630894578,0.9999995003834605,0.012341576181095479,0.009035418509313834,0.005551925925478911,0.0028329824737135046,0.0005641922181003013,0.9999994987764773,0.0007227014344069281,0.00043601809538692203,0.00036427839769433926,0.00020469881806297683,4.931190985522166,-0.7314397066194999,3.8963573034376173,4.0939830893616,3.9490524606672515,4.373131511166307,3.833799843317373,3.929874970867883,3.810527006324004,3.7907469991559433
0.46818069204132784,0.000564129590602515,0.9999994377957915,0.17840007092604143,0.12961718191481753,0.08260104649323857,0.040347620756660735,0.0005641167767201369,0.9999994356129013,0.012523945679895706,0.00930986841671858,0.005336968119338476,0.002921826222275672,0.0005641164469351914,0.9999994338848572,0.0007271546748581694,0.00042813846243340136,0.00036719797492887444,0.00021189228048274414,5.2800383003010465,0.3370995787410534,3.8323551275119216,4.10628306998075,3.7993523855351503,4.442611424198559,3.95206776117401,3.861390385812641,3.787541321805652,3.785467440880413
0.48229834178326836,0.0005640526272913722,0.9999993671828914,0.17475214100582653,0.12183873560294807,0.08497953298946591,0.041261129691091344,0.0005640381980737998,0.9999993642929954,0.0127428040555466,0.009633519662809373,0.00508884665630551,0.0030140101406777105,0.0005640378821144742,0.999999362446507,0.0007486162657723018,0.00045581681472898073,0.0003612439261464744,0.00021907755226595275,5.5131104136597635,0.6462333648823892,3.777555448278431,4.0893125723741415,3.6607660735772516,4.401536940861528,4.061704791314842,3.8162934829591437,3.77502714538089,3.7821706993326694
0.4965010155779996,0.0005639725136297914,0.9999992902178921,0.1727351922198077,0.11631015029578526,0.08648707481424674,0.042436277898188574,0.0005639567715944206,0.9999992859196812,0.012743493227494164,0.009596684743119428,0.0049507129469955925,0.0031086429892399456,0.0005639564681899542,0.9999992839610654,0.0007511191747584392,0.0004426701303053628,0.0003663498916524117,0.00022619114551839713,5.697235952370977,1.1339018262456504,3.7607293340676313,4.084575162907471,3.599297094395835,4.43823216628591,4.1267763369448,3.7563422070433887,3.770941276863231,3.7806705807176813
0.5107901232988035,0.0005638888403109844,0.9999992050632974,0.17285992992721588,0.11450523187611344,0.08640854470775092,0.04393977306904355,0.0005638724394069613,0.999999199959348,0.012508088769780063,0.009157817011733491,0.00496277435687761,0.003202576060663626,0.0005638721476472694,0.9999991978997751,0.0007606712514775261,0.0004437058654348683,0.0003682345975494412,0.0002332229556006078,5.812850947200132,1.3092687872151316,3.7886702131850396,4.039444471571711,3.644265970126861,4.367328208210919,4.121955217630153,3.7524497740717915,3.778222678990207,3.779451132943874
0.5251670025348028,0.0005638019397247424,0.9999991125662263,0.17488503914189402,0.11616483384642821,0.08491814928289591,0.045701944138181703,0.0005637851419497972,0.9999991058479281,0.012203456421167328,0.008575222315813211,0.00502899730312423,0.003292538240707853,0.0005637848597880001,0.9999991037042745,0.0007793558630830603,0.00046435946253685974,0.0003651257745099743,0.00024010688872687038,5.895603664844527,1.6480240570437672,3.841045146996876,3.9688637839292813,3.7598555086652206,4.206860135164044,4.07773024444148,3.783805361314365,3.7949834364607784,3.777451495994025
0.5396329187539255,0.0005637114524995725,0.9999990106265823,0.17788481849538676,0.11972417901734396,0.08238068036199225,0.04758545008327541,0.0005636948186175705,0.9999990029901408,0.012022813077483329,0.008188328180988292,0.00503204391647438,0.0033771174777886557,0.0005636945433839117,0.9999990007853945,0.0007856351617707304,0.0004577005182218838,0.0003700297012713895,0.00024679997535493757,5.9173241817299465,1.792287872676845,3.887096989654697,3.9357711845252825,3.8700018069455924,4.161093094954277,4.0330896228143995,3.765431531511179,3.8166562452680393,3.7743782108628756
0.5541883381989852,0.0005636177213972189,0.9999989002468581,0.1817020540423772,0.12481497442926918,0.07881548017449105,0.0495573439862033,0.0005636014132573398,0.9999988907646371,0.012047543279539514,0.008166269484700667,0.004923832597870893,0.00345717741682304,0.0005636011418667496,0.9999988885278265,0.0007979868817662378,0.00046361523831799583,0.00037232101727241484,0.0002533079377444294,5.909077726816886,2.083781900167465,3.914763839611937,3.916230143644588,3.933970041940004,4.1386772854999405,4.000625399188258,3.7251627506503695,3.8414323212427526,3.7706304506471553
0.5688241039288678,0.0005635204860326943,0.9999987791266244,0.1848468021971808,0.12886037141688553,0.07520701944906887,0.051392954691406596,0.0005635049340200239,0.9999987686022926,0.012208999502779816,0.008388168058365692,0.004739198139812259,0.0035344782991108136,0.000563504663651165,0.9999987663677662,0.0008156839603256577,0.0004813694720167918,0.00037153504920270147,0.0002595949553895697,5.846028497609271,2.235687600940856,3.9203132004801797,3.9037908865718647,3.9413090815989356,4.123139210851786,3.988152437587153,3.6730727588091967,3.8620014089462527,3.7671630307309005
0.583535703466182,0.0005634201307330987,0.9999986485051442,0.18742399636879445,0.1320567062250784,0.0715316391382347,0.05311403927793965,0.0005634053646767006,0.999998635885192,0.012353878660656079,0.008565685455301028,0.004580144759759962,0.0036097208029366363,0.0005634050919352815,0.9999986336911617,0.0008249386830921981,0.0004807530815297039,0.00037626827655468776,0.0002656349419609844,5.758606956162314,2.5240510964209646,3.9232697058332104,3.9045333663572324,3.946445057110345,4.155200690205899,3.965116399192189,3.6055596317658716,3.8791340893350448,3.764370416661294
0.5983208667304442,0.0005633163564014958,0.9999985057329805,0.18847407594799753,0.13278503315859658,0.06888504807906078,0.054545730185023185,0.0005633026769010639,0.9999984919568509,0.01234547085918086,0.008452486555754023,0.004550214809970335,0.0036816095226998354,0.0005633023993430089,0.999998489843756,0.0008370689217400074,0.00048635995742989145,0.00037972201577245234,0.0002714524068049268,5.623082172461336,2.704741224093419,3.9323123313287978,3.8824916371939273,3.973572916090914,4.119279456362393,3.920184311262053,3.582919102738624,3.8890577420487253,3.7615654397509775
0.6131771888280741,0.0005632095400427836,0.9999983522527062,0.18820931739624955,0.13138985486503468,0.06723276743715605,0.05573961424930446,0.0005631968452544452,0.9999983361405134,0.012154144017527868,0.007994211100285413,0.004655299888799658,0.0037478966349138386,0.0005631965621400891,0.9999983341491132,0.0008540921410426891,0.000502852891055194,0.00038036386091120077,0.00027704604152761005,5.486707623944118,3.01629779888145,3.9528178541047456,3.830912762874314,4.038754403499172,3.990747361644127,3.852218522484106,3.613422022808849,3.8945499483219983,3.757883505875157
0.6281021789494231,0.0005630993619256812,0.9999981850927991,0.18666699284992927,0.12779801289959583,0.06700701264890079,0.056637852317839917,0.0005630878465544276,0.9999981677392236,0.011903838378242373,0.007407703571742036,0.004791294036888295,0.0038072267047708683,0.0005630875605476471,0.9999981659086544,0.0008660120774100588,0.0005082492243789245,0.00038462666280859176,0.00028240177844504616,5.331367764167394,3.2448687796574327,3.9709680984987594,3.780895888663724,4.108695225559209,3.86541835501973,3.8058248313259124,3.6388846722195134,3.8949541759473534,3.752919399820312
0.6430933931039048,0.0005629862040935409,0.9999980059267685,0.18398014566399074,0.12210770813077905,0.06803976154584761,0.057288936196438406,0.0005629756585565427,0.9999979860345473,0.011806897432556591,0.007111162545626189,0.004836093138067143,0.0038599587053795483,0.0005629753757527537,0.9999979844005246,0.0008777308595111088,0.0005133121101986357,0.00038934418246591,0.000287544937266847,5.220687302203915,3.6057044529454223,3.9618482710758993,3.7497074679960183,4.101925030561973,3.7921772309867956,3.81446415014236,3.6347240546784656,3.8915992300363764,3.7467260714461115
0.6581482619307562,0.0005628697087078279,0.9999978114423298,0.18100463572127423,0.11568566694096741,0.06971871462239984,0.05774969496442619,0.000562860260941858,0.9999977902886502,0.011975651474852694,0.007351949718075315,0.004739034334410996,0.003907495312459417,0.0005628599917658661,0.999997788881917,0.0008941302283687205,0.0005289613683928191,0.00039100928020131733,0.00029249235991463417,5.1333515834053784,3.910488022503257,3.9178506009880434,3.743475357906863,3.97593942061533,3.796892632658581,3.8788809528061674,3.5993183594386293,3.8854972785501958,3.739773296334444
0.6732644044736192,0.0005627502677180326,0.9999976035734678,0.17775804547249865,0.10846273743798542,0.07191554955022028,0.058048790687107325,0.000562741633524219,0.9999975797402781,0.012288231404025745,0.00786905253692521,0.004560335924791835,0.003951074672915908,0.0005627413919324846,0.999997578585522,0.0009075047989871154,0.0005381827720679528,0.0003948342365908416,0.0002972400784904212,5.159418475693652,4.367311871485351,3.854565664423495,3.7592282068404366,3.784865736812316,3.8700218260808907,3.9790917376760713,3.529821102229465,3.8769489944271367,3.7325445521401917
