axisTau,n128_axisKret,n128_axisLapse,n128_C-norm2_amplitude,n128_H-norm2_amplitude,n128_M-norm2_amplitude,n128_Z-norm2_amplitude,n256_axisKret,n256_axisLapse,n256_C-norm2_amplitude,n256_H-norm2_amplitude,n256_M-norm2_amplitude,n256_Z-norm2_amplitude,n512_axisKret,n512_axisLapse,n512_C-norm2_amplitude,n512_H-norm2_amplitude,n512_M-norm2_amplitude,n512_Z-norm2_amplitude,axisKret_richardson_order,axisLapse_richardson_order,C-norm2_order_n128_n256,C-norm2_order_n256_n512,H-norm2_order_n128_n256,H-norm2_order_n256_n512,M-norm2_order_n128_n256,M-norm2_order_n256_n512,Z-norm2_order_n128_n256,Z-norm2_order_n256_n512
0.0,0.0005653739334998279,1.0,0.3612553549515937,0.36025606733392385,0.0,0.013425697656893458,0.000565395004843922,1.0,0.026173418171012534,0.026105960931084176,0.0,0.000938965204280206,0.0005653963297216249,1.0,0.0016996567327777301,0.0016953519894154342,0.0,6.0445515263329164e-05,3.9913512450924595,0.0,3.7868447195852353,3.944787038052665,3.7865715593199867,3.944722521358392,0.0,0.0,3.837781552389429,3.957364487935643
0.02490295320190115,0.0005654143864509786,0.9999999999986339,0.3013208774743187,0.26856169333223784,0.03739443080991504,0.06552916732503414,0.0005653949389394953,0.9999999999960345,0.02647378780204814,0.024038088971186058,0.005169058310917712,0.004895119453039863,0.0005653929350762461,0.9999999999955267,0.0014256768246956129,0.001127895576052734,0.0006095983426621547,0.0003110052829229325,3.2787295964898844,2.3557815336356955,3.508664103869356,4.214845735801926,3.4818594272213104,4.413616796299325,2.8548500419035876,3.0839705914353637,3.7427212289065857,3.9763330734280844
0.03736082587778624,0.0005654199539198016,0.9999999999787611,0.2734263066700192,0.2253132792730891,0.05479264413830543,0.07214843770835165,0.0005653900807726921,0.9999999999781615,0.019990950248515254,0.014762054866021994,0.00940549954294645,0.004805932778333976,0.0005653883673283351,0.9999999999772359,0.0011971915467926311,0.0007824580260668827,0.000662392849578069,0.00030789086315528104,4.123877985163306,-0.6263017869697278,3.773733097230257,4.061621148260753,3.9319668816316895,4.237736384486539,2.542405750696548,3.827745565525886,3.9080797807281584,3.964325509011772
0.049826352986306374,0.0005654108523262141,0.9999999999396826,0.25010803385602143,0.19204228961413947,0.07424055170983994,0.07050105341058863,0.000565383320222129,0.9999999999299972,0.01560731681022233,0.005754206370571756,0.010957516491296346,0.00472077891306108,0.0005653819767408216,0.9999999999278134,0.0016570591350367077,0.0015177214460732563,0.00025597649030638435,0.00030518398797675487,4.357066715560084,2.1489597378189322,4.002256962378932,3.235525538690793,5.060663268192613,1.9227099322097763,2.7602865815710698,5.4197657253094125,3.9005479897942252,3.9512737434868814
0.062302210964140924,0.0005653995683085424,0.9999999998391826,0.22765972028360174,0.1572833038571397,0.0884741258851859,0.06868079033415622,0.0005653746830572935,0.999999999827505,0.018193720666890487,0.012136794135099018,0.00975005902491415,0.004664889153814197,0.0005653737739701112,0.9999999998231806,0.0012041466668614004,0.0008693810319326778,0.0005724342579994137,0.00030025059021450515,4.774728485955938,1.4331692780696386,3.6453665453115898,3.9173575780201912,3.6959062346653817,3.8032549626434324,3.181772745260063,4.0902290331396145,3.879991935478974,3.95760381343702
0.07479107132937154,0.000565386098923151,0.9999999996772249,0.20636077503665226,0.11973842040523389,0.09975327909039373,0.06667305076382968,0.0005653641912706132,0.9999999996389017,0.022416222290410088,0.019202623131590196,0.006802464304358931,0.004624693683492162,0.000565363769696288,0.9999999996323243,0.0012539049580842635,0.000980270067758664,0.0005079391477436726,0.00029394450923958516,5.699504087294816,2.5426246381101363,3.2025536974489586,4.160043261627009,2.640510837713683,4.291980318916611,3.8742348802677684,3.7433299066738086,3.84967402510701,3.9757420775908856
0.08729559000082114,0.0005653705435380567,0.9999999993686212,0.19346837044711032,0.09396925620312478,0.1055897367757964,0.06485938887594732,0.0005653518678926725,0.9999999993250399,0.023834306662984202,0.021489610694383657,0.004526972628017041,0.004568405145626697,0.0005653519684516527,0.9999999993172463,0.0013268833448735735,0.0011253360081585828,0.00039207359563621434,0.00028759432371418183,7.536972365555131,2.4833356647654945,3.020986160531197,4.166926213704482,2.1285494822130646,4.2552116095499875,4.543779219199256,3.52935019214557,3.8275529245366853,3.9895834942005983
0.09981840603101613,0.00056535290129054,0.9999999989134776,0.1906797999597066,0.09060867212391328,0.10688515297515765,0.0632557923350356,0.0005653377390463482,0.9999999988397502,0.022206176778322272,0.019448377952897767,0.005663574430159286,0.004473421919447611,0.0005653383582735893,0.9999999988327039,0.001115476973331921,0.0008181478100797296,0.0004983917074037053,0.0002805519983319468,4.613870555010884,3.3872492460260024,3.1021190854065703,4.315228388877173,2.2199993011342256,4.5711445151857495,4.238204794138062,3.506360894045469,3.8217468530415117,3.9950387412665913
0.11236215034785775,0.000565333257106116,0.9999999981878626,0.19476531761661794,0.10410220522803637,0.10451394452540608,0.061993131582838513,0.0005653218319852814,0.999999998130021,0.019289097366893073,0.01526373801055431,0.007779977485949943,0.004338078718788771,0.00056532291160511,0.9999999981258617,0.001184331593527572,0.0009566470514164372,0.000419788463023532,0.00027265499008527483,3.40361413935106,3.797678833092077,3.335879256529342,4.025640660351833,2.769820410886617,3.9959777536640777,3.7477856528091062,4.212031557341654,3.8369802460507816,3.991907767625214
0.12492945730735397,0.0005653116136227085,0.9999999971925486,0.20529366897130175,0.12923484958451006,0.09822391499755177,0.06109094081745629,0.0005653041703665531,0.9999999971359147,0.017298228286880424,0.012130034641719021,0.008854313907552988,0.004178256636328168,0.0005653055927374393,0.9999999971360115,0.001107427623140626,0.0008648611442384157,0.00042702299290597407,0.0002645601093208284,2.38763618653467,9.192273017296422,3.568992949688472,3.9653399637871662,3.413339585207126,3.809971337570617,3.471621899853633,4.373994863019207,3.8699854452298466,3.981233656250034
0.13752297000886643,0.0005652880631834823,0.9999999957714891,0.21544888776251742,0.15061860451249104,0.09067985267192112,0.06037368300492672,0.0005652847679854746,0.9999999957902155,0.017256476519277263,0.012435086111759629,0.008613074924159313,0.004016506040672129,0.0005652863719544348,0.9999999957943799,0.001027592912299514,0.0007590368464718591,0.0004467128270477643,0.0002559108070061371,1.038718935785191,2.1688733341807,3.6421358249053943,4.069797170972821,3.5984115804648527,4.034102766762501,3.3961817608520857,4.2691087948288695,3.909906861869812,3.9722280680912703
0.15014533600572683,0.0005652626123935747,0.9999999939270152,0.22528271722028642,0.16967855404164464,0.08153817119922672,0.059846601958886046,0.0005652636226802693,0.9999999940178683,0.018315509242016356,0.014649716509686767,0.007482341905527,0.003868981833210282,0.0005652652286339032,0.9999999940239557,0.0010795842088059237,0.0008702936602662249,0.00037979648472319166,0.00024663902878856826,-0.6686654882799857,3.8996488893336254,3.6205989208643623,4.084518129378601,3.533859579666668,4.073226649889921,3.445913802875248,4.300191433797917,3.951243474709198,3.9714809359689993
0.16279919752725883,0.0005652353698586931,0.9999999914754958,0.2319045300112209,0.1824450174534641,0.0736968810012242,0.059188308604324426,0.0005652407128652636,0.9999999917352888,0.019128933098432336,0.01625496290844579,0.0063543262189984006,0.0037362766360208056,0.0005652421508898741,0.9999999917392087,0.0009602335124673923,0.0007010567406416643,0.0004275384651769622,0.0002372142391259434,1.893563424855757,6.050373932494971,3.5997026859587975,4.316227313083986,3.4885095825553067,4.5352052390293975,3.535792500605713,3.893613028491436,3.985639048107056,3.9773387595124046
0.17548718206414626,0.0005652063461537906,0.9999999884220802,0.23561292581749915,0.19023216038892643,0.06758300583297677,0.05839541931186313,0.0005652159969267121,0.9999999888496566,0.018949487234585016,0.01622936414495127,0.006145075564877688,0.003605233105412735,0.0005652171278092674,0.999999988845744,0.0009420252412382436,0.0006946292507687117,0.0004155522716010997,0.0002277257534366138,3.093195381074927,6.771934097886354,3.636187972858786,4.3302492830913115,3.551082784537602,4.546219503249022,3.459157861094162,3.886328883630429,4.017690756132678,3.984723183798367
0.18821189578303357,0.0005651756584216112,0.9999999845559736,0.236356495644976,0.19321606314914844,0.06509596733696818,0.05722388482370682,0.0005651894161889902,0.9999999852582826,0.01781988134775674,0.014741737575239939,0.006776038776978001,0.0034613147814362712,0.0005651901452454592,0.9999999852398874,0.000972983326340011,0.0007684548154255769,0.0003729180155148587,0.00021813085981717552,4.238071994352325,5.25470665078423,3.729404878035195,4.194928838317837,3.7122365518286045,4.2618023384197325,3.2640541360516524,4.183511730841911,4.047225387667389,3.988054356921087
0.20097591951961521,0.0005651433212303068,0.9999999798869702,0.23420263013489084,0.1916824903624798,0.06658958511866771,0.055654509761181206,0.0005651609008449333,0.99999998084809,0.016475846622200793,0.012890367781876936,0.007404726152439201,0.0033020131584171513,0.0005651611827663932,0.9999999808082575,0.0008537766302724247,0.0005902807114618068,0.00042116070283893653,0.0002088578906362515,5.962466334068984,4.592695450836617,3.8293327715547925,4.270350117327426,3.894353225340435,4.448748416586306,3.1687782648810554,4.136003647101854,4.075080821390795,3.982752314797377
0.21378180687885384,0.0005651094376400864,0.9999999741722226,0.2297639221325046,0.18680747469507258,0.07068246386824306,0.05366294553103859,0.0005651303769965018,0.9999999754952243,0.015814018932197058,0.012125350119173593,0.007503539056988268,0.0031408311428754673,0.0005651302168420018,0.9999999754272896,0.0008769809509398727,0.0006542216402311115,0.0003883791731347895,0.00019994644507965773,7.030608955102414,4.283520981297659,3.860876319640388,4.172514740728109,3.9454538717127168,4.212103114029352,3.235709219801144,4.272033462398753,4.094707957422195,3.973460846723424
0.22663208410618377,0.0005650740266566474,0.9999999674289825,0.22294471493931334,0.1783788020921443,0.07691949051075098,0.05120649360625034,0.0005650977743871929,0.9999999690647537,0.0159942576828444,0.012735517719290927,0.00706990124074948,0.0029974686592954282,0.0005650972230810899,0.9999999689626842,0.0008608241260434447,0.0006472040766509346,0.00037923963954054755,0.00019133977756479782,5.428792266278257,4.00234625770175,3.801060058451038,4.215691713756076,3.8080146668607875,4.298493103316686,3.4435872394531226,4.220508389116382,4.094510198696154,3.969535937913244
0.23952925075183756,0.0005650371458377047,0.9999999593718732,0.21455505213403375,0.1679447958553082,0.0827039010099487,0.048506466406967146,0.0005650630320617588,0.9999999614103894,0.01634044809357244,0.013558056225922347,0.006477924804981219,0.0028808949602032222,0.0005650621751831011,0.9999999612687595,0.0007825579629386746,0.000530182848623201,0.0004043239675695433,0.00018343613322834354,4.916949809414926,3.8473212940617625,3.7148284214336202,4.384106121554703,3.6307648271829636,4.67651654873546,3.674351753903428,4.001948090065126,4.073588121368617,3.973167305669493
0.2524757794022005,0.000564998819957497,0.9999999500299752,0.20443316538444994,0.15513918138633045,0.08812595717285265,0.045521760829687986,0.0005650261018739893,0.9999999523741628,0.016218181563567385,0.013619808424072318,0.006188593084760673,0.0027816502484265047,0.0005650250444193715,0.9999999521877723,0.0008146363226117946,0.000605453301486036,0.0003717457141228401,0.0001764128827407734,4.689277339527303,3.65268726900956,3.6559452910627024,4.3153121166669575,3.509784778506685,4.491546910971993,3.831883652773625,4.057223449737156,4.0325434249579555,3.978913209403654
0.2654741128525735,0.0005649590290104413,0.9999999390598433,0.1944107390765254,0.14255822397094595,0.09193672820314651,0.04263709543000794,0.0005649869493330921,0.9999999417859969,0.015567825326439104,0.0128553688428758,0.006310334096752453,0.0026826416396310395,0.0005649857978170483,0.9999999415493098,0.0007702012330985693,0.0005436224772645896,0.00038259551471797793,0.00017026773535011404,4.599709196418623,3.525813798954397,3.6424685811778876,4.337188184918046,3.4711083592916783,4.563622085236607,3.864853030238439,4.043824524081412,3.9903829102896164,3.9777773607026905
