cycle,time_hex,rk_stage,checkpoint,tree_checksum,active_fine_min,active_min_gid,active_min_i,active_min_j,active_min_rho,active_min_z,active_nonpositive,active_nonfinite,consumed_coarse_min,coarse_min_gid,coarse_min_i,coarse_min_j,coarse_min_rho,coarse_min_z,coarse_nonpositive,coarse_nonfinite,consumed_coarse_cells
2840,0x1.2fb0c4889121ap+3,1,S0_AFTER_EXP_RK_UPDATE,2fc5e59309ccc39c,0.35996575832671629,21,15,35,2.359375,-0.015625,0,0,0.36451941618696654,21,5,19,2.09375,-0.03125,0,0,7056
2840,0x1.2fb0c4889121ap+3,1,S1_AFTER_RESTRICT_U,2fc5e59309ccc39c,0.35996575832671629,21,15,35,2.359375,-0.015625,0,0,0.36448712564440805,21,5,19,2.09375,-0.03125,0,0,7056
2840,0x1.2fb0c4889121ap+3,1,S2_AFTER_RECV_U,2fc5e59309ccc39c,0.35996575832671629,21,15,35,2.359375,-0.015625,0,0,0.36448712564440805,21,5,19,2.09375,-0.03125,0,0,7056
2840,0x1.2fb0c4889121ap+3,1,S3_AFTER_PHYSICAL_AXIS_BC,2fc5e59309ccc39c,0.35996575832671629,21,15,35,2.359375,-0.015625,0,0,0.36448712564440805,21,5,19,2.09375,-0.03125,0,0,7056
2840,0x1.2fb0c4889121ap+3,1,S4_BEFORE_PARENT_STENCIL_GATE,2fc5e59309ccc39c,0.35996575832671629,21,15,35,2.359375,-0.015625,0,0,0.36448712564440805,21,5,19,2.09375,-0.03125,0,0,7056
2840,0x1.2fb0c4889121ap+3,2,S0_AFTER_EXP_RK_UPDATE,2fc5e59309ccc39c,0.3599714658595608,21,15,35,2.359375,-0.015625,0,0,0.36448712564440805,21,5,19,2.09375,-0.03125,0,0,7056
2840,0x1.2fb0c4889121ap+3,2,S1_AFTER_RESTRICT_U,2fc5e59309ccc39c,0.3599714658595608,21,15,35,2.359375,-0.015625,0,0,0.36448712564440805,44,5,3,2.09375,-0.03125,0,0,7056
2840,0x1.2fb0c4889121ap+3,2,S2_AFTER_RECV_U,2fc5e59309ccc39c,0.3599714658595608,21,15,35,2.359375,-0.015625,0,0,0.36450774699350147,21,5,19,2.09375,-0.03125,0,0,7056
2840,0x1.2fb0c4889121ap+3,2,S3_AFTER_PHYSICAL_AXIS_BC,2fc5e59309ccc39c,0.3599714658595608,21,15,35,2.359375,-0.015625,0,0,0.36450774699350147,21,5,19,2.09375,-0.03125,0,0,7056
2840,0x1.2fb0c4889121ap+3,2,S4_BEFORE_PARENT_STENCIL_GATE,2fc5e59309ccc39c,0.3599714658595608,21,15,35,2.359375,-0.015625,0,0,0.36450774699350147,21,5,19,2.09375,-0.03125,0,0,7056
2840,0x1.2fb0c4889121ap+3,3,S0_AFTER_EXP_RK_UPDATE,2fc5e59309ccc39c,0.35996723065206621,21,15,35,2.359375,-0.015625,0,0,0.36450774699350147,21,5,19,2.09375,-0.03125,0,0,7056
2840,0x1.2fb0c4889121ap+3,3,S1_AFTER_RESTRICT_U,2fc5e59309ccc39c,0.35996723065206621,21,15,35,2.359375,-0.015625,0,0,0.36449236672802043,21,5,19,2.09375,-0.03125,0,0,7056
2840,0x1.2fb0c4889121ap+3,3,S2_AFTER_RECV_U,2fc5e59309ccc39c,0.35996723065206621,21,15,35,2.359375,-0.015625,0,0,0.36449236672802043,21,5,19,2.09375,-0.03125,0,0,7056
2840,0x1.2fb0c4889121ap+3,3,S3_AFTER_PHYSICAL_AXIS_BC,2fc5e59309ccc39c,0.35996723065206621,21,15,35,2.359375,-0.015625,0,0,0.36449236672802043,21,5,19,2.09375,-0.03125,0,0,7056
2840,0x1.2fb0c4889121ap+3,3,S4_BEFORE_PARENT_STENCIL_GATE,2fc5e59309ccc39c,0.35996723065206621,21,15,35,2.359375,-0.015625,0,0,0.36449236672802043,21,5,19,2.09375,-0.03125,0,0,7056
2840,0x1.2fb0c4889121ap+3,4,S0_AFTER_EXP_RK_UPDATE,2fc5e59309ccc39c,0.35996724670946623,21,15,35,2.359375,-0.015625,0,0,0.36449236672802043,21,5,19,2.09375,-0.03125,0,0,7056
2840,0x1.2fb0c4889121ap+3,4,S1_AFTER_RESTRICT_U,2fc5e59309ccc39c,0.35996724670946623,21,15,35,2.359375,-0.015625,0,0,0.36449236672802043,44,5,3,2.09375,-0.03125,0,0,7056
2840,0x1.2fb0c4889121ap+3,4,S2_AFTER_RECV_U,2fc5e59309ccc39c,0.35996724670946623,21,15,35,2.359375,-0.015625,0,0,0.3644923669507602,21,5,19,2.09375,-0.03125,0,0,7056
2840,0x1.2fb0c4889121ap+3,4,S3_AFTER_PHYSICAL_AXIS_BC,2fc5e59309ccc39c,0.35996724670946623,21,15,35,2.359375,-0.015625,0,0,0.3644923669507602,21,5,19,2.09375,-0.03125,0,0,7056
2840,0x1.2fb0c4889121ap+3,4,S4_BEFORE_PARENT_STENCIL_GATE,2fc5e59309ccc39c,0.35996724670946623,21,15,35,2.359375,-0.015625,0,0,0.3644923669507602,21,5,19,2.09375,-0.03125,0,0,7056
2841,0x1.2fc0b315dacf1p+3,1,S0_AFTER_EXP_RK_UPDATE,2fc5e59309ccc39c,0.35995842993728927,21,15,35,2.359375,-0.015625,0,0,0.3644923669507602,21,5,19,2.09375,-0.03125,0,0,7056
2841,0x1.2fc0b315dacf1p+3,1,S1_AFTER_RESTRICT_U,2fc5e59309ccc39c,0.35995842993728927,21,15,35,2.359375,-0.015625,0,0,0.36446011235132542,21,5,19,2.09375,-0.03125,0,0,7056
2841,0x1.2fc0b315dacf1p+3,1,S2_AFTER_RECV_U,2fc5e59309ccc39c,0.35995842993728927,21,15,35,2.359375,-0.015625,0,0,0.36446011235132542,21,5,19,2.09375,-0.03125,0,0,7056
2841,0x1.2fc0b315dacf1p+3,1,S3_AFTER_PHYSICAL_AXIS_BC,2fc5e59309ccc39c,0.35995842993728927,21,15,35,2.359375,-0.015625,0,0,0.36446011235132542,21,5,19,2.09375,-0.03125,0,0,7056
2841,0x1.2fc0b315dacf1p+3,1,S4_BEFORE_PARENT_STENCIL_GATE,2fc5e59309ccc39c,0.35995842993728927,21,15,35,2.359375,-0.015625,0,0,0.36446011235132542,21,5,19,2.09375,-0.03125,0,0,7056
2841,0x1.2fc0b315dacf1p+3,2,S0_AFTER_EXP_RK_UPDATE,2fc5e59309ccc39c,0.35996407000497571,21,15,35,2.359375,-0.015625,0,0,0.36446011235132542,21,5,19,2.09375,-0.03125,0,0,7056
2841,0x1.2fc0b315dacf1p+3,2,S1_AFTER_RESTRICT_U,2fc5e59309ccc39c,0.35996407000497571,21,15,35,2.359375,-0.015625,0,0,0.36446011235132542,44,5,3,2.09375,-0.03125,0,0,7056
2841,0x1.2fc0b315dacf1p+3,2,S2_AFTER_RECV_U,2fc5e59309ccc39c,0.35996407000497571,21,15,35,2.359375,-0.015625,0,0,0.36448071076585398,21,5,19,2.09375,-0.03125,0,0,7056
2841,0x1.2fc0b315dacf1p+3,2,S3_AFTER_PHYSICAL_AXIS_BC,2fc5e59309ccc39c,0.35996407000497571,21,15,35,2.359375,-0.015625,0,0,0.36448071076585398,21,5,19,2.09375,-0.03125,0,0,7056
2841,0x1.2fc0b315dacf1p+3,2,S4_BEFORE_PARENT_STENCIL_GATE,2fc5e59309ccc39c,0.35996407000497571,21,15,35,2.359375,-0.015625,0,0,0.36448071076585398,21,5,19,2.09375,-0.03125,0,0,7056
2841,0x1.2fc0b315dacf1p+3,3,S0_AFTER_EXP_RK_UPDATE,2fc5e59309ccc39c,0.35995988513214416,21,15,35,2.359375,-0.015625,0,0,0.36448071076585398,21,5,19,2.09375,-0.03125,0,0,7056
2841,0x1.2fc0b315dacf1p+3,3,S1_AFTER_RESTRICT_U,2fc5e59309ccc39c,0.35995988513214416,21,15,35,2.359375,-0.015625,0,0,0.36446534765017236,21,5,19,2.09375,-0.03125,0,0,7056
2841,0x1.2fc0b315dacf1p+3,3,S2_AFTER_RECV_U,2fc5e59309ccc39c,0.35995988513214416,21,15,35,2.359375,-0.015625,0,0,0.36446534765017236,21,5,19,2.09375,-0.03125,0,0,7056
2841,0x1.2fc0b315dacf1p+3,3,S3_AFTER_PHYSICAL_AXIS_BC,2fc5e59309ccc39c,0.35995988513214416,21,15,35,2.359375,-0.015625,0,0,0.36446534765017236,21,5,19,2.09375,-0.03125,0,0,7056
