target	metric	coarse	medium	fine	order_cm	order_mf	resolution_reversed
0.5	GH_L2	2.016614074584889e-05	1.4844653746998998e-05	1.1103415496689255e-05	0.7555895878437795	1.009402558605854	False
0.5	reduction_L2	1.0914707231106497e-06	8.75910291335646e-07	9.6454551157593e-07	0.5426303523275994	-0.3350689828309341	True
0.5	curl_L2	1.2277974050346787e-05	3.7876557245409352e-06	1.5720857077493924e-06	2.9005199722402675	3.0566523102970047	False
0.5	Psi_error_L2	0.00129893491699708	0.0009791762752258653	0.0007296988459067924	0.696948330800792	1.02223878970187	False
0.5	all_H_L2	1.2199736250877549	1.0389068277448947	0.8067168660643762	0.396236823723841	0.8792746478255655	False
0.5	all_M_L2	0.0014328744123919838	0.0005597303485857851	0.00023573865698772278	2.3182824321238993	3.005857592143131	False
0.5	lt1_H_L2	1.771869661299905	1.2397802562585112	0.8848350070238424	0.8807197870970079	1.1724339735180325	False
0.5	lt1_M_L2	0.002080291161959233	0.000666930785156024	0.0002572602554690116	2.8056097841992593	3.3112874304035964	False
0.5	lt2_H_L2	1.7228452823767173	1.2263060334823428	0.880191243391324	0.8384709938902307	1.1527395367503663	False
0.5	lt2_M_L2	0.0020227333584128325	0.0006596824264009509	0.00025591011036592607	2.7633610240165978	3.2915929991555615	False
0.5	r2to4_H_L2	1.0408510938903475e-06	2.1744828795721868e-07	7.834767951636818e-08	3.861819229122046	3.548377921405353	False
0.5	r2to4_M_L2	1.0159879041214322e-07	1.9695919102998747e-08	6.146986983764644e-09	4.046267199619616	4.047695470907164	False
1.0	GH_L2	6.985644040500476e-05	3.3303272619610076e-05	2.215094953983154e-05	1.8270045954153828	1.417451220924891	False
1.0	reduction_L2	9.586219085030228e-06	6.879759124348433e-06	7.468693997386238e-06	0.8181786994563266	-0.2855113973883228	True
1.0	curl_L2	0.00013258145547542102	3.981859366079256e-05	1.5822414952032986e-05	2.9666257593739207	3.2080774801632193	False
1.0	Psi_error_L2	0.00563248942043005	0.004213550113338441	0.0031630194699733545	0.7158346292510563	0.9968589540143198	False
1.0	all_H_L2	1.2195364220668163	1.0388018636927605	0.806688670789863	0.3956020050220883	0.8790449254097114	False
1.0	all_M_L2	0.0028846052049890996	0.0011223148090032547	0.0004740981948184109	2.3281773980405074	2.995439220504252	False
1.0	lt1_H_L2	1.7712637469169383	1.2396843605803263	0.8848100628072602	0.8800670309246915	1.172263087949111	False
1.0	lt1_M_L2	0.004189214922051526	0.001338832031993241	0.0005193616853702222	2.8133511568831677	3.2916627632294295	False
1.0	lt2_H_L2	1.7221680799363617	1.226184881220243	0.8801571133168238	0.8377450373863673	1.1525308937316057	False
1.0	lt2_M_L2	0.004073098843832422	0.0013242528918733906	0.0005166305191079908	2.7710291927654946	3.271930573919287	False
1.0	r2to4_H_L2	2.4299520351149735e-06	9.000281963417456e-07	4.962244133100395e-07	2.449534338567188	2.06963825182521	False
1.0	r2to4_M_L2	2.230941386039738e-07	4.283604125755502e-08	1.363466516659022e-08	4.069928489279066	3.9792690759039053	False
2.0	GH_L2	0.0005080868744237886	0.00014663944058204402	6.556498139433701e-05	3.064815275434301	2.7980021436445353	False
2.0	reduction_L2	0.00011871180021021026	5.261245583084563e-05	4.9614902381267714e-05	2.0069441189212345	0.2039114020503535	False
2.0	curl_L2	0.0014597375063487357	0.00037587352519638615	0.00014247444078661185	3.3461798896826487	3.3720908941549173	False
2.0	Psi_error_L2	0.028023681387521603	0.021038908443288516	0.01582317064590679	0.7070310228278166	0.9903228994092987	False
2.0	all_H_L2	1.2176964360186175	1.0383601551012498	0.8065896397922189	0.3929270576697756	0.8779933124190641	False
2.0	all_M_L2	0.006045622103953655	0.0023913965314406203	0.0010373987163105577	2.287390096717156	2.903069925178336	False
2.0	lt1_H_L2	1.7685551465784413	1.2392318477241198	0.8846879553296717	0.8771931165722024	1.1714737597128182	False
2.0	lt1_M_L2	0.008778789586111294	0.0028519561951946427	0.0011353582895607393	2.772947344180016	3.201648474355592	False
2.0	lt2_H_L2	1.7192218123657115	1.225639875269862	0.8800007814204568	0.8346185460292884	1.1516030021925991	False
2.0	lt2_M_L2	0.008533909115791457	0.002820675791145291	0.0011293430396631548	2.7303731305582013	3.1817777446528708	False
2.0	r2to4_H_L2	7.835546003261761e-05	9.693172917877351e-05	0.0001162686672780142	-0.5247091536590035	-0.6322837601833845	True
2.0	r2to4_M_L2	6.3296040383166836e-06	5.878089934860325e-06	5.500473631558801e-06	0.18252079254912223	0.23080223318266424	False
2.2	GH_L2	0.0006756862348432872	0.0001968414162421681	8.974080568266543e-05	3.0417670549867877	2.7303502984884678	False
2.2	reduction_L2	0.0001748723986401728	7.010398975310492e-05	6.286487661451657e-05	2.2543908994161583	0.37886302514408654	False
2.2	curl_L2	0.0020525978069771446	0.0005200912172390565	0.00019460358207548667	3.385882660151444	3.4171042659068336	False
2.2	Psi_error_L2	0.0356185133334607	0.02679757026699267	0.020176257938296704	0.701797300740376	0.9865218772787119	False
2.2	all_H_L2	1.217177270120273	1.0382368632588437	0.80656995717527	0.39216818193076713	0.8776653755658629	False
2.2	all_M_L2	0.006783162263211427	0.0026866058219373176	0.0011763547902235692	2.284203411161183	2.8707319760684338	False
2.2	lt1_H_L2	1.7677558713151855	1.239094324851821	0.884649951674695	0.8763519626403967	1.1712373098231748	False
2.2	lt1_M_L2	0.009848966339278252	0.0032033864414981786	0.001286653995060026	2.770048455056272	3.1707344815518526	False
2.2	lt2_H_L2	1.7183700942306275	1.225479470336035	0.8799541174050914	0.8337192113027829	1.1513323758157792	False
2.2	lt2_M_L2	0.009573819514864256	0.0031681885299084897	0.0012798242839493546	2.727416574699006	3.1508296113703995	False
2.2	r2to4_H_L2	0.0001960017856990737	0.0003070652159758867	0.0004332074869689631	-1.1072133607553458	-1.1963089672806724	True
2.2	r2to4_M_L2	1.1330842106573548e-05	1.1877086159119496e-05	1.1800645693310657e-05	-0.1161200124197478	0.022444086442899646	True
3.0	GH_L2	0.0020935492997864956	0.0005965005100894767	0.0002600910317331244	3.0965328763886113	2.8852976405979462	False
3.0	reduction_L2	0.0007187703242593673	0.00020943123670465202	0.00013787201001564628	3.0413132586549225	1.453235041815187	False
3.0	curl_L2	0.007702696172220349	0.0018932266215915406	0.0006201493944658472	3.460933656445726	3.879551625453502	False
3.0	Psi_error_L2	0.0866379279788122	0.06507112805038576	0.04882746882566733	0.7059959835720366	0.9982822585734663	False
3.0	all_H_L2	1.2147203517115739	1.0381740398671933	0.8076545913642554	0.38733406353731453	0.8727837463386942	False
3.0	all_M_L2	0.010852370307019861	0.00415270542597153	0.0019111257539194267	2.369189029289121	2.6976570236436586	False
3.0	lt1_H_L2	1.763544316589896	1.2383865720100584	0.8844547754879793	0.8718782761718765	1.1700182588049657	False
3.0	lt1_M_L2	0.01575137279236018	0.004948224966706017	0.0020867796411676597	2.855729334169616	3.0012536972320305	False
3.0	lt2_H_L2	1.7139630285665142	1.2246724347077624	0.8797208174153021	0.8290105238559491	1.1499641947211083	False
3.0	lt2_M_L2	0.01530858812317435	0.00489343004279718	0.0020756108745807944	2.8128696292615265	2.9812006802632336	False
3.0	r2to4_H_L2	0.002323456672929516	0.0045709376734415766	0.0068678656043684805	-1.6688546769450157	-1.4152255194444003	True
3.0	r2to4_M_L2	2.645199365778911e-05	2.576474006586615e-05	2.2194696775521478e-05	0.06492454331151064	0.5184664982776126	False
4.0	GH_L2	0.014088464915000728	0.00306405619037926	0.0010000363233116003	3.7626339488044227	3.8921551781526684	False
4.0	reduction_L2	0.0031740616149740883	0.0008455093154519676	0.0003876661758223487	3.2624955905900834	2.7106123840702536	False
4.0	curl_L2	0.04856257927691091	0.014093099168983027	0.004737965836029219	3.051231730965697	3.7891737659203444	False
4.0	Psi_error_L2	0.23324314801147447	0.17465445734539212	0.1314177461327671	0.7134324627182432	0.9886898369336612	False
4.0	all_H_L2	1.2156308606327506	1.0468565353313284	0.8262569468265015	0.36864151298553594	0.8225795099472044	False
4.0	all_M_L2	0.032038537346685325	0.009456707251149827	0.0035995343752655545	3.009421018318437	3.357594537070625	False
4.0	lt1_H_L2	1.7594283902031005	1.237788638193313	0.8842542970675882	0.8673065566528998	1.1691275015099922	False
4.0	lt1_M_L2	0.046488740180145975	0.01127815712746808	0.0039345656617998815	3.4931298668773443	3.6605247971899195	False
4.0	lt2_H_L2	1.7096655276204682	1.2239591086846184	0.8794743615205758	0.8242558267583705	1.148912892646073	False
4.0	lt2_M_L2	0.04517412285030335	0.011152185241189815	0.003913306837716481	3.4500846735008786	3.640312725873919	False
4.0	r2to4_H_L2	0.007361457746445802	0.01349526182888496	0.01899821002643267	-1.4947788590814426	-1.1888336123232532	True
4.0	r2to4_M_L2	8.304757784916855e-05	7.398854412048663e-05	6.485555692059889e-05	0.2848664319469106	0.45796276074344655	False
