57184215|cartoon-brill-localize-55f914-v3|FAILED|1:0|637|1||32|billing=32,cpu=32,energy=213506,gres/gpu:a100=1,gres/gpu=1,mem=57472M,node=1|nid001069
57184215.extern|extern|COMPLETED|0:0|637|1|1|32|billing=32,cpu=32,gres/gpu:a100=1,gres/gpu=1,mem=57472M,node=1|nid001069
57184215.0|athena_z4c_coarse_cache_ownership_unit_test|COMPLETED|0:0|11|1|2|32|cpu=32,gres/gpu:a100=1,gres/gpu=1,mem=57472M,node=1|nid001069
57184215.1|python3|FAILED|1:0|4|1|1|16|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=57472M,node=1|nid001069
