case	target	time	xi	xi_dot	xi_ddot	e_G	e_alpha	Delta_q_kind	Delta_q	GH_RMS	reduction_RMS	curl_RMS	condition	rel_lapse_min	rel_lapse_max	v2_max
frozen_gate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	direct_legacy_shell	-4.188747784066051e-17	0.0	0.0	0.0	1.0	1.0	1.0	0.0
frozen_gate	0.02	0.00413831104610264	0.0	0.0	0.0	3.198396459220613e-08	4.797592231785743e-08	direct_legacy_shell	-2.21730106473566e-08	1.3710387813157256e-11	4.849760807253165e-15	1.8238943093244885e-11	1.000000654546293	1.000000000001297	1.000000081818203	1.556769638435408e-20
