# Nx1 Nx2 Nx3 Ncycle region weighting sampled_volume cell_count C_rms H_rms M_rms Z_rms H_linf M_linf
0256 0512 0001 03994 box coordinate 3.2768000000000000e+04 868352 3.8517616071509941e-06 9.5363211113840675e-07 5.4166116059008526e-07 1.8414818256305047e-06 7.4622612824745693e-05 3.4699992779714964e-05
0256 0512 0001 03994 box proper 3.6551381867521421e+04 868352 3.9530930061395484e-06 1.3177640085619217e-06 7.4329811719068172e-07 1.8146787341453421e-06 7.4622612824745693e-05 3.4699992779714964e-05
0256 0512 0001 03994 r<=1 coordinate 1.5761718750000000e+00 1614 2.2217069740148339e-05 1.9383760523053371e-05 8.6814235024123419e-06 1.3045450313364715e-06 4.8626116333432001e-05 2.0801438769084826e-05
0256 0512 0001 03994 r<=1 proper 4.8294975556499464e+00 1614 2.2332559158345974e-05 1.9495070502435659e-05 8.7244229815560628e-06 1.3141374826957669e-06 4.8626116333432001e-05 2.0801438769084826e-05
