# mode	tau_M	R_G_M	h_M	measure	maximum	radius_M	radius_over_h
dynamic	8.00000000000000000e+00	3.00000000000000000e+00	7.81250000000000000e-03	source-q	0.00000000000000000e+00	4.73607642694614875e-02	6.06217782649107040e+00
dynamic	8.00000000000000000e+00	3.00000000000000000e+00	7.81250000000000000e-03	source-delta	0.00000000000000000e+00	4.73607642694614875e-02	6.06217782649107040e+00
dynamic	8.00000000000000000e+00	3.00000000000000000e+00	7.81250000000000000e-03	source-curvature	8.23282817694356872e+00	6.76582346706592654e-03	8.66025403784438597e-01
dynamic	8.00000000000000000e+00	3.00000000000000000e+00	7.81250000000000000e-03	source-qq	0.00000000000000000e+00	4.73607642694614875e-02	6.06217782649107040e+00
dynamic	8.00000000000000000e+00	3.00000000000000000e+00	7.81250000000000000e-03	source-delta-product	0.00000000000000000e+00	4.73607642694614875e-02	6.06217782649107040e+00
dynamic	8.00000000000000000e+00	3.00000000000000000e+00	7.81250000000000000e-03	source-damping	0.00000000000000000e+00	4.73607642694614875e-02	6.06217782649107040e+00
dynamic	8.00000000000000000e+00	3.00000000000000000e+00	7.81250000000000000e-03	source-frame-correction	0.00000000000000000e+00	4.73607642694614875e-02	6.06217782649107040e+00
dynamic	8.00000000000000000e+00	3.00000000000000000e+00	7.81250000000000000e-03	source-total	8.23282817694356872e+00	6.76582346706592654e-03	8.66025403784438597e-01
static	8.00000000000000000e+00	3.00000000000000000e+00	6.25000000000000000e-02	qdot-W-logrho	0.00000000000000000e+00	3.78886114155691900e-01	6.06217782649107040e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	6.25000000000000000e-02	qdot2-W2-logrho2	0.00000000000000000e+00	3.78886114155691900e-01	6.06217782649107040e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	6.25000000000000000e-02	dt-frame	0.00000000000000000e+00	3.78886114155691900e-01	6.06217782649107040e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	6.25000000000000000e-02	dtt-frame	0.00000000000000000e+00	3.78886114155691900e-01	6.06217782649107040e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	6.25000000000000000e-02	spin	7.10984748462439753e-01	2.23169638391964076e-01	3.57071421427142521e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	6.25000000000000000e-02	spin-derivative	5.07064324864563543e-01	3.78886114155691900e-01	6.06217782649107040e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	6.25000000000000000e-02	reference-Ricci	2.35964606579697755e-01	3.10933574095818732e-01	4.97493718553309971e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	6.25000000000000000e-02	reference-Riemann	1.61319031448789341e-01	2.23169638391964076e-01	3.57071421427142521e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	6.25000000000000000e-02	source-q	0.00000000000000000e+00	3.78886114155691900e-01	6.06217782649107040e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	6.25000000000000000e-02	source-delta	0.00000000000000000e+00	3.78886114155691900e-01	6.06217782649107040e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	6.25000000000000000e-02	source-curvature	4.71929213159395511e-01	3.10933574095818732e-01	4.97493718553309971e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	6.25000000000000000e-02	source-qq	0.00000000000000000e+00	3.78886114155691900e-01	6.06217782649107040e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	6.25000000000000000e-02	source-delta-product	0.00000000000000000e+00	3.78886114155691900e-01	6.06217782649107040e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	6.25000000000000000e-02	source-damping	0.00000000000000000e+00	3.78886114155691900e-01	6.06217782649107040e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	6.25000000000000000e-02	source-frame-correction	0.00000000000000000e+00	3.78886114155691900e-01	6.06217782649107040e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	6.25000000000000000e-02	source-total	4.71929213159395511e-01	3.10933574095818732e-01	4.97493718553309971e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	4.16666666666666644e-02	qdot-W-logrho	0.00000000000000000e+00	2.52590742770461230e-01	6.06217782649106951e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	4.16666666666666644e-02	qdot2-W2-logrho2	0.00000000000000000e+00	2.52590742770461230e-01	6.06217782649106951e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	4.16666666666666644e-02	dt-frame	0.00000000000000000e+00	2.52590742770461230e-01	6.06217782649106951e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	4.16666666666666644e-02	dtt-frame	0.00000000000000000e+00	2.52590742770461230e-01	6.06217782649106951e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	4.16666666666666644e-02	spin	5.75053445300061750e-01	1.48779758927976014e-01	3.57071421427142432e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	4.16666666666666644e-02	spin-derivative	3.32852655792833851e-01	2.52590742770461230e-01	6.06217782649106951e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	4.16666666666666644e-02	reference-Ricci	1.57595041250556955e-01	2.07289049397212460e-01	4.97493718553309971e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	4.16666666666666644e-02	reference-Riemann	1.07289022974963288e-01	1.48779758927976014e-01	3.57071421427142432e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	4.16666666666666644e-02	source-q	0.00000000000000000e+00	2.52590742770461230e-01	6.06217782649106951e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	4.16666666666666644e-02	source-delta	0.00000000000000000e+00	2.52590742770461230e-01	6.06217782649106951e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	4.16666666666666644e-02	source-curvature	3.15190082501113911e-01	2.07289049397212460e-01	4.97493718553309971e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	4.16666666666666644e-02	source-qq	0.00000000000000000e+00	2.52590742770461230e-01	6.06217782649106951e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	4.16666666666666644e-02	source-delta-product	0.00000000000000000e+00	2.52590742770461230e-01	6.06217782649106951e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	4.16666666666666644e-02	source-damping	0.00000000000000000e+00	2.52590742770461230e-01	6.06217782649106951e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	4.16666666666666644e-02	source-frame-correction	0.00000000000000000e+00	2.52590742770461230e-01	6.06217782649106951e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	4.16666666666666644e-02	source-total	3.15190082501113911e-01	2.07289049397212460e-01	4.97493718553309971e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	3.12500000000000000e-02	qdot-W-logrho	0.00000000000000000e+00	1.89443057077845950e-01	6.06217782649107040e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	3.12500000000000000e-02	qdot2-W2-logrho2	0.00000000000000000e+00	1.89443057077845950e-01	6.06217782649107040e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	3.12500000000000000e-02	dt-frame	0.00000000000000000e+00	1.89443057077845950e-01	6.06217782649107040e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	3.12500000000000000e-02	dtt-frame	0.00000000000000000e+00	1.89443057077845950e-01	6.06217782649107040e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	3.12500000000000000e-02	spin	4.95687789448070237e-01	1.11584819195982038e-01	3.57071421427142521e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	3.12500000000000000e-02	spin-derivative	2.46144793931709960e-01	1.89443057077845950e-01	6.06217782649107040e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	3.12500000000000000e-02	reference-Ricci	1.17630907022995973e-01	1.55466787047909366e-01	4.97493718553309971e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	3.12500000000000000e-02	reference-Riemann	8.04206276436447709e-02	1.11584819195982038e-01	3.57071421427142521e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	3.12500000000000000e-02	source-q	0.00000000000000000e+00	1.89443057077845950e-01	6.06217782649107040e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	3.12500000000000000e-02	source-delta	0.00000000000000000e+00	1.89443057077845950e-01	6.06217782649107040e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	3.12500000000000000e-02	source-curvature	2.35261814045991946e-01	1.55466787047909366e-01	4.97493718553309971e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	3.12500000000000000e-02	source-qq	0.00000000000000000e+00	1.89443057077845950e-01	6.06217782649107040e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	3.12500000000000000e-02	source-delta-product	0.00000000000000000e+00	1.89443057077845950e-01	6.06217782649107040e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	3.12500000000000000e-02	source-damping	0.00000000000000000e+00	1.89443057077845950e-01	6.06217782649107040e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	3.12500000000000000e-02	source-frame-correction	0.00000000000000000e+00	1.89443057077845950e-01	6.06217782649107040e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	3.12500000000000000e-02	source-total	2.35261814045991946e-01	1.55466787047909366e-01	4.97493718553309971e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	2.08333333333333322e-02	qdot-W-logrho	0.00000000000000000e+00	1.26295371385230615e-01	6.06217782649106951e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	2.08333333333333322e-02	qdot2-W2-logrho2	0.00000000000000000e+00	1.26295371385230615e-01	6.06217782649106951e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	2.08333333333333322e-02	dt-frame	0.00000000000000000e+00	1.26295371385230615e-01	6.06217782649106951e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	2.08333333333333322e-02	dtt-frame	0.00000000000000000e+00	1.26295371385230615e-01	6.06217782649106951e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	2.08333333333333322e-02	spin	4.03014000766307112e-01	7.43898794639880068e-02	3.57071421427142432e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	2.08333333333333322e-02	spin-derivative	1.61515832049514807e-01	1.26295371385230615e-01	6.06217782649106951e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	2.08333333333333322e-02	reference-Ricci	7.78716639461697890e-02	1.03644524698606230e-01	4.97493718553309971e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	2.08333333333333322e-02	reference-Riemann	5.36003305969296462e-02	7.43898794639880068e-02	3.57071421427142432e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	2.08333333333333322e-02	source-q	0.00000000000000000e+00	1.26295371385230615e-01	6.06217782649106951e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	2.08333333333333322e-02	source-delta	0.00000000000000000e+00	1.26295371385230615e-01	6.06217782649106951e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	2.08333333333333322e-02	source-curvature	1.55743327892339578e-01	1.03644524698606230e-01	4.97493718553309971e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	2.08333333333333322e-02	source-qq	0.00000000000000000e+00	1.26295371385230615e-01	6.06217782649106951e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	2.08333333333333322e-02	source-delta-product	0.00000000000000000e+00	1.26295371385230615e-01	6.06217782649106951e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	2.08333333333333322e-02	source-damping	0.00000000000000000e+00	1.26295371385230615e-01	6.06217782649106951e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	2.08333333333333322e-02	source-frame-correction	0.00000000000000000e+00	1.26295371385230615e-01	6.06217782649106951e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	2.08333333333333322e-02	source-total	1.55743327892339578e-01	1.03644524698606230e-01	4.97493718553309971e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	1.56250000000000000e-02	qdot-W-logrho	0.00000000000000000e+00	9.47215285389229750e-02	6.06217782649107040e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	1.56250000000000000e-02	qdot2-W2-logrho2	0.00000000000000000e+00	9.47215285389229750e-02	6.06217782649107040e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	1.56250000000000000e-02	dt-frame	0.00000000000000000e+00	9.47215285389229750e-02	6.06217782649107040e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	1.56250000000000000e-02	dtt-frame	0.00000000000000000e+00	9.47215285389229750e-02	6.06217782649107040e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	1.56250000000000000e-02	spin	3.48383754320245265e-01	5.57924095979910190e-02	3.57071421427142521e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	1.56250000000000000e-02	spin-derivative	1.20202840955590168e-01	9.47215285389229750e-02	6.06217782649107040e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	1.56250000000000000e-02	reference-Ricci	5.81809482583005300e-02	7.77333935239546830e-02	4.97493718553309971e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	1.56250000000000000e-02	reference-Riemann	4.01990975746624735e-02	5.57924095979910190e-02	3.57071421427142521e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	1.56250000000000000e-02	source-q	0.00000000000000000e+00	9.47215285389229750e-02	6.06217782649107040e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	1.56250000000000000e-02	source-delta	0.00000000000000000e+00	9.47215285389229750e-02	6.06217782649107040e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	1.56250000000000000e-02	source-curvature	1.16361896516601060e-01	7.77333935239546830e-02	4.97493718553309971e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	1.56250000000000000e-02	source-qq	0.00000000000000000e+00	9.47215285389229750e-02	6.06217782649107040e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	1.56250000000000000e-02	source-delta-product	0.00000000000000000e+00	9.47215285389229750e-02	6.06217782649107040e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	1.56250000000000000e-02	source-damping	0.00000000000000000e+00	9.47215285389229750e-02	6.06217782649107040e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	1.56250000000000000e-02	source-frame-correction	0.00000000000000000e+00	9.47215285389229750e-02	6.06217782649107040e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	1.56250000000000000e-02	source-total	1.16361896516601060e-01	7.77333935239546830e-02	4.97493718553309971e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	7.81250000000000000e-03	qdot-W-logrho	0.00000000000000000e+00	4.73607642694614875e-02	6.06217782649107040e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	7.81250000000000000e-03	qdot2-W2-logrho2	0.00000000000000000e+00	4.73607642694614875e-02	6.06217782649107040e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	7.81250000000000000e-03	dt-frame	0.00000000000000000e+00	4.73607642694614875e-02	6.06217782649107040e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	7.81250000000000000e-03	dtt-frame	0.00000000000000000e+00	4.73607642694614875e-02	6.06217782649107040e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	7.81250000000000000e-03	spin	2.45815666047459441e-01	2.78962047989955095e-02	3.57071421427142521e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	7.81250000000000000e-03	spin-derivative	5.95052622797765662e-02	4.73607642694614875e-02	6.06217782649107040e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	7.81250000000000000e-03	reference-Ricci	2.89383923637259316e-02	3.88666967619773415e-02	4.97493718553309971e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	7.81250000000000000e-03	reference-Riemann	2.01003698167230987e-02	2.78962047989955095e-02	3.57071421427142521e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	7.81250000000000000e-03	source-q	0.00000000000000000e+00	4.73607642694614875e-02	6.06217782649107040e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	7.81250000000000000e-03	source-delta	0.00000000000000000e+00	4.73607642694614875e-02	6.06217782649107040e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	7.81250000000000000e-03	source-curvature	5.78767847274518632e-02	3.88666967619773415e-02	4.97493718553309971e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	7.81250000000000000e-03	source-qq	0.00000000000000000e+00	4.73607642694614875e-02	6.06217782649107040e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	7.81250000000000000e-03	source-delta-product	0.00000000000000000e+00	4.73607642694614875e-02	6.06217782649107040e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	7.81250000000000000e-03	source-damping	0.00000000000000000e+00	4.73607642694614875e-02	6.06217782649107040e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	7.81250000000000000e-03	source-frame-correction	0.00000000000000000e+00	4.73607642694614875e-02	6.06217782649107040e+00
static	8.00000000000000000e+00	3.00000000000000000e+00	7.81250000000000000e-03	source-total	5.78767847274518632e-02	3.88666967619773415e-02	4.97493718553309971e+00
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	6.25000000000000000e-02	qdot-W-logrho	6.83413076511363515e-01	5.41265877365274123e-02	8.66025403784438597e-01
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	6.25000000000000000e-02	qdot2-W2-logrho2	4.67053433146726815e-01	5.41265877365274123e-02	8.66025403784438597e-01
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	6.25000000000000000e-02	dt-frame	5.32634428617778655e-02	3.78886114155691900e-01	6.06217782649107040e+00
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	6.25000000000000000e-02	dtt-frame	1.32119313058001297e-02	2.55792274121014074e-01	4.09267638593622518e+00
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	6.25000000000000000e-02	spin	7.03789572137252573e-01	2.23169638391964076e-01	3.57071421427142521e+00
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	6.25000000000000000e-02	spin-derivative	4.92318832751223179e-01	3.78886114155691900e-01	6.06217782649107040e+00
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	6.25000000000000000e-02	reference-Ricci	1.42837107330844271e+00	5.41265877365274123e-02	8.66025403784438597e-01
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	6.25000000000000000e-02	reference-Riemann	4.80658820080857974e-01	5.41265877365274123e-02	8.66025403784438597e-01
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	6.25000000000000000e-02	source-q	0.00000000000000000e+00	3.78886114155691900e-01	6.06217782649107040e+00
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	6.25000000000000000e-02	source-delta	0.00000000000000000e+00	3.78886114155691900e-01	6.06217782649107040e+00
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	6.25000000000000000e-02	source-curvature	2.85674214661688541e+00	5.41265877365274123e-02	8.66025403784438597e-01
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	6.25000000000000000e-02	source-qq	0.00000000000000000e+00	3.78886114155691900e-01	6.06217782649107040e+00
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	6.25000000000000000e-02	source-delta-product	0.00000000000000000e+00	3.78886114155691900e-01	6.06217782649107040e+00
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	6.25000000000000000e-02	source-damping	0.00000000000000000e+00	3.78886114155691900e-01	6.06217782649107040e+00
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	6.25000000000000000e-02	source-frame-correction	0.00000000000000000e+00	3.78886114155691900e-01	6.06217782649107040e+00
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	6.25000000000000000e-02	source-total	2.85674214661688541e+00	5.41265877365274123e-02	8.66025403784438597e-01
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	4.16666666666666644e-02	qdot-W-logrho	7.78505751814981606e-01	3.60843918243516082e-02	8.66025403784438597e-01
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	4.16666666666666644e-02	qdot2-W2-logrho2	6.06071205609009622e-01	3.60843918243516082e-02	8.66025403784438597e-01
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	4.16666666666666644e-02	dt-frame	4.11136964321366025e-02	2.52590742770461230e-01	6.06217782649106951e+00
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	4.16666666666666644e-02	dtt-frame	1.32062530461380199e-02	2.52590742770461230e-01	6.06217782649106951e+00
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	4.16666666666666644e-02	spin	7.78505751814981606e-01	3.60843918243516082e-02	8.66025403784438597e-01
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	4.16666666666666644e-02	spin-derivative	3.25302627866052130e-01	2.52590742770461230e-01	6.06217782649106951e+00
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	4.16666666666666644e-02	reference-Ricci	1.83630843420602163e+00	3.60843918243516082e-02	8.66025403784438597e-01
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	4.16666666666666644e-02	reference-Riemann	6.15118614298505895e-01	3.60843918243516082e-02	8.66025403784438597e-01
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	4.16666666666666644e-02	source-q	0.00000000000000000e+00	2.52590742770461230e-01	6.06217782649106951e+00
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	4.16666666666666644e-02	source-delta	0.00000000000000000e+00	2.52590742770461230e-01	6.06217782649106951e+00
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	4.16666666666666644e-02	source-curvature	3.67261686841204327e+00	3.60843918243516082e-02	8.66025403784438597e-01
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	4.16666666666666644e-02	source-qq	0.00000000000000000e+00	2.52590742770461230e-01	6.06217782649106951e+00
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	4.16666666666666644e-02	source-delta-product	0.00000000000000000e+00	2.52590742770461230e-01	6.06217782649106951e+00
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	4.16666666666666644e-02	source-damping	0.00000000000000000e+00	2.52590742770461230e-01	6.06217782649106951e+00
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	4.16666666666666644e-02	source-frame-correction	0.00000000000000000e+00	2.52590742770461230e-01	6.06217782649106951e+00
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	4.16666666666666644e-02	source-total	3.67261686841204327e+00	3.60843918243516082e-02	8.66025403784438597e-01
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	3.12500000000000000e-02	qdot-W-logrho	8.45955869411272876e-01	2.70632938682637061e-02	8.66025403784438597e-01
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	3.12500000000000000e-02	qdot2-W2-logrho2	7.15641332991382439e-01	2.70632938682637061e-02	8.66025403784438597e-01
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	3.12500000000000000e-02	dt-frame	3.22589164591710331e-02	1.89443057077845950e-01	6.06217782649107040e+00
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	3.12500000000000000e-02	dtt-frame	1.25502757326791947e-02	1.89443057077845950e-01	6.06217782649107040e+00
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	3.12500000000000000e-02	spin	8.45955869411272876e-01	2.70632938682637061e-02	8.66025403784438597e-01
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	3.12500000000000000e-02	spin-derivative	2.42031217128306886e-01	1.89443057077845950e-01	6.06217782649107040e+00
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	3.12500000000000000e-02	reference-Ricci	2.16048051685673093e+00	2.70632938682637061e-02	8.66025403784438597e-01
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	3.12500000000000000e-02	reference-Riemann	7.22419591932674243e-01	2.70632938682637061e-02	8.66025403784438597e-01
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	3.12500000000000000e-02	source-q	0.00000000000000000e+00	1.89443057077845950e-01	6.06217782649107040e+00
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	3.12500000000000000e-02	source-delta	0.00000000000000000e+00	1.89443057077845950e-01	6.06217782649107040e+00
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	3.12500000000000000e-02	source-curvature	4.32096103371346185e+00	2.70632938682637061e-02	8.66025403784438597e-01
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	3.12500000000000000e-02	source-qq	0.00000000000000000e+00	1.89443057077845950e-01	6.06217782649107040e+00
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	3.12500000000000000e-02	source-delta-product	0.00000000000000000e+00	1.89443057077845950e-01	6.06217782649107040e+00
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	3.12500000000000000e-02	source-damping	0.00000000000000000e+00	1.89443057077845950e-01	6.06217782649107040e+00
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	3.12500000000000000e-02	source-frame-correction	0.00000000000000000e+00	1.89443057077845950e-01	6.06217782649107040e+00
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	3.12500000000000000e-02	source-total	4.32096103371346185e+00	2.70632938682637061e-02	8.66025403784438597e-01
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	2.08333333333333322e-02	qdot-W-logrho	9.41006334779335707e-01	1.80421959121758041e-02	8.66025403784438597e-01
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	2.08333333333333322e-02	qdot2-W2-logrho2	8.85492922094839208e-01	1.80421959121758041e-02	8.66025403784438597e-01
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	2.08333333333333322e-02	dt-frame	2.18117615845345655e-02	1.26295371385230615e-01	6.06217782649106951e+00
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	2.08333333333333322e-02	dtt-frame	1.05671348956968125e-02	1.26295371385230615e-01	6.06217782649106951e+00
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	2.08333333333333322e-02	spin	9.41006334779335818e-01	1.80421959121758041e-02	8.66025403784438597e-01
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	2.08333333333333322e-02	spin-derivative	1.81987077396022268e-01	7.43898794639880068e-02	3.57071421427142432e+00
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	2.08333333333333322e-02	reference-Ricci	2.66550834911653745e+00	1.80421959121758041e-02	8.66025403784438597e-01
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	2.08333333333333322e-02	reference-Riemann	8.90007713510849063e-01	1.80421959121758041e-02	8.66025403784438597e-01
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	2.08333333333333322e-02	source-q	0.00000000000000000e+00	1.26295371385230615e-01	6.06217782649106951e+00
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	2.08333333333333322e-02	source-delta	0.00000000000000000e+00	1.26295371385230615e-01	6.06217782649106951e+00
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	2.08333333333333322e-02	source-curvature	5.33101669823307489e+00	1.80421959121758041e-02	8.66025403784438597e-01
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	2.08333333333333322e-02	source-qq	0.00000000000000000e+00	1.26295371385230615e-01	6.06217782649106951e+00
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	2.08333333333333322e-02	source-delta-product	0.00000000000000000e+00	1.26295371385230615e-01	6.06217782649106951e+00
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	2.08333333333333322e-02	source-damping	0.00000000000000000e+00	1.26295371385230615e-01	6.06217782649106951e+00
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	2.08333333333333322e-02	source-frame-correction	0.00000000000000000e+00	1.26295371385230615e-01	6.06217782649106951e+00
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	2.08333333333333322e-02	source-total	5.33101669823307489e+00	1.80421959121758041e-02	8.66025403784438597e-01
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	1.56250000000000000e-02	qdot-W-logrho	1.00843942478848070e+00	1.35316469341318531e-02	8.66025403784438597e-01
dynamic	8.00000000000000000e+00	4.00000000000000000e+00	1.56250000000000000e-02	qdot2-W2-logrho2	1.01695007346772193e+00	1.35316469341318531e-02	8.66025403784438597e-01
