cycle,time,rk_stage,max_abs_prescribed_shift_state
0,0,1,0
0,0,2,0
0,0,3,0
0,0,4,0
1,0.012450252253785999,1,0
1,0.012450252253785999,2,0
1,0.012450252253785999,3,0
1,0.012450252253785999,4,0
2,0.018676052381636138,1,0
2,0.018676052381636138,2,0
2,0.018676052381636138,3,0
2,0.018676052381636138,4,0
3,0.024902799189752012,1,0
3,0.024902799189752012,2,0
3,0.024902799189752012,3,0
3,0.024902799189752012,4,0
4,0.031130631750280073,1,0
4,0.031130631750280073,2,0
4,0.031130631750280073,3,0
4,0.031130631750280073,4,0
5,0.037359866863496349,1,0
5,0.037359866863496349,2,0
5,0.037359866863496349,3,0
5,0.037359866863496349,4,0
6,0.043590824365408953,1,0
6,0.043590824365408953,2,0
6,0.043590824365408953,3,0
6,0.043590824365408953,4,0
7,0.049823828023730657,1,0
7,0.049823828023730657,2,0
7,0.049823828023730657,3,0
7,0.049823828023730657,4,0
8,0.056059206060241701,1,0
8,0.056059206060241701,2,0
8,0.056059206060241701,3,0
8,0.056059206060241701,4,0
9,0.062297291278190621,1,0
9,0.062297291278190621,2,0
9,0.062297291278190621,3,0
9,0.062297291278190621,4,0
10,0.068538420813066159,1,0
10,0.068538420813066159,2,0
10,0.068538420813066159,3,0
10,0.068538420813066159,4,0
11,0.074782935558126512,1,0
11,0.074782935558126512,2,0
11,0.074782935558126512,3,0
11,0.074782935558126512,4,0
12,0.081031179339471154,1,0
12,0.081031179339471154,2,0
12,0.081031179339471154,3,0
12,0.081031179339471154,4,0
13,0.087283497927821529,1,0
13,0.087283497927821529,2,0
13,0.087283497927821529,3,0
13,0.087283497927821529,4,0
14,0.093540237975804061,1,0
14,0.093540237975804061,2,0
14,0.093540237975804061,3,0
14,0.093540237975804061,4,0
15,0.099801745962013619,1,0
15,0.099801745962013619,2,0
15,0.099801745962013619,3,0
15,0.099801745962013619,4,0
16,0.10606836720900167,1,0
16,0.10606836720900167,2,0
16,0.10606836720900167,3,0
16,0.10606836720900167,4,0
17,0.11234044502450284,1,0
17,0.11234044502450284,2,0
17,0.11234044502450284,3,0
17,0.11234044502450284,4,0
18,0.11861831999651169,1,0
18,0.11861831999651169,2,0
18,0.11861831999651169,3,0
18,0.11861831999651169,4,0
19,0.12490232945558694,1,0
19,0.12490232945558694,2,0
19,0.12490232945558694,3,0
19,0.12490232945558694,4,0
20,0.13119280710358985,1,0
20,0.13119280710358985,2,0
20,0.13119280710358985,3,0
20,0.13119280710358985,4,0
21,0.13749008279773928,1,0
21,0.13749008279773928,2,0
21,0.13749008279773928,3,0
21,0.13749008279773928,4,0
22,0.1437944824724145,1,0
22,0.1437944824724145,2,0
22,0.1437944824724145,3,0
22,0.1437944824724145,4,0
23,0.15010632817802255,1,0
23,0.15010632817802255,2,0
23,0.15010632817802255,3,0
23,0.15010632817802255,4,0
24,0.15642593821560477,1,0
24,0.15642593821560477,2,0
24,0.15642593821560477,3,0
24,0.15642593821560477,4,0
25,0.16275362734674936,1,0
25,0.16275362734674936,2,0
25,0.16275362734674936,3,0
25,0.16275362734674936,4,0
26,0.1690897070599918,1,0
26,0.1690897070599918,2,0
26,0.1690897070599918,3,0
26,0.1690897070599918,4,0
27,0.17543448587667004,1,0
27,0.17543448587667004,2,0
27,0.17543448587667004,3,0
27,0.17543448587667004,4,0
28,0.18178826968090647,1,0
28,0.18178826968090647,2,0
28,0.18178826968090647,3,0
28,0.18178826968090647,4,0
29,0.18815136206002572,1,0
29,0.18815136206002572,2,0
29,0.18815136206002572,3,0
29,0.18815136206002572,4,0
30,0.19452406464346758,1,0
30,0.19452406464346758,2,0
30,0.19452406464346758,3,0
30,0.19452406464346758,4,0
31,0.20090667743034013,1,0
31,0.20090667743034013,2,0
31,0.20090667743034013,3,0
31,0.20090667743034013,4,0
32,0.20729949909832951,1,0
32,0.20729949909832951,2,0
32,0.20729949909832951,3,0
32,0.20729949909832951,4,0
33,0.21370282728972775,1,0
33,0.21370282728972775,2,0
33,0.21370282728972775,3,0
33,0.21370282728972775,4,0
34,0.22011695887365404,1,0
34,0.22011695887365404,2,0
34,0.22011695887365404,3,0
34,0.22011695887365404,4,0
35,0.22654219018674798,1,0
35,0.22654219018674798,2,0
35,0.22654219018674798,3,0
35,0.22654219018674798,4,0
36,0.23297881725722644,1,0
36,0.23297881725722644,2,0
36,0.23297881725722644,3,0
36,0.23297881725722644,4,0
37,0.23942713601873231,1,0
37,0.23942713601873231,2,0
37,0.23942713601873231,3,0
37,0.23942713601873231,4,0
38,0.24588744252048847,1,0
38,0.24588744252048847,2,0
38,0.24588744252048847,3,0
38,0.24588744252048847,4,0
39,0.25236003313872213,1,0
39,0.25236003313872213,2,0
39,0.25236003313872213,3,0
39,0.25236003313872213,4,0
40,0.25884520479121992,1,0
40,0.25884520479121992,2,0
40,0.25884520479121992,3,0
40,0.25884520479121992,4,0
41,0.26534325515255452,1,0
41,0.26534325515255452,2,0
41,0.26534325515255452,3,0
41,0.26534325515255452,4,0
42,0.2718544828625532,1,0
42,0.2718544828625532,2,0
42,0.2718544828625532,3,0
42,0.2718544828625532,4,0
43,0.27837918771567244,1,0
43,0.27837918771567244,2,0
43,0.27837918771567244,3,0
43,0.27837918771567244,4,0
44,0.28491767081484642,1,0
44,0.28491767081484642,2,0
44,0.28491767081484642,3,0
44,0.28491767081484642,4,0
