block,level,x,y,z,r,h,w,rho,alpha,K,local_rate,rate_gradient_norm,product_derivative_defect,half_ell_factorized,half_ell_direct,energy_rate_margin,frozen_spectral_abscissa
20,3,-1.1875,-0.1875,-0.8125,1.4510233457804875,0.125,0.5601157675719438,1.1330123212585597,0.634618065990208,-0.013629786612193488,16.0,0.0,1.2717676652597813e-05,3.968238636043653e-06,8.812472688809503e-06,15.84122292047527,-15.88657338343945
21,4,-0.90625,-0.71875,-0.59375,1.30016525391967,0.0625,0.5300742538418314,1.1529175043907842,0.6111318858811313,-0.012132673374912948,16.0,0.0,1.2371231015767199e-05,5.523123859600742e-06,1.750112110514614e-05,15.8395919611337,-15.862711172830524
22,4,-0.03125,-0.53125,-0.65625,0.8449066146622359,0.0625,0.4083154459073517,1.2585261215428198,0.5138756545038063,-0.0026088613658676934,16.0,0.0,8.004484856669269e-06,1.8548009837080447e-06,6.156387403791692e-06,15.7590131417786,-15.75937816720666
23,4,-0.71875,-0.40625,-0.65625,1.0546585644178879,0.0625,0.47126988630531097,1.1979080354688427,0.5645379836796199,-0.008059359248982614,16.0,0.0,7.332352672255704e-06,1.8797755454041077e-06,5.4566700692636055e-06,15.807272141029374,-15.813404249354763
24,4,-0.03125,-0.03125,-0.59375,0.5953924651018015,0.0625,0.31270783863677853,1.390428523430768,0.4347978983409629,0.004975174324878546,16.0,0.0,5.545218133085325e-06,3.460657169610133e-06,8.777546655451775e-06,15.665452029953972,-15.6821320214629
25,4,-0.90625,-0.71875,-0.09375,1.1604652892266965,0.0625,0.49831851856036213,1.1760717719006866,0.5860583430942102,-0.01009613912860721,16.0,0.0,1.3667147187166773e-05,1.4507648536167406e-06,1.4461913958329262e-05,15.803897834561692,-15.836371849009316
27,4,-0.53125,-0.21875,-0.40625,0.7036456405748563,0.0625,0.3573726563787852,1.3212409600811814,0.4721753916206683,0.001781983468421345,16.0,0.0,6.929189506559425e-06,4.386203313211913e-06,2.5807015841610827e-06,15.758718036978536,-15.71699433987353
28,5,-0.328125,-0.453125,-0.296875,0.6333427562347264,0.03125,0.3289588443134645,1.3634200985215366,0.4485090999233946,0.003948112795823037,16.0,0.0,1.5042924137561624e-05,6.205682831295296e-06,8.975460362777867e-06,15.768192766776517,-15.694535357960895
29,5,-0.046875,-0.265625,-0.328125,0.42475866309588084,0.03125,0.23076298787415,1.5695145363609178,0.36218586392255664,0.006636806003462185,16.0,0.0,1.769003932711043e-05,5.109173330853414e-06,1.2850106237361453e-05,15.74803969155128,-15.6272456432851
30,5,-0.390625,-0.234375,-0.328125,0.5614138819756775,0.03125,0.29755380478298893,1.4176671834549417,0.4218322643530015,0.005849595949968311,16.0,0.0,1.348731911003759e-05,4.713300912673245e-06,8.816741715285031e-06,15.767099104938895,-15.671011266779203
31,5,-0.015625,-0.046875,-0.296875,0.30095875444153475,0.03125,0.16176246517008744,1.8061506955680704,0.2921673889837592,-0.0020513052671668457,16.0,0.0,7.27173063018008e-05,3.748315783987517e-05,3.619052088302352e-05,15.698979796403593,-15.595275561027407
32,5,-0.296875,-0.421875,-0.046875,0.5179870141953368,0.03125,0.27736911341541454,1.4576816855546826,0.4043158767641894,0.006631781585328335,16.0,0.0,2.3234532432656654e-05,8.080803468973985e-06,1.5157862557882512e-05,15.733364499682247,-15.656911935892127
32,5,-0.421875,-0.421875,-0.015625,0.5968259142120087,0.03125,0.3133156698140384,1.389353106019143,0.4353060990206025,0.004956516308124942,16.0,0.0,2.2451814655645195e-05,7.2106328879297275e-06,1.5244337591408712e-05,15.740709207165484,-15.682963047757115
34,5,-0.265625,-0.203125,-0.203125,0.3912495007984036,0.03125,0.2128786477133803,1.6212266081650888,0.34512452798313437,0.005582230972225501,16.0,0.0,3.592024296722912e-05,4.746089467756777e-05,1.3529218201257256e-05,15.787392075493832,-15.617739921388342
35,6,-0.2109375,-0.2421875,-0.1484375,0.3538122460695079,0.015625,0.1921765166373349,1.6890550764523367,0.32459672100121745,0.0033530976080896986,16.0,0.0,4.8651867001671925e-05,0.00017470393436573727,0.00015449885129316642,15.790298611767804,-15.608837883271105
36,6,-0.0234375,-0.1328125,-0.1640625,0.21237933154794042,0.015625,0.1078920908756267,2.068688069141677,0.22319508114915856,-0.022313041398431873,16.0,0.0,3.67243556030626e-05,2.673596982684443e-05,3.50842899810444e-05,15.784531707332205,-15.58244801164085
37,6,-0.1796875,-0.0234375,-0.1796875,0.2551950464228293,0.015625,0.13428167851584652,1.9318994370271974,0.259418699127831,-0.010025056269859372,16.0,0.0,4.687732478041396e-05,2.401965768192892e-05,2.297720790839216e-05,15.786459735017248,-15.588096934624208
38,6,-0.0078125,-0.0234375,-0.1484375,0.15047937722076737,0.015625,0.06931351896475801,2.2402315591440525,0.1552783326601807,-0.05077742152230216,16.0,0.0,0.00025592275365021483,0.0003244399525406749,6.864283675599815e-05,15.69668064828917,-15.58380590010515
39,6,-0.1953125,-0.2265625,-0.0234375,0.3000447557761175,0.015625,0.16119524480002698,1.8084058614468264,0.29150642553372486,-0.0020139330458818785,16.0,0.0,4.631346978624381e-05,1.6985421887877817e-05,3.1699127478672084e-05,15.773189078400527,-15.595123636705091
41,6,-0.1640625,-0.0390625,-0.1171875,0.20536624106398305,0.015625,0.10352389416180412,2.0920037573917605,0.21657237556632114,-0.024970874772217558,16.0,0.0,9.668456954737626e-05,0.0001524791508911679,5.596119895727094e-05,15.781992194333043,-15.581669762729085
42,7,-0.09765625,-0.09765625,-0.08203125,0.1606319155855632,0.0078125,0.07553704781325954,2.2222603109984047,0.1678629833653955,-0.04577523782155291,16.0,0.0,5.029015357022701e-05,4.705076197821807e-05,6.064216174495749e-06,15.773628649577738,-15.586864816477402
43,7,-0.01171875,-0.06640625,-0.08203125,0.10618966577397021,0.0078125,0.04236991613333045,2.1628936596404262,0.09164162296427704,-0.06003557665446709,16.0,0.0,9.017721052471432e-06,0.00015022284443991647,0.00014129752544148378,15.731012533408622,-15.557714910331928
44,7,-0.11328125,-0.02734375,-0.08984375,0.1471469390768544,0.0078125,0.06717022757889539,2.2441815944818977,0.1507421884297174,-0.052909283740054,16.0,0.0,7.66573345368833e-05,0.00013751288234380005,0.00018846382133211513,15.733642593370856,-15.585043809630855
45,7,-0.04296875,-0.05078125,-0.12109375,0.1381620248736515,0.0078125,0.06165790597221294,2.2499367725723296,0.13872638996668896,-0.05779646243700736,16.0,0.0,0.00012534759940894215,0.0013183120579033064,0.0011937065253675744,15.717647483884669,-15.568358343045421
45,7,-0.00390625,-0.01171875,-0.07421875,0.07523968861038369,0.0078125,0.02519006291184264,1.9574128794354853,0.04930735357743092,-0.0313546032580566,16.0,0.0,7.04975975147495e-05,0.0005631776206359235,0.0004927610122849635,15.882536838562116,-15.594452416811638
45,7,-0.00390625,-0.05859375,-0.06640625,0.08864691967117357,0.0078125,0.03232719104700295,2.0526424181673004,0.06635616360327644,-0.04581703618458167,16.0,0.0,0.0003059417285429916,0.0065277470042524295,0.006226862557124003,15.794743704047416,-15.526950202099503
46,7,-0.10546875,-0.07421875,-0.01953125,0.1304359988833125,0.0078125,0.05689253428631611,2.2436335848467657,0.12764600065182494,-0.06009881925667265,16.0,0.0,6.379547242848841e-05,5.240582291231248e-05,0.00011290187333812535,15.712103334928992,-15.56524571445445
47,7,-0.00390625,-0.07421875,-0.05859375,0.09464094874676342,0.0078125,0.03571872846384315,2.093547560410553,0.0747788568364458,-0.05243537861021235,16.0,0.0,3.9002117344233536e-05,0.0007958461112261543,0.0008165339893620733,15.756000832844077,-15.571510049754952
47,7,-0.02734375,-0.07421875,-0.00390625,0.0791919333309113,0.0078125,0.027265351871225516,1.9840258581819723,0.05409516314494165,-0.03583453630033186,16.0,0.0,0.00011606518670032844,0.0006086315882161612,0.0004926060601059936,15.857782709904264,-15.596044938148067
48,7,-0.07421875,-0.00390625,-0.04296875,0.08584867568685903,0.0078125,0.030838927225804013,2.031962764120389,0.06266355180825224,-0.04335701097049576,16.0,0.0,9.729058045720379e-05,0.0006079838748369159,0.0005173751780052011,15.80406913190348,-15.586258082610929
49,8,-0.056640625,-0.044921875,-0.044921875,0.08511233816211299,0.00390625,0.030311760461305355,2.0212833634911798,0.061268657138566246,-0.04199802410281031,16.0,0.0,3.641845297813266e-05,0.0011786754064800264,0.0011989012185862186,15.708230524611272,-15.261426914546762
49,8,-0.041015625,-0.056640625,-0.041015625,0.08107233429889554,0.00390625,0.02811746426478541,1.994062281430328,0.05606797493987371,-0.03781542658334692,16.0,0.0,3.8308371362128006e-05,0.0013455575550309835,0.001383050359291114,15.732840963812007,-15.310932160528301
50,8,-0.001953125,-0.048828125,-0.060546875,0.07780696987125817,0.00390625,0.026392870395879686,1.9748525936729415,0.05212202855577679,-0.034457408366756814,16.0,0.0,5.9561033014623304e-05,0.006321832697382168,0.0062747672064214785,15.594212286581056,-15.164763860860468
50,8,-0.001953125,-0.041015625,-0.060546875,0.07315750312628141,0.00390625,0.023971347153451762,1.9451012496490296,0.046626697303949735,-0.030372888502086047,16.0,0.0,5.6353228713069893e-05,0.0072680541548127454,0.007214181276388951,15.695138147743448,-15.219048675749338
50,8,-0.005859375,-0.033203125,-0.041015625,0.053094832886985105,0.00390625,0.01408609407231145,1.8296303363039474,0.02577234503473224,-0.010981814471525637,16.0,0.0,4.201966715987481e-05,6.0152845359877e-05,3.0597081490773065e-05,16.029383592771453,-15.536032979257826
51,8,-0.041015625,-0.017578125,-0.044921875,0.06331861358377862,0.00390625,0.01888921336383987,1.8772340012962203,0.03545947358433916,-0.0183021849659066,16.0,0.0,2.9279198789897465e-05,0.00013493062973952285,0.00012470235420491304,15.942947865276658,-15.461328236119703
52,8,-0.001953125,-0.005859375,-0.037109375,0.037619844305191844,0.00390625,0.007753326413147547,1.7824117474252703,0.013819620080416822,-0.003724545742106963,16.0,0.0,3.5302525187703224e-05,6.42838158127368e-05,3.939906179896065e-05,16.114584231668378,-15.57998740324482
53,8,-0.052734375,-0.037109375,-0.009765625,0.06521799944165625,0.00390625,0.019859221825681526,1.8935850247168744,0.03760512505164104,-0.02147905639039908,16.0,0.0,6.060781054253535e-05,0.00034418002601110714,0.00039945865473033207,15.862916121816403,-15.4196104250782
53,8,-0.037109375,-0.037109375,-0.001953125,0.05251691273339356,0.00390625,0.013821407015018161,1.8261321205297918,0.025239715301040456,-0.010396386797746628,16.0,0.0,3.202449018390469e-05,6.731639597537616e-05,3.817533974432025e-05,16.040125933025845,-15.53382817173123
55,8,-0.037109375,-0.009765625,-0.021484375,0.04397785253592852,0.00390625,0.010199465385539307,1.7983957419437648,0.018342675119456708,-0.006126498579007308,16.0,0.0,2.9583192137384773e-05,5.95157781325042e-05,3.406884570858093e-05,16.088277407053635,-15.602479687962088
56,8,-0.009765625,-0.013671875,-0.025390625,0.030446205601796672,0.00390625,0.005316721241269311,1.769845462318456,0.00940977496327264,-0.0019003806103560872,16.0,0.0,1.554565192818282e-05,5.855485140338885e-05,4.6034579756627044e-05,16.135173460484957,-15.609362834810634
56,8,-0.005859375,-0.005859375,-0.025390625,0.02670858267808075,0.00390625,0.004188491105939208,1.765260255939436,0.007393776881670297,-0.001227127684434665,16.0,0.0,1.7510105888509732e-05,6.206377854499761e-05,4.966578967422399e-05,16.146681492713686,-15.604981019523752
56,8,-0.001953125,-0.005859375,-0.017578125,0.01863162502767472,0.00390625,0.002148941038376011,1.759255566622414,0.0037805364841063476,-0.0003551062360253032,16.0,0.0,1.2130715494079092e-05,6.839263612376225e-05,5.945746800708371e-05,16.166970861089094,-15.610892076083976
56,8,-0.013671875,-0.021484375,-0.013671875,0.028903610521384262,0.00390625,0.004839164289013337,1.7679022157688942,0.008555169269016383,-0.0016024578187861873,16.0,0.0,1.3042941287288308e-05,6.111158121909917e-05,4.959666664811875e-05,16.141868565426638,-15.610178572924012
56,8,-0.013671875,-0.017578125,-0.013671875,0.026131031563007133,0.00390625,0.004026393858578353,1.7646521732305651,0.007105184672822491,-0.0011292490036068806,16.0,0.0,1.3659636073184669e-05,7.471336584412102e-05,6.166232376786735e-05,16.14864276090521,-15.609476929970198
56,8,-0.009765625,-0.009765625,-0.009765625,0.01691455866766482,0.00390625,0.0017913009679988504,1.7584773827973283,0.003149962238008939,-0.0002459196066033142,16.0,0.0,3.9292139188032815e-06,5.8926083899510845e-05,5.499686998070756e-05,16.171955249485432,-15.616114868228498
56,8,-0.005859375,-0.005859375,-0.009765625,0.012807497117777344,0.00390625,0.001055051723105078,1.7574106309853261,0.0018541591144242506,-9.15825706850091e-05,16.0,0.0,3.71159451905898e-06,6.41659860916791e-05,6.052600991847814e-05,16.179269802015575,-15.612320228934362
56,8,-0.009765625,-0.021484375,-0.005859375,0.024316210152321743,0.00390625,0.0035264290696261726,1.7630435607236328,0.006217248063553055,-0.0008979826136332227,16.0,0.0,1.3142861972966549e-05,6.131096571215649e-05,5.145404699468586e-05,16.15399186152853,-15.610318539145423
56,8,-0.005859375,-0.009765625,-0.005859375,0.012807497117777344,0.00390625,0.001055051723105922,1.757410630985368,0.001854159114425778,-9.15825706869608e-05,16.0,0.0,3.711594519416761e-06,6.41659860934576e-05,6.052600991988642e-05,16.179269802015693,-15.61232022893471
56,8,-0.001953125,-0.005859375,-0.005859375,0.008513474499102879,0.00390625,0.00047993076671143983,1.75691563550614,0.0008431978679957783,-2.1300616727674754e-05,16.0,0.0,2.912864131061609e-06,6.795432806735085e-05,6.5364326073709e-05,16.186231526204246,-15.613030059584995
56,8,-0.017578125,-0.001953125,-0.005859375,0.01863162502767472,0.00390625,0.002148941038380935,1.759255566622526,0.003780536484115251,-0.0003551062360180798,16.0,0.0,1.2130715491995733e-05,6.839263611866523e-05,5.945746800396145e-05,16.166970861089364,-15.610892076084662
56,8,-0.009765625,-0.001953125,-0.005859375,0.011554843326366438,0.00390625,0.0008660949057099218,1.7571994676645333,0.0015219015072604387,-6.284543849933302e-05,16.0,0.0,3.3160155124769215e-06,6.536783696377907e-05,6.248192223231921e-05,16.181080172898522,-15.612658706564472
56,8,-0.005859375,-0.001953125,-0.005859375,0.008513474499102879,0.00390625,0.000479930766711989,1.7569156355061477,0.0008431978679967468,-2.1300616727527448e-05,16.0,0.0,2.912864131053261e-06,6.795432806757561e-05,6.536432607390501e-05,16.186231526204253,-15.613030059585041
56,8,-0.001953125,-0.001953125,-0.005859375,0.00647778279366289,0.00390625,0.0002826274939782636,1.7568108948587848,0.0004965230606076491,-7.777756459486768e-06,16.0,0.0,2.221147296274714e-06,7.071732786578248e-05,6.89749170726517e-05,16.188306033030187,-15.613418919000017
56,8,-0.005859375,-0.005859375,-0.001953125,0.008513474499102879,0.00390625,0.00047993076671254224,1.7569156355061746,0.0008431978679977318,-2.1300616730146254e-05,16.0,0.0,2.912864130868588e-06,6.795432806696688e-05,6.536432607345489e-05,16.186231526204086,-15.613030059584688
56,8,-0.001953125,-0.005859375,-0.001953125,0.00647778279366289,0.00390625,0.00028262749397882825,1.75681089485881,0.0004965230606086482,-7.77775646207744e-06,16.0,0.0,2.221147295833716e-06,7.071732786514002e-05,6.897491707223492e-05,16.18830603302991,-15.613418918999324
56,8,-0.005859375,-0.001953125,-0.001953125,0.00647778279366289,0.00390625,0.0002826274939793947,1.7568108948588188,0.0004965230606096458,-7.77775646189904e-06,16.0,0.0,2.221147295838477e-06,7.071732786529604e-05,6.897491707237589e-05,16.18830603302997,-15.61341891899939
56,8,-0.001953125,-0.001953125,-0.001953125,0.0033829117335329633,0.00390625,8.173058012555108e-05,1.756746412198522,0.00014357990340246567,7.278251585283376e-08,16.0,0.0,8.635408132093234e-07,7.451212334701803e-05,7.36485825338087e-05,16.191315325110953,-15.615366889043687
57,1,3.25,-5.75,-7.75,10.18270592720815,0.5,0.9091373142882317,0.9992135786631499,0.9084223493061488,2.9401699389444045e-05,16.0,0.0,9.79466362651849e-07,0.0005273477013204517,0.0005272348414757402,15.999290255202137,-15.999748818962958
57,1,0.75,-6.25,-6.25,8.870597499605086,0.5,0.8961465872965629,0.9991655132125404,0.8953987648098369,-0.00011932743891658853,16.0,0.0,2.4281847832765536e-06,1.0535977327552936e-07,2.5122904733851054e-06,15.998751791517925,-15.999645040091147
58,1,7.75,-4.25,-6.75,11.121488209767612,0.5,0.9163535065904744,0.9991636566553701,0.9155871204339092,5.540136330801264e-05,16.0,0.0,7.298278045176581e-07,0.0003785327463494739,0.00037859815439821227,15.99954310431948,-15.999834023915037
59,1,0.75,-0.25,-5.75,5.80409338312195,0.5,0.8472391535104632,1.0039659269690389,0.8505992421185959,-0.0015200374765707999,16.0,0.0,1.2479358017028267e-05,2.6478455295174175e-07,1.2214915749499954e-05,15.993644248733638,-15.996667468918641
60,1,6.75,-0.25,-7.25,9.908960591303208,0.5,0.9065685159190265,0.9990964087025781,0.9057493484975254,-6.343503512240246e-05,16.0,0.0,1.4195081608593038e-06,6.32034798229941e-06,7.598317024046121e-06,15.999116269047914,-15.999852045779113
60,1,5.25,-3.75,-6.75,9.33742469849155,0.5,0.9010413454034487,0.9991768591862497,0.9002996614971707,-4.739045088838282e-06,16.0,0.0,2.2113210845618447e-06,2.4795960312031186e-06,4.565833820725267e-06,15.998957926066018,-15.999735604775386
62,1,7.25,-4.75,-2.75,9.093266739736606,0.5,0.8987424888542531,0.9993058087695152,0.8981185897000264,-0.00010267920575766223,16.0,0.0,1.916364349504752e-06,6.070539222922418e-06,7.920222438318472e-06,15.998665652457403,-15.999677521736304
63,2,1.375,-2.875,-3.375,4.641861156906786,0.25,0.8140524979712666,1.0127843569528736,0.8244596356837096,-0.0038647298032545518,16.0,0.0,2.2718825617481206e-05,4.602499419666213e-06,2.6794210932051544e-05,15.986157365087479,-15.991529059434201
63,2,1.875,-3.625,-3.125,5.140221298738022,0.25,0.8298903352781151,1.0081309222938717,0.8366381091066966,-0.0019810708674922023,16.0,0.0,1.5478213810754542e-05,1.590396065610034e-05,3.097289414942042e-05,15.991605504742074,-15.995481535103638
65,2,0.125,-0.125,-2.875,2.8804296554507283,0.25,0.7256121878684874,1.0449618989344942,0.7582370897250675,-0.011388752611801138,16.0,0.0,4.68960443458374e-05,1.3987076338622648e-06,4.549769394840017e-05,15.93992492881299,-15.97242115338734
66,2,2.375,-0.875,-3.625,4.421184795956848,0.25,0.8061734734350479,1.0141083307108305,0.8175472354085684,-0.0039583943163942125,16.0,0.0,3.12799974949089e-05,2.2607400961688065e-05,5.383260017435375e-05,15.984434047086848,-15.991136187882397
66,2,3.625,-1.875,-3.125,5.140221298738022,0.25,0.8298903352781151,1.008130922293869,0.8366381091066943,-0.0019810708674990658,16.0,0.0,1.547821381073843e-05,1.5903960653563757e-05,3.097289414665995e-05,15.991605504742067,-15.995481535103625
68,2,2.375,-2.125,-1.375,3.470860844228705,0.25,0.7629684688581416,1.029186764807042,0.7852370501138932,-0.008287986226206658,16.0,0.0,1.4972616406551786e-05,5.405234401593481e-07,1.4484290636709204e-05,15.967642106571883,-15.980934029192804
69,3,0.4375,-1.4375,-1.6875,2.2595284353156524,0.125,0.6719068915586849,1.070460101901463,0.7192495196062051,-0.01434795487488376,16.0,0.0,2.660092634561827e-05,5.347072517499453e-06,3.129823886904087e-05,15.917381013545477,-15.959347061531268
69,3,0.5625,-1.8125,-1.5625,2.458245054912142,0.125,0.6912166706834466,1.060642957825366,0.7331340940918928,-0.013072525169042918,16.0,0.0,2.4551682517938006e-05,2.3886017792760657e-05,4.7971286115941905e-05,15.93000396157098,-15.966566365197766
71,3,0.6875,-0.3125,-1.4375,1.6237976320958225,0.125,0.5900581871863548,1.1147593424377844,0.657772876747892,-0.014641617814299712,16.0,0.0,2.0913742148507655e-05,1.0628652295135501e-06,1.9862450674479273e-05,15.855908556590025,-15.908908253007988
72,3,1.0625,-0.5625,-1.8125,2.1749640801631642,0.125,0.6629893065300551,1.0747090373285066,0.7125205993800097,-0.01419906036769066,16.0,0.0,3.325461037484523e-05,2.4431925272757044e-05,5.765678714258941e-05,15.9105211701048,-15.954685891973192
72,3,1.6875,-0.8125,-1.5625,2.439102037635982,0.125,0.6894419321308694,1.0616703027352452,0.7319600248037524,-0.013393993312792367,16.0,0.0,2.1788190365863297e-05,5.179678563248442e-06,2.5110200897405772e-05,15.930086822715927,-15.96572047312423
74,3,1.5625,-1.1875,-0.6875,2.0794755949517656,0.125,0.6522748518756186,1.0803470456003565,0.7046832091432348,-0.014622956277325525,16.0,0.0,2.0470632132121976e-05,1.1293510274746945e-06,1.9367672807297372e-05,15.907572573782467,-15.948857769309804
75,4,0.34375,-0.78125,-0.84375,1.20017902310447,0.0625,0.5077712033507398,1.1689343502254808,0.5935512016520075,-0.010763590569314857,16.0,0.0,1.1033943152292294e-05,1.848414662897458e-06,9.449607897164043e-06,15.819643822348079,-15.844324298134794
75,4,0.09375,-0.71875,-0.84375,1.1123419831598553,0.0625,0.4863551766559905,1.185487601774611,0.5765680319845774,-0.009265126484519135,16.0,0.0,1.200054774914798e-05,1.939459727564681e-06,1.0103597143125513e-05,15.798324822075667,-15.82635778958303
77,4,0.28125,-0.15625,-0.71875,0.7874751980221345,0.0625,0.38852692697729385,1.2811932919073965,0.49777809256870376,-0.0008824798497847021,16.0,0.0,1.3608214967944047e-05,2.863361849161373e-06,1.0773427677598453e-05,15.727945320099831,-15.742739858469651
78,4,0.53125,-0.28125,-0.90625,1.0874820400815821,0.0625,0.4799692852789665,1.19064016502148,0.5714707090297905,-0.008727284896931933,16.0,0.0,1.3507969824752705e-05,1.4287004514057498e-06,1.2100013070049804e-05,15.7928936578429,-15.820798227738962
78,4,0.78125,-0.46875,-0.78125,1.20017902310447,0.0625,0.5077770990583164,1.1689138590018657,0.5935476883730292,-0.010738706501846914,16.0,0.0,8.572756679679759e-06,1.974949182032121e-06,6.600703133108787e-06,15.825994708297396,-15.844340628636713
80,4,0.84375,-0.59375,-0.34375,1.0874820400815821,0.0625,0.47995657438601447,1.1906772433597896,0.5714733709223475,-0.008763264508015869,16.0,0.0,1.0952979735292075e-05,1.9459116863796784e-06,9.025392355199231e-06,15.802295695676484,-15.820863366621216
81,5,0.078125,-0.421875,-0.421875,0.6017146723115533,0.03125,0.3154452602421123,1.3856991423491434,0.43711222657559734,0.004828363967118482,16.0,0.0,2.1599781768842574e-05,6.953671990459491e-06,1.4653960616086376e-05,15.744136277678752,-15.684558771760557
