# Nx1 Nx2 Nx3 Ncycle region weighting sampled_volume cell_count C_rms H_rms M_rms Z_rms H_linf M_linf
0256 0512 0001 02112 box coordinate 3.2768000000000000e+04 843776 3.2227630993910425e-06 7.7277063898738984e-07 2.4674558855544687e-06 3.7698152219253254e-07 5.5126506121982999e-04 2.9967929200271247e-03
0256 0512 0001 02112 box proper 3.6630079145489028e+04 843776 5.3192637306411781e-06 1.3197829925727497e-06 4.0678977592930078e-06 6.2202835922976827e-07 5.5126506121982999e-04 2.9967929200271247e-03
0256 0512 0001 02112 r<=1 coordinate 1.5761718750000000e+00 1614 1.3271409914883394e-05 1.2987991312087338e-05 2.6436685839754472e-06 2.6135659081103116e-07 6.1874159813180224e-05 1.1721769184148233e-05
0256 0512 0001 02112 r<=1 proper 6.3134004653069340e+00 1614 1.3246828188145459e-05 1.2962096410145579e-05 2.6475305923019161e-06 2.6156518054639466e-07 6.1874159813180224e-05 1.1721769184148233e-05
