# Nx1 Nx2 Nx3 Ncycle region weighting sampled_volume cell_count C_rms H_rms M_rms Z_rms H_linf M_linf
0512 1024 0001 30413 box coordinate 3.2768000000000000e+04 3473408 3.6639200005356982e-05 1.7846507817423174e-05 1.1319729962631232e-05 1.4958928440003087e-05 9.1986977457114427e-03 5.6579313962207330e-03
0512 1024 0001 30413 box proper 3.6277304562246383e+04 3473408 4.9280094408871158e-05 3.3157322265160400e-05 2.1004195512094115e-05 1.4878632037836060e-05 9.1986977457114427e-03 5.6579313962207330e-03
0512 1024 0001 30413 r<=1 coordinate 1.5737304687500000e+00 6446 1.2978561517018120e-04 1.1544578664283174e-04 5.7156761582238564e-05 5.0994833008474828e-06 3.9197027024161359e-04 1.9719735254240852e-04
0512 1024 0001 30413 r<=1 proper 5.5045106895503144e+00 6446 1.2949637899199092e-04 1.1518368308044312e-04 5.7025423860467914e-05 5.1079254636981597e-06 3.9197027024161359e-04 1.9719735254240852e-04
