target_time	last_time	exit_status	hard_gate_passed	old_mode_recurrence	GH_RMS	reduction_RMS	curl_RMS	metric_error_RMS	GH_near_RMS	Q_Linf	Delta_Linf	effective_CFL	bad_state	GH_slope	GH_e_folding_time	GH_r_squared
3.0	1.103057103616269	143	0	1	0.005709100899379168	9.948996078808876e-05	0.002228070390632393	0.00015308658335421292	0.006652070335141408	3316.229464980951	2206.920745252269	0.05000000000000002	0.0	26.654903904216415	0.037516548684379786	0.9999690652926043
