target_time	last_time	exit_status	hard_gate_passed	old_mode_recurrence	GH_RMS	reduction_RMS	curl_RMS	metric_error_RMS	GH_near_RMS	Q_Linf	Delta_Linf	effective_CFL	bad_state	GH_slope	GH_e_folding_time	GH_r_squared
5.0	5.0	0	1	0	7.354110636269165e-14	7.701174077304902e-12	8.24454192628358e-14	5.7297565236545946e-11	8.527403479231882e-14	1.645451169634587e-11	1.156298565223913e-11	0.05	0.0	0.3615826045842611	2.7656197707568806	0.6240060410317874
