resolution,time,axisTau,dt,C-norm2,H-norm2,M-norm2,Z-norm2,axisKret,maxAbsKret,max_abs_K,nmb_total,maxRefLev,axisLapse
n128,0.8424507624241264,0.5188461123700514,0.011791021326275282,0.017165474207015474,0.007394212473059475,0.004486233992712869,0.0009097468395025478,0.0005638544258743398,12.683076861007374,0.2580959437603944,44.0,1.0,0.615879083504331
n128,0.8900492290816263,0.5481610263903095,0.01195808470309154,0.018150461920889586,0.009189085744301374,0.00375393940019852,0.0008982694174600864,0.0005636721895306697,14.08466462832908,0.24152917137243918,44.0,1.0,0.6158796867459883
n128,0.9382875013933886,0.5778700152592395,0.012123164788815815,0.01837947660977407,0.009974261836349184,0.0031253573123893453,0.0009275911469885827,0.0005634713061967305,15.184260951757388,0.2278609671563294,44.0,1.0,0.6158804015951249
n128,0.9871772888030172,0.6079802972753403,0.012276311897568705,0.017707669649266324,0.009571489735672534,0.002641246311210615,0.0009950195151022538,0.0005632510124990554,15.973759168360766,0.21400017740562333,44.0,1.0,0.6158812438004136
n128,1.0366721669465266,0.6384632882408691,0.012434846588190126,0.016508628553601187,0.008342508551428575,0.002301560869849246,0.0011034707134202641,0.0005630114431913124,16.449803108920445,0.20048032764799323,44.0,1.0,0.6158822296050596
n128,1.08676302176758,0.6693133837173141,0.012572503583983005,0.015406723171236517,0.006928155669338903,0.002088980522625871,0.0012535218356986017,0.0005627531897506099,16.615723846191315,0.19041730782090563,44.0,1.0,0.615883377298431
n128,1.13742341851175,0.7005143129211496,0.012723292443577535,0.014922494167140476,0.005890048926041316,0.001987301589158325,0.0014391298707863666,0.0005624773842501662,16.48153144062583,0.17912885129102807,44.0,1.0,0.6158847061980901
n128,1.188618660920716,0.732044718144612,0.012845647644908116,0.01526418693505728,0.005480400218321492,0.0019838399791856864,0.0016519888081636329,0.0005621853862181638,16.065668670071066,0.16669345022094653,44.0,1.0,0.6158862368823382
n128,1.2403479454979007,0.7639041170842943,0.012984968085743419,0.016314002668323068,0.005619407400258198,0.0020616338775818702,0.001885641497590385,0.0005618781674065487,15.394897376207854,0.15857944458683304,44.0,1.0,0.6158879925608697
n128,1.2925600713465468,0.7960609897783988,0.013096898650845935,0.01771024476280227,0.0060013992355109095,0.0021939321751866534,0.0021311611851961296,0.0005615563894591177,14.50396848819957,0.14996090455229485,44.0,1.0,0.6158899961372999
n128,1.3452689479572064,0.8285239185358245,0.013223314344382515,0.019022395315429725,0.006270888703279081,0.0023477669897980684,0.0023765618633993135,0.000561219288220061,13.432066522192843,0.1404584382599391,44.0,1.0,0.6158922745368396
n128,1.398415861791554,0.8612567594927402,0.01332770243042997,0.019962755796561687,0.006214496984316554,0.002493040062097359,0.0026097744452823696,0.0005608651553155638,12.317412150531819,0.13019686957079846,44.0,1.0,0.6158948534676689
n128,1.4520242640768077,0.8942739752329272,0.013442795273699027,0.020501887629577602,0.005853654479100605,0.0026132789001062015,0.0028217443681328824,0.0005604901193725542,11.54084855246293,0.1234902789148539,44.0,1.0,0.6158977642442346
n128,1.5060314488469608,0.9275369664265303,0.013539994366406639,0.02080810470877985,0.005385251487850664,0.002707890902484549,0.0030052495425529455,0.0005600893236833652,10.826606351875485,0.1195502870658554,44.0,1.0,0.6159010351671015
n128,1.5604663032482209,0.9610635477330248,0.013644962346589263,0.021095820764111636,0.005034245657543165,0.002785426950216966,0.003155284156122133,0.0005596560298206004,10.17154040772812,0.14900061294046038,44.0,1.0,0.6159047000162204
