selection_rank,face,side,gid,i,j,rho,z,variable,operator,local_block_value,stitched_active_value,local_minus_stitched,opposite_side_local_value,across_seam_local_jump
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,gamma_xx,D1_rho,0.4910309766396884,0.4910309766396884,0.0,0.4906646312863847,0.00036634535330370976
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,gamma_xx,D1_z,-0.19627249741701905,-0.19627249741701905,0.0,0.198619463156599,-0.3948919605736181
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,gamma_xx,D2_rho,13.42536735122465,13.42536735122465,0.0,13.42040005756319,0.004967293661460204
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,gamma_xx,D2_z,25.61224510209039,25.61224510209039,0.0,25.499319971330195,0.11292513076019617
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,gamma_xx,Dmix_rho_z,2.803704535115451,2.803704535115451,0.0,-2.841719827499683,5.645424362615134
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,gamma_xx,D1_rho,0.4906646312863847,0.4906646312863847,0.0,0.4910309766396884,-0.00036634535330370976
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,gamma_xx,D1_z,0.198619463156599,0.198619463156599,0.0,-0.19627249741701905,0.3948919605736181
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,gamma_xx,D2_rho,13.42040005756319,13.42040005756319,0.0,13.42536735122465,-0.004967293661460204
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,gamma_xx,D2_z,25.499319971330195,25.499319971330195,0.0,25.61224510209039,-0.11292513076019617
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,gamma_xx,Dmix_rho_z,-2.841719827499683,-2.841719827499683,0.0,2.803704535115451,-5.645424362615134
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,gamma_xy,D1_rho,-0.10598218820966816,-0.10598218820966816,0.0,0.1059215604781266,-0.21190374868779477
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,gamma_xy,D1_z,0.23816229170217645,0.23816229170217645,0.0,0.2382059358577819,-4.364415560545454e-05
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,gamma_xy,D2_rho,7.021060694164488,7.021060694164488,0.0,-7.007536425392311,14.0285971195568
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,gamma_xy,D2_z,14.123510183769497,14.123510183769497,0.0,-14.117805950741824,28.241316134511322
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,gamma_xy,Dmix_rho_z,10.802219093576905,10.802219093576905,0.0,10.80502289210725,-0.0028037985303441815
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,gamma_xy,D1_rho,0.1059215604781266,0.1059215604781266,0.0,-0.10598218820966816,0.21190374868779477
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,gamma_xy,D1_z,0.2382059358577819,0.2382059358577819,0.0,0.23816229170217645,4.364415560545454e-05
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,gamma_xy,D2_rho,-7.007536425392311,-7.007536425392311,0.0,7.021060694164488,-14.0285971195568
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,gamma_xy,D2_z,-14.117805950741824,-14.117805950741824,0.0,14.123510183769497,-28.241316134511322
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,gamma_xy,Dmix_rho_z,10.80502289210725,10.80502289210725,0.0,10.802219093576905,0.0028037985303441815
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,gamma_xz,D1_rho,0.0,0.0,0.0,0.0,0.0
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,gamma_xz,D1_z,0.0,0.0,0.0,0.0,0.0
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,gamma_xz,D2_rho,0.0,0.0,0.0,0.0,0.0
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,gamma_xz,D2_z,0.0,0.0,0.0,0.0,0.0
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,gamma_xz,Dmix_rho_z,0.0,0.0,0.0,0.0,0.0
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,gamma_xz,D1_rho,0.0,0.0,0.0,0.0,0.0
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,gamma_xz,D1_z,0.0,0.0,0.0,0.0,0.0
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,gamma_xz,D2_rho,0.0,0.0,0.0,0.0,0.0
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,gamma_xz,D2_z,0.0,0.0,0.0,0.0,0.0
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,gamma_xz,Dmix_rho_z,0.0,0.0,0.0,0.0,0.0
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,gamma_yy,D1_rho,0.39755168145700126,0.39755168145700126,0.0,0.3969945046142537,0.0005571768427475865
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,gamma_yy,D1_z,-0.28089656954076553,-0.28089656954076553,0.0,0.2855214462820798,-0.5664180158228453
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,gamma_yy,D2_rho,16.076511830752647,16.076511830752647,0.0,16.049490035221485,0.02702179553116224
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,gamma_yy,D2_z,37.059229455073115,37.059229455073115,0.0,36.75356201567031,0.3056674394028036
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,gamma_yy,Dmix_rho_z,2.7024583694580913,2.7024583694580913,0.0,-2.758944182247312,5.461402551705403
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,gamma_yy,D1_rho,0.3969945046142537,0.3969945046142537,0.0,0.39755168145700126,-0.0005571768427475865
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,gamma_yy,D1_z,0.2855214462820798,0.2855214462820798,0.0,-0.28089656954076553,0.5664180158228453
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,gamma_yy,D2_rho,16.049490035221485,16.049490035221485,0.0,16.076511830752647,-0.02702179553116224
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,gamma_yy,D2_z,36.75356201567031,36.75356201567031,0.0,37.059229455073115,-0.3056674394028036
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,gamma_yy,Dmix_rho_z,-2.758944182247312,-2.758944182247312,0.0,2.7024583694580913,-5.461402551705403
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,gamma_yz,D1_rho,0.0,0.0,0.0,0.0,0.0
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,gamma_yz,D1_z,0.0,0.0,0.0,0.0,0.0
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,gamma_yz,D2_rho,0.0,0.0,0.0,0.0,0.0
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,gamma_yz,D2_z,0.0,0.0,0.0,0.0,0.0
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,gamma_yz,Dmix_rho_z,0.0,0.0,0.0,0.0,0.0
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,gamma_yz,D1_rho,0.0,0.0,0.0,0.0,0.0
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,gamma_yz,D1_z,0.0,0.0,0.0,0.0,0.0
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,gamma_yz,D2_rho,0.0,0.0,0.0,0.0,0.0
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,gamma_yz,D2_z,0.0,0.0,0.0,0.0,0.0
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,gamma_yz,Dmix_rho_z,0.0,0.0,0.0,0.0,0.0
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,gamma_zz,D1_rho,-0.0856154055457607,-0.0856154055457607,0.0,-0.08561750664096159,2.1010952008793105e-06
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,gamma_zz,D1_z,-0.003933394174692414,-0.003933394174692414,0.0,0.003955773312283702,-0.007889167486976115
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,gamma_zz,D2_rho,0.46313009550163564,0.46313009550163564,0.0,0.4628266222115922,0.00030347329004343226
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,gamma_zz,D2_z,0.5087909811631907,0.5087909811631907,0.0,0.5078220962128996,0.0009688849502910157
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,gamma_zz,Dmix_rho_z,-0.0016203511703247742,-0.0016203511703247742,0.0,0.0013157966007237842,-0.0029361477710485584
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,gamma_zz,D1_rho,-0.08561750664096159,-0.08561750664096159,0.0,-0.0856154055457607,-2.1010952008793105e-06
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,gamma_zz,D1_z,0.003955773312283702,0.003955773312283702,0.0,-0.003933394174692414,0.007889167486976115
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,gamma_zz,D2_rho,0.4628266222115922,0.4628266222115922,0.0,0.46313009550163564,-0.00030347329004343226
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,gamma_zz,D2_z,0.5078220962128996,0.5078220962128996,0.0,0.5087909811631907,-0.0009688849502910157
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,gamma_zz,Dmix_rho_z,0.0013157966007237842,0.0013157966007237842,0.0,-0.0016203511703247742,0.0029361477710485584
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,K_xx,D1_rho,-59.46898139469861,-59.46898139469861,0.0,-59.39980402520975,-0.06917736948886244
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,K_xx,D1_z,15.672287509195824,15.672287509195824,0.0,-16.038902726099373,31.7111902352952
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,K_xx,D2_rho,-2133.326390965872,-2133.326390965872,0.0,-2127.2773641114904,-6.0490268543817365
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,K_xx,D2_z,-2092.140107033439,-2092.140107033439,0.0,-2067.2330672110215,-24.907039822417573
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,K_xx,Dmix_rho_z,-477.95603327755674,-477.95603327755674,0.0,484.9460927898309,-962.9021260673876
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,K_xx,D1_rho,-59.39980402520975,-59.39980402520975,0.0,-59.46898139469861,0.06917736948886244
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,K_xx,D1_z,-16.038902726099373,-16.038902726099373,0.0,15.672287509195824,-31.7111902352952
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,K_xx,D2_rho,-2127.2773641114904,-2127.2773641114904,0.0,-2133.326390965872,6.0490268543817365
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,K_xx,D2_z,-2067.2330672110215,-2067.2330672110215,0.0,-2092.140107033439,24.907039822417573
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,K_xx,Dmix_rho_z,484.9460927898309,484.9460927898309,0.0,-477.95603327755674,962.9021260673876
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,K_xy,D1_rho,28.97569975285569,28.97569975285569,0.0,-29.210139999683648,58.18583975253934
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,K_xy,D1_z,-60.040065425759195,-60.040065425759195,0.0,-59.999366603509145,-0.04069882225005017
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,K_xy,D2_rho,-1443.7540719289527,-1443.7540719289527,0.0,1453.6433351644034,-2897.3974070933564
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,K_xy,D2_z,-2707.4836325984556,-2707.4836325984556,0.0,2712.989681921178,-5420.473314519633
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,K_xy,Dmix_rho_z,-3203.3525001725816,-3203.3525001725816,0.0,-3199.6387095846676,-3.7137905879139907
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,K_xy,D1_rho,-29.210139999683648,-29.210139999683648,0.0,28.97569975285569,-58.18583975253934
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,K_xy,D1_z,-59.999366603509145,-59.999366603509145,0.0,-60.040065425759195,0.04069882225005017
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,K_xy,D2_rho,1453.6433351644034,1453.6433351644034,0.0,-1443.7540719289527,2897.3974070933564
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,K_xy,D2_z,2712.989681921178,2712.989681921178,0.0,-2707.4836325984556,5420.473314519633
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,K_xy,Dmix_rho_z,-3199.6387095846676,-3199.6387095846676,0.0,-3203.3525001725816,3.7137905879139907
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,K_xz,D1_rho,0.0,0.0,0.0,0.0,0.0
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,K_xz,D1_z,0.0,0.0,0.0,0.0,0.0
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,K_xz,D2_rho,0.0,0.0,0.0,0.0,0.0
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,K_xz,D2_z,0.0,0.0,0.0,0.0,0.0
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,K_xz,Dmix_rho_z,0.0,0.0,0.0,0.0,0.0
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,K_xz,D1_rho,0.0,0.0,0.0,0.0,0.0
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,K_xz,D1_z,0.0,0.0,0.0,0.0,0.0
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,K_xz,D2_rho,0.0,0.0,0.0,0.0,0.0
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,K_xz,D2_z,0.0,0.0,0.0,0.0,0.0
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,K_xz,Dmix_rho_z,0.0,0.0,0.0,0.0,0.0
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,K_yy,D1_rho,-43.20339086925478,-43.20339086925478,0.0,-43.15647952857208,-0.04691134068270486
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,K_yy,D1_z,48.4743464579389,48.4743464579389,0.0,-49.10902271891694,97.58336917685584
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,K_yy,D2_rho,-1469.2913747929933,-1469.2913747929933,0.0,-1464.147604626951,-5.143770166042259
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,K_yy,D2_z,-6406.351898443923,-6406.351898443923,0.0,-6372.404934226512,-33.94696421741173
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,K_yy,Dmix_rho_z,-574.335789714669,-574.335789714669,0.0,579.2547860270763,-1153.5905757417454
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,K_yy,D1_rho,-43.15647952857208,-43.15647952857208,0.0,-43.20339086925478,0.04691134068270486
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,K_yy,D1_z,-49.10902271891694,-49.10902271891694,0.0,48.4743464579389,-97.58336917685584
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,K_yy,D2_rho,-1464.147604626951,-1464.147604626951,0.0,-1469.2913747929933,5.143770166042259
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,K_yy,D2_z,-6372.404934226512,-6372.404934226512,0.0,-6406.351898443923,33.94696421741173
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,K_yy,Dmix_rho_z,579.2547860270763,579.2547860270763,0.0,-574.335789714669,1153.5905757417454
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,K_yz,D1_rho,0.0,0.0,0.0,0.0,0.0
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,K_yz,D1_z,0.0,0.0,0.0,0.0,0.0
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,K_yz,D2_rho,0.0,0.0,0.0,0.0,0.0
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,K_yz,D2_z,0.0,0.0,0.0,0.0,0.0
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,K_yz,Dmix_rho_z,0.0,0.0,0.0,0.0,0.0
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,K_yz,D1_rho,0.0,0.0,0.0,0.0,0.0
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,K_yz,D1_z,0.0,0.0,0.0,0.0,0.0
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,K_yz,D2_rho,0.0,0.0,0.0,0.0,0.0
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,K_yz,D2_z,0.0,0.0,0.0,0.0,0.0
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,K_yz,Dmix_rho_z,0.0,0.0,0.0,0.0,0.0
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,K_zz,D1_rho,0.4505483295041359,0.4505483295041359,0.0,0.45024316300928985,0.0003051664948460764
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,K_zz,D1_z,0.2608755420057263,0.2608755420057263,0.0,-0.2613836437211833,0.5222591857269097
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,K_zz,D2_rho,-26.63644409662933,-26.63644409662933,0.0,-26.563260883217694,-0.07318321341163525
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,K_zz,D2_z,-28.86787893764705,-28.86787893764705,0.0,-28.70913895640821,-0.15873998123883837
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,K_zz,Dmix_rho_z,-4.054753257582178,-4.054753257582178,0.0,4.008611835814552,-8.06336509339673
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,K_zz,D1_rho,0.45024316300928985,0.45024316300928985,0.0,0.4505483295041359,-0.0003051664948460764
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,K_zz,D1_z,-0.2613836437211833,-0.2613836437211833,0.0,0.2608755420057263,-0.5222591857269097
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,K_zz,D2_rho,-26.563260883217694,-26.563260883217694,0.0,-26.63644409662933,0.07318321341163525
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,K_zz,D2_z,-28.70913895640821,-28.70913895640821,0.0,-28.86787893764705,0.15873998123883837
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,K_zz,Dmix_rho_z,4.008611835814552,4.008611835814552,0.0,-4.054753257582178,8.06336509339673
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,psi4,D1_rho,0.24318144546682025,0.24318144546682025,0.0,0.24289355698802578,0.00028788847879446244
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,psi4,D1_z,-0.15029449058862496,-0.15029449058862496,0.0,0.15249543354990824,-0.30278992413853323
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,psi4,D2_rho,9.331782626187865,9.331782626187865,0.0,9.321396326322317,0.010386299865547954
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,psi4,D2_z,19.74060545892987,19.74060545892987,0.0,19.608122253149872,0.13248320577999806
1,outer_x2,receiver,30,8,31,5.1328125,-0.0078125,psi4,Dmix_rho_z,1.7173027157470622,1.7173027157470622,0.0,-1.7467931892951438,3.464095905042206
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,psi4,D1_rho,0.24289355698802578,0.24289355698802578,0.0,0.24318144546682025,-0.00028788847879446244
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,psi4,D1_z,0.15249543354990824,0.15249543354990824,0.0,-0.15029449058862496,0.30278992413853323
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,psi4,D2_rho,9.321396326322317,9.321396326322317,0.0,9.331782626187865,-0.010386299865547954
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,psi4,D2_z,19.608122253149872,19.608122253149872,0.0,19.74060545892987,-0.13248320577999806
1,outer_x2,paired,51,8,0,5.1328125,0.0078125,psi4,Dmix_rho_z,-1.7467931892951438,-1.7467931892951438,0.0,1.7173027157470622,-3.464095905042206
2,inner_x2,receiver,51,8,0,5.1328125,0.0078125,gamma_xx,D1_rho,0.4906646312863847,0.4906646312863847,0.0,0.4910309766396884,-0.00036634535330370976
2,inner_x2,receiver,51,8,0,5.1328125,0.0078125,gamma_xx,D1_z,0.198619463156599,0.198619463156599,0.0,-0.19627249741701905,0.3948919605736181
2,inner_x2,receiver,51,8,0,5.1328125,0.0078125,gamma_xx,D2_rho,13.42040005756319,13.42040005756319,0.0,13.42536735122465,-0.004967293661460204
2,inner_x2,receiver,51,8,0,5.1328125,0.0078125,gamma_xx,D2_z,25.499319971330195,25.499319971330195,0.0,25.61224510209039,-0.11292513076019617
2,inner_x2,receiver,51,8,0,5.1328125,0.0078125,gamma_xx,Dmix_rho_z,-2.841719827499683,-2.841719827499683,0.0,2.803704535115451,-5.645424362615134
2,inner_x2,paired,30,8,31,5.1328125,-0.0078125,gamma_xx,D1_rho,0.4910309766396884,0.4910309766396884,0.0,0.4906646312863847,0.00036634535330370976
2,inner_x2,paired,30,8,31,5.1328125,-0.0078125,gamma_xx,D1_z,-0.19627249741701905,-0.19627249741701905,0.0,0.198619463156599,-0.3948919605736181
2,inner_x2,paired,30,8,31,5.1328125,-0.0078125,gamma_xx,D2_rho,13.42536735122465,13.42536735122465,0.0,13.42040005756319,0.004967293661460204
2,inner_x2,paired,30,8,31,5.1328125,-0.0078125,gamma_xx,D2_z,25.61224510209039,25.61224510209039,0.0,25.499319971330195,0.11292513076019617
2,inner_x2,paired,30,8,31,5.1328125,-0.0078125,gamma_xx,Dmix_rho_z,2.803704535115451,2.803704535115451,0.0,-2.841719827499683,5.645424362615134
2,inner_x2,receiver,51,8,0,5.1328125,0.0078125,gamma_xy,D1_rho,0.1059215604781266,0.1059215604781266,0.0,-0.10598218820966816,0.21190374868779477
2,inner_x2,receiver,51,8,0,5.1328125,0.0078125,gamma_xy,D1_z,0.2382059358577819,0.2382059358577819,0.0,0.23816229170217645,4.364415560545454e-05
2,inner_x2,receiver,51,8,0,5.1328125,0.0078125,gamma_xy,D2_rho,-7.007536425392311,-7.007536425392311,0.0,7.021060694164488,-14.0285971195568
2,inner_x2,receiver,51,8,0,5.1328125,0.0078125,gamma_xy,D2_z,-14.117805950741824,-14.117805950741824,0.0,14.123510183769497,-28.241316134511322
2,inner_x2,receiver,51,8,0,5.1328125,0.0078125,gamma_xy,Dmix_rho_z,10.80502289210725,10.80502289210725,0.0,10.802219093576905,0.0028037985303441815
2,inner_x2,paired,30,8,31,5.1328125,-0.0078125,gamma_xy,D1_rho,-0.10598218820966816,-0.10598218820966816,0.0,0.1059215604781266,-0.21190374868779477
2,inner_x2,paired,30,8,31,5.1328125,-0.0078125,gamma_xy,D1_z,0.23816229170217645,0.23816229170217645,0.0,0.2382059358577819,-4.364415560545454e-05
2,inner_x2,paired,30,8,31,5.1328125,-0.0078125,gamma_xy,D2_rho,7.021060694164488,7.021060694164488,0.0,-7.007536425392311,14.0285971195568
2,inner_x2,paired,30,8,31,5.1328125,-0.0078125,gamma_xy,D2_z,14.123510183769497,14.123510183769497,0.0,-14.117805950741824,28.241316134511322
2,inner_x2,paired,30,8,31,5.1328125,-0.0078125,gamma_xy,Dmix_rho_z,10.802219093576905,10.802219093576905,0.0,10.80502289210725,-0.0028037985303441815
2,inner_x2,receiver,51,8,0,5.1328125,0.0078125,gamma_xz,D1_rho,0.0,0.0,0.0,0.0,0.0
2,inner_x2,receiver,51,8,0,5.1328125,0.0078125,gamma_xz,D1_z,0.0,0.0,0.0,0.0,0.0
2,inner_x2,receiver,51,8,0,5.1328125,0.0078125,gamma_xz,D2_rho,0.0,0.0,0.0,0.0,0.0
2,inner_x2,receiver,51,8,0,5.1328125,0.0078125,gamma_xz,D2_z,0.0,0.0,0.0,0.0,0.0
2,inner_x2,receiver,51,8,0,5.1328125,0.0078125,gamma_xz,Dmix_rho_z,0.0,0.0,0.0,0.0,0.0
2,inner_x2,paired,30,8,31,5.1328125,-0.0078125,gamma_xz,D1_rho,0.0,0.0,0.0,0.0,0.0
2,inner_x2,paired,30,8,31,5.1328125,-0.0078125,gamma_xz,D1_z,0.0,0.0,0.0,0.0,0.0
2,inner_x2,paired,30,8,31,5.1328125,-0.0078125,gamma_xz,D2_rho,0.0,0.0,0.0,0.0,0.0
2,inner_x2,paired,30,8,31,5.1328125,-0.0078125,gamma_xz,D2_z,0.0,0.0,0.0,0.0,0.0
2,inner_x2,paired,30,8,31,5.1328125,-0.0078125,gamma_xz,Dmix_rho_z,0.0,0.0,0.0,0.0,0.0
2,inner_x2,receiver,51,8,0,5.1328125,0.0078125,gamma_yy,D1_rho,0.3969945046142537,0.3969945046142537,0.0,0.39755168145700126,-0.0005571768427475865
2,inner_x2,receiver,51,8,0,5.1328125,0.0078125,gamma_yy,D1_z,0.2855214462820798,0.2855214462820798,0.0,-0.28089656954076553,0.5664180158228453
2,inner_x2,receiver,51,8,0,5.1328125,0.0078125,gamma_yy,D2_rho,16.049490035221485,16.049490035221485,0.0,16.076511830752647,-0.02702179553116224
2,inner_x2,receiver,51,8,0,5.1328125,0.0078125,gamma_yy,D2_z,36.75356201567031,36.75356201567031,0.0,37.059229455073115,-0.3056674394028036
