selection_rank,receiver_gid,receiver_i,receiver_j,variable,offset_i,offset_j,operators,source_gid,source_i,source_j,source_status,source_rho,source_z,writer,receiver_stored_value,expected_sender_active_value,absolute_mismatch,exact_byte_equal
1,30,8,31,K_xy,3,0,pure_rho,30,11,31,ACTIVE,5.1796875,-0.0078125,ACTIVE_STATE,0.5128316788676623,0.5128316788676623,0.0,True
1,30,8,31,K_xy,-3,1,mixed_rho_z,51,5,0,SAME_LEVEL_GHOST,5.0859375,0.0078125,SAME_RANK_SAME_LEVEL_COPY,0.6855472939441313,0.6855472939441313,0.0,True
1,30,8,31,K_xy,-2,1,mixed_rho_z,51,6,0,SAME_LEVEL_GHOST,5.1015625,0.0078125,SAME_RANK_SAME_LEVEL_COPY,0.4424482171915029,0.4424482171915029,0.0,True
1,30,8,31,K_xy,-1,1,mixed_rho_z,51,7,0,SAME_LEVEL_GHOST,5.1171875,0.0078125,SAME_RANK_SAME_LEVEL_COPY,0.014732338210474882,0.014732338210474882,0.0,True
1,30,8,31,K_xy,0,1,pure_z,51,8,0,SAME_LEVEL_GHOST,5.1328125,0.0078125,SAME_RANK_SAME_LEVEL_COPY,-0.5458394136917067,-0.5458394136917067,0.0,True
1,30,8,31,K_xy,1,1,mixed_rho_z,51,9,0,SAME_LEVEL_GHOST,5.1484375,0.0078125,SAME_RANK_SAME_LEVEL_COPY,-0.7958920932927211,-0.7958920932927211,0.0,True
1,30,8,31,K_xy,2,1,mixed_rho_z,51,10,0,SAME_LEVEL_GHOST,5.1640625,0.0078125,SAME_RANK_SAME_LEVEL_COPY,-0.7014917836191608,-0.7014917836191608,0.0,True
1,30,8,31,K_xy,3,1,mixed_rho_z,51,11,0,SAME_LEVEL_GHOST,5.1796875,0.0078125,SAME_RANK_SAME_LEVEL_COPY,-0.5163195454114415,-0.5163195454114415,0.0,True
1,30,8,31,K_xy,-3,2,mixed_rho_z,51,5,1,SAME_LEVEL_GHOST,5.0859375,0.0234375,SAME_RANK_SAME_LEVEL_COPY,1.3830763208067416,1.3830763208067416,0.0,True
1,30,8,31,K_xy,-2,2,mixed_rho_z,51,6,1,SAME_LEVEL_GHOST,5.1015625,0.0234375,SAME_RANK_SAME_LEVEL_COPY,0.8702043489349718,0.8702043489349718,0.0,True
1,30,8,31,K_xy,-1,2,mixed_rho_z,51,7,1,SAME_LEVEL_GHOST,5.1171875,0.0234375,SAME_RANK_SAME_LEVEL_COPY,0.012409419691656154,0.012409419691656154,0.0,True
1,30,8,31,K_xy,0,2,pure_z,51,8,1,SAME_LEVEL_GHOST,5.1328125,0.0234375,SAME_RANK_SAME_LEVEL_COPY,-1.0867625532072747,-1.0867625532072747,0.0,True
1,30,8,31,K_xy,1,2,mixed_rho_z,51,9,1,SAME_LEVEL_GHOST,5.1484375,0.0234375,SAME_RANK_SAME_LEVEL_COPY,-1.6052165390597957,-1.6052165390597957,0.0,True
1,30,8,31,K_xy,2,2,mixed_rho_z,51,10,1,SAME_LEVEL_GHOST,5.1640625,0.0234375,SAME_RANK_SAME_LEVEL_COPY,-1.4774469555277487,-1.4774469555277487,0.0,True
1,30,8,31,K_xy,3,2,mixed_rho_z,51,11,1,SAME_LEVEL_GHOST,5.1796875,0.0234375,SAME_RANK_SAME_LEVEL_COPY,-1.1555417103015673,-1.1555417103015673,0.0,True
1,30,8,31,K_xy,-3,3,mixed_rho_z,51,5,2,SAME_LEVEL_GHOST,5.0859375,0.0390625,SAME_RANK_SAME_LEVEL_COPY,1.3190734384701894,1.3190734384701894,0.0,True
1,30,8,31,K_xy,-2,3,mixed_rho_z,51,6,2,SAME_LEVEL_GHOST,5.1015625,0.0390625,SAME_RANK_SAME_LEVEL_COPY,0.7856961032536887,0.7856961032536887,0.0,True
1,30,8,31,K_xy,-1,3,mixed_rho_z,51,7,2,SAME_LEVEL_GHOST,5.1171875,0.0390625,SAME_RANK_SAME_LEVEL_COPY,-0.02154940995348525,-0.02154940995348525,0.0,True
1,30,8,31,K_xy,0,3,pure_z,51,8,2,SAME_LEVEL_GHOST,5.1328125,0.0390625,SAME_RANK_SAME_LEVEL_COPY,-1.0068681665747001,-1.0068681665747001,0.0,True
1,30,8,31,K_xy,1,3,mixed_rho_z,51,9,2,SAME_LEVEL_GHOST,5.1484375,0.0390625,SAME_RANK_SAME_LEVEL_COPY,-1.5304421581010077,-1.5304421581010077,0.0,True
1,30,8,31,K_xy,2,3,mixed_rho_z,51,10,2,SAME_LEVEL_GHOST,5.1640625,0.0390625,SAME_RANK_SAME_LEVEL_COPY,-1.5330779088988196,-1.5330779088988196,0.0,True
1,30,8,31,K_xy,3,3,mixed_rho_z,51,11,2,SAME_LEVEL_GHOST,5.1796875,0.0390625,SAME_RANK_SAME_LEVEL_COPY,-1.3275680112849257,-1.3275680112849257,0.0,True
1,30,8,31,K_xz,-3,-3,mixed_rho_z,30,5,28,ACTIVE,5.0859375,-0.0546875,ACTIVE_STATE,0.0,0.0,0.0,True
1,30,8,31,K_xz,-2,-3,mixed_rho_z,30,6,28,ACTIVE,5.1015625,-0.0546875,ACTIVE_STATE,0.0,0.0,0.0,True
1,30,8,31,K_xz,-1,-3,mixed_rho_z,30,7,28,ACTIVE,5.1171875,-0.0546875,ACTIVE_STATE,0.0,0.0,0.0,True
1,30,8,31,K_xz,0,-3,pure_z,30,8,28,ACTIVE,5.1328125,-0.0546875,ACTIVE_STATE,0.0,0.0,0.0,True
1,30,8,31,K_xz,1,-3,mixed_rho_z,30,9,28,ACTIVE,5.1484375,-0.0546875,ACTIVE_STATE,0.0,0.0,0.0,True
1,30,8,31,K_xz,2,-3,mixed_rho_z,30,10,28,ACTIVE,5.1640625,-0.0546875,ACTIVE_STATE,0.0,0.0,0.0,True
1,30,8,31,K_xz,3,-3,mixed_rho_z,30,11,28,ACTIVE,5.1796875,-0.0546875,ACTIVE_STATE,0.0,0.0,0.0,True
1,30,8,31,K_xz,-3,-2,mixed_rho_z,30,5,29,ACTIVE,5.0859375,-0.0390625,ACTIVE_STATE,0.0,0.0,0.0,True
1,30,8,31,K_xz,-2,-2,mixed_rho_z,30,6,29,ACTIVE,5.1015625,-0.0390625,ACTIVE_STATE,0.0,0.0,0.0,True
1,30,8,31,K_xz,-1,-2,mixed_rho_z,30,7,29,ACTIVE,5.1171875,-0.0390625,ACTIVE_STATE,0.0,0.0,0.0,True
1,30,8,31,K_xz,0,-2,pure_z,30,8,29,ACTIVE,5.1328125,-0.0390625,ACTIVE_STATE,0.0,0.0,0.0,True
1,30,8,31,K_xz,1,-2,mixed_rho_z,30,9,29,ACTIVE,5.1484375,-0.0390625,ACTIVE_STATE,0.0,0.0,0.0,True
1,30,8,31,K_xz,2,-2,mixed_rho_z,30,10,29,ACTIVE,5.1640625,-0.0390625,ACTIVE_STATE,0.0,0.0,0.0,True
1,30,8,31,K_xz,3,-2,mixed_rho_z,30,11,29,ACTIVE,5.1796875,-0.0390625,ACTIVE_STATE,0.0,0.0,0.0,True
1,30,8,31,K_xz,-3,-1,mixed_rho_z,30,5,30,ACTIVE,5.0859375,-0.0234375,ACTIVE_STATE,0.0,0.0,0.0,True
1,30,8,31,K_xz,-2,-1,mixed_rho_z,30,6,30,ACTIVE,5.1015625,-0.0234375,ACTIVE_STATE,0.0,0.0,0.0,True
1,30,8,31,K_xz,-1,-1,mixed_rho_z,30,7,30,ACTIVE,5.1171875,-0.0234375,ACTIVE_STATE,0.0,0.0,0.0,True
1,30,8,31,K_xz,0,-1,pure_z,30,8,30,ACTIVE,5.1328125,-0.0234375,ACTIVE_STATE,0.0,0.0,0.0,True
1,30,8,31,K_xz,1,-1,mixed_rho_z,30,9,30,ACTIVE,5.1484375,-0.0234375,ACTIVE_STATE,0.0,0.0,0.0,True
1,30,8,31,K_xz,2,-1,mixed_rho_z,30,10,30,ACTIVE,5.1640625,-0.0234375,ACTIVE_STATE,0.0,0.0,0.0,True
1,30,8,31,K_xz,3,-1,mixed_rho_z,30,11,30,ACTIVE,5.1796875,-0.0234375,ACTIVE_STATE,0.0,0.0,0.0,True
1,30,8,31,K_xz,-3,0,pure_rho,30,5,31,ACTIVE,5.0859375,-0.0078125,ACTIVE_STATE,0.0,0.0,0.0,True
1,30,8,31,K_xz,-2,0,pure_rho,30,6,31,ACTIVE,5.1015625,-0.0078125,ACTIVE_STATE,0.0,0.0,0.0,True
1,30,8,31,K_xz,-1,0,pure_rho,30,7,31,ACTIVE,5.1171875,-0.0078125,ACTIVE_STATE,0.0,0.0,0.0,True
1,30,8,31,K_xz,0,0,center;pure_rho;pure_z,30,8,31,ACTIVE,5.1328125,-0.0078125,ACTIVE_STATE,0.0,0.0,0.0,True
1,30,8,31,K_xz,1,0,pure_rho,30,9,31,ACTIVE,5.1484375,-0.0078125,ACTIVE_STATE,0.0,0.0,0.0,True
1,30,8,31,K_xz,2,0,pure_rho,30,10,31,ACTIVE,5.1640625,-0.0078125,ACTIVE_STATE,0.0,0.0,0.0,True
1,30,8,31,K_xz,3,0,pure_rho,30,11,31,ACTIVE,5.1796875,-0.0078125,ACTIVE_STATE,0.0,0.0,0.0,True
1,30,8,31,K_xz,-3,1,mixed_rho_z,51,5,0,SAME_LEVEL_GHOST,5.0859375,0.0078125,SAME_RANK_SAME_LEVEL_COPY,0.0,0.0,0.0,True
1,30,8,31,K_xz,-2,1,mixed_rho_z,51,6,0,SAME_LEVEL_GHOST,5.1015625,0.0078125,SAME_RANK_SAME_LEVEL_COPY,0.0,0.0,0.0,True
1,30,8,31,K_xz,-1,1,mixed_rho_z,51,7,0,SAME_LEVEL_GHOST,5.1171875,0.0078125,SAME_RANK_SAME_LEVEL_COPY,0.0,0.0,0.0,True
1,30,8,31,K_xz,0,1,pure_z,51,8,0,SAME_LEVEL_GHOST,5.1328125,0.0078125,SAME_RANK_SAME_LEVEL_COPY,0.0,0.0,0.0,True
1,30,8,31,K_xz,1,1,mixed_rho_z,51,9,0,SAME_LEVEL_GHOST,5.1484375,0.0078125,SAME_RANK_SAME_LEVEL_COPY,0.0,0.0,0.0,True
1,30,8,31,K_xz,2,1,mixed_rho_z,51,10,0,SAME_LEVEL_GHOST,5.1640625,0.0078125,SAME_RANK_SAME_LEVEL_COPY,0.0,0.0,0.0,True
1,30,8,31,K_xz,3,1,mixed_rho_z,51,11,0,SAME_LEVEL_GHOST,5.1796875,0.0078125,SAME_RANK_SAME_LEVEL_COPY,0.0,0.0,0.0,True
1,30,8,31,K_xz,-3,2,mixed_rho_z,51,5,1,SAME_LEVEL_GHOST,5.0859375,0.0234375,SAME_RANK_SAME_LEVEL_COPY,0.0,0.0,0.0,True
1,30,8,31,K_xz,-2,2,mixed_rho_z,51,6,1,SAME_LEVEL_GHOST,5.1015625,0.0234375,SAME_RANK_SAME_LEVEL_COPY,0.0,0.0,0.0,True
1,30,8,31,K_xz,-1,2,mixed_rho_z,51,7,1,SAME_LEVEL_GHOST,5.1171875,0.0234375,SAME_RANK_SAME_LEVEL_COPY,0.0,0.0,0.0,True
1,30,8,31,K_xz,0,2,pure_z,51,8,1,SAME_LEVEL_GHOST,5.1328125,0.0234375,SAME_RANK_SAME_LEVEL_COPY,0.0,0.0,0.0,True
1,30,8,31,K_xz,1,2,mixed_rho_z,51,9,1,SAME_LEVEL_GHOST,5.1484375,0.0234375,SAME_RANK_SAME_LEVEL_COPY,0.0,0.0,0.0,True
1,30,8,31,K_xz,2,2,mixed_rho_z,51,10,1,SAME_LEVEL_GHOST,5.1640625,0.0234375,SAME_RANK_SAME_LEVEL_COPY,0.0,0.0,0.0,True
1,30,8,31,K_xz,3,2,mixed_rho_z,51,11,1,SAME_LEVEL_GHOST,5.1796875,0.0234375,SAME_RANK_SAME_LEVEL_COPY,0.0,0.0,0.0,True
1,30,8,31,K_xz,-3,3,mixed_rho_z,51,5,2,SAME_LEVEL_GHOST,5.0859375,0.0390625,SAME_RANK_SAME_LEVEL_COPY,0.0,0.0,0.0,True
1,30,8,31,K_xz,-2,3,mixed_rho_z,51,6,2,SAME_LEVEL_GHOST,5.1015625,0.0390625,SAME_RANK_SAME_LEVEL_COPY,0.0,0.0,0.0,True
1,30,8,31,K_xz,-1,3,mixed_rho_z,51,7,2,SAME_LEVEL_GHOST,5.1171875,0.0390625,SAME_RANK_SAME_LEVEL_COPY,0.0,0.0,0.0,True
1,30,8,31,K_xz,0,3,pure_z,51,8,2,SAME_LEVEL_GHOST,5.1328125,0.0390625,SAME_RANK_SAME_LEVEL_COPY,0.0,0.0,0.0,True
1,30,8,31,K_xz,1,3,mixed_rho_z,51,9,2,SAME_LEVEL_GHOST,5.1484375,0.0390625,SAME_RANK_SAME_LEVEL_COPY,0.0,0.0,0.0,True
1,30,8,31,K_xz,2,3,mixed_rho_z,51,10,2,SAME_LEVEL_GHOST,5.1640625,0.0390625,SAME_RANK_SAME_LEVEL_COPY,0.0,0.0,0.0,True
1,30,8,31,K_xz,3,3,mixed_rho_z,51,11,2,SAME_LEVEL_GHOST,5.1796875,0.0390625,SAME_RANK_SAME_LEVEL_COPY,0.0,0.0,0.0,True
1,30,8,31,K_yy,-3,-3,mixed_rho_z,30,5,28,ACTIVE,5.0859375,-0.0546875,ACTIVE_STATE,0.5910750991509712,0.5910750991509712,0.0,True
1,30,8,31,K_yy,-2,-3,mixed_rho_z,30,6,28,ACTIVE,5.1015625,-0.0546875,ACTIVE_STATE,-0.05075552866678719,-0.05075552866678719,0.0,True
1,30,8,31,K_yy,-1,-3,mixed_rho_z,30,7,28,ACTIVE,5.1171875,-0.0546875,ACTIVE_STATE,-0.23891239718707857,-0.23891239718707857,0.0,True
1,30,8,31,K_yy,0,-3,pure_z,30,8,28,ACTIVE,5.1328125,-0.0546875,ACTIVE_STATE,0.04833036629195069,0.04833036629195069,0.0,True
1,30,8,31,K_yy,1,-3,mixed_rho_z,30,9,28,ACTIVE,5.1484375,-0.0546875,ACTIVE_STATE,0.5491852753902342,0.5491852753902342,0.0,True
1,30,8,31,K_yy,2,-3,mixed_rho_z,30,10,28,ACTIVE,5.1640625,-0.0546875,ACTIVE_STATE,1.1972287692845103,1.1972287692845103,0.0,True
1,30,8,31,K_yy,3,-3,mixed_rho_z,30,11,28,ACTIVE,5.1796875,-0.0546875,ACTIVE_STATE,1.5562152845303407,1.5562152845303407,0.0,True
1,30,8,31,K_yy,-3,-2,mixed_rho_z,30,5,29,ACTIVE,5.0859375,-0.0390625,ACTIVE_STATE,2.0758293498361815,2.0758293498361815,0.0,True
1,30,8,31,K_yy,-2,-2,mixed_rho_z,30,6,29,ACTIVE,5.1015625,-0.0390625,ACTIVE_STATE,1.758241478398594,1.758241478398594,0.0,True
1,30,8,31,K_yy,-1,-2,mixed_rho_z,30,7,29,ACTIVE,5.1171875,-0.0390625,ACTIVE_STATE,1.660861593939084,1.660861593939084,0.0,True
1,30,8,31,K_yy,0,-2,pure_z,30,8,29,ACTIVE,5.1328125,-0.0390625,ACTIVE_STATE,1.794291640136209,1.794291640136209,0.0,True
1,30,8,31,K_yy,1,-2,mixed_rho_z,30,9,29,ACTIVE,5.1484375,-0.0390625,ACTIVE_STATE,2.002819925595706,2.002819925595706,0.0,True
1,30,8,31,K_yy,2,-2,mixed_rho_z,30,10,29,ACTIVE,5.1640625,-0.0390625,ACTIVE_STATE,2.25505390454765,2.25505390454765,0.0,True
1,30,8,31,K_yy,3,-2,mixed_rho_z,30,11,29,ACTIVE,5.1796875,-0.0390625,ACTIVE_STATE,2.306349132578648,2.306349132578648,0.0,True
1,30,8,31,K_yy,-3,-1,mixed_rho_z,30,5,30,ACTIVE,5.0859375,-0.0234375,ACTIVE_STATE,4.353166513333331,4.353166513333331,0.0,True
1,30,8,31,K_yy,-2,-1,mixed_rho_z,30,6,30,ACTIVE,5.1015625,-0.0234375,ACTIVE_STATE,4.865820382210065,4.865820382210065,0.0,True
1,30,8,31,K_yy,-1,-1,mixed_rho_z,30,7,30,ACTIVE,5.1171875,-0.0234375,ACTIVE_STATE,5.0053420093795085,5.0053420093795085,0.0,True
1,30,8,31,K_yy,0,-1,pure_z,30,8,30,ACTIVE,5.1328125,-0.0234375,ACTIVE_STATE,4.7571588631792014,4.7571588631792014,0.0,True
1,30,8,31,K_yy,1,-1,mixed_rho_z,30,9,30,ACTIVE,5.1484375,-0.0234375,ACTIVE_STATE,4.278057540701792,4.278057540701792,0.0,True
1,30,8,31,K_yy,2,-1,mixed_rho_z,30,10,30,ACTIVE,5.1640625,-0.0234375,ACTIVE_STATE,3.618717492889381,3.618717492889381,0.0,True
1,30,8,31,K_yy,3,-1,mixed_rho_z,30,11,30,ACTIVE,5.1796875,-0.0234375,ACTIVE_STATE,3.0750795873311514,3.0750795873311514,0.0,True
1,30,8,31,K_yy,-3,0,pure_rho,30,5,31,ACTIVE,5.0859375,-0.0078125,ACTIVE_STATE,5.5632696858692485,5.5632696858692485,0.0,True
1,30,8,31,K_yy,-2,0,pure_rho,30,6,31,ACTIVE,5.1015625,-0.0078125,ACTIVE_STATE,6.509535392527448,6.509535392527448,0.0,True
1,30,8,31,K_yy,-1,0,pure_rho,30,7,31,ACTIVE,5.1171875,-0.0078125,ACTIVE_STATE,6.7720948199613185,6.7720948199613185,0.0,True
1,30,8,31,K_yy,0,0,center;pure_rho;pure_z,30,8,31,ACTIVE,5.1328125,-0.0078125,ACTIVE_STATE,6.324730152662551,6.324730152662551,0.0,True
1,30,8,31,K_yy,1,0,pure_rho,30,9,31,ACTIVE,5.1484375,-0.0078125,ACTIVE_STATE,5.485525199023164,5.485525199023164,0.0,True
1,30,8,31,K_yy,2,0,pure_rho,30,10,31,ACTIVE,5.1640625,-0.0078125,ACTIVE_STATE,4.346332558257354,4.346332558257354,0.0,True
1,30,8,31,K_yy,3,0,pure_rho,30,11,31,ACTIVE,5.1796875,-0.0078125,ACTIVE_STATE,3.486898179728971,3.486898179728971,0.0,True
1,30,8,31,K_yy,-3,1,mixed_rho_z,51,5,0,SAME_LEVEL_GHOST,5.0859375,0.0078125,SAME_RANK_SAME_LEVEL_COPY,5.560610762045499,5.560610762045499,0.0,True
1,30,8,31,K_yy,-2,1,mixed_rho_z,51,6,0,SAME_LEVEL_GHOST,5.1015625,0.0078125,SAME_RANK_SAME_LEVEL_COPY,6.504620684030705,6.504620684030705,0.0,True
1,30,8,31,K_yy,-1,1,mixed_rho_z,51,7,0,SAME_LEVEL_GHOST,5.1171875,0.0078125,SAME_RANK_SAME_LEVEL_COPY,6.766063948640227,6.766063948640227,0.0,True
1,30,8,31,K_yy,0,1,pure_z,51,8,0,SAME_LEVEL_GHOST,5.1328125,0.0078125,SAME_RANK_SAME_LEVEL_COPY,6.318825099692361,6.318825099692361,0.0,True
1,30,8,31,K_yy,1,1,mixed_rho_z,51,9,0,SAME_LEVEL_GHOST,5.1484375,0.0078125,SAME_RANK_SAME_LEVEL_COPY,5.481009442610758,5.481009442610758,0.0,True
1,30,8,31,K_yy,2,1,mixed_rho_z,51,10,0,SAME_LEVEL_GHOST,5.1640625,0.0078125,SAME_RANK_SAME_LEVEL_COPY,4.3443288348162765,4.3443288348162765,0.0,True
1,30,8,31,K_yy,3,1,mixed_rho_z,51,11,0,SAME_LEVEL_GHOST,5.1796875,0.0078125,SAME_RANK_SAME_LEVEL_COPY,3.48623733240543,3.48623733240543,0.0,True
1,30,8,31,K_yy,-3,2,mixed_rho_z,51,5,1,SAME_LEVEL_GHOST,5.0859375,0.0234375,SAME_RANK_SAME_LEVEL_COPY,4.347920570704295,4.347920570704295,0.0,True
1,30,8,31,K_yy,-2,2,mixed_rho_z,51,6,1,SAME_LEVEL_GHOST,5.1015625,0.0234375,SAME_RANK_SAME_LEVEL_COPY,4.856704029800892,4.856704029800892,0.0,True
1,30,8,31,K_yy,-1,2,mixed_rho_z,51,7,1,SAME_LEVEL_GHOST,5.1171875,0.0234375,SAME_RANK_SAME_LEVEL_COPY,4.994288007729574,4.994288007729574,0.0,True
1,30,8,31,K_yy,0,2,pure_z,51,8,1,SAME_LEVEL_GHOST,5.1328125,0.0234375,SAME_RANK_SAME_LEVEL_COPY,4.746296368249753,4.746296368249753,0.0,True
1,30,8,31,K_yy,1,2,mixed_rho_z,51,9,1,SAME_LEVEL_GHOST,5.1484375,0.0234375,SAME_RANK_SAME_LEVEL_COPY,4.269530640953292,4.269530640953292,0.0,True
1,30,8,31,K_yy,2,2,mixed_rho_z,51,10,1,SAME_LEVEL_GHOST,5.1640625,0.0234375,SAME_RANK_SAME_LEVEL_COPY,3.6144148252521613,3.6144148252521613,0.0,True
1,30,8,31,K_yy,3,2,mixed_rho_z,51,11,1,SAME_LEVEL_GHOST,5.1796875,0.0234375,SAME_RANK_SAME_LEVEL_COPY,3.0731557883300873,3.0731557883300873,0.0,True
1,30,8,31,K_yy,-3,3,mixed_rho_z,51,5,2,SAME_LEVEL_GHOST,5.0859375,0.0390625,SAME_RANK_SAME_LEVEL_COPY,2.0710988471462723,2.0710988471462723,0.0,True
1,30,8,31,K_yy,-2,3,mixed_rho_z,51,6,2,SAME_LEVEL_GHOST,5.1015625,0.0390625,SAME_RANK_SAME_LEVEL_COPY,1.7512086874397832,1.7512086874397832,0.0,True
1,30,8,31,K_yy,-1,3,mixed_rho_z,51,7,2,SAME_LEVEL_GHOST,5.1171875,0.0390625,SAME_RANK_SAME_LEVEL_COPY,1.652626199338672,1.652626199338672,0.0,True
1,30,8,31,K_yy,0,3,pure_z,51,8,2,SAME_LEVEL_GHOST,5.1328125,0.0390625,SAME_RANK_SAME_LEVEL_COPY,1.786092080539366,1.786092080539366,0.0,True
1,30,8,31,K_yy,1,3,mixed_rho_z,51,9,2,SAME_LEVEL_GHOST,5.1484375,0.0390625,SAME_RANK_SAME_LEVEL_COPY,1.995893268087715,1.995893268087715,0.0,True
1,30,8,31,K_yy,2,3,mixed_rho_z,51,10,2,SAME_LEVEL_GHOST,5.1640625,0.0390625,SAME_RANK_SAME_LEVEL_COPY,2.2504806067951413,2.2504806067951413,0.0,True
1,30,8,31,K_yy,3,3,mixed_rho_z,51,11,2,SAME_LEVEL_GHOST,5.1796875,0.0390625,SAME_RANK_SAME_LEVEL_COPY,2.3033922977080445,2.3033922977080445,0.0,True
1,30,8,31,K_yz,-3,-3,mixed_rho_z,30,5,28,ACTIVE,5.0859375,-0.0546875,ACTIVE_STATE,0.0,0.0,0.0,True
1,30,8,31,K_yz,-2,-3,mixed_rho_z,30,6,28,ACTIVE,5.1015625,-0.0546875,ACTIVE_STATE,0.0,0.0,0.0,True
1,30,8,31,K_yz,-1,-3,mixed_rho_z,30,7,28,ACTIVE,5.1171875,-0.0546875,ACTIVE_STATE,0.0,0.0,0.0,True
1,30,8,31,K_yz,0,-3,pure_z,30,8,28,ACTIVE,5.1328125,-0.0546875,ACTIVE_STATE,0.0,0.0,0.0,True
1,30,8,31,K_yz,1,-3,mixed_rho_z,30,9,28,ACTIVE,5.1484375,-0.0546875,ACTIVE_STATE,0.0,0.0,0.0,True
1,30,8,31,K_yz,2,-3,mixed_rho_z,30,10,28,ACTIVE,5.1640625,-0.0546875,ACTIVE_STATE,0.0,0.0,0.0,True
1,30,8,31,K_yz,3,-3,mixed_rho_z,30,11,28,ACTIVE,5.1796875,-0.0546875,ACTIVE_STATE,0.0,0.0,0.0,True
1,30,8,31,K_yz,-3,-2,mixed_rho_z,30,5,29,ACTIVE,5.0859375,-0.0390625,ACTIVE_STATE,0.0,0.0,0.0,True
1,30,8,31,K_yz,-2,-2,mixed_rho_z,30,6,29,ACTIVE,5.1015625,-0.0390625,ACTIVE_STATE,0.0,0.0,0.0,True
1,30,8,31,K_yz,-1,-2,mixed_rho_z,30,7,29,ACTIVE,5.1171875,-0.0390625,ACTIVE_STATE,0.0,0.0,0.0,True
1,30,8,31,K_yz,0,-2,pure_z,30,8,29,ACTIVE,5.1328125,-0.0390625,ACTIVE_STATE,0.0,0.0,0.0,True
1,30,8,31,K_yz,1,-2,mixed_rho_z,30,9,29,ACTIVE,5.1484375,-0.0390625,ACTIVE_STATE,0.0,0.0,0.0,True
1,30,8,31,K_yz,2,-2,mixed_rho_z,30,10,29,ACTIVE,5.1640625,-0.0390625,ACTIVE_STATE,0.0,0.0,0.0,True
1,30,8,31,K_yz,3,-2,mixed_rho_z,30,11,29,ACTIVE,5.1796875,-0.0390625,ACTIVE_STATE,0.0,0.0,0.0,True
1,30,8,31,K_yz,-3,-1,mixed_rho_z,30,5,30,ACTIVE,5.0859375,-0.0234375,ACTIVE_STATE,0.0,0.0,0.0,True
1,30,8,31,K_yz,-2,-1,mixed_rho_z,30,6,30,ACTIVE,5.1015625,-0.0234375,ACTIVE_STATE,0.0,0.0,0.0,True
1,30,8,31,K_yz,-1,-1,mixed_rho_z,30,7,30,ACTIVE,5.1171875,-0.0234375,ACTIVE_STATE,0.0,0.0,0.0,True
1,30,8,31,K_yz,0,-1,pure_z,30,8,30,ACTIVE,5.1328125,-0.0234375,ACTIVE_STATE,0.0,0.0,0.0,True
1,30,8,31,K_yz,1,-1,mixed_rho_z,30,9,30,ACTIVE,5.1484375,-0.0234375,ACTIVE_STATE,0.0,0.0,0.0,True
1,30,8,31,K_yz,2,-1,mixed_rho_z,30,10,30,ACTIVE,5.1640625,-0.0234375,ACTIVE_STATE,0.0,0.0,0.0,True
1,30,8,31,K_yz,3,-1,mixed_rho_z,30,11,30,ACTIVE,5.1796875,-0.0234375,ACTIVE_STATE,0.0,0.0,0.0,True
1,30,8,31,K_yz,-3,0,pure_rho,30,5,31,ACTIVE,5.0859375,-0.0078125,ACTIVE_STATE,0.0,0.0,0.0,True
1,30,8,31,K_yz,-2,0,pure_rho,30,6,31,ACTIVE,5.1015625,-0.0078125,ACTIVE_STATE,0.0,0.0,0.0,True
1,30,8,31,K_yz,-1,0,pure_rho,30,7,31,ACTIVE,5.1171875,-0.0078125,ACTIVE_STATE,0.0,0.0,0.0,True
1,30,8,31,K_yz,0,0,center;pure_rho;pure_z,30,8,31,ACTIVE,5.1328125,-0.0078125,ACTIVE_STATE,0.0,0.0,0.0,True
1,30,8,31,K_yz,1,0,pure_rho,30,9,31,ACTIVE,5.1484375,-0.0078125,ACTIVE_STATE,0.0,0.0,0.0,True
1,30,8,31,K_yz,2,0,pure_rho,30,10,31,ACTIVE,5.1640625,-0.0078125,ACTIVE_STATE,0.0,0.0,0.0,True
1,30,8,31,K_yz,3,0,pure_rho,30,11,31,ACTIVE,5.1796875,-0.0078125,ACTIVE_STATE,0.0,0.0,0.0,True
1,30,8,31,K_yz,-3,1,mixed_rho_z,51,5,0,SAME_LEVEL_GHOST,5.0859375,0.0078125,SAME_RANK_SAME_LEVEL_COPY,0.0,0.0,0.0,True
1,30,8,31,K_yz,-2,1,mixed_rho_z,51,6,0,SAME_LEVEL_GHOST,5.1015625,0.0078125,SAME_RANK_SAME_LEVEL_COPY,0.0,0.0,0.0,True
1,30,8,31,K_yz,-1,1,mixed_rho_z,51,7,0,SAME_LEVEL_GHOST,5.1171875,0.0078125,SAME_RANK_SAME_LEVEL_COPY,0.0,0.0,0.0,True
1,30,8,31,K_yz,0,1,pure_z,51,8,0,SAME_LEVEL_GHOST,5.1328125,0.0078125,SAME_RANK_SAME_LEVEL_COPY,0.0,0.0,0.0,True
1,30,8,31,K_yz,1,1,mixed_rho_z,51,9,0,SAME_LEVEL_GHOST,5.1484375,0.0078125,SAME_RANK_SAME_LEVEL_COPY,0.0,0.0,0.0,True
1,30,8,31,K_yz,2,1,mixed_rho_z,51,10,0,SAME_LEVEL_GHOST,5.1640625,0.0078125,SAME_RANK_SAME_LEVEL_COPY,0.0,0.0,0.0,True
1,30,8,31,K_yz,3,1,mixed_rho_z,51,11,0,SAME_LEVEL_GHOST,5.1796875,0.0078125,SAME_RANK_SAME_LEVEL_COPY,0.0,0.0,0.0,True
