classification	target_time	final_time	run_exit_status	gate_passed	old_mode_recurrence	GH_RMS	reduction_RMS	curl_RMS	metric_error_RMS	relative_D_Linf	relative_source_Linf	GH_slope	GH_e_folding_time	GH_r_squared
PASS_STATIONARY_SEGMENT	5.0	5.0	0	1	0	5.017233852531805e-13	1.833701920867178e-12	1.3562349244151102e-13	4.830301161831005e-11	1.840638752531103e-12	1.406222184116866e-11	0.18020607322527946	5.54920254407785	0.9796641072715314
