axis_tau,variable,N128,N256,N512,difference_128_256,difference_256_512,observed_order
1.0,C-norm2,0.006200146688058824,0.004892318374333419,0.011214995620811321,0.0013078283137254046,0.006322677246477902,-2.2733624139324093
1.0,H-norm2,0.0035509387299259305,0.0021891824096192574,0.0021147344630423944,0.001361756320306673,7.444794657686295e-05,4.193092695991453
1.0,M-norm2,0.0013755624078844386,0.00026662829309458304,0.0003358796747659658,0.0011089341147898556,6.925138167138275e-05,4.001186987410177
1.0,Z-norm2,0.00025592791093218513,0.00048886112258081,0.0018303778602600808,0.0002329332116486249,0.0013415167376792708,-2.5258767957796344
1.0,Mx-norm2,0.002008922528068588,0.000516568250683219,0.0005990093514031886,0.0014923542773853692,8.244110071996963e-05,4.178082487277867
1.0,My-norm2,0.0013047962471348102,7.299326027845199e-05,0.00011213522379594264,0.0012318029868563583,3.914196351749066e-05,4.975911592148109
1.0,Mz-norm2,0.0,0.0,0.0,0.0,0.0,
1.0,Theta-norm,0.00024993390651971436,0.0004810631812963382,0.0014428700419626367,0.00023112927477662382,0.0009618068606662985,-2.057047214366015
1.0,Volume,47761.487647730675,47762.27777334846,47763.19527491926,0.7901256177865434,0.9175015707951388,-0.21562859011861515
1.0,max_abs_K,0.1769911916489199,0.1869794611344347,0.18719971879257144,0.009988269485514789,0.00022025765813674103,5.502970659810272
1.0,nmb_total,32.0,32.0,32.0,0.0,0.0,
1.0,maxAbsKret,10.547249560391968,10.833245016824579,10.852364997567763,0.2859954564326106,0.01911998074318433,3.9028392518914994
1.0,maxRefLev,0.0,0.0,0.0,0.0,0.0,
1.0,maxNmbRank,32.0,32.0,32.0,0.0,0.0,
1.0,ahStatus,0.0,0.0,0.0,0.0,0.0,
1.0,ahLastCyc,-1.0,-1.0,-1.0,0.0,0.0,
1.0,cycle,139.66835443459883,279.3095405784302,558.5430588661345,139.64118614383136,279.2335182877043,-0.9997476117516559
1.0,axisLapse,0.6159094025910122,0.6159084590072809,0.6159083112447814,9.435837313720441e-07,1.4776249945835929e-07,2.674870369456974
1.0,axisTau,1.0,1.0,1.0,0.0,0.0,
1.0,axisKret,0.0005560363703301168,0.0005072697865538398,0.0005026051107457098,4.8766583776276994e-05,4.664675808129979e-06,3.386044188115131
1.0,ax-C2,7.138676566752311e-05,0.00024009440266964366,0.0015956497064076296,0.00016870763700212055,0.001355555303737986,-3.006286785564506
1.0,ax-H2,5.746581821725649e-05,0.00012722893084148005,0.0007772720090194654,6.976311262422356e-05,0.0006500430781779853,-3.2199990128581035
1.0,ax-M2,2.8462301093291455e-07,1.1565418765020134e-05,0.0001287615853551228,1.1280795754087219e-05,0.00011719616659010265,-3.3769846359104934
1.0,ax-Z2,2.3549082584221534e-06,2.01659452940328e-05,0.0001424720941694669,1.7811037035610645e-05,0.0001223061488754341,-2.7796535124581174
1.0,ax-N,1285.0,2565.0,5125.0,1280.0,2560.0,-1.0
1.0,off-C2,0.006198531882343772,0.00489129089766783,0.011213959194074962,0.0013072409846759418,0.0063226682964071315,-2.274008413227377
1.0,off-H2,0.003549780057166956,0.0021886863300727573,0.002114238123534815,0.0013610937270941985,7.444820653794253e-05,4.19238551171856
1.0,off-M2,0.0013755517141087379,0.00026654022944794475,0.00033573687273157743,0.001109011484660793,6.919664328363268e-05,4.00242844087071
1.0,off-Z2,0.00025585334103434904,0.0004887731728391205,0.0018302958127952402,0.00023291983180477143,0.0013415226399561197,-2.525966014972473
1.0,off-Vol,47681.904656854626,47742.3850528211,47758.222253305285,60.480395966471406,15.837200484187633,1.9331502498141737
1.0,L0-C2,1.5009766011367957e-05,8.047513183497324e-05,0.0005544475567436179,6.546536582360528e-05,0.00047397242490864464,-2.8559993656211606
1.0,L0-H2,1.2136730138746623e-05,5.600890048101134e-05,0.0003842981128186442,4.387217034226472e-05,0.0003282892123376329,-2.903589360485846
1.0,L0-M2,1.4039333767904406e-07,4.176736408790265e-06,3.198295765424531e-05,4.036343071111221e-06,2.7806221245455046e-05,-2.7842869941086805
1.0,L0-Z2,4.716249522524414e-07,4.031862847833485e-06,2.851885902739422e-05,3.560237895581044e-06,2.4486996179560736e-05,-2.781970258714392
1.0,L0-N,257.0,513.0,1025.0,256.0,512.0,-1.0
1.0,L1-C2,1.4076192178327743e-05,4.182337198771969e-05,0.0004276429542101978,2.774717980939195e-05,0.0003858195822224781,-3.7975133188381234
1.0,L1-H2,1.1293091658252987e-05,1.77685965290195e-05,0.0002457373837652139,6.4755048707665125e-06,0.0002279687872361944,-5.137699819761618
1.0,L1-M2,5.3334232400023844e-08,3.758162252105561e-06,4.388702655866701e-05,3.7048280197055376e-06,4.012886430656145e-05,-3.4371618483051716
1.0,L1-Z2,4.715231107409441e-07,4.044102989170781e-06,2.850867463867856e-05,3.572579878429837e-06,2.4464571649507778e-05,-2.7756558491705836
1.0,L1-N,257.0,513.0,1025.0,256.0,512.0,-1.0
1.0,L2-C2,1.4146936075491964e-05,4.580040652647302e-05,0.00021566178462807632,3.165347045098106e-05,0.0001698613781016033,-2.4239222709443817
1.0,L2-H2,1.1385802814769795e-05,2.3961781576709703e-05,4.487378479452223e-05,1.2575978761939908e-05,2.0912003217812527e-05,-0.73366058192235
1.0,L2-M2,3.304509708074418e-08,1.5965206030321718e-06,3.2953982159636926e-05,1.5634755059514276e-06,3.1357461556604756e-05,-4.32598025269903
1.0,L2-Z2,4.711948516458117e-07,4.029677553952964e-06,2.8487738614310454e-05,3.558482702307152e-06,2.445806106035749e-05,-2.7809759089713135
1.0,L2-N,257.0,513.0,1025.0,256.0,512.0,-1.0
1.0,L3-C2,1.4060512233407443e-05,3.59271551771987e-05,0.0001918653264021843,2.1866642943791255e-05,0.0001559381712249856,-2.8341704663714404
1.0,L3-H2,1.1305323710096513e-05,1.4335594066009519e-05,4.010393757547776e-05,3.0302703559130055e-06,2.576834350946824e-05,-3.088081378547891
1.0,L3-M2,3.0236603233107845e-08,1.3476179521637128e-06,1.3965320534254435e-05,1.317381348930605e-06,1.2617702582090723e-05,-3.259704314575843
1.0,L3-Z2,4.7063713656482393e-07,4.0321626044447e-06,2.8479256095110555e-05,3.5615254678798765e-06,2.4447093490665853e-05,-2.779095741779618
1.0,L3-N,257.0,513.0,1025.0,256.0,512.0,-1.0
1.0,L4-C2,1.4093359168927901e-05,3.6068337143279014e-05,0.00020603208442355618,2.1974977974351113e-05,0.00016996374728027718,-2.9512934325117284
1.0,L4-H2,1.1344869895390589e-05,1.5154058188730016e-05,6.225879006560764e-05,3.809188293339427e-06,4.710473187687762e-05,-3.6283164830134975
1.0,L4-M2,2.761374053999406e-08,6.86381548928426e-07,5.972298448319566e-06,6.58767808388432e-07,5.2859168993911396e-06,-3.0043117817697502
1.0,L4-Z2,4.69928207218135e-07,4.028139298630948e-06,2.847756579397388e-05,3.5582110914128127e-06,2.444942649534293e-05,-2.780576618244997
1.0,L4-N,257.0,513.0,1025.0,256.0,512.0,-1.0
1.0,C-Linf,0.004739071588843215,0.004267021376385245,0.012224446442382882,0.0004720502124579695,0.007957425065997637,-4.075289432468707
1.0,C-rho,5.135363923918787,16.0,16.0,10.864636076081213,0.0,
1.0,C-z,-0.3128164564872786,0.0,-15.9375,0.3128164564872786,15.9375,-5.670965120545709
1.0,H-Linf,0.004329859190603465,0.0041540271329007245,0.012143659161529681,0.00017583205770274005,0.007989632028628957,-5.505859028010915
1.0,H-rho,5.25,16.0,16.0,10.75,0.0,
1.0,H-z,0.375,15.875,-15.9375,15.5,31.8125,-1.0373255356888202
1.0,M-Linf,0.004192217682392623,0.0015316339729219872,0.002223190457116531,0.002660583709470636,0.0006915564841945439,1.9438237993223304
1.0,M-rho,4.75,5.75,0.019867647391675784,1.0,5.730132352608324,-2.518568462236365
1.0,M-z,0.0,0.0,-0.4261176473916758,0.0,0.4261176473916758,
1.0,Z-Linf,0.0013142900536201663,0.0010140485358672005,0.001955090780970205,0.00030024151775296585,0.0009410422451030047,-1.6481360012860726
1.0,Z-rho,4.510363923918787,16.0,16.0,11.489636076081213,0.0,
1.0,Z-z,0.0,0.0,0.0,0.0,0.0,
1.0,muMin,0.1769911916489199,0.1869794611344347,0.18719971879257144,0.009988269485514789,0.00022025765813674103,5.502970659810272
1.0,muMax,0.1769911916489199,0.1869794611344347,0.18719971879257144,0.009988269485514789,0.00022025765813674103,5.502970659810272
2.0,time,3.246929766996795,3.2469320179101837,3.246932396980536,2.2509133885684207e-06,3.7907035244089116e-07,2.569973014258814
2.0,dt,0.013774761614992342,0.006877045811695917,0.0034381782354462186,0.006897715803296425,0.0034388675762496985,1.004185127024296
2.0,C-norm2,0.028307701748324112,0.08288247634193582,0.24440304144374123,0.05457477459361171,0.1615205651018054,-1.5654116915787049
2.0,H-norm2,0.004342948538659664,0.0035113351970488434,0.005967987443371957,0.0008316133416108205,0.002456652246323114,-1.5627088414076065
2.0,M-norm2,0.001163582908293719,0.0008677249894308363,0.0019747299011547725,0.00029585791886288266,0.0011070049117239363,-1.903685207746837
2.0,Z-norm2,0.004657446784390092,0.016552162640499267,0.05027135912313185,0.011894715856109175,0.03371919648263258,-1.5032493490194874
2.0,Mx-norm2,0.0019478526126353673,0.0009594604768883595,0.0014328814097005218,0.0009883921357470076,0.00047342093281216226,1.0619600339624113
2.0,My-norm2,0.0012042421734959337,0.0006304553159243338,0.0016955306294290085,0.0005737868575715998,0.0010650753135046747,-0.8923686207042573
2.0,Mz-norm2,0.0,0.0,0.0,0.0,0.0,
2.0,Theta-norm,0.0041713831638103575,0.012294765593459066,0.03537488760668712,0.008123382429648707,0.023080122013228052,-1.5064983810558688
2.0,Volume,47717.336765651125,47724.2893073713,47735.31525977677,6.952541720173031,11.025952405470889,-0.6652908771280746
2.0,max_abs_K,0.5269186530362457,0.5376111334292415,0.5385122184927542,0.010692480392995751,0.0009010850635127188,3.5687894468811785
2.0,nmb_total,32.0,32.0,32.0,0.0,0.0,
2.0,maxAbsKret,2.6723499390724896,2.6742674447770827,2.680299394400021,0.0019175057045930366,0.006031949622938182,-1.6533935099314392
2.0,maxRefLev,0.0,0.0,0.0,0.0,0.0,
2.0,maxNmbRank,32.0,32.0,32.0,0.0,0.0,
2.0,ahStatus,0.0,0.0,0.0,0.0,0.0,
2.0,ahLastCyc,-1.0,-1.0,-1.0,0.0,0.0,
2.0,cycle,255.3900857223722,510.8642926423996,1021.7077924117924,255.47420692002743,510.8434997693928,-0.9997037380938729
2.0,axisLapse,0.6162629552442831,0.6162610480016859,0.6162580195299785,1.9072425971877749e-06,3.0284717074113843e-06,-0.6671015704551356
2.0,axisTau,2.0,2.0,2.0,0.0,0.0,
2.0,axisKret,0.0005316208514726066,0.000564204389470508,0.000567195799787543,3.258353799790142e-05,2.991410317034946e-06,3.445245547097766
2.0,ax-C2,0.000499069208019648,0.0032164594000129833,0.01888572103687515,0.0027173901919933354,0.015669261636862167,-2.5276435559316583
2.0,ax-H2,6.368995281478815e-05,0.00027729268268805116,0.0019615632529362296,0.00021360272987326303,0.0016842705702481784,-2.9791219291792226
2.0,ax-M2,7.593413864977978e-07,5.463963865063121e-05,0.00026272217888517014,5.388029726413341e-05,0.00020808254023453894,-1.9493262012065058
2.0,ax-Z2,8.669158705969926e-05,0.0005955019132853718,0.0034717314222607785,0.0005088103262256725,0.0028762295089754066,-2.4989789450411726
2.0,ax-N,1285.0,2565.0,5125.0,1280.0,2560.0,-1.0
2.0,off-C2,0.02829111293558357,0.08286762480081847,0.24439134013593275,0.0545765118652349,0.16152371533511428,-1.5653939046680199
2.0,off-H2,0.00434166567761386,0.003510263480702488,0.00596663184947241,0.0008314021969113719,0.002456368368769922,-1.5629084651112277
2.0,off-M2,0.0011635497407786496,0.0008673343543831038,0.0019743738829575658,0.00029621538639554583,0.001107039528574462,-1.9019882507350991
2.0,off-Z2,0.004654411869728525,0.016549399403070694,0.05026927768784059,0.011894987533342168,0.0337198782847699,-1.5032455690059794
2.0,off-Vol,47638.01337594039,47704.44638933054,47730.35338112451,66.43301339014579,25.90699179397052,1.3585588504662491
2.0,L0-C2,0.000101396710878501,0.0007506361567552651,0.004278503157758169,0.000649239445876764,0.003527867001002904,-2.441973611403862
2.0,L0-H2,1.4113249170648882e-05,0.00015567849891964293,0.0009059554109211479,0.00014156524974899405,0.0007502769120015049,-2.4059559952008236
2.0,L0-M2,2.472587272662442e-07,1.7801087646259575e-05,3.945950260988472e-05,1.755382891899333e-05,2.1658414963625143e-05,-0.3031419135917313
2.0,L0-Z2,1.7360168037593785e-05,0.00011911992123925605,0.0006943992110254574,0.00010175975320166227,0.0005752792897862013,-2.4990954569707986
2.0,L0-N,257.0,513.0,1025.0,256.0,512.0,-1.0
2.0,L1-C2,9.95795326169975e-05,0.0006371071508275293,0.00404124739857409,0.0005375276182105318,0.0034041402477465606,-2.6628796885822186
2.0,L1-H2,1.2368629153362759e-05,3.7507414687741176e-05,0.000632789073672053,2.513878553437842e-05,0.0005952816589843118,-4.565585585344759
2.0,L1-M2,1.8957698860882898e-07,2.2108509941268105e-05,7.553853198369883e-05,2.1918932952659276e-05,5.343002204243072e-05,-1.2854730449450744
2.0,L1-Z2,1.7358102615253956e-05,0.00011924616594209214,0.000694461843740614,0.00010188806332683818,0.0005752156777985219,-2.4971179549165474
2.0,L1-N,257.0,513.0,1025.0,256.0,512.0,-1.0
2.0,L2-C2,9.95715938862948e-05,0.0006219409793550177,0.0036354334263288255,0.000522369385468723,0.003013492446973808,-2.52829419645484
2.0,L2-H2,1.2503062513960682e-05,3.9402023658046916e-05,0.00022479631622383586,2.6898961144086235e-05,0.00018539429256578894,-2.784974469607699
2.0,L2-M2,1.09973151996545e-07,5.746328012516064e-06,7.852698544909922e-05,5.636354860519519e-06,7.278065743658315e-05,-3.690720732701605
2.0,L2-Z2,1.7345087829471825e-05,0.00011907609483915359,0.0006943492062931174,0.00010173100700968177,0.0005752731114539637,-2.499487568383981
2.0,L2-N,257.0,513.0,1025.0,256.0,512.0,-1.0
2.0,L3-C2,9.942394272253824e-05,0.0006004504402560715,0.003437400858994311,0.0005010264975335333,0.00283695041873824,-2.501382127283152
2.0,L3-H2,1.2440534017380362e-05,1.7121059177663056e-05,4.98404356360402e-05,4.680525160282693e-06,3.271937645837714e-05,-2.805402938690224
2.0,L3-M2,1.18287478499947e-07,6.585698985852324e-06,5.57974279839016e-05,6.467411507352377e-06,4.921172899804928e-05,-2.9277418908335724
2.0,L3-Z2,1.7326646348231284e-05,0.0001190764801348804,0.0006942899252473826,0.00010174983378664912,0.0005752134451125022,-2.4990709601291554
2.0,L3-N,257.0,513.0,1025.0,256.0,512.0,-1.0
2.0,L4-C2,9.909742791531605e-05,0.0006063246728190975,0.003493136195219765,0.0005072272449037815,0.0028868115224006674,-2.5087727735132512
2.0,L4-H2,1.2264477959435508e-05,2.75836862449573e-05,0.00014818201648314873,1.5319208285521792e-05,0.00012059833023819143,-2.9767962881845755
2.0,L4-M2,9.424504012623206e-08,2.398014064735178e-06,1.3399730858585859e-05,2.3037690246089457e-06,1.100171679385068e-05,-2.2556606858776664
2.0,L4-Z2,1.7301582229148292e-05,0.00011898325112998997,0.0006942312359542102,0.00010168166890084168,0.0005752479848242202,-2.5001244098936084
2.0,L4-N,257.0,513.0,1025.0,256.0,512.0,-1.0
2.0,C-Linf,0.006218743882049757,0.0116002742892701,0.028828652142588864,0.005381530407220343,0.017228377853318766,-1.6786984583749054
2.0,C-rho,16.0,16.0,16.0,0.0,0.0,
2.0,C-z,0.0,-15.875,15.9375,15.875,31.8125,-1.0028371593035295
2.0,H-Linf,0.00394482108413705,0.011344094799696579,0.028432804880675552,0.007399273715559529,0.017088710080978974,-1.207587927797992
2.0,H-rho,16.0,16.0,16.0,0.0,0.0,
2.0,H-z,-13.348462531840491,-15.875,15.9375,2.5265374681595087,31.8125,-3.6543602710170795
2.0,M-Linf,0.0026350851405902436,0.0018347676325666743,0.0021177137293334892,0.0008003175080235692,0.0002829460967668149,1.500045234847066
2.0,M-rho,4.5,0.0625,0.04915787178287205,4.4375,0.01334212821712795,8.37761449857366
2.0,M-z,0.0,-0.18906401552491825,0.07305189705190551,0.18906401552491825,0.26211591257682376,-0.47133013782662003
2.0,Z-Linf,0.0022267468107440625,0.0042501281161342755,0.0072448586735929564,0.002023381305390213,0.002994730557458681,-0.5656579855698615
2.0,Z-rho,16.0,16.0,16.0,0.0,0.0,
2.0,Z-z,0.0,0.0,0.0,0.0,0.0,
2.0,muMin,0.5269186530362457,0.5376111334292415,0.5385122184927542,0.010692480392995751,0.0009010850635127188,3.5687894468811785
2.0,muMax,0.5269186530362457,0.5376111334292415,0.5385122184927542,0.010692480392995751,0.0009010850635127188,3.5687894468811785
3.0,time,4.870037907278437,4.870038995082269,4.8700384013344165,1.0878038319006578e-06,5.937478526618634e-07,0.8734961171389084
3.0,dt,0.013366324328505768,0.0066820400609597045,0.003340850878283184,0.006684284267546064,0.0033411891826765207,1.0004114169312779
3.0,C-norm2,0.1837108977467009,0.5700793406176381,1.4908094091725754,0.3863684428709372,0.9207300685549373,-1.2528009967632165
3.0,H-norm2,0.006450185410645988,0.00928913277005022,0.019847931331715033,0.0028389473594042317,0.010558798561664813,-1.8950176826886467
3.0,M-norm2,0.00207571091799138,0.004020667508779578,0.009560385757107102,0.0019449565907881977,0.005539718248327524,-1.5100746459896093
3.0,Z-norm2,0.036929798104059365,0.1191640396939656,0.3139755212216518,0.08223424158990625,0.19481148152768618,-1.2442675582665683
3.0,Mx-norm2,0.0019960304892664444,0.0022542106694409636,0.004272308424613277,0.0002581801801745192,0.002018097755172313,-2.966545901187332
3.0,My-norm2,0.0021187569470173294,0.003737967324250759,0.009284034302107644,0.0016192103772334297,0.005546066977856885,-1.7761745982396144
3.0,Mz-norm2,0.0,0.0,0.0,0.0,0.0,
3.0,Theta-norm,0.02746580900182604,0.08011338156294597,0.20549900719714634,0.052647572561119925,0.12538562563420036,-1.2519330461618137
3.0,Volume,47648.46251226142,47679.04742821604,47725.127076691555,30.584915954619646,46.07964847551193,-0.5913093993906833
3.0,max_abs_K,0.7105837863382163,0.7496414362651995,0.7583991057612489,0.03905764992698324,0.008757669496049392,2.156986235478971
3.0,nmb_total,32.0,32.0,32.0,0.0,0.0,
3.0,maxAbsKret,0.2256119291875747,0.22871374290924532,0.2292035435714417,0.003101813721670621,0.0004898006621963935,2.66284541893548
3.0,maxRefLev,0.0,0.0,0.0,0.0,0.0,
3.0,maxNmbRank,32.0,32.0,32.0,0.0,0.0,
3.0,ahStatus,0.0,0.0,0.0,0.0,0.0,
3.0,ahLastCyc,-1.0,-1.0,-1.0,0.0,0.0,
3.0,cycle,375.264593486488,750.7444282529286,1501.5336646208693,375.4798347664406,750.7892363679407,-0.9996725376899533
3.0,axisLapse,0.6148223540019733,0.6148582416374201,0.6148702296882703,3.58876354468185e-05,1.1988050850231247e-05,1.5818897619317371
