axis_tau,variable,N128,N256,N512,difference_128_256,difference_256_512,observed_order
3.0,axisTau,3.0,3.0,3.0,0.0,0.0,
3.0,axisKret,0.0003763491728924773,0.0006623977750492581,0.00038877774289199,0.0002860486021567808,0.0002736200321572681,0.06408643823680338
3.0,ax-C2,0.0040134143774088514,0.019275298770742022,0.1002469785222672,0.015261884393333171,0.08097167975152518,-2.4074843029112243
3.0,ax-H2,0.0009408512640631242,0.0007467114017296908,0.006069807054038524,0.00019413986233343336,0.005323095652308833,-4.777097211571092
3.0,ax-M2,1.8529600322430487e-05,7.864574356997556e-05,0.00126125211294974,6.011614324754507e-05,0.0011826063693797645,-4.298073686105873
3.0,ax-Z2,0.0006245529463606825,0.0038306752900966142,0.019379207038744354,0.0032061223437359317,0.01554853174864774,-2.277876968723797
3.0,ax-N,1285.0,2565.0,5125.0,1280.0,2560.0,-1.0
3.0,off-C2,0.1835922983755818,0.5699880821974903,1.490748106925054,0.38639578382190853,0.9207600247275638,-1.2527458472627093
3.0,off-H2,0.0064446158902653405,0.009287032022112951,0.019845015906481255,0.0028424161318476105,0.010557983884368304,-1.8931446822147635
3.0,off-M2,0.002074766163214794,0.0040199708557001074,0.009559256067299321,0.0019452046924853133,0.0055392852115992135,-1.5097778462103497
3.0,off-Z2,0.03690689716745731,0.11914567521177612,0.31396357901487343,0.08223877804431881,0.19481790380309733,-1.244235534136593
3.0,off-Vol,47570.38397218275,47659.520428581316,47720.24319641396,89.13645639856259,60.72276783264533,0.5537780556428652
3.0,L0-C2,0.0014188120878356378,0.0041937660902364934,0.022304042718762223,0.0027749540024008556,0.01811027662852573,-2.7062728204686204
3.0,L0-H2,0.000806124243030192,0.0004863476286810451,0.0032397215327217275,0.0003197766143491469,0.0027533739040406825,-3.106064197302821
3.0,L0-M2,1.1180759706795017e-06,1.6220677372550995e-05,0.0004782072879078339,1.5102601401871493e-05,0.00046198661053528287,-4.93498206127127
3.0,L0-Z2,0.00012503827141638026,0.0007663170215010819,0.00387535164936866,0.0006412787500847017,0.003109034627867578,-2.2774431784391806
3.0,L0-N,257.0,513.0,1025.0,256.0,512.0,-1.0
3.0,L1-C2,0.0007081726993763404,0.003844141046429975,0.020953392201690815,0.0031359683470536344,0.017109251155260838,-2.44779371396551
3.0,L1-H2,8.217463652632826e-05,0.00012501107494954935,0.0019928604525087422,4.283643842322109e-05,0.0018678493775591929,-5.446395777126524
3.0,L1-M2,1.4493761229211434e-05,2.7738716295575315e-05,0.00036744973402845076,1.324495506636388e-05,0.0003397110177328754,-4.680793154945815
3.0,L1-Z2,0.00012505930753829755,0.0007664456727421542,0.0038783373752443694,0.0006413863652038567,0.003111891702502215,-2.2785262637641126
3.0,L1-N,257.0,513.0,1025.0,256.0,512.0,-1.0
3.0,L2-C2,0.0006329782550905104,0.0037585238205250023,0.019260618402349026,0.0031255455654344917,0.015502094581824024,-2.31028321996932
3.0,L2-H2,2.0040482703393405e-05,5.147166190461021e-05,0.0005167111345513054,3.1431179201216804e-05,0.0004652394726466952,-3.8877052018680684
3.0,L2-M2,1.7713294012770614e-06,1.6600579838825477e-05,0.00016387366349338223,1.4829250437548415e-05,0.00014727308365455676,-3.3119761985225
3.0,L2-Z2,0.00012499422484144797,0.0007662590922051005,0.003875402435925508,0.0006412648673636525,0.0031091433437204076,-2.2775248578308696
3.0,L2-N,257.0,513.0,1025.0,256.0,512.0,-1.0
3.0,L3-C2,0.0006284458410845447,0.0037544009403138352,0.018943713441209327,0.0031259550992292903,0.015189312500895492,-2.280687611078419
3.0,L3-H2,1.729431476129808e-05,5.58218175595809e-05,0.00020091520180480507,3.852750279828282e-05,0.00014509338424522418,-1.9130211547145803
3.0,L3-M2,7.75079002833768e-07,9.547723485454875e-06,0.00016348985611910224,8.772644482621106e-06,0.00015394213263364738,-4.133232525126816
3.0,L3-Z2,0.0001248299260291542,0.0007659377668895635,0.003875229933591057,0.0006411078408604093,0.0031092921667014934,-2.2779472284945967
3.0,L3-N,257.0,513.0,1025.0,256.0,512.0,-1.0
3.0,L4-C2,0.0006250054940218238,0.0037244668732366914,0.018785211758255673,0.0030994613792148674,0.015060744885018983,-2.2807036930792433
3.0,L4-H2,1.5217587041912743e-05,2.805921863490577e-05,0.00011959873245193991,1.2841631592993027e-05,9.153951381703413e-05,-2.83356611387669
3.0,L4-M2,3.7135471842872336e-07,8.538046577569072e-06,8.823157140097146e-05,8.16669185914035e-06,7.969352482340239e-05,-3.2866388096838928
3.0,L4-Z2,0.00012463121653540153,0.000765715736758716,0.003874885644614805,0.0006410845202233145,0.003109169907856089,-2.2779429796751023
3.0,L4-N,257.0,513.0,1025.0,256.0,512.0,-1.0
3.0,C-Linf,0.014058656802241956,0.020649885306827778,0.05118736936509252,0.006591228504585822,0.030537484058264744,-2.211961913564199
3.0,C-rho,5.25,16.0,16.0,10.75,0.0,
3.0,C-z,0.0,0.0,15.96875,0.0,15.96875,
3.0,H-Linf,0.0071768600085490245,0.018104851356786602,0.05047081991316819,0.010927991348237577,0.03236596855638159,-1.5664494308313859
3.0,H-rho,2.9416260540479016,16.0,16.0,13.058373945952098,0.0,
3.0,H-z,-3.2017187863116554,-15.875,15.96875,12.673281213688345,31.84375,-1.3292201431726358
3.0,M-Linf,0.002613868822297398,0.0017104832589333418,0.004097727845856181,0.000903385563364056,0.002387244586922839,-1.4019326224359443
3.0,M-rho,5.5,0.0625,0.0,5.4375,0.0625,6.442943495848729
3.0,M-z,0.0,-0.20937044613617484,-0.8651222839537901,0.20937044613617484,0.6557518378176153,-1.64709213401786
3.0,Z-Linf,0.005202391739634641,0.009229459706645144,0.014429110698826093,0.004027067967010503,0.005199650992180949,-0.36868496916634663
3.0,Z-rho,16.0,16.0,16.0,0.0,0.0,
3.0,Z-z,0.0,0.0,0.0,0.0,0.0,
3.0,muMin,0.7105837863382163,0.7496414362651995,0.7583991057612489,0.03905764992698324,0.008757669496049392,2.156986235478971
3.0,muMax,0.7105837863382163,0.7496414362651995,0.7583991057612489,0.03905764992698324,0.008757669496049392,2.156986235478971
