case	target_time	time	GH_RMS	reduction_RMS	curl_RMS	Psi_error_RMS	physical_lapse_min	physical_lapse_max	relative_metric_condition_max	relative_lapse_min	relative_lapse_max	relative_v2_max	relative_D_Linf	relative_source_Linf	transition_amplitude	e_G	e_alpha	bad_state	characteristic_speed_max	effective_CFL
local	0.0	0.0	0.0	0.0	0.0	0.0	0.2153903091734725	0.9027490175113316	1.0	1.0	1.0	0.0	0.0	0.0	0.0	nan	nan	0.0	0.8149557886176745	0.05
local	0.04604472861863394	0.04604472861863394	2.2546645766536763e-07	8.440523025728754e-07	2.4534912562426366e-07	4.614270615251212e-06	0.2153928191904849	0.9027490193644888	1.000079992265417	1.000000040634402	1.000012870636303	3.159192892314985e-14	1.950551151375436e-06	2.757659966666172e-05	1.49909982182937e-05	nan	nan	0.0	0.8149559170596877	0.05
