classification	target_time	final_time	run_exit_status	gate_passed	old_mode_recurrence	GH_RMS	reduction_RMS	curl_RMS	metric_error_RMS	relative_D_Linf	relative_source_Linf	GH_slope	GH_e_folding_time	GH_r_squared
PASS_STATIONARY_SEGMENT	5.0	5.0	0	1	0	3.3707606986521296e-13	1.0246148909485834e-12	8.00442561354083e-14	1.654073468259941e-11	1.209865541087409e-12	9.225050298417263e-12	0.21558283738316453	4.638588173986492	0.7349617291874486
PASS_STATIONARY_SEGMENT	5.0	5.0	0	1	0	5.009640449814568e-13	1.8174565458110423e-12	1.350601277425907e-13	4.8266514593394966e-11	1.837141550003518e-12	1.402521063846692e-11	0.221807303650907	4.508417818260201	0.7539971621244786
PASS_STATIONARY_SEGMENT	5.0	5.0	0	1	0	6.560730008900979e-13	2.7641909838131917e-12	1.882342639698132e-13	1.0694009388197767e-10	2.399858090038309e-12	1.867226394440324e-11	0.22254126794323026	4.493548586481037	0.7599558939134088
