axisTau,n128_axisKret,n128_axisLapse,n128_C-norm2_amplitude,n128_H-norm2_amplitude,n128_M-norm2_amplitude,n128_Z-norm2_amplitude,n256_axisKret,n256_axisLapse,n256_C-norm2_amplitude,n256_H-norm2_amplitude,n256_M-norm2_amplitude,n256_Z-norm2_amplitude,n512_axisKret,n512_axisLapse,n512_C-norm2_amplitude,n512_H-norm2_amplitude,n512_M-norm2_amplitude,n512_Z-norm2_amplitude,n1024_axisKret,n1024_axisLapse,n1024_C-norm2_amplitude,n1024_H-norm2_amplitude,n1024_M-norm2_amplitude,n1024_Z-norm2_amplitude,n1024_cfl040_ko010_axisKret,n1024_cfl040_ko010_axisLapse,n1024_cfl040_ko010_C-norm2_amplitude,n1024_cfl040_ko010_H-norm2_amplitude,n1024_cfl040_ko010_M-norm2_amplitude,n1024_cfl040_ko010_Z-norm2_amplitude,axisKret_richardson_order_n128_n256_n512,axisKret_richardson_order_n256_n512_n1024,axisLapse_richardson_order_n128_n256_n512,axisLapse_richardson_order_n256_n512_n1024,C-norm2_order_n128_n256,C-norm2_order_n256_n512,C-norm2_order_n512_n1024,H-norm2_order_n128_n256,H-norm2_order_n256_n512,H-norm2_order_n512_n1024,M-norm2_order_n128_n256,M-norm2_order_n256_n512,M-norm2_order_n512_n1024,Z-norm2_order_n128_n256,Z-norm2_order_n256_n512,Z-norm2_order_n512_n1024
0.0,0.0005653739334998279,1.0,0.3612553549515937,0.36025606733392385,0.0,0.013425697656893458,0.000565395004843922,1.0,0.026173418171012534,0.026105960931084176,0.0,0.000938965204280206,0.0005653963297216249,1.0,0.0016996567327777301,0.0016953519894154342,0.0,6.0445515263329164e-05,0.0005653964114375421,1.0,0.0001134958535829175,0.0001132402707238488,0.0,3.806240497672059e-06,0.0005653964114375421,1.0,0.0001134958535829175,0.0001132402707238488,0.0,3.806240497672059e-06,3.99135124509246,4.019098258320447,0.0,0.0,3.7868447195852353,3.944787038052665,3.9045319085457724,3.786571559319987,3.9447225213583916,3.9041258286470057,0.0,0.0,0.0,3.837781552389428,3.957364487935644,3.989196676694613
0.02490295320190115,0.0005654143864509786,0.9999999999986339,0.3013208774743187,0.26856169333223784,0.03739443080991504,0.06552916732503414,0.0005653949389394953,0.9999999999960345,0.02647378780204814,0.024038088971186058,0.005169058310917712,0.004895119453039863,0.0005653929350762461,0.9999999999955267,0.0014256768246956129,0.001127895576052734,0.0006095983426621547,0.0003110052829229325,0.000565392815650574,0.9999999999954596,8.615776746786337e-05,4.8196100261850536e-05,5.96679022426911e-05,1.957496439214241e-05,0.0005653927416025577,0.999999999994962,0.00010939801670977247,8.312775015260338e-05,5.929991608484242e-05,1.958221759857667e-05,3.2787295964898817,4.068599155478019,2.3557815336356924,2.9208359110865985,3.5086641038693562,4.214845735801926,4.048522308538635,3.481859427221311,4.413616796299325,4.548573277686213,2.854850041903588,3.083970591435363,3.352832018771217,3.742721228906585,3.9763330734280844,3.9898574987548017
0.03736082587778624,0.0005654199539198016,0.9999999999787611,0.2734263066700192,0.2253132792730891,0.05479264413830543,0.07214843770835165,0.0005653900807726921,0.9999999999781615,0.019990950248515254,0.014762054866021994,0.00940549954294645,0.004805932778333976,0.0005653883673283351,0.9999999999772359,0.0011971915467926311,0.0007824580260668827,0.000662392849578069,0.00030789086315528104,0.0005653882969474455,0.9999999999770667,0.00010369001256658643,6.36352018968559e-05,7.196390891734701e-05,1.943867110600375e-05,0.0005653882223124682,0.9999999999757198,0.00012469505251045795,9.315600717777858e-05,7.311473955614323e-05,1.9449007973915114e-05,4.123877985163304,4.605571782370106,-0.6263017869697336,2.451665432428399,3.7737330972302567,4.061621148260754,3.529305151899626,3.9319668816316895,4.2377363844865386,3.620116397166303,2.542405750696548,3.827745565525885,3.2023416414918717,3.9080797807281584,3.964325509011772,3.985417555320023
0.049826352986306374,0.0005654108523262141,0.9999999999396826,0.25010803385602143,0.19204228961413947,0.07424055170983994,0.07050105341058863,0.000565383320222129,0.9999999999299972,0.01560731681022233,0.005754206370571756,0.010957516491296346,0.00472077891306108,0.0005653819767408216,0.9999999999278134,0.0016570591350367077,0.0015177214460732563,0.00025597649030638435,0.00030518398797675487,0.0005653819655763824,0.9999999999274146,0.00011954262971822275,7.390668666140517e-05,8.558418431004115e-05,1.927296477572167e-05,0.0005653818867770464,0.9999999999253117,0.00013091523744934003,8.68017119500603e-05,8.999657655596589e-05,1.9280769187746613e-05,4.357066715560084,6.9109216577411345,2.1489597378189345,2.4531377024247476,4.002256962378932,3.2355255386907924,3.793027998581138,5.060663268192613,1.9227099322097754,4.360058323603845,2.7602865815710698,5.4197657253094125,1.5805951937840472,3.9005479897942252,3.9512737434868814,3.985028845824788
0.062302210964140924,0.0005653995683085424,0.9999999998391826,0.22765972028360174,0.1572833038571397,0.0884741258851859,0.06868079033415622,0.0005653746830572935,0.999999999827505,0.018193720666890487,0.012136794135099018,0.00975005902491415,0.004664889153814197,0.0005653737739701112,0.9999999998231806,0.0012041466668614004,0.0008693810319326778,0.0005724342579994137,0.00030025059021450515,0.0005653738179601872,0.9999999998225262,0.00012846060954363505,6.896953141097982e-05,0.00010126624322091196,1.9143890656247454e-05,0.000565373742305511,0.9999999998188536,0.00014192315622715937,8.736596165393797e-05,0.00010496303583123654,1.9154078489399106e-05,4.7747284859559365,4.369168657502236,1.4331692780696415,2.724341401904212,3.6453665453115893,3.917357578020191,3.2286131729574556,3.6959062346653817,3.8032549626434324,3.655957549341652,3.1817727452600626,4.0902290331396145,2.4989566779361994,3.8799919354789743,3.9576038134370197,3.9712111149819336
0.07479107132937154,0.000565386098923151,0.9999999996772249,0.20636077503665226,0.11973842040523389,0.09975327909039373,0.06667305076382968,0.0005653641912706132,0.9999999996389017,0.022416222290410088,0.019202623131590196,0.006802464304358931,0.004624693683492162,0.000565363769696288,0.9999999996323243,0.0012539049580842635,0.000980270067758664,0.0005079391477436726,0.00029394450923958516,0.0005653638518725565,0.9999999996314858,0.00013738677707576151,6.315803344089924e-05,0.0001157455649742757,1.9085801672123204e-05,0.0005653637801124817,0.9999999996265626,0.00015367849070768556,9.027290367075866e-05,0.00011822051733373037,1.9102455553073055e-05,5.699504087294816,2.358993279992699,2.5426246381101336,2.971547358916631,3.202553697448959,4.160043261627008,3.190112938334078,2.6405108377136832,4.29198031891661,3.956141115765842,3.874234880267768,3.743329906673809,2.13369875446533,3.84967402510701,3.975742077590886,3.9449721379033864
0.08729559000082114,0.0005653705435380567,0.9999999993686212,0.19346837044711032,0.09396925620312478,0.1055897367757964,0.06485938887594732,0.0005653518678926725,0.9999999993250399,0.023834306662984202,0.021489610694383657,0.004526972628017041,0.004568405145626697,0.0005653519684516527,0.9999999993172463,0.0013268833448735735,0.0011253360081585828,0.00039207359563621434,0.00028759432371418183,0.000565352055390069,0.9999999993161749,0.0001493231925896184,6.597464479271652e-05,0.00012821944910554572,1.9132361184147656e-05,0.0005653519817950755,0.9999999993089679,0.00016405112699695697,9.097954843921213e-05,0.00013087218218716404,1.91541014308352e-05,7.53697236555513,0.20997620342931356,2.483335664765498,2.862849631678692,3.020986160531197,4.166926213704482,3.151531374788247,2.1285494822130655,4.255211609549987,4.092300344155834,4.543779219199255,3.5293501921455697,1.612509370901945,3.8275529245366857,3.9895834942005983,3.9099483641398898
0.09981840603101613,0.00056535290129054,0.9999999989134776,0.1906797999597066,0.09060867212391328,0.10688515297515765,0.0632557923350356,0.0005653377390463482,0.9999999988397502,0.022206176778322272,0.019448377952897767,0.005663574430159286,0.004473421919447611,0.0005653383582735893,0.9999999988327039,0.001115476973331921,0.0008181478100797296,0.0004983917074037053,0.0002805519983319468,0.0005653384155631837,0.9999999988310826,0.00016322256490084448,7.600069978128349e-05,0.00013900396339054267,1.9327863865075217e-05,0.0005653383360982101,0.9999999988221814,0.0001764468227402,9.744449996005512e-05,0.00014174008757187055,1.9355613140512822e-05,4.613870555010884,3.4341239111213504,3.387249246026002,2.119764598373692,3.1021190854065708,4.315228388877173,2.7727483091648164,2.219999301134226,4.5711445151857495,3.4282769027293085,4.238204794138061,3.5063608940454696,1.8421540451805942,3.821746853041512,3.9950387412665913,3.8595140855884527
0.11236215034785775,0.000565333257106116,0.9999999981878626,0.19476531761661794,0.10410220522803637,0.10451394452540608,0.061993131582838513,0.0005653218319852814,0.999999998130021,0.019289097366893073,0.01526373801055431,0.007779977485949943,0.004338078718788771,0.00056532291160511,0.9999999981258617,0.001184331593527572,0.0009566470514164372,0.000419788463023532,0.00027265499008527483,0.0005653229154320216,0.9999999981232115,0.00017562754691556137,8.366973897512247e-05,0.00014910600381119125,1.9707429344166064e-05,0.0005653228388623169,0.9999999981113133,0.00018816102807768845,0.00010395095860538927,0.00015159297444062198,1.9748254115306906e-05,3.4036141393510597,8.140127106010507,3.7976788330920783,0.650245938320964,3.3358792565293416,4.025640660351834,2.753482016330068,2.769820410886617,3.9959777536640786,3.5152089106868534,3.747785652809106,4.212031557341654,1.4933241683597682,3.836980246050781,3.9919077676252144,3.7902650524053545
0.12492945730735397,0.0005653116136227085,0.9999999971925486,0.20529366897130175,0.12923484958451006,0.09822391499755177,0.06109094081745629,0.0005653041703665531,0.9999999971359147,0.017298228286880424,0.012130034641719021,0.008854313907552988,0.004178256636328168,0.0005653055927374393,0.9999999971360115,0.001107427623140626,0.0008648611442384157,0.00042702299290597407,0.0002645601093208284,0.0005653055483795323,0.9999999971318771,0.0001879077435096851,9.2462917496888e-05,0.00015825567351683128,2.0294225273151915e-05,0.0005653054722404975,0.9999999971177691,0.00020047213925631355,0.00011290397545617607,0.00016036775957045668,2.034833369093593e-05,2.387636186534671,5.002962595258406,9.192273017296422,-5.416342386680739,3.568992949688472,3.9653399637871667,2.5591159880540406,3.4133395852071264,3.809971337570616,3.2255217328212247,3.471621899853633,4.373994863019208,1.4320565316924707,3.8699854452298457,3.9812336562500352,3.7044543751023724
