cycle,time,C_norm2,H_norm2,M_norm2,Z_norm2,proper_volume,coordinate_ring_volume
1722,9.506249999999907,88.22821406074948,12.894750091304507,62.530475077851534,2.196464844911509,47724.29776491961,25735.927018207632
1723,9.508593749999907,92.36627720266254,21.060600047034388,58.50842031531288,2.1945401636297035,47724.512997379396,25735.927018207632
1724,9.510937499999907,97.7302686062655,32.601079712881535,52.32372004290444,2.196380132035393,47724.72847089404,25735.927018207632
1725,9.513281249999906,103.86028315654677,46.39628558735525,44.639947373615804,2.201085018512839,47724.94418528297,25735.927018207632
1726,9.515624999999906,110.33872809242169,61.22204347855164,36.268282054192696,2.2074884846246485,47725.16014037535,25735.927018207632
1727,9.517968749999905,116.80529313339356,75.86325388571217,28.06743793812292,2.2145829432244115,47725.3763359983,25735.927018207632
1728,9.520312499999905,122.91236008899367,89.17186995089091,20.83992337148384,2.2218137254989543,47725.59277196969,25735.927018207632
1729,9.522656249999905,128.2483150175273,100.08121136763872,15.240900787737495,2.2291153498459826,47725.80944810249,25735.927018207632
1730,9.524999999999904,132.28691496352124,107.62213937379424,11.71224419193766,2.2366969164134485,47726.026364221456,25735.927018207632
