resolution,transfer_order,variable,mode,k_over_nyquist,power
32,4,gzz,10,0.625,3.116821243733991e-11
32,4,gzz,11,0.6875,4.498129904185771e-11
32,4,gzz,12,0.75,7.519836609318359e-11
32,4,gzz,13,0.8125,1.7017938204367298e-10
32,4,gzz,14,0.875,1.2217892777058765e-09
32,4,gzz,15,0.9375,1.8336970530801956e-10
32,4,gzz,16,1.0,3.9660922695376275e-11
32,4,Khat,0,0.0,0.0
32,4,Khat,1,0.0625,5.99059948022823e-07
32,4,Khat,2,0.125,4.755231601823679e-06
32,4,Khat,3,0.1875,1.5721632733040116e-06
32,4,Khat,4,0.25,1.413751014461213e-06
32,4,Khat,5,0.3125,1.4705538200038745e-06
32,4,Khat,6,0.375,1.6185440767467828e-06
32,4,Khat,7,0.4375,1.8577886205674244e-06
32,4,Khat,8,0.5,2.2238450194509906e-06
32,4,Khat,9,0.5625,2.7953910462575237e-06
32,4,Khat,10,0.625,3.7430903331729745e-06
32,4,Khat,11,0.6875,5.488478642913774e-06
32,4,Khat,12,0.75,9.351631306528876e-06
32,4,Khat,13,0.8125,2.1823532537146075e-05
32,4,Khat,14,0.875,0.00016763530413935884
32,4,Khat,15,0.9375,3.52770837673502e-05
32,4,Khat,16,1.0,2.1847105941907908e-05
32,4,Axx,0,0.0,0.0
32,4,Axx,1,0.0625,6.637062438544179e-07
32,4,Axx,2,0.125,7.440409033833691e-06
32,4,Axx,3,0.1875,6.397045064455839e-08
32,4,Axx,4,0.25,1.1324483315275854e-07
32,4,Axx,5,0.3125,1.4177979458852692e-07
32,4,Axx,6,0.375,1.6941350925334602e-07
32,4,Axx,7,0.4375,2.0331689947918297e-07
32,4,Axx,8,0.5,2.500781694184269e-07
32,4,Axx,9,0.5625,3.200334463704142e-07
32,4,Axx,10,0.625,4.3397044658751607e-07
32,4,Axx,11,0.6875,6.424046170298079e-07
32,4,Axx,12,0.75,1.1032075739856534e-06
32,4,Axx,13,0.8125,2.594781469509484e-06
32,4,Axx,14,0.875,2.0167566415395156e-05
32,4,Axx,15,0.9375,3.8716288464192705e-06
32,4,Axx,16,1.0,2.590312014541758e-06
32,4,Axy,0,0.0,0.0
32,4,Axy,1,0.0625,3.568783056170564e-07
32,4,Axy,2,0.125,2.147711724108576e-06
32,4,Axy,3,0.1875,2.6529748305395065e-07
32,4,Axy,4,0.25,2.3625593399992077e-07
32,4,Axy,5,0.3125,2.45765992411932e-07
32,4,Axy,6,0.375,2.709715352937608e-07
32,4,Axy,7,0.4375,3.1178293751454304e-07
32,4,Axy,8,0.5,3.744577920325166e-07
32,4,Axy,9,0.5625,4.729353312249154e-07
32,4,Axy,10,0.625,6.378576471291882e-07
32,4,Axy,11,0.6875,9.464605954610616e-07
32,4,Axy,12,0.75,1.6481828488936056e-06
32,4,Axy,13,0.8125,4.034903044121187e-06
32,4,Axy,14,0.875,3.58890597957768e-05
32,4,Axy,15,0.9375,2.2937463280418403e-05
32,4,Axy,16,1.0,2.877910004415933e-07
32,4,Axz,0,0.0,0.0
32,4,Axz,1,0.0625,2.3291688404474425e-07
32,4,Axz,2,0.125,1.7937914949519042e-06
32,4,Axz,3,0.1875,1.7996917610894746e-07
32,4,Axz,4,0.25,1.5062596334420178e-07
32,4,Axz,5,0.3125,1.5355318447047035e-07
32,4,Axz,6,0.375,1.680749398655964e-07
32,4,Axz,7,0.4375,1.9319761243242708e-07
32,4,Axz,8,0.5,2.3284541585024668e-07
32,4,Axz,9,0.5625,2.9644816690807157e-07
32,4,Axz,10,0.625,4.0546229939227415e-07
32,4,Axz,11,0.6875,6.159109794053068e-07
32,4,Axz,12,0.75,1.1169761674125793e-06
32,4,Axz,13,0.8125,2.950294435517624e-06
32,4,Axz,14,0.875,3.0773656478380904e-05
32,4,Axz,15,0.9375,2.8062227248318948e-05
32,4,Axz,16,1.0,5.903540193740697e-07
32,4,Ayy,0,0.0,0.0
32,4,Ayy,1,0.0625,6.918082264483487e-07
32,4,Ayy,2,0.125,3.2833480356075554e-06
32,4,Ayy,3,0.1875,4.77308565031407e-07
32,4,Ayy,4,0.25,5.667818168600467e-07
32,4,Ayy,5,0.3125,6.411976700320013e-07
32,4,Ayy,6,0.375,7.330416190707284e-07
32,4,Ayy,7,0.4375,8.587493881429156e-07
32,4,Ayy,8,0.5,1.040260439600029e-06
32,4,Ayy,9,0.5625,1.3168014410581495e-06
32,4,Ayy,10,0.625,1.7696687072372415e-06
32,4,Ayy,11,0.6875,2.5968402245483353e-06
32,4,Ayy,12,0.75,4.41328652952686e-06
32,4,Ayy,13,0.8125,1.022348111584757e-05
32,4,Ayy,14,0.875,7.734905168058449e-05
32,4,Ayy,15,0.9375,1.657587520437827e-05
32,4,Ayy,16,1.0,3.5073924010517537e-06
32,4,Ayz,0,0.0,0.0
32,4,Ayz,1,0.0625,1.6836055897235464e-07
32,4,Ayz,2,0.125,2.1788081732983937e-06
32,4,Ayz,3,0.1875,7.62328384861822e-08
32,4,Ayz,4,0.25,5.74443096311885e-08
32,4,Ayz,5,0.3125,5.734560828361292e-08
32,4,Ayz,6,0.375,6.311110055952806e-08
32,4,Ayz,7,0.4375,7.408603645619122e-08
32,4,Ayz,8,0.5,9.248346001678975e-08
32,4,Ayz,9,0.5625,1.2396653494488475e-07
32,4,Ayz,10,0.625,1.8237094156614736e-07
32,4,Ayz,11,0.6875,3.0692874653267775e-07
32,4,Ayz,12,0.75,6.428735623152112e-07
32,4,Ayz,13,0.8125,2.072304369021681e-06
32,4,Ayz,14,0.875,2.7711298028340602e-05
32,4,Ayz,15,0.9375,2.6924198121053497e-05
32,4,Ayz,16,1.0,6.009576462940379e-06
32,4,Azz,0,0.0,0.0
32,4,Azz,1,0.0625,1.5318809205773167e-07
32,4,Azz,2,0.125,1.0250660026178473e-06
32,4,Azz,3,0.1875,1.9716291273500657e-07
32,4,Azz,4,0.25,1.7364520372280293e-07
32,4,Azz,5,0.3125,1.799585076662965e-07
32,4,Azz,6,0.375,1.9814981639137115e-07
32,4,Azz,7,0.4375,2.2813529476257262e-07
32,4,Azz,8,0.5,2.746111091029249e-07
32,4,Azz,9,0.5625,3.482218826085715e-07
32,4,Azz,10,0.625,4.7261527715380337e-07
32,4,Azz,11,0.6875,7.079811589752271e-07
32,4,Azz,12,0.75,1.2503850120183084e-06
32,4,Azz,13,0.8125,3.110281717407958e-06
32,4,Azz,14,0.875,2.722448223504585e-05
32,4,Azz,15,0.9375,7.1170713978125175e-06
32,4,Azz,16,1.0,8.287515394055478e-06
32,4,Gamx,0,0.0,0.0
32,4,Gamx,1,0.0625,4.108734632835621e-07
32,4,Gamx,2,0.125,1.0136294741278988e-05
32,4,Gamx,3,0.1875,1.9296614126093654e-06
32,4,Gamx,4,0.25,1.6738137933474073e-06
32,4,Gamx,5,0.3125,1.719782398565274e-06
32,4,Gamx,6,0.375,1.8820038889947132e-06
32,4,Gamx,7,0.4375,2.153337289588581e-06
32,4,Gamx,8,0.5,2.572715663417266e-06
32,4,Gamx,9,0.5625,3.2300872848546925e-06
32,4,Gamx,10,0.625,4.321999373959599e-06
32,4,Gamx,11,0.6875,6.334602320008087e-06
32,4,Gamx,12,0.75,1.0789049865916891e-05
32,4,Gamx,13,0.8125,2.5161876475183747e-05
32,4,Gamx,14,0.875,0.00019183782455927105
32,4,Gamx,15,0.9375,2.9902402028957687e-05
32,4,Gamx,16,1.0,3.028164270210851e-05
32,4,Gamy,0,0.0,0.0
32,4,Gamy,1,0.0625,1.7467930100029562e-07
32,4,Gamy,2,0.125,4.884474432739061e-06
32,4,Gamy,3,0.1875,2.2593776009834666e-06
32,4,Gamy,4,0.25,2.0975647308256346e-06
32,4,Gamy,5,0.3125,2.205272505595602e-06
32,4,Gamy,6,0.375,2.4402308212099844e-06
32,4,Gamy,7,0.4375,2.8103780166059e-06
32,4,Gamy,8,0.5,3.3728668079190853e-06
32,4,Gamy,9,0.5625,4.250056772971189e-06
32,4,Gamy,10,0.625,5.7066612838974485e-06
32,4,Gamy,11,0.6875,8.398681708064676e-06
32,4,Gamy,12,0.75,1.4391788192666936e-05
32,4,Gamy,13,0.8125,3.3938474309201316e-05
32,4,Gamy,14,0.875,0.0002662806285340891
32,4,Gamy,15,0.9375,5.637837850284416e-05
32,4,Gamy,16,1.0,4.367370308287811e-05
32,4,Gamz,0,0.0,0.0
32,4,Gamz,1,0.0625,5.078260284117296e-09
32,4,Gamz,2,0.125,6.318586728275768e-06
32,4,Gamz,3,0.1875,1.2421259220039194e-06
32,4,Gamz,4,0.25,1.1211196807082472e-06
32,4,Gamz,5,0.3125,1.168999059898436e-06
32,4,Gamz,6,0.375,1.289266987778404e-06
32,4,Gamz,7,0.4375,1.4829887903792372e-06
32,4,Gamz,8,0.5,1.7798367299642498e-06
32,4,Gamz,9,0.5625,2.2452199401875856e-06
32,4,Gamz,10,0.625,3.022087725112986e-06
32,4,Gamz,11,0.6875,4.467951311243546e-06
32,4,Gamz,12,0.75,7.722451449445267e-06
32,4,Gamz,13,0.8125,1.855288825023239e-05
32,4,Gamz,14,0.875,0.00015369626409399002
32,4,Gamz,15,0.9375,5.624639903817858e-05
32,4,Gamz,16,1.0,2.2301581578422172e-05
32,4,Theta,0,0.0,0.0
32,4,Theta,1,0.0625,3.706607582425699e-07
32,4,Theta,2,0.125,3.182104484063944e-06
32,4,Theta,3,0.1875,4.0867657966829005e-07
32,4,Theta,4,0.25,3.743362736013179e-07
32,4,Theta,5,0.3125,3.938712533741311e-07
32,4,Theta,6,0.375,4.372428343124098e-07
32,4,Theta,7,0.4375,5.060624081401597e-07
32,4,Theta,8,0.5,6.116461982008149e-07
32,4,Theta,9,0.5625,7.78552310219365e-07
32,4,Theta,10,0.625,1.0611037226174456e-06
32,4,Theta,11,0.6875,1.5979702080080558e-06
32,4,Theta,12,0.75,2.8423469078653787e-06
32,4,Theta,13,0.8125,7.1597403415602335e-06
32,4,Theta,14,0.875,6.354301170811588e-05
32,4,Theta,15,0.9375,1.4256687364583897e-05
32,4,Theta,16,1.0,2.3048704080874376e-05
32,4,alpha,0,0.0,0.0
32,4,alpha,1,0.0625,6.576157898008482e-15
32,4,alpha,2,0.125,8.699013740167763e-15
32,4,alpha,3,0.1875,1.4825385833985392e-14
32,4,alpha,4,0.25,1.4236769320561807e-14
32,4,alpha,5,0.3125,1.5131405935678216e-14
32,4,alpha,6,0.375,1.6822885621638324e-14
32,4,alpha,7,0.4375,1.9418919002423595e-14
32,4,alpha,8,0.5,2.3327595047083053e-14
32,4,alpha,9,0.5625,2.939393754486401e-14
32,4,alpha,10,0.625,3.9429943968349303e-14
32,4,alpha,11,0.6875,5.790168446295601e-14
32,4,alpha,12,0.75,9.879269088333286e-14
32,4,alpha,13,0.8125,2.3091177935568136e-13
32,4,alpha,14,0.875,1.7771904329578007e-12
32,4,alpha,15,0.9375,3.660356121391041e-13
32,4,alpha,16,1.0,2.554275189719148e-13
32,4,betax,0,0.0,0.0
32,4,betax,1,0.0625,4.321999547717538e-15
32,4,betax,2,0.125,9.627511177927983e-15
32,4,betax,3,0.1875,1.529980848615242e-14
32,4,betax,4,0.25,1.4749114532849786e-14
32,4,betax,5,0.3125,1.5693894613969673e-14
32,4,betax,6,0.375,1.7456874535103067e-14
32,4,betax,7,0.4375,2.0155640817310078e-14
32,4,betax,8,0.5,2.421530388289803e-14
32,4,betax,9,0.5625,3.0512954668207065e-14
32,4,betax,10,0.625,4.0927217079975114e-14
32,4,betax,11,0.6875,6.008356184038496e-14
32,4,betax,12,0.75,1.024398696561212e-13
32,4,betax,13,0.8125,2.388844647037377e-13
32,4,betax,14,0.875,1.8178196591657794e-12
32,4,betax,15,0.9375,2.7063944176018087e-13
32,4,betax,16,1.0,3.017406198209361e-13
32,4,betay,0,0.0,0.0
32,4,betay,1,0.0625,2.2811985000414672e-15
32,4,betay,2,0.125,1.3040457124440929e-14
32,4,betay,3,0.1875,1.426666565156598e-14
32,4,betay,4,0.25,1.3783073377378976e-14
32,4,betay,5,0.3125,1.4678987467065827e-14
32,4,betay,6,0.375,1.6337800720953302e-14
32,4,betay,7,0.4375,1.8874421622553415e-14
32,4,betay,8,0.5,2.269138180456172e-14
32,4,betay,9,0.5625,2.8618538712299317e-14
32,4,betay,10,0.625,3.843684097677641e-14
32,4,betay,11,0.6875,5.6545763416543336e-14
32,4,betay,12,0.75,9.676415852444363e-14
32,4,betay,13,0.8125,2.2736864750049013e-13
32,4,betay,14,0.875,1.7675989360041946e-12
32,4,betay,15,0.9375,3.5271266046691096e-13
32,4,betay,16,1.0,2.9671602490588094e-13
32,4,betaz,0,0.0,0.0
32,4,betaz,1,0.0625,9.513708190746559e-16
32,4,betaz,2,0.125,1.8451132622263003e-14
32,4,betaz,3,0.1875,1.1754433771697151e-14
32,4,betaz,4,0.25,1.1354416784101916e-14
32,4,betaz,5,0.3125,1.2099789759898057e-14
32,4,betaz,6,0.375,1.3478672771928795e-14
32,4,betaz,7,0.4375,1.5589709155399936e-14
32,4,betaz,8,0.5,1.8773417239738043e-14
32,4,betaz,9,0.5625,2.3734153077380316e-14
32,4,betaz,10,0.625,3.19936144660443e-14
32,4,betaz,11,0.6875,4.734754318901275e-14
32,4,betaz,12,0.75,8.188910628287021e-14
32,4,betaz,13,0.8125,1.9673073860188519e-13
32,4,betaz,14,0.875,1.6293458720954296e-12
32,4,betaz,15,0.9375,6.00951191489275e-13
32,4,betaz,16,1.0,2.482634447892708e-13
32,4,Bx,0,0.0,0.0
32,4,Bx,1,0.0625,5.425688122660584e-16
32,4,Bx,2,0.125,2.4974604618452246e-14
32,4,Bx,3,0.1875,8.209348248080095e-15
32,4,Bx,4,0.25,7.897164072287207e-15
32,4,Bx,5,0.3125,8.418460307252617e-15
32,4,Bx,6,0.375,9.392887072505335e-15
32,4,Bx,7,0.4375,1.0892641643085521e-14
32,4,Bx,8,0.5,1.3168486513583044e-14
32,4,Bx,9,0.5625,1.674465742408867e-14
32,4,Bx,10,0.625,2.2771327518207185e-14
32,4,Bx,11,0.6875,3.417922989829264e-14
32,4,Bx,12,0.75,6.058875297054019e-14
32,4,Bx,13,0.8125,1.5284434099597522e-13
32,4,Bx,14,0.875,1.4312049122251973e-12
32,4,Bx,15,0.9375,9.564008006426455e-13
32,4,Bx,16,1.0,1.766409582630718e-13
32,4,By,0,0.0,0.0
32,4,By,1,0.0625,8.910459661867372e-16
32,4,By,2,0.125,3.149554731642679e-14
32,4,By,3,0.1875,4.4448841271846736e-15
32,4,By,4,0.25,4.216227795675927e-15
32,4,By,5,0.3125,4.496148506574025e-15
32,4,By,6,0.375,5.038489441147812e-15
32,4,By,7,0.4375,5.886344922321233e-15
32,4,By,8,0.5,7.19467844407229e-15
32,4,By,9,0.5625,9.295998934125133e-15
32,4,By,10,0.625,1.2945402298021858e-14
32,4,By,11,0.6875,2.0154566196689504e-14
32,4,By,12,0.75,3.7919451412243e-14
32,4,By,13,0.8125,1.062032383100713e-13
32,4,By,14,0.875,1.2213152544863827e-12
32,4,By,15,0.9375,1.3291173415993502e-12
32,4,By,16,1.0,1.0464085538579744e-13
32,4,Bz,0,0.0,0.0
32,4,Bz,1,0.0625,1.5459259176244698e-15
32,4,Bz,2,0.125,3.68764022820621e-14
32,4,Bz,3,0.1875,1.4504708223893156e-15
32,4,Bz,4,0.25,1.2965004993806554e-15
32,4,Bz,5,0.3125,1.3881308385513317e-15
32,4,Bz,6,0.375,1.5898551040649674e-15
32,4,Bz,7,0.4375,1.9226431482519247e-15
32,4,Bz,8,0.5,2.4659926741147426e-15
32,4,Bz,9,0.5625,3.4009378703247137e-15
32,4,Bz,10,0.625,5.170313084262154e-15
32,4,Bz,11,0.6875,9.059489852829901e-15
32,4,Bz,12,0.75,1.9991131177741403e-14
32,4,Bz,13,0.8125,6.933658577180346e-14
32,4,Bz,14,0.875,1.0555979669820708e-12
32,4,Bz,15,0.9375,1.6228669563790943e-12
32,4,Bz,16,1.0,4.9760123079474963e-14
32,6,chi,0,0.0,0.0
32,6,chi,1,0.0625,2.0741587672180508e-13
32,6,chi,2,0.125,1.887205189743512e-11
32,6,chi,3,0.1875,3.6828751013124716e-13
32,6,chi,4,0.25,2.4139639364472804e-13
32,6,chi,5,0.3125,2.2623125059678938e-13
32,6,chi,6,0.375,2.3717493725150837e-13
32,6,chi,7,0.4375,2.650073793355109e-13
32,6,chi,8,0.5,3.1215926956461037e-13
32,6,chi,9,0.5625,3.8830084488403903e-13
32,6,chi,10,0.625,5.16082285991105e-13
32,6,chi,11,0.6875,7.531637140131139e-13
32,6,chi,12,0.75,1.2804855139805676e-12
32,6,chi,13,0.8125,2.994166203798941e-12
32,6,chi,14,0.875,2.364360441906045e-11
32,6,chi,15,0.9375,7.444042262311211e-12
32,6,chi,16,1.0,3.661922066596164e-13
32,6,gxx,0,0.0,0.0
32,6,gxx,1,0.0625,7.166735291355833e-13
32,6,gxx,2,0.125,6.146386969164466e-11
32,6,gxx,3,0.1875,4.3629071860192534e-13
32,6,gxx,4,0.25,1.6516559942439024e-13
32,6,gxx,5,0.3125,1.160975037064771e-13
32,6,gxx,6,0.375,1.04079274370254e-13
32,6,gxx,7,0.4375,1.0725430683225939e-13
32,6,gxx,8,0.5,1.2251139091306362e-13
32,6,gxx,9,0.5625,1.5413227392304774e-13
32,6,gxx,10,0.625,2.162520504987033e-13
32,6,gxx,11,0.6875,3.500292489766891e-13
32,6,gxx,12,0.75,7.089364315386173e-13
32,6,gxx,13,0.8125,2.204611060135748e-12
32,6,gxx,14,0.875,2.7938554403090533e-11
32,6,gxx,15,0.9375,2.0105204713123737e-11
32,6,gxx,16,1.0,7.36502499222138e-12
32,6,gxy,0,0.0,0.0
32,6,gxy,1,0.0625,2.6405229263589857e-13
32,6,gxy,2,0.125,5.113986583718837e-11
32,6,gxy,3,0.1875,6.439743390412948e-13
32,6,gxy,4,0.25,3.554122426655699e-13
32,6,gxy,5,0.3125,3.089722597713e-13
32,6,gxy,6,0.375,3.1178156163719267e-13
32,6,gxy,7,0.4375,3.4076372540376404e-13
32,6,gxy,8,0.5,3.9557982797766685e-13
32,6,gxy,9,0.5625,4.872184133307183e-13
32,6,gxy,10,0.625,6.435438649280075e-13
32,6,gxy,11,0.6875,9.344930325654574e-13
32,6,gxy,12,0.75,1.5806786015352766e-12
32,6,gxy,13,0.8125,3.676382353703302e-12
32,6,gxy,14,0.875,2.869163612053427e-11
32,6,gxy,15,0.9375,8.177231831849358e-12
32,6,gxy,16,1.0,7.292365389555373e-13
32,6,gxz,0,0.0,0.0
32,6,gxz,1,0.0625,2.2942260511077806e-13
32,6,gxz,2,0.125,2.7811323245443216e-11
32,6,gxz,3,0.1875,2.6233815644032007e-13
32,6,gxz,4,0.25,1.1274176219015202e-13
32,6,gxz,5,0.3125,8.440991732362751e-14
32,6,gxz,6,0.375,7.795799948934724e-14
32,6,gxz,7,0.4375,8.100253404017047e-14
32,6,gxz,8,0.5,9.174166312077037e-14
32,6,gxz,9,0.5625,1.1263663512902885e-13
32,6,gxz,10,0.625,1.5162920150369765e-13
32,6,gxz,11,0.6875,2.305742478637871e-13
32,6,gxz,12,0.75,4.262863194662902e-13
32,6,gxz,13,0.8125,1.172485235132878e-12
32,6,gxz,14,0.875,1.2745380208632724e-11
32,6,gxz,15,0.9375,8.385678158580436e-12
32,6,gxz,16,1.0,2.137998593281392e-12
32,6,gyy,0,0.0,0.0
32,6,gyy,1,0.0625,7.294790808368732e-13
32,6,gyy,2,0.125,3.84409196127277e-11
32,6,gyy,3,0.1875,5.181882158878767e-14
32,6,gyy,4,0.25,9.354482748746303e-15
32,6,gyy,5,0.3125,1.466518394576931e-14
32,6,gyy,6,0.375,2.370182114300793e-14
32,6,gyy,7,0.4375,3.5827268459314297e-14
32,6,gyy,8,0.5,5.4104394975937485e-14
32,6,gyy,9,0.5625,8.538389884948311e-14
32,6,gyy,10,0.625,1.4655248443978952e-13
32,6,gyy,11,0.6875,2.8725784111736704e-13
32,6,gyy,12,0.75,6.987766120598535e-13
32,6,gyy,13,0.8125,2.5920869153038486e-12
32,6,gyy,14,0.875,3.889192164327531e-11
32,6,gyy,15,0.9375,3.348149084329464e-11
32,6,gyy,16,1.0,1.1297549424623099e-11
32,6,gyz,0,0.0,0.0
32,6,gyz,1,0.0625,3.163994158196474e-13
32,6,gyz,2,0.125,1.1544322669679627e-11
32,6,gyz,3,0.1875,6.195620309923744e-14
32,6,gyz,4,0.25,8.187219662603967e-14
32,6,gyz,5,0.3125,1.0005529815993288e-13
32,6,gyz,6,0.375,1.1956482443038465e-13
32,6,gyz,7,0.4375,1.442986016774669e-13
32,6,gyz,8,0.5,1.7914275757311137e-13
32,6,gyz,9,0.5625,2.3252298160668843e-13
32,6,gyz,10,0.625,3.2238550924493745e-13
32,6,gyz,11,0.6875,4.94198399940536e-13
32,6,gyz,12,0.75,8.987217427022305e-13
32,6,gyz,13,0.8125,2.351414337836479e-12
32,6,gyz,14,0.875,2.3284172514796336e-11
32,6,gyz,15,0.9375,1.3007657704918455e-11
32,6,gyz,16,1.0,2.8544070198505725e-12
32,6,gzz,0,0.0,0.0
32,6,gzz,1,0.0625,2.0750184374951598e-13
32,6,gzz,2,0.125,2.173776978547546e-11
32,6,gzz,3,0.1875,3.0480745907059964e-13
32,6,gzz,4,0.25,1.8477223164063236e-13
32,6,gzz,5,0.3125,1.6860041227128577e-13
32,6,gzz,6,0.375,1.7462918175638579e-13
32,6,gzz,7,0.4375,1.938653365188202e-13
32,6,gzz,8,0.5,2.273981813641071e-13
32,6,gzz,9,0.5625,2.8201937777635103e-13
32,6,gzz,10,0.625,3.738222399014656e-13
32,6,gzz,11,0.6875,5.437498244731292e-13
32,6,gzz,12,0.75,9.214972655093621e-13
32,6,gzz,13,0.8125,2.1445664960722116e-12
32,6,gzz,14,0.875,1.6685443049733445e-11
32,6,gzz,15,0.9375,4.815250647695758e-12
32,6,gzz,16,1.0,2.375820582378031e-13
32,6,Khat,0,0.0,0.0
32,6,Khat,1,0.0625,5.956250552600047e-09
32,6,Khat,2,0.125,9.910866415661531e-08
32,6,Khat,3,0.1875,2.1474360061546942e-08
32,6,Khat,4,0.25,1.883413534710573e-08
32,6,Khat,5,0.3125,1.943751716255258e-08
32,6,Khat,6,0.375,2.132103527051589e-08
32,6,Khat,7,0.4375,2.4434591616878394e-08
32,6,Khat,8,0.5,2.9234213520343107e-08
32,6,Khat,9,0.5625,3.675897536177312e-08
32,6,Khat,10,0.625,4.9281675444942056e-08
32,6,Khat,11,0.6875,7.245471794693753e-08
32,6,Khat,12,0.75,1.2414915580910044e-07
32,6,Khat,13,0.8125,2.936958632026993e-07
32,6,Khat,14,0.875,2.364609602785759e-06
32,6,Khat,15,0.9375,7.683075132962197e-07
32,6,Khat,16,1.0,9.031871371129477e-08
32,6,Axx,0,0.0,0.0
32,6,Axx,1,0.0625,5.04283159936391e-09
32,6,Axx,2,0.125,1.334665119309852e-07
32,6,Axx,3,0.1875,6.472790418983105e-10
32,6,Axx,4,0.25,1.3080708650898478e-09
32,6,Axx,5,0.3125,1.6895379301912744e-09
32,6,Axx,6,0.375,2.0462828936456765e-09
32,6,Axx,7,0.4375,2.4748720825276265e-09
32,6,Axx,8,0.5,3.06083571338904e-09
32,6,Axx,9,0.5625,3.935890294869562e-09
32,6,Axx,10,0.625,5.364927035475371e-09
32,6,Axx,11,0.6875,7.99697973880784e-09
32,6,Axx,12,0.75,1.3890154719524449e-08
32,6,Axx,13,0.8125,3.344280392620069e-08
32,6,Axx,14,0.875,2.7848075696671603e-07
32,6,Axx,15,0.9375,9.84713306889848e-08
32,6,Axx,16,1.0,1.5663760897839218e-08
32,6,Axy,0,0.0,0.0
32,6,Axy,1,0.0625,2.769942744687259e-09
32,6,Axy,2,0.125,3.556098874731542e-08
32,6,Axy,3,0.1875,4.946588106320924e-09
32,6,Axy,4,0.25,4.391211831351628e-09
32,6,Axy,5,0.3125,4.557555465867968e-09
32,6,Axy,6,0.375,5.015577330801626e-09
32,6,Axy,7,0.4375,5.760250029094849e-09
32,6,Axy,8,0.5,6.903007705916655e-09
32,6,Axy,9,0.5625,8.693000003043552e-09
32,6,Axy,10,0.625,1.1674634201087297e-08
32,6,Axy,11,0.6875,1.720579948128314e-08
32,6,Axy,12,0.75,2.9603438268057394e-08
32,6,Axy,13,0.8125,7.067687088600138e-08
32,6,Axy,14,0.875,5.865956112164662e-07
32,6,Axy,15,0.9375,2.500416283022073e-07
32,6,Axy,16,1.0,4.719066455330212e-09
32,6,Axz,0,0.0,0.0
32,6,Axz,1,0.0625,1.772132337514012e-09
32,6,Axz,2,0.125,3.0683127416252175e-08
32,6,Axz,3,0.1875,3.779930426314113e-09
32,6,Axz,4,0.25,3.219537452185881e-09
32,6,Axz,5,0.3125,3.2962735670122313e-09
32,6,Axz,6,0.375,3.6090472827962766e-09
32,6,Axz,7,0.4375,4.140683101702118e-09
32,6,Axz,8,0.5,4.971305538373484e-09
32,6,Axz,9,0.5625,6.28978660046572e-09
32,6,Axz,10,0.625,8.518428678938369e-09
32,6,Axz,11,0.6875,1.2735320654484393e-08
32,6,Axz,12,0.75,2.2471035048171023e-08
32,6,Axz,13,0.8125,5.631374271399814e-08
32,6,Axz,14,0.875,5.203393028559012e-07
32,6,Axz,15,0.9375,2.966941947151446e-07
32,6,Axz,16,1.0,2.3174713552152395e-08
32,6,Ayy,0,0.0,0.0
32,6,Ayy,1,0.0625,8.93811206422651e-09
32,6,Ayy,2,0.125,5.5164063414724186e-08
32,6,Ayy,3,0.1875,5.976410057040004e-09
32,6,Ayy,4,0.25,7.270739683181582e-09
32,6,Ayy,5,0.3125,8.282461432462757e-09
32,6,Ayy,6,0.375,9.501545747881279e-09
32,6,Ayy,7,0.4375,1.1157250182077606e-08
32,6,Ayy,8,0.5,1.3543853912241463e-08
32,6,Ayy,9,0.5625,1.7183984189578552e-08
32,6,Ayy,10,0.625,2.3163985637173725e-08
32,6,Ayy,11,0.6875,3.414807193583077e-08
32,6,Ayy,12,0.75,5.8503976650511647e-08
32,6,Ayy,13,0.8125,1.3785206276980363e-07
32,6,Ayy,14,0.875,1.0962706407870903e-06
32,6,Ayy,15,0.9375,3.4952322627580274e-07
32,6,Ayy,16,1.0,2.1677219553036573e-08
32,6,Ayz,0,0.0,0.0
32,6,Ayz,1,0.0625,1.0589679112839484e-09
32,6,Ayz,2,0.125,3.7668223133854914e-08
32,6,Ayz,3,0.1875,1.9137061109528635e-09
32,6,Ayz,4,0.25,1.5387367012000556e-09
32,6,Ayz,5,0.3125,1.557998020526559e-09
32,6,Ayz,6,0.375,1.709238066676757e-09
32,6,Ayz,7,0.4375,1.979889115125418e-09
32,6,Ayz,8,0.5,2.416935824805146e-09
32,6,Ayz,9,0.5625,3.1363796670671652e-09
32,6,Ayz,10,0.625,4.410775831683843e-09
32,6,Ayz,11,0.6875,6.979526943800566e-09
32,6,Ayz,12,0.75,1.3449463332327731e-08
32,6,Ayz,13,0.8125,3.882025512370596e-08
32,6,Ayz,14,0.875,4.5086344548172225e-07
32,6,Ayz,15,0.9375,3.4206584128967737e-07
32,6,Ayz,16,1.0,7.039866304379466e-08
32,6,Azz,0,0.0,0.0
32,6,Azz,1,0.0625,9.266390971198235e-10
32,6,Azz,2,0.125,2.0454968782301207e-08
32,6,Azz,3,0.1875,2.8097553939643023e-09
32,6,Azz,4,0.25,2.4203226894144773e-09
32,6,Azz,5,0.3125,2.4903803458452032e-09
32,6,Azz,6,0.375,2.7323807272650172e-09
32,6,Azz,7,0.4375,3.138804906500519e-09
32,6,Azz,8,0.5,3.771733566935832e-09
32,6,Azz,9,0.5625,4.775313438261426e-09
32,6,Azz,10,0.625,6.47095523125359e-09
32,6,Azz,11,0.6875,9.677983389748645e-09
