resolution,transfer_order,category,variable,count,rms,linf,order_from_previous
16,6,fine_all,Bx,324,1.9447901967443346e-07,1.8050105982208556e-06,
16,6,fine_all,By,324,1.9449895609077856e-07,1.7072375884499065e-06,
16,6,fine_all,Bz,324,1.945191654063909e-07,1.5582504424907484e-06,
16,6,fine_all,Gamx,324,1.9432936255547183e-07,1.7968556079239284e-06,
16,6,fine_all,Gamy,324,1.9434711284980237e-07,1.6576690857735357e-06,
16,6,fine_all,Gamz,324,1.9436513668356e-07,1.4517726509684847e-06,
16,6,fine_all,Khat,324,1.9421277575375585e-07,1.6087451397956527e-06,
16,6,fine_all,Theta,324,1.9438343398066596e-07,1.4656393943364952e-06,
16,6,fine_all,alpha,324,1.944020046496634e-07,1.6261752044943734e-06,
16,6,fine_all,betax,324,1.9442084865490033e-07,1.787462264577638e-06,
16,6,fine_all,betay,324,1.9443996587424345e-07,1.8752623818260963e-06,
16,6,fine_all,betaz,324,1.9445935624131556e-07,1.881213019998306e-06,
16,6,fine_all,chi,324,1.9410961998694106e-07,1.3292580518520225e-06,
16,6,fine_all,gxx,324,1.9412353337973548e-07,1.5205485276448272e-06,
16,6,fine_all,gxy,324,1.9413772125286952e-07,1.7005432986252867e-06,
16,6,fine_all,gxz,324,1.9415218355079493e-07,1.813641159697767e-06,
16,6,fine_all,gyy,324,1.9416692022950185e-07,1.8506312748911569e-06,
16,6,fine_all,gyz,324,1.9418193117667238e-07,1.8099051536004648e-06,
16,6,fine_all,gzz,324,1.941972163831418e-07,1.736018113818183e-06,
16,6,fine_interior,Axx,234,0.0,0.0,
16,6,fine_interior,Axy,234,0.0,0.0,
16,6,fine_interior,Axz,234,0.0,0.0,
16,6,fine_interior,Ayy,234,0.0,0.0,
16,6,fine_interior,Ayz,234,0.0,0.0,
16,6,fine_interior,Azz,234,0.0,0.0,
16,6,fine_interior,Bx,234,0.0,0.0,
16,6,fine_interior,By,234,0.0,0.0,
16,6,fine_interior,Bz,234,0.0,0.0,
16,6,fine_interior,Gamx,234,0.0,0.0,
16,6,fine_interior,Gamy,234,0.0,0.0,
16,6,fine_interior,Gamz,234,0.0,0.0,
16,6,fine_interior,Khat,234,0.0,0.0,
16,6,fine_interior,Theta,234,0.0,0.0,
16,6,fine_interior,alpha,234,0.0,0.0,
16,6,fine_interior,betax,234,0.0,0.0,
16,6,fine_interior,betay,234,0.0,0.0,
16,6,fine_interior,betaz,234,0.0,0.0,
16,6,fine_interior,chi,234,0.0,0.0,
16,6,fine_interior,gxx,234,0.0,0.0,
16,6,fine_interior,gxy,234,0.0,0.0,
16,6,fine_interior,gxz,234,0.0,0.0,
16,6,fine_interior,gyy,234,0.0,0.0,
16,6,fine_interior,gyz,234,0.0,0.0,
16,6,fine_interior,gzz,234,0.0,0.0,
16,6,hanging_interface,Axx,8,1.2360633002234706e-06,1.4121706110250425e-06,
16,6,hanging_interface,Axy,8,1.2361658078726172e-06,1.5125300012153414e-06,
16,6,hanging_interface,Axz,8,1.2362700590704514e-06,1.688716865893159e-06,
16,6,hanging_interface,Ayy,8,1.2363760533759573e-06,1.7916385032140973e-06,
16,6,hanging_interface,Ayz,8,1.2364837903408475e-06,1.8403640096070935e-06,
16,6,hanging_interface,Azz,8,1.2365932695096762e-06,1.858060464014473e-06,
16,6,hanging_interface,Bx,8,1.2376569024927351e-06,1.8050105982208556e-06,
16,6,hanging_interface,By,8,1.2377837770694465e-06,1.7072375884499065e-06,
16,6,hanging_interface,Bz,8,1.2379123883664604e-06,1.5582504424907484e-06,
16,6,hanging_interface,Gamx,8,1.2367044904196997e-06,1.7968556079239284e-06,
16,6,hanging_interface,Gamy,8,1.2368174526011022e-06,1.6576690857735357e-06,
16,6,hanging_interface,Gamz,8,1.2369321555767592e-06,1.4517726509684847e-06,
16,6,hanging_interface,Khat,8,1.2359625365568875e-06,1.6087451397956527e-06,
16,6,hanging_interface,Theta,8,1.2370485988625083e-06,1.4656393943364952e-06,
16,6,hanging_interface,alpha,8,1.2371667818763217e-06,1.6261752044943734e-06,
16,6,hanging_interface,betax,8,1.2372867043913113e-06,1.787462264577638e-06,
16,6,hanging_interface,betay,8,1.237408365630226e-06,1.8752623818260963e-06,
16,6,hanging_interface,betaz,8,1.2375317651706434e-06,1.881213019998306e-06,
16,6,hanging_interface,chi,8,1.2353060572767885e-06,1.3292580518520225e-06,
16,6,hanging_interface,gxx,8,1.2353946015663367e-06,1.5205485276448272e-06,
16,6,hanging_interface,gxy,8,1.2354848926380698e-06,1.7005432986252867e-06,
16,6,hanging_interface,gxz,8,1.2355769301384812e-06,1.813641159697767e-06,
16,6,hanging_interface,gyy,8,1.2356707137874938e-06,1.8506312748911569e-06,
16,6,hanging_interface,gyz,8,1.2357662428703205e-06,1.8099051536004648e-06,
16,6,hanging_interface,gzz,8,1.2358635173286378e-06,1.736018113818183e-06,
16,6,interface_edge,Axx,6,0.0,0.0,
16,6,interface_edge,Axy,6,0.0,0.0,
16,6,interface_edge,Axz,6,0.0,0.0,
16,6,interface_edge,Ayy,6,0.0,0.0,
16,6,interface_edge,Ayz,6,0.0,0.0,
16,6,interface_edge,Azz,6,1.1065592085860338e-20,1.3552527156068805e-20,
16,6,interface_edge,Bx,6,0.0,0.0,
16,6,interface_edge,By,6,0.0,0.0,
16,6,interface_edge,Bz,6,0.0,0.0,
16,6,interface_edge,Gamx,6,0.0,0.0,
16,6,interface_edge,Gamy,6,0.0,0.0,
16,6,interface_edge,Gamz,6,0.0,0.0,
16,6,interface_edge,Khat,6,0.0,0.0,
16,6,interface_edge,Theta,6,0.0,0.0,
16,6,interface_edge,alpha,6,0.0,0.0,
16,6,interface_edge,betax,6,0.0,0.0,
16,6,interface_edge,betay,6,0.0,0.0,
16,6,interface_edge,betaz,6,0.0,0.0,
16,6,interface_edge,chi,6,0.0,0.0,
16,6,interface_edge,gxx,6,0.0,0.0,
16,6,interface_edge,gxy,6,0.0,0.0,
16,6,interface_edge,gxz,6,0.0,0.0,
16,6,interface_edge,gyy,6,0.0,0.0,
16,6,interface_edge,gyz,6,0.0,0.0,
16,6,interface_edge,gzz,6,0.0,0.0,
16,6,interface_face,Axx,129,3.0781575906581074e-07,1.4121706110250425e-06,
16,6,interface_face,Axy,129,3.07841286455732e-07,1.5125300012153414e-06,
16,6,interface_face,Axz,129,3.0786724804005295e-07,1.688716865893159e-06,
16,6,interface_face,Ayy,129,3.0789364370894796e-07,1.7916385032140973e-06,
16,6,interface_face,Ayz,129,3.0792047335078037e-07,1.8403640096070935e-06,
16,6,interface_face,Azz,129,3.0794773685213076e-07,1.858060464014473e-06,
16,6,interface_face,Bx,129,3.082126124406128e-07,1.8050105982208556e-06,
16,6,interface_face,By,129,3.0824420790512466e-07,1.7072375884499065e-06,
16,6,interface_face,Bz,129,3.0827623586356947e-07,1.5582504424907484e-06,
16,6,interface_face,Gamx,129,3.079754340977627e-07,1.7968556079239284e-06,
16,6,interface_face,Gamy,129,3.0800356497067823e-07,1.6576690857735357e-06,
16,6,interface_face,Gamz,129,3.080321293520595e-07,1.4517726509684847e-06,
16,6,interface_face,Khat,129,3.0779066597833704e-07,1.6087451397956527e-06,
16,6,interface_face,Theta,129,3.080611271213359e-07,1.4656393943364952e-06,
16,6,interface_face,alpha,129,3.0809055813356573e-07,1.6261752044943734e-06,
16,6,interface_face,betax,129,3.081204223322471e-07,1.787462264577638e-06,
16,6,interface_face,betay,129,3.0815071952382183e-07,1.8752623818260963e-06,
16,6,interface_face,betaz,129,3.0818144960309457e-07,1.881213019998306e-06,
16,6,interface_face,chi,129,3.0762718351924444e-07,1.3292580518520225e-06,
16,6,interface_face,gxx,129,3.0764923362597704e-07,1.5205485276448272e-06,
16,6,interface_face,gxy,129,3.076717187323445e-07,1.7005432986252867e-06,
16,6,interface_face,gxz,129,3.076946387503133e-07,1.813641159697767e-06,
16,6,interface_face,gyy,129,3.0771799361013597e-07,1.8506312748911569e-06,
16,6,interface_face,gyz,129,3.0774178313380996e-07,1.8099051536004648e-06,
16,6,interface_face,gzz,129,3.077660073068108e-07,1.736018113818183e-06,
16,6,interface_layer_0,Axx,27,6.728276389618033e-07,1.4121706110250425e-06,
16,6,interface_layer_0,Axy,27,6.728834370585015e-07,1.5125300012153414e-06,
16,6,interface_layer_0,Axz,27,6.729401842228943e-07,1.688716865893159e-06,
16,6,interface_layer_0,Ayy,27,6.729978802149232e-07,1.7916385032140973e-06,
16,6,interface_layer_0,Ayz,27,6.730565247905715e-07,1.8403640096070935e-06,
16,6,interface_layer_0,Azz,27,6.731161177019258e-07,1.858060464014473e-06,
16,6,interface_layer_0,Bx,27,6.736950861646122e-07,1.8050105982208556e-06,
16,6,interface_layer_0,By,27,6.737641479366733e-07,1.7072375884499065e-06,
16,6,interface_layer_0,Bz,27,6.738341550595269e-07,1.5582504424907484e-06,
16,6,interface_layer_0,Gamx,27,6.731766586971002e-07,1.7968556079239284e-06,
16,6,interface_layer_0,Gamy,27,6.732381475203599e-07,1.6576690857735357e-06,
16,6,interface_layer_0,Gamz,27,6.733005839119906e-07,1.4517726509684847e-06,
16,6,interface_layer_0,Khat,27,6.727727901689722e-07,1.6087451397956527e-06,
16,6,interface_layer_0,Theta,27,6.73363967608448e-07,1.4656393943364952e-06,
16,6,interface_layer_0,alpha,27,6.734282982929163e-07,1.6261752044943734e-06,
16,6,interface_layer_0,betax,27,6.734935758418932e-07,1.787462264577638e-06,
16,6,interface_layer_0,betay,27,6.735597998322965e-07,1.8752623818260963e-06,
16,6,interface_layer_0,betaz,27,6.736269700341893e-07,1.881213019998306e-06,
16,6,interface_layer_0,chi,27,6.724154481105384e-07,1.3292580518520225e-06,
16,6,interface_layer_0,gxx,27,6.724636455169895e-07,1.5205485276448272e-06,
16,6,interface_layer_0,gxy,27,6.725127937512285e-07,1.7005432986252867e-06,
16,6,interface_layer_0,gxz,27,6.725628926208305e-07,1.813641159697767e-06,
16,6,interface_layer_0,gyy,27,6.726139419733409e-07,1.8506312748911569e-06,
16,6,interface_layer_0,gyz,27,6.72665941419679e-07,1.8099051536004648e-06,
16,6,interface_layer_0,gzz,27,6.727188909280974e-07,1.736018113818183e-06,
16,6,interface_layer_1,Axx,27,0.0,0.0,
16,6,interface_layer_1,Axy,27,0.0,0.0,
16,6,interface_layer_1,Axz,27,0.0,0.0,
16,6,interface_layer_1,Ayy,27,0.0,0.0,
16,6,interface_layer_1,Ayz,27,0.0,0.0,
16,6,interface_layer_1,Azz,27,0.0,0.0,
16,6,interface_layer_1,Bx,27,0.0,0.0,
16,6,interface_layer_1,By,27,0.0,0.0,
16,6,interface_layer_1,Bz,27,0.0,0.0,
16,6,interface_layer_1,Gamx,27,0.0,0.0,
16,6,interface_layer_1,Gamy,27,0.0,0.0,
16,6,interface_layer_1,Gamz,27,0.0,0.0,
16,6,interface_layer_1,Khat,27,0.0,0.0,
16,6,interface_layer_1,Theta,27,0.0,0.0,
16,6,interface_layer_1,alpha,27,0.0,0.0,
16,6,interface_layer_1,betax,27,0.0,0.0,
16,6,interface_layer_1,betay,27,0.0,0.0,
16,6,interface_layer_1,betaz,27,0.0,0.0,
16,6,interface_layer_1,chi,27,0.0,0.0,
16,6,interface_layer_1,gxx,27,0.0,0.0,
16,6,interface_layer_1,gxy,27,0.0,0.0,
16,6,interface_layer_1,gxz,27,0.0,0.0,
16,6,interface_layer_1,gyy,27,0.0,0.0,
16,6,interface_layer_1,gyz,27,0.0,0.0,
16,6,interface_layer_1,gzz,27,0.0,0.0,
16,6,interface_layer_2,Axx,27,0.0,0.0,
16,6,interface_layer_2,Axy,27,0.0,0.0,
16,6,interface_layer_2,Axz,27,0.0,0.0,
16,6,interface_layer_2,Ayy,27,0.0,0.0,
16,6,interface_layer_2,Ayz,27,0.0,0.0,
16,6,interface_layer_2,Azz,27,0.0,0.0,
16,6,interface_layer_2,Bx,27,0.0,0.0,
16,6,interface_layer_2,By,27,0.0,0.0,
16,6,interface_layer_2,Bz,27,0.0,0.0,
16,6,interface_layer_2,Gamx,27,0.0,0.0,
16,6,interface_layer_2,Gamy,27,0.0,0.0,
16,6,interface_layer_2,Gamz,27,0.0,0.0,
16,6,interface_layer_2,Khat,27,0.0,0.0,
16,6,interface_layer_2,Theta,27,0.0,0.0,
16,6,interface_layer_2,alpha,27,0.0,0.0,
16,6,interface_layer_2,betax,27,0.0,0.0,
16,6,interface_layer_2,betay,27,0.0,0.0,
16,6,interface_layer_2,betaz,27,0.0,0.0,
16,6,interface_layer_2,chi,27,0.0,0.0,
16,6,interface_layer_2,gxx,27,0.0,0.0,
16,6,interface_layer_2,gxy,27,0.0,0.0,
16,6,interface_layer_2,gxz,27,0.0,0.0,
16,6,interface_layer_2,gyy,27,0.0,0.0,
16,6,interface_layer_2,gyz,27,0.0,0.0,
16,6,interface_layer_2,gzz,27,0.0,0.0,
16,6,interface_layer_3,Axx,27,0.0,0.0,
16,6,interface_layer_3,Axy,27,0.0,0.0,
16,6,interface_layer_3,Axz,27,0.0,0.0,
16,6,interface_layer_3,Ayy,27,0.0,0.0,
16,6,interface_layer_3,Ayz,27,0.0,0.0,
16,6,interface_layer_3,Azz,27,0.0,0.0,
16,6,interface_layer_3,Bx,27,0.0,0.0,
16,6,interface_layer_3,By,27,0.0,0.0,
16,6,interface_layer_3,Bz,27,0.0,0.0,
16,6,interface_layer_3,Gamx,27,0.0,0.0,
16,6,interface_layer_3,Gamy,27,0.0,0.0,
16,6,interface_layer_3,Gamz,27,0.0,0.0,
16,6,interface_layer_3,Khat,27,0.0,0.0,
16,6,interface_layer_3,Theta,27,0.0,0.0,
16,6,interface_layer_3,alpha,27,0.0,0.0,
16,6,interface_layer_3,betax,27,0.0,0.0,
16,6,interface_layer_3,betay,27,0.0,0.0,
16,6,interface_layer_3,betaz,27,0.0,0.0,
16,6,interface_layer_3,chi,27,0.0,0.0,
16,6,interface_layer_3,gxx,27,0.0,0.0,
16,6,interface_layer_3,gxy,27,0.0,0.0,
16,6,interface_layer_3,gxz,27,0.0,0.0,
16,6,interface_layer_3,gyy,27,0.0,0.0,
16,6,interface_layer_3,gyz,27,0.0,0.0,
16,6,interface_layer_3,gzz,27,0.0,0.0,
16,6,interface_layer_4,Axx,27,0.0,0.0,
16,6,interface_layer_4,Axy,27,0.0,0.0,
16,6,interface_layer_4,Axz,27,0.0,0.0,
16,6,interface_layer_4,Ayy,27,0.0,0.0,
16,6,interface_layer_4,Ayz,27,0.0,0.0,
16,6,interface_layer_4,Azz,27,0.0,0.0,
16,6,interface_layer_4,Bx,27,0.0,0.0,
16,6,interface_layer_4,By,27,0.0,0.0,
16,6,interface_layer_4,Bz,27,0.0,0.0,
16,6,interface_layer_4,Gamx,27,0.0,0.0,
16,6,interface_layer_4,Gamy,27,0.0,0.0,
16,6,interface_layer_4,Gamz,27,0.0,0.0,
16,6,interface_layer_4,Khat,27,0.0,0.0,
16,6,interface_layer_4,Theta,27,0.0,0.0,
16,6,interface_layer_4,alpha,27,0.0,0.0,
16,6,interface_layer_4,betax,27,0.0,0.0,
16,6,interface_layer_4,betay,27,0.0,0.0,
16,6,interface_layer_4,betaz,27,0.0,0.0,
16,6,interface_layer_4,chi,27,0.0,0.0,
16,6,interface_layer_4,gxx,27,0.0,0.0,
16,6,interface_layer_4,gxy,27,0.0,0.0,
16,6,interface_layer_4,gxz,27,0.0,0.0,
16,6,interface_layer_4,gyy,27,0.0,0.0,
16,6,interface_layer_4,gyz,27,0.0,0.0,
16,6,interface_layer_4,gzz,27,0.0,0.0,
32,4,all,Axx,1445,2.256576407591818e-08,3.379271168489704e-07,4.202742888824887
32,4,all,Axy,1445,2.258314041869109e-08,3.4679733300360346e-07,4.203016726920484
32,4,all,Axz,1445,2.2600800088879846e-08,3.6188629805460645e-07,4.203294277053545
32,4,all,Ayy,1445,2.2618742422857673e-08,3.5741742352977967e-07,4.203575495239571
32,4,all,Ayz,1445,2.2636966748494906e-08,3.3353018430760137e-07,4.203860337159517
32,4,all,Azz,1445,2.265547238527945e-08,3.5402268523741353e-07,4.204148758175661
32,4,all,Bx,1445,2.2834565836855737e-08,3.544171488062918e-07,4.206898104167178
32,4,all,By,1445,2.2855845397927545e-08,3.722220340104021e-07,4.2072198023210845
32,4,all,Bz,1445,2.287739826546766e-08,3.693225884528943e-07,4.207544572053139
32,4,all,Gamx,1445,2.26742586444366e-08,3.631707051721621e-07,4.2044407133473705
32,4,all,Gamy,1445,2.269332482903582e-08,3.5229244699398884e-07,4.204736157447945
32,4,all,Gamz,1445,2.271267023413172e-08,3.4556730838775063e-07,4.205035044979004
32,4,all,Khat,1445,2.254867171556801e-08,3.557551661449818e-07,4.202472806400742
32,4,all,Theta,1445,2.2732294146864223e-08,3.550812782025716e-07,4.205337330187723
32,4,all,alpha,1445,2.2752195847078396e-08,3.574250968529924e-07,4.20564296699321
32,4,all,betax,1445,2.2772374604993998e-08,3.5709830906416025e-07,4.205951909445666
32,4,all,betay,1445,2.279282968624102e-08,3.6057289762853723e-07,4.206264110854694
32,4,all,betaz,1445,2.2813560347048222e-08,3.488966923109022e-07,4.206579524693169
32,4,all,chi,1445,2.243702986016773e-08,3.2788376425063603e-07,4.2006909722901735
32,4,all,gxx,1445,2.245211674901011e-08,3.377767687773314e-07,4.200933576303806
32,4,all,gxy,1445,2.2467491957749907e-08,3.4255025106734417e-07,4.201180229967558
32,4,all,gxz,1445,2.248315489051418e-08,3.481355936369086e-07,4.201430892923086
32,4,all,gyy,1445,2.2499104948614255e-08,3.3580541836109035e-07,4.201685523831003
32,4,all,gyz,1445,2.2515341518394612e-08,3.3499960132386125e-07,4.20194408125229
32,4,all,gzz,1445,2.25318639900421e-08,3.545211697542072e-07,4.2022065225255485
32,4,coarse_all,Axx,289,0.0,0.0,
32,4,coarse_all,Axy,289,0.0,0.0,
32,4,coarse_all,Axz,289,0.0,0.0,
32,4,coarse_all,Ayy,289,0.0,0.0,
32,4,coarse_all,Ayz,289,0.0,0.0,
32,4,coarse_all,Azz,289,1.1274216299142457e-21,1.3552527156068805e-20,0.917537839808027
32,4,coarse_all,Bx,289,0.0,0.0,
32,4,coarse_all,By,289,0.0,0.0,
32,4,coarse_all,Bz,289,0.0,0.0,
32,4,coarse_all,Gamx,289,0.0,0.0,
32,4,coarse_all,Gamy,289,0.0,0.0,
32,4,coarse_all,Gamz,289,0.0,0.0,
32,4,coarse_all,Khat,289,0.0,0.0,
32,4,coarse_all,Theta,289,0.0,0.0,
32,4,coarse_all,alpha,289,0.0,0.0,
32,4,coarse_all,betax,289,0.0,0.0,
32,4,coarse_all,betay,289,0.0,0.0,
32,4,coarse_all,betaz,289,0.0,0.0,
32,4,coarse_all,chi,289,0.0,0.0,
32,4,coarse_all,gxx,289,0.0,0.0,
32,4,coarse_all,gxy,289,0.0,0.0,
32,4,coarse_all,gxz,289,0.0,0.0,
32,4,coarse_all,gyy,289,0.0,0.0,
32,4,coarse_all,gyz,289,0.0,0.0,
32,4,coarse_all,gzz,289,0.0,0.0,
32,4,coarse_interior,Axx,204,0.0,0.0,
32,4,coarse_interior,Axy,204,0.0,0.0,
32,4,coarse_interior,Axz,204,0.0,0.0,
32,4,coarse_interior,Ayy,204,0.0,0.0,
32,4,coarse_interior,Ayz,204,0.0,0.0,
32,4,coarse_interior,Azz,204,0.0,0.0,
32,4,coarse_interior,Bx,204,0.0,0.0,
32,4,coarse_interior,By,204,0.0,0.0,
32,4,coarse_interior,Bz,204,0.0,0.0,
32,4,coarse_interior,Gamx,204,0.0,0.0,
32,4,coarse_interior,Gamy,204,0.0,0.0,
32,4,coarse_interior,Gamz,204,0.0,0.0,
32,4,coarse_interior,Khat,204,0.0,0.0,
32,4,coarse_interior,Theta,204,0.0,0.0,
32,4,coarse_interior,alpha,204,0.0,0.0,
32,4,coarse_interior,betax,204,0.0,0.0,
32,4,coarse_interior,betay,204,0.0,0.0,
32,4,coarse_interior,betaz,204,0.0,0.0,
32,4,coarse_interior,chi,204,0.0,0.0,
32,4,coarse_interior,gxx,204,0.0,0.0,
32,4,coarse_interior,gxy,204,0.0,0.0,
32,4,coarse_interior,gxz,204,0.0,0.0,
32,4,coarse_interior,gyy,204,0.0,0.0,
32,4,coarse_interior,gyz,204,0.0,0.0,
32,4,coarse_interior,gzz,204,0.0,0.0,
32,4,coincident_interface,Axx,35,0.0,0.0,
32,4,coincident_interface,Axy,35,0.0,0.0,
32,4,coincident_interface,Axz,35,0.0,0.0,
32,4,coincident_interface,Ayy,35,0.0,0.0,
32,4,coincident_interface,Ayz,35,0.0,0.0,
32,4,coincident_interface,Azz,35,4.581590395310125e-21,1.3552527156068805e-20,0.4406777517506905
32,4,coincident_interface,Bx,35,0.0,0.0,
32,4,coincident_interface,By,35,0.0,0.0,
32,4,coincident_interface,Bz,35,0.0,0.0,
32,4,coincident_interface,Gamx,35,0.0,0.0,
32,4,coincident_interface,Gamy,35,0.0,0.0,
32,4,coincident_interface,Gamz,35,0.0,0.0,
32,4,coincident_interface,Khat,35,0.0,0.0,
32,4,coincident_interface,Theta,35,0.0,0.0,
32,4,coincident_interface,alpha,35,0.0,0.0,
32,4,coincident_interface,betax,35,0.0,0.0,
32,4,coincident_interface,betay,35,0.0,0.0,
32,4,coincident_interface,betaz,35,0.0,0.0,
32,4,coincident_interface,chi,35,0.0,0.0,
32,4,coincident_interface,gxx,35,0.0,0.0,
32,4,coincident_interface,gxy,35,0.0,0.0,
32,4,coincident_interface,gxz,35,0.0,0.0,
32,4,coincident_interface,gyy,35,0.0,0.0,
32,4,coincident_interface,gyz,35,0.0,0.0,
32,4,coincident_interface,gzz,35,0.0,0.0,
32,4,fine_all,Axx,1156,2.522929121898789e-08,3.379271168489704e-07,4.202742888824887
32,4,fine_all,Axy,1156,2.5248718560808166e-08,3.4679733300360346e-07,4.203016726920484
32,4,fine_all,Axz,1156,2.526846267230931e-08,3.6188629805460645e-07,4.203294277053545
32,4,fine_all,Ayy,1156,2.5288522811534024e-08,3.5741742352977967e-07,4.203575495239571
32,4,fine_all,Ayz,1156,2.53088982270185e-08,3.3353018430760137e-07,4.203860337159517
32,4,fine_all,Azz,1156,2.5329588157927076e-08,3.5402268523741353e-07,4.204148758175661
32,4,fine_all,Bx,1156,2.55298207239519e-08,3.544171488062918e-07,4.206898104167178
32,4,fine_all,By,1156,2.5553611996495865e-08,3.722220340104021e-07,4.2072198023210845
32,4,fine_all,Bz,1156,2.5577708834960735e-08,3.693225884528943e-07,4.207544572053139
32,4,fine_all,Gamx,1156,2.5350591834186232e-08,3.631707051721621e-07,4.2044407133473705
32,4,fine_all,Gamy,1156,2.5371908476603944e-08,3.5229244699398884e-07,4.204736157447945
32,4,fine_all,Gamz,1156,2.5393537297027294e-08,3.4556730838775063e-07,4.205035044979004
32,4,fine_all,Khat,1156,2.521018137916844e-08,3.557551661449818e-07,4.202472806400742
32,4,fine_all,Theta,1156,2.5415477498454497e-08,3.550812782025716e-07,4.205337330187723
32,4,fine_all,alpha,1156,2.543772827572785e-08,3.574250968529924e-07,4.20564296699321
32,4,fine_all,betax,1156,2.546028881292825e-08,3.5709830906416025e-07,4.205951909445666
32,4,fine_all,betay,1156,2.5483158289005062e-08,3.6057289762853723e-07,4.206264110854694
32,4,fine_all,betaz,1156,2.550633587239676e-08,3.488966923109022e-07,4.206579524693169
32,4,fine_all,chi,1156,2.5085361990263822e-08,3.2788376425063603e-07,4.2006909722901735
32,4,fine_all,gxx,1156,2.5102229644774098e-08,3.377767687773314e-07,4.200933576303806
32,4,fine_all,gxy,1156,2.5119419650729312e-08,3.4255025106734417e-07,4.201180229967558
32,4,fine_all,gxz,1156,2.5136931341923272e-08,3.481355936369086e-07,4.201430892923086
32,4,fine_all,gyy,1156,2.5154764049001697e-08,3.3580541836109035e-07,4.201685523831003
32,4,fine_all,gyz,1156,2.5172917085876842e-08,3.3499960132386125e-07,4.20194408125229
32,4,fine_all,gzz,1156,2.5191389770756888e-08,3.545211697542072e-07,4.202206522525549
32,4,fine_interior,Axx,986,0.0,0.0,
32,4,fine_interior,Axy,986,0.0,0.0,
32,4,fine_interior,Axz,986,0.0,0.0,
32,4,fine_interior,Ayy,986,0.0,0.0,
32,4,fine_interior,Ayz,986,0.0,0.0,
32,4,fine_interior,Azz,986,0.0,0.0,
32,4,fine_interior,Bx,986,0.0,0.0,
32,4,fine_interior,By,986,0.0,0.0,
32,4,fine_interior,Bz,986,0.0,0.0,
32,4,fine_interior,Gamx,986,0.0,0.0,
32,4,fine_interior,Gamy,986,0.0,0.0,
32,4,fine_interior,Gamz,986,0.0,0.0,
32,4,fine_interior,Khat,986,0.0,0.0,
32,4,fine_interior,Theta,986,0.0,0.0,
32,4,fine_interior,alpha,986,0.0,0.0,
32,4,fine_interior,betax,986,0.0,0.0,
32,4,fine_interior,betay,986,0.0,0.0,
32,4,fine_interior,betaz,986,0.0,0.0,
32,4,fine_interior,chi,986,0.0,0.0,
32,4,fine_interior,gxx,986,0.0,0.0,
32,4,fine_interior,gxy,986,0.0,0.0,
32,4,fine_interior,gxz,986,0.0,0.0,
32,4,fine_interior,gyy,986,0.0,0.0,
32,4,fine_interior,gyz,986,0.0,0.0,
32,4,fine_interior,gzz,986,0.0,0.0,
32,4,hanging_interface,Axx,16,2.1444897536139707e-07,3.379271168489704e-07,3.7852050490168607
32,4,hanging_interface,Axy,16,2.1461410776686941e-07,3.4679733300360346e-07,3.7854788871124567
32,4,hanging_interface,Axz,16,2.1478193271462914e-07,3.6188629805460645e-07,3.7857564372455172
32,4,hanging_interface,Ayy,16,2.1495244389803923e-07,3.5741742352977967e-07,3.7860376554315436
32,4,hanging_interface,Ayz,16,2.1512563492965724e-07,3.3353018430760137e-07,3.78632249735149
32,4,hanging_interface,Azz,16,2.1530149934238015e-07,3.5402268523741353e-07,3.7866109183676335
32,4,hanging_interface,Bx,16,2.1700347615359114e-07,3.544171488062918e-07,3.789360264359151
32,4,hanging_interface,By,16,2.1720570197021482e-07,3.722220340104021e-07,3.789681962513058
32,4,hanging_interface,Bz,16,2.1741052509716626e-07,3.693225884528943e-07,3.790006732245111
32,4,hanging_interface,Gamx,16,2.15480030590583e-07,3.631707051721621e-07,3.786902873539344
32,4,hanging_interface,Gamy,16,2.1566122205113353e-07,3.5229244699398884e-07,3.7871983176399184
32,4,hanging_interface,Gamz,16,2.15845067024732e-07,3.4556730838775063e-07,3.7874972051709777
32,4,hanging_interface,Khat,16,2.1428654172293168e-07,3.557551661449818e-07,3.784934966592715
32,4,hanging_interface,Theta,16,2.160315587368632e-07,3.550812782025716e-07,3.787799490379696
32,4,hanging_interface,alpha,16,2.1622069034368672e-07,3.574250968529924e-07,3.788105127185183
32,4,hanging_interface,betax,16,2.1641245490989012e-07,3.5709830906416025e-07,3.788414069637639
32,4,hanging_interface,betay,16,2.1660684545654302e-07,3.6057289762853723e-07,3.7887262710466674
32,4,hanging_interface,betaz,16,2.1680385491537245e-07,3.488966923109022e-07,3.7890416848851416
32,4,hanging_interface,chi,16,2.1322557691724248e-07,3.2788376425063603e-07,3.7831531324821466
32,4,hanging_interface,gxx,16,2.1336895198057983e-07,3.377767687773314e-07,3.783395736495778
32,4,hanging_interface,gxy,16,2.1351506703119916e-07,3.4255025106734417e-07,3.783642390159531
32,4,hanging_interface,gxz,16,2.1366391640634782e-07,3.481355936369086e-07,3.783893053115058
32,4,hanging_interface,gyy,16,2.1381549441651443e-07,3.3580541836109035e-07,3.7841476840229764
32,4,hanging_interface,gyz,16,2.1396979522995317e-07,3.3499960132386125e-07,3.784406241444264
32,4,hanging_interface,gzz,16,2.1412681305143357e-07,3.545211697542072e-07,3.784668682717522
32,4,interface_edge,Axx,6,0.0,0.0,
32,4,interface_edge,Axy,6,0.0,0.0,
32,4,interface_edge,Axz,6,0.0,0.0,
