resolution,transfer_order,category,variable,count,rms,linf,order_from_previous
16,6,interface_layer_4,Ayz,27,0.0,0.0,
16,6,interface_layer_4,Azz,27,0.0,0.0,
16,6,interface_layer_4,Bx,27,0.0,0.0,
16,6,interface_layer_4,By,27,0.0,0.0,
16,6,interface_layer_4,Bz,27,0.0,0.0,
16,6,interface_layer_4,Gamx,27,0.0,0.0,
16,6,interface_layer_4,Gamy,27,0.0,0.0,
16,6,interface_layer_4,Gamz,27,0.0,0.0,
16,6,interface_layer_4,Khat,27,0.0,0.0,
16,6,interface_layer_4,Theta,27,0.0,0.0,
16,6,interface_layer_4,alpha,27,0.0,0.0,
16,6,interface_layer_4,betax,27,0.0,0.0,
16,6,interface_layer_4,betay,27,0.0,0.0,
16,6,interface_layer_4,betaz,27,0.0,0.0,
16,6,interface_layer_4,chi,27,0.0,0.0,
16,6,interface_layer_4,gxx,27,0.0,0.0,
16,6,interface_layer_4,gxy,27,0.0,0.0,
16,6,interface_layer_4,gxz,27,0.0,0.0,
16,6,interface_layer_4,gyy,27,0.0,0.0,
16,6,interface_layer_4,gyz,27,0.0,0.0,
16,6,interface_layer_4,gzz,27,0.0,0.0,
32,4,all,Axx,1445,5.0321562677832253e-05,0.0005019212820303706,2.0030408173972636
32,4,all,Axy,1445,5.873361157148199e-05,0.0006693766820712686,2.3126250144815095
32,4,all,Axz,1445,5.6221474673153955e-05,0.0006889763149342384,2.126366974508235
32,4,all,Ayy,1445,7.615012838261245e-05,0.0007829309866450489,2.008891405148713
32,4,all,Ayz,1445,5.5412788813780324e-05,0.0006464127486132624,2.1111008956216644
32,4,all,Azz,1445,4.834000601709162e-05,0.0006124472724062897,2.131144280968295
32,4,all,Bx,1445,1.1388399264907371e-08,1.3420601960993304e-07,2.8776812258535998
32,4,all,By,1445,1.1322761021686564e-08,1.4189423837795113e-07,2.8712497867677866
32,4,all,Bz,1445,1.1279654697018353e-08,1.4152308887780284e-07,2.865591518925683
32,4,all,Gamx,1445,0.00012379892396373644,0.0015476238642172305,2.136055790471087
32,4,all,Gamy,1445,0.00014173190354611873,0.0017508894784987739,2.113439395621272
32,4,all,Gamz,1445,0.0001130369964686126,0.00137269613704075,2.1281378731017244
32,4,all,Khat,1445,0.00011427340849731922,0.0013799314999151085,2.1297732594004986
32,4,all,Theta,1445,7.407489763364643e-05,0.0009118757091218545,2.1309783791426193
32,4,all,alpha,1445,1.1620102815738928e-08,1.3485173283811494e-07,2.886058105512004
32,4,all,betax,1445,1.1583171990868653e-08,1.360826195453968e-07,2.885941275668938
32,4,all,betay,1445,1.1528792896712432e-08,1.3833048496985927e-07,2.8851872805565484
32,4,all,betaz,1445,1.1461229021490542e-08,1.3269507397222978e-07,2.8826080365316393
32,4,all,chi,1445,5.092612441816748e-07,5.234163203608787e-06,3.5889861613212646
32,4,all,gxx,1445,8.529402896163563e-07,8.885835108775244e-06,3.3458189693122407
32,4,all,gxy,1445,7.058911809489154e-07,6.758541737576828e-06,3.5806059348326853
32,4,all,gxz,1445,6.048941486261453e-07,6.680096311522463e-06,3.163167628769149
32,4,all,gyy,1445,6.822143289439319e-07,7.107360568628677e-06,3.8986589265395284
32,4,all,gyz,1445,4.0887382481286923e-07,5.422551028047996e-06,4.14262643747
32,4,all,gzz,1445,4.837614576510591e-07,4.756336140066133e-06,3.6004807545393707
32,4,coarse_all,Axx,289,7.215498431451173e-20,8.673617379884035e-19,0.917537839808027
32,4,coarse_all,Axy,289,1.4430996862902345e-19,1.734723475976807e-18,-0.2899809098313949
32,4,coarse_all,Axz,289,1.3529059558970947e-20,1.6263032587282567e-19,0.3325753390868709
32,4,coarse_all,Ayy,289,1.0204255741040042e-19,8.673617379884035e-19,
32,4,coarse_all,Ayz,289,0.0,0.0,
32,4,coarse_all,Azz,289,1.5412311405662896e-19,1.734723475976807e-18,
32,4,coarse_all,Bx,289,3.6085199141054103e-22,4.337735132228077e-21,-1.0465967076349674
32,4,coarse_all,By,289,5.411346320907591e-22,4.336804554038955e-21,-1.6311770664977063
32,4,coarse_all,Bz,289,4.599303605623819e-22,5.4213417346725434e-21,-0.5782843961902907
32,4,coarse_all,Gamx,289,0.0,0.0,
32,4,coarse_all,Gamy,289,0.0,0.0,
32,4,coarse_all,Gamz,289,0.0,0.0,
32,4,coarse_all,Khat,289,0.0,0.0,
32,4,coarse_all,Theta,289,2.0408511482080083e-19,1.734723475976807e-18,
32,4,coarse_all,alpha,289,0.0,0.0,
32,4,coarse_all,betax,289,0.0,0.0,
32,4,coarse_all,betay,289,0.0,0.0,
32,4,coarse_all,betaz,289,0.0,0.0,
32,4,coarse_all,chi,289,0.0,0.0,
32,4,coarse_all,gxx,289,0.0,0.0,
32,4,coarse_all,gxy,289,0.0,0.0,
32,4,coarse_all,gxz,289,0.0,0.0,
32,4,coarse_all,gyy,289,0.0,0.0,
32,4,coarse_all,gyz,289,0.0,0.0,
32,4,coarse_all,gzz,289,0.0,0.0,
32,4,coarse_interior,Axx,204,0.0,0.0,
32,4,coarse_interior,Axy,204,0.0,0.0,
32,4,coarse_interior,Axz,204,0.0,0.0,
32,4,coarse_interior,Ayy,204,0.0,0.0,
32,4,coarse_interior,Ayz,204,0.0,0.0,
32,4,coarse_interior,Azz,204,0.0,0.0,
32,4,coarse_interior,Bx,204,0.0,0.0,
32,4,coarse_interior,By,204,0.0,0.0,
32,4,coarse_interior,Bz,204,0.0,0.0,
32,4,coarse_interior,Gamx,204,0.0,0.0,
32,4,coarse_interior,Gamy,204,0.0,0.0,
32,4,coarse_interior,Gamz,204,0.0,0.0,
32,4,coarse_interior,Khat,204,0.0,0.0,
32,4,coarse_interior,Theta,204,0.0,0.0,
32,4,coarse_interior,alpha,204,0.0,0.0,
32,4,coarse_interior,betax,204,0.0,0.0,
32,4,coarse_interior,betay,204,0.0,0.0,
32,4,coarse_interior,betaz,204,0.0,0.0,
32,4,coarse_interior,chi,204,0.0,0.0,
32,4,coarse_interior,gxx,204,0.0,0.0,
32,4,coarse_interior,gxy,204,0.0,0.0,
32,4,coarse_interior,gxz,204,0.0,0.0,
32,4,coarse_interior,gyy,204,0.0,0.0,
32,4,coarse_interior,gyz,204,0.0,0.0,
32,4,coarse_interior,gzz,204,0.0,0.0,
32,4,coincident_interface,Axx,35,0.00024563580840056384,0.0005019212820303706,1.4626093827776296
32,4,coincident_interface,Axy,35,0.00022078560175295788,0.0004688049898982473,1.8839044104975586
32,4,coincident_interface,Axz,35,0.00020484660188858087,0.00045868487167198546,1.4735400805849914
32,4,coincident_interface,Ayy,35,0.00038649135256921453,0.0007829309866450489,1.471078167334563
32,4,coincident_interface,Ayz,35,0.00019655495570733238,0.00044467571831902954,1.4131679437090845
32,4,coincident_interface,Azz,35,0.00017596017548745493,0.0004105044468925142,1.4928830487265203
32,4,coincident_interface,Bx,35,4.5156236814802086e-08,1.0433231511120833e-07,2.3392037079673775
32,4,coincident_interface,By,35,4.439167308833094e-08,1.0813969476748155e-07,2.3158442188961086
32,4,coincident_interface,Bz,35,4.3856309261253464e-08,1.1192713676384195e-07,2.2941209101162743
32,4,coincident_interface,Gamx,35,0.0004166168041717015,0.0009357835480309634,1.4450111616231027
32,4,coincident_interface,Gamy,35,0.0005477427238168794,0.0013050968515179381,1.4830672617391796
32,4,coincident_interface,Gamz,35,0.00040610786823580704,0.0009779956812771985,1.4725942536905634
32,4,coincident_interface,Khat,35,0.00042248836645207723,0.000935233314663178,1.4976898539234567
32,4,coincident_interface,Theta,35,0.00026726475451573805,0.0006348669674344654,1.4798006849709884
32,4,coincident_interface,alpha,35,4.7811008327478845e-08,1.0624576290751975e-07,2.3743436626446814
32,4,coincident_interface,betax,35,4.7370673489097026e-08,1.0539037395640353e-07,2.371812946844096
32,4,coincident_interface,betay,35,4.674895113727101e-08,1.1148655645463157e-07,2.3671509621151205
32,4,coincident_interface,betaz,35,4.5984906682622947e-08,1.1113577901686669e-07,2.35694177742897
32,4,coincident_interface,chi,35,1.6496489565438555e-06,3.5952634723076735e-06,3.661379063998412
32,4,coincident_interface,gxx,35,1.708306630142761e-06,3.671137052434979e-06,3.6131799334763497
32,4,coincident_interface,gxy,35,2.45436072841749e-06,5.269399652797421e-06,3.635721965711959
32,4,coincident_interface,gxz,35,2.487274470552929e-07,5.687534611300204e-07,2.7880371496799636
32,4,coincident_interface,gyy,35,3.268686018127599e-06,7.107360568628677e-06,3.6598379881413545
32,4,coincident_interface,gyz,35,2.4922628688904013e-06,5.422551028047996e-06,3.6892860863050356
32,4,coincident_interface,gzz,35,1.6004683744025423e-06,3.4805569071149744e-06,3.688069961413135
32,4,fine_all,Axx,1156,5.626121744082464e-05,0.0005019212820303706,2.003040817397263
32,4,fine_all,Axy,1156,6.5666174018951e-05,0.0006693766820712686,2.312625014481509
32,4,fine_all,Axz,1156,6.285751958222751e-05,0.0006889763149342384,2.126366974508235
32,4,fine_all,Ayy,1156,8.513843177942876e-05,0.0007829309866450489,2.0088914051487134
32,4,fine_all,Ayz,1156,6.195338130522637e-05,0.0006464127486132624,2.1111008956216644
32,4,fine_all,Azz,1156,5.4045769743482856e-05,0.0006124472724062897,2.1311442809682952
32,4,fine_all,Bx,1156,1.2732617455620759e-08,1.3420601960993304e-07,2.8776812258535998
32,4,fine_all,By,1156,1.2659231668738066e-08,1.4189423837795113e-07,2.8712497867677866
32,4,fine_all,Bz,1156,1.2611037332628917e-08,1.4152308887780284e-07,2.865591518925683
32,4,fine_all,Gamx,1156,0.00013841140476212119,0.0015476238642172305,2.136055790471087
32,4,fine_all,Gamy,1156,0.0001584610854547825,0.0017508894784987739,2.113439395621272
32,4,fine_all,Gamz,1156,0.0001263792040381107,0.00137269613704075,2.128137873101725
32,4,fine_all,Khat,1156,0.00012776155471030395,0.0013799314999151085,2.1297732594004986
32,4,fine_all,Theta,1156,8.281825326758586e-05,0.0009118757091218545,2.1309783791426193
32,4,fine_all,alpha,1156,1.2991669900764477e-08,1.3485173283811494e-07,2.886058105512004
32,4,fine_all,betax,1156,1.295037998332694e-08,1.360826195453968e-07,2.8859412756689373
32,4,fine_all,betay,1156,1.2889582307782856e-08,1.3833048496985927e-07,2.8851872805565484
32,4,fine_all,betaz,1156,1.2814043598873124e-08,1.3269507397222978e-07,2.8826080365316398
32,4,fine_all,chi,1156,5.69371380148172e-07,5.234163203608787e-06,3.5889861613212646
32,4,fine_all,gxx,1156,9.536162341652653e-07,8.885835108775244e-06,3.3458189693122407
32,4,fine_all,gxy,1156,7.892103326596896e-07,6.758541737576828e-06,3.580605934832686
32,4,fine_all,gxz,1156,6.762922177599608e-07,6.680096311522463e-06,3.163167628769149
32,4,fine_all,gyy,1156,7.62738807371517e-07,7.107360568628677e-06,3.8986589265395284
32,4,fine_all,gyz,1156,4.5713483325095794e-07,5.422551028047996e-06,4.14262643747
32,4,fine_all,gzz,1156,5.40861752101077e-07,4.756336140066133e-06,3.6004807545393707
32,4,fine_interior,Axx,986,3.9064008027556597e-20,8.673617379884035e-19,1.6985036058409348
32,4,fine_interior,Axy,986,1.3087900220303444e-18,2.949029909160572e-17,-1.028710306417001
32,4,fine_interior,Axz,986,1.6536584072695288e-18,4.163336342344337e-17,-1.8661379026315486
32,4,fine_interior,Ayy,986,2.7622424976611e-20,8.673617379884035e-19,
32,4,fine_interior,Ayz,986,2.008285173812929e-18,3.8163916471489756e-17,-2.894031302607111
32,4,fine_interior,Azz,986,5.5244849953222e-20,1.734723475976807e-18,
32,4,fine_interior,Bx,986,3.848758145781053e-22,8.67360910807791e-21,1.0535421275037153
32,4,fine_interior,By,986,4.882996346651931e-22,8.67360910807791e-21,-0.15821900240766687
32,4,fine_interior,Bz,986,4.784340083119949e-22,1.3010413662116865e-20,0.24509269333900954
32,4,fine_interior,Gamx,986,1.0016428207118827e-17,2.226951262285226e-16,-2.7142275061770547
32,4,fine_interior,Gamy,986,1.8537533704357278e-18,4.163336342344337e-17,0.45985767338755845
32,4,fine_interior,Gamz,986,2.2481328135059647e-18,5.204170427930421e-17,0.4286627951307897
32,4,fine_interior,Khat,986,0.0,0.0,
32,4,fine_interior,Theta,986,5.5244849953222e-20,1.734723475976807e-18,
32,4,fine_interior,alpha,986,0.0,0.0,
32,4,fine_interior,betax,986,9.56866293736935e-22,2.1683919372618206e-20,-1.3700824008465489
32,4,fine_interior,betay,986,2.135968655986891e-22,5.420928144366267e-21,1.515840352968299
32,4,fine_interior,betaz,986,3.5768210695018414e-22,7.860490565938284e-21,0.870499148649063
32,4,fine_interior,chi,986,7.843260986545906e-20,1.734723475976807e-18,-0.9680740693143735
32,4,fine_interior,gxx,986,1.4559206102284767e-19,3.3610267347050637e-18,-1.6643215346282514
32,4,fine_interior,gxy,986,2.3921721743874903e-20,6.505213034913027e-19,1.9747741173553244
32,4,fine_interior,gxz,986,4.1541397432248196e-20,1.0299920638612292e-18,1.1363495050760979
32,4,fine_interior,gyy,986,7.873602534994123e-20,1.734723475976807e-18,-0.9736443481169735
32,4,fine_interior,gyz,986,0.0,0.0,
32,4,fine_interior,gzz,986,7.501408478889288e-20,1.734723475976807e-18,-1.611300715923089
32,4,hanging_interface,Axx,16,0.00018047327905556482,0.00029847804234472714,1.2929882762273657
32,4,hanging_interface,Axy,16,0.00041902609733920893,0.0006693766820712686,1.7912386161296054
32,4,hanging_interface,Axz,16,0.00041880590851359174,0.0006889763149342384,1.7797513759670012
32,4,hanging_interface,Ayy,16,0.00042127158758623376,0.0006519760479407697,1.6688954308731367
32,4,hanging_interface,Ayz,16,0.00041721944244171,0.0006464127486132624,1.770607829431708
32,4,hanging_interface,Azz,16,0.00035950395246260087,0.0006124472724062897,1.7761257870184561
32,4,hanging_interface,Bx,16,8.178472172822803e-08,1.3420601960993304e-07,2.459958279625912
32,4,hanging_interface,By,16,8.18709588974881e-08,1.4189423837795113e-07,2.461040922130819
32,4,hanging_interface,Bz,16,8.195829291954273e-08,1.4152308887780284e-07,2.4621322080222336
32,4,hanging_interface,Gamx,16,0.0009315077194037778,0.0015476238642172305,1.783152148761639
32,4,hanging_interface,Gamy,16,0.0010397678960650154,0.0017508894784987739,1.7678155657808368
32,4,hanging_interface,Gamz,16,0.0008463249245125169,0.00137269613704075,1.7775168093761615
32,4,hanging_interface,Khat,16,0.0008440217981674411,0.0013799314999151085,1.7765330773070553
32,4,hanging_interface,Theta,16,0.0005528552848559474,0.0009118757091218545,1.7780900382739864
32,4,hanging_interface,alpha,16,8.14508105865596e-08,1.3485173283811494e-07,2.45571818305131
32,4,hanging_interface,betax,16,8.153262592027754e-08,1.360826195453968e-07,2.456764231679367
32,4,hanging_interface,betay,16,8.161555181150929e-08,1.3833048496985927e-07,2.457819732231864
32,4,hanging_interface,betaz,16,8.169958488510293e-08,1.3269507397222978e-07,2.4588844823030414
32,4,hanging_interface,chi,16,3.2013525048089995e-06,5.234163203608787e-06,2.825961028370343
32,4,hanging_interface,gxx,16,5.463998738394995e-06,8.662558919108227e-06,2.7426117645897876
32,4,hanging_interface,gxy,16,3.896389089406617e-06,6.737550234516302e-06,2.64167119487997
32,4,hanging_interface,gxz,16,4.029577455735422e-06,6.680096311522463e-06,2.6818831414743296
32,4,hanging_interface,gyy,16,3.384203884225623e-06,5.7162669616938645e-06,3.095875443668936
32,4,hanging_interface,gyz,16,1.228945635368236e-06,1.844243558803962e-06,3.469961097150648
32,4,hanging_interface,gzz,16,2.8827194441551618e-06,4.756336140066133e-06,2.760583680309646
32,4,interface_edge,Axx,6,0.000368023092798217,0.0005019212820303706,1.3904032095872962
32,4,interface_edge,Axy,6,0.0003340947707846371,0.0004523303128387687,1.771086068342309
32,4,interface_edge,Axz,6,0.0002711220246568641,0.00039621043857797876,1.426328569909458
32,4,interface_edge,Ayy,6,0.0005835584600186011,0.0007820408227418828,1.3966446608519842
32,4,interface_edge,Ayz,6,0.0001933080706403684,0.0003029672264351687,1.4504858987450808
32,4,interface_edge,Azz,6,0.0002159351921777011,0.0002801560987555421,1.409750309854456
32,4,interface_edge,Bx,6,4.094802233728301e-08,6.822309244281303e-08,2.4248630509592153
32,4,interface_edge,By,6,2.8805533412551106e-08,4.92072668133994e-08,2.4808084277553557
32,4,interface_edge,Bz,6,1.515526567700729e-08,2.62302527497091e-08,2.5838507047197155
32,4,interface_edge,Gamx,6,0.0005605353320665989,0.0008131722409527621,1.3441347507634827
32,4,interface_edge,Gamy,6,0.0006789699047415067,0.0010429861113331017,1.4257256967884206
32,4,interface_edge,Gamz,6,0.0004503510951335267,0.0007230490355050103,1.4841658362966141
32,4,interface_edge,Khat,6,0.0006094575606059132,0.000818178015531832,1.4106289234997549
32,4,interface_edge,Theta,6,0.0003074793367652801,0.00045484123248533577,1.46855410527499
32,4,interface_edge,alpha,6,6.886502476088821e-08,9.264491012572763e-08,2.2778945355118294
32,4,interface_edge,betax,6,6.486800897312463e-08,9.420716486902795e-08,2.2991360288398313
32,4,interface_edge,betay,6,5.8982553899455835e-08,9.092837459318514e-08,2.3340757967880807
32,4,interface_edge,betaz,6,5.104344805955614e-08,8.228619758906836e-08,2.3772047492521984
32,4,interface_edge,chi,6,1.513729775648934e-06,1.994881400883006e-06,3.7064047790172383
32,4,interface_edge,gxx,6,2.0469115120830152e-06,2.7564030419175746e-06,3.5006336263352473
32,4,interface_edge,gxy,6,1.5303500321961214e-06,2.2214140316583007e-06,3.821930419178809
32,4,interface_edge,gxz,6,2.3969742686677113e-07,3.6671385330368797e-07,2.387402922771361
32,4,interface_edge,gyy,6,3.3674793036507995e-06,4.535671380408255e-06,3.640874084466966
32,4,interface_edge,gyz,6,2.9244773055158933e-06,3.6544289802684787e-06,3.675521022493514
32,4,interface_edge,gzz,6,1.469637730934898e-06,1.9246847873460133e-06,3.732428997406
32,4,interface_face,Axx,249,0.00010691867649811936,0.00047523144144726026,1.4425024872810113
32,4,interface_face,Axy,249,0.00013164101354128647,0.0006693766820712686,1.7885025299864292
32,4,interface_face,Axz,249,0.00012873170983772932,0.0006889763149342384,1.6555607573816025
32,4,interface_face,Ayy,249,0.0001595184005523346,0.0007829309866450489,1.4314148440064576
32,4,interface_face,Ayz,249,0.00013007220640837958,0.0006464127486132624,1.651334934652113
32,4,interface_face,Azz,249,0.00011152186810386287,0.0006124472724062897,1.6673381301862575
32,4,interface_face,Bx,249,2.6687974928891074e-08,1.3420601960993304e-07,2.3965341287222164
32,4,interface_face,By,249,2.6907363972915365e-08,1.4189423837795113e-07,2.406328204944128
32,4,interface_face,Bz,249,2.7070496922555678e-08,1.4152308887780284e-07,2.414694672502827
32,4,interface_face,Gamx,249,0.00028525421385718286,0.0015476238642172305,1.6800234888373569
32,4,interface_face,Gamy,249,0.00032475546344549566,0.0017508894784987739,1.6412030807087221
32,4,interface_face,Gamz,249,0.0002631779237001274,0.00137269613704075,1.6611239872292738
32,4,interface_face,Khat,249,0.0002585157982742576,0.0013799314999151085,1.655372342637081
32,4,interface_face,Theta,249,0.00017194358440927851,0.0009118757091218545,1.6638505316200196
32,4,interface_face,alpha,249,2.587111714971152e-08,1.3485173283811494e-07,2.373738336634174
32,4,interface_face,betax,249,2.6023492282278728e-08,1.360826195453968e-07,2.3770624413390022
32,4,interface_face,betay,249,2.6220085642574123e-08,1.3833048496985927e-07,2.381331247885547
32,4,interface_face,betaz,249,2.644857608834675e-08,1.3269507397222978e-07,2.387757298833843
32,4,interface_face,chi,249,1.2040897000246929e-06,5.234163203608787e-06,3.052135925855192
32,4,interface_face,gxx,249,2.0300045833288193e-06,8.885835108775244e-06,2.839506174828298
32,4,interface_face,gxy,249,1.683806862406771e-06,6.758541737576828e-06,3.0778350054517705
32,4,interface_face,gxz,249,1.4567063252905405e-06,6.680096311522463e-06,2.7199149072361846
32,4,interface_face,gyy,249,1.558094788706027e-06,7.107360568628677e-06,3.322520429707565
32,4,interface_face,gyz,249,8.741180813344785e-07,5.422551028047996e-06,3.5072834598253393
32,4,interface_face,gzz,249,1.1428269893461426e-06,4.756336140066133e-06,3.0561572161390127
32,4,interface_layer_0,Axx,51,0.000227213423646788,0.0005019212820303706,1.4407891199800817
32,4,interface_layer_0,Axy,51,0.00029755361329303527,0.0006693766820712686,1.8112574955418055
32,4,interface_layer_0,Axz,51,0.0002895245861340173,0.0006889763149342384,1.6628614811328777
32,4,interface_layer_0,Ayy,51,0.00039773034525811594,0.0007829309866450489,1.5410006957581717
32,4,interface_layer_0,Ayz,51,0.0002848232262877409,0.0006464127486132624,1.6447985275729253
32,4,interface_layer_0,Azz,51,0.0002485865488960661,0.0006124472724062897,1.6654669784030973
32,4,interface_layer_0,Bx,51,5.9142210075812124e-08,1.3420601960993304e-07,2.394773966132033
32,4,interface_layer_0,By,51,5.878131371715604e-08,1.4189423837795113e-07,2.387404972896198
32,4,interface_layer_0,Bz,51,5.8543220773156845e-08,1.4152308887780284e-07,2.38095675117221
32,4,interface_layer_0,Gamx,51,0.0006255701831142232,0.0015476238642172305,1.667855949036726
32,4,interface_layer_0,Gamy,51,0.0007382896191011849,0.0017508894784987739,1.6494740288547196
32,4,interface_layer_0,Gamz,51,0.0005812862692563455,0.00137269613704075,1.6629560986656742
32,4,interface_layer_0,Khat,51,0.0005882066367785315,0.0013799314999151085,1.664972925031417
32,4,interface_layer_0,Theta,51,0.00038067146998565295,0.0009118757091218545,1.6645395281025555
32,4,interface_layer_0,alpha,51,6.041587747884519e-08,1.3485173283811494e-07,2.405091848586005
32,4,interface_layer_0,betax,51,6.021211365479361e-08,1.360826195453968e-07,2.4047578631673057
32,4,interface_layer_0,betay,51,5.991314430648555e-08,1.3833048496985927e-07,2.4036564694121023
32,4,interface_layer_0,betaz,51,5.9542135717803544e-08,1.3269507397222978e-07,2.400510625320538
32,4,interface_layer_0,chi,51,2.254518271899081e-06,5.234163203608787e-06,3.248768328530352
32,4,interface_layer_0,gxx,51,3.3718134394741803e-06,8.662558919108227e-06,2.9759500812700326
32,4,interface_layer_0,gxy,51,2.9827793245880327e-06,6.737550234516302e-06,3.271918681082148
32,4,interface_layer_0,gxz,51,2.2664007855182772e-06,6.680096311522463e-06,2.6421877753563314
32,4,interface_layer_0,gyy,51,3.3053615531783956e-06,7.107360568628677e-06,3.5256870820397554
32,4,interface_layer_0,gyz,51,2.1763569815255883e-06,5.422551028047996e-06,3.683876571257149
32,4,interface_layer_0,gzz,51,2.089251709136218e-06,4.756336140066133e-06,3.281182071166724
32,4,interface_layer_1,Axx,51,0.00014152909186930832,0.00041342309513375656,1.7569170523637296
32,4,interface_layer_1,Axy,51,9.545396516470338e-05,0.0002249046339102799,2.167648440163665
32,4,interface_layer_1,Axz,51,7.555254688125053e-05,0.00022016787926122834,1.7336249677491884
32,4,interface_layer_1,Ayy,51,7.799650975340567e-05,0.0002124685683831274,1.753242113133008
32,4,interface_layer_1,Ayz,51,7.648059874344243e-05,0.00021334236989144738,1.749055833574234
32,4,interface_layer_1,Azz,51,6.627922512752019e-05,0.000200860815528444,1.7627334213234975
32,4,interface_layer_1,Bx,51,1.1793677388942064e-08,3.408281861228685e-08,2.784049528269517
32,4,interface_layer_1,By,51,1.1804320521165493e-08,3.617586113132884e-08,2.7843156179279727
32,4,interface_layer_1,Bz,51,1.181523502909636e-08,3.6248713961959e-08,2.784605313246779
32,4,interface_layer_1,Gamx,51,0.0002066628075796219,0.0006103000476862918,1.7579598353473824
32,4,interface_layer_1,Gamy,51,0.00015484634658368483,0.0004626494032783611,1.7630889589173344
32,4,interface_layer_1,Gamz,51,0.00015499708839936707,0.00044320780688565826,1.7536687324230071
32,4,interface_layer_1,Khat,51,0.00015457820004849713,0.000455163421630083,1.7527962898356906
32,4,interface_layer_1,Theta,51,0.00010251277171198291,0.0002961624846660009,1.7699647415235433
32,4,interface_layer_1,alpha,51,1.1752983632385553e-08,3.4044327854587666e-08,2.7832178033668677
32,4,interface_layer_1,betax,51,1.1762948952950206e-08,3.486494596913799e-08,2.783394225756836
32,4,interface_layer_1,betay,51,1.1773030549161975e-08,3.5568195982100924e-08,2.783589374937324
32,4,interface_layer_1,betaz,51,1.1783261406218103e-08,3.428616042954695e-08,2.783807415106428
32,4,interface_layer_1,chi,51,1.4902684800684593e-06,4.405462514207268e-06,2.761029451373479
32,4,interface_layer_1,gxx,51,3.008880826185174e-06,8.885835108775244e-06,2.7604293335519605
32,4,interface_layer_1,gxy,51,2.261193377581319e-06,6.758541737576828e-06,2.7606697134919527
32,4,interface_layer_1,gxz,51,2.263246832229188e-06,6.4691551461931425e-06,2.7609619799478065
32,4,interface_layer_1,gyy,51,1.4890272472105829e-06,4.407525411830688e-06,2.760542054733705
32,4,interface_layer_1,gyz,51,1.1719630924057873e-08,3.218687504957622e-08,2.779812201636006
32,4,interface_layer_1,gzz,51,1.490384592560516e-06,4.410829567983738e-06,2.7602349691124193
32,4,interface_layer_2,Axx,51,9.535910766293132e-06,2.7879751122994716e-05,1.7624289680282794
32,4,interface_layer_2,Axy,51,9.492438163149433e-06,1.9959931461329674e-05,2.435244798481057
32,4,interface_layer_2,Axz,51,4.986256866694606e-06,1.4490215083933118e-05,1.7089638644842677
32,4,interface_layer_2,Ayy,51,5.257542375178266e-06,1.4344684132225165e-05,1.7590254013679596
32,4,interface_layer_2,Ayz,51,5.112152007793682e-06,1.4289240807778027e-05,1.7426775677899133
32,4,interface_layer_2,Azz,51,4.459129815198567e-06,1.3526329195765081e-05,1.7664656831343848
32,4,interface_layer_2,Bx,51,6.028312354995857e-09,1.7523754260668003e-08,2.7677608031154457
32,4,interface_layer_2,By,51,6.0338812848904954e-09,1.8494583930344157e-08,2.7680482596757363
32,4,interface_layer_2,Bz,51,6.039529087280339e-09,1.843517832657033e-08,2.768340808638964
32,4,interface_layer_2,Gamx,51,1.3928911419622124e-05,4.091723219556802e-05,1.7785829083051279
32,4,interface_layer_2,Gamy,51,1.0446735780877956e-05,3.0936123152181666e-05,1.7967595969433063
32,4,interface_layer_2,Gamz,51,1.03657414214302e-05,2.9780027293136585e-05,1.7481779851004422
32,4,interface_layer_2,Khat,51,1.0337765224838108e-05,3.051347431326512e-05,1.7473805604944528
32,4,interface_layer_2,Theta,51,6.92290334491447e-06,1.9834035777790276e-05,1.7770448902794778
32,4,interface_layer_2,alpha,51,6.0067835306525144e-09,1.7592845900082923e-08,2.766662040418548
32,4,interface_layer_2,betax,51,6.012057357995277e-09,1.778237775802976e-08,2.7669293858514807
32,4,interface_layer_2,betay,51,6.017402331909444e-09,1.8041847100287375e-08,2.767201398769533
32,4,interface_layer_2,betaz,51,6.022820072925722e-09,1.7293377008557874e-08,2.7674785041193983
32,4,interface_layer_2,chi,51,2.1073959074600954e-07,6.215404484406012e-07,2.7484308984399166
32,4,interface_layer_2,gxx,51,4.361319491356407e-07,1.28264963713382e-06,2.7466587089325136
32,4,interface_layer_2,gxy,51,3.2868029391923473e-07,9.742902323201593e-07,2.7468177757935215
32,4,interface_layer_2,gxz,51,3.28967346010198e-07,9.395827560439271e-07,2.7471260201163794
32,4,interface_layer_2,gyy,51,2.101883411428287e-07,6.233112741308442e-07,2.7472677283147724
32,4,interface_layer_2,gyz,51,5.995296517327952e-09,1.655156509051091e-08,2.7625098015249914
32,4,interface_layer_2,gzz,51,2.1093155110532276e-07,6.252116914891282e-07,2.7463805876912932
32,4,interface_layer_3,Axx,51,1.2178246780121704e-09,3.379271168446607e-09,2.7454558882027973
32,4,interface_layer_3,Axy,51,1.220111479694722e-09,3.5668667516114416e-09,2.744830504081791
32,4,interface_layer_3,Axz,51,1.2210766511289939e-09,3.722059201648198e-09,2.744057328234346
32,4,interface_layer_3,Ayy,51,1.2207032172718167e-09,3.6760961033034667e-09,2.7434466153756323
32,4,interface_layer_3,Ayz,51,1.2193990413648972e-09,3.4304119780784008e-09,2.7432275959596586
