block,level,x,y,z,r,h,w,rho,alpha,K,product_derivative_defect,half_ell_factorized,half_ell_direct,energy_rate_margin,frozen_spectral_abscissa
17,3,-0.4375,-0.4375,-1.9375,2.0338925119091225,0.125,0.656686130298339,1.1124134056073012,0.7305064546202552,0.004933701588374325,0.00015501304947392245,0.00025753136548268,0.00041254132589400096,15.856400410074691,-15.893546220409245
17,3,-0.3125,-0.1875,-1.4375,1.482976314713084,0.125,0.5812722478547276,1.1345014347223032,0.6594541991554468,0.023179036231898587,0.00010466651323885572,5.255686079243429e-06,0.00010967547844646379,15.77960077617555,-15.803903521309536
17,3,-0.1875,-0.1875,-1.4375,1.4617519454408126,0.125,0.5776192648056578,1.1356491040960166,0.6559728005851451,0.024189416352342154,0.00010512413528661774,6.071911579118009e-06,0.00011102656093661063,15.771064945149428,-15.799176253580784
17,3,-0.0625,-0.0625,-1.0625,1.0661701318269987,0.125,0.4945247762824355,1.1668340554062795,0.5770283502085173,0.051838265520520746,6.283029545586708e-05,2.581016478826309e-05,3.7046880064693915e-05,15.691080534383032,-15.686887583194647
19,3,-0.4375,-1.9375,-0.0625,1.9872641369480808,0.125,0.6514646480055933,1.113959719627548,0.7257053766395699,0.006001764285367004,0.00015996660158609788,0.0002467419890245326,0.00040670637112237627,15.84660691663689,-15.887905760425207
21,4,-0.84375,-0.65625,-0.65625,1.2542895150243423,0.0625,0.5379401070612553,1.148758917028263,0.6179634948137555,0.036627361370102356,6.050124750821612e-05,3.821012174562086e-06,5.870290721969524e-05,15.803038368843694,-15.746752854589543
22,4,-0.15625,-0.53125,-0.53125,0.7673768223630422,0.0625,0.40532784177237074,1.2247231806702639,0.4964144035896713,0.08675730061833327,3.071985315624298e-05,1.2038023351028892e-05,1.87714550280621e-05,15.72060503191117,-15.56178344523414
23,4,-0.90625,-0.46875,-0.78125,1.2850553246845056,0.0625,0.5443537086463588,1.1462514071392824,0.6239662045173757,0.03485566214725332,7.574793470992206e-05,6.0531278048231534e-05,0.00013425468898148964,15.795365240120754,-15.755215412661567
24,4,-0.03125,-0.21875,-0.84375,0.872205358559554,0.0625,0.43985475454379686,1.198631449614128,0.5272237420584976,0.07224875281700684,0.00010902505549784304,9.876864034733782e-06,9.921891068295577e-05,15.670420232265569,-15.611450364334111
24,4,-0.09375,-0.15625,-0.53125,0.5616312736128571,0.0625,0.32489194417583045,1.3193935236808394,0.4286603270416675,0.11936127710714847,3.1887730678079824e-05,8.135150654017202e-05,5.1476698111792814e-05,15.651341906118917,-15.452517456894768
26,4,-0.09375,-0.96875,-0.21875,0.997555606219523,0.0625,0.47634930487594546,1.1763910464937883,0.5603730572596021,0.058174908541459326,0.00012430146565465985,7.118042412930117e-05,0.00019544126437554278,15.691688186153206,-15.662493130315188
26,4,-0.03125,-0.59375,-0.03125,0.5953924651018015,0.0625,0.33937633964583575,1.2984244239617893,0.4406545283109048,0.11265059450000603,3.6238816023819684e-05,7.810167977414534e-05,4.1863470471638266e-05,15.608735518894287,-15.472279768639858
28,5,-0.265625,-0.390625,-0.453125,0.6545737520516691,0.03125,0.3634554025263685,1.2674802603036899,0.46067254820290393,0.10351875016852437,9.552956448411416e-05,2.5899631975170153e-05,7.90880077619029e-05,15.745623189189567,-15.506119275574939
29,5,-0.015625,-0.484375,-0.328125,0.5852600250102513,0.03125,0.334949278215427,1.3043398335669578,0.4368876858008827,0.11504700589607854,0.00015920769297838967,9.296061297958963e-05,0.0001283438376857278,15.698737038880388,-15.467078432598138
29,5,-0.109375,-0.265625,-0.296875,0.4131032520750714,0.03125,0.253844329080685,1.4626702593103997,0.37129055064092,0.1485466890628838,7.033964791164146e-05,6.13100733502949e-05,2.7972599140890518e-05,15.755228001302475,-15.35649022006685
30,5,-0.453125,-0.046875,-0.265625,0.5273292822089439,0.03125,0.30943000658816916,1.3439296345964518,0.41585215568721584,0.12623419583462755,0.0001886286438849399,6.746981240406592e-05,0.0001212163133899893,15.692250799890884,-15.431899020615699
31,5,-0.015625,-0.046875,-0.296875,0.30095875444153475,0.03125,0.19221506964970536,1.6830828599671184,0.32351388915480495,0.16565280962067877,0.0003014481969275159,0.0007011867065585661,0.001000232280715644,15.639395198973856,-15.271834327060642
33,5,-0.140625,-0.328125,-0.234375,0.427051574022389,0.03125,0.26102114912308466,1.4441253678026778,0.3769472629816522,0.14561584617717904,0.00019726930653970933,8.630540458691731e-05,0.0001168560367151614,15.753663624337017,-15.365129731622597
34,5,-0.359375,-0.015625,-0.171875,0.39866721319290854,0.03125,0.24634629654285864,1.4835319753454537,0.365462607929264,0.15093468443976082,0.0001575742077921223,4.913920925618762e-05,0.00010996869992918303,15.689268571331521,-15.34652287444098
35,6,-0.1953125,-0.1796875,-0.1484375,0.3040859446254463,0.015625,0.19376708101747142,1.6772709278617184,0.32499989176723104,0.16579508248785732,0.0003635813631032879,0.00019580260337900753,0.00017013174417275075,15.830850066065482,-15.278052598523235
36,6,-0.0546875,-0.1328125,-0.1640625,0.2180513396398885,0.015625,0.14113623338544434,2.024358674704243,0.28571035836890685,0.17466444483212407,0.00031374354085617295,0.00018212425007836563,0.00048813900221470353,15.830630075879691,-15.190544287116161
37,6,-0.1640625,-0.1171875,-0.1796875,0.27006853152255633,0.015625,0.17350755890194533,1.7856147003982803,0.30981764780553406,0.17068843814407983,0.00038367726600239434,0.00023298918309273638,0.000152364067567386,15.840169242588079,-15.248551383040857
38,6,-0.0234375,-0.0546875,-0.1484375,0.15991788664420875,0.015625,0.10320483819316083,2.490527590499383,0.2570344969930915,0.1769486306984212,0.003872461675814966,0.0006268887245934269,0.0038961286168288367,15.770174184033602,-15.146224536096042
39,6,-0.1796875,-0.1953125,-0.0390625,0.26825444864670933,0.015625,0.17244431895318554,1.7914041857192067,0.3089174747762345,0.16940527279898882,0.0004954198198322926,0.00024488499867618283,0.0002510057916474268,15.78560908146861,-15.24639559542139
39,6,-0.1640625,-0.1640625,-0.0078125,0.23215090559536916,0.015625,0.15012877634892155,1.948651760269451,0.2925487042994247,0.17285359556521193,0.00036265953604735704,0.0002851695841600741,7.75027528563407e-05,15.803937734214633,-15.210479359473467
40,6,-0.0390625,-0.1796875,-0.0546875,0.19184420559076054,0.015625,0.12439470204073273,2.2019649878593635,0.2739127785688912,0.1738175583265942,0.00025712039016779223,0.0003602381909116635,0.0006004869124708222,15.752163613254286,-15.175261441683098
40,6,-0.1171875,-0.1328125,-0.0078125,0.17729383934234713,0.015625,0.11454120261219557,2.324102175052968,0.26620545812418644,0.17833834251216876,0.000563427584776809,0.0024210917143772668,0.0028208856758783225,15.87486268119535,-15.114585462261948
41,6,-0.1328125,-0.1171875,-0.0078125,0.17729383934234713,0.015625,0.1145412026121959,2.32410217505297,0.2662054581241874,0.1783383425121687,0.0005634275847750077,0.00242109171437215,0.002820885675871536,15.874862681195312,-15.114585462261912
42,7,-0.09765625,-0.08203125,-0.11328125,0.170582855944516,0.0078125,0.10982132974205587,2.3682257481287725,0.2600817007888769,0.17459408101023208,0.0010452323262054304,0.0013980331281983724,0.002217269894106458,15.839841103804606,-15.176662568322412
42,7,-0.06640625,-0.06640625,-0.06640625,0.11501899894012076,0.0078125,0.07149955087472423,3.233061056006889,0.23116241345505423,0.1553471019517433,0.0013139612884675534,0.0009557729110761487,0.0003581883773914047,16.000618978330447,-15.160872901082053
43,7,-0.05078125,-0.10546875,-0.06640625,0.1345815091949392,0.0078125,0.08530758619290137,2.8482260092845664,0.24297528578390662,0.1632139751417454,0.00220139118606307,0.0022436735841633196,0.00026496347204086576,15.870920378977202,-15.139463369745547
45,7,-0.00390625,-0.01953125,-0.08203125,0.0844147765038059,0.0078125,0.0500370733186296,4.424728313030297,0.22140045501411323,0.1092480943212998,0.004480213973304522,0.0016311928609555437,0.0035031518345682742,15.873904687857523,-15.068124271145464
45,7,-0.05859375,-0.02734375,-0.07421875,0.09843439975276681,0.0078125,0.0596756065743681,3.706956565859874,0.2212148816125245,0.13834100277283268,0.002381310688148478,0.0018405319928420636,0.0005507568866319247,15.954743849003197,-15.094750891200093
46,7,-0.08984375,-0.09765625,-0.04296875,0.13948102399497753,0.0078125,0.08855903941703586,2.752352020526861,0.24374565107539656,0.15715100710072244,0.00229106848344777,0.002022271985662813,0.00029450902018568183,15.864684473243747,-15.078089476390643
46,7,-0.10546875,-0.12109375,-0.00390625,0.1606319155855632,0.0078125,0.10312726560144367,2.489480061085331,0.2567332714690451,0.18730404534761874,0.0029517705056791702,0.0019190434554520685,0.0012599691465366109,15.82807243807896,-14.98972363133507
46,7,-0.12109375,-0.10546875,-0.00390625,0.1606319155855632,0.0078125,0.10312726560144395,2.4894800610853345,0.2567332714690462,0.1873040453476164,0.002951770505682087,0.0019190434554362944,0.001259969146544874,15.82807243807887,-14.989723631334877
47,7,-0.02734375,-0.08984375,-0.00390625,0.09399382355871848,0.0078125,0.05690250242140751,3.995645920487267,0.22736225166561375,0.11642401259050611,0.004947474994552511,0.00218864033780736,0.0027982037144299106,15.870342997079296,-15.077239900377723
48,7,-0.07421875,-0.01171875,-0.03515625,0.08295609602185665,0.0078125,0.04878278581627916,4.390949671909084,0.21420275737480207,0.12520072617919245,0.003695396661601723,0.002484636632396834,0.0013042672883025487,15.926918416939978,-14.978505668151818
49,7,-0.00390625,-0.01953125,-0.05859375,0.06188663874122992,0.0078125,0.033750970566276406,5.791152758687753,0.19545702630328077,0.09285634842999158,0.007692847942328153,0.007376653087837818,0.00277726706526427,15.899426368460656,-14.838925679736272
49,7,-0.01171875,-0.05859375,-0.04296875,0.07359938938053427,0.0078125,0.041952465017203386,4.852739377348249,0.20358437896580778,0.10714056334889963,0.0033524547611770675,0.002931437366362896,0.0005447634150663351,15.99712778833655,-15.065104585215776
49,7,-0.00390625,-0.01171875,-0.04296875,0.04470907477445155,0.0078125,0.021789917360475263,7.684022881943113,0.1674342235935414,0.045954449151010025,0.024770264067008246,0.04744713993500435,0.023385154982102883,15.754428072856332,-14.73656945963836
49,7,-0.04296875,-0.02734375,-0.03515625,0.06188663874122992,0.0078125,0.03364209396611182,5.694667506917226,0.19158053937347305,0.0886074213831432,0.0028601725620167706,0.00216920588099879,0.0008596673679689696,16.030042462433542,-15.08507963075934
49,7,-0.01953125,-0.01171875,-0.02734375,0.03558763116853242,0.0078125,0.01574855132632529,8.993878711296984,0.1416405605076049,0.004356036578108486,0.009301004238966527,0.014023557699750635,0.011309429148454444,15.091874268740687,-15.076187312415742
49,7,-0.01171875,-0.01171875,-0.02734375,0.03197403426512676,0.0078125,0.013465851994083207,9.439043901400732,0.12710476814191599,-0.01924548298543455,0.025120595961878003,0.052045427003272964,0.02696090693483681,14.543397431719898,-15.074029050490417
49,7,-0.01171875,-0.01171875,-0.01953125,0.02561499423555469,0.0078125,0.009632614367592754,9.519322863263225,0.09169596618242354,-0.055954264881578855,0.028109485614363088,0.06747835353403654,0.050900924561336845,13.793208692580777,-15.01940021730555
49,7,-0.00390625,-0.01171875,-0.01953125,0.023109686652732876,0.0078125,0.008217342649703429,9.217646819863377,0.07574456234276651,-0.06434498784088642,0.03150642194848358,0.0321006518000608,0.01683824785742181,13.68854172028708,-15.023957702719391
49,7,-0.05859375,-0.00390625,-0.01953125,0.06188663874122992,0.0078125,0.03375097056627502,5.79115275868928,0.19545702630332426,0.09285634842999982,0.007692847942333176,0.007376653087823197,0.002777267065237633,15.899426368459856,-14.838925679734356
49,7,-0.01953125,-0.02734375,-0.01171875,0.03558763116853242,0.0078125,0.015748551326322986,8.99387871129655,0.14164056050757734,0.004356036578083557,0.009301004238979489,0.014023557699755483,0.011309429148428808,15.091874268740522,-15.076187312415954
49,7,-0.00390625,-0.01953125,-0.01171875,0.023109686652732876,0.0078125,0.008217342649702006,9.217646819862189,0.07574456234274364,-0.06434498784089028,0.03150642194850246,0.032100651800095935,0.016838247857339925,13.688541720287969,-15.023957702717945
49,7,-0.01953125,-0.01171875,-0.01171875,0.02561499423555469,0.0078125,0.00963261436759157,9.519322863262587,0.09169596618240612,-0.055954264881580965,0.028109485614358862,0.06747835353400487,0.050900924561298404,13.793208692581144,-15.019400217305014
49,7,-0.00390625,-0.01171875,-0.01171875,0.017026948998205758,0.0078125,0.005007335453459657,8.006509807091414,0.04009128041552127,-0.05122329184976947,0.0569708144646054,0.11153763217317912,0.05459338977107853,14.275534255084404,-14.915868319974381
49,7,-0.00390625,-0.00390625,-0.01171875,0.01295556558732578,0.0078125,0.0031785622520197955,7.032653044912093,0.022353725500109656,-0.02389324865688105,0.06283427493276249,0.1088060741707859,0.052572526993556315,15.052114894670748,-14.977627191898351
49,7,-0.01171875,-0.01953125,-0.00390625,0.023109686652732876,0.0078125,0.008217342649701108,9.217646819861685,0.0757445623427312,-0.06434498784087749,0.03150642194851213,0.03210065180009936,0.016838247857335172,13.68854172028821,-15.023957702718057
49,7,-0.00390625,-0.01171875,-0.00390625,0.01295556558732578,0.0078125,0.003178562252018555,7.032653044911237,0.02235372550009821,-0.023893248656833038,0.06283427493262932,0.10880607417062618,0.05257252699351257,15.052114894671707,-14.97762719189756
49,7,-0.00390625,-0.00390625,-0.00390625,0.0067658234670659265,0.0078125,0.0011034146810083101,6.107634364176836,0.006739253423663577,0.013986281056047871,0.006453717606227431,0.00014533760040368613,0.006308380005823746,16.04754571348896,-15.087931128404037
50,1,3.75,-6.25,-7.75,10.638961415476606,0.5,0.912846494246477,0.9993206861211463,0.9122263849536725,-0.00016633272661482687,6.869756714609978e-07,0.0003407022089304589,0.00034025101326816366,15.998818549410853,-15.999573452804619
50,1,1.75,-5.25,-6.75,8.728545125048045,0.5,0.8945267320039766,1.0009518217872708,0.8953781620367941,-0.0006634434863439749,2.031767969145816e-06,1.216999078201002e-06,3.227884055486682e-06,15.997028618615916,-15.998481694511792
51,1,7.75,-7.75,-7.75,13.423393758658799,0.5,0.9302659252955713,0.9991368225751345,0.9294629407497345,9.00401662654884e-06,7.540981917424666e-08,0.0004112389609386667,0.00041131437075784096,15.999664716667407,-15.999945856251749
51,1,6.25,-5.25,-6.75,10.59186008215743,0.5,0.9120147349701742,0.9992924674057778,0.9113694548187719,-0.00017723947316977033,8.65299860875098e-07,1.2127730967191054e-06,2.0480125839259524e-06,15.998826066306915,-15.999558540314885
52,1,0.25,-3.25,-6.25,7.048936089935842,0.5,0.8712810926853877,1.0061759275951254,0.8766620616288144,-0.0021077686854197863,5.296208897887093e-06,2.424149776956153e-07,5.283956588975487e-06,15.992172262111447,-15.995479859542552
53,1,4.75,-0.75,-7.75,9.12071817347735,0.5,0.8992751395478206,1.0006056581605638,0.8998197928746798,-0.000533072732030057,1.08185418481011e-06,0.0003457652699409389,0.0003462074333711031,15.99743903453822,-15.99879744493545
53,1,5.75,-3.75,-7.25,9.98436277385793,0.5,0.9071812495875148,0.9996411805475619,0.9068557353082757,-0.00029243221590708395,1.0033810216650685e-06,3.6629081484928584e-06,4.543035601114214e-06,15.998328411019775,-15.999312599877532
54,1,2.75,-5.25,-1.25,6.057020719792859,0.5,0.8521109460575823,1.0132408676729283,0.8633936343369845,-0.003765421236498986,7.941575763021994e-06,2.200817084013999e-06,5.7751992758253966e-06,15.986127854079722,-15.991961231458733
55,1,5.25,-7.25,-2.75,9.364160400164021,0.5,0.9014380266307167,1.0000546028020827,0.9014872476728746,-0.00042004639700502134,1.2480482415370588e-06,3.2602939723812225e-06,4.0989230832640725e-06,15.997753287900842,-15.998991827990675
56,2,0.125,-3.125,-3.875,4.979646071760523,0.25,0.8241024703519394,1.028724827884408,0.8477746719719144,-0.0063222168136222775,2.462930542530234e-05,4.4750742532597546e-05,6.625373290110872e-05,15.975021663055523,-15.986092509822956
56,2,0.875,-2.625,-2.125,3.488821434238216,0.25,0.7650147842990961,1.0643227426622337,0.8142226334023711,-0.006515655077235383,2.8768838214971858e-05,5.495360542702714e-07,2.8317217131006876e-05,15.950039485116502,-15.977391492741832
58,2,0.125,-1.625,-3.625,3.9745282738961616,0.25,0.7877308786958171,1.050952921520562,0.8278680683373284,-0.007198194041098355,5.5278375342003384e-05,3.0116352967015155e-05,8.536192930746942e-05,15.957238998266105,-15.982628856645231
59,2,3.375,-1.375,-3.875,5.319480707738303,0.25,0.8339531744073952,1.0232472671458706,0.8533403066399907,-0.005613452429673843,2.7961736626503436e-05,7.487221944420877e-05,0.00010039735587324989,15.979029693158095,-15.987790422444876
60,2,1.875,-2.375,-1.625,3.4346579160085215,0.25,0.7622052056173476,1.0663194697061933,0.8127542506611901,-0.006314452346954614,2.2853589454182733e-05,3.0696951526782516e-05,1.3389689040012312e-05,15.950645935561724,-15.976172695978
60,2,0.375,-2.125,-1.125,2.433490291741473,0.25,0.6955093087833317,1.0975900737461266,0.7633841135186146,-0.0006257618409138044,5.2869230525481846e-05,0.00019501962823736187,0.00014253573625472066,15.90042843966892,-15.930945120131293
61,2,2.125,-3.125,-1.625,4.113620667976083,0.25,0.7936163997647268,1.0467895856062626,0.8307493822400523,-0.006680215123774741,2.5997794748097575e-05,2.1414936517360226e-07,2.5810746010488757e-05,15.964035311970562,-15.984024958828313
62,3,0.3125,-1.4375,-1.1875,1.8905604327817718,0.125,0.6400557568061074,1.1176365770431995,0.7153497251535724,0.008356262471775093,7.32539363422895e-05,1.0443719186353218e-06,7.379267294274667e-05,15.859619510447475,-15.875407549101102
63,3,1.6875,-1.8125,-1.4375,2.8634277972388267,0.125,0.7281072149031177,1.0848077295448713,0.7898563346642907,-0.004056853281910257,6.402454861489399e-05,0.00010511045280009832,0.00016680799584136476,15.934096478965563,-15.956323512308376
63,3,1.3125,-1.8125,-1.1875,2.5333710249389054,0.125,0.7037475451825678,1.0953798145226972,0.7708708555128845,-0.0014361861940298483,6.973145514386177e-05,8.808319138171415e-05,0.00015649458741939464,15.918390946559798,-15.937915362006024
64,3,0.1875,-0.5625,-1.0625,1.2167451458707366,0.125,0.5299697351602217,1.1514156044871768,0.6102154229694157,0.03948454627641631,6.10400016573076e-05,0.00010662514672377806,4.6366175423635026e-05,15.763215286086325,-15.735889848116509
65,3,1.1875,-0.5625,-1.0625,1.6898132293244719,0.125,0.6135677363843167,1.1248616378869258,0.6901788089038361,0.014789044342846067,5.071003222484246e-05,1.2584420052465426e-06,5.039027637520504e-05,15.845906801186691,-15.844388098120225
67,3,1.9375,-1.5625,-0.9375,2.6597403538691515,0.125,0.713546234512208,1.091667050471976,0.7789549132053271,-0.0030929156283581406,7.0441255592016e-05,0.00018907371198086592,0.0002515219952887991,15.921723233333829,-15.945806168346138
67,3,1.3125,-1.3125,-0.0625,1.8572072447629533,0.125,0.6359805816127369,1.118212737628561,0.711161587243783,0.009979570786677334,6.41584163237478e-05,7.232171738469292e-07,6.401186682284126e-05,15.854679470694482,-15.870567083875311
68,4,0.03125,-0.78125,-0.65625,1.0207801856913172,0.0625,0.4826558269440811,1.1727872595280227,0.5660526045769805,0.05619120750755166,6.355983083185071e-05,9.48326062970657e-06,5.4139131759435385e-05,15.73735581364938,-15.670621308528137
69,4,0.90625,-0.71875,-0.96875,1.5087634630716638,0.0625,0.5855932365455835,1.133155759877046,0.6635683489366695,0.022081003867190935,7.43315745957586e-05,0.00021753895196719933,0.0002873284739577964,15.83325119240609,-15.80924246766849
69,4,0.59375,-0.71875,-0.78125,1.2163437785017852,0.0625,0.5297925755257633,1.1518457813309573,0.610239343099813,0.03931290171435206,6.215552788559784e-05,1.18470571076891e-05,5.033254395492307e-05,15.796373964632691,-15.735678824949524
70,4,0.21875,-0.34375,-0.59375,0.7201074138626821,0.0625,0.38841539340202125,1.2406792816580516,0.48189893127094924,0.09314689357971598,5.189037163726625e-05,9.451571851686912e-06,4.2795813553361884e-05,15.718572630272488,-15.539318151282917
71,4,0.78125,-0.28125,-0.65625,1.0583558888672562,0.0625,0.49246159189468364,1.1678482454341654,0.5751204060379224,0.05263462301534727,6.135537914022648e-05,9.448632226786486e-06,5.196774767200919e-05,15.755953134353929,-15.684379683356697
72,4,0.40625,-0.96875,-0.28125,1.0874820400815821,0.0625,0.4997512945364395,1.1646435888701963,0.5820321412114454,0.049547548227691515,0.0001054533507129493,0.00010160442683778495,0.00020671878729261844,15.742928654763608,-15.694765662897879
73,4,0.71875,-0.65625,-0.15625,0.9857381434742191,0.0625,0.47313481403405455,1.177962028198016,0.557334845150646,0.059575883860985425,5.77781432664744e-05,9.343924430015589e-06,4.8532358317673406e-05,15.738588659024577,-15.657595771620173
74,5,0.140625,-0.328125,-0.390625,0.5291779444336281,0.03125,0.3102506872083455,1.3425042889197614,0.41651287821750715,0.12560583792795257,9.742430710417004e-05,2.7553765320066003e-05,6.992778164504561e-05,15.731094588173372,-15.43382694807185
74,5,0.015625,-0.265625,-0.265625,0.3759752942348739,0.03125,0.23421880136439457,1.5191916361212718,0.35582324405513777,0.15819188187871028,9.144507113285354e-05,9.483050993848007e-05,0.00018615742499581643,15.744236967570696,-15.32130725551684
75,5,0.421875,-0.390625,-0.453125,0.7320441734451549,0.03125,0.3927571296124184,1.236708807816308,0.4857262015243291,0.09129387392730455,9.09214508580039e-05,2.936809118117396e-05,8.234807056328988e-05,15.761599629758678,-15.545643188362936
76,5,0.203125,-0.015625,-0.359375,0.4131032520750714,0.03125,0.2538711607568859,1.4628080112622406,0.3713647677836169,0.14816535196928873,0.00015018669623729862,9.934049164795609e-05,5.095967605855125e-05,15.70262323115882,-15.357132314239818
77,5,0.265625,-0.140625,-0.390625,0.49286907173710953,0.03125,0.2933949506222947,1.3729759724036241,0.40282421762895837,0.1325820195267739,0.00012185774267396197,3.0205472185482066e-05,9.224889570530249e-05,15.730957218024876,-15.410850264107404
77,5,0.484375,-0.234375,-0.328125,0.6302513759405846,0.03125,0.35366144554136963,1.2793757719194885,0.45246588488765194,0.10727375943634286,0.00013105980322997238,6.661077081809998e-05,9.523808514489787e-05,15.737086597431066,-15.492366739916429
79,5,0.328125,-0.296875,-0.140625,0.4643018111907383,0.03125,0.2796145195132796,1.401065988336035,0.3917583931349786,0.13826730331320217,8.857395336481265e-05,3.260170867703099e-05,5.825464269243773e-05,15.749910246984772,-15.391097373567787
79,5,0.265625,-0.265625,-0.015625,0.3759752942348739,0.03125,0.23421880136439457,1.5191916361212672,0.35582324405513666,0.15819188187871044,9.144507113210889e-05,9.483050994384095e-05,0.00018615742500012692,15.744236967570698,-15.321307255516832
80,6,0.0234375,-0.1328125,-0.2265625,0.26366464110447196,0.015625,0.16976922066605019,1.8100711531344629,0.30729436901773655,0.17031929480362784,0.0006372588017616941,0.00010539459140946368,0.0005471292081808555,15.75161889624036,-15.238547568279936
80,6,0.0390625,-0.2421875,-0.1796875,0.3040859446254463,0.015625,0.19378003238896743,1.6758811188628875,0.3247522974933093,0.1645745811100688,0.0006580134682946564,0.00010149550603455161,0.0007165412169038041,15.770363071365121,-15.279100036359518
82,6,0.0078125,-0.0390625,-0.1953125,0.19933360659645427,0.015625,0.1294055760600615,2.1506691790026653,0.2783085840234594,0.17753450253699546,0.0013142534935360673,0.00033253942106187934,0.0009835170450625754,15.705187494944825,-15.176907526686707
83,6,0.1640625,-0.0234375,-0.2421875,0.2934631245467648,0.015625,0.18759442675819948,1.7070883087209203,0.3202402527001253,0.1665950218617973,0.0005743696709217652,0.0006814040470110177,0.0001863064974825819,15.759140011113674,-15.263926564302757
