56882670|cartoon-hp-kerr-f95a0580-v5|urgent_gpu_ss11|gpu_interactive|FAILED|1:0|1467|1||32|billing=128,cpu=128,energy=551730,gres/gpu:a100=4,gres/gpu=4,mem=229902M,node=1|nid003268
56882670.extern|extern|||COMPLETED|0:0|1468|1|1|128|billing=128,cpu=128,gres/gpu:a100=4,gres/gpu=4,mem=229902M,node=1|nid003268
56882670.0|python3|||COMPLETED|0:0|92|1|4|32|cpu=32,gres/gpu:a100=4,gres/gpu=4,mem=229902M,node=1|nid003268
56882670.1|python3|||FAILED|1:0|185|1|4|32|cpu=32,gres/gpu:a100=4,gres/gpu=4,mem=229902M,node=1|nid003268
