cycle,time,rk_stage,max_abs_prescribed_shift_state
8036,20.764471288835225,1,0
8036,20.764471288835225,2,0
8036,20.764471288835225,3,0
8036,20.764471288835225,4,0
8037,20.767158241498986,1,0
8037,20.767158241498986,2,0
8037,20.767158241498986,3,0
8037,20.767158241498986,4,0
8038,20.769845140249181,1,0
8038,20.769845140249181,2,0
8038,20.769845140249181,3,0
8038,20.769845140249181,4,0
8039,20.772531985097828,1,0
8039,20.772531985097828,2,0
8039,20.772531985097828,3,0
8039,20.772531985097828,4,0
8040,20.775218776056963,1,0
8040,20.775218776056963,2,0
8040,20.775218776056963,3,0
8040,20.775218776056963,4,0
8041,20.777905513138641,1,0
8041,20.777905513138641,2,0
8041,20.777905513138641,3,0
8041,20.777905513138641,4,0
8042,20.780592196354927,1,0
8042,20.780592196354927,2,0
8042,20.780592196354927,3,0
8042,20.780592196354927,4,0
8043,20.783278825717908,1,0
8043,20.783278825717908,2,0
8043,20.783278825717908,3,0
8043,20.783278825717908,4,0
8044,20.785965401239682,1,0
8044,20.785965401239682,2,0
8044,20.785965401239682,3,0
8044,20.785965401239682,4,0
8045,20.78865192293237,1,0
8045,20.78865192293237,2,0
8045,20.78865192293237,3,0
8045,20.78865192293237,4,0
8046,20.791338390808107,1,0
8046,20.791338390808107,2,0
8046,20.791338390808107,3,0
8046,20.791338390808107,4,0
8047,20.794024804879044,1,0
8047,20.794024804879044,2,0
8047,20.794024804879044,3,0
8047,20.794024804879044,4,0
8048,20.796711165157344,1,0
8048,20.796711165157344,2,0
8048,20.796711165157344,3,0
8048,20.796711165157344,4,0
8049,20.799397471655194,1,0
8049,20.799397471655194,2,0
8049,20.799397471655194,3,0
8049,20.799397471655194,4,0
8050,20.802083724384794,1,0
8050,20.802083724384794,2,0
8050,20.802083724384794,3,0
8050,20.802083724384794,4,0
8051,20.804769923358357,1,0
8051,20.804769923358357,2,0
8051,20.804769923358357,3,0
8051,20.804769923358357,4,0
8052,20.80745606858812,1,0
8052,20.80745606858812,2,0
8052,20.80745606858812,3,0
8052,20.80745606858812,4,0
8053,20.810142160086333,1,0
8053,20.810142160086333,2,0
8053,20.810142160086333,3,0
8053,20.810142160086333,4,0
8054,20.812828197865258,1,0
8054,20.812828197865258,2,0
8054,20.812828197865258,3,0
8054,20.812828197865258,4,0
8055,20.815514181937182,1,0
8055,20.815514181937182,2,0
8055,20.815514181937182,3,0
