kernel	calls	total_seconds	average_seconds	percent
ref_gh scalar source and pi rhs	81	5.550518902	0.068524924716	45.714037577
ref_gh stationary trumpet data	1	1.749120281	1.749120281	14.4057432583
ref_gh stationary trumpet error	1	1.496045759	1.496045759	12.321423141
ref_gh stationary frame reference audits	1	0.66159946	0.66159946	5.4489288496
ref_gh stationary reference Ricci	1	0.659568096	0.659568096	5.43219854891
ref_gh stationary trumpet fixed-radius field error	3	0.552403307	0.184134435667	4.54959004369
ref_gh projected trumpet metric boundaries	81	0.539438537	0.00665973502469	4.44281228229
ref_gh psi rhs	81	0.350800287	0.00433086774074	2.88918888217
ref_gh flat constraints	2	0.112151372	0.056075686	0.923677970373
ref_gh dissipation	81	0.099411766	0.00122730575309	0.818754658214
ref_gh to ADM	1	0.079864284	0.079864284	0.657761723597
ref_gh dt	21	0.056296229	0.00268077280952	0.4636553759
ref_gh RK update	80	0.05360238	0.00067002975	0.441468853057
ref_gh compact current-q reduction	80	0.042069914	0.000525873925	0.346487538086
ref_gh compatible phi rhs	81	0.033821648	0.000417551209877	0.278554872956
ref_gh rk4 base	60	0.031242788	0.000520713133333	0.257315398769
ref_gh analytic radial-q static reference	1	0.029994267	0.029994267	0.247032587933
ref_gh minimum puncture radius	1	0.016863093	0.016863093	0.138884324273
SendBuff	162	0.010563499	6.52067839506e-05	0.0870009090603
RecvBuff	162	0.009134558	5.63861604938e-05	0.075232160278
ref_gh analytic radial-q stage reference	81	0.003358737	4.14658888889e-05	0.0276625360872
ref_gh stationary fixed-radius initial RHS	3	0.001070076	0.000356692	0.00881313897636
Kokkos::View::initialization [] via memset	107	0.000937311	8.75991588785e-06	0.00771968729984
ref_gh stationary initial RHS	1	0.000418866	0.000418866	0.00344977765175
Kokkos::View::initialization [ref_gh reference table_mirror] via memset	1	0.000384008	0.000384008	0.00316268739046
Kokkos::View::initialization [u_rhs ref_gh] via memset	2	0.00016036	8.018e-05	0.00132072391704
Kokkos::View::initialization [u1 ref_gh] via memset	2	0.000159833	7.99165e-05	0.00131638354847
ref_gh stationary trumpet fixed-radius constraints	3	0.000140882	4.69606666667e-05	0.00116030323572
Kokkos::View::initialization [mb_gid] via memset	1	0.000109784	0.000109784	0.000904180309978
ref_gh stationary trumpet constraints	1	9.5146e-05	9.5146e-05	0.000783621837182
Kokkos::View::initialization [u0 ref_gh] via memset	2	9.3778e-05	4.6889e-05	0.000772354998079
ref_gh cache metric condition	1	5.3914e-05	5.3914e-05	0.00044403535335
Kokkos::View::initialization [u_con ref_gh] via memset	2	4.7967e-05	2.39835e-05	0.000395055900029
Kokkos::View::initialization [u_adm] via memset	2	3.6576e-05	1.8288e-05	0.000301239698114
Kokkos::View::initialization [u_common_adm_constraints] via memset	2	2.1107e-05	1.05535e-05	0.000173837114723
Kokkos::View::initialization [uin] via memset	2	1.8244e-05	9.122e-06	0.000150257465343
Kokkos::View::initialization [ref_gh reference table] via memset	2	1.7118e-05	8.559e-06	0.000140983736667
Kokkos::View::initialization [ru] via memset	1	1.6899e-05	1.6899e-05	0.000139180054091
Kokkos::View::initialization [recv_agg_offset] via memset	2	1.6196e-05	8.098e-06	0.000133390150663
Kokkos::View::initialization [bin] via memset	2	1.5689e-05	7.8445e-06	0.000129214501961
Kokkos::View::initialization [send_agg_offset] via memset	2	1.4493e-05	7.2465e-06	0.000119364253739
Kokkos::View::initialization [iin] via memset	2	1.4237e-05	7.1185e-06	0.000117255839404
Kokkos::View::initialization [ref_gh q sample weights] via memset	1	1.367e-05	1.367e-05	0.000112586031092
Kokkos::View::initialization [mbsize] via memset	1	1.1691e-05	1.1691e-05	9.62869999632e-05
Kokkos::View::initialization [mb_lev] via memset	1	1.1355e-05	1.1355e-05	9.35197061485e-05
Kokkos::View::initialization [excision_floor] via memset	1	1.0267e-05	1.0267e-05	8.45589452247e-05
Kokkos::View::initialization [mbbcs] via memset	1	9.507e-06	9.507e-06	7.82995901676e-05
Kokkos::View::initialization [excision_flux] via memset	1	9.002e-06	9.002e-06	7.41404134521e-05
Kokkos::View::initialization [ref_gh q sample cells] via memset	1	8.199e-06	8.199e-06	6.75269106747e-05
Kokkos::View::initialization [rank_sendbuf_vars] via memset	1	7.994e-06	7.994e-06	6.5838532008e-05
Kokkos::View::initialization [rank_recvbuf_vars] via memset	1	7.505e-06	7.505e-06	6.18111311884e-05
Kokkos::View::initialization [coarse u0 ref_gh] via memset	1	7.119e-06	7.119e-06	5.86320376989e-05
Kokkos::View::initialization [ref_gh q sample weights_mirror] via memset	1	5.053e-06	5.053e-06	4.16164751359e-05
Kokkos::View::initialization [DualView::modified_flags] via memset	8	3.916e-06	4.895e-07	3.22521505308e-05
Kokkos::View::initialization [ref_gh q sample cells_mirror] via memset	1	2.038e-06	2.038e-06	1.67849547451e-05
Kokkos::View::initialization [uin_mirror] via memset	2	1.029e-06	5.145e-07	8.47483730751e-06
