diss,time,cycle,leaf_count,max_abs_kretschmann,signed_kretschmann,rho,z,logical_level,logical_lx1,logical_lx2,logical_lx3,source_file
0.10,1.7567431810693264,352,44,11.186659812927246,11.186659812927246,5.3125,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p10_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00007.bin
0.10,2.0041335601467467,387,44,10.228812217712402,10.228812217712402,5.25,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p10_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00008.bin
0.10,2.2528146991572955,422,44,8.465363502502441,8.465363502502441,5.25,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p10_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00009.bin
0.10,2.500253457715406,457,44,6.614097595214844,6.614097595214844,5.25,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p10_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00010.bin
0.10,2.7526274328862836,493,44,5.004773139953613,5.004773139953613,5.1875,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p10_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00011.bin
0.10,3.0029236441181664,529,44,3.694722890853882,3.694722890853882,5.125,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p10_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00012.bin
0.10,3.251327475824071,565,44,2.658290386199951,2.658290386199951,5.0625,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p10_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00013.bin
0.10,3.504957515523857,602,44,1.8263276815414429,1.8263276815414429,5.0625,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p10_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00014.bin
0.10,3.750325025844545,638,44,1.1995484828948975,1.1995484828948975,4.9375,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p10_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00015.bin
0.10,4.0012730729041035,675,44,0.713870644569397,0.713870644569397,4.875,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p10_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00016.bin
0.10,4.25115606561173,712,44,0.4067084789276123,0.4067084789276123,4.5,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p10_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00017.bin
0.10,4.500069262753969,749,44,0.2989344596862793,0.2989344596862793,4.3125,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p10_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00018.bin
0.10,4.7548173599349735,787,44,0.24493056535720825,0.24493056535720825,4.1875,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p10_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00019.bin
0.10,5.002052743852435,824,44,0.21034829318523407,0.21034829318523407,4.0625,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p10_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00020.bin
0.10,5.255181215132532,862,44,0.18711724877357483,0.18711724877357483,4.0,0.0,1,1,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p10_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00021.bin
0.10,5.5009328316899495,899,44,0.16717153787612915,0.16717153787612915,3.875,0.0,1,1,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p10_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00022.bin
0.10,5.752590354891598,937,44,0.15357521176338196,0.15357521176338196,3.8125,0.0,1,1,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p10_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00023.bin
0.10,6.003546925151914,975,44,0.14010988175868988,0.14010988175868988,3.75,0.0,1,1,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p10_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00024.bin
0.10,6.253784071551201,1013,44,0.13093017041683197,0.13093017041683197,3.625,0.0,1,1,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p10_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00025.bin
0.10,6.5,1051,44,0.12254250794649124,0.12254250794649124,3.5625,0.0,1,1,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p10_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00026.bin
0.10,6.755335785550516,1090,44,0.11533842980861664,0.11533842980861664,3.4375,0.0,1,1,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p10_t9p5_v1/bin/rank_00000000/n256_ko_record.curvature.00027.bin
0.10,7.003346570334187,1128,44,0.11019405722618103,0.11019405722618103,3.375,0.0,1,1,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p10_t9p5_v1/bin/rank_00000000/n256_ko_record.curvature.00028.bin
0.10,7.2505368777229995,1166,44,0.10468039661645889,0.10468039661645889,3.25,0.0,1,1,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p10_t9p5_v1/bin/rank_00000000/n256_ko_record.curvature.00029.bin
0.10,7.50335528790065,1205,44,0.1020890325307846,0.1020890325307846,3.1875,0.0,1,1,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p10_t9p5_v1/bin/rank_00000000/n256_ko_record.curvature.00030.bin
0.10,7.755211823976469,1244,44,0.09825165569782257,0.09825165569782257,3.125,0.0,1,1,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p10_t9p5_v1/bin/rank_00000000/n256_ko_record.curvature.00031.bin
0.10,8.006058945611144,1283,44,0.097202830016613,0.097202830016613,3.0,0.0,1,1,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p10_t9p5_v1/bin/rank_00000000/n256_ko_record.curvature.00032.bin
0.10,8.255796265021184,1322,44,0.09530487656593323,0.09530487656593323,2.9375,0.0,1,1,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p10_t9p5_v1/bin/rank_00000000/n256_ko_record.curvature.00033.bin
0.10,8.504353274719266,1361,44,0.10727086663246155,0.10727086663246155,0.0,0.0,1,0,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p10_t9p5_v1/bin/rank_00000000/n256_ko_record.curvature.00034.bin
0.10,8.751602794024338,1400,44,0.2395203709602356,0.2395203709602356,5.125,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p10_t9p5_v1/bin/rank_00000000/n256_ko_record.curvature.00035.bin
0.10,9.003731941817799,1440,44,0.7834353446960449,0.7834353446960449,5.125,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p10_t9p5_v1/bin/rank_00000000/n256_ko_record.curvature.00036.bin
0.10,9.25422045011748,1480,44,1.7335762977600098,1.7335762977600098,5.125,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p10_t9p5_v1/bin/rank_00000000/n256_ko_record.curvature.00037.bin
0.10,9.5,1520,44,2.7614810466766357,2.7614810466766357,5.125,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p10_t9p5_v1/bin/rank_00000000/n256_ko_record.curvature.00038.bin
0.10,9.7529144208112,1561,44,2.933798313140869,2.933798313140869,5.125,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p10_t11p3_v1/bin/rank_00000000/n256_ko_record.curvature.00039.bin
0.10,10.003561679373984,1602,44,1.7218862771987915,1.7218862771987915,5.125,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p10_t11p3_v1/bin/rank_00000000/n256_ko_record.curvature.00040.bin
0.10,10.25171588361935,1643,44,4.463711261749268,4.463711261749268,5.0625,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p10_t11p3_v1/bin/rank_00000000/n256_ko_record.curvature.00041.bin
0.10,10.503034429217088,1685,44,13.315670013427734,13.315670013427734,5.0625,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p10_t11p3_v1/bin/rank_00000000/n256_ko_record.curvature.00042.bin
0.10,10.750716521257035,1728,50,341.9154357910156,341.9154357910156,5.0625,0.0,2,5,15,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p10_t11p3_v1/bin/rank_00000000/n256_ko_record.curvature.00043.bin
0.10,11.000672853725295,1824,68,847.7824096679688,847.7824096679688,5.015625,-0.046875,3,10,31,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p10_t11p3_v1/bin/rank_00000000/n256_ko_record.curvature.00044.bin
0.10,11.25182389194994,1959,80,2461.795166015625,2461.795166015625,4.96875,0.03125,3,9,32,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p10_t11p3_v1/bin/rank_00000000/n256_ko_record.curvature.00045.bin
0.10,11.3,1987,86,136009.84375,136009.84375,5.03125,0.0,4,20,63,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p10_t11p3_v1/bin/rank_00000000/n256_ko_record.curvature.00046.bin
0.20,0.0,0,32,95.4072036743164,95.4072036743164,5.25,0.0,0,1,3,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p20_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00000.bin
0.20,0.2523973622263415,93,50,81.21804809570312,81.21804809570312,5.21875,0.0,2,5,15,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p20_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00001.bin
0.20,0.5040085097384398,151,44,44.42206573486328,44.42206573486328,5.25,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p20_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00002.bin
0.20,0.7515881064077728,196,44,10.646824836730957,10.646824836730957,5.25,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p20_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00003.bin
0.20,1.0019649251291018,238,44,16.801422119140625,-16.801422119140625,4.9375,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p20_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00004.bin
0.20,1.2559831958546266,278,44,15.336427688598633,-15.336427688598633,4.875,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p20_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00005.bin
0.20,1.5020107795771485,315,44,11.012325286865234,-11.012325286865234,4.75,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p20_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00006.bin
0.20,1.7567440322155823,352,44,11.18752670288086,11.18752670288086,5.3125,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p20_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00007.bin
0.20,2.004134617163858,387,44,10.229846954345703,10.229846954345703,5.25,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p20_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00008.bin
0.20,2.252815815073,422,44,8.46589183807373,8.46589183807373,5.25,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p20_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00009.bin
0.20,2.5002547432369546,457,44,6.61428689956665,6.61428689956665,5.25,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p20_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00010.bin
0.20,2.752628925681057,493,44,5.005010604858398,5.005010604858398,5.1875,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p20_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00011.bin
0.20,3.002925335888242,529,44,3.694772481918335,3.694772481918335,5.125,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p20_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00012.bin
0.20,3.2513293979460562,565,44,2.65832781791687,2.65832781791687,5.0625,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p20_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00013.bin
0.20,3.5049597022795935,602,44,1.826287865638733,1.826287865638733,5.0625,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p20_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00014.bin
0.20,3.7503274647149616,638,44,1.1995269060134888,1.1995269060134888,4.9375,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p20_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00015.bin
0.20,4.0012758046704135,675,44,0.7138421535491943,0.7138421535491943,4.875,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p20_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00016.bin
0.20,4.251159092509074,712,44,0.4067024886608124,0.4067024886608124,4.5,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p20_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00017.bin
0.20,4.500072579909366,749,44,0.29891684651374817,0.29891684651374817,4.3125,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p20_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00018.bin
0.20,4.7548210065413175,787,44,0.24491587281227112,0.24491587281227112,4.1875,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p20_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00019.bin
0.20,5.002056665483191,824,44,0.21033430099487305,0.21033430099487305,4.0625,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p20_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00020.bin
0.20,5.255185452190958,862,44,0.18710298836231232,0.18710298836231232,4.0,0.0,1,1,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p20_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00021.bin
0.20,5.500937351095786,899,44,0.1671605259180069,0.1671605259180069,3.875,0.0,1,1,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p20_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00022.bin
0.20,5.752595161809269,937,44,0.15356393158435822,0.15356393158435822,3.8125,0.0,1,1,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p20_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00023.bin
0.20,6.003552009896725,975,44,0.14009839296340942,0.14009839296340942,3.75,0.0,1,1,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p20_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00024.bin
0.20,6.253789405547212,1013,44,0.1309213936328888,0.1309213936328888,3.625,0.0,1,1,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p20_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00025.bin
0.20,6.5,1051,44,0.12253314256668091,0.12253314256668091,3.5625,0.0,1,1,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p20_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00026.bin
0.20,6.755335990664387,1090,44,0.11533173173666,0.11533173173666,3.4375,0.0,1,1,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p20_t9p5_v1/bin/rank_00000000/n256_ko_record.curvature.00027.bin
0.20,7.003346994341512,1128,44,0.11018624901771545,0.11018624901771545,3.375,0.0,1,1,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p20_t9p5_v1/bin/rank_00000000/n256_ko_record.curvature.00028.bin
0.20,7.2505374237230145,1166,44,0.10467632114887238,0.10467632114887238,3.25,0.0,1,1,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p20_t9p5_v1/bin/rank_00000000/n256_ko_record.curvature.00029.bin
0.20,7.5033559786319595,1205,44,0.10208283364772797,0.10208283364772797,3.1875,0.0,1,1,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p20_t9p5_v1/bin/rank_00000000/n256_ko_record.curvature.00030.bin
0.20,7.755212529762117,1244,44,0.09824169427156448,0.09824169427156448,3.125,0.0,1,1,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p20_t9p5_v1/bin/rank_00000000/n256_ko_record.curvature.00031.bin
0.20,8.006059641239046,1283,44,0.09719865024089813,0.09719865024089813,3.0,0.0,1,1,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p20_t9p5_v1/bin/rank_00000000/n256_ko_record.curvature.00032.bin
0.20,8.255796768031612,1322,44,0.09529498219490051,0.09529498219490051,2.9375,0.0,1,1,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p20_t9p5_v1/bin/rank_00000000/n256_ko_record.curvature.00033.bin
0.20,8.504353358933026,1361,44,0.10731720179319382,0.10731720179319382,0.0,0.0,1,0,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p20_t9p5_v1/bin/rank_00000000/n256_ko_record.curvature.00034.bin
0.20,8.751602006377098,1400,44,0.15251590311527252,0.15251590311527252,0.0,0.0,1,0,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p20_t9p5_v1/bin/rank_00000000/n256_ko_record.curvature.00035.bin
0.20,9.003729399512176,1440,44,0.31537073850631714,0.31537073850631714,5.125,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p20_t9p5_v1/bin/rank_00000000/n256_ko_record.curvature.00036.bin
0.20,9.254215019497803,1480,44,0.6202180981636047,0.6202180981636047,5.125,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p20_t9p5_v1/bin/rank_00000000/n256_ko_record.curvature.00037.bin
0.20,9.5,1520,44,0.8959987163543701,0.8959987163543701,5.125,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p20_t9p5_v1/bin/rank_00000000/n256_ko_record.curvature.00038.bin
0.20,9.752906848731842,1561,44,0.8690866827964783,0.8690866827964783,5.125,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p20_t11p3_v1/bin/rank_00000000/n256_ko_record.curvature.00039.bin
0.20,10.00354299700802,1602,44,0.49432897567749023,0.49432897567749023,5.0625,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p20_t11p3_v1/bin/rank_00000000/n256_ko_record.curvature.00040.bin
0.20,10.251682682196067,1643,44,2.149956464767456,2.149956464767456,5.0625,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p20_t11p3_v1/bin/rank_00000000/n256_ko_record.curvature.00041.bin
0.20,10.502982344097255,1685,44,4.718444347381592,4.718444347381592,5.0625,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p20_t11p3_v1/bin/rank_00000000/n256_ko_record.curvature.00042.bin
0.20,10.751004672636405,1727,44,6.795289516448975,6.795289516448975,5.0625,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p20_t11p3_v1/bin/rank_00000000/n256_ko_record.curvature.00043.bin
0.20,11.001084857289799,1770,44,6.301263809204102,6.301263809204102,5.0625,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p20_t11p3_v1/bin/rank_00000000/n256_ko_record.curvature.00044.bin
0.20,11.250811606992125,1827,47,95.36217498779297,-95.36217498779297,5.03125,-0.03125,2,5,15,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p20_t11p3_v1/bin/rank_00000000/n256_ko_record.curvature.00045.bin
0.20,11.3,1841,50,222.69790649414062,222.69790649414062,5.03125,0.0625,2,5,16,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p20_t11p3_v1/bin/rank_00000000/n256_ko_record.curvature.00046.bin
0.50,0.0,0,32,95.4072036743164,95.4072036743164,5.25,0.0,0,1,3,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p50_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00000.bin
0.50,0.2523974944180667,93,50,81.24091339111328,81.24091339111328,5.21875,0.0,2,5,15,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p50_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00001.bin
0.50,0.504008752527374,151,44,44.36524963378906,44.36524963378906,5.25,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p50_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00002.bin
0.50,0.751588460428703,196,44,10.666193962097168,10.666193962097168,5.25,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p50_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00003.bin
0.50,1.0019655038765194,238,44,16.79999542236328,-16.79999542236328,4.9375,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p50_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00004.bin
0.50,1.2559842559374204,278,44,15.331961631774902,-15.331961631774902,4.875,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p50_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00005.bin
0.50,1.502012483314231,315,44,11.010233879089355,-11.010233879089355,4.75,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p50_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00006.bin
0.50,1.756746521823827,352,44,11.190958023071289,11.190958023071289,5.3125,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p50_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00007.bin
0.50,2.004137706671017,387,44,10.232502937316895,10.232502937316895,5.25,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p50_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00008.bin
0.50,2.252819085178813,422,44,8.467299461364746,8.467299461364746,5.25,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p50_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00009.bin
0.50,2.5002585689974275,457,44,6.615012168884277,6.615012168884277,5.25,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p50_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00010.bin
