prescription,time,dt,C-norm2,H-norm2,M-norm2,Z-norm2,max_abs_K,maxAbsKret,cycle,axisLapse,axisTau,axisKret,muMin,muMax
local_abs_K,8.8907226562500661e+00,1.4648437499999999e-04,5.9540506963522568e+09,5.9501135937425327e+09,3.9343058730272418e+06,2.0957887642873865e+02,1.0010507378021146e+02,6.3879876750614053e+12,1.6760000000000000e+03,8.4753970395290024e-01,5.4594516422624997e+00,1.2670655358319782e-01,1.0208728787124664e-07,1.0010072600560892e+02
local_abs_K,8.8913085937500647e+00,1.4648437499999999e-04,6.4168628298085184e+09,6.4125265919885159e+09,4.3332336676118989e+06,2.1910943909898478e+02,1.0778214622498086e+02,6.8289028869651836e+12,1.6800000000000000e+03,8.4760507433089360e-01,5.4599482667126562e+00,1.2674570464706242e-01,5.0240273850865602e-07,1.0777831585758685e+02
local_abs_K,8.8918945312500632e+00,1.4648437499999999e-04,6.9152146738570395e+09,6.9104252356689682e+09,4.7862227049242454e+06,2.2462174130528990e+02,1.1596085556935080e+02,7.2801383550644688e+12,1.6840000000000000e+03,8.4767037055375027e-01,5.4604449294440434e+00,1.2680102011856484e-01,2.0616362276615167e-07,1.1595990789687315e+02
local_abs_K,8.8924804687500618e+00,1.4648437499999999e-04,7.4587973266764221e+09,7.4537527666201229e+09,5.0411021224293848e+06,2.3368361574451134e+02,1.2622023074852476e+02,7.7498252052956816e+12,1.6880000000000000e+03,8.4773559263909415e-01,5.4609416304132141e+00,1.2687286861968411e-01,3.3244833453835443e-07,1.2621907922986566e+02
local_abs_K,8.8930664062500604e+00,1.4648437499999999e-04,8.0615245137726393e+09,8.0561802592501802e+09,5.3405091613271628e+06,2.5015353105908210e+02,1.3674018567154013e+02,8.2402919003744492e+12,1.6920000000000000e+03,8.4780074060702137e-01,5.4614383695767357e+00,1.2696173918843015e-01,1.0386349255965543e-06,1.3673691050129449e+02
local_abs_K,8.8936523437500590e+00,1.4648437499999999e-04,8.7391337992235012e+09,8.7330511773626308e+09,6.0785635157261202e+06,2.6801154241773992e+02,1.4775445053547716e+02,8.7438485599402451e+12,1.6960000000000000e+03,8.4786581448092146e-01,5.4619351468911868e+00,1.2706816589644371e-01,1.4757687653301713e-07,1.4774820872283098e+02
local_abs_K,8.8942382812500576e+00,1.4648437499999999e-04,9.5030357716532574e+09,9.4958114879523067e+09,7.2198959312660936e+06,2.8423140985916575e+02,1.5952388611253542e+02,9.2542319280916641e+12,1.7000000000000000e+03,8.4793081428755690e-01,5.4624319623131594e+00,1.2719275035587180e-01,8.4440203531417277e-08,1.5951753781090395e+02
local_abs_K,8.8948242187500561e+00,1.4648437499999999e-04,1.0361997497397778e+10,1.0353463578115362e+10,8.5291631713149138e+06,3.0554110358754491e+02,1.7202937475411633e+02,9.7860486050148965e+12,1.7040000000000000e+03,8.4799574005697054e-01,5.4629288157992644e+00,1.2733617713753326e-01,2.3342236074152395e-07,1.7202773359220055e+02
local_abs_K,8.8954101562500547e+00,1.4648437499999999e-04,1.1326148723034174e+10,1.1316033968344269e+10,1.0109579171144124e+07,3.3589679493493270e+02,1.8497555120908581e+02,1.0377644395210410e+13,1.7080000000000000e+03,8.4806059182248195e-01,5.4634257073061301e+00,1.2749920644015467e-01,1.5052999303747055e-07,1.8498012393493951e+02
local_abs_K,8.8959960937500533e+00,1.4648437499999999e-04,1.2427682270664024e+10,1.2415078669709204e+10,1.2597971700561352e+07,3.7062571907173015e+02,2.1199448389275040e+02,1.1256440018814441e+13,1.7120000000000000e+03,8.4812536962023644e-01,5.4639226367904046e+00,1.2768293905027914e-01,1.1317571983883272e-06,2.1195396418454632e+02
local_abs_K,8.8965820312500519e+00,1.4648437499999999e-04,1.3603553403761877e+10,1.3588259205073767e+10,1.5288096232022427e+07,4.0475761785409043e+02,2.4380525597627667e+02,1.1398065605249631e+13,1.7160000000000000e+03,8.4819007348714814e-01,5.4644196042087598e+00,1.2788938993003163e-01,5.3381465946940342e-07,2.4377924048122549e+02
local_abs_K,8.8971679687500504e+00,1.4648437499999999e-04,1.4985701299264593e+10,1.4966733836534555e+10,1.8960824283442635e+07,4.4860966542533538e+02,2.7835069561357579e+02,1.2240933282772852e+13,1.7200000000000000e+03,8.4825470346279874e-01,5.4649166095178874e+00,1.2812087420849999e-01,0.0000000000000000e+00,2.7833875979290559e+02
local_abs_K,8.8977539062500490e+00,1.4648437499999999e-04,1.6557750452808529e+10,1.6534706631303717e+10,2.3036561499996684e+07,5.0863761963217888e+02,3.1503080504159914e+02,1.3145443664344068e+13,1.7240000000000000e+03,8.4831925959048804e-01,5.4654136526745027e+00,1.2837995268782265e-01,9.3949054186731129e-07,3.1502644621097511e+02
local_abs_K,8.8983398437500476e+00,1.4648437499999999e-04,1.8720974714138443e+10,1.8689136949603600e+10,3.1829780877621029e+07,5.8993191258515981e+02,3.5402749353137926e+02,1.8735127508715973e+13,1.7280000000000000e+03,8.4838374191711918e-01,5.4659107336353516e+00,1.2866941222020709e-01,0.0000000000000000e+00,3.5404822058168781e+02
local_abs_K,8.8989257812500462e+00,1.4648437499999999e-04,2.1054141532829063e+10,2.1011548915920456e+10,4.2583823635387398e+07,6.8845354184367454e+02,3.9623888833191660e+02,2.4129182489247969e+13,1.7320000000000000e+03,8.4844815049278322e-01,5.4664078523572046e+00,1.2899230183046179e-01,3.2626334676858285e-07,3.9621356874656948e+02
local_abs_K,8.8995117187500448e+00,1.4648437499999999e-04,2.3945815913148239e+10,2.3888098814422115e+10,5.7707363539114907e+07,8.1567663677426776e+02,4.6707247409359638e+02,3.3523777366276219e+13,1.7360000000000000e+03,8.4851248537013957e-01,5.4669050087968643e+00,1.2935236220144547e-01,5.0860157004765753e-07,4.6684517362817542e+02
local_abs_K,8.9000976562500433e+00,1.4648437499999999e-04,2.7821341064749462e+10,2.7744008072421989e+10,7.7322109581166834e+07,9.8804034053382861e+02,5.6012908890605001e+02,5.1246687114285867e+13,1.7400000000000000e+03,8.4857674660293936e-01,5.4674022029111633e+00,1.2975593045572725e-01,4.2302833591710120e-08,5.6008634792263263e+02
local_abs_K,8.9006835937500419e+00,1.4648437499999999e-04,3.3853428613602654e+10,3.3618432768443512e+10,2.3498340038213506e+08,1.2516085738984737e+03,6.4939340020784971e+02,9.5427413641343312e+13,1.7440000000000000e+03,8.4864093424660880e-01,5.4678994346569656e+00,1.3021020302403663e-01,3.0732500233554561e-07,6.4962437710038125e+02
local_abs_K,8.9012695312500405e+00,1.4648437499999999e-04,4.2690474425994942e+10,4.2544323720425735e+10,1.4613646675651538e+08,1.5555828588664456e+03,7.1947811712801558e+02,1.6080767582094691e+14,1.7480000000000000e+03,8.4870504835895688e-01,5.4683967039911714e+00,1.3072161286877937e-01,1.2084435908942611e-06,7.1956022363099373e+02
local_abs_K,8.9018554687500391e+00,1.4648437499999999e-04,5.1503755188898613e+10,5.1321339921452904e+10,1.8239917734356987e+08,1.8552957015302673e+03,7.8968391708806598e+02,2.4087596896091859e+14,1.7520000000000000e+03,8.4876908899964576e-01,5.4688940108707111e+00,1.3129548522305828e-01,0.0000000000000000e+00,7.8913930548235089e+02
local_abs_K,8.9024414062500377e+00,1.4648437499999999e-04,1.1342533340337206e+11,1.1277109396609695e+11,6.5421746666754842e+08,3.1429902571880102e+03,8.8973085904142431e+02,6.5045569796091238e+14,1.7560000000000000e+03,8.4883305622948357e-01,5.4693913552525535e+00,1.3193825217767363e-01,7.4479936613643972e-07,8.8952170890424281e+02
local_abs_K,8.9030273437500362e+00,1.4648437499999999e-04,1.3606689741992630e+11,1.3573060274685910e+11,3.3627226333854491e+08,3.0326086951435300e+03,9.5502760554291558e+02,1.4669141093224492e+15,1.7600000000000000e+03,8.4889695011023503e-01,5.4698887370937035e+00,1.3265756954308117e-01,3.3720214432693277e-07,9.5640051922807152e+02
local_abs_K,8.9036132812500348e+00,1.4648437499999999e-04,2.7161153662860291e+11,2.6962680183600351e+11,1.9846976134400382e+09,6.4401694216104752e+03,8.9748701287291647e+02,2.6449187533122715e+15,1.7640000000000000e+03,8.4896077070551335e-01,5.4703861563512008e+00,1.3345517709155749e-01,9.0600910043899755e-08,8.9847320431114645e+02
local_abs_K,8.9041992187500334e+00,1.4648437499999999e-04,2.9253319078452822e+12,2.9173195973816958e+12,8.0122151796450682e+09,2.0641708766668013e+04,9.2723316100759621e+02,4.8634532295795232e+16,1.7680000000000000e+03,8.4902451808187740e-01,5.4708836129821243e+00,1.3432840426484946e-01,4.0338948928094528e-07,9.2323376042881227e+02
local_abs_K,8.9047851562500320e+00,1.4648437499999999e-04,4.9930435215941953e+12,4.9780749706662344e+12,1.4968319535632061e+10,5.4335145516538920e+04,1.1905161508896040e+03,5.3491462351630232e+16,1.7720000000000000e+03,8.4908819230804355e-01,5.4713811069435918e+00,1.3528670067122470e-01,1.1501116382166569e-06,1.1896738734460064e+03
local_abs_K,8.9053710937500306e+00,1.4648437499999999e-04,4.4296012518529180e+12,4.0979228820771260e+12,3.3167799877488837e+11,8.8777331194049548e+04,1.1055226032706114e+03,6.3122995875590060e+15,1.7760000000000000e+03,8.4915179345328951e-01,5.4718786381927629e+00,1.3634719284146668e-01,2.6100303004411964e-06,1.1242846255814957e+03
local_abs_K,8.9059570312500291e+00,1.4648437499999999e-04,4.7650661266625957e+12,3.9800464845136255e+12,7.8501929970238892e+11,8.0847433895376642e+04,8.7257937639605098e+02,5.5501108334435000e+16,1.7800000000000000e+03,8.4921532158937074e-01,5.4723762066868380e+00,1.3749585813982196e-01,1.0982278195337952e-06,8.7620934627893803e+02
local_abs_K,8.9065429687500277e+00,1.4648437499999999e-04,1.5794691590788105e+15,1.5786563585309728e+15,8.1279943331574316e+11,2.7296637165819952e+05,6.7350893466181765e+02,inf,1.7840000000000000e+03,8.4927877679333763e-01,5.4728738123830594e+00,1.3871216081880386e-01,4.8307131366494976e-07,6.7403220693192520e+02
local_abs_K,8.9071289062500263e+00,1.4648437499999999e-04,1.6250730808243728e+16,4.0841667265317981e+14,1.5842314133192144e+16,5.9379464846534014e+05,1.7260871430493037e+03,inf,1.7880000000000000e+03,8.4934215914772493e-01,5.4733714552387163e+00,1.3999779152050251e-01,5.5247724705994997e-08,1.5673700309256355e+03
local_chi_gradient_norm,0.0000000000000000e+00,3.7499999999999999e-02,2.0428202255321298e-02,2.0364333841706009e-02,0.0000000000000000e+00,1.5967103403823334e-05,0.0000000000000000e+00,8.0605387187162222e+01,0.0000000000000000e+00,6.1592005394722849e-01,0.0000000000000000e+00,5.6408027585636109e-04,0.0000000000000000e+00,0.0000000000000000e+00
local_chi_gradient_norm,7.0312499999999986e-02,4.6874999999999998e-03,6.0881495269554076e-01,5.7481797917534727e-01,7.1468016298500570e-03,6.6825153408810638e-03,6.1352003615794445e-02,9.2063262656916109e+01,4.0000000000000000e+00,6.1587915791121683e-01,4.3305766658407720e-02,5.6513696509460508e-04,2.9537887222748734e-04,1.6204322055300394e-01
