prescription,time,dt,C-norm2,H-norm2,M-norm2,Z-norm2,max_abs_K,maxAbsKret,cycle,axisLapse,axisTau,axisKret,muMin,muMax
local_chi_gradient_norm,8.2231933593747328e+00,1.4648437499999999e-04,1.4564825747140971e+04,9.8752115530731771e+03,4.6871309402949264e+03,1.3699470602009892e-01,3.0720212011305296e+02,1.4892432711809525e+08,1.8920000000000000e+03,7.5352242412827075e-01,4.9126510651136535e+00,9.8727415029000211e-03,2.6815211885274087e-04,1.1449991542877530e+02
local_chi_gradient_norm,8.2237792968747314e+00,1.4648437499999999e-04,1.5059444443847438e+04,1.0220746059372570e+04,4.8362141318835038e+03,1.3607996172459769e-01,3.0542935319301745e+02,1.3737194353057483e+08,1.8960000000000000e+03,7.5367796443372859e-01,4.9130926277295242e+00,1.0745986012640653e-02,2.6586317991234178e-04,1.1467520925705186e+02
local_chi_gradient_norm,8.2243652343747300e+00,1.4648437499999999e-04,1.5520134890938998e+04,1.0532459077827152e+04,4.9851907574867610e+03,1.3510612243744127e-01,3.1041326305368011e+02,1.3676721922653696e+08,1.9000000000000000e+03,7.5383346022975117e-01,4.9135342814692571e+00,1.1617637114284429e-02,2.6357942439416820e-04,1.1478154501882079e+02
local_chi_gradient_norm,8.2249511718747286e+00,1.4648437499999999e-04,1.6305810163035927e+04,1.1146136481392939e+04,5.1571884837171419e+03,1.3381085208547427e-01,3.1704290776449022e+02,1.4593119023220536e+08,1.9040000000000000e+03,7.5398891144108360e-01,4.9139760263067487e+00,1.2486369180962657e-02,2.6130343086282052e-04,1.1622391110782688e+02
local_chi_gradient_norm,8.2255371093747272e+00,1.4648437499999999e-04,1.6592617188672495e+04,1.1294440984603452e+04,5.2956907612123232e+03,1.3285391262632290e-01,3.2284361008970490e+02,1.3884810086418197e+08,1.9080000000000000e+03,7.5414431799239012e-01,4.9144178622158545e+00,1.3350874562230912e-02,2.5903808047798572e-04,1.2012554368525771e+02
local_chi_gradient_norm,8.2261230468747257e+00,1.4648437499999999e-04,1.6958752143536876e+04,1.1474625897507673e+04,5.4816416197828803e+03,1.3176671638453141e-01,3.2772851908092861e+02,1.1527740337713519e+08,1.9120000000000000e+03,7.5429967980845380e-01,4.9148597891703849e+00,1.4209870005957383e-02,2.5678484157377012e-04,1.2448740762385988e+02
local_chi_gradient_norm,8.2267089843747243e+00,1.4648437499999999e-04,1.7275557883466761e+04,1.1607615048028525e+04,5.6654589285851334e+03,1.3077981460148036e-01,3.3170623267386190e+02,8.3849740415682852e+07,1.9160000000000000e+03,7.5445499681428174e-01,4.9153018071441030e+00,1.5062099348004013e-02,2.5454417391499975e-04,1.2844093126247668e+02
local_chi_gradient_norm,8.2272949218747229e+00,1.4648437499999999e-04,1.7680736924007018e+04,1.1851318628902865e+04,5.8269354866499152e+03,1.2984243719478544e-01,3.3480992237059843e+02,8.8646928512705848e+07,1.9200000000000000e+03,7.5461026893517313e-01,4.9157439161107330e+00,1.5906335661499724e-02,2.5231585927860956e-04,1.3202444235392048e+02
local_chi_gradient_norm,8.2278808593747215e+00,1.4648437499999999e-04,1.8342055697089509e+04,1.2328504883961261e+04,6.0110699638369952e+03,1.2881774480053182e-01,3.3698409751209590e+02,1.2840064696392228e+08,1.9240000000000000e+03,7.5476549609676458e-01,4.9161861160439528e+00,1.6741383072800545e-02,2.5009924872218319e-04,1.3512403322507743e+02
local_chi_gradient_norm,8.2284667968747200e+00,1.4648437499999999e-04,1.9335872229650307e+04,1.3137780629578809e+04,6.1956123465556147e+03,1.2790415906654071e-01,3.3815805321674162e+02,1.8379830489910337e+08,1.9280000000000000e+03,7.5492067822505915e-01,4.9166284069173978e+00,1.7566078466182432e-02,2.4789339890510649e-04,1.3761623757509261e+02
local_chi_gradient_norm,8.2290527343747186e+00,1.4648437499999999e-04,2.0751815415504971e+04,1.4326780667978963e+04,6.4225569668753133e+03,1.2689663435490728e-01,3.3835515511286576e+02,2.5303925145504555e+08,1.9320000000000000e+03,7.5507581524644951e-01,4.9170707887046605e+00,1.8379293036909168e-02,2.4569715958688777e-04,1.3948368158463899e+02
local_chi_gradient_norm,8.2296386718747172e+00,1.4648437499999999e-04,2.2526731339377802e+04,1.5847782340553538e+04,6.6764715426779876e+03,1.2595335908532163e-01,3.3774825525117524e+02,3.2950169438057619e+08,1.9360000000000000e+03,7.5523090708772878e-01,4.9175132613792885e+00,1.9179933547801974e-02,2.4350927538142514e-04,1.4081575358841263e+02
local_chi_gradient_norm,8.2302246093747158e+00,1.4648437499999999e-04,2.4595495821520490e+04,1.7623716262798542e+04,6.9693013687276552e+03,1.2501073784955019e-01,3.3652068330954535e+02,4.0666643188140345e+08,1.9400000000000000e+03,7.5538595367608896e-01,4.9179558249147881e+00,1.9966943269812680e-02,2.4132851126183234e-04,1.4173207406228255e+02
local_chi_gradient_norm,8.2308105468747144e+00,1.4648437499999999e-04,2.6714729813837388e+04,1.9437229982005741e+04,7.2750195768034782e+03,1.2410663821396491e-01,3.3474468587120373e+02,4.7217710299908733e+08,1.9440000000000000e+03,7.5554095493910878e-01,4.9183984792846216e+00,2.0739302869578688e-02,2.3915373396245964e-04,1.4227350010449385e+02
local_chi_gradient_norm,8.2313964843747129e+00,1.4648437499999999e-04,2.8661497785801079e+04,2.1073492060702167e+04,7.5855223986359933e+03,1.2325074587973950e-01,3.3240659524929981e+02,5.2609901074753863e+08,1.9480000000000000e+03,7.5569591080474630e-01,4.9188412244622111e+00,2.1496031449599304e-02,2.3698391337996641e-04,1.4240409479221572e+02
local_chi_gradient_norm,8.2319824218747115e+00,1.4648437499999999e-04,3.0196969715806175e+04,2.2316162850052275e+04,7.8783197083414761e+03,1.2246083679404728e-01,3.3066316518694288e+02,5.5419489614652085e+08,1.9520000000000000e+03,7.5585082120132996e-01,4.9192840604209360e+00,2.2236187670937116e-02,2.3481809140390756e-04,1.4209885949710818e+02
local_chi_gradient_norm,8.2325683593747101e+00,1.4648437499999999e-04,3.2137794067767547e+04,2.3942748066609631e+04,8.1925550356477852e+03,1.2145470535916979e-01,3.4005594684121786e+02,6.0242592762868619e+08,1.9560000000000000e+03,7.5600568605741514e-01,4.9197269871341325e+00,2.2958865319545003e-02,2.3265672274305218e-04,1.4226019130172551e+02
local_chi_gradient_norm,8.2331542968747087e+00,1.4648437499999999e-04,3.3765772621427524e+04,2.5246670360956792e+04,8.5166077743810165e+03,1.2033983141427659e-01,3.4840633088879747e+02,6.1891698440418494e+08,1.9600000000000000e+03,7.5616050530130630e-01,4.9201700045750965e+00,2.3663187116158918e-02,2.3050398455999870e-04,1.4647250953531133e+02
local_chi_gradient_norm,8.2337402343747073e+00,1.4648437499999999e-04,3.4082176771703242e+04,2.5309525213960984e+04,8.7701546724133896e+03,1.1951290816628658e-01,3.5558818699824496e+02,5.9382378651170146e+08,1.9640000000000000e+03,7.5631527886123906e-01,4.9206131127170796e+00,2.4348320421399887e-02,2.2836276417007549e-04,1.5312758057212139e+02
local_chi_gradient_norm,8.2343261718747058e+00,1.4648437499999999e-04,3.4127454033632617e+04,2.5062640068125689e+04,9.0623167098906342e+03,1.1843296591813911e-01,3.6132303727924187e+02,5.1980360978144777e+08,1.9680000000000000e+03,7.5647000666559627e-01,4.9210563115332944e+00,2.5013480449844236e-02,2.2623431765041727e-04,1.5907844556115361e+02
local_chi_gradient_norm,8.2349121093747044e+00,1.4648437499999999e-04,3.3338087419581578e+04,2.4140638225462637e+04,9.1949518260525238e+03,1.1767714209385539e-01,3.6556403050164130e+02,3.6311036595137143e+08,1.9720000000000000e+03,7.5662468864303212e-01,4.9214996009969090e+00,2.5657930895732581e-02,2.2411871060280339e-04,1.6416170992956216e+02
local_chi_gradient_norm,8.2354980468747030e+00,1.4648437499999999e-04,3.2536121874463399e+04,2.3188724634005408e+04,9.3449019186025689e+03,1.1672636718071826e-01,3.6840788295704999e+02,2.0899752078968897e+08,1.9760000000000000e+03,7.5677932472255693e-01,4.9219429810810515e+00,2.6280984219235748e-02,2.2201523181309928e-04,1.6849725239540726e+02
local_chi_gradient_norm,8.2360839843747016e+00,1.4648437499999999e-04,3.2041172591024853e+04,2.2585929919443897e+04,9.4527502947935427e+03,1.1588415131095951e-01,3.6996536732523401e+02,2.1107451007952550e+08,1.9800000000000000e+03,7.5693391483357786e-01,4.9223864517588085e+00,2.6882001746371807e-02,2.1992274390245713e-04,1.7207430011326394e+02
local_chi_gradient_norm,8.2366699218747002e+00,1.4648437499999999e-04,3.2533865755375045e+04,2.2932365276609351e+04,9.5990121571797608e+03,1.1495070387979886e-01,3.7025966838016302e+02,3.4376351922466141e+08,1.9840000000000000e+03,7.5708845890592014e-01,4.9228300130032228e+00,2.7460393831999531e-02,2.1783991243948500e-04,1.7481426574748309e+02
local_chi_gradient_norm,8.2372558593746987e+00,1.4648437499999999e-04,3.4196230864425415e+04,2.4395517712371846e+04,9.7982290504376670e+03,1.1393843208834969e-01,3.6932391291513375e+02,5.0065063607017052e+08,1.9880000000000000e+03,7.5724295686983667e-01,4.9232736647872990e+00,2.8015620158365846e-02,2.1576531681326313e-04,1.7659007975685972e+02
local_chi_gradient_norm,8.2378417968746973e+00,1.4648437499999999e-04,3.7212706987600483e+04,2.7100134549010359e+04,1.0110091182957940e+04,1.1294390228195300e-01,3.6728695249805497e+02,6.8208786364058435e+08,1.9920000000000000e+03,7.5739740865600902e-01,4.9237174070840011e+00,2.8547189992101207e-02,2.1369751721165900e-04,1.7740374597067623e+02
local_chi_gradient_norm,8.2384277343746959e+00,1.4648437499999999e-04,4.1443951999232770e+04,3.0924420813442855e+04,1.0517049805886969e+04,1.1207500714082144e-01,3.6438393169482526e+02,8.6624219171051288e+08,1.9960000000000000e+03,7.5755181419554618e-01,4.9241612398662511e+00,2.9054662286913162e-02,2.1163512775278115e-04,1.7744291753517376e+02
local_chi_gradient_norm,8.2390136718746945e+00,1.4648437499999999e-04,4.6285778427663914e+04,3.5285792951792617e+04,1.0997500250954925e+04,1.1139756281727647e-01,3.6088403419385497e+02,1.0881763975620110e+09,2.0000000000000000e+03,7.5770617341996727e-01,4.9246051631069303e+00,2.9537645655845615e-02,2.0957689736300240e-04,1.7698575818721952e+02
local_chi_gradient_norm,8.2395996093746930e+00,1.4648437499999999e-04,5.0975875136897615e+04,3.9394766467635047e+04,1.1578616353456579e+04,1.1081519551546144e-01,3.5696064750702578e+02,1.3540123033047981e+09,2.0040000000000000e+03,7.5786048626118308e-01,4.9250491767788835e+00,2.9995798358524818e-02,2.0752176781326729e-04,1.7619724482732298e+02
local_chi_gradient_norm,8.2401855468746916e+00,1.4648437499999999e-04,5.5164397038316369e+04,4.3005870254593472e+04,1.2156024923361372e+04,1.1023164613152928e-01,3.6080833912803593e+02,1.5835296703337595e+09,2.0080000000000000e+03,7.5801475265146223e-01,4.9254932808549103e+00,3.0428827649903050e-02,2.0546899249308120e-04,1.7514185387064720e+02
local_chi_gradient_norm,8.2407714843746902e+00,1.4648437499999999e-04,6.1806851643131544e+04,4.8919728071284386e+04,1.2884611403953022e+04,1.0909340578226533e-01,3.7270013846783706e+02,1.9653505472120442e+09,2.0120000000000000e+03,7.5816897252298454e-01,4.9259374753077747e+00,3.0836477709010747e-02,2.0342154116370333e-04,1.7794437287468207e+02
local_chi_gradient_norm,8.2413574218746888e+00,1.4648437499999999e-04,6.4458293205062851e+04,5.1012718062563385e+04,1.3443053308970248e+04,1.0815030441215596e-01,3.8277266804677390e+02,2.1257145573465862e+09,2.0160000000000000e+03,7.5832314580750837e-01,4.9263817601102007e+00,3.1218537928183143e-02,2.0138448275422785e-04,1.8709267904794814e+02
local_chi_gradient_norm,8.2419433593746874e+00,1.4648437499999999e-04,6.5971306511363640e+04,5.1864501193602227e+04,1.4104276662251075e+04,1.0692385240838061e-01,3.9094851213038697e+02,2.2317529031088428e+09,2.0200000000000000e+03,7.5847727243680496e-01,4.9268261352348697e+00,3.1574855189823378e-02,1.9936031348384347e-04,1.9600557852794071e+02
local_chi_gradient_norm,8.2425292968746859e+00,1.4648437499999999e-04,6.3884991492480411e+04,4.9442266776527365e+04,1.4440190759022305e+04,1.0594551172714650e-01,3.9706359426531759e+02,2.0067690529536090e+09,2.0240000000000000e+03,7.5863135234286894e-01,4.9272706006544249e+00,3.1905332580045707e-02,1.9734970185292488e-04,2.0353505532195959e+02
local_chi_gradient_norm,8.2431152343746845e+00,1.4648437499999999e-04,6.0110575382926210e+04,4.5572995495256124e+04,1.4535043263961321e+04,1.0519847398754048e-01,4.0108906488041799e+02,1.6314788127411315e+09,2.0280000000000000e+03,7.5878538545804686e-01,4.9277151563414696e+00,3.2209928166931419e-02,1.9535212693821085e-04,2.0977645559282561e+02
local_chi_gradient_norm,8.2437011718746831e+00,1.4648437499999999e-04,5.4709032014264361e+04,4.0261132155924221e+04,1.4445364835335498e+04,1.0454872653892866e-01,4.0299042002232687e+02,1.1296906613299246e+09,2.0320000000000000e+03,7.5893937171511217e-01,4.9281598022685680e+00,3.2488653904386211e-02,1.9336636239912638e-04,2.1463102000330102e+02
local_chi_gradient_norm,8.2442871093746817e+00,1.4648437499999999e-04,5.0054733752245789e+04,3.5827173467492139e+04,1.4225030152774740e+04,1.0414970113590467e-01,4.0282916609643070e+02,6.0196481794305813e+08,2.0360000000000000e+03,7.5909331104730715e-01,4.9286045384082442e+00,3.2741574711143390e-02,1.9139079324015579e-04,2.1795929251465728e+02
local_chi_gradient_norm,8.2448730468746803e+00,1.4648437499999999e-04,4.7138847904530820e+04,3.3144334018701440e+04,1.3991993133568156e+04,1.0346592561568904e-01,4.0085127797697692e+02,5.1413217096319765e+08,2.0400000000000000e+03,7.5924720338836216e-01,4.9290493647329834e+00,3.2968807542738246e-02,1.8942364116166364e-04,2.1967783437330792e+02
local_chi_gradient_norm,8.2454589843746788e+00,1.4648437499999999e-04,4.7137565174974727e+04,3.3182955662173517e+04,1.3952100485467974e+04,1.0252392768982231e-01,3.9745883823802563e+02,8.7045416415571439e+08,2.0440000000000000e+03,7.5940104867249048e-01,4.9294942812152343e+00,3.3170520342778155e-02,1.8746315278346184e-04,2.1987845811788324e+02
local_chi_gradient_norm,8.2460449218746774e+00,1.4648437499999999e-04,5.1083597968927512e+04,3.6950412893092733e+04,1.4130687048796364e+04,1.0143620323570654e-01,3.9303502100576486e+02,1.2923103101654732e+09,2.0480000000000000e+03,7.5955484683437069e-01,4.9299392878274038e+00,3.3346930966357297e-02,1.8550774924760199e-04,2.1885995770490655e+02
local_chi_gradient_norm,8.2466308593746760e+00,1.4648437499999999e-04,5.8605521139232922e+04,4.4076638576842815e+04,1.4526390749073633e+04,1.0050763103436963e-01,3.8787959115516821e+02,1.7144568245733712e+09,2.0520000000000000e+03,7.5970859780911693e-01,4.9303843845418633e+00,3.3498306263008613e-02,1.8355610045675590e-04,2.1702376034239117e+02
local_chi_gradient_norm,8.2472167968746746e+00,1.4648437499999999e-04,6.8363737537075751e+04,5.3028520715732666e+04,1.5332724496781011e+04,9.9673786899291461e-02,3.8222922893453989e+02,2.1132071739338663e+09,2.0560000000000000e+03,7.5986230153225076e-01,4.9308295713309436e+00,3.3624961321863787e-02,1.8160713559615231e-04,2.1470276600611226e+02
local_chi_gradient_norm,8.2478027343746732e+00,1.4648437499999999e-04,7.8684673319704205e+04,6.2249978481703110e+04,1.6432193785051921e+04,9.8974861291417124e-02,3.7628843753255131e+02,2.8008446059854951e+09,2.0600000000000000e+03,7.6001595793967691e-01,4.9312748481669395e+00,3.3727258773085619e-02,1.7966002689198966e-04,2.1209716331511547e+02
local_chi_gradient_norm,8.2483886718746717e+00,1.4648437499999999e-04,9.1451043797074963e+04,7.3704591959966521e+04,1.7743933986060976e+04,9.8298964579762685e-02,3.9002964707854574e+02,3.7285949086037884e+09,2.0640000000000000e+03,7.6016956696753635e-01,4.9317202150221089e+00,3.3805600973458749e-02,1.7771517452071705e-04,2.1187737993803387e+02
local_chi_gradient_norm,8.2489746093746703e+00,1.4648437499999999e-04,1.0686394136846210e+05,8.7377911499257534e+04,1.9483488893301481e+04,9.7542792257074934e-02,4.0461699661328350e+02,4.8527914890411062e+09,2.0680000000000000e+03,7.6032312855136808e-01,4.9321656718686722e+00,3.3860410486844392e-02,1.7577875366577814e-04,2.2317542851281041e+02
local_chi_gradient_norm,8.2495605468746689e+00,1.4648437499999999e-04,1.1490108325848330e+05,9.3940554301491909e+04,2.0957963670361114e+04,9.7108834507963870e-02,4.1628439562543934e+02,5.4901260245529203e+09,2.0720000000000000e+03,7.6047664262632231e-01,4.9326112186788098e+00,3.3892161753378322e-02,1.7385571543994345e-04,2.3641610466801563e+02
local_chi_gradient_norm,8.2501464843746675e+00,1.4648437499999999e-04,1.1787190663988134e+05,9.5342770986193224e+04,2.2526549249461506e+04,9.6178787506722041e-02,4.2463405729532155e+02,5.6095515925745630e+09,2.0760000000000000e+03,7.6063010912768081e-01,4.9330568554246659e+00,3.3901386009721229e-02,1.7194783782733346e-04,2.4750252340559530e+02
local_chi_gradient_norm,8.2507324218746660e+00,1.4648437499999999e-04,1.1465893346361931e+05,9.1626671260893621e+04,2.3029657954463604e+04,9.5818130464500370e-02,4.2971509025088790e+02,5.2110419222746305e+09,2.0800000000000000e+03,7.6078352799108528e-01,4.9335025820783471e+00,3.3888667804318012e-02,1.7005487635126651e-04,2.5581972492939838e+02
local_chi_gradient_norm,8.2513183593746646e+00,1.4648437499999999e-04,1.0501028539900288e+05,8.1990488012971109e+04,2.3017185290675494e+04,9.5056348707671906e-02,4.3174649233722386e+02,4.2969469495403786e+09,2.0840000000000000e+03,7.6093689915266138e-01,4.9339483986119204e+00,3.3854641322385727e-02,1.6817545842635594e-04,2.6152763996508588e+02
local_chi_gradient_norm,8.2519042968746632e+00,1.4648437499999999e-04,9.2466089433196088e+04,7.0008178487428086e+04,2.2455299665927556e+04,9.4528538770790427e-02,4.3096284201382167e+02,3.1305652913301458e+09,2.0880000000000000e+03,7.6109022254906922e-01,4.9343943049974186e+00,3.3799987168885423e-02,1.6630770936189985e-04,2.6463695585120121e+02
local_chi_gradient_norm,8.2524902343746618e+00,1.4648437499999999e-04,7.9261792381681604e+04,5.7798770578617754e+04,2.1460422012808838e+04,9.3879284642908484e-02,4.2766564024781735e+02,1.8126703099986017e+09,2.0920000000000000e+03,7.6124349811751801e-01,4.9348403012068349e+00,3.3725429820640571e-02,1.6444961207247210e-04,2.6530423470765527e+02
local_chi_gradient_norm,8.2530761718746604e+00,1.4648437499999999e-04,6.9380225703423974e+04,4.8975889431029100e+04,2.0401756772773286e+04,9.3175931059815989e-02,4.2242582263353825e+02,1.1546490020075886e+09,2.0960000000000000e+03,7.6139672579575723e-01,4.9352863872121269e+00,3.3631735363807952e-02,1.6259922031246739e-04,2.6382956591180096e+02
local_chi_gradient_norm,8.2536621093746589e+00,1.4648437499999999e-04,6.5814091767656282e+04,4.6193063876041510e+04,1.9618474378805942e+04,9.2298182244498123e-02,4.1584167043485877e+02,1.2596964882144682e+09,2.1000000000000000e+03,7.6154990552204849e-01,4.9357325629852156e+00,3.3519709116574398e-02,1.6075483058036239e-04,2.6081411355558942e+02
local_chi_gradient_norm,8.2542480468746575e+00,1.4648437499999999e-04,6.9448202640053700e+04,5.0100117637904063e+04,1.9345556892730598e+04,9.1477851939288674e-02,4.0841766674454431e+02,1.9935647803633180e+09,2.1040000000000000e+03,7.6170303723512478e-01,4.9361788284979866e+00,3.3390193537520749e-02,1.5891507654663660e-04,2.5680521734267410e+02
local_chi_gradient_norm,8.2548339843746561e+00,1.4648437499999999e-04,8.0646675016127323e+04,6.0865458225672708e+04,1.9778707922591977e+04,9.0671095410595703e-02,4.0060337150384481e+02,2.7876659395274558e+09,2.1080000000000000e+03,7.6185612087415000e-01,4.9366251837222901e+00,3.3244066438203719e-02,1.5707895174353194e-04,2.5218234990259629e+02
local_chi_gradient_norm,8.2554199218746547e+00,1.4648437499999999e-04,9.6770290192483531e+04,7.5913256017629814e+04,2.0854532645526047e+04,8.9928125983624208e-02,3.9271432803670609e+02,3.5231117879349747e+09,2.1120000000000000e+03,7.6200915637867861e-01,4.9370716286299388e+00,3.3082239314277923e-02,1.5524580482891367e-04,2.4726838298151677e+02
local_chi_gradient_norm,8.2560058593746533e+00,1.4648437499999999e-04,1.1439933626750643e+05,9.1908615523537243e+04,2.2488210219259603e+04,8.9463111524897998e-02,3.9225944819899377e+02,5.0942762803367720e+09,2.1160000000000000e+03,7.6216214368861579e-01,4.9375181631927116e+00,3.2905655309175844e-02,1.5341532901415927e-04,2.4287940657118992e+02
local_chi_gradient_norm,8.2565917968746518e+00,1.4648437499999999e-04,1.4457815407780552e+05,1.1928056930509093e+05,2.5295048206049119e+04,8.8763007007454042e-02,4.1186105019399520e+02,7.5841933370987396e+09,2.1200000000000000e+03,7.6231508274369397e-01,4.9379647873823522e+00,3.2715247636731642e-02,1.5159084043898263e-04,2.5212748309334495e+02
local_chi_gradient_norm,8.2571777343746504e+00,1.4648437499999999e-04,1.6620546530467182e+05,1.3804296193464909e+05,2.8159927987353731e+04,8.8550015714909877e-02,4.2766365433144404e+02,9.2045148675154209e+09,2.1240000000000000e+03,7.6246797348267559e-01,4.9384115011705685e+00,3.2511936045578685e-02,1.4978016088603222e-04,2.6852173071181880e+02
local_chi_gradient_norm,8.2577636718746490e+00,1.4648437499999999e-04,1.8164343847400742e+05,1.5028200057197109e+05,3.1358820369762885e+04,8.8092605479609037e-02,4.3935004513073113e+02,9.9865279380362129e+09,2.1280000000000000e+03,7.6262081584416386e-01,4.9388583045290320e+00,3.2296699427221083e-02,1.4798721934778403e-04,2.8419718092131751e+02
local_chi_gradient_norm,8.2583496093746476e+00,1.4648437499999999e-04,1.8506362801090322e+05,1.5170470687556101e+05,3.3356262664465299e+04,8.7945785233924795e-02,4.4630794077543453e+02,9.7620215340711880e+09,2.1320000000000000e+03,7.6277360976704289e-01,4.9393051974293778e+00,3.2070572879567175e-02,1.4621286815818220e-04,2.9554596681124292e+02
local_chi_gradient_norm,8.2589355468746461e+00,1.4648437499999999e-04,1.7760080327372014e+05,1.4335858688792883e+05,3.4239526973058622e+04,8.7450601180318457e-02,4.4876365112539429e+02,8.6745676960997868e+09,2.1360000000000000e+03,7.6292635519071061e-01,4.9397521798432065e+00,3.1834639208191087e-02,1.4445606503370938e-04,3.0228796740204865e+02
local_chi_gradient_norm,8.2595214843746447e+00,1.4648437499999999e-04,1.6139549984253314e+05,1.2758245758685026e+05,3.3810337128715983e+04,8.6898897401715830e-02,4.4728078370405063e+02,6.8839683348626394e+09,2.1400000000000000e+03,7.6307905205517879e-01,4.9401992517420839e+00,3.1590019496364419e-02,1.4271487288665069e-04,3.0470343513289282e+02
local_chi_gradient_norm,8.2601074218746433e+00,1.4648437499999999e-04,1.3819812215656321e+05,1.0589586833184795e+05,3.2299550310501778e+04,8.6564969679061243e-02,4.4252601043008769e+02,4.5919271125197353e+09,2.1440000000000000e+03,7.6323170030109377e-01,4.9406464130975394e+00,3.1337865196906525e-02,1.4098712844153982e-04,3.0351310645935905e+02
local_chi_gradient_norm,8.2606933593746419e+00,1.4648437499999999e-04,1.1615987449668425e+05,8.5881704888544962e+04,3.0275487565537165e+04,8.5889755293382275e-02,4.3542169758638755e+02,3.1521736567017555e+09,2.1480000000000000e+03,7.6338429986971479e-01,4.9410936638810679e+00,3.1079352169898468e-02,1.3927081967737417e-04,2.9941920097485104e+02
local_chi_gradient_norm,8.2612792968746405e+00,1.4648437499999999e-04,9.9056505064554774e+04,7.1057548561349642e+04,2.7996312014871983e+04,8.5158533095038069e-02,4.2674652681415489e+02,2.4212900975012169e+09,2.1520000000000000e+03,7.6353685070286503e-01,4.9415410040641312e+00,3.0815675630216394e-02,1.3756431360952435e-04,2.9338243905698096e+02
local_chi_gradient_norm,8.2618652343746390e+00,1.4648437499999999e-04,9.1580705416431258e+04,6.5295131878391476e+04,2.6282974841310002e+04,8.4692291342048032e-02,4.1711525198191339e+02,1.6507696910454841e+09,2.1560000000000000e+03,7.6368935274287519e-01,4.9419884336181550e+00,3.0548046798259461e-02,1.3586642648601686e-04,2.8611341555331609e+02
local_chi_gradient_norm,8.2624511718746376e+00,1.4648437499999999e-04,9.5635672852135220e+04,7.0130968462002435e+04,2.5502151553257296e+04,8.4012984277907238e-02,4.0721638386126705e+02,2.6546792693017521e+09,2.1600000000000000e+03,7.6384180593253359e-01,4.9424359525145345e+00,3.0277690314524451e-02,1.3417641961295320e-04,2.7831646389417301e+02
local_chi_gradient_norm,8.2630371093746362e+00,1.4648437499999999e-04,1.0923062637552289e+05,8.3413056987323987e+04,2.5815051730743813e+04,8.3145526669186148e-02,3.9752952669203330e+02,3.6406245011833534e+09,2.1640000000000000e+03,7.6399421021502856e-01,4.9428835607246286e+00,3.0005841212049342e-02,1.3249401188171459e-04,2.7070226819197075e+02
local_chi_gradient_norm,8.2636230468746348e+00,1.4648437499999999e-04,1.2939948590581218e+05,1.0219405017945856e+05,2.7202930681970236e+04,8.2830484896188938e-02,3.8835483688979696e+02,5.7248600026024904e+09,2.1680000000000000e+03,7.6414656553389970e-01,4.9433312582197653e+00,2.9733742564581299e-02,1.3081934706039893e-04,2.6530537199711802e+02
local_chi_gradient_norm,8.2642089843746334e+00,1.4648437499999999e-04,1.5853702434395801e+05,1.2874478509757717e+05,2.9789720306416348e+04,8.2430087814766448e-02,4.0396340610727185e+02,8.5416300942039881e+09,2.1720000000000000e+03,7.6429887183286094e-01,4.9437790449712384e+00,2.9462621340025238e-02,1.2915374769405775e-04,2.7019148233730431e+02
local_chi_gradient_norm,8.2647949218746319e+00,1.4648437499999999e-04,1.9689150203127676e+05,1.6317142545675352e+05,3.3717519750508371e+04,8.1606500188105058e-02,4.2265187841586021e+02,1.1200739935530642e+10,2.1760000000000000e+03,7.6445112905463997e-01,4.9442269209503085e+00,2.9193566780812509e-02,1.2750468780356746e-04,2.8532508373194690e+02
local_chi_gradient_norm,8.2653808593746305e+00,1.4648437499999999e-04,2.1954225102129069e+05,1.8211329812826595e+05,3.7426342531534443e+04,8.1835361611125437e-02,4.3646046810507988e+02,1.2147177449744703e+10,2.1800000000000000e+03,7.6460333714126960e-01,4.9446748861282011e+00,2.8927682981806559e-02,1.2587840750301229e-04,3.0294172566539487e+02
local_chi_gradient_norm,8.2659667968746291e+00,1.4648437499999999e-04,2.3196192876027239e+05,1.9119590599908304e+05,4.0763354373362723e+04,8.1960280069381580e-02,4.4478308616167317e+02,1.1987806337516953e+10,2.1840000000000000e+03,7.6475549603494863e-01,4.9451229404761108e+00,2.8666158549348848e-02,1.2427712454450375e-04,3.1591443951610108e+02
local_chi_gradient_norm,8.2665527343746277e+00,1.4648437499999999e-04,2.3122580791959952e+05,1.8857243504290475e+05,4.2650652588592253e+04,8.1842809426971322e-02,4.4781050133757418e+02,1.0740038029882610e+10,2.1880000000000000e+03,7.6490760567836769e-01,4.9455710839651967e+00,2.8410243842472399e-02,1.2270064903529570e-04,3.2315287438964231e+02
local_chi_gradient_norm,8.2671386718746263e+00,1.4648437499999999e-04,2.1576853797607601e+05,1.7304486978333071e+05,4.2720914218438476e+04,8.1460065886220789e-02,4.4622374397136747e+02,8.3468330522207155e+09,2.1920000000000000e+03,7.6505966601486564e-01,4.9460193165665824e+00,2.8161227853856365e-02,1.2114761823450108e-04,3.2508546491728498e+02
local_chi_gradient_norm,8.2677246093746248e+00,1.4648437499999999e-04,1.9165654816577697e+05,1.5029870680927054e+05,4.1355074145092491e+04,8.1840057285606033e-02,4.4088171122895335e+02,7.0091534031567202e+09,2.1960000000000000e+03,7.6521167698846793e-01,4.9464676382513630e+00,2.7920418759670943e-02,1.1961635029084120e-04,3.2254365616363123e+02
