case,time,dt,C-norm2,H-norm2,M-norm2,Z-norm2,max_abs_K,nmb_total,maxRefLev,cycle,axisLapse,axisTau,axisKret,maxAbsKret,eta_shift,S_beta
fixed_eta2,1.4156249999999972,0.009375,0.08701758081640094,0.04747462873994815,0.021875811955510825,0.0037135957376639188,0.12657878317652818,26.0,2.0,144.0,0.6159100057878926,0.8718756170943855,0.0005605017793531404,12.225221510659948,2.0,0.01875
fixed_eta2,1.453124999999997,0.009375,0.09180779204481854,0.051798576569412697,0.02128621271244194,0.0038827957126705915,0.121124948348035,26.0,2.0,148.0,0.615912134276597,0.8949722817597243,0.0005602182518067086,11.708857219119327,2.0,0.01875
fixed_eta2,1.4906249999999965,0.009375,0.10040731475272259,0.059754641291190035,0.020056955328222485,0.004254538913348189,0.1156641620818274,26.0,2.0,152.0,0.6159144242946034,0.9180690292471563,0.0005599362095315813,11.147012822574078,2.0,0.01875
fixed_eta2,1.5281249999999962,0.009375,0.10826128996372276,0.06611328733649513,0.01915504921920375,0.0047428947670121275,0.133385169102624,26.0,2.0,156.0,0.615916884296877,0.9411658657739891,0.0005596566808935318,10.539700548495166,2.0,0.01875
fixed_eta2,1.5656249999999958,0.009375,0.11194454776203819,0.06721658398919103,0.01922210799544246,0.00523049580217296,0.15443851464366276,26.0,2.0,160.0,0.6159195214218474,0.9642627978526597,0.0005593804824488332,10.945072935998553,2.0,0.01875
fixed_eta2,1.6031249999999955,0.009375,0.11112835143829643,0.06307354995054157,0.020253269735304624,0.005623077979010942,0.17518181799870466,26.0,2.0,164.0,0.6159223422292606,0.9873598322484463,0.000559107808941703,11.508669481410829,2.0,0.01875
fixed_eta2,1.6406249999999951,0.009375,0.10840572001161454,0.056948900368019,0.021688049265339373,0.005889918731163808,0.19611269540942305,26.0,2.0,168.0,0.6159253531434274,1.0104569759705666,0.0005588377474726043,11.841216394293056,2.0,0.01875
fixed_eta2,1.6781249999999948,0.009375,0.10727826529510087,0.05292339680925055,0.02280197953538152,0.0060719948590935695,0.21588433811184513,26.0,2.0,172.0,0.6159285603406416,1.0335542362644878,0.0005585680866620522,11.943394035139473,2.0,0.01875
fixed_eta2,1.7156249999999944,0.009375,0.10992790400165078,0.05334377446746808,0.023133004086917444,0.006251460804720035,0.23422225064398902,26.0,2.0,176.0,0.6159319697965343,1.0566516206034262,0.0005582955974114952,11.840694984759963,2.0,0.01875
fixed_eta2,1.753124999999994,0.009375,0.11632848568208284,0.05787081934004088,0.022704843837813467,0.006506789969295511,0.25098290107311305,26.0,2.0,180.0,0.6159355873035286,1.0797491366811973,0.0005580166093500524,11.578299436080654,2.0,0.01875
fixed_eta2,1.7906249999999937,0.009375,0.1247828693917557,0.0642077859055988,0.02196102739496677,0.006878888743022076,0.26616923056539704,26.0,2.0,184.0,0.6159394184965297,1.1028467924057834,0.0005577274896454525,11.212868356160687,2.0,0.01875
fixed_eta2,1.8281249999999933,0.009375,0.13318008028556785,0.0696703272625588,0.021483361792198327,0.007363527763256734,0.27992493207953784,26.0,2.0,188.0,0.6159434688890357,1.1259445958940875,0.0005574247450562127,10.8028861133645,2.0,0.01875
fixed_eta2,1.865624999999993,0.009375,0.14014020311723513,0.07259448628842718,0.0216685411626884,0.007928307985072143,0.29250760611229965,26.0,2.0,192.0,0.615947743910065,1.1490425554680834,0.0005571048388137833,10.469292664871695,2.0,0.01875
fixed_eta2,1.9031249999999926,0.009375,0.1454614247381368,0.07289813263329961,0.02253572817618732,0.00853476817364173,0.3042453817310315,26.0,2.0,196.0,0.6159522489331499,1.172140679652227,0.0005567641329734755,10.440318045103446,2.0,0.01875
fixed_eta2,1.9406249999999923,0.009375,0.15000260946165475,0.07189175963162864,0.023747464334028624,0.009153639448781802,0.31548470510369475,26.0,2.0,200.0,0.6159569892909743,1.1952389771716971,0.0005563993404530863,10.407931218487656,2.0,0.01875
fixed_eta2,1.978124999999992,0.009375,0.15526856861502525,0.07163599569477998,0.02480913314553948,0.009773255184425565,0.326537777482463,26.0,2.0,204.0,0.6159619702724745,1.218337456950863,0.0005560084743608368,10.230764646388295,2.0,0.01875
fixed_eta2,2.0156249999999916,0.009375,0.16274488339696905,0.0740125129359556,0.0253335631885064,0.010398859137741233,0.3376380761269063,26.0,2.0,208.0,0.6159671971025904,1.2414361281113118,0.0005555918093592354,9.930144410106376,2.0,0.01875
