case,time,dt,C-norm2,H-norm2,M-norm2,Z-norm2,max_abs_K,nmb_total,maxRefLev,cycle,axisLapse,axisTau,axisKret,maxAbsKret,eta_shift,S_beta
fixed_eta2,2.053124999999991,0.009375,0.1731826986669009,0.07984123474132557,0.02523975770181525,0.011043160885408318,0.3489898771126907,26.0,2.0,212.0,0.6159726749035146,1.2645349999687958,0.000555152217140143,9.594399566348928,2.0,0.01875
fixed_eta2,2.090624999999991,0.009375,0.18621263359769408,0.08848759473720318,0.024790350443780074,0.011717178765342801,0.36036654446613137,26.0,2.0,216.0,0.6159784086513818,1.287634082028446,0.0005546945798565622,9.366859514998605,2.0,0.01875
fixed_eta2,2.1281249999999905,0.009375,0.2005320390906797,0.09819885517852159,0.024453222434679164,0.012426909170305572,0.37190667892036583,26.0,2.0,220.0,0.6159844031478077,1.31073338397896,0.0005542246056206132,9.242003950956601,2.0,0.01875
fixed_eta2,2.16562499999999,0.009375,0.21461893677680854,0.10705012702093239,0.024661631430741966,0.013174944274189046,0.3833567186064445,26.0,2.0,224.0,0.6159906629402875,1.3338329156844768,0.0005537478003490862,9.169512168425108,2.0,0.01875
fixed_eta2,2.20312499999999,0.009375,0.22760673668343098,0.11403431117918417,0.025589811249039036,0.013962198091602285,0.3945019857340866,26.0,2.0,228.0,0.615997192279023,1.3569326871742358,0.0005532692302241993,9.048029800846033,2.0,0.01875
fixed_eta2,2.2406249999999894,0.009375,0.23975743523704426,0.11963056299573543,0.02705700143156967,0.014786869277536203,0.40512962952418885,26.0,2.0,232.0,0.616003995063017,1.380032708630441,0.000552794084454671,8.864500209914842,2.0,0.01875
fixed_eta2,2.278124999999989,0.009375,0.2522696083421071,0.12551865954806313,0.02861869970308973,0.01564352610460233,0.4150652284809894,26.0,2.0,236.0,0.6160110747795997,1.40313299037398,0.0005523283738392534,8.616907848501542,2.0,0.01875
fixed_eta2,2.3156249999999887,0.009375,0.2006161563524534,0.1134525880867871,0.016965291029848957,0.015316649594177497,0.4126071245238987,20.0,1.0,240.0,0.6160184344337558,1.426233542847698,0.0005518789112299225,7.771932219185242,2.0,0.01875
fixed_eta2,2.390624999999988,0.01875,0.21922653824845667,0.1346292076247029,0.016947742455728703,0.014542055254899855,0.42821041082929806,20.0,1.0,244.0,0.6160340093310963,1.4724355027501972,0.0005510528313752408,7.247928086283533,2.0,0.0375
fixed_eta2,2.4656249999999873,0.01875,0.24933989466470186,0.16586460532795855,0.01642605126753471,0.014410408292673043,0.44167204008541355,20.0,1.0,248.0,0.6160507375030642,1.518638673992244,0.0005503383813534414,6.696369364106688,2.0,0.0375
fixed_eta2,2.5406249999999866,0.01875,0.2918778973153373,0.20666200741297625,0.016259085535733988,0.014932708096563569,0.4530786719734442,20.0,1.0,252.0,0.6160686148315809,1.564843143017153,0.0005497192032073123,6.152571487599934,2.0,0.0375
fixed_eta2,2.615624999999986,0.01875,0.342778365272161,0.25369275965351484,0.016473969380082783,0.015841634860328163,0.46271892648439283,20.0,1.0,256.0,0.6160876179166312,1.6110489952581768,0.0005491760130546836,5.747279150849671,2.0,0.0375
fixed_eta2,2.690624999999985,0.01875,0.3993534538340886,0.306587541498383,0.01658559519134013,0.016677164190076168,0.4710398151988701,20.0,1.0,260.0,0.6161077001777675,1.6572563135482579,0.000548685332751511,5.350472872746396,2.0,0.0375
fixed_eta2,2.7656249999999845,0.01875,0.4638533313708638,0.3685756939710043,0.016514839755085605,0.017231062546441103,0.47854918470218927,20.0,1.0,264.0,0.6161287875452582,1.7034651762224664,0.0005481829362969468,4.952840500912134,2.0,0.0375
fixed_eta2,2.8406249999999837,0.01875,0.5411259201087675,0.44339709430905994,0.016619999867940497,0.01769041663860471,0.4856995358196215,20.0,1.0,268.0,0.6161507737833083,1.7496756548824803,0.0005475950409559655,4.54957781354001,2.0,0.0375
fixed_eta2,2.915624999999983,0.01875,0.6333843989443814,0.5330038966938158,0.017075034605528547,0.01807323740216169,0.4927889639443202,20.0,1.0,272.0,0.6161735157391975,1.7958878118051314,0.0005468960471096676,4.141756036992937,2.0,0.0375
fixed_eta2,2.9906249999999823,0.01875,0.7403888491432978,0.6367578228333772,0.01767156354463425,0.018541723339789783,0.49990808824622457,20.0,1.0,276.0,0.6161968289979958,1.8421016970067572,0.0005460764189299302,3.735854376880257,2.0,0.0375
fixed_eta2,3.0656249999999816,0.01875,0.8614507249593198,0.7540493599938307,0.018174583680774306,0.019152903646760238,0.506943855465523,20.0,1.0,280.0,0.6162204844489877,1.8883173450131436,0.0005450990358759132,3.3424382828294226,2.0,0.0375
fixed_eta2,3.140624999999981,0.01875,0.9979754549389352,0.8868600792709344,0.01857999823921082,0.01977092466268848,0.5136582066907005,20.0,1.0,284.0,0.616244206104591,1.9345347714177994,0.0005439522192913779,3.0147759690668847,2.0,0.0375
fixed_eta2,3.21562499999998,0.01875,1.1537647149568249,1.0387798610585035,0.0189872927222867,0.020414780731035906,0.5198008280037273,20.0,1.0,288.0,0.6162676701454597,1.980753969324161,0.0005426833863114773,2.7925214030395153,2.0,0.0375
fixed_eta2,3.2906249999999795,0.01875,1.3315555991226284,1.2127568187055606,0.019413336645532568,0.021015220632367403,0.5252155694539856,20.0,1.0,292.0,0.6162905046450995,2.026974905746643,0.0005413358024757781,2.5707855617695237,2.0,0.0375
fixed_eta2,3.3656249999999788,0.01875,1.5326722857745385,1.4098512349765566,0.01980852291128951,0.021647662231629165,0.529907507817058,20.0,1.0,296.0,0.6163122888021133,2.0731975179812703,0.0005399345043437228,2.341998300856785,2.0,0.0375
fixed_eta2,3.440624999999978,0.01875,1.7572898041574918,1.6301339832631765,0.020119105476872262,0.022355152261284397,0.5340518759787876,20.0,1.0,300.0,0.6163325499637781,2.1194217098470154,0.0005385324185198214,2.103969770997954,2.0,0.0375
fixed_eta2,3.5156249999999774,0.01875,2.006481911326859,1.8749092050851421,0.020262249408723777,0.023102196164082312,0.537945565531065,20.0,1.0,304.0,0.6163507565662836,2.165647347561127,0.0005371494152519405,1.8600394705792385,2.0,0.0375
fixed_eta2,3.5906249999999766,0.01875,2.283196281297152,2.147163098139438,0.020162735871841926,0.02389634110628368,0.5419216704029547,20.0,1.0,308.0,0.6163663055939717,2.211874254884932,0.0005357407539888013,1.617733336295696,2.0,0.0375
fixed_eta2,3.665624999999976,0.01875,2.5907182343987465,2.4499903269793006,0.01991468527657101,0.024758525627101204,0.5462602409269952,20.0,1.0,312.0,0.6163785042798591,2.2581022071106545,0.0005344490406519902,1.3873036704924673,2.0,0.0375
fixed_eta2,3.740624999999975,0.01875,2.9310194677838193,2.785163642841257,0.019807214304733717,0.02565909517167805,0.5511283396345645,20.0,1.0,316.0,0.6163865471672335,2.304330923491425,0.0005337634482118088,1.2377841210266074,2.0,0.0375
fixed_eta2,3.8156249999999745,0.01875,3.3047732831779886,3.153208758683002,0.02004220233712839,0.026576527116478173,0.5565694148974595,20.0,1.0,320.0,0.6163894907497104,2.3505600578449957,0.0005339862155356282,1.0906953526237746,2.0,0.0375
fixed_eta2,3.890624999999974,0.01875,3.712518918856552,3.55481800181595,0.020469277797195158,0.027510929603126434,0.5625418194121403,20.0,1.0,324.0,0.6163862284617898,2.396789187251415,0.0005344708313528013,0.9434971784417061,2.0,0.0375
fixed_eta2,3.965624999999973,0.01875,4.15613464027163,3.9920510079598674,0.02076233205006966,0.02850808318623753,0.5689879390638256,20.0,1.0,328.0,0.6163754690349141,2.443017798983399,0.0005338962819390846,0.7968389503589295,2.0,0.0375
fixed_eta2,4.040624999999973,0.01875,4.63895186166944,4.467996216898415,0.020849050472736323,0.02965139938219192,0.575904614776454,20.0,1.0,332.0,0.6163557207435537,2.4892452760246937,0.0005316852264824125,0.6542148456902406,2.0,0.0375
fixed_eta2,4.115624999999972,0.01875,5.164106227387739,4.985466581030581,0.02099036441384583,0.030946574878933552,0.583384078527132,20.0,1.0,336.0,0.6163252806704996,2.535470881619176,0.0005288064509946123,0.5545031684731604,2.0,0.0375
fixed_eta2,4.190624999999971,0.01875,5.733276112441612,5.546113699141681,0.021403535254734943,0.03233029046499499,0.5916041436179588,20.0,1.0,340.0,0.6162822198632688,2.581693742945677,0.000526234379990052,0.46544651875651244,2.0,0.0375
fixed_eta2,4.265624999999971,0.01875,6.347044906468742,6.1507152245651096,0.021972358941434872,0.03377633442721245,0.6007673894822273,20.0,1.0,344.0,0.6162243455490326,2.627912832947736,0.000522699382919378,0.380391110472495,2.0,0.0375
fixed_eta2,4.34062499999997,0.01875,7.006215012007793,6.800188180379404,0.02242362553006325,0.035329763622463504,0.6110129268202559,20.0,1.0,348.0,0.6161491214990087,2.6741269478358904,0.0005172041164372468,0.3496653904619732,2.0,0.0375
fixed_eta2,4.415624999999969,0.01875,7.712703129364581,7.496254587504293,0.02269180553683363,0.03706217953324775,0.6223383812011993,20.0,1.0,352.0,0.6160535478995584,2.7203346769930903,0.0005145626088058358,0.3281418677462016,2.0,0.0375
fixed_eta2,4.490624999999969,0.01875,8.46924339192638,8.241343618321135,0.022976541548767514,0.03899666209911818,0.6345664314995083,20.0,1.0,356.0,0.6159340373034762,2.76653436340962,0.0005238662411364851,0.3632698418722862,2.0,0.0375
fixed_eta2,4.565624999999968,0.01875,9.296941906423754,9.051224691668825,0.027237212468875973,0.04147667796266327,0.6702981995970111,26.0,2.0,360.0,0.6157863461979289,2.812724056550779,0.0005519845975216788,0.40256883563270685,2.0,0.0375
