resolution,time,axisTau,cycle,field,norm2,Linf,rho,z,classification,local_h,owner_levels,distance_axis_over_h,distance_outer_over_h,distance_same_level_over_h,distance_coarse_fine_over_h
n256,0.1882118963383789,0.18821189578303357,56,Z,1.1980700016189222e-05,0.00034171448121452755,4.78125,0.3125,clean_interior,0.03125,8,153.0,3943.0,7.0,25.0
n256,0.2009759202904078,0.20097591951961521,60,C,0.0002714535219182853,0.0021300045343951367,5.375,0.125,clean_interior,0.03125,8,172.0,3924.0,4.0,20.0
n256,0.2009759202904078,0.20097591951961521,60,H,0.00016616158155205094,0.0021011791330162836,5.9375,-0.0625,coarse_fine_interface,0.03125,8,190.0,3906.0,2.0,2.0
n256,0.2009759202904078,0.20097591951961521,60,M,5.482996939261706e-05,0.001461443638182193,5.375,0.125,clean_interior,0.03125,8,172.0,3924.0,4.0,20.0
n256,0.2009759202904078,0.20097591951961521,60,Z,1.090329089836001e-05,0.00033089622722843833,4.78125,0.3125,clean_interior,0.03125,8,153.0,3943.0,7.0,25.0
n256,0.21378180792818724,0.21378180687885384,64,C,0.00025008319478788695,0.002736576087973561,5.34375,-0.09375,same_level_seam,0.03125,8,171.0,3925.0,3.0,21.0
n256,0.21378180792818724,0.21378180687885384,64,H,0.00014702411551254305,0.002689121494036939,5.34375,-0.09375,same_level_seam,0.03125,8,171.0,3925.0,3.0,21.0
n256,0.21378180792818724,0.21378180687885384,64,M,5.6303098379748385e-05,0.0012932044803006175,5.6875,0.0,same_level_seam,0.03125,8,182.0,3914.0,0.0,10.0
n256,0.21378180792818724,0.21378180687885384,64,Z,9.864820268056413e-06,0.00030792605038587086,4.78125,0.3125,clean_interior,0.03125,8,153.0,3943.0,7.0,25.0
n256,0.22663208551059677,0.22663208410618377,68,C,0.00025581627882522714,0.003970670767292921,5.34375,-0.09375,same_level_seam,0.03125,8,171.0,3925.0,3.0,21.0
n256,0.22663208551059677,0.22663208410618377,68,H,0.0001621934115783732,0.003928261600717242,5.34375,-0.09375,same_level_seam,0.03125,8,171.0,3925.0,3.0,21.0
n256,0.22663208551059677,0.22663208410618377,68,M,4.998350355395104e-05,0.001210841121613349,5.8125,0.0,same_level_seam,0.03125,8,186.0,3910.0,0.0,6.0
n256,0.22663208551059677,0.22663208410618377,68,Z,8.984818363458333e-06,0.00027457432988341445,4.78125,-0.34375,clean_interior,0.03125,8,153.0,3943.0,7.0,25.0
n256,0.23952925260330563,0.23952925075183756,72,C,0.0002670102438987351,0.003990015634414814,5.34375,0.09375,same_level_seam,0.03125,8,171.0,3925.0,3.0,21.0
n256,0.23952925260330563,0.23952925075183756,72,H,0.0001838208886252717,0.003942687745397744,5.34375,0.09375,same_level_seam,0.03125,8,171.0,3925.0,3.0,21.0
n256,0.23952925260330563,0.23952925075183756,72,M,4.1963509778990964e-05,0.0009763858919134416,5.96875,-0.0625,coarse_fine_interface,0.03125,8,191.0,3905.0,2.0,1.0
n256,0.23952925260330563,0.23952925075183756,72,Z,8.299555771724325e-06,0.00024557896056068876,4.78125,-0.4375,clean_interior,0.03125,8,153.0,3943.0,7.0,25.0
n256,0.25247578181031827,0.2524757794022005,76,C,0.00026302941322883707,0.003144511214553788,5.34375,-0.21875,clean_interior,0.03125,8,171.0,3925.0,7.0,21.0
n256,0.25247578181031827,0.2524757794022005,76,H,0.00018549918150843127,0.003101551841026118,5.34375,-0.21875,clean_interior,0.03125,8,171.0,3925.0,7.0,21.0
n256,0.25247578181031827,0.2524757794022005,76,M,3.8298684368747624e-05,0.0009081438357016879,5.3125,-0.0625,same_level_seam,0.03125,8,170.0,3926.0,2.0,22.0
n256,0.25247578181031827,0.2524757794022005,76,Z,7.737578104571235e-06,0.00022693703167954687,5.65625,0.40625,clean_interior,0.03125,8,181.0,3915.0,13.0,11.0
n256,0.26547411594693954,0.2654741128525735,80,C,0.00024235718539451879,0.002439755830596194,5.71875,-0.15625,clean_interior,0.03125,8,183.0,3913.0,5.0,9.0
n256,0.26547411594693954,0.2654741128525735,80,H,0.00016526050808638186,0.002392324071589319,5.71875,-0.15625,clean_interior,0.03125,8,183.0,3913.0,5.0,9.0
n256,0.26547411594693954,0.2654741128525735,80,M,3.98203164126366e-05,0.0012528705145688213,5.3125,-0.1875,clean_interior,0.03125,8,170.0,3926.0,6.0,22.0
n256,0.26547411594693954,0.2654741128525735,80,Z,7.1965661666823114e-06,0.00023021208826511861,4.71875,-0.40625,clean_interior,0.03125,8,151.0,3945.0,9.0,23.0
n256,0.27852666251530683,0.27852665858249054,84,C,0.00021856530509068087,0.0020272416817272623,5.875,-0.15625,clean_interior,0.03125,8,188.0,3908.0,5.0,4.0
n256,0.27852666251530683,0.27852665858249054,84,H,0.00014073091114705788,0.0019777569665298325,5.875,-0.15625,clean_interior,0.03125,8,188.0,3908.0,5.0,4.0
n256,0.27852666251530683,0.27852665858249054,84,M,4.258866552733575e-05,0.0012415963000381928,5.3125,-0.1875,clean_interior,0.03125,8,170.0,3926.0,6.0,22.0
n256,0.27852666251530683,0.27852665858249054,84,Z,6.642398412300895e-06,0.0002362993211988398,4.71875,-0.40625,clean_interior,0.03125,8,151.0,3945.0,9.0,23.0
n256,0.2916357874774059,0.2916357825285049,88,C,0.000204587791624965,0.003042222381972314,5.28125,-0.15625,clean_interior,0.03125,8,169.0,3927.0,5.0,23.0
n256,0.2916357874774059,0.2916357825285049,88,H,0.00012870913091845605,0.0029810734154266383,5.28125,-0.15625,clean_interior,0.03125,8,169.0,3927.0,5.0,23.0
n256,0.2916357874774059,0.2916357825285049,88,M,4.2510749272060146e-05,0.0011895411719576123,5.75,-0.0625,same_level_seam,0.03125,8,184.0,3912.0,2.0,8.0
n256,0.2916357874774059,0.2916357825285049,88,Z,6.133627971300826e-06,0.00023543482457881186,4.71875,-0.40625,clean_interior,0.03125,8,151.0,3945.0,9.0,23.0
n256,0.3048038111079187,0.30480380493679066,92,C,0.00020245619540656867,0.0035606317822870844,5.28125,0.15625,clean_interior,0.03125,8,169.0,3927.0,5.0,23.0
n256,0.3048038111079187,0.30480380493679066,92,H,0.00013140238730790084,0.003518221169137692,5.28125,0.15625,clean_interior,0.03125,8,169.0,3927.0,5.0,23.0
n256,0.3048038111079187,0.30480380493679066,92,M,3.908569820674884e-05,0.0010508381282950275,5.75,-0.0625,same_level_seam,0.03125,8,184.0,3912.0,2.0,8.0
n256,0.3048038111079187,0.30480380493679066,92,Z,5.756657389200167e-06,0.0002261718083337492,4.71875,-0.40625,clean_interior,0.03125,8,151.0,3945.0,9.0,23.0
n256,0.31803300708716137,0.31803299945581476,96,C,0.00020445936309587576,0.003343275499241361,5.25,0.0,same_level_seam,0.03125,8,168.0,3928.0,0.0,24.0
n256,0.31803300708716137,0.31803299945581476,96,H,0.00013818233941053517,0.0033064053823897988,5.28125,0.0,same_level_seam,0.03125,8,169.0,3927.0,0.0,23.0
n256,0.31803300708716137,0.31803299945581476,96,M,3.5102705787027214e-05,0.0009506095506527116,5.90625,-0.0625,coarse_fine_interface,0.03125,8,189.0,3907.0,2.0,3.0
n256,0.31803300708716137,0.31803299945581476,96,Z,5.546009120716189e-06,0.00021297166468137602,4.71875,0.53125,clean_interior,0.03125,8,151.0,3945.0,9.0,23.0
n256,0.3313256033150022,0.33132559394997063,100,C,0.0002012999813676417,0.0032145570903782915,5.25,0.0,same_level_seam,0.03125,8,168.0,3928.0,0.0,24.0
n256,0.3313256033150022,0.33132559394997063,100,H,0.0001369657644014927,0.0031325868728669937,5.25,0.0,same_level_seam,0.03125,8,168.0,3928.0,0.0,24.0
n256,0.3313256033150022,0.33132559394997063,100,M,3.347998546090797e-05,0.0008618575975828756,5.3125,-0.03125,same_level_seam,0.03125,8,170.0,3926.0,1.0,22.0
n256,0.3313256033150022,0.33132559394997063,100,Z,5.466692494028113e-06,0.00020194080585967915,4.71875,0.53125,clean_interior,0.03125,8,151.0,3945.0,9.0,23.0
n256,0.34468378149639617,0.34468377008480683,104,C,0.0001902348525281368,0.00224926719822013,5.125,0.0,same_level_seam,0.03125,8,164.0,3932.0,0.0,28.0
n256,0.34468378149639617,0.34468377008480683,104,H,0.00012488935384654916,0.0021829875517082042,5.125,0.0,same_level_seam,0.03125,8,164.0,3932.0,0.0,28.0
n256,0.34468378149639617,0.34468377008480683,104,M,3.4550168663413964e-05,0.001007641590174103,5.3125,0.03125,same_level_seam,0.03125,8,170.0,3926.0,1.0,22.0
n256,0.34468378149639617,0.34468377008480683,104,Z,5.461909431084508e-06,0.0002037318291673051,5.34375,-0.09375,same_level_seam,0.03125,8,171.0,3925.0,3.0,21.0
n256,0.35810967341299266,0.35810965959831026,108,C,0.00017725877677786343,0.002101841761929545,5.9375,0.0625,coarse_fine_interface,0.03125,8,190.0,3906.0,2.0,2.0
n256,0.35810967341299266,0.35810965959831026,108,H,0.00011031171846014382,0.0020252775708398257,5.9375,0.0625,coarse_fine_interface,0.03125,8,190.0,3906.0,2.0,2.0
n256,0.35810967341299266,0.35810965959831026,108,M,3.6034172229406654e-05,0.0010096060321593823,5.21875,0.03125,same_level_seam,0.03125,8,167.0,3929.0,1.0,25.0
n256,0.35810967341299266,0.35810965959831026,108,Z,5.508040638389507e-06,0.00020822566848380776,5.0,0.09375,same_level_seam,0.03125,8,160.0,3936.0,0.0,32.0
n256,0.37160535419708324,0.37160533757450953,112,C,0.0001711411700840241,0.002625957638508603,5.34375,-0.09375,same_level_seam,0.03125,8,171.0,3925.0,3.0,21.0
n256,0.37160535419708324,0.37160533757450953,112,H,0.00010435028513822668,0.0025621380181034548,5.34375,0.09375,same_level_seam,0.03125,8,171.0,3925.0,3.0,21.0
n256,0.37160535419708324,0.37160533757450953,112,M,3.549877525696795e-05,0.0008673146029552042,5.21875,0.03125,same_level_seam,0.03125,8,167.0,3929.0,1.0,25.0
n256,0.37160535419708324,0.37160533757450953,112,Z,5.625861387414217e-06,0.00020924637556664786,5.0,-0.125,same_level_seam,0.03125,8,160.0,3936.0,0.0,32.0
n256,0.3851728161438898,0.3851727962554043,116,C,0.00017423088554590791,0.003222329840034873,5.1875,0.0625,same_level_seam,0.03125,8,166.0,3930.0,2.0,26.0
n256,0.3851728161438898,0.3851727962554043,116,H,0.00010932248629658551,0.0031874143015795386,5.1875,0.0625,same_level_seam,0.03125,8,166.0,3930.0,2.0,26.0
n256,0.3851728161438898,0.3851727962554043,116,M,3.284543338713282e-05,0.0009103014306512971,5.84375,0.0,same_level_seam,0.03125,8,187.0,3909.0,0.0,5.0
n256,0.3851728161438898,0.3851727962554043,116,Z,5.848205486801417e-06,0.00020823789350600029,5.0,0.25,same_level_seam,0.03125,8,160.0,3936.0,0.0,32.0
n256,0.398813694102875,0.39881367043197447,120,C,0.00017946649530906683,0.003505532045686765,5.1875,0.0625,same_level_seam,0.03125,8,166.0,3930.0,2.0,26.0
n256,0.398813694102875,0.39881367043197447,120,H,0.00011597613903090237,0.0034789028816264445,5.1875,0.0625,same_level_seam,0.03125,8,166.0,3930.0,2.0,26.0
n256,0.398813694102875,0.39881367043197447,120,M,3.0235965930988723e-05,0.0009364758882132731,5.84375,0.0,same_level_seam,0.03125,8,187.0,3909.0,0.0,5.0
n256,0.398813694102875,0.39881367043197447,120,Z,6.182467764354965e-06,0.00024108149732381218,5.4375,0.15625,clean_interior,0.03125,8,174.0,3922.0,5.0,18.0
n256,0.412529748532239,0.41252972049816694,124,C,0.00017758341133291923,0.00289326316114916,5.1875,0.0625,same_level_seam,0.03125,8,166.0,3930.0,2.0,26.0
n256,0.412529748532239,0.41252972049816694,124,H,0.00011321731476940325,0.002863463924932863,5.1875,0.0625,same_level_seam,0.03125,8,166.0,3930.0,2.0,26.0
n256,0.412529748532239,0.41252972049816694,124,M,2.9607601403734643e-05,0.0007406248193112216,5.84375,0.0,same_level_seam,0.03125,8,187.0,3909.0,0.0,5.0
n256,0.412529748532239,0.41252972049816694,124,Z,6.601284518967332e-06,0.0002720004969994421,5.4375,0.1875,clean_interior,0.03125,8,174.0,3922.0,6.0,18.0
n256,0.4263227764101265,0.42632274336167064,128,C,0.00016709625828933194,0.0021452574359840035,5.75,0.0,same_level_seam,0.03125,8,184.0,3912.0,0.0,8.0
n256,0.4263227764101265,0.42632274336167064,128,H,9.999930741673862e-05,0.0021107647027022447,5.75,0.0,same_level_seam,0.03125,8,184.0,3912.0,0.0,8.0
n256,0.4263227764101265,0.42632274336167064,128,M,3.068403915466874e-05,0.0009330188105265899,5.15625,0.125,clean_interior,0.03125,8,165.0,3931.0,4.0,27.0
n256,0.4263227764101265,0.42632274336167064,128,Z,7.062932695410043e-06,0.0002978441476168672,5.4375,0.1875,clean_interior,0.03125,8,174.0,3922.0,6.0,18.0
n256,0.4401945124505583,0.4401944736594084,132,C,0.00015584294553942101,0.002035356191244902,4.78125,0.0,same_level_seam,0.03125,8,153.0,3943.0,0.0,25.0
n256,0.4401945124505583,0.4401944736594084,132,H,8.614999839849458e-05,0.001980598326327798,4.78125,0.0,same_level_seam,0.03125,8,153.0,3943.0,0.0,25.0
n256,0.4401945124505583,0.4401944736594084,132,M,3.1581207062217315e-05,0.0009711642994014769,5.15625,0.03125,same_level_seam,0.03125,8,165.0,3931.0,1.0,27.0
n256,0.4401945124505583,0.4401944736594084,132,Z,7.538861490488845e-06,0.00031358807236373047,5.4375,0.1875,clean_interior,0.03125,8,174.0,3922.0,6.0,18.0
n256,0.45414663091970064,0.4541465855733123,136,C,0.00015231450263378327,0.0025083063401239395,5.25,0.0,same_level_seam,0.03125,8,168.0,3928.0,0.0,24.0
n256,0.45414663091970064,0.4541465855733123,136,H,8.163878763845104e-05,0.0024933765451189416,5.25,0.0,same_level_seam,0.03125,8,168.0,3928.0,0.0,24.0
n256,0.45414663091970064,0.4541465855733123,136,M,3.082388148200486e-05,0.0008694407157222991,5.125,0.125,clean_interior,0.03125,8,164.0,3932.0,4.0,28.0
n256,0.45414663091970064,0.4541465855733123,136,Z,8.025789696367889e-06,0.00031838634479051535,5.4375,0.1875,clean_interior,0.03125,8,174.0,3922.0,6.0,18.0
n256,0.4681807448473947,0.46818069204132784,140,C,0.0001568492153929783,0.0031713721111636907,5.25,0.0,same_level_seam,0.03125,8,168.0,3928.0,0.0,24.0
n256,0.4681807448473947,0.46818069204132784,140,H,8.667364993661412e-05,0.003161548880604159,5.25,0.0,same_level_seam,0.03125,8,168.0,3928.0,0.0,24.0
n256,0.4681807448473947,0.46818069204132784,140,M,2.8483228706835268e-05,0.0007353048304499101,5.125,0.28125,clean_interior,0.03125,8,164.0,3932.0,4.0,28.0
n256,0.4681807448473947,0.46818069204132784,140,Z,8.537068473177725e-06,0.0003169878858771362,4.90625,0.1875,same_level_seam,0.03125,8,157.0,3939.0,3.0,29.0
n256,0.48229840305356847,0.48229834178326836,144,C,0.00016237905519805488,0.0031557042831872185,5.09375,0.0,same_level_seam,0.03125,8,163.0,3933.0,0.0,29.0
n256,0.48229840305356847,0.48229834178326836,144,H,9.280470109373484e-05,0.003115254233650777,5.09375,0.0,same_level_seam,0.03125,8,163.0,3933.0,0.0,29.0
n256,0.48229840305356847,0.48229834178326836,144,M,2.5896360291391767e-05,0.0007293354207860667,5.90625,-0.15625,coarse_fine_interface,0.03125,8,189.0,3907.0,5.0,3.0
n256,0.48229840305356847,0.48229834178326836,144,Z,9.084257128108073e-06,0.0003163386793125991,4.90625,0.1875,same_level_seam,0.03125,8,157.0,3939.0,3.0,29.0
n256,0.4965010864260094,0.4965010155779996,148,C,0.00016239661963918963,0.0027830603594329512,5.09375,0.0,same_level_seam,0.03125,8,163.0,3933.0,0.0,29.0
n256,0.4965010864260094,0.4965010155779996,148,H,9.20963580588212e-05,0.0027291827987657724,5.09375,0.0,same_level_seam,0.03125,8,163.0,3933.0,0.0,29.0
n256,0.4965010864260094,0.4965010155779996,148,M,2.4509558683549786e-05,0.0006718199267693098,5.21875,0.03125,same_level_seam,0.03125,8,167.0,3929.0,1.0,25.0
n256,0.4965010864260094,0.4965010155779996,148,Z,9.663661234550666e-06,0.00031068690431054324,5.40625,0.28125,clean_interior,0.03125,8,173.0,3923.0,9.0,19.0
n256,0.5107902049563471,0.5107901232988035,152,C,0.00015645228467269813,0.0021519508018748293,4.9375,0.0,same_level_seam,0.03125,8,158.0,3938.0,0.0,30.0
n256,0.5107902049563471,0.5107901232988035,152,H,8.386561242039533e-05,0.0020323890499899244,4.9375,0.0,same_level_seam,0.03125,8,158.0,3938.0,0.0,30.0
n256,0.5107902049563471,0.5107901232988035,152,M,2.4629129317281974e-05,0.0008659978081417661,5.21875,-0.03125,same_level_seam,0.03125,8,167.0,3929.0,1.0,25.0
n256,0.5107902049563471,0.5107901232988035,152,Z,1.0256493424335748e-05,0.0003267020579294515,5.375,-0.28125,clean_interior,0.03125,8,172.0,3924.0,9.0,20.0
n256,0.5251670963621258,0.5251670025348028,156,C,0.0001489243486233301,0.001702410498490311,4.71875,0.0625,same_level_seam,0.03125,8,151.0,3945.0,2.0,23.0
n256,0.5251670963621258,0.5251670025348028,156,H,7.353443776562088e-05,0.0016417283241689784,4.71875,0.0625,same_level_seam,0.03125,8,151.0,3945.0,2.0,23.0
n256,0.5251670963621258,0.5251670025348028,156,M,2.5290813874830777e-05,0.0009598329592859842,5.0625,-0.03125,same_level_seam,0.03125,8,162.0,3934.0,1.0,30.0
n256,0.5251670963621258,0.5251670025348028,156,Z,1.0840808066523564e-05,0.0003376273886091311,5.375,-0.28125,clean_interior,0.03125,8,172.0,3924.0,9.0,20.0
n256,0.5396330262504444,0.5396329187539255,160,C,0.00014454803429610416,0.002127870807804403,5.1875,0.0625,same_level_seam,0.03125,8,166.0,3930.0,2.0,26.0
n256,0.5396330262504444,0.5396329187539255,160,H,6.704871839956702e-05,0.002054731037252844,5.1875,0.0625,same_level_seam,0.03125,8,166.0,3930.0,2.0,26.0
n256,0.5396330262504444,0.5396329187539255,160,M,2.5321465977326817e-05,0.000924444380613674,5.0625,-0.0625,same_level_seam,0.03125,8,162.0,3934.0,2.0,30.0
n256,0.5396330262504444,0.5396329187539255,160,Z,1.1404922458785611e-05,0.0003476988701845808,5.5,-0.25,clean_interior,0.03125,8,176.0,3920.0,8.0,16.0
n256,0.5541884610139315,0.5541883381989852,164,C,0.0001451432990723777,0.0024636366909870132,5.1875,0.0625,same_level_seam,0.03125,8,166.0,3930.0,2.0,26.0
n256,0.5541884610139315,0.5541883381989852,164,H,6.66879572967533e-05,0.002426489973139767,5.1875,0.0625,same_level_seam,0.03125,8,166.0,3930.0,2.0,26.0
n256,0.5541884610139315,0.5541883381989852,164,M,2.4244127451856025e-05,0.000821794855256361,5.0625,-0.21875,same_level_seam,0.03125,8,162.0,3934.0,2.0,30.0
n256,0.5541884610139315,0.5541883381989852,164,Z,1.1952075691391228e-05,0.00035483455554609486,5.5,-0.25,clean_interior,0.03125,8,176.0,3920.0,8.0,16.0
n256,0.5688242438613462,0.5688241039288678,168,C,0.00014905966885887779,0.002405969341579867,5.03125,-0.0625,same_level_seam,0.03125,8,161.0,3935.0,1.0,31.0
n256,0.5688242438613462,0.5688241039288678,168,H,7.036136337538647e-05,0.0022676750486241293,5.03125,-0.0625,same_level_seam,0.03125,8,161.0,3935.0,1.0,31.0
n256,0.5688242438613462,0.5688241039288678,168,M,2.2459999008399977e-05,0.0007777529816732452,4.90625,0.0625,same_level_seam,0.03125,8,157.0,3939.0,2.0,29.0
n256,0.5688242438613462,0.5688241039288678,168,Z,1.249253684688527e-05,0.0003549886585561346,5.5,-0.25,clean_interior,0.03125,8,176.0,3920.0,8.0,16.0
n256,0.5835358624790262,0.583535703466182,172,C,0.00015261831796221364,0.0021980945620565864,5.03125,0.09375,same_level_seam,0.03125,8,161.0,3935.0,1.0,31.0
n256,0.5835358624790262,0.583535703466182,172,H,7.337096731915557e-05,0.00207047272929195,5.03125,0.09375,same_level_seam,0.03125,8,161.0,3935.0,1.0,31.0
n256,0.5835358624790262,0.583535703466182,172,M,2.0977726020356643e-05,0.0007263668391282669,4.875,0.0625,same_level_seam,0.03125,8,156.0,3940.0,2.0,28.0
n256,0.5835358624790262,0.583535703466182,172,Z,1.3030084275153515e-05,0.00035423325598502264,4.84375,-0.25,clean_interior,0.03125,8,155.0,3941.0,5.0,27.0
n256,0.5983210469634582,0.5983208667304442,176,C,0.0001524106507348838,0.002160827370192363,5.0,0.09375,same_level_seam,0.03125,8,160.0,3936.0,0.0,32.0
n256,0.5983210469634582,0.5983208667304442,176,H,7.144452897520251e-05,0.0020037272333809364,5.0,0.09375,same_level_seam,0.03125,8,160.0,3936.0,0.0,32.0
n256,0.5983210469634582,0.5983208667304442,176,M,2.0704454816873372e-05,0.0007244860214685728,5.15625,0.125,clean_interior,0.03125,8,165.0,3931.0,4.0,27.0
n256,0.5983210469634582,0.5983208667304442,176,Z,1.3554248677634111e-05,0.00035395290840277123,4.84375,-0.25,clean_interior,0.03125,8,155.0,3941.0,5.0,27.0
n256,0.6131773926091825,0.6131771888280741,180,C,0.00014772321679880847,0.0019454048237331457,5.0,-0.25,same_level_seam,0.03125,8,160.0,3936.0,0.0,32.0
n256,0.6131773926091825,0.6131771888280741,180,H,6.390741111592652e-05,0.0017528413444909408,5.0,-0.25,same_level_seam,0.03125,8,160.0,3936.0,0.0,32.0
n256,0.6131773926091825,0.6131771888280741,180,M,2.1671817054658106e-05,0.000853871325983211,5.125,-0.125,clean_interior,0.03125,8,164.0,3932.0,4.0,28.0
n256,0.6131773926091825,0.6131771888280741,180,Z,1.4046729185998474e-05,0.0003485753635163569,4.84375,-0.25,clean_interior,0.03125,8,155.0,3941.0,5.0,27.0
n256,0.628102408806156,0.6281021789494231,184,C,0.00014170136813531603,0.00161351087788559,4.84375,-0.09375,same_level_seam,0.03125,8,155.0,3941.0,3.0,27.0
n256,0.628102408806156,0.6281021789494231,184,H,5.487407220679972e-05,0.0014023423246801725,5.25,0.0,same_level_seam,0.03125,8,168.0,3928.0,0.0,24.0
n256,0.628102408806156,0.6281021789494231,184,M,2.2956498547921335e-05,0.0008664385780424379,5.125,-0.125,clean_interior,0.03125,8,164.0,3932.0,4.0,28.0
n256,0.628102408806156,0.6281021789494231,184,Z,1.4494975181520446e-05,0.000351966269525984,5.4375,-0.34375,clean_interior,0.03125,8,174.0,3922.0,11.0,18.0
n256,0.643093651775407,0.6430933931039048,188,C,0.00013940282698291144,0.001923716716283295,5.09375,0.0,same_level_seam,0.03125,8,163.0,3933.0,0.0,29.0
n256,0.643093651775407,0.6430933931039048,188,H,5.056863275031674e-05,0.0018462364967065659,5.09375,0.0,same_level_seam,0.03125,8,163.0,3933.0,0.0,29.0
n256,0.643093651775407,0.6430933931039048,188,M,2.338779684006011e-05,0.0009483999305255538,4.96875,-0.125,same_level_seam,0.03125,8,159.0,3937.0,1.0,31.0
n256,0.643093651775407,0.6430933931039048,188,Z,1.489928120723536e-05,0.00035963732699342333,5.59375,0.1875,clean_interior,0.03125,8,179.0,3917.0,6.0,13.0
n256,0.658148552379773,0.6581482619307562,192,C,0.0001434162282471415,0.0021605656988969587,5.09375,0.0,same_level_seam,0.03125,8,163.0,3933.0,0.0,29.0
n256,0.658148552379773,0.6581482619307562,192,H,5.4051164657107706e-05,0.0020859465190062876,5.09375,0.0,same_level_seam,0.03125,8,163.0,3933.0,0.0,29.0
n256,0.658148552379773,0.6581482619307562,192,M,2.2458446422726274e-05,0.0008952805670797425,4.96875,0.0,same_level_seam,0.03125,8,159.0,3937.0,0.0,31.0
n256,0.658148552379773,0.6581482619307562,192,Z,1.526851961689232e-05,0.0003633444762152567,5.59375,0.1875,clean_interior,0.03125,8,179.0,3917.0,6.0,13.0
n256,0.6732647298994181,0.6732644044736192,196,C,0.00015100063103888454,0.0021687543877740214,4.9375,0.0,same_level_seam,0.03125,8,158.0,3938.0,0.0,30.0
n256,0.6732647298994181,0.6732644044736192,196,H,6.192198782888909e-05,0.0019676788207420026,5.09375,-0.15625,same_level_seam,0.03125,8,163.0,3933.0,3.0,29.0
n256,0.6732647298994181,0.6732644044736192,196,M,2.0796663746947e-05,0.0008358266394003526,4.8125,0.0,same_level_seam,0.03125,8,154.0,3942.0,0.0,26.0
n256,0.6732647298994181,0.6732644044736192,196,Z,1.5610991070957548e-05,0.0003705756504125259,5.5625,-0.3125,clean_interior,0.03125,8,178.0,3918.0,10.0,14.0
n256,0.6884398221439543,0.6884394582926195,200,C,0.00015599710753358293,0.0021535435312412415,4.9375,0.15625,same_level_seam,0.03125,8,158.0,3938.0,2.0,30.0
n256,0.6884398221439543,0.6884394582926195,200,H,6.66512628701429e-05,0.0019571427051032764,4.9375,0.0,same_level_seam,0.03125,8,158.0,3938.0,0.0,30.0
n256,0.6884398221439543,0.6884394582926195,200,M,1.9769426101282266e-05,0.0008110492013568846,4.8125,0.0,same_level_seam,0.03125,8,154.0,3942.0,0.0,26.0
n256,0.6884398221439543,0.6884394582926195,200,Z,1.5928783233619062e-05,0.0003720836497715178,5.5625,-0.3125,clean_interior,0.03125,8,178.0,3918.0,10.0,14.0
n256,0.7036714460077749,0.7036710400194952,204,C,0.00015415277424888206,0.0019692273822969194,4.9375,-0.1875,same_level_seam,0.03125,8,158.0,3938.0,2.0,30.0
n256,0.7036714460077749,0.7036710400194952,204,H,6.303111805227703e-05,0.0017894100964869208,4.9375,-0.1875,same_level_seam,0.03125,8,158.0,3938.0,2.0,30.0
n256,0.7036714460077749,0.7036710400194952,204,M,2.0349587567261638e-05,0.0006819583755646761,5.0625,-0.1875,same_level_seam,0.03125,8,162.0,3934.0,2.0,30.0
n256,0.7036714460077749,0.7036710400194952,204,Z,1.621833339364113e-05,0.0003663207105139251,5.5625,-0.3125,clean_interior,0.03125,8,178.0,3918.0,10.0,14.0
n256,0.7189571957664088,0.7189567436536958,208,C,0.00014698407364372102,0.0018910950067182563,4.90625,-0.1875,same_level_seam,0.03125,8,157.0,3939.0,3.0,29.0
n256,0.7189571957664088,0.7189567436536958,208,H,5.297463968069816e-05,0.001704328816903078,4.90625,-0.1875,same_level_seam,0.03125,8,157.0,3939.0,3.0,29.0
n256,0.7189571957664088,0.7189567436536958,208,M,2.2161279870555896e-05,0.0007324427848973894,5.0625,-0.21875,same_level_seam,0.03125,8,162.0,3934.0,2.0,30.0
n256,0.7189571957664088,0.7189567436536958,208,Z,1.647463867611196e-05,0.0003605678969528292,4.78125,-0.3125,clean_interior,0.03125,8,153.0,3943.0,7.0,25.0
n256,0.7342946472490742,0.7342941447346835,212,C,0.0001405781593136403,0.0017351690338862906,4.90625,-0.1875,same_level_seam,0.03125,8,157.0,3939.0,3.0,29.0
n256,0.7342946472490742,0.7342941447346835,212,H,4.4089299461626155e-05,0.0015053625548613336,4.90625,-0.1875,same_level_seam,0.03125,8,157.0,3939.0,3.0,29.0
n256,0.7342946472490742,0.7342941447346835,212,M,2.369121568779315e-05,0.0007969741361944833,5.03125,-0.21875,same_level_seam,0.03125,8,161.0,3935.0,1.0,31.0
n256,0.7342946472490742,0.7342941447346835,212,Z,1.669546708058713e-05,0.00035945446776208204,4.78125,-0.3125,clean_interior,0.03125,8,153.0,3943.0,7.0,25.0
n256,0.7496820543137379,0.7496814968141774,216,C,0.00014038487266058872,0.0014411911149158803,4.90625,0.21875,same_level_seam,0.03125,8,157.0,3939.0,3.0,29.0
n256,0.7496820543137379,0.7496814968141774,216,H,4.315297442425616e-05,0.0013047810558742823,5.34375,-0.09375,same_level_seam,0.03125,8,171.0,3925.0,3.0,21.0
n256,0.7496820543137379,0.7496814968141774,216,M,2.359946047876245e-05,0.0008800784698707095,5.03125,-0.21875,same_level_seam,0.03125,8,161.0,3935.0,1.0,31.0
n256,0.7496820543137379,0.7496814968141774,216,Z,1.6883211859256905e-05,0.0003527761022213759,4.78125,-0.3125,clean_interior,0.03125,8,153.0,3943.0,7.0,25.0
