block,level,x,y,z,r,h,w,rho,alpha,K,local_rate,rate_gradient_norm,product_derivative_defect,half_ell_factorized,half_ell_direct,energy_rate_margin,frozen_spectral_abscissa
3,0,-0.1875,-3.8125,-5.4375,6.64354715118362,0.125,0.8639714977941895,1.0378266645239964,0.896652657799545,0.005014849774901413,16.0,0.0,8.967258607202177e-08,9.88126556271331e-09,9.955382090762423e-08,15.989027466923078,-15.99351073628935
3,0,-0.3125,-0.8125,-4.9375,5.013653233920351,0.125,0.8359054771430896,1.012703490636711,0.8465243945451523,0.010230069043243292,16.0,0.0,9.996685628996106e-08,2.4378803273049755e-08,1.2434509653725335e-07,15.97758705047725,-15.98091161872161
3,0,-0.1875,-0.4375,-4.0625,4.090289567989044,0.125,0.8141525210917756,0.9794122752182288,0.797390973057153,0.01432821104173847,16.0,0.0,8.353678679317084e-08,2.0993579768569338e-08,1.0452583677955242e-07,15.960875062514756,-15.964186801831259
4,0,-4.8125,-6.8125,-0.9375,8.393403287701599,0.125,0.8874195939487601,1.0377939315445959,0.9209586693337927,0.0001910726912108841,16.0,0.0,2.5326649512319865e-07,9.583857382616825e-09,2.43685406390996e-07,15.989047832665332,-15.997899354885007
5,0,-1.8125,-4.9375,-2.6875,5.90649801066588,0.125,0.8522985699208597,1.0303367527053913,0.8781545408677075,0.007607193619889373,16.0,0.0,5.464248755863178e-08,6.5658242194762215e-09,6.119793710111711e-08,15.986898246756867,-15.989435390167351
5,0,-3.6875,-5.0625,-0.9375,6.332887868105672,0.125,0.8592050993888727,1.0351805978357476,0.8894324484488961,0.005987086511233981,16.0,0.0,6.1874503545648e-08,9.264142922763604e-09,7.10663614092968e-08,15.988756767654362,-15.992100345548657
6,0,-4.3125,-3.4375,-1.6875,5.7672973523132995,0.125,0.8498979078408871,1.0279705154839363,0.8736699904319157,0.00751328472829616,16.0,0.0,3.0225761721405655e-08,7.870444120941703e-09,3.773583808240351e-08,15.985490374492322,-15.988436102842504
6,0,-4.6875,-0.5625,-0.4375,4.741357268757544,0.125,0.830122480311621,1.0047050990230337,0.8340282887827335,0.011316111719162737,16.0,0.0,9.062180320671957e-08,2.2488136783946757e-08,1.1310388836820677e-07,15.973852096513905,-15.977047703402802
7,0,-0.1875,-0.4375,-3.3125,3.3465233825568887,0.125,0.7897889403219052,0.9369774131026692,0.7400143981999171,0.020054924512579328,16.0,0.0,1.8417579744141176e-07,2.915306120453633e-08,2.1309371640794093e-07,15.936743899060593,-15.939498572947363
7,0,-0.1875,-0.4375,-2.6875,2.729325695112256,0.125,0.759642668990084,0.8876697981481398,0.6743118546471422,0.02673129712471692,16.0,0.0,4.3658780524541276e-07,9.305502009203517e-08,5.278235685721962e-07,15.90305155821059,-15.905504413413839
7,0,-3.8125,-0.4375,-2.5625,4.614430490320555,0.125,0.8273067030762752,0.9994071937924474,0.8268162705271417,0.011913489722969777,16.0,0.0,2.3213228706527612e-08,1.6199373195968283e-08,3.935486255005342e-08,15.970718641538049,-15.974888487885185
7,0,-1.5625,-2.1875,-2.4375,3.6287695917486964,0.125,0.8001369766117463,0.9541186158332352,0.7634255846017891,0.016807803369772067,16.0,0.0,1.3212697753480425e-08,5.21635851886447e-09,1.4401143213212437e-08,15.948024055110679,-15.950589555462384
7,0,-0.0625,-0.4375,-2.1875,2.2316963839196404,0.125,0.7225938331976737,0.8377388194297116,0.6053449047502091,0.035491245280894035,16.0,0.0,6.381600139947439e-07,3.3008883306221056e-07,9.653232975812563e-07,15.861391958228987,-15.863661780051363
7,0,-0.8125,-2.4375,-1.9375,3.217991415464,0.125,0.7844913037876615,0.9271222801238673,0.7273193663049622,0.019867785397841647,16.0,0.0,1.5360937635188284e-08,1.2806475443057378e-08,2.5182476840415806e-08,15.932403670217969,-15.933911770780453
7,0,-0.0625,-0.1875,-1.8125,1.8232440182268528,0.125,0.6776369871205984,0.788081195276336,0.5340329667734562,0.04876343933975958,16.0,0.0,3.0329256363838474e-07,1.2510133237945386e-06,1.132379407748105e-06,15.809791761155187,-15.815009873234203
7,0,-1.5625,-0.0625,-1.6875,2.3006452899132452,0.125,0.7286281514761265,0.8455931556167896,0.6161229778779259,0.032746522921351884,16.0,0.0,3.737668348014794e-08,4.217363103769775e-08,3.959469732717097e-08,15.879970795961006,-15.870981650583701
7,0,-0.1875,-0.3125,-1.4375,1.482976314713084,0.125,0.6246398403433573,0.7410735740664669,0.46290407898755903,0.06567289546973899,16.0,0.0,2.9090742087341856e-06,1.93596062237075e-06,1.1499789213205174e-06,15.769839848156938,-15.762066760737786
7,0,-0.4375,-1.3125,-1.3125,1.9070182877990447,0.125,0.6882347707099676,0.7999302584842307,0.5505398180318597,0.043998137550938086,16.0,0.0,2.2366007549103526e-07,1.2384899992205331e-07,3.473927972764902e-07,15.853489746118067,-15.826918586410017
7,0,-3.5625,-1.0625,-1.1875,3.902623316437291,0.125,0.8088682064698659,0.9691422261998871,0.7839083343205158,0.015610573373437372,16.0,0.0,2.5062242539740082e-08,3.7614947394130504e-09,2.150216930089725e-08,15.956670129315665,-15.959119622117884
7,0,-0.1875,-0.1875,-1.1875,1.2167451458707366,0.125,0.5689847208866529,0.6989477342370862,0.3976905814792469,0.08619143780812005,16.0,0.0,1.854345602989009e-05,3.703439249739673e-06,1.4903218165813304e-05,15.723353465821333,-15.711419058734093
7,0,-0.8125,-1.0625,-1.0625,1.708206296089556,0.125,0.661588576133947,0.7740330411097719,0.5120914175484428,0.05224725099859131,16.0,0.0,4.345700551808604e-07,6.893650513932073e-08,5.031945609608e-07,15.851616871849943,-15.799194756170934
7,0,-2.0625,-1.8125,-0.9375,2.90137359710879,0.125,0.7693426767081434,0.9027005611424348,0.6944860659752639,0.02309611960545821,16.0,0.0,1.0154262689147209e-08,7.27003402474368e-09,1.371271169723397e-08,15.918914624409592,-15.917015830433867
7,0,-0.0625,-0.3125,-0.9375,0.9901862198596787,0.125,0.5083899524143229,0.6595969624861042,0.3353324683709425,0.11101110567685851,16.0,0.0,3.5948242747819196e-05,7.099262630267265e-06,3.356086633734583e-05,15.70201901502285,-15.662956955225653
7,0,-1.0625,-0.0625,-0.9375,1.418350714738777,0.125,0.6124303575535328,0.7318800353333809,0.44822555172551465,0.06891107618981206,16.0,0.0,2.5940522119435755e-06,9.437336723194441e-07,3.470795744137512e-06,15.801375167075527,-15.750922364477315
7,0,-2.0625,-0.4375,-0.8125,2.2595284353156524,0.125,0.7250550984570847,0.8410094574209493,0.6097781949536858,0.033880910206903196,16.0,0.0,8.899478797390786e-08,7.870343337152033e-08,1.6441783291228075e-07,15.876214632876044,-15.866900828914739
7,0,-0.4375,-0.8125,-0.6875,1.150747039970123,0.125,0.5527307987434072,0.6886436517636386,0.38063455568889276,0.09160685861755355,16.0,0.0,3.0666394011740713e-06,4.857971118921982e-07,3.3746011086520545e-06,15.802068646763331,-15.698275106217132
7,0,-0.1875,-0.3125,-0.6875,0.7781187248742958,0.125,0.4375129081243935,0.6183615926002215,0.27054117865095434,0.14248442252206878,16.0,0.0,5.529940024468656e-05,4.9615811144587166e-06,5.574863602500244e-05,15.710463758386293,-15.61507009491684
7,0,-0.0625,-2.0625,-0.5625,2.138742329033584,0.125,0.7137510061617434,0.82734601815998,0.5905190529055977,0.037621754002842,16.0,0.0,4.612722574195452e-07,3.7941782025924933e-07,8.226123210266108e-07,15.855457862339968,-15.854078569184438
7,0,-0.0625,-0.6875,-0.5625,0.8904879280484379,0.125,0.4769717826169489,0.641210382987279,0.305839259405939,0.12384030264016653,16.0,0.0,2.8763616591064453e-05,7.984738626772462e-06,3.329193467311472e-05,15.748189765898704,-15.640654635001393
7,0,-0.0625,-0.3125,-0.5625,0.6465050270492876,0.125,0.38519521811586044,0.5896332380368605,0.22712390373396954,0.16805420475580235,16.0,0.0,1.1598524108381521e-05,9.495948076003017e-05,0.00010487325551353767,15.697466338804965,-15.584512321799881
7,0,-1.5625,-0.1875,-0.5625,1.6712177446401173,0.125,0.6560669032291578,0.768436934407245,0.5041460398834687,0.054327470555515296,16.0,0.0,4.91712818824964e-07,8.499070932215124e-07,3.864459188969859e-07,15.80793465975867,-15.793276664163566
7,0,-1.0625,-0.5625,-0.4375,1.27934309315367,0.125,0.5834145141113964,0.709971351160197,0.414207590870138,0.07966336609387992,16.0,0.0,3.5654268729247396e-06,2.2514050104054483e-07,3.416757312149084e-06,15.792847606890561,-15.724482990637625
7,0,-0.1875,-0.5625,-0.4375,0.7368641326594747,0.125,0.421870359545975,0.6098545576004968,0.2572795614856731,0.14969972027589099,16.0,0.0,2.152348089383707e-05,6.665454585804108e-06,1.9408207253613263e-05,15.75006320732205,-15.605509791342364
7,0,-0.0625,-0.3125,-0.4375,0.5412658773652742,0.125,0.3380603780514922,0.5635848197494967,0.19052569722859694,0.1945812029465517,16.0,0.0,6.416856705683898e-05,0.00016051095431380665,0.00015868056008130598,15.714410700182025,-15.560886308753137
7,0,-0.3125,-0.1875,-0.4375,0.5694020986965187,0.125,0.35114847746026834,0.5708155782058564,0.2004410211975892,0.18640736632245347,16.0,0.0,6.659994386431924e-05,4.9458257245859664e-05,1.9744449651817407e-05,15.744948300872466,-15.567665465288252
7,0,-0.3125,-0.9375,-0.3125,1.0364452469860626,0.125,0.5219132915067852,0.668277150536723,0.3487827272753965,0.1045503877766614,16.0,0.0,1.7266759181937344e-05,1.4424437002102984e-06,1.582480601144937e-05,15.733929525233613,-15.673428485235387
7,0,-0.1875,-0.3125,-0.3125,0.480071609241788,0.125,0.3082742023227606,0.54651700569715,0.16847709398711253,0.21000012499647336,16.0,0.0,0.0002155265540482437,1.094253851067315e-05,0.00022614818336677754,15.760994784195917,-15.547662034760965
7,0,-0.8125,-0.1875,-0.3125,0.8904879280484379,0.125,0.476968645503262,0.6409916561373635,0.30573292200673097,0.12429570291480312,16.0,0.0,3.554454043883304e-05,3.531981409282794e-06,3.274007580144875e-05,15.708549071420514,-15.640649393981093
7,0,-0.1875,-0.1875,-0.3125,0.409839907768875,0.125,0.27179801647000407,0.5253001168421997,0.14277552980917124,0.2306946666847022,16.0,0.0,0.0011310950957851833,0.00018162256768732232,0.0009767490320676505,15.7359397338006,-15.534607156737406
7,0,-0.0625,-0.0625,-0.3125,0.3247595264191645,0.125,0.225229898830891,0.50646764654783,0.11407165679308723,0.24012602685737913,16.0,0.0,0.004521128827797475,0.0006214543463741752,0.004868044561323618,15.56042015112407,-15.511169242795354
7,0,-0.1875,-0.6875,-0.1875,0.7368641326594747,0.125,0.42184677256697384,0.6092849724326375,0.25702489919426574,0.1504205939198415,16.0,0.0,0.0001803583841121128,1.754759586080123e-05,0.00019789570502660246,15.674075510968988,-15.6055986998046
7,0,-0.3125,-0.4375,-0.1875,0.5694020986965187,0.125,0.35114847746026834,0.570815578205857,0.20044102119758944,0.1864073663224534,16.0,0.0,6.659994386448337e-05,4.945825724537081e-05,1.9744449652484554e-05,15.744948300872466,-15.567665465288252
7,0,-0.1875,-0.3125,-0.1875,0.409839907768875,0.125,0.27179801647000407,0.5253001168421997,0.14277552980917124,0.23069466668470223,16.0,0.0,0.0011310950957849444,0.0001816225676870662,0.0009767490320676563,15.7359397338006,-15.534607156737406
7,0,-0.1875,-0.1875,-0.1875,0.3247595264191645,0.125,0.22364732289577316,0.4930119480494191,0.11026080233688258,0.2633649650493426,16.0,0.0,0.0011478643023543564,0.0003343830429072807,0.0014822473452616371,15.749971222638575,-15.524339361527405
7,0,-0.0625,-0.1875,-0.1875,0.2724311839712921,0.125,0.192121341782196,0.47301362926910834,0.09087601313644732,0.27695332894963615,16.0,0.0,0.005873711130018093,0.0006911481121858596,0.005182574876070493,15.677505355435372,-15.505706256738575
7,0,-0.4375,-0.0625,-0.1875,0.480071609241788,0.125,0.3082330090158599,0.5453924574840036,0.16810795826484887,0.2126055539500224,16.0,0.0,0.0019492004622499262,0.00039223472573195233,0.0020051725809353484,15.661394053493627,-15.549184841512114
7,0,-0.3125,-0.0625,-0.1875,0.369754986443726,0.125,0.24997146832527026,0.5131984951659474,0.12828498137895097,0.23968869666980233,16.0,0.0,0.004210837657435392,0.0006991519205680318,0.003667258511561326,15.665800872978808,-15.525493896358658
7,0,-0.1875,-0.0625,-0.1875,0.2724311839712921,0.125,0.192121341782196,0.473013629269109,0.09087601313644744,0.2769533289496361,16.0,0.0,0.0058737111300180495,0.0006911481121859109,0.0051825748760703965,15.677505355435372,-15.505706256738577
7,0,-0.0625,-0.0625,-0.1875,0.2072890493972125,0.125,0.15111477109313678,0.46232148105834486,0.06986360478157176,0.3004583292790241,16.0,0.0,0.02207912979521776,0.0021022879174615256,0.019991227192976586,15.562404730803495,-15.500181670755188
7,0,-2.1875,-2.1875,-0.0625,3.0942234486216407,0.125,0.7789626149873309,0.9178130593009979,0.7149420607426274,0.02099015431691418,16.0,0.0,2.0705388553462856e-08,1.0486785957642648e-08,3.094468032053801e-08,15.92573838682875,-15.927728291170817
7,0,-0.0625,-0.9375,-0.0625,0.9416574483324602,0.125,0.4934693632418565,0.6494909932731425,0.3205039068818185,0.11698955336500047,16.0,0.0,0.00010751264185227391,2.8772803656938135e-05,0.00013434440200361125,15.662490886226221,-15.652377534332562
7,0,-0.0625,-0.3125,-0.0625,0.3247595264191645,0.125,0.22522989883089092,0.5064676465478299,0.11407165679308716,0.24012602685738008,16.0,0.0,0.004521128827797706,0.0006214543463741633,0.004868044561323989,15.560420151124069,-15.511169242795354
7,0,-0.1875,-0.1875,-0.0625,0.2724311839712921,0.125,0.192121341782196,0.47301362926910934,0.09087601313644751,0.2769533289496358,16.0,0.0,0.005873711130017967,0.0006911481121860116,0.005182574876070214,15.677505355435372,-15.50570625673858
7,0,-0.0625,-0.1875,-0.0625,0.2072890493972125,0.125,0.15111477109313678,0.46232148105834453,0.0698636047815717,0.300458329279024,16.0,0.0,0.022079129795217745,0.0021022879174613044,0.019991227192976756,15.562404730803493,-15.500181670755188
7,0,-0.1875,-0.0625,-0.0625,0.2072890493972125,0.125,0.15111477109313687,0.4623214810583449,0.0698636047815718,0.3004583292790231,16.0,0.0,0.022079129795218196,0.0021022879174617476,0.019991227192976788,15.562404730803495,-15.50018167075519
7,0,-0.0625,-0.0625,-0.0625,0.10825317547305482,0.125,0.08196646709720624,0.3628760712050698,0.029743669550793824,0.4116941456997443,16.0,0.0,0.046322831936929765,0.005999214373328529,0.04032361756360124,16.035841138955362,-15.531607388200563
8,0,2.1875,-7.9375,-7.5625,11.179466389322883,0.125,0.9150293552267447,1.0174003928054427,0.930951225436201,-0.0025638899656782893,16.0,0.0,1.9233630847885307e-07,0.000285916720708051,0.0002857848695615127,15.99118539611322,-15.994621338037806
8,0,1.1875,-6.4375,-6.4375,9.181120233936598,0.125,0.8960478970292087,1.0333433779011034,0.9259251606773427,-0.0011354698237424567,16.0,0.0,1.6266746169135172e-07,1.4360636516602359e-08,1.4830694040814558e-07,15.989261654851418,-15.997299662063373
8,0,3.6875,-4.1875,-4.6875,7.28734991269117,0.125,0.8729201721944664,1.0401093428063912,0.9079324266236283,0.002737245164001612,16.0,0.0,1.1079371197342942e-08,9.016102583233163e-10,1.1944387803277669e-08,15.9894953341197,-15.995849708319403
9,0,5.5625,-7.4375,-7.9375,12.217271329965623,0.125,0.9222011604259203,1.0108457311297165,0.9322031062594124,-0.002187256157712776,16.0,0.0,8.300354166956132e-08,9.15478332111136e-05,9.15650435096419e-05,15.99331732978508,-15.995477567110715
9,0,6.4375,-5.8125,-7.3125,11.34456780798634,0.125,0.915578658421179,1.0168352234827018,0.930992629751692,-0.0024748201383494417,16.0,0.0,7.361975145584052e-08,2.4099410331701038e-08,5.308871016903482e-08,15.991606075642524,-15.994848424303491
9,0,6.9375,-7.9375,-6.0625,12.160868338650822,0.125,0.9217378037432774,1.011264059756147,0.9321203134441415,-0.002220924164617237,16.0,0.0,6.687494952785498e-08,9.070667091816668e-05,9.070875513246754e-05,15.99320685678139,-15.995423122027155
9,0,7.4375,-4.4375,-5.8125,10.430386797717523,0.125,0.9082251273447756,1.0237444539171574,0.929790437027418,-0.002398044173846224,16.0,0.0,1.0939912498158818e-07,2.1528204903362165e-08,1.0640033768880557e-07,15.990226397808543,-15.99492154561834
10,0,1.8125,-1.8125,-5.4375,6.011382432519162,0.125,0.8541298912254235,1.0320649855287953,0.8815175538272783,0.006636593811857279,16.0,0.0,1.1307806054624174e-07,1.668864893623447e-08,1.2976640485537086e-07,15.98683969078197,-15.990210492210334
10,0,0.6875,-0.8125,-4.4375,4.563356084067952,0.125,0.8260834647540144,0.99870173875313,0.8250109926050441,0.012062486327726302,16.0,0.0,6.704752652510206e-08,1.541244524216798e-08,8.24364177439356e-08,15.971152406007675,-15.974087871222697
11,0,4.0625,-2.4375,-6.9375,8.400846311533142,0.125,0.887574549988066,1.0377806445928681,0.9211076886108399,0.00010582012340011527,16.0,0.0,2.6999036897111534e-07,9.9939549650157e-09,2.599980590306149e-07,15.989034697649403,-15.997872643800795
11,0,7.9375,-1.8125,-5.6875,9.931602023339437,0.125,0.9042928194231346,1.027356328954494,0.9290309512624607,-0.00214382383219983,16.0,0.0,1.5779638808934143e-07,0.0005801142901935145,0.0005799705332030492,15.98967596401784,-15.995474924359106
11,0,5.6875,-0.3125,-4.4375,7.22057606773864,0.125,0.8722240820576048,1.0400674724512509,0.9071718964367654,0.0033230847156966734,16.0,0.0,9.606395576722629e-08,5.353958240651543e-09,1.0139117529505899e-07,15.989289814963566,-15.995553551384806
12,0,1.3125,-4.6875,-2.0625,5.286702067451881,0.125,0.8412405281654792,1.0191682614995814,0.8573656465934011,0.009822509943866565,16.0,0.0,5.9132554931246446e-08,1.2560233935152914e-08,7.167704677996408e-08,15.980977228594995,-15.984000174044128
13,0,6.1875,-5.9375,-2.6875,8.986752402842754,0.125,0.8937821012695263,1.0346976797891447,0.9247942664206452,-0.0005859002907968851,16.0,0.0,8.603502160720438e-08,6.585716486464077e-09,7.945816996958927e-08,15.989547076170762,-15.998471739670752
13,0,5.1875,-4.3125,-0.3125,6.753182120304472,0.125,0.8655636925561154,1.038206922383811,0.8986342173758518,0.004633964977269248,16.0,0.0,4.871795713948916e-08,4.649819014297165e-09,5.3331694452850574e-08,15.989223016902525,-15.994065784565423
14,0,0.1875,-1.9375,-3.5625,4.059614359763745,0.125,0.8133839838259149,0.976819903658063,0.7945296647178417,0.014562620809330117,16.0,0.0,1.0667105714477372e-08,9.150747101876806e-09,1.856758877569885e-08,15.95941783200562,-15.963349074250356
14,0,1.3125,-3.0625,-3.3125,4.698320843663191,0.125,0.8291610299975759,1.00235674482985,0.8311151509681358,0.011358211975083517,16.0,0.0,1.513469751423673e-08,5.0116651537251835e-09,1.8408497683734853e-08,15.972304212998312,-15.97629274048871
14,0,0.5625,-0.9375,-2.9375,3.1343609795299585,0.125,0.7808299147245887,0.9208977259237732,0.7190644928031275,0.021247856666222153,16.0,0.0,1.1374521074963056e-07,3.1889882109845163e-08,1.4540536611165334e-07,15.930241567540374,-15.929714253730676
14,0,1.0625,-0.4375,-2.4375,2.6947576421637622,0.125,0.7574800344868048,0.884461657489614,0.6699620468174894,0.025934893028899526,16.0,0.0,8.587642744152178e-08,5.999145759934019e-08,1.440627019885233e-07,15.907161045739143,-15.903452128742467
14,0,2.6875,-1.0625,-2.3125,3.701245567373232,0.125,0.8025637417064134,0.9582104098148684,0.7690249318430565,0.016283526121274955,16.0,0.0,1.684715041682971e-08,7.2947470357019835e-09,2.4033324978458693e-08,15.949607770486786,-15.953050103534903
14,0,0.4375,-0.8125,-1.9375,2.1460355891736747,0.125,0.7144443984041899,0.8283689632517253,0.5918235656070814,0.03669375836922428,16.0,0.0,7.822111330911685e-08,9.63978526141859e-08,1.0098828560731403e-07,15.867603794134249,-15.855174464485252
14,0,0.6875,-2.4375,-1.8125,3.1143568758252482,0.125,0.7798888084834018,0.9194426088960292,0.7170630007207947,0.020799745636773347,16.0,0.0,5.442946623445881e-09,1.3843647028148094e-08,1.2490903878725009e-08,15.927899624811369,-15.928813466900232
14,0,0.0625,-0.6875,-1.5625,1.708206296089556,0.125,0.661599408699862,0.7736126783225743,0.5118216905409317,0.05236538616612736,16.0,0.0,4.4146312874476134e-07,9.66019942771648e-07,1.053742977129366e-06,15.816807624179036,-15.79898946545875
14,0,2.0625,-0.4375,-1.5625,2.624255846902127,0.125,0.7529556072612519,0.8780986741939414,0.6611693204629993,0.026763888261214664,16.0,0.0,4.2342288387560516e-08,1.644856299622836e-08,5.840564940104408e-08,15.90250273969701,-15.898422108047221
14,0,3.1875,-2.8125,-1.4375,4.487395541959724,0.125,0.8243224325399405,0.9949518750881798,0.8201611499328635,0.012244938604540833,16.0,0.0,1.0631835677944117e-08,5.956241733553579e-09,1.561147666627802e-08,15.968693670218359,-15.97265291408952
14,0,0.0625,-0.0625,-1.4375,1.4402148277253641,0.125,0.6166523486609609,0.7338473919503992,0.45252871780493437,0.06778819384261528,16.0,0.0,9.761957089169452e-06,3.995395125004772e-06,6.1501008102687695e-06,15.74911224827678,-15.754575829872413
14,0,0.1875,-0.3125,-1.3125,1.3621559198564606,0.125,0.6011812452093632,0.7226595212588827,0.4344493508528174,0.07399477049440369,16.0,0.0,5.1990402649812945e-06,2.2644347294175436e-06,3.137192279366221e-06,15.753509636629769,-15.740158581024616
14,0,0.4375,-1.6875,-1.1875,2.1093171288357757,0.125,0.7107635386453732,0.824313254602269,0.5858918057933932,0.037534081582565264,16.0,0.0,6.424575610238844e-08,3.9519539913329794e-08,4.320160450431624e-08,15.868564819675557,-15.851250708275998
14,0,0.0625,-0.3125,-1.0625,1.109264959331178,0.125,0.5419512291309919,0.6809042576526296,0.36901689935536824,0.09702307831385054,16.0,0.0,1.9182532333798228e-05,3.9261524494184635e-06,1.694795972179252e-05,15.715010230408904,-15.68905529908585
14,0,1.4375,-0.3125,-1.0625,1.8146538926197469,0.125,0.6764736707741639,0.7880154624460631,0.5330717125076886,0.047547562032815203,16.0,0.0,8.740513038603762e-07,2.0160665826802988e-07,1.0753149316103827e-06,15.84266879583817,-15.814500056122295
14,0,0.3125,-3.4375,-0.9375,3.576725981956124,0.125,0.7983714696678101,0.9512186909072009,0.7594258642350724,0.018328921985383925,16.0,0.0,8.686826304971088e-08,7.291502454964869e-09,9.396497011557458e-08,15.947003930490895,-15.948437668674627
14,0,0.0625,-0.0625,-0.9375,0.9416574483324602,0.125,0.4934693632418565,0.6494909932731406,0.3205039068818176,0.11698955336499506,16.0,0.0,0.00010751264185261867,2.8772803656644564e-05,0.0001343444020037216,15.662490886226214,-15.652377534332562
14,0,0.3125,-0.0625,-0.9375,0.9901862198596787,0.125,0.5083899524143232,0.6595969624861059,0.3353324683709435,0.1110111056768593,16.0,0.0,3.5948242747720114e-05,7.099262629792655e-06,3.3560866337666235e-05,15.702019015022854,-15.662956955225654
14,0,2.6875,-1.5625,-0.8125,3.2131322335067383,0.125,0.7842913346103172,0.9266958076295788,0.7267994917435882,0.019985708661793326,16.0,0.0,1.7151670029653774e-08,4.599095019398285e-09,1.4856256536671309e-08,15.93287840211898,-15.93365589244371
14,0,0.8125,-0.9375,-0.8125,1.482976314713084,0.125,0.6246235766875099,0.7418723853239415,0.46339098276673485,0.06464633693406054,16.0,0.0,6.780290503849908e-07,1.5778134010356414e-07,8.19029546735715e-07,15.842597856728501,-15.7625469283503
14,0,2.3125,-0.8125,-0.6875,2.5456764818020376,0.125,0.7476457016584769,0.8704551999947622,0.6507920887623538,0.028235137132972172,16.0,0.0,1.2315791951452486e-07,4.648046507179415e-08,1.695681847708606e-07,15.899560376740117,-15.892300477150387
14,0,0.6875,-0.5625,-0.6875,1.1232625472257143,0.125,0.5456414550543329,0.6839312040527363,0.3731812173363969,0.09446379386007261,16.0,0.0,1.9237645385739284e-06,5.81887677707235e-07,2.501601737709414e-06,15.815781635127893,-15.69250498521051
14,0,0.0625,-0.1875,-0.6875,0.7153451963912248,0.125,0.41342166692748616,0.6043368769437167,0.24984595905182244,0.15486373698187486,16.0,0.0,0.00042163725804369935,6.743089732595117e-05,0.0004746076637016764,15.649860925343006,-15.600168684637172
14,0,1.8125,-0.6875,-0.5625,2.018469407744393,0.125,0.7011683665875247,0.8134327285670223,0.5703532976181723,0.04035545607160991,16.0,0.0,1.1649352456030826e-07,1.1682431104106767e-07,1.0579489141198498e-08,15.857765909788352,-15.840715035989104
14,0,0.5625,-0.4375,-0.5625,0.9078649403958718,0.125,0.48267453333845656,0.6445929550455164,0.31112860376985135,0.12121024270036419,16.0,0.0,1.0459661705005321e-05,1.30258884316768e-06,9.46901288873423e-06,15.799001541513185,-15.644744110268153
14,0,0.0625,-0.1875,-0.5625,0.596212000885591,0.125,0.3632783510960135,0.577461014830235,0.20977908528975836,0.1798769309232426,16.0,0.0,0.0007707761787358394,0.00017520439886317042,0.0009272941843051449,15.640992022162434,-15.57416623553094
