57017386|cartoon-r4-brill-n256-dchi001-v3|FAILED|1:0|1139|1||128|billing=128,cpu=128,energy=654433,gres/gpu:a100=4,gres/gpu=4,mem=229902M,node=1|nid008556
57017386.extern|extern|COMPLETED|0:0|1140|1|1|128|billing=128,cpu=128,gres/gpu:a100=4,gres/gpu=4,mem=229902M,node=1|nid008556
57017386.0|python3|FAILED|1:0|747|1|4|128|cpu=128,gres/gpu:a100=4,gres/gpu=4,mem=229902M,node=1|nid008556
