series,index,form_x_pt,form_y_pt,page_x_pt,page_y_pt,tau,log10_abs_I,abs_I,original_pdf_vertex
sphGR,4,76.093002,66.194325,68.093002,65.194325,3.0084900402652086,-3.2334632832744936,0.00058416659242621865,true
sphGR,5,78.501206,66.430775,70.501206,65.430775,3.1818928248434606,-3.2069968355553273,0.00062087355814861996,true
sphGR,6,80.908649,66.858578,72.908649,65.858578,3.3552408135991563,-3.1591117616132549,0.00069324738234531472,true
sphGR,7,83.315104,67.575816,75.315104,66.575816,3.5285176613920588,-3.0788294946257291,0.00083400855472375805,true
sphGR,8,85.319463,68.44556,77.319463,67.44556,3.6728415774284411,-2.9814768445726116,0.0010435737718249639,true
sphGR,9,87.32252,69.605527,79.32252,68.605527,3.817071742924786,-2.851638798637067,0.0014072174158904528,true
sphGR,10,89.323686,71.046114,81.323686,70.046114,3.961165746922505,-2.6903902449453243,0.0020399041197610122,true
sphGR,11,91.721133,73.09453,83.721133,72.09453,4.1337939734675881,-2.4611058509038508,0.0034585507204918128,true
sphGR,12,94.905502,76.156072,86.905502,75.156072,4.3630845367772855,-2.1184196961860016,0.0076134290313998113,true
sphGR,13,101.161958,82.253116,93.161958,81.253116,4.8135807953962866,-1.4359621099417028,0.036646954591924498,true
sphGR,14,104.160915,84.826947,96.160915,83.826947,5.0295207633684518,-1.1478666834266986,0.071143187033759561,true
sphGR,15,106.658005,86.681016,98.658005,85.681016,5.2093237864273414,-0.94033604161562179,0.11472655646995764,true
sphGR,16,109.000915,88.132715,101.000915,87.132715,5.3780250750292335,-0.77784369360349259,0.16678473774546823,true
sphGR,17,111.170667,89.196192,103.170667,88.196192,5.5342581178463002,-0.65880601789599857,0.21937845930336761,true
sphGR,18,113.166569,89.908181,105.166569,88.908181,5.6779730874025764,-0.57911128478065732,0.2635655931757343,true
sphGR,19,115.00044,90.317755,107.00044,89.317755,5.8100210110657322,-0.53326662900510013,0.29290944166947747,true
sphGR,20,116.687807,90.467182,108.687807,89.467182,5.9315199108289791,-0.51654088621240923,0.30441013927016658,true
sphGR,21,118.242673,90.393537,110.242673,89.393537,6.0434780730303741,-0.52478415769592823,0.29868667087263162,true
sphGR,22,119.872133,90.07212,111.872133,89.07212,6.1608073779226835,-0.56076117705118977,0.27494056635801212,true
sphGR,23,121.357977,89.529365,113.357977,88.529365,6.2677956094217135,-0.62151311966830458,0.239048971958497,true
sphGR,24,122.712588,88.786794,114.712588,87.786794,6.3653344057281425,-0.70463097354552984,0.1974099445192582,true
sphGR,25,123.946744,87.85518,115.946744,86.85518,6.4541998369806279,-0.80890888949158379,0.1552712718924846,true
sphGR,26,125.069978,86.735801,117.069978,85.735801,6.5350783270640953,-0.93420381772771954,0.11635798243250375,true
sphGR,27,126.091059,85.414714,118.091059,84.414714,6.6086012880258531,-1.0820764335787312,0.082779646300275803,true
sphGR,28,127.018486,83.855248,119.018486,82.855248,6.675380690556973,-1.2566314150074449,0.055381993586025004,true
sphGR,29,127.860889,81.995312,119.860889,80.995312,6.7360379380065547,-1.4648187649968623,0.034291085648447163,true
sphGR,30,128.627307,79.692104,120.627307,78.692104,6.7912238837781329,-1.7226226733003869,0.018939884519936757,true
sphGR,31,129.243109,77.091039,121.243109,76.091039,6.8355647209949373,-2.0137664704526674,0.0096879866024333697,true
sphGR,32,129.735562,74.085769,121.735562,73.085769,6.8710238106210282,-2.3501539576042112,0.0044652527066534739,true
sphGR,33,130.124327,70.514062,122.124327,69.514062,6.8990168434149961,-2.7499441736485539,0.001778508013524262,true
sphGR,34,130.71222,62.875567,122.71222,61.875567,6.9413480924429294,-3.6049402767173753,0.00024834746041262122,true
sphGR,35,130.783182,63.282022,122.783182,62.282022,6.9464577128900524,-3.5594447385160883,0.00027577523382023354,true
sphGR,36,131.799171,75.138978,123.799171,74.138978,7.0196140242743335,-2.2322656051582115,0.0058577980462129293,true
sphGR,37,132.38148,78.391111,124.38148,77.391111,7.0615431972534415,-1.8682461168085414,0.013544216374495509,true
sphGR,38,133.085306,81.111455,125.085306,80.111455,7.1122222046209949,-1.5637511189055959,0.027305421260236051,true
sphGR,39,133.859629,83.313135,125.859629,82.313135,7.1679773500999442,-1.3173114969375828,0.048160224537056227,true
sphGR,40,134.786053,85.327832,126.786053,84.327832,7.2346845315929249,-1.0918013560178801,0.080946605998017354,true
sphGR,41,135.881883,87.185665,127.881883,86.185665,7.3135897960241696,-0.88384940014795332,0.13066239062127866,true
sphGR,42,137.163636,88.903377,129.163636,87.903377,7.4058824503597371,-0.69158154290715446,0.20343161978333019,true
sphGR,43,138.594797,90.447494,130.594797,89.447494,7.5089332311822075,-0.5187446139463685,0.30286939223090836,true
sphGR,44,140.251736,91.908307,132.251736,90.908307,7.6282411621034676,-0.35523211281725031,0.44133450888250825,true
sphGR,45,142.238193,93.351664,134.238193,92.351664,7.7712760442168447,-0.19367350600568475,0.6402159562938321,true
sphGR,46,144.638105,94.806758,136.638105,93.806758,7.9440817631437968,-0.030801147039838019,0.93153430490713141,true
sphGR,47,147.737325,96.414831,139.737325,95.414831,8.1672411707440702,0.14919453908029329,1.4099202205828674,true
sphGR,48,158.724874,101.923315,150.724874,100.923315,8.9583998899763255,0.76577311297697692,5.831403765925689,true
sphGR,49,161.137568,103.499567,153.137568,102.499567,9.1321259771081618,0.94220699392530938,8.7540091038009624,true
sphGR,50,163.322713,105.194007,155.322713,104.194007,9.2894673932453529,1.1318699572294595,13.54783682573885,true
sphGR,51,165.249114,106.978365,157.249114,105.978365,9.4281779416932121,1.3315976701466863,21.458416480878984,true
sphGR,52,166.935009,108.841417,158.935009,107.841417,9.5495708500625014,1.5401338019127715,34.684369316701492,true
sphGR,53,168.448802,110.834707,160.448802,109.834707,9.6585715499513238,1.7632478030721674,57.975940563121831,true
sphGR,54,169.858429,113.05789,161.858429,112.05789,9.7600717746069972,2.0120943103237732,102.82395638636903,true
sphGR,55,171.154259,115.527231,163.154259,114.527231,9.8533780436523255,2.2884939063368708,194.30944277335925,true
sphGR,56,172.321103,118.228874,164.321103,117.228874,9.937396672791893,2.5908956539171419,389.84830823285643,true
sphGR,57,173.453864,121.442279,165.453864,120.442279,10.018961154730155,2.9505802190810728,892.44244853384816,true
sphGR,58,174.562759,125.307249,166.562759,124.307249,10.098807164787816,3.3831961059119084,2416.5517834025723,true
sphGR,59,175.90011,130.131693,167.90011,129.131693,10.195103154396051,3.9232083490925045,8379.3117608806224,true
sphGR,60,176.120789,130.290952,168.120789,129.290952,10.210993150882205,3.941034612561765,8730.4094555469455,true
sphGR,61,176.272946,129.892606,168.272946,128.892606,10.221949219177528,3.8964467352805654,7878.5579773089139,true
sphGR,62,176.43006,128.514597,168.43006,127.514597,10.233262216372214,3.7422026957159975,5523.3516728480636,true
sphGR,63,176.593173,124.103966,168.593173,123.103966,10.245007171700298,3.2485095903235681,1772.1871790903585,true
sphGR,64,176.677362,116.315184,168.677362,115.315184,10.251069202587571,2.3766914824826153,238.06276995625905,true
sphGR,65,176.763578,118.737908,168.763578,117.737908,10.25727718765661,2.6478731195474179,444.50138606676006,true
sphGR,66,177.036476,136.627888,169.036476,135.627888,10.276927214442479,4.6503439183080584,44703.746150619903,true
sphGR,67,177.335149,143.111495,169.335149,142.111495,10.298433170697988,5.3760704807826967,237722.60505818977,true
sphGR,68,177.549148,144.025061,169.549148,143.025061,10.313842173630032,5.4783282383509313,300834.91440741991,true
sphGR,69,177.659515,143.173777,169.659515,142.173777,10.321789152011243,5.3830418628797378,241569.36788036115,true
sphGR,70,177.882555,137.880844,169.882555,136.880844,10.337849152356869,4.7905904586693051,61743.388304854656,true
sphGR,71,177.993145,131.935486,169.993145,130.935486,10.345812187858225,4.1251114708125298,13338.63752414458,true
sphGR,72,178.101887,103.196509,170.101887,102.196509,10.353642158076948,0.90828494396601445,8.0962692743774038,true
sphGR,73,178.311289,133.527038,170.311289,132.527038,10.368720153917936,4.3032579195346141,20102.863303837938,true
sphGR,74,178.508179,136.277955,170.508179,135.277955,10.382897222910271,4.611175030806633,40848.398173557624,true
sphGR,75,178.692735,136.838914,170.692735,135.838914,10.396186181948053,4.6739645932769074,47202.455695220786,true
sphGR,76,178.866542,136.656677,170.866542,135.656677,10.408701158992852,4.6535663440360633,45036.677531779344,true
sphGR,77,179.189756,135.514608,171.189756,134.514608,10.431974190519529,4.5257316665982046,33553.023930678311,true
sphGR,78,180.000436,131.297547,172.000436,130.297547,10.490347222622251,4.0537053418570732,11316.323179718278,true
sphGR,79,182.096331,119.073222,174.096331,118.073222,10.641262190450405,2.6854056653309022,484.62483408458849,true
sphGR,80,184.808697,102.762099,176.808697,101.762099,10.8365661668558,0.85966033177027079,7.2386958935477166,true
sphGR,81,185.490442,100.065418,177.490442,99.065418,10.885655231308936,0.55781399342485827,3.6125510539628456,true
sphGR,82,186.17838,98.231859,178.17838,97.231859,10.935190222869947,0.35257908789088077,2.2520554935703805,true
sphGR,83,186.784921,97.151501,178.784921,96.151501,10.978864221568097,0.23165187907301429,1.7047153787525076,true
sphGR,84,187.65911,96.095931,179.65911,95.095931,11.041810220680995,0.11349925391369192,1.2986713328044266,true
sphGR,85,189.445485,94.550412,181.445485,93.550412,11.170438193768396,-0.059494604460087253,0.8719777344006403,true
sphGR,86,192.507869,92.064798,184.507869,91.064798,11.39094522433885,-0.33771567860274276,0.45949873636081662,true
sphGR,87,195.995112,88.903352,187.995112,87.903352,11.642044237005974,-0.69158434122051116,0.20343030900548578,true
sphGR,88,198.321797,86.44663,190.321797,85.44663,11.809577244108549,-0.96657146058413446,0.10800118967012036,true
sphGR,89,200.442135,83.8059,192.442135,82.8059,11.962252230715615,-1.262155061706729,0.05468206896594574,true
sphGR,90,202.420955,80.826263,194.420955,79.826263,12.104737210467801,-1.5956733822083029,0.025370359297830134,true
sphGR,91,203.905143,78.073082,195.905143,77.073082,12.211606201648628,-1.9038439087378245,0.012478319211865639,true
sphGR,92,204.823802,76.047374,196.823802,75.047374,12.277754264137466,-2.1305865387919556,0.0074030973646374487,true
sphGR,93,205.763403,73.546835,197.763403,72.546835,12.345410255819447,-2.4104782060080252,0.0038861699924581778,true
sphGR,94,206.562291,70.866354,198.562291,69.866354,12.402934204690117,-2.7105112372988773,0.001947550656734906,true
sphGR,95,207.211704,67.941343,199.211704,66.941343,12.449695202737342,-3.0379151311854913,0.00091639955328825574,true
sphGR,96,207.704739,64.662979,199.704739,63.662979,12.485196199286861,-3.4048707218406022,0.00039366724250417559,true
sphGR,97,208.036258,60.700718,200.036258,59.700718,12.509067232530141,-3.8483766368594083,0.00014178273939731141,true
sphGR,98,208.202871,56.149439,200.202871,55.149439,12.52106420543897,-4.3578128293265053,4.3871973488989948e-05,true
sphGR,99,208.37004,55.939206,200.37004,54.939206,12.533101213140627,-4.3813447417957123,4.1558059276708349e-05,true
sphGR,100,208.706045,61.274732,200.706045,60.274732,12.5572952609174,-3.784125795154734,0.0001643895493263081,true
sphGR,101,209.044299,62.678579,201.044299,61.678579,12.58165124799106,-3.6269896427706776,0.00023605345274852843,true
sphGR,102,209.384775,63.120655,201.384775,62.120655,12.60616723022598,-3.577506955767511,0.0002645410324840676,true
sphGR,103,209.555833,63.129476,201.555833,62.129476,12.618484265462358,-3.5765195988830505,0.00026514314362570255,true
sphGR,104,209.899628,62.779375,201.899628,61.779375,12.643239232368851,-3.6157072910502235,0.00024226613394907526,true
sphGR,105,210.245618,61.902597,202.245618,60.902597,12.668152250300981,-3.7138472745491296,0.00019326478389350817,true
sphGR,106,210.593802,60.227788,202.593802,59.227788,12.693223247253728,-3.9013128902737706,0.0001255125374665939,true
sphGR,107,210.768706,58.655772,202.768706,57.655772,12.705817213808835,-4.0772726250070965,8.3700369457202355e-05,true
sphGR,108,210.944152,55.801917,202.944152,54.801917,12.718450207086446,-4.3967118474878948,4.0113277921785344e-05,true
sphGR,109,211.12014,48.565241,203.12014,47.565241,12.73112222708656,-5.2067313315841295,6.2125324244321631e-06,true
sphGR,110,211.29667,56.996431,203.29667,55.996431,12.74383327380918,-4.2630068682922353,5.4574923009319085e-05,true
sphGR,111,211.651353,61.130186,203.651353,60.130186,12.769372231406862,-3.8003051952478395,0.00015837798189950064,true
sphGR,112,212.187385,63.777911,204.187385,62.777911,12.807969227933341,-3.5039386260482921,0.00031337285476148275,true
sphGR,113,212.728209,65.367986,204.728209,64.367986,12.84691127253037,-3.32595750167927,0.000472109237724721,true
sphGR,114,213.456686,66.695328,205.456686,65.695328,12.899365275721633,-3.1773847478266357,0.00066468404198388275,true
sphGR,115,214.008522,67.388259,206.008522,66.388259,12.939100239632717,-3.0998232249486888,0.00079465162358116409,true
sphGR,116,214.938582,68.120702,206.938582,67.120702,13.006069231389581,-3.0178390237781665,0.0009597563102580407,true
sphGR,117,216.071434,68.591149,208.071434,67.591149,13.087640265784941,-2.9651806988463019,0.0010834760135157323,true
sphGR,118,217.60984,68.661494,209.60984,67.661494,13.198413225306597,-2.9573068047257483,0.0011032989256363889,true
sphGR,119,218.58723,68.477989,210.58723,67.477989,13.268790214805385,-2.9778469844200015,0.0010523325783177171,true
sphGR,120,220.376522,67.685569,212.376522,66.685569,13.397628226545082,-3.0665445631961594,0.00085793707680954779,true
sphGR,121,221.590271,66.862459,213.590271,65.862459,13.485024251291771,-3.1586773514478996,0.00069394116131269237,true
sphGR,122,223.026865,65.583293,215.026865,64.583293,13.58846623540458,-3.3018576435313709,0.0004990480425540216,true
sphGR,123,224.275362,64.104519,216.275362,63.104519,13.678364290692919,-3.4673805649078324,0.0003408940610031929,true
sphGR,124,225.116233,62.842271,217.116233,61.842271,13.738911226447156,-3.6086671823771654,0.00024622538071093243,true
sphGR,125,225.963827,61.151061,217.963827,60.151061,13.799942251971498,-3.7979686035957458,0.00015923238365861183,true
sphGR,126,226.603838,59.191731,218.603838,58.191731,13.846026258791813,-4.0172813758926225,9.6098945932456564e-05,true
sphGR,127,227.03253,57.363118,219.03253,56.363118,13.876894236141913,-4.2219626631122891,5.9984264332730184e-05,true
sphGR,128,227.462834,53.509233,219.462834,52.509233,13.9078782855892,-4.6533377778011618,2.2215813566971279e-05,true
sphGR,129,227.678583,47.305216,219.678583,46.305216,13.923413297311621,-5.347769123029865,4.4898401262835374e-06,true
sphGR,130,228.111247,54.600643,220.111247,53.600643,13.954567278613355,-4.5311734906149637,2.943245640267806e-05,true
sphGR,131,228.545467,57.380566,220.545467,56.380566,13.98583329973099,-4.2200096642550085,6.025461776039567e-05,true
sphGR,132,228.981228,59.018256,220.981228,58.018256,14.017210280589172,-4.0366988722685271,9.1896956360195927e-05,true
sphGR,133,229.857306,60.811268,221.857306,59.811268,14.080292297190651,-3.8360024952000558,0.00014588058788127267,true
sphGR,134,230.739327,61.917723,222.739327,60.917723,14.143802239644238,-3.7121541830363354,0.00019401969474395272,true
sphGR,135,231.404656,62.46963,223.404656,61.46963,14.191709269638649,-3.650377833865929,0.00022367743101936336,true
sphGR,136,232.744882,63.214193,224.744882,62.214193,14.288212273688211,-3.5670370103805134,0.0002709960680419253,true
sphGR,137,233.41964,63.443014,225.41964,62.443014,14.336798239045155,-3.5414244959650025,0.00028745873100149603,true
