series,index,form_x_pt,form_y_pt,page_x_pt,page_y_pt,tau,log10_abs_I,abs_I,original_pdf_vertex
bamps,26,125.97052,85.579283,117.97052,84.579283,6.5999218745499686,-1.0636558083526972,0.086366275572747633,true
bamps,27,127.086582,83.707656,119.086582,82.707656,6.6802839446079751,-1.2731517615998216,0.053314855736903324,true
bamps,28,128.183387,81.081007,120.183387,80.081007,6.759259413936717,-1.567159240707894,0.027091980808782161,true
bamps,29,128.724423,79.28168,120.724423,78.28168,6.7982167235986388,-1.7685624717300412,0.017038742053894319,true
bamps,30,129.260434,76.899521,121.260434,75.899521,6.8368122080196319,-2.0352035655437208,0.0092213909436089612,true
bamps,31,129.791341,73.403666,121.791341,72.403666,6.8750401788028723,-2.4265034750014931,0.003745385501589074,true
bamps,32,130.317253,66.803234,122.317253,65.803234,6.9129084844958779,-3.1653065557877924,0.00068342906436925476,true
bamps,33,130.838176,58.570702,122.838176,57.570702,6.9504175571287856,-4.086794725694217,8.1885173641605061e-05,true
bamps,34,131.35412,70.894262,123.35412,69.894262,6.9875681167518247,-2.7073874241335294,0.0019616095892127827,true
bamps,35,131.865112,75.43426,123.865112,74.43426,7.02436210750062,-2.1992139425851041,0.0063210038873583695,true
bamps,36,132.371186,78.2733,124.371186,77.2733,7.0608019775459532,-1.8814330005989517,0.013139141792599316,true
bamps,37,133.368457,81.960162,125.368457,80.960162,7.132610498908404,-1.4687531935751188,0.033981833403826801,true
bamps,38,134.34663,84.419441,126.34663,83.419441,7.2030438683402558,-1.1934798627214631,0.064050147952364161,true
bamps,39,135.306335,86.254365,127.306335,85.254365,7.2721474490060416,-0.98809216927825805,0.10277981478380155,true
bamps,40,136.712396,88.335625,128.712396,87.335625,7.3733909037494465,-0.75513146308246915,0.17573915623385886,true
bamps,41,138.080648,89.925272,130.080648,88.925272,7.4719119205755788,-0.57719824583809654,0.26472914326894564,true
bamps,42,139.850896,91.578339,131.850896,90.578339,7.5993786686559259,-0.3921662672727298,0.40535331843207756,true
bamps,43,141.986501,93.181704,133.986501,92.181704,7.753152955950207,-0.21269755952376385,0.61277697795324348,true
bamps,44,144.454435,94.70227,136.454435,93.70227,7.9308566005564538,-0.042496753676676553,0.9067827427012598,true
bamps,45,147.477388,96.285532,139.477388,95.285532,8.1485244010622182,0.13472177433662347,1.3637092123804142,true
bamps,46,158.034084,101.518213,150.034084,100.518213,8.9086595400895163,0.72042901949450622,5.2532614949468845,true
bamps,47,160.294415,102.923355,152.294415,101.923355,9.0714147258912767,0.87771012451039321,7.5458839971803755,true
bamps,48,162.57488,104.58335,154.57488,103.58335,9.23561966082754,1.0635175716729197,11.574908635401437,true
bamps,49,164.87,106.601446,156.87,105.601446,9.4008798293768976,1.2894081712764773,19.471892859913368,true
bamps,50,166.392542,108.203761,158.392542,107.203761,9.510510501212563,1.4687593498645004,29.427905304485858,true
bamps,51,167.89104,110.056736,159.89104,109.056736,9.6184098842735271,1.6761675374831282,47.442496855662661,true
bamps,52,169.337829,112.188685,161.337829,111.188685,9.7225859595965414,1.9148019919066075,82.186784990547679,true
bamps,53,170.694344,114.599706,162.694344,113.599706,9.8202618534668975,2.1846736825232909,152.99374748320292,true
bamps,54,171.925556,117.259498,163.925556,116.259498,9.9089153019314633,2.4823909416134158,303.66234508063354,true
bamps,55,173.003547,120.089955,165.003547,119.089955,9.9865360687561555,2.7992111666582544,629.81234157014808,true
bamps,56,174.310502,124.364813,166.310502,123.364813,10.080643393683145,3.2777068560803944,1895.4260979024696,true
bamps,57,175.805546,129.921189,167.805546,128.921189,10.18829407139442,3.8996461029065199,7936.8121764033222,true
bamps,58,176.027481,130.299875,168.027481,129.299875,10.204274506189551,3.9420333865647157,8750.5104254616126,true
bamps,59,176.229036,130.073556,168.229036,129.073556,10.218787478614509,3.9167009273498539,8254.6930243605984,true
bamps,60,176.415322,128.709712,168.415322,127.709712,10.232201006342203,3.7640424121326821,5808.2113631771026,true
bamps,61,176.588464,124.309213,168.588464,123.309213,10.244668100046658,3.2714834071770929,1868.4582888522418,true
bamps,62,176.750423,116.178441,168.750423,115.178441,10.256329961578121,2.3613854919541231,229.81876788231872,true
bamps,63,177.048389,137.047196,169.048389,136.047196,10.277785010282317,4.6972781253718292,49805.594154728147,true
bamps,64,177.320338,142.95436,169.320338,141.95436,10.297366704301291,5.3584819620161452,228287.41058335706,true
bamps,65,177.451811,144.020174,169.451811,143.020174,10.306833420699427,5.4777812240561392,300456.23723616567,true
bamps,66,177.583674,143.859694,169.583674,142.859694,10.316328219056562,5.4598182909625796,288282.50752462447,true
bamps,67,177.717787,142.283403,169.717787,141.283403,10.325985028715602,5.283380044645412,192034.8474012267,true
bamps,68,177.855737,138.797542,169.855737,137.797542,10.335918121648167,4.8931987889347539,78198.565975627323,true
bamps,69,178.147784,123.261939,170.147784,122.261939,10.356946972620809,3.15425937432176,1426.4592655852002,true
bamps,70,178.299799,133.223361,170.299799,132.223361,10.367892816202859,4.2692665833366288,18589.451827892128,true
bamps,71,178.618105,136.747822,170.618105,135.747822,10.390812447076309,4.6637684348686443,46107.16663234961,true
bamps,72,178.784109,136.808418,170.784109,135.808418,10.402765568926089,4.6705510987129673,46832.905132298722,true
bamps,73,179.126571,135.785846,171.126571,134.785846,10.427424553136827,4.556092023318234,35982.5571066052,true
bamps,74,179.830321,132.230614,171.830321,131.230614,10.478098088122627,4.1581458957753661,14392.820057594392,true
bamps,75,181.994016,119.720115,173.994016,118.720115,10.633894996514956,2.7578140381978744,572.55081631076075,true
bamps,76,184.690355,103.420677,176.690355,102.420677,10.828044948415602,0.93337663629974299,8.5778142265331283,true
bamps,77,185.400728,100.507663,177.400728,99.507663,10.879195372669196,0.60731559702630988,4.0486999940038642,true
bamps,78,186.112294,98.547941,178.112294,97.547941,10.930431698915315,0.38795894717601404,2.4431995919341398,true
bamps,79,186.81207,97.311539,178.81207,96.311539,10.980819085939435,0.24956533798644268,1.7765005160673895,true
bamps,80,187.692147,96.28007,179.692147,95.28007,11.044189050628171,0.13411039883464707,1.3617908093863675,true
bamps,81,189.113949,95.042647,181.113949,94.042647,11.146565936439725,-0.0043974934723746192,0.98992548841226768,true
bamps,82,194.107598,90.881977,186.107598,89.881977,11.506133747890253,-0.4701118306756259,0.33875691512147982,true
bamps,83,196.677216,88.427378,188.677216,87.427378,11.69115915126239,-0.74486131726907479,0.1799445438125459,true
bamps,84,198.894909,85.991141,190.894909,84.991141,11.850844186890479,-1.0175554986689554,0.096038308279887005,true
bamps,85,200.699235,83.687131,192.699235,82.687131,11.980764722147017,-1.275449176864935,0.053033565131179114,true
bamps,86,202.36788,81.188108,194.36788,80.188108,12.100915543868341,-1.5551711543591076,0.027850233816414608,true
bamps,87,203.831434,78.578321,195.831434,77.578321,12.206298783403129,-1.8472912270749589,0.014213753285421456,true
bamps,88,205.08996,75.869584,197.08996,74.869584,12.29691897706784,-2.1504870240530716,0.0070715232881990737,true
bamps,89,206.087834,73.250192,198.087834,72.250192,12.3687709174592,-2.4436822087602228,0.0036001267496417358,true
bamps,90,207.048122,70.075389,199.048122,69.075389,12.43791647705344,-2.7990459542377284,0.0015883786677312532,true
bamps,91,207.803168,66.76716,199.803168,65.76716,12.49228358170266,-3.1693444100276791,0.00067710432829360897,true
bamps,92,208.415461,63.01413,200.415461,62.01413,12.536371753293508,-3.5894305689765793,0.00025737682020199836,true
bamps,93,208.8816,58.664779,200.8816,57.664779,12.569936102742526,-4.0762644486712682,8.3894898185975594e-05,true
bamps,94,209.247014,52.572645,201.247014,51.572645,12.596247746242778,-4.7581724461724866,1.7451290734611712e-05,true
bamps,95,209.370499,48.814785,201.370499,47.814785,12.605139286516627,-5.1787992392617275,6.6252269641912419e-06,true
bamps,96,209.61904,36.604473,201.61904,35.604473,12.623035486955571,-6.5455304051857039,2.8475384355274905e-07,true
bamps,97,209.870186,51.231466,201.870186,50.231466,12.641119260479609,-4.9082940105012893,1.2351109997213382e-05,true
bamps,98,210.291116,57.77064,202.291116,56.77064,12.671428334840638,-4.1763476928969769,6.6627314236488743e-05,true
bamps,99,210.784459,61.428909,202.784459,60.428909,12.706951508937262,-3.7668683728244399,0.00017105336698208489,true
bamps,100,211.285611,63.696074,203.285611,62.696074,12.743036970259045,-3.5130988488522403,0.00030683235342507343,true
bamps,101,212.012544,65.818911,204.012544,64.818911,12.795379797694686,-3.2754843236806841,0.00053029273376164782,true
bamps,102,212.689702,67.127769,204.689702,66.127769,12.844138575106999,-3.1289805307907952,0.00074305244782786161,true
bamps,103,213.396568,68.085357,205.396568,67.085357,12.895036477744688,-3.0217952792005978,0.00095105300208759658,true
bamps,104,214.24239,68.871998,206.24239,67.871998,12.955939910368146,-2.9337445585397655,0.0011648109414555102,true
bamps,105,215.204306,69.443422,207.204306,68.443422,13.025202694139942,-2.8697836220987529,0.0013496351418409518,true
bamps,106,216.26598,69.797471,208.26598,68.797471,13.101648555003198,-2.8301540202864301,0.0014785839230516172,true
bamps,107,217.489983,69.952282,209.489983,68.952282,13.189782919256446,-2.8128256327294334,0.0015387723264262418,true
bamps,108,218.825487,69.901192,210.825487,68.901192,13.285945915587071,-2.8185442659033488,0.0015186431449078926,true
bamps,109,220.472042,69.61664,212.472042,68.61664,13.404506146348767,-2.8503948923841453,0.0014112537456745847,true
bamps,110,222.633376,68.996303,214.633376,67.996303,13.560133050881628,-2.9198307848720515,0.0012027329668631778,true
bamps,111,225.626028,67.881864,217.626028,66.881864,13.775619027183335,-3.0445727663890807,0.0009024584871587983,true
bamps,112,231.106109,65.812089,223.106109,64.812089,14.170212386016049,-3.2762479274292153,0.00052936115909285901,true
bamps,113,233.337007,65.22878,225.337007,64.22878,14.330848247973778,-3.3415391820395763,0.00045547109171910143,true
bamps,114,235.228214,64.957466,227.228214,63.957466,14.467024651639699,-3.3719080456322104,0.00042470947933573522,true
bamps,115,236.967335,64.923347,228.967335,63.923347,14.592250099366931,-3.3757270717676726,0.00042099111312615851,true
bamps,116,238.7361,65.108817,230.7361,64.108817,14.719610063998063,-3.3549669446436554,0.00044160405778262272,true
bamps,117,240.562654,65.516597,232.562654,64.516597,14.851131126907413,-3.3093230958345106,0.00049054279828116443,true
bamps,118,242.630136986,66.2038239717,234.630136986,65.2038239717,15.000000287033622,-3.2324000393031156,0.00058559850685334207,false
prague,0,34.311333,66.06761,26.311333,65.06761,0,-3.2476468143497081,0.00056539659102909938,true
prague,1,56.998097,65.955635,48.998097,64.955635,1.6335609652129335,-3.2601804598703414,0.00054931257375701243,true
prague,2,74.930602,65.893334,66.930602,64.893334,2.9247914014481644,-3.2671539686855331,0.0005405626454577663,true
prague,3,78.10809,66.135232,70.10809,65.135232,3.1535864981941142,-3.2400777125198683,0.00057533697750535321,true
prague,4,80.53226,66.53361,72.53226,65.53361,3.3281389149707077,-3.1954862533975747,0.00063754926088493524,true
prague,5,82.578674,67.091185,74.578674,66.091185,3.4754910022523173,-3.1330754706231412,0.00073607917235801615,true
prague,6,84.491127,67.849492,76.491127,66.849492,3.613197224638391,-3.0481962463872398,0.00089496026488487237,true
prague,7,86.272144,68.791672,78.272144,67.791672,3.7414393948121818,-2.9427356512844889,0.0011409440522454949,true
prague,8,88.159465,70.045426,80.159465,69.045426,3.8773359869584501,-2.8023997887609227,0.0015761596716013326,true
prague,9,90.267654,71.728841,82.267654,70.728841,4.0291361845402331,-2.6139708816466811,0.0024323670877056999,true
prague,10,92.82297,74.072942,84.82297,73.072942,4.2131317720724191,-2.3515897162208059,0.0044505151502272364,true
prague,11,97.976031,79.202901,89.976031,78.202901,4.5841780482606467,-1.7773804048443074,0.016696275226362061,true
prague,12,101.689488,82.727244,93.689488,81.727244,4.8515656052166189,-1.3828917613513314,0.041410286827888658,true
prague,13,104.462999,85.067752,96.462999,84.067752,5.051272328757654,-1.1209127695209511,0.075698492441420948,true
prague,14,106.872854,86.827546,98.872854,85.827546,5.2247939936289951,-0.9239345673746,0.11914214990581326,true
prague,15,109.1432,88.211562,101.1432,87.211562,5.3882703097368063,-0.7690181490768988,0.17020873770279607,true
prague,16,111.17017,89.19504,103.17017,88.19504,5.5342223313498344,-0.65893496417543285,0.21931333336184164,true
prague,17,113.065195,89.877619,105.065195,88.877619,5.6706736501938373,-0.58253216689185749,0.2614976757466696,true
prague,18,114.831722,90.2891,106.831722,89.2891,5.7978724675833373,-0.53647405577351948,0.29075416472736187,true
prague,19,116.5754,90.463051,108.5754,89.463051,5.9234260422007043,-0.51700327951132197,0.30408620629640348,true
prague,20,118.194615,90.397325,110.194615,89.397325,6.0400176556316572,-0.52436015725625729,0.29897842019460047,true
prague,21,119.693094,90.11875,111.693094,89.11875,6.1479156705971816,-0.55554176297994862,0.27826477737429539,true
prague,22,121.173095,89.608687,113.173095,88.608687,6.2544831767464091,-0.61263440718794959,0.24398638523907695,true
prague,23,122.538569,88.893583,114.538569,87.893583,6.3528041636184538,-0.69267781014742302,0.20291875537176346,true
prague,24,123.793826,87.981524,115.793826,86.981524,6.4431889728627469,-0.79476688538657125,0.16041061896835729,true
prague,25,124.942741,86.871871,116.942741,85.871871,6.5259166239436857,-0.91897315779476452,0.12051104216811083,true
prague,26,125.988595,85.553411,117.988595,84.553411,6.6012233653419665,-1.0665517268783495,0.085792292526462893,true
prague,27,126.934029,84.001019,118.934029,83.001019,6.6692993623235148,-1.2403148975599054,0.057502284948138735,true
prague,28,127.781096,82.169085,119.781096,81.169085,6.7302924412006977,-1.445367912725757,0.03586180025558959,true
prague,29,128.53136,79.977737,120.53136,78.977737,6.7843152178295965,-1.690651047750084,0.020386794829588037,true
prague,30,129.185998,77.280698,121.185998,76.280698,6.8314524421223632,-1.9925374579427508,0.010173316174421505,true
prague,31,129.652653,74.485734,121.652653,73.485734,6.8650539461632833,-2.3053848615500909,0.0049501132898780806,true
prague,32,130.025467,71.130277,122.025467,70.130277,6.8918984268342554,-2.6809696670667518,0.0020846364776962952,true
prague,33,130.304808,67.04777,122.304808,66.04777,6.912012381983768,-3.1379350215968249,0.00072788870186209871,true
prague,34,130.490917,62.207945,122.490917,61.207945,6.9254131648223778,-3.6796688990864421,0.0002090889592551684,true
prague,35,130.583939,57.788224,122.583939,56.788224,6.9321112160784324,-4.1743794712150404,6.6929954349177845e-05,true
prague,36,130.67694,46.418416,122.67694,45.418416,6.9388077552290053,-5.4470308943868444,3.5724742375422181e-06,true
prague,37,131.048759,65.939488,123.048759,64.939488,6.9655805909020208,-3.2619878345005868,0.00054703128617312926,true
prague,38,131.420331,71.652344,123.420331,70.652344,6.99233564133434,-2.6225333847178307,0.0023848804599064109,true
prague,39,131.884575,75.564436,123.884575,74.564436,7.0257635412646398,-2.1846430130089125,0.0065366764205184672,true
prague,40,132.534436,79.007244,124.534436,78.007244,7.0725567975621981,-1.7992807886945468,0.015875200217472962,true
prague,41,133.277684,81.68738,125.277684,80.68738,7.1260743869492336,-1.4992863741280043,0.031674781366559809,true
prague,42,134.115541,83.904245,126.115541,82.904245,7.1864042995639386,-1.2511470566276772,0.0560858031514017,true
prague,43,135.143461,85.972039,127.143461,84.972039,7.2604197028784734,-1.0196936339378564,0.095566650786802917,true
prague,44,136.271215,87.741768,128.271215,86.741768,7.3416236556662202,-0.82160338206390993,0.15079835983489581,true
prague,45,137.597092,89.401283,129.597092,88.401283,7.4370934596397449,-0.63584966251781272,0.23128652842697103,true
prague,46,139.127857,90.947052,131.127857,89.947052,7.5473162287801205,-0.4628278210104762,0.34448647769191304,true
prague,47,140.871789,92.387252,132.871789,91.387252,7.6728880926733458,-0.30162258520948138,0.49931822131827813,true
prague,48,142.935925,93.799938,134.935925,92.799938,7.8215162529738071,-0.14349706115534827,0.7186260212630905,true
prague,49,145.526584,95.28983,137.526584,94.28983,8.008056714036373,0.023270326136704669,1.0550434026891147,true
prague,50,149.116132,97.075104,141.116132,96.075104,8.266522200588712,0.22310056925528857,1.6714776323501062,true
prague,51,156.939657,100.901527,148.939657,99.901527,8.8298552987056382,0.65140179268908183,4.4812770311145478,true
prague,52,159.78808,102.590683,151.78808,101.590683,9.0349560625349223,0.84047330448234936,6.925853558067562,true
prague,53,162.12847,104.234979,154.12847,103.234979,9.2034758984786773,1.0245235227899672,10.580922241319811,true
prague,54,164.151245,105.924109,156.151245,104.924109,9.3491258590199244,1.2135921243373458,16.352799966812292,true
prague,55,165.95261,107.714976,157.95261,106.714976,9.4788331874031524,1.4140484061198884,25.944685234158275,true
prague,56,167.580198,109.64599,159.580198,108.64599,9.596027698892275,1.6301916967774512,42.676785177051769,true
prague,57,169.02562,111.694794,161.02562,110.694794,9.7001053433487527,1.8595195206422068,72.363492744839661,true
prague,58,170.35738,113.956226,162.35738,112.956226,9.7959987528730004,2.1126473353956539,129.61263367607995,true
prague,59,171.594879,116.492192,163.594879,115.492192,9.8851048969176087,2.3965044365019619,249.17498254030662,true
prague,60,172.747275,119.366418,164.747275,118.366418,9.9680831974838568,2.718223836637601,522.66550290911812,true
prague,61,173.824401,122.653471,165.824401,121.653471,10.045641679963595,3.0861520090826544,1219.4163368424502,true
prague,62,175.031293,127.138973,167.031293,126.138973,10.132543966267088,3.58822561524557,3874.5887687558484,true
prague,63,175.843119,130.012782,167.843119,129.012782,10.190999516126245,3.9098983395144344,8126.4026950489115,true
prague,64,176.054832,130.311396,168.054832,129.311396,10.20624391557555,3.9433229612916048,8776.5324172455585,true
prague,65,176.19877,130.163646,168.19877,129.163646,10.216608174586259,3.9267849293588197,8448.6035111034926,true
prague,66,176.347224,129.41599,168.347224,128.41599,10.227297608281154,3.8430978985450235,6967.8356517230586,true
prague,67,176.50273,127.181379,168.50273,126.181379,10.238494821398742,3.5929722262922157,3917.1682549653024,true
prague,68,176.584147,124.51201,168.584147,123.51201,10.244357254362065,3.29418298932175,1968.7156303209963,true
prague,69,176.75701,117.620285,168.75701,116.620285,10.256804258665085,2.5227747448413935,333.25351960341368,true
prague,70,176.947911,133.291041,168.947911,132.291041,10.270550089574249,4.2768421772534539,18916.560653356795,true
prague,71,177.278711,142.376079,169.278711,141.376079,10.294369351205939,5.2937535041879027,196676.96784757814,true
prague,72,177.517225,144.101485,169.517225,143.101485,10.311543557278556,5.4868825703470812,306819.22622894158,true
prague,73,177.63078,143.479256,169.63078,142.479256,10.319720087673314,5.4172349015044086,261357.46042326128,true
prague,74,177.831762,139.575893,169.831762,138.575893,10.334191801220053,4.9803215888868033,95570.000633337419,true
prague,75,177.998061,131.452612,169.998061,130.452612,10.34616616455164,4.071062160277763,11777.745355363653,true
prague,76,178.137413,121.252528,170.137413,120.252528,10.356200208526547,2.9293409087780078,849.84731917493355,true
prague,77,178.309097,133.472861,170.309097,132.472861,10.368562318907367,4.2971937506275228,19824.112363408258,true
prague,78,178.528016,136.401381,170.528016,135.401381,10.384325586552919,4.6249904157767565,42168.71973263815,true
prague,79,178.732902,136.848839,170.732902,135.848839,10.399078407709721,4.6750755236791619,47323.354697715367,true
prague,80,178.879809,136.631679,170.879809,135.631679,10.409656449633927,4.6507682545453291,44747.44619856291,true
prague,81,179.164934,135.621893,171.164934,134.621893,10.430186881836876,4.5377403485332888,34493.745006083009,true
prague,82,179.857922,132.079673,171.857922,131.079673,10.480085498764394,4.1412506871258481,13843.652433743893,true
prague,83,181.948048,120.003434,173.948048,119.003434,10.630585069614456,2.7895266518639628,615.92332605197339,true
prague,84,184.921576,102.362748,176.921576,101.362748,10.844694021854963,0.81495996229216738,6.5307034316752324,true
prague,85,185.63879,99.753791,177.63879,98.753791,10.896337032471385,0.52293279357972955,3.3337481951760162,true
prague,86,186.289191,98.183425,178.289191,97.183425,10.943169171481401,0.34715774752788575,2.2241176037518611,true
prague,87,186.997339,97.059692,178.997339,96.059692,10.994159384558667,0.22137546503770453,1.6648513592947771,true
prague,88,187.892563,96.08743,179.892563,95.08743,11.05862000933185,0.1125477154401858,1.2958290609595595,true
prague,89,189.531719,94.706252,181.531719,93.706252,11.176647474927851,-0.042051038325363679,0.90771384929905508,true
prague,90,193.936173,91.035646,185.936173,90.035646,11.493790286810407,-0.45291127007272214,0.35244287065845503,true
prague,91,196.558564,88.548408,188.558564,87.548408,11.682615611265041,-0.73131412265097129,0.1856461201870292,true
prague,92,198.730283,86.185453,190.730283,85.185453,11.838990287962487,-0.99580566407725823,0.10097046025689893,true
prague,93,200.61123,83.808354,192.61123,82.808354,11.974427920091706,-1.2618803792677233,0.054716665203494469,true
prague,94,202.284957,81.323277,194.284957,80.323277,12.094944671340272,-1.5400413456394955,0.028837569510520696,true
prague,95,203.709856,78.814792,195.709856,77.814792,12.197544556708277,-1.8208224287725729,0.01510697711200003,true
prague,96,204.934917,76.234541,196.934917,75.234541,12.285755102275935,-2.1096364621573476,0.0077689716712760776,true
prague,97,206.024004,73.435893,198.024004,72.435893,12.364174836836616,-2.4228962252207977,0.0037766242267848397,true
prague,98,206.965203,70.387383,198.965203,69.387383,12.431945892545464,-2.7641236751525353,0.0017213783038706393,true
prague,99,207.748565,67.046149,199.748565,66.046149,12.488351891427946,-3.1381164642348152,0.00072758466285863168,true
prague,100,208.366047,63.380398,200.366047,62.380398,12.532813697083508,-3.5484332635284761,0.00028285687336403241,true
prague,101,208.811465,59.47416,200.811465,58.47416,12.564886030449484,-3.9856683821819998,0.00010335503010556992,true
prague,102,209.170399,54.274623,201.170399,53.274623,12.590731081400238,-4.5676657354252956,2.7060403279583005e-05,true
prague,103,209.350729,49.5715,201.350729,48.5715,12.603715747210526,-5.0940982116203237,8.0519633301654847e-06,true
prague,104,209.531631,36.849867,201.531631,35.849867,12.616741599894009,-6.5180628328803643,3.0334522784734531e-07,true
prague,105,209.622297,37.031345,201.622297,36.031345,12.62327000731571,-6.4977495404330012,3.1787067165089619e-07,true
prague,106,209.804056,49.286823,201.804056,48.286823,12.636357568303964,-5.125962829667901,7.4823353747243251e-06,true
prague,107,210.169281,56.41217,202.169281,55.41217,12.662655602854855,-4.3284046826751856,4.6945645755462048e-05,true
prague,108,210.628995,60.484608,202.628995,59.484608,12.695757320030646,-3.872566376832296,0.00013410149612887423,true
prague,109,211.185287,63.307965,203.185287,62.307965,12.735813138324529,-3.5565408727805057,0.00027762535521065883,true
prague,110,211.840609,65.397083,203.840609,64.397083,12.782999614053075,-3.3227006007307205,0.00047566303136506113,true
prague,111,212.502573,66.809148,204.502573,65.809148,12.830664347144857,-3.1646445867803452,0.0006844715685763019,true
prague,112,213.266864,67.930157,205.266864,66.930157,12.885697138232363,-3.0391672085134123,0.00091376136480064154,true
prague,113,214.038896,68.707251,206.038896,67.707251,12.941287320203456,-2.9521851077568932,0.0011163873126572858,true
prague,114,214.916266,69.297819,206.916266,68.297819,13.004462367294742,-2.886081334880541,0.0012999261044457551,true
prague,115,215.902095,69.700205,207.902095,68.700205,13.075447007183222,-2.8410412501610454,0.0014419783830209067,true
prague,116,216.899117,69.902594,208.899117,68.902594,13.147237599294925,-2.818387336490356,0.001519191995630215,true
prague,117,217.906445,69.9574,209.906445,68.9574,13.219770275174396,-2.8122527620192326,0.0015408034350072584,true
prague,118,219.025393,69.877595,211.025393,68.877595,13.300340151728985,-2.8211855379136219,0.0015094351602873938,true
prague,119,221.086271,69.462762,213.086271,68.462762,13.448733719664284,-2.867618846886705,0.0013563792994358806,true
prague,120,223.494567,68.694912,215.494567,67.694912,13.622143128704657,-2.9535662432967822,0.0011128426370471197,true
prague,121,227.997972,66.930729,219.997972,65.930729,13.946410909625055,-3.1510357173358781,0.00070625946753838311,true
prague,122,231.206279,65.777857,223.206279,64.777857,14.17742512917701,-3.280079601941047,0.00052471127697794229,true
prague,123,233.363803,65.22015,225.363803,64.22015,14.332777694571972,-3.3425051598099986,0.00045445913779314305,true
prague,124,235.221797,64.954233,227.221797,63.954233,14.466562595406655,-3.3722699235153821,0.00042435573559999694,true
prague,125,237.003656,64.921753,229.003656,63.921753,14.594865393809872,-3.3759054922272398,0.00042081819358939467,true
prague,126,238.704601,65.100797,230.704601,64.100797,14.717341977776369,-3.3558646435681965,0.00044069219250915924,true
prague,127,240.444129,65.480547,232.444129,64.480547,14.842596731547992,-3.3133582636935763,0.00048600611796898558,true
prague,128,242.609699,66.181295,234.609699,65.181295,14.99852864935858,-3.2349217641955375,0.00058220808996629989,true
prague,129,242.630136986,66.1891174571,234.630136986,65.1891174571,15.000000287033622,-3.2340461767530919,0.00058338307224386392,false
sphGR,0,34.311333,66.065269,26.311333,65.065269,0,-3.2479088484123455,0.00056505555865043165,true
sphGR,1,42.749678,66.060696,34.749678,65.060696,0.60760322640107411,-3.2484207158913896,0.00056438996607370855,true
sphGR,2,57.616811,66.038151,49.616811,65.038151,1.6781114810569184,-3.2509442348756501,0.00056112002143074468,true
sphGR,3,69.668493,66.00821,61.668493,65.00821,2.545893121504156,-3.2542956068830913,0.00055680662392098158,true
