variable,region,difference_128_256_rms,difference_256_512_rms,observed_order_rms,geometry,family
z4c_By,outer_or_nearest,2.3074494190931097e-05,9.58655814000294e-06,1.2672141805187795,cc_base,state
z4c_Bz,full,0.0,0.0,,cc_base,state
z4c_Bz,axis_or_nearest,0.0,0.0,,cc_base,state
z4c_Bz,core_r8,0.0,0.0,,cc_base,state
z4c_Bz,core_r8_mb_interior,0.0,0.0,,cc_base,state
z4c_Bz,outer_or_nearest,0.0,0.0,,cc_base,state
con_C,full,8.548925922517104e-07,4.998466517605325e-09,7.418113805036592,cc_base,constraints
con_C,axis_or_nearest,6.616738194625234e-10,2.8570218285653977e-10,1.2116081384038588,cc_base,constraints
con_C,core_r8,1.927479318206871e-06,1.120671244257199e-08,7.426208453103474,cc_base,constraints
con_C,core_r8_mb_interior,2.0089128945413683e-06,1.1680181942012953e-08,7.4262084534352075,cc_base,constraints
con_C,outer_or_nearest,6.885464507605691e-09,3.708975052839261e-09,0.8925334207443456,cc_base,constraints
con_H,full,0.00015517531586229744,1.1920413781066764e-05,3.702392861983731,cc_base,constraints
con_H,axis_or_nearest,4.918970465726179e-06,1.2207600446673871e-06,2.0105767440999958,cc_base,constraints
con_H,core_r8,0.00034972827895611894,2.65253831432825e-05,3.7207889615046232,cc_base,constraints
con_H,core_r8_mb_interior,0.0003645028320274063,2.764598421621702e-05,3.7207881850435527,cc_base,constraints
con_H,outer_or_nearest,2.802417897059259e-05,1.280477787574573e-05,1.1299898800067592,cc_base,constraints
con_M,full,3.3677853922365256e-07,1.968534478834542e-09,7.4185344157470805,cc_base,constraints
con_M,axis_or_nearest,2.6989905951987622e-11,1.891041140826944e-11,0.5132391992568325,cc_base,constraints
con_M,core_r8,7.593189251401362e-07,4.4379015264816e-09,7.418684500256476,cc_base,constraints
con_M,core_r8_mb_interior,7.913991944812159e-07,4.625397282818478e-09,7.4186845003011115,cc_base,constraints
con_M,outer_or_nearest,1.609877349699287e-11,2.5544280137035372e-11,-0.6660495005472852,cc_base,constraints
con_Z,full,3.494373806977499e-08,1.8996530717126496e-10,7.523154169793085,cc_base,constraints
con_Z,axis_or_nearest,5.995478779306625e-11,4.755220691814133e-11,0.3343626684126805,cc_base,constraints
con_Z,core_r8,7.877692684967956e-08,4.044276141616163e-10,7.605747819882624,cc_base,constraints
con_Z,core_r8_mb_interior,8.210515290662656e-08,4.2151417208471506e-10,7.605747819881792,cc_base,constraints
con_Z,outer_or_nearest,3.455940435301716e-10,3.3020023984716586e-10,0.06573718403309024,cc_base,constraints
con_Mx,full,0.0001667404434854855,1.2408117569810789e-05,3.7482479110282947,cc_base,constraints
con_Mx,axis_or_nearest,3.6695924287338105e-06,3.5224773522847166e-07,3.380957500011805,cc_base,constraints
con_Mx,core_r8,0.000375937589368449,2.7950626958518398e-05,3.7495406257148445,cc_base,constraints
con_Mx,core_r8_mb_interior,0.0003918196719944909,2.9131412785915895e-05,3.7495422578025916,cc_base,constraints
con_Mx,outer_or_nearest,4.651481139284143e-07,3.481253635374582e-07,0.41808324785874557,cc_base,constraints
con_My,full,0.00012114459509816514,8.69625251573813e-06,3.8001923967854956,cc_base,constraints
con_My,axis_or_nearest,7.552625177391531e-07,5.922077272917052e-07,0.3508748750878954,cc_base,constraints
con_My,core_r8,0.000273129616863881,1.95742902423262e-05,3.8025538596028596,cc_base,constraints
con_My,core_r8_mb_interior,0.00028466898456823685,2.040127872741176e-05,3.802553829718393,cc_base,constraints
con_My,outer_or_nearest,5.711216899360982e-07,4.629530891314635e-07,0.30293216286854896,cc_base,constraints
con_Mz,full,0.0,0.0,,cc_base,constraints
con_Mz,axis_or_nearest,0.0,0.0,,cc_base,constraints
con_Mz,core_r8,0.0,0.0,,cc_base,constraints
con_Mz,core_r8_mb_interior,0.0,0.0,,cc_base,constraints
con_Mz,outer_or_nearest,0.0,0.0,,cc_base,constraints
