kernel	calls	total_seconds	average_seconds	percent
Kokkos::View::initialization [ref_gh reference diagnostic] via memset	2	0.000844349	0.0004221745	0.0112194768237
Kokkos::View::initialization [] via memset	105	0.000831186	7.91605714286e-06	0.0110445705072
Kokkos::View::initialization [ref_gh reference evolution] via memset	2	0.000789778	0.000394889	0.0104943524146
ref_gh reference curvature	1	0.000582089	0.000582089	0.00773463821813
ref_gh reference Ricci	1	0.000481349	0.000481349	0.00639603286037
Kokkos::View::initialization [ref_gh reference table_mirror] via memset	1	0.000413855	0.000413855	0.00549919118857
ref_gh stationary initial RHS	1	0.000326133	0.000326133	0.00433356542727
ref_gh stationary trumpet error	1	0.000241032	0.000241032	0.00320276679166
Kokkos::View::initialization [ref_gh reference provider] via memset	2	0.000164252	8.2126e-05	0.00218253531093
Kokkos::View::initialization [u1 ref_gh] via memset	2	0.000130598	6.5299e-05	0.0017353502334
Kokkos::View::initialization [u_rhs ref_gh] via memset	2	0.000130192	6.5096e-05	0.00172995541729
ref_gh reference spatial frame	1	0.000120756	0.000120756	0.00160457244969
ref_gh stationary trumpet data	1	0.000114973	0.000114973	0.00152772953939
ref_gh stationary trumpet constraints	1	7.1193e-05	7.1193e-05	0.000945992964415
Kokkos::View::initialization [u0 ref_gh] via memset	2	6.8294e-05	3.4147e-05	0.00090747185133
ref_gh cache metric condition	1	5.6328e-05	5.6328e-05	0.000748470940957
Kokkos::View::initialization [mb_gid] via memset	1	5.1044e-05	5.1044e-05	0.000678258605138
Kokkos::View::initialization [u_con ref_gh] via memset	2	4.6671e-05	2.33355e-05	0.000620151386263
Kokkos::View::initialization [u_adm] via memset	2	3.3722e-05	1.6861e-05	0.000448088642788
Kokkos::View::initialization [uin] via memset	2	1.9968e-05	9.984e-06	0.000265329281157
Kokkos::View::initialization [ru] via memset	1	1.8636e-05	1.8636e-05	0.000247630032234
Kokkos::View::initialization [u_common_adm_constraints] via memset	2	1.813e-05	9.065e-06	0.000240906443679
Kokkos::View::initialization [ref_gh reference table] via memset	2	1.6356e-05	8.178e-06	0.000217334020563
Kokkos::View::initialization [recv_agg_offset] via memset	2	1.5925e-05	7.9625e-06	0.00021160701134
Kokkos::View::initialization [bin] via memset	2	1.5628e-05	7.814e-06	0.000207660557188
Kokkos::View::initialization [send_agg_offset] via memset	2	1.5118e-05	7.559e-06	0.000200883817735
Kokkos::View::initialization [iin] via memset	2	1.408e-05	7.04e-06	0.000187091159791
Kokkos::View::initialization [excision_floor] via memset	1	8.147e-06	8.147e-06	0.000108255090825
Kokkos::View::initialization [mb_lev] via memset	1	7.984e-06	7.984e-06	0.000106089191745
Kokkos::View::initialization [excision_flux] via memset	1	7.658e-06	7.658e-06	0.000101757393585
Kokkos::View::initialization [rank_recvbuf_vars] via memset	1	7.454e-06	7.454e-06	9.90466978039e-05
Kokkos::View::initialization [mbsize] via memset	1	7.366e-06	7.366e-06	9.78773780552e-05
Kokkos::View::initialization [mbbcs] via memset	1	7.295e-06	7.295e-06	9.69339496216e-05
Kokkos::View::initialization [rank_sendbuf_vars] via memset	1	7.145e-06	7.145e-06	9.4940790959e-05
Kokkos::View::initialization [coarse u0 ref_gh] via memset	1	6.962e-06	6.962e-06	9.25091373907e-05
Kokkos::View::initialization [DualView::modified_flags] via memset	8	3.805e-06	4.75625e-07	5.05597914065e-05
Kokkos::View::initialization [uin_mirror] via memset	2	9.23e-07	4.615e-07	1.22645696368e-05
Kokkos::View::initialization [bin_mirror] via memset	2	7.04e-07	3.52e-07	9.35455798953e-06
Kokkos::View::initialization [iin_mirror] via memset	2	6.17e-07	3.085e-07	8.19852596525e-06
Kokkos::View::initialization [_mirror] via memset	1	5.75e-07	5.75e-07	7.64044153974e-06
Kokkos::View::initialization [recv_agg_offset_mirror] via memset	1	5.19e-07	5.19e-07	6.89632897239e-06
Kokkos::View::initialization [mbbcs_mirror] via memset	1	4.75e-07	4.75e-07	6.31166909805e-06
Kokkos::View::initialization [mb_gid_mirror] via memset	1	4.65e-07	4.65e-07	6.17879185388e-06
Kokkos::View::initialization [mbsize_mirror] via memset	1	4.1e-07	4.1e-07	5.44796701095e-06
Kokkos::View::initialization [rank_sendhdr_vars] via memset	1	3.65e-07	3.65e-07	4.85001941218e-06
Kokkos::View::initialization [mb_lev_mirror] via memset	1	3.19e-07	3.19e-07	4.238784089e-06
Kokkos::View::initialization [rank_recvhdr_vars] via memset	1	2.99e-07	2.99e-07	3.97302960066e-06
Kokkos::View::initialization [send_agg_offset_mirror] via memset	1	2.88e-07	2.88e-07	3.82686463208e-06
