target_tau,n256_tau,n512_tau,variable,n256_eta4_rho_l2,n512_eta4_rho_l2,ratio_n512_over_n256_eta4_rho_l2,n256_eta4_z_l2,n512_eta4_z_l2,ratio_n512_over_n256_eta4_z_l2,n256_eta4_max_direction,n512_eta4_max_direction,ratio_n512_over_n256_eta4_max_direction,n256_fluctuation_rms,n512_fluctuation_rms,ratio_n512_over_n256_fluctuation_rms,n256_f2d_above_n256_nyquist_50,n512_f2d_above_n256_nyquist_50,ratio_n512_over_n256_f2d_above_n256_nyquist_50,n256_f2d_above_n256_nyquist_65,n512_f2d_above_n256_nyquist_65,ratio_n512_over_n256_f2d_above_n256_nyquist_65,n256_f2d_above_n256_nyquist_80,n512_f2d_above_n256_nyquist_80,ratio_n512_over_n256_f2d_above_n256_nyquist_80,n256_f2d_above_own_nyquist_50,n512_f2d_above_own_nyquist_50,ratio_n512_over_n256_f2d_above_own_nyquist_50,n256_d4_rho_seam_over_away,n512_d4_rho_seam_over_away,ratio_n512_over_n256_d4_rho_seam_over_away,n256_k90,n512_k90,ratio_n512_over_n256_k90,n256_k95,n512_k95,ratio_n512_over_n256_k95,n256_k99,n512_k99,ratio_n512_over_n256_k99
9.5,9.498910241098807,9.498815912691489,z4c_gxy,0.006199771207747578,0.0015700535172933447,0.2532437834691898,0.006082595669362753,0.0015558286687587907,0.25578367416320275,0.006199771207747578,0.0015700535172933447,0.2532437834691898,0.06752392423874817,0.06724475253693928,0.9958655883087923,3.904868505351636e-09,1.031500274380553e-08,2.64157492875081,3.578654850933032e-10,2.9600868151276148e-09,8.271506860617913,3.9699456029134625e-11,7.765100255889207e-10,19.559714496315912,3.904868505351636e-09,1.4488367913419698e-10,0.03710334392454787,0.7189459444733336,0.7522389226263119,1.0463080408324261,4.391519171645142,4.417027047448759,1.005808440042415,6.379838254917212,6.427826877357208,1.0075219183500472,6.9274974871930155,6.975791642712366,1.0069713710627297
9.5,9.498910241098807,9.498815912691489,z4c_gxz,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.5,9.498910241098807,9.498815912691489,z4c_gyy,0.008256172315301565,0.005381389189672125,0.6518019469746936,0.008280221861264302,0.0030728188127843556,0.3711034395297192,0.008280221861264302,0.005381389189672125,0.6499088164348344,0.07093895516401288,0.07084867678027974,0.9987273792865371,3.5031455868771167e-09,3.1072004975810314e-09,0.8869744121456707,6.606299870843316e-10,1.0761325488521077e-09,1.6289489879222447,1.2252260895485443e-10,3.688138619505485e-10,3.0101698380128714,3.5031455868771167e-09,1.0584349837899677e-10,0.030213845172604167,1.1974611646044415,1.034376841043186,0.8638082566835248,4.675858833249925,4.417027047448759,0.9446450812499686,4.675858833249925,4.694052836492142,1.0038910505836576,5.606417402869167,5.634830290256652,1.0050679222301473
9.5,9.498910241098807,9.498815912691489,z4c_gyz,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.5,9.498910241098807,9.498815912691489,z4c_gzz,0.009765121853194378,0.003716367347153853,0.3805756244545121,0.008814463774554302,0.003477712073244966,0.39454607361192706,0.009765121853194378,0.003716367347153853,0.3805756244545121,0.03754534320275306,0.037461485309586595,0.9977664901686046,7.927590352463079e-10,6.862697967735064e-10,0.8656726271940683,1.582987718870067e-10,2.4324020863805243e-10,1.5365893603500396,3.225452459314086e-11,8.559119217470939e-11,2.653618159137615,7.927590352463079e-10,2.5269849855526328e-11,0.0318758269941068,1.3341589617424943,1.1050244402538032,0.8282554567639923,4.391519171645142,4.417027047448759,1.005808440042415,5.606417402869167,5.634830290256652,1.0050679222301473,6.379838254917212,6.427826877357208,1.0075219183500472
9.5,9.498910241098807,9.498815912691489,z4c_Khat,0.011720159428946815,0.0033339233842811303,0.28446058302303484,0.13178847167932964,0.03242589081012322,0.24604497189270505,0.13178847167932964,0.03242589081012322,0.24604497189270505,0.0002784096331774729,0.00027098208219781763,0.973321501505228,5.341891867015586e-08,9.266692838015958e-08,1.734721156606467,6.644474321494644e-09,2.717894509267916e-08,4.090458293255226,1.2685202995211581e-09,7.310403406169181e-09,5.7629376596722315,5.341891867015586e-08,1.4379484417286816e-09,0.02691833675270623,1.3362450753342745,1.0738142912520452,0.8036057988714534,6.186520917838362,6.234478444333233,1.007751937984496,6.379838254917212,6.427826877357208,1.0075219183500472,6.379838254917212,6.427826877357208,1.0075219183500472
9.5,9.498910241098807,9.498815912691489,z4c_Axx,0.007666851703885942,0.0017760186811559546,0.23164901966941398,0.033766049930147986,0.00296048511583818,0.08767638269689679,0.033766049930147986,0.00296048511583818,0.08767638269689679,0.0004572140732177006,0.0004487228179555232,0.9814282723136252,1.4104433524947333e-08,1.7328136174283635e-08,1.2285595265938438,2.338586487628462e-09,5.2066516844459395e-09,2.226409718857973,5.134775579337056e-10,1.5513925062577687e-09,3.0213443261293746,1.4104433524947333e-08,3.816068151409938e-10,0.02705580585466432,1.0310937696517994,0.9301729753659626,0.9021225835552107,6.186520917838362,6.234478444333233,1.007751937984496,6.379838254917212,6.427826877357208,1.0075219183500472,6.379838254917212,6.427826877357208,1.0075219183500472
9.5,9.498910241098807,9.498815912691489,z4c_Axy,0.02842789541253098,0.004983735783196236,0.17531145766771786,0.06634872869671883,0.003267520788117973,0.049247677420525514,0.06634872869671883,0.004983735783196236,0.07511426188702088,0.00010596683581064187,0.00010499548979357566,0.9908334904063573,3.835290630116993e-08,7.216867871311828e-08,1.881700389180593,4.487911822113334e-09,2.140388861116053e-08,4.769231094447296,6.507809876417515e-10,5.871160833296425e-09,9.021715361679314,3.835290630116993e-08,1.193256702436203e-09,0.031112549673968346,0.8269057909139585,1.0508330974200755,1.2708014733560102,6.379838254917212,6.427826877357208,1.0075219183500472,6.9274974871930155,6.975791642712366,1.0069713710627297,6.9274974871930155,6.975791642712366,1.0069713710627297
9.5,9.498910241098807,9.498815912691489,z4c_Axz,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.5,9.498910241098807,9.498815912691489,z4c_Ayy,0.016678942141213786,0.005827815978332032,0.3494116071025546,0.014804965559482696,0.0029570780051322194,0.199735554483488,0.016678942141213786,0.005827815978332032,0.3494116071025546,0.0004967019929888215,0.0004959468018551442,0.9984795890809033,2.9844766189850534e-09,1.724209276245379e-09,0.5777258448859084,6.438247802052201e-10,7.026349036971437e-10,1.0913449206990413,1.2359220741001694e-10,2.828551176917127e-10,2.28861611600917,2.9844766189850534e-09,9.485166974129838e-11,0.03178167627044607,0.6612032778468964,1.057578822286429,1.5994760729714874,4.391519171645142,4.417027047448759,1.005808440042415,4.675858833249925,4.694052836492142,1.0038910505836576,5.606417402869167,5.634830290256652,1.0050679222301473
9.5,9.498910241098807,9.498815912691489,z4c_Ayz,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.5,9.498910241098807,9.498815912691489,z4c_Azz,0.004465402085798175,0.0012930076919673078,0.2895613132084134,0.007194483917868454,0.0024535560156339897,0.3410329418542807,0.007194483917868454,0.0024535560156339897,0.3410329418542807,0.00026384623547320553,0.0002596301310816351,0.9840206005440673,2.2312488132444575e-09,3.020045835603647e-09,1.353522663038283,3.551220369558733e-10,9.067772101833886e-10,2.5534242199001094,8.362480153877365e-11,2.587433107209335e-10,3.094097755209189,2.2312488132444575e-09,5.777839805616005e-11,0.025895094134367077,1.8980526382152556,1.589485044885648,0.8374293804518748,4.675858833249925,4.694052836492142,1.0038910505836576,6.186520917838362,6.234478444333233,1.007751937984496,6.379838254917212,6.427826877357208,1.0075219183500472
9.5,9.498910241098807,9.498815912691489,z4c_Gamx,0.013587934155981599,0.003399917927289219,0.2502159554395933,0.009563148856733919,0.0024099929016618647,0.2520083016343368,0.013587934155981599,0.003399917927289219,0.2502159554395933,0.1519875251607053,0.15177412603042292,0.9985959431206164,2.5151604791205315e-09,3.5458102117197148e-09,1.4097749392752734,4.0091624986011563e-10,1.0844065073422546e-09,2.704820539752671,8.877112568614798e-11,3.1650699582272715e-10,3.565427309570724,2.5151604791205315e-09,7.290683588661363e-11,0.028986951922887538,1.7063672197865105,1.895762096596557,1.1109930351532082,6.379838254917212,6.427826877357208,1.0075219183500472,6.379838254917212,6.427826877357208,1.0075219183500472,6.9274974871930155,6.975791642712366,1.0069713710627297
9.5,9.498910241098807,9.498815912691489,z4c_Gamy,0.010620395153706236,0.002666417767880697,0.251065777618471,0.012826158614391707,0.0032172845344175392,0.25083773179037067,0.012826158614391707,0.0032172845344175392,0.25083773179037067,0.187212332056685,0.1877526440136197,1.0028860916959845,6.063756802000493e-10,7.750998606263795e-10,1.278250243101218,9.820021520057827e-11,2.3779966666372434e-10,2.421579893465692,1.7833016797010457e-11,7.346476650886737e-11,4.119592738856337,6.063756802000493e-10,1.853043544106998e-11,0.030559331526878862,1.080871213539007,0.9404110456219449,0.8700491176398666,4.391519171645142,4.417027047448759,1.005808440042415,4.675858833249925,4.694052836492142,1.0038910505836576,6.379838254917212,6.427826877357208,1.0075219183500472
9.5,9.498910241098807,9.498815912691489,z4c_Gamz,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.5,9.498910241098807,9.498815912691489,z4c_Theta,0.7896212380021689,1.2998079391162427,1.6461157280988337,0.363551304104648,0.5144839898874457,1.4151619979868146,0.7896212380021689,1.2998079391162427,1.6461157280988337,7.091027937256404e-07,2.7503004478679666e-08,0.038785638305242495,5.0593939919785414e-08,3.0831556096850354e-07,6.0939227397060804,2.108356728905281e-08,2.5564118894308646e-08,1.212513923465991,9.836242685795755e-09,7.4078437558426594e-09,0.7531172209221841,5.0593939919785414e-08,1.999947782346299e-09,0.03952939394554235,0.5846228545182155,0.2790761901236405,0.47736106785224064,5.606417402869167,10.952789951815,1.9536165727171415,7.793098055416541,11.387747279281955,1.4612606178318233,18.226841394090286,14.42304990819325,0.7913082467963788
9.5,9.498910241098807,9.498815912691489,z4c_alpha,0.02000279016351231,0.07666798118102416,3.832864343139315,0.10354752364469785,0.42284103126511174,4.083545568081417,0.10354752364469785,0.42284103126511174,4.083545568081417,0.00018160758124629374,0.00017704710962963995,0.9748883191695122,5.154581332181234e-08,5.69214702652573e-08,1.1042889149868196,1.6247929639716116e-08,2.608516345178671e-08,1.6054453724383846,8.252596388904729e-09,1.5765921479333736e-08,1.9104195499649492,5.154581332181234e-08,1.1395732177572284e-08,0.22107968510315498,0.9145181972480799,1.0129044561293092,1.1075826147334062,6.186520917838362,6.234478444333233,1.007751937984496,6.379838254917212,6.427826877357208,1.0075219183500472,6.379838254917212,6.427826877357208,1.0075219183500472
