# Nx1 Nx2 Nx3 Ncycle region weighting sampled_volume cell_count C_rms H_rms M_rms Z_rms H_linf M_linf
0064 0128 0001 00231 box coordinate 5.1200000000000000e+02 11264 5.8824035153387500e-04 3.1736593638551525e-04 2.3974532996910480e-04 2.0502856291601152e-04 8.1309461009560491e-03 6.2335166360083464e-03
0064 0128 0001 00231 box proper 1.0563807038461846e+03 11264 8.4371312177693126e-04 4.6622997487661403e-04 3.4847546284579213e-04 2.8829494451849757e-04 8.1309461009560491e-03 6.2335166360083464e-03
0064 0128 0001 00231 r<=1 coordinate 1.6250000000000000e+00 104 1.5131478092892295e-05 1.0334928882347072e-05 9.4110829459805455e-06 2.6916061347569906e-06 2.3091491658155414e-05 2.5566375164827836e-05
0064 0128 0001 00231 r<=1 proper 6.9107168152897032e+00 104 1.5121667814565130e-05 1.0319004070576843e-05 9.4043366260954898e-06 2.6981835309268811e-06 2.3091491658155414e-05 2.5566375164827836e-05
