target_time	last_time	exit_status	hard_gate_passed	old_mode_recurrence	GH_RMS	reduction_RMS	curl_RMS	metric_error_RMS	GH_near_RMS	Q_Linf	Delta_Linf	effective_CFL	bad_state	GH_slope	GH_e_folding_time	GH_r_squared
3.0	1.280090959752213	143	0	1	0.020544346186939223	0.00024908663558388086	0.006300111786435433	0.0004249611326486916	0.023937645926689413	72317.59455010491	50854.76892066197	0.04999999999999999	0.0	25.91813844325348	0.038583017919649285	0.9970185385271276
