receiver_gid,fine_j,fine_i,rho,z,variable,current,preserved,difference,captured,current_minus_captured,distance_to_known_seam
20,2,37,4.046875,-2.046875,chi,0.43900763623242123,0.43900763736123316,-1.1288119328156654e-09,0.43900763623242128,-5.5511151231257827e-17,2.2647088664991797
20,2,37,4.046875,-2.046875,gxx,1.2779105661582841,1.2779105568898979,9.2683862806808293e-09,1.2779105661582841,0,2.2647088664991797
20,2,37,4.046875,-2.046875,gxy,0.079040417069772551,0.079040414251994387,2.8177781635774224e-09,0.079040417069772564,-1.3877787807814457e-17,2.2647088664991797
20,2,37,4.046875,-2.046875,gyy,1.2205570869440916,1.2205570914908204,-4.5467287712597226e-09,1.2205570869440916,0,2.2647088664991797
20,2,37,4.046875,-2.046875,gzz,0.64370136617785212,0.64370136825116642,-2.0733142980233765e-09,0.64370136617785212,0,2.2647088664991797
20,2,37,4.046875,-2.046875,Khat,0.065254191611905418,0.065260740779463727,-6.5491675583090325e-06,0.065254191611905418,0,2.2647088664991797
20,2,37,4.046875,-2.046875,Axx,0.0097656942150947997,0.0097671379789038525,-1.4437638090527422e-06,0.0097656942150947997,0,2.2647088664991797
20,2,37,4.046875,-2.046875,Axy,0.021684239608939056,0.021684176849104519,6.2759834537629011e-08,0.02168423960893906,-3.4694469519536142e-18,2.2647088664991797
20,2,37,4.046875,-2.046875,Ayy,-0.031318403927674716,-0.031318749068433224,3.4514075850783366e-07,-0.031318403927674716,0,2.2647088664991797
20,2,37,4.046875,-2.046875,Azz,0.013064910445842464,0.013064362865193441,5.4758064902370174e-07,0.013064910445842466,-1.7347234759768071e-18,2.2647088664991797
20,2,37,4.046875,-2.046875,Gamx,0.057888326166294975,0.05788836776885789,-4.1602562915465935e-08,0.057888326166294975,0,2.2647088664991797
20,2,37,4.046875,-2.046875,Gamy,-0.032109737717366631,-0.032109738184575305,4.6720867452609838e-10,-0.032109737717366631,0,2.2647088664991797
20,2,37,4.046875,-2.046875,Theta,0.00010272298314737643,0.00010072181722827836,2.0011659190980645e-06,0.00010272298314737643,0,2.2647088664991797
20,2,37,4.046875,-2.046875,alpha,0.68187622641713608,0.68187622656985214,-1.5271606201849863e-10,0.68187622641713608,0,2.2647088664991797
20,2,37,4.046875,-2.046875,betax,0.028929416682028166,0.028929410333570039,6.3484581272477136e-09,0.02892941668202817,-3.4694469519536142e-18,2.2647088664991797
20,2,37,4.046875,-2.046875,betay,-0.012667176794449278,-0.012667173252022813,-3.5424264650113502e-09,-0.012667176794449276,-1.7347234759768071e-18,2.2647088664991797
20,2,37,4.046875,-2.046875,Bx,0.0030570794739720078,0.0030570793382229534,1.3574905435853601e-10,0.0030570794739720078,0,2.2647088664991797
20,2,37,4.046875,-2.046875,By,-0.0012273044268660417,-0.0012273043724160093,-5.4450032373545842e-11,-0.0012273044268660417,0,2.2647088664991797
20,3,36,4.015625,-2.015625,chi,0.4380411944972617,0.43804119290396043,1.5933012686986103e-09,0.4380411944972617,0,2.2521690933409064
20,3,36,4.015625,-2.015625,gxx,1.2810561202662751,1.2810561290231324,-8.7568572393337263e-09,1.2810561202662749,2.2204460492503131e-16,2.2521690933409064
20,3,36,4.015625,-2.015625,gxy,0.078397938298555792,0.078397942740654591,-4.4420987999060912e-09,0.078397938298555792,0,2.2521690933409064
20,3,36,4.015625,-2.015625,gyy,1.2194952275210851,1.2194952249385334,2.5825517280253507e-09,1.2194952275210853,-2.2204460492503131e-16,2.2521690933409064
20,3,36,4.015625,-2.015625,gzz,0.64263404399816648,0.64263404117966894,2.8184975464640161e-09,0.64263404399816648,0,2.2521690933409064
20,3,36,4.015625,-2.015625,Khat,0.066504193878661536,0.066495849873976429,8.3440046851068761e-06,0.066504193878661536,0,2.2521690933409064
20,3,36,4.015625,-2.015625,Axx,0.012205257229286217,0.012203026430259251,2.2307990269667538e-06,0.012205257229286217,0,2.2521690933409064
20,3,36,4.015625,-2.015625,Axy,0.020218855778512641,0.020218964934047311,-1.0915553467008565e-07,0.020218855778512637,3.4694469519536142e-18,2.2521690933409064
20,3,36,4.015625,-2.015625,Ayy,-0.030751410364907143,-0.030750767976757874,-6.4238814926828591e-07,-0.030751410364907149,6.9388939039072284e-18,2.2521690933409064
20,3,36,4.015625,-2.015625,Azz,0.011431039820511499,0.01143183031502955,-7.9049451805028592e-07,0.011431039820511499,0,2.2521690933409064
20,3,36,4.015625,-2.015625,Gamx,0.057837648002748168,0.057837587326186518,6.0676561650097049e-08,0.057837648002748168,0,2.2521690933409064
20,3,36,4.015625,-2.015625,Gamy,-0.03240412128339077,-0.032404121369537187,8.6146416389265568e-11,-0.03240412128339077,0,2.2521690933409064
20,3,36,4.015625,-2.015625,Theta,7.3427757960431751e-05,7.5760540489753397e-05,-2.3327825293216459e-06,7.3427757960431764e-05,-1.3552527156068805e-20,2.2521690933409064
20,3,36,4.015625,-2.015625,alpha,0.68117338855436449,0.68117338831795682,2.3640767121690942e-10,0.68117338855436438,1.1102230246251565e-16,2.2521690933409064
20,3,36,4.015625,-2.015625,betax,0.029005847275476376,0.029005850621668459,-3.3461920838362413e-09,0.029005847275476379,-3.4694469519536142e-18,2.2521690933409064
20,3,36,4.015625,-2.015625,betay,-0.012844632073824871,-0.012844636744084856,4.6702599842962655e-09,-0.012844632073824871,0,2.2521690933409064
20,3,36,4.015625,-2.015625,Bx,0.003062963147814712,0.0030629631849867622,-3.7172050160183545e-11,0.0030629631478147124,-4.3368086899420177e-19,2.2521690933409064
20,3,36,4.015625,-2.015625,By,-0.0012143127066917279,-0.001214312776262735,6.9571007158333864e-11,-0.0012143127066917279,0,2.2521690933409064
20,3,37,4.046875,-2.015625,chi,0.43947289516074783,0.43947289323388672,1.9268611151090909e-09,0.43947289516074789,-5.5511151231257827e-17,2.2371595411369301
20,3,37,4.046875,-2.015625,gxx,1.277548602977677,1.2775486187491787,-1.5771501660211129e-08,1.277548602977677,0,2.2371595411369301
20,3,37,4.046875,-2.015625,gxy,0.07554747737997454,0.075547482013048908,-4.6330743685984999e-09,0.07554747737997454,0,2.2371595411369301
20,3,37,4.046875,-2.015625,gyy,1.2206794831889973,1.2206794755932533,7.5957440337504067e-09,1.2206794831889973,0,2.2371595411369301
20,3,37,4.046875,-2.015625,gzz,0.64359598646376037,0.64359598285168151,3.6120788582394425e-09,0.64359598646376048,-1.1102230246251565e-16,2.2371595411369301
20,3,37,4.046875,-2.015625,Khat,0.066148127433110909,0.066136764323127165,1.1363109983744679e-05,0.066148127433110895,1.3877787807814457e-17,2.2371595411369301
20,3,37,4.046875,-2.015625,Axx,0.016083119145480933,0.016080619307043572,2.4998384373607629e-06,0.016083119145480933,0,2.2371595411369301
20,3,37,4.046875,-2.015625,Axy,0.017954093802406815,0.017954195754602838,-1.0195219602229799e-07,0.017954093802406815,0,2.2371595411369301
20,3,37,4.046875,-2.015625,Ayy,-0.028858918880072797,-0.028858291689611466,-6.2719046133030698e-07,-0.028858918880072797,0,2.2371595411369301
20,3,37,4.046875,-2.015625,Azz,0.008263142531638689,0.0082640748828219264,-9.3235118323736765e-07,0.008263142531638689,0,2.2371595411369301
20,3,37,4.046875,-2.015625,Gamx,0.057079024056004055,0.05707894984880995,7.4207194104836116e-08,0.057079024056004055,0,2.2371595411369301
20,3,37,4.046875,-2.015625,Gamy,-0.033390078688840114,-0.033390077899087441,-7.8975267298053708e-10,-0.033390078688840114,0,2.2371595411369301
20,3,37,4.046875,-2.015625,Theta,9.8009522761909108e-05,0.00010152430816620321,-3.5147854042940989e-06,9.8009522761909122e-05,-1.3552527156068805e-20,2.2371595411369301
20,3,37,4.046875,-2.015625,alpha,0.68167534218778603,0.68167534185644496,3.3134106569576716e-10,0.68167534218778592,1.1102230246251565e-16,2.2371595411369301
20,3,37,4.046875,-2.015625,betax,0.028649513486530779,0.028649524014823735,-1.0528292956196728e-08,0.028649513486530779,0,2.2371595411369301
20,3,37,4.046875,-2.015625,betay,-0.013360661840212146,-0.013360667833171276,5.9929591306878693e-09,-0.013360661840212146,0,2.2371595411369301
20,3,37,4.046875,-2.015625,Bx,0.0030614274033022894,0.0030614276988763641,-2.95574074764271e-10,0.0030614274033022889,4.3368086899420177e-19,2.2371595411369301
20,3,37,4.046875,-2.015625,By,-0.0012101498134731645,-0.0012101499343434112,1.2087024675415392e-10,-0.0012101498134731643,-2.1684043449710089e-19,2.2371595411369301
20,2,38,4.078125,-2.046875,chi,0.44041506962114496,0.44041507039628591,-7.7514095142561246e-10,0.44041506962114496,0,2.2502170034243365
20,2,38,4.078125,-2.046875,gxx,1.2746156466704821,1.2746156334801524,1.3190329717360783e-08,1.2746156466704821,0,2.2502170034243365
20,2,38,4.078125,-2.046875,gxy,0.076179859838335487,0.076179858829015318,1.0093201691097065e-09,0.076179859838335487,0,2.2502170034243365
20,2,38,4.078125,-2.046875,gyy,1.221722908729165,1.2217229177770441,-9.0478791126002989e-09,1.221722908729165,0,2.2502170034243365
20,2,38,4.078125,-2.046875,gzz,0.64456915214735533,0.64456915382156155,-1.674206218105212e-09,0.64456915214735544,-1.1102230246251565e-16,2.2502170034243365
20,2,38,4.078125,-2.046875,Khat,0.064861915563144398,0.06486800353227154,-6.0879691271414904e-06,0.064861915563144398,0,2.2502170034243365
20,2,38,4.078125,-2.046875,Axx,0.013586970683462022,0.013587697787486053,-7.2710402403142194e-07,0.013586970683462022,0,2.2502170034243365
20,2,38,4.078125,-2.046875,Axy,0.019539579282432332,0.01953957493643322,4.3459991126704178e-09,0.019539579282432332,0,2.2502170034243365
20,2,38,4.078125,-2.046875,Ayy,-0.029531237837585222,-0.029531275730235122,3.789264989978447e-08,-0.029531237837585222,0,2.2502170034243365
20,2,38,4.078125,-2.046875,Azz,0.0099790799733625382,0.009978735773015333,3.4420034720518411e-07,0.0099790799733625382,0,2.2502170034243365
20,2,38,4.078125,-2.046875,Gamx,0.057156429087111264,0.057156458403025308,-2.9315914043537283e-08,0.057156429087111257,6.9388939039072284e-18,2.2502170034243365
20,2,38,4.078125,-2.046875,Gamy,-0.033065258559707766,-0.033065259753489555,1.193781788699777e-09,-0.033065258559707766,0,2.2502170034243365
20,2,38,4.078125,-2.046875,Theta,0.00011065053814294102,0.00010840368090986725,2.2468572330737696e-06,0.00011065053814294104,-1.3552527156068805e-20,2.2502170034243365
20,2,38,4.078125,-2.046875,alpha,0.68237726267205168,0.68237726282176203,-1.4971035522393095e-10,0.68237726267205168,0,2.2502170034243365
20,2,38,4.078125,-2.046875,betax,0.028590616793897135,0.028590604063844272,1.2730052862536256e-08,0.028590616793897142,-6.9388939039072284e-18,2.2502170034243365
20,2,38,4.078125,-2.046875,betay,-0.013169631691967656,-0.013169628807321827,-2.8846458294956578e-09,-0.013169631691967656,0,2.2502170034243365
20,2,38,4.078125,-2.046875,Bx,0.0030556642585814783,0.0030556638523236996,4.0625777871991509e-10,0.0030556642585814779,4.3368086899420177e-19,2.2502170034243365
20,2,38,4.078125,-2.046875,By,-0.0012228841604295401,-0.0012228840810882145,-7.9341325610188251e-11,-0.0012228841604295401,0,2.2502170034243365
20,2,39,4.109375,-2.046875,chi,0.44180556629842876,0.44180556671579202,-4.1736325506747107e-10,0.44180556629842876,0,2.2360679774997898
20,2,39,4.109375,-2.046875,gxx,1.2712360574574673,1.2712360466374157,1.0820051521420737e-08,1.2712360574574673,0,2.2360679774997898
20,2,39,4.109375,-2.046875,gxy,0.073492825128942285,0.073492825089652797,3.9289488329430355e-11,0.073492825128942271,1.3877787807814457e-17,2.2360679774997898
20,2,39,4.109375,-2.046875,gyy,1.2227175792133507,1.2227175873126666,-8.0993158846354163e-09,1.2227175792133504,2.2204460492503131e-16,2.2360679774997898
20,2,39,4.109375,-2.046875,gzz,0.64559382230458595,0.64559382334247339,-1.0378874426564266e-09,0.64559382230458595,0,2.2360679774997898
20,2,39,4.109375,-2.046875,Khat,0.064477064287217056,0.06448120871058749,-4.1444233704335254e-06,0.064477064287217042,1.3877787807814457e-17,2.2360679774997898
20,2,39,4.109375,-2.046875,Axx,0.017251536574222952,0.017251784107702221,-2.4753347926953495e-07,0.017251536574222952,0,2.2360679774997898
20,2,39,4.109375,-2.046875,Axy,0.017570442718840611,0.017570461485423836,-1.87665832249162e-08,0.017570442718840611,0,2.2360679774997898
20,2,39,4.109375,-2.046875,Ayy,-0.02797900453180175,-0.027978916482362223,-8.8049439527643214e-08,-0.027979004531801747,-3.4694469519536142e-18,2.2360679774997898
20,2,39,4.109375,-2.046875,Azz,0.0071092864446314829,0.007109118444809861,1.6799982162189753e-07,0.0071092864446314829,0,2.2360679774997898
20,2,39,4.109375,-2.046875,Gamx,0.056474450059060016,0.056474466251182361,-1.619212234432732e-08,0.056474450059060023,-6.9388939039072284e-18,2.2360679774997898
20,2,39,4.109375,-2.046875,Gamy,-0.034010290622261942,-0.034010291740518978,1.1182570355816601e-09,-0.034010290622261942,0,2.2360679774997898
20,2,39,4.109375,-2.046875,Theta,0.00011826739346788537,0.00011658227249686813,1.6851209710172423e-06,0.00011826739346788539,-1.3552527156068805e-20,2.2360679774997898
20,2,39,4.109375,-2.046875,alpha,0.68287813830051325,0.68287813840554734,-1.0503409253459495e-10,0.68287813830051325,0,2.2360679774997898
20,2,39,4.109375,-2.046875,betax,0.028265704217235958,0.028265692803589013,1.1413646944236078e-08,0.028265704217235958,0,2.2360679774997898
20,2,39,4.109375,-2.046875,betay,-0.013662861379026874,-0.013662859579577786,-1.7994490879996716e-09,-0.013662861379026874,0,2.2360679774997898
20,2,39,4.109375,-2.046875,Bx,0.0030543483262283622,0.0030543479369773748,3.8925098734543528e-10,0.0030543483262283617,4.3368086899420177e-19,2.2360679774997898
20,2,39,4.109375,-2.046875,By,-0.0012184722805020944,-0.0012184722149318915,-6.5570202913145526e-11,-0.0012184722805020944,0,2.2360679774997898
20,3,38,4.078125,-2.015625,chi,0.44088738942428096,0.44088738810428002,1.3200009418845582e-09,0.44088738942428096,0,2.2224880483368183
20,3,38,4.078125,-2.015625,gxx,1.2739581814357244,1.2739582036949337,-2.2259209364605681e-08,1.2739581814357248,-4.4408920985006262e-16,2.2224880483368183
20,3,38,4.078125,-2.015625,gxy,0.072878183137762315,0.072878184677928781,-1.5401664665848358e-09,0.072878183137762301,1.3877787807814457e-17,2.2224880483368183
20,3,38,4.078125,-2.015625,gyy,1.2216822486633281,1.2216822335720594,1.509126867915711e-08,1.2216822486633283,-2.2204460492503131e-16,2.2224880483368183
20,3,38,4.078125,-2.015625,gzz,0.6447200493316082,0.64472004640719627,2.9244119348348363e-09,0.6447200493316082,0,2.2224880483368183
20,3,38,4.078125,-2.015625,Khat,0.065775530049003175,0.065764932999979167,1.0597049024008154e-05,0.065775530049003175,0,2.2224880483368183
20,3,38,4.078125,-2.015625,Axx,0.01974361791548029,0.019742343089070583,1.2748264097070527e-06,0.01974361791548029,0,2.2224880483368183
20,3,38,4.078125,-2.015625,Axy,0.015892352255057231,0.015892355652174551,-3.3971173200864069e-09,0.015892352255057227,3.4694469519536142e-18,2.2224880483368183
20,3,38,4.078125,-2.015625,Ayy,-0.02719274988444367,-0.027192651141492927,-9.8742950743052615e-08,-0.027192749884443666,-3.4694469519536142e-18,2.2224880483368183
20,3,38,4.078125,-2.015625,Azz,0.0053362704232093527,0.005336856881917415,-5.8645870806232209e-07,0.0053362704232093527,0,2.2224880483368183
20,3,38,4.078125,-2.015625,Gamx,0.056370846435241879,0.056370793769105025,5.2666136854395695e-08,0.056370846435241879,0,2.2224880483368183
20,3,38,4.078125,-2.015625,Gamy,-0.034363081767604817,-0.034363079250290682,-2.5173141349199568e-09,-0.034363081767604817,0,2.2224880483368183
20,3,38,4.078125,-2.015625,Theta,9.8200396136882793e-05,0.00010214167557995088,-3.9412794430680861e-06,9.8200396136882793e-05,0,2.2224880483368183
20,3,38,4.078125,-2.015625,alpha,0.6821771034834514,0.68217710315600488,3.2744651434768457e-10,0.68217710348345151,-1.1102230246251565e-16,2.2224880483368183
20,3,38,4.078125,-2.015625,betax,0.028307837575393721,0.028307859117159068,-2.154176534721608e-08,0.028307837575393721,0,2.2224880483368183
20,3,38,4.078125,-2.015625,betay,-0.013867964395081978,-0.013867969263233807,4.8681518295679016e-09,-0.013867964395081976,-1.7347234759768071e-18,2.2224880483368183
20,3,38,4.078125,-2.015625,Bx,0.0030600157486968703,0.0030600165052465217,-7.5654965148511111e-10,0.0030600157486968703,0,2.2224880483368183
20,3,38,4.078125,-2.015625,By,-0.0012059661206796639,-0.0012059662846939355,1.6401427156524651e-10,-0.0012059661206796637,-2.1684043449710089e-19,2.2224880483368183
20,3,39,4.109375,-2.015625,chi,0.44228428350102911,0.44228428279201004,7.0901906568110462e-10,0.44228428350102905,5.5511151231257827e-17,2.2081613533661892
20,3,39,4.109375,-2.015625,gxx,1.2703018418872707,1.2703018600976448,-1.821037409754922e-08,1.2703018418872709,-2.2204460492503131e-16,2.2081613533661892
20,3,39,4.109375,-2.015625,gxy,0.070373417835969274,0.070373417771259425,6.470984859063833e-11,0.07037341783596926,1.3877787807814457e-17,2.2081613533661892
20,3,39,4.109375,-2.015625,gyy,1.2225251966587738,1.2225251831541712,1.350460254734287e-08,1.2225251966587738,0,2.2081613533661892
20,3,39,4.109375,-2.015625,gzz,0.6459850532760878,0.64598505145961926,1.8164685311461426e-09,0.64598505327608791,-1.1102230246251565e-16,2.2081613533661892
20,3,39,4.109375,-2.015625,Khat,0.065406233114913073,0.065399005370483584,7.2277444294888138e-06,0.065406233114913073,0,2.2081613533661892
20,3,39,4.109375,-2.015625,Axx,0.023230182389035403,0.023229736607534454,4.4578150094898294e-07,0.023230182389035403,0,2.2081613533661892
20,3,39,4.109375,-2.015625,Axy,0.014021279429638754,0.014021244976344455,3.4453294299116588e-08,0.014021279429638754,0,2.2081613533661892
20,3,39,4.109375,-2.015625,Ayy,-0.025767030709683433,-0.025767158345049591,1.2763536615806315e-07,-0.025767030709683426,-6.9388939039072284e-18,2.2081613533661892
20,3,39,4.109375,-2.015625,Azz,0.0026313283222493184,0.0026316148020178267,-2.8647976850829093e-07,0.0026313283222493176,8.6736173798840355e-19,2.2081613533661892
20,3,39,4.109375,-2.015625,Gamx,0.055713407744614522,0.05571337845645058,2.9288163942708945e-08,0.055713407744614522,0,2.2081613533661892
20,3,39,4.109375,-2.015625,Gamy,-0.035326112456362212,-0.03532611002520479,-2.4311574212121378e-09,-0.035326112456362219,6.9388939039072284e-18,2.2081613533661892
20,3,39,4.109375,-2.015625,Theta,0.00010053128067600031,0.00010348552594753549,-2.9542452715351775e-06,0.00010053128067600032,-1.3552527156068805e-20,2.2081613533661892
20,3,39,4.109375,-2.015625,alpha,0.68267870971338085,0.68267870948264808,2.3073276622653793e-10,0.68267870971338096,-1.1102230246251565e-16,2.2081613533661892
20,3,39,4.109375,-2.015625,betax,0.027981811471949402,0.02798183086634411,-1.9394394708271978e-08,0.027981811471949402,0,2.2081613533661892
20,3,39,4.109375,-2.015625,betay,-0.014366498125139959,-0.014366501156395017,3.0312550577255015e-09,-0.014366498125139959,0,2.2081613533661892
20,3,39,4.109375,-2.015625,Bx,0.0030587193720080638,0.0030587200808873836,-7.0887931982732688e-10,0.0030587193720080642,-4.3368086899420177e-19,2.2081613533661892
20,3,39,4.109375,-2.015625,By,-0.0012017678929157492,-0.0012017680253537642,1.3243801498183383e-10,-0.0012017678929157492,0,2.2081613533661892
21,0,0,1.890625,-1.109375,chi,0.38217864336504398,0.38217864340331348,-3.8269498681131608e-11,0.38217864336504404,-5.5511151231257827e-17,3.3895807723817408
21,0,0,1.890625,-1.109375,gxx,1.3104135916505995,1.3104135918563848,-2.0578538872939589e-10,1.3104135916505995,0,3.3895807723817408
21,0,0,1.890625,-1.109375,gxy,0.15796978587333174,0.15796978590053512,-2.7203378438755976e-11,0.15796978587333174,0,3.3895807723817408
21,0,0,1.890625,-1.109375,gyy,0.64205086048746629,0.64205086034613912,1.4132717218728885e-10,0.64205086048746618,1.1102230246251565e-16,3.3895807723817408
21,0,0,1.890625,-1.109375,gzz,1.2248932061997142,1.2248932062926783,-9.2964080877777633e-11,1.2248932061997142,0,3.3895807723817408
21,0,0,1.890625,-1.109375,Khat,-0.0045505601826980342,-0.0045505614834589151,1.3007608809512128e-09,-0.004550560182698035,8.6736173798840355e-19,3.3895807723817408
21,0,0,1.890625,-1.109375,Axx,-0.10078248329979927,-0.10078247940027539,-3.8995238843542168e-09,-0.10078248329979926,-1.3877787807814457e-17,3.3895807723817408
21,0,0,1.890625,-1.109375,Axy,-0.015603269964910084,-0.015603270043845556,7.8935472741514801e-11,-0.015603269964910085,1.7347234759768071e-18,3.3895807723817408
21,0,0,1.890625,-1.109375,Ayy,0.0025262156086557365,0.0025262128107826007,2.7978731358645204e-09,0.0025262156086557365,0,3.3895807723817408
21,0,0,1.890625,-1.109375,Azz,0.084721773940730979,0.084721775797185192,-1.8564542125787398e-09,0.084721773940730993,-1.3877787807814457e-17,3.3895807723817408
21,0,0,1.890625,-1.109375,Gamx,0.052631906148296353,0.052631907968257029,-1.8199606752200559e-09,0.052631906148296353,0,3.3895807723817408
21,0,0,1.890625,-1.109375,Gamy,0.021412664137061152,0.021412659029789626,5.1072715258337897e-09,0.021412664137061152,0,3.3895807723817408
21,0,0,1.890625,-1.109375,Theta,-3.6819747664239467e-05,-3.6821983131892626e-05,2.235467653158719e-09,-3.6819747664239467e-05,0,3.3895807723817408
21,0,0,1.890625,-1.109375,alpha,0.63989563297868624,0.63989563299682295,-1.813671435257902e-11,0.63989563297868624,0,3.3895807723817408
21,0,0,1.890625,-1.109375,betax,0.017729402491007219,0.017729402515445174,-2.4437955131739741e-11,0.017729402491007219,0,3.3895807723817408
21,0,0,1.890625,-1.109375,betay,0.0094719977148878393,0.0094719974489760293,2.6591180993240648e-10,0.0094719977148878358,3.4694469519536142e-18,3.3895807723817408
21,0,0,1.890625,-1.109375,Bx,0.0032809355056991761,0.0032809355134899997,-7.7908235418533422e-12,0.0032809355056991761,0,3.3895807723817408
21,0,0,1.890625,-1.109375,By,-0.0011575932109586528,-0.0011575931892695774,-2.1689075448833028e-11,-0.0011575932109586528,0,3.3895807723817408
21,0,1,1.921875,-1.109375,chi,0.38156017207500875,0.381560172025805,4.9203752183757388e-11,0.38156017207500875,0,3.3599200139289032
21,0,1,1.921875,-1.109375,gxx,1.3200380941493521,1.3200380938847709,2.6458124580130971e-10,1.3200380941493521,0,3.3599200139289032
21,0,1,1.921875,-1.109375,gxy,0.16167691675313117,0.16167691671815543,3.4975744522824925e-11,0.16167691675313114,2.7755575615628914e-17,3.3599200139289032
21,0,1,1.921875,-1.109375,gyy,0.64385143209445606,0.64385143227616248,-1.8170642768211565e-10,0.64385143209445606,0,3.3599200139289032
21,0,1,1.921875,-1.109375,gzz,1.2139325320917602,1.2139325319722354,1.1952483447430495e-10,1.21393253209176,2.2204460492503131e-16,3.3599200139289032
21,0,1,1.921875,-1.109375,Khat,-0.0045207685728412836,-0.0045207669004344369,-1.6724068466894559e-09,-0.0045207685728412836,0,3.3599200139289032
21,0,1,1.921875,-1.109375,Axx,-0.099382921998230289,-0.099382927011903821,5.0136735318950798e-09,-0.099382921998230289,0,3.3599200139289032
21,0,1,1.921875,-1.109375,Axy,-0.014243349297889991,-0.014243349196401526,-1.0148846520119381e-10,-0.014243349297889993,1.7347234759768071e-18,3.3599200139289032
21,0,1,1.921875,-1.109375,Ayy,-0.0034848102806415695,-0.0034848066833761109,-3.5972654586005626e-09,-0.0034848102806415695,0,3.3599200139289032
21,0,1,1.921875,-1.109375,Azz,0.094286192792050361,0.094286190405180659,2.3868697018869511e-09,0.094286192792050347,1.3877787807814457e-17,3.3599200139289032
21,0,1,1.921875,-1.109375,Gamx,0.055580029814225794,0.055580027474276351,2.339949442542455e-09,0.05558002981422578,1.3877787807814457e-17,3.3599200139289032
21,0,1,1.921875,-1.109375,Gamy,0.021409705061160803,0.021409711627652765,-6.5664919612906658e-09,0.021409705061160803,0,3.3599200139289032
21,0,1,1.921875,-1.109375,Theta,-8.7166201075048358e-06,-8.7137459348079247e-06,-2.8741726969110928e-09,-8.7166201075048375e-06,1.6940658945086007e-21,3.3599200139289032
21,0,1,1.921875,-1.109375,alpha,0.64043589438346171,0.64043589436014314,2.3318569297714475e-11,0.64043589438346182,-1.1102230246251565e-16,3.3599200139289032
21,0,1,1.921875,-1.109375,betax,0.018789321983955973,0.018789321952535749,3.1420224061440294e-11,0.018789321983955977,-3.4694469519536142e-18,3.3599200139289032
21,0,1,1.921875,-1.109375,betay,0.0094898545414221179,0.0094898548833087324,-3.4188661450496038e-10,0.0094898545414221162,1.7347234759768071e-18,3.3599200139289032
21,0,1,1.921875,-1.109375,Bx,0.0032877134798601497,0.0032877134698433771,1.0016772567650323e-11,0.0032877134798601497,0,3.3599200139289032
21,0,1,1.921875,-1.109375,By,-0.0011406972800893846,-0.0011406973079753388,2.7885954179476813e-11,-0.0011406972800893846,0,3.3599200139289032
21,1,0,1.890625,-1.078125,chi,0.38154789105838766,0.38154789111401893,-5.5631277362522269e-11,0.3815478910583876,5.5511151231257827e-17,3.3799154020478088
21,1,0,1.890625,-1.078125,gxx,1.3162069341302649,1.3162069344162983,-2.8603341917232683e-10,1.3162069341302649,0,3.3799154020478088
21,1,0,1.890625,-1.078125,gxy,0.15506081341576372,0.15506081345142025,-3.5656533281525071e-11,0.15506081341576372,0,3.3799154020478088
21,1,0,1.890625,-1.078125,gyy,0.63919956187538152,0.63919956167368475,2.0169677039660883e-10,0.63919956187538152,0,3.3799154020478088
21,1,0,1.890625,-1.078125,gzz,1.2235783220952667,1.2235783222317125,-1.3644574359261696e-10,1.2235783220952665,2.2204460492503131e-16,3.3799154020478088
21,1,0,1.890625,-1.078125,Khat,-0.0044596388162380209,-0.0044596444859885823,5.6697505614045074e-09,-0.0044596388162380209,0,3.3799154020478088
21,1,0,1.890625,-1.078125,Axx,-0.10092877061211113,-0.1009287625723102,-8.039800922232665e-09,-0.10092877061211113,0,3.3799154020478088
21,1,0,1.890625,-1.078125,Axy,-0.014909997804680726,-0.014909997432707045,-3.7197368102370731e-10,-0.014909997804680726,0,3.3799154020478088
21,1,0,1.890625,-1.078125,Ayy,0.0012934093462603285,0.0012934032042722272,6.1419881012755861e-09,0.0012934093462603285,0,3.3799154020478088
21,1,0,1.890625,-1.078125,Azz,0.087114953088364894,0.087114957685905686,-4.597540792516952e-09,0.087114953088364894,0,3.3799154020478088
21,1,0,1.890625,-1.078125,Gamx,0.053670733700996585,0.05367073582613572,-2.125139134112608e-09,0.053670733700996585,0,3.3799154020478088
21,1,0,1.890625,-1.078125,Gamy,0.020912720951719529,0.020912716379476108,4.5722434206807439e-09,0.020912720951719529,0,3.3799154020478088
21,1,0,1.890625,-1.078125,Theta,-2.6908615459146101e-05,-2.6912487627862757e-05,3.8721687166558597e-09,-2.6908615459146101e-05,0,3.3799154020478088
21,1,0,1.890625,-1.078125,alpha,0.63971001466067035,0.63971001468554578,-2.4875435045146332e-11,0.63971001466067012,2.2204460492503131e-16,3.3799154020478088
21,1,0,1.890625,-1.078125,betax,0.018110410081448192,0.018110410115685118,-3.4236925794406403e-11,0.018110410081448196,-3.4694469519536142e-18,3.3799154020478088
21,1,0,1.890625,-1.078125,betay,0.0092554294343194701,0.0092554291524753335,2.8184413657095231e-10,0.0092554294343194683,1.7347234759768071e-18,3.3799154020478088
21,1,0,1.890625,-1.078125,Bx,0.0032975500308558316,0.0032975500417850045,-1.0929172931245512e-11,0.0032975500308558316,0,3.3799154020478088
21,1,0,1.890625,-1.078125,By,-0.001121172682978121,-0.0011211726542276045,-2.8750516507455859e-11,-0.001121172682978121,0,3.3799154020478088
