receiver_gid,fine_j,fine_i,rho,z,variable,current,preserved,difference,captured,current_minus_captured,distance_to_known_seam
8,0,35,1.96875,-8.21875,Khat,-0.0016384684516717431,-0.0016384667417933892,-1.7098783539233608e-09,-0.0016384684516717431,0,8.7546025841410984
8,0,35,1.96875,-8.21875,Axx,0.0016080822026371829,0.001608083782374196,-1.5797370130771204e-09,0.0016080822026371829,0,8.7546025841410984
8,0,35,1.96875,-8.21875,Axy,0.00051005053312233671,0.00051005191280520563,-1.3796828689282073e-09,0.00051005053312233681,-1.0842021724855044e-19,8.7546025841410984
8,0,35,1.96875,-8.21875,Ayy,-0.0034440360030440955,-0.0034440362911780137,2.881339182005116e-10,-0.0034440360030440959,4.3368086899420177e-19,8.7546025841410984
8,0,35,1.96875,-8.21875,Azz,0.0017483296360868887,0.00174832831880121,1.3172856787573711e-09,0.0017483296360868887,0,8.7546025841410984
8,0,35,1.96875,-8.21875,Gamx,-0.00083928364756489669,-0.00083928417056005342,5.2299515673065455e-10,-0.00083928364756489658,-1.0842021724855044e-19,8.7546025841410984
8,0,35,1.96875,-8.21875,Gamy,-0.0081782465965934744,-0.0081782475859981454,9.8940467103958429e-10,-0.0081782465965934744,0,8.7546025841410984
8,0,35,1.96875,-8.21875,Theta,-8.3568510937618559e-05,-8.356745970350128e-05,-1.0512341172791255e-09,-8.3568510937618559e-05,0,8.7546025841410984
8,0,35,1.96875,-8.21875,alpha,0.77650809695998158,0.77650809695937684,6.0473848151332277e-13,0.77650809695998158,0,8.7546025841410984
8,0,35,1.96875,-8.21875,betax,-0.00038475692226143621,-0.00038475691115101985,-1.1110416352124591e-11,-0.00038475692226143621,0,8.7546025841410984
8,0,35,1.96875,-8.21875,betay,-0.0036325813854790963,-0.0036325813682269417,-1.7252154566049782e-11,-0.0036325813854790963,0,8.7546025841410984
8,0,35,1.96875,-8.21875,Bx,0.0004733387408905257,0.00047333873993709062,9.5343508478909489e-13,0.0004733387408905257,0,8.7546025841410984
8,0,35,1.96875,-8.21875,By,-0.0030060298583665795,-0.0030060298586676261,3.0104651410622907e-13,-0.00300602985836658,4.3368086899420177e-19,8.7546025841410984
8,1,34,1.90625,-8.15625,chi,0.595429660130953,0.59542966006285092,6.8102079531229265e-11,0.595429660130953,0,8.7190580142725285
8,1,34,1.90625,-8.15625,gxx,0.99252246872635541,0.9925224689020169,-1.7566148535763659e-10,0.99252246872635541,0,8.7190580142725285
8,1,34,1.90625,-8.15625,gxy,-0.0061706947797165726,-0.0061706947742564923,-5.4600803045534718e-12,-0.0061706947797165717,-8.6736173798840355e-19,8.7190580142725285
8,1,34,1.90625,-8.15625,gyy,1.0160724875738592,1.0160724875104974,6.3361760282987234e-11,1.0160724875738592,0,8.7190580142725285
8,1,34,1.90625,-8.15625,gzz,0.99163388595558077,0.99163388584194812,1.1363265883801432e-10,0.99163388595558077,0,8.7190580142725285
8,1,34,1.90625,-8.15625,Khat,-0.0017221316764032776,-0.0017221303980809615,-1.2783223160561796e-09,-0.0017221316764032778,2.1684043449710089e-19,8.7190580142725285
8,1,34,1.90625,-8.15625,Axx,0.0015946251424146301,0.0015946263429285402,-1.2005139100705609e-09,0.0015946251424146301,0,8.7190580142725285
8,1,34,1.90625,-8.15625,Axy,0.00050742727375368635,0.00050742829531660676,-1.0215629204102933e-09,0.00050742727375368624,1.0842021724855044e-19,8.7190580142725285
8,1,34,1.90625,-8.15625,Ayy,-0.0034079018055452061,-0.0034079020324095663,2.268643601970044e-10,-0.0034079018055452061,0,8.7190580142725285
8,1,34,1.90625,-8.15625,Azz,0.0017266180706444647,0.0017266170776929286,9.9295153609818554e-10,0.001726618070644465,-2.1684043449710089e-19,8.7190580142725285
8,1,34,1.90625,-8.15625,Gamx,-0.00086742259245367462,-0.00086742299279689923,4.0034322460868327e-10,-0.00086742259245367462,0,8.7190580142725285
8,1,34,1.90625,-8.15625,Gamy,-0.0084604434389750523,-0.0084604441572042974,7.1822924517517261e-10,-0.0084604434389750523,0,8.7190580142725285
8,1,34,1.90625,-8.15625,Theta,1.3398588628619684e-05,1.3399387226914909e-05,-7.9859829522513175e-10,1.3398588628619677e-05,6.7762635780344027e-21,8.7190580142725285
8,1,34,1.90625,-8.15625,alpha,0.77536201093429802,0.77536201093384938,4.4864112425102576e-13,0.77536201093429791,1.1102230246251565e-16,8.7190580142725285
8,1,34,1.90625,-8.15625,betax,-0.00040266521445202913,-0.00040266520136732361,-1.3084705519604556e-11,-0.00040266521445202913,0,8.7190580142725285
8,1,34,1.90625,-8.15625,betay,-0.0037591235195121521,-0.0037591235050540768,-1.4458075361933886e-11,-0.0037591235195121521,0,8.7190580142725285
8,1,34,1.90625,-8.15625,Bx,0.00046259950428848056,0.00046259950352345932,7.6502123863217419e-13,0.00046259950428848056,0,8.7190580142725285
8,1,34,1.90625,-8.15625,By,-0.0030322642964481978,-0.0030322642966698079,2.2161005669429912e-13,-0.0030322642964481978,0,8.7190580142725285
