receiver_gid,coarse_j,coarse_i,rho,z,authoritative_writers,refresh_writers,authoritative_writer_count,consumer_count
8,0,2,-0.1875,-8.4375,physical_boundary,,1,1
8,0,3,-0.0625,-8.4375,physical_boundary,,1,2
8,0,4,0.0625,-8.4375,coarser_receive:gid=2,,1,3
8,0,5,0.1875,-8.4375,coarser_receive:gid=2,,1,4
8,0,6,0.3125,-8.4375,coarser_receive:gid=2,,1,5
8,0,7,0.4375,-8.4375,coarser_receive:gid=2,,1,5
8,0,8,0.5625,-8.4375,coarser_receive:gid=2,,1,5
8,0,9,0.6875,-8.4375,coarser_receive:gid=2,,1,5
8,0,10,0.8125,-8.4375,coarser_receive:gid=2,,1,5
8,0,11,0.9375,-8.4375,coarser_receive:gid=2,,1,5
8,0,12,1.0625,-8.4375,coarser_receive:gid=2,,1,5
8,0,13,1.1875,-8.4375,coarser_receive:gid=2,,1,5
8,0,14,1.3125,-8.4375,coarser_receive:gid=2,,1,5
8,0,15,1.4375,-8.4375,coarser_receive:gid=2,,1,5
8,0,16,1.5625,-8.4375,coarser_receive:gid=2,,1,5
8,0,17,1.6875,-8.4375,coarser_receive:gid=2,,1,5
8,0,18,1.8125,-8.4375,coarser_receive:gid=2,,1,5
8,0,19,1.9375,-8.4375,coarser_receive:gid=2,,1,5
8,0,20,2.0625,-8.4375,coarser_receive:gid=2,,1,4
8,0,21,2.1875,-8.4375,coarser_receive:gid=2,,1,3
8,0,22,2.3125,-8.4375,coarser_receive:gid=2,,1,2
8,0,23,2.4375,-8.4375,coarser_receive:gid=2,,1,1
8,1,2,-0.1875,-8.3125,physical_boundary,,1,2
8,1,3,-0.0625,-8.3125,physical_boundary,,1,4
8,1,4,0.0625,-8.3125,coarser_receive:gid=2,,1,6
8,1,5,0.1875,-8.3125,coarser_receive:gid=2,,1,8
8,1,6,0.3125,-8.3125,coarser_receive:gid=2,,1,10
8,1,7,0.4375,-8.3125,coarser_receive:gid=2,,1,10
8,1,8,0.5625,-8.3125,coarser_receive:gid=2,,1,10
8,1,9,0.6875,-8.3125,coarser_receive:gid=2,,1,10
8,1,10,0.8125,-8.3125,coarser_receive:gid=2,,1,10
8,1,11,0.9375,-8.3125,coarser_receive:gid=2,,1,10
8,1,12,1.0625,-8.3125,coarser_receive:gid=2,,1,10
8,1,13,1.1875,-8.3125,coarser_receive:gid=2,,1,10
8,1,14,1.3125,-8.3125,coarser_receive:gid=2,,1,10
8,1,15,1.4375,-8.3125,coarser_receive:gid=2,,1,10
8,1,16,1.5625,-8.3125,coarser_receive:gid=2,,1,10
8,1,17,1.6875,-8.3125,coarser_receive:gid=2,,1,10
8,1,18,1.8125,-8.3125,coarser_receive:gid=2,,1,10
8,1,19,1.9375,-8.3125,coarser_receive:gid=2,,1,10
8,1,20,2.0625,-8.3125,coarser_receive:gid=2,,1,8
8,1,21,2.1875,-8.3125,coarser_receive:gid=2,,1,6
8,1,22,2.3125,-8.3125,coarser_receive:gid=2,,1,4
8,1,23,2.4375,-8.3125,coarser_receive:gid=2,,1,2
8,2,2,-0.1875,-8.1875,physical_boundary,,1,2
8,2,3,-0.0625,-8.1875,physical_boundary,,1,4
8,2,4,0.0625,-8.1875,coarser_receive:gid=2,,1,6
8,2,5,0.1875,-8.1875,coarser_receive:gid=2,,1,8
8,2,6,0.3125,-8.1875,coarser_receive:gid=2,,1,10
8,2,7,0.4375,-8.1875,coarser_receive:gid=2,,1,10
8,2,8,0.5625,-8.1875,coarser_receive:gid=2,,1,10
8,2,9,0.6875,-8.1875,coarser_receive:gid=2,,1,10
8,2,10,0.8125,-8.1875,coarser_receive:gid=2,,1,10
8,2,11,0.9375,-8.1875,coarser_receive:gid=2,,1,10
8,2,12,1.0625,-8.1875,coarser_receive:gid=2,,1,10
8,2,13,1.1875,-8.1875,coarser_receive:gid=2,,1,10
8,2,14,1.3125,-8.1875,coarser_receive:gid=2,,1,10
8,2,15,1.4375,-8.1875,coarser_receive:gid=2,,1,10
8,2,16,1.5625,-8.1875,coarser_receive:gid=2,,1,10
8,2,17,1.6875,-8.1875,coarser_receive:gid=2,,1,10
8,2,18,1.8125,-8.1875,coarser_receive:gid=2,,1,10
8,2,19,1.9375,-8.1875,coarser_receive:gid=2,,1,10
8,2,20,2.0625,-8.1875,coarser_receive:gid=2,,1,8
8,2,21,2.1875,-8.1875,coarser_receive:gid=2,,1,6
8,2,22,2.3125,-8.1875,coarser_receive:gid=2,,1,4
8,2,23,2.4375,-8.1875,coarser_receive:gid=2,,1,2
8,3,2,-0.1875,-8.0625,physical_boundary,,1,2
8,3,3,-0.0625,-8.0625,physical_boundary,,1,4
8,3,4,0.0625,-8.0625,coarser_receive:gid=2,,1,6
8,3,5,0.1875,-8.0625,coarser_receive:gid=2,,1,8
8,3,6,0.3125,-8.0625,coarser_receive:gid=2,,1,10
8,3,7,0.4375,-8.0625,coarser_receive:gid=2,,1,10
8,3,8,0.5625,-8.0625,coarser_receive:gid=2,,1,10
8,3,9,0.6875,-8.0625,coarser_receive:gid=2,,1,10
8,3,10,0.8125,-8.0625,coarser_receive:gid=2,,1,10
8,3,11,0.9375,-8.0625,coarser_receive:gid=2,,1,10
8,3,12,1.0625,-8.0625,coarser_receive:gid=2,,1,10
8,3,13,1.1875,-8.0625,coarser_receive:gid=2,,1,10
8,3,14,1.3125,-8.0625,coarser_receive:gid=2,,1,10
8,3,15,1.4375,-8.0625,coarser_receive:gid=2,,1,10
8,3,16,1.5625,-8.0625,coarser_receive:gid=2,,1,10
8,3,17,1.6875,-8.0625,coarser_receive:gid=2,,1,10
8,3,18,1.8125,-8.0625,coarser_receive:gid=2,,1,10
8,3,19,1.9375,-8.0625,coarser_receive:gid=2,,1,10
8,3,20,2.0625,-8.0625,coarser_receive:gid=2,,1,8
8,3,21,2.1875,-8.0625,coarser_receive:gid=2,,1,6
8,3,22,2.3125,-8.0625,coarser_receive:gid=2,,1,4
8,3,23,2.4375,-8.0625,coarser_receive:gid=2,,1,2
8,4,2,-0.1875,-7.9375,physical_boundary,,1,2
8,4,3,-0.0625,-7.9375,physical_boundary,,1,4
8,4,4,0.0625,-7.9375,local_active_restriction,,1,6
8,4,5,0.1875,-7.9375,local_active_restriction,,1,8
8,4,6,0.3125,-7.9375,local_active_restriction,,1,10
8,4,7,0.4375,-7.9375,local_active_restriction,,1,10
8,4,8,0.5625,-7.9375,local_active_restriction,,1,10
8,4,9,0.6875,-7.9375,local_active_restriction,,1,10
8,4,10,0.8125,-7.9375,local_active_restriction,,1,10
8,4,11,0.9375,-7.9375,local_active_restriction,,1,10
8,4,12,1.0625,-7.9375,local_active_restriction,,1,10
8,4,13,1.1875,-7.9375,local_active_restriction,,1,10
8,4,14,1.3125,-7.9375,local_active_restriction,,1,10
8,4,15,1.4375,-7.9375,local_active_restriction,,1,10
8,4,16,1.5625,-7.9375,local_active_restriction,,1,10
8,4,17,1.6875,-7.9375,local_active_restriction,,1,10
8,4,18,1.8125,-7.9375,local_active_restriction,,1,10
8,4,19,1.9375,-7.9375,local_active_restriction,,1,10
8,4,20,2.0625,-7.9375,same_level_receive:gid=9,same_level_local_refresh:gid=9,1,8
8,4,21,2.1875,-7.9375,same_level_receive:gid=9,same_level_local_refresh:gid=9,1,6
8,4,22,2.3125,-7.9375,same_level_receive:gid=9,,1,4
8,4,23,2.4375,-7.9375,same_level_receive:gid=9,,1,2
8,5,2,-0.1875,-7.8125,physical_boundary,,1,1
8,5,3,-0.0625,-7.8125,physical_boundary,,1,2
8,5,4,0.0625,-7.8125,local_active_restriction,,1,3
8,5,5,0.1875,-7.8125,local_active_restriction,,1,4
8,5,6,0.3125,-7.8125,local_active_restriction,,1,5
8,5,7,0.4375,-7.8125,local_active_restriction,,1,5
8,5,8,0.5625,-7.8125,local_active_restriction,,1,5
8,5,9,0.6875,-7.8125,local_active_restriction,,1,5
8,5,10,0.8125,-7.8125,local_active_restriction,,1,5
8,5,11,0.9375,-7.8125,local_active_restriction,,1,5
8,5,12,1.0625,-7.8125,local_active_restriction,,1,5
8,5,13,1.1875,-7.8125,local_active_restriction,,1,5
8,5,14,1.3125,-7.8125,local_active_restriction,,1,5
8,5,15,1.4375,-7.8125,local_active_restriction,,1,5
8,5,16,1.5625,-7.8125,local_active_restriction,,1,5
8,5,17,1.6875,-7.8125,local_active_restriction,,1,5
8,5,18,1.8125,-7.8125,local_active_restriction,,1,5
8,5,19,1.9375,-7.8125,local_active_restriction,,1,5
8,5,20,2.0625,-7.8125,same_level_receive:gid=9,same_level_local_refresh:gid=9,1,4
8,5,21,2.1875,-7.8125,same_level_receive:gid=9,same_level_local_refresh:gid=9,1,3
8,5,22,2.3125,-7.8125,same_level_receive:gid=9,,1,2
8,5,23,2.4375,-7.8125,same_level_receive:gid=9,,1,1
9,0,0,1.5625,-8.4375,coarser_receive:gid=2,,1,1
9,0,1,1.6875,-8.4375,coarser_receive:gid=2,,1,2
9,0,2,1.8125,-8.4375,coarser_receive:gid=2,,1,3
9,0,3,1.9375,-8.4375,coarser_receive:gid=2,,1,4
9,0,4,2.0625,-8.4375,coarser_receive:gid=2,,1,5
9,0,5,2.1875,-8.4375,coarser_receive:gid=2,,1,5
9,0,6,2.3125,-8.4375,coarser_receive:gid=2,,1,5
9,0,7,2.4375,-8.4375,coarser_receive:gid=2,,1,5
9,0,8,2.5625,-8.4375,coarser_receive:gid=2,,1,5
9,0,9,2.6875,-8.4375,coarser_receive:gid=2,,1,5
9,0,10,2.8125,-8.4375,coarser_receive:gid=2,,1,5
9,0,11,2.9375,-8.4375,coarser_receive:gid=2,,1,5
9,0,12,3.0625,-8.4375,coarser_receive:gid=2,,1,5
9,0,13,3.1875,-8.4375,coarser_receive:gid=2,,1,5
9,0,14,3.3125,-8.4375,coarser_receive:gid=2,,1,5
9,0,15,3.4375,-8.4375,coarser_receive:gid=2,,1,5
9,0,16,3.5625,-8.4375,coarser_receive:gid=2,,1,5
9,0,17,3.6875,-8.4375,coarser_receive:gid=2,,1,5
9,0,18,3.8125,-8.4375,coarser_receive:gid=2,,1,5
9,0,19,3.9375,-8.4375,coarser_receive:gid=2,,1,5
9,0,20,4.0625,-8.4375,coarser_receive:gid=3,,1,4
9,0,21,4.1875,-8.4375,coarser_receive:gid=3,,1,3
9,0,22,4.3125,-8.4375,coarser_receive:gid=3,,1,2
9,0,23,4.4375,-8.4375,coarser_receive:gid=3,,1,1
9,1,0,1.5625,-8.3125,coarser_receive:gid=2,,1,2
9,1,1,1.6875,-8.3125,coarser_receive:gid=2,,1,4
9,1,2,1.8125,-8.3125,coarser_receive:gid=2,,1,6
9,1,3,1.9375,-8.3125,coarser_receive:gid=2,,1,8
9,1,4,2.0625,-8.3125,coarser_receive:gid=2,,1,10
9,1,5,2.1875,-8.3125,coarser_receive:gid=2,,1,10
9,1,6,2.3125,-8.3125,coarser_receive:gid=2,,1,10
9,1,7,2.4375,-8.3125,coarser_receive:gid=2,,1,10
9,1,8,2.5625,-8.3125,coarser_receive:gid=2,,1,10
9,1,9,2.6875,-8.3125,coarser_receive:gid=2,,1,10
9,1,10,2.8125,-8.3125,coarser_receive:gid=2,,1,10
9,1,11,2.9375,-8.3125,coarser_receive:gid=2,,1,10
9,1,12,3.0625,-8.3125,coarser_receive:gid=2,,1,10
9,1,13,3.1875,-8.3125,coarser_receive:gid=2,,1,10
9,1,14,3.3125,-8.3125,coarser_receive:gid=2,,1,10
9,1,15,3.4375,-8.3125,coarser_receive:gid=2,,1,10
9,1,16,3.5625,-8.3125,coarser_receive:gid=2,,1,10
9,1,17,3.6875,-8.3125,coarser_receive:gid=2,,1,10
9,1,18,3.8125,-8.3125,coarser_receive:gid=2,,1,10
9,1,19,3.9375,-8.3125,coarser_receive:gid=2,,1,10
9,1,20,4.0625,-8.3125,coarser_receive:gid=3,,1,8
9,1,21,4.1875,-8.3125,coarser_receive:gid=3,,1,6
9,1,22,4.3125,-8.3125,coarser_receive:gid=3,,1,4
9,1,23,4.4375,-8.3125,coarser_receive:gid=3,,1,2
9,2,0,1.5625,-8.1875,coarser_receive:gid=2,,1,2
9,2,1,1.6875,-8.1875,coarser_receive:gid=2,,1,4
9,2,2,1.8125,-8.1875,coarser_receive:gid=2,,1,6
9,2,3,1.9375,-8.1875,coarser_receive:gid=2,,1,8
9,2,4,2.0625,-8.1875,coarser_receive:gid=2,,1,10
9,2,5,2.1875,-8.1875,coarser_receive:gid=2,,1,10
9,2,6,2.3125,-8.1875,coarser_receive:gid=2,,1,10
9,2,7,2.4375,-8.1875,coarser_receive:gid=2,,1,10
9,2,8,2.5625,-8.1875,coarser_receive:gid=2,,1,10
9,2,9,2.6875,-8.1875,coarser_receive:gid=2,,1,10
9,2,10,2.8125,-8.1875,coarser_receive:gid=2,,1,10
9,2,11,2.9375,-8.1875,coarser_receive:gid=2,,1,10
9,2,12,3.0625,-8.1875,coarser_receive:gid=2,,1,10
9,2,13,3.1875,-8.1875,coarser_receive:gid=2,,1,10
9,2,14,3.3125,-8.1875,coarser_receive:gid=2,,1,10
9,2,15,3.4375,-8.1875,coarser_receive:gid=2,,1,10
9,2,16,3.5625,-8.1875,coarser_receive:gid=2,,1,10
9,2,17,3.6875,-8.1875,coarser_receive:gid=2,,1,10
9,2,18,3.8125,-8.1875,coarser_receive:gid=2,,1,10
9,2,19,3.9375,-8.1875,coarser_receive:gid=2,,1,10
9,2,20,4.0625,-8.1875,coarser_receive:gid=3,,1,8
9,2,21,4.1875,-8.1875,coarser_receive:gid=3,,1,6
9,2,22,4.3125,-8.1875,coarser_receive:gid=3,,1,4
9,2,23,4.4375,-8.1875,coarser_receive:gid=3,,1,2
9,3,0,1.5625,-8.0625,coarser_receive:gid=2,,1,2
9,3,1,1.6875,-8.0625,coarser_receive:gid=2,,1,4
9,3,2,1.8125,-8.0625,coarser_receive:gid=2,,1,6
9,3,3,1.9375,-8.0625,coarser_receive:gid=2,,1,8
9,3,4,2.0625,-8.0625,coarser_receive:gid=2,,1,10
9,3,5,2.1875,-8.0625,coarser_receive:gid=2,,1,10
9,3,6,2.3125,-8.0625,coarser_receive:gid=2,,1,10
9,3,7,2.4375,-8.0625,coarser_receive:gid=2,,1,10
9,3,8,2.5625,-8.0625,coarser_receive:gid=2,,1,10
9,3,9,2.6875,-8.0625,coarser_receive:gid=2,,1,10
9,3,10,2.8125,-8.0625,coarser_receive:gid=2,,1,10
9,3,11,2.9375,-8.0625,coarser_receive:gid=2,,1,10
9,3,12,3.0625,-8.0625,coarser_receive:gid=2,,1,10
9,3,13,3.1875,-8.0625,coarser_receive:gid=2,,1,10
9,3,14,3.3125,-8.0625,coarser_receive:gid=2,,1,10
9,3,15,3.4375,-8.0625,coarser_receive:gid=2,,1,10
9,3,16,3.5625,-8.0625,coarser_receive:gid=2,,1,10
9,3,17,3.6875,-8.0625,coarser_receive:gid=2,,1,10
9,3,18,3.8125,-8.0625,coarser_receive:gid=2,,1,10
9,3,19,3.9375,-8.0625,coarser_receive:gid=2,,1,10
9,3,20,4.0625,-8.0625,coarser_receive:gid=3,,1,8
9,3,21,4.1875,-8.0625,coarser_receive:gid=3,,1,6
9,3,22,4.3125,-8.0625,coarser_receive:gid=3,,1,4
9,3,23,4.4375,-8.0625,coarser_receive:gid=3,,1,2
9,4,0,1.5625,-7.9375,same_level_receive:gid=8,,1,2
9,4,1,1.6875,-7.9375,same_level_receive:gid=8,,1,4
9,4,2,1.8125,-7.9375,same_level_receive:gid=8,same_level_local_refresh:gid=8,1,6
9,4,3,1.9375,-7.9375,same_level_receive:gid=8,same_level_local_refresh:gid=8,1,8
9,4,4,2.0625,-7.9375,local_active_restriction,,1,10
9,4,5,2.1875,-7.9375,local_active_restriction,,1,10
9,4,6,2.3125,-7.9375,local_active_restriction,,1,10
9,4,7,2.4375,-7.9375,local_active_restriction,,1,10
9,4,8,2.5625,-7.9375,local_active_restriction,,1,10
9,4,9,2.6875,-7.9375,local_active_restriction,,1,10
9,4,10,2.8125,-7.9375,local_active_restriction,,1,10
9,4,11,2.9375,-7.9375,local_active_restriction,,1,10
9,4,12,3.0625,-7.9375,local_active_restriction,,1,10
9,4,13,3.1875,-7.9375,local_active_restriction,,1,10
9,4,14,3.3125,-7.9375,local_active_restriction,,1,10
9,4,15,3.4375,-7.9375,local_active_restriction,,1,10
9,4,16,3.5625,-7.9375,local_active_restriction,,1,10
9,4,17,3.6875,-7.9375,local_active_restriction,,1,10
9,4,18,3.8125,-7.9375,local_active_restriction,,1,10
9,4,19,3.9375,-7.9375,local_active_restriction,,1,10
9,4,20,4.0625,-7.9375,same_level_receive:gid=12,same_level_local_refresh:gid=12,1,8
9,4,21,4.1875,-7.9375,same_level_receive:gid=12,same_level_local_refresh:gid=12,1,6
9,4,22,4.3125,-7.9375,same_level_receive:gid=12,,1,4
9,4,23,4.4375,-7.9375,same_level_receive:gid=12,,1,2
9,5,0,1.5625,-7.8125,same_level_receive:gid=8,,1,1
9,5,1,1.6875,-7.8125,same_level_receive:gid=8,,1,2
9,5,2,1.8125,-7.8125,same_level_receive:gid=8,same_level_local_refresh:gid=8,1,3
9,5,3,1.9375,-7.8125,same_level_receive:gid=8,same_level_local_refresh:gid=8,1,4
9,5,4,2.0625,-7.8125,local_active_restriction,,1,5
9,5,5,2.1875,-7.8125,local_active_restriction,,1,5
9,5,6,2.3125,-7.8125,local_active_restriction,,1,5
9,5,7,2.4375,-7.8125,local_active_restriction,,1,5
9,5,8,2.5625,-7.8125,local_active_restriction,,1,5
9,5,9,2.6875,-7.8125,local_active_restriction,,1,5
9,5,10,2.8125,-7.8125,local_active_restriction,,1,5
9,5,11,2.9375,-7.8125,local_active_restriction,,1,5
9,5,12,3.0625,-7.8125,local_active_restriction,,1,5
9,5,13,3.1875,-7.8125,local_active_restriction,,1,5
9,5,14,3.3125,-7.8125,local_active_restriction,,1,5
9,5,15,3.4375,-7.8125,local_active_restriction,,1,5
9,5,16,3.5625,-7.8125,local_active_restriction,,1,5
9,5,17,3.6875,-7.8125,local_active_restriction,,1,5
9,5,18,3.8125,-7.8125,local_active_restriction,,1,5
9,5,19,3.9375,-7.8125,local_active_restriction,,1,5
9,5,20,4.0625,-7.8125,same_level_receive:gid=12,same_level_local_refresh:gid=12,1,4
9,5,21,4.1875,-7.8125,same_level_receive:gid=12,same_level_local_refresh:gid=12,1,3
9,5,22,4.3125,-7.8125,same_level_receive:gid=12,,1,2
9,5,23,4.4375,-7.8125,same_level_receive:gid=12,,1,1
12,0,0,3.5625,-8.4375,coarser_receive:gid=2,,1,1
12,0,1,3.6875,-8.4375,coarser_receive:gid=2,,1,2
12,0,2,3.8125,-8.4375,coarser_receive:gid=2,,1,3
12,0,3,3.9375,-8.4375,coarser_receive:gid=2,,1,4
12,0,4,4.0625,-8.4375,coarser_receive:gid=3,,1,5
12,0,5,4.1875,-8.4375,coarser_receive:gid=3,,1,5
12,0,6,4.3125,-8.4375,coarser_receive:gid=3,,1,5
12,0,7,4.4375,-8.4375,coarser_receive:gid=3,,1,5
12,0,8,4.5625,-8.4375,coarser_receive:gid=3,,1,5
12,0,9,4.6875,-8.4375,coarser_receive:gid=3,,1,5
12,0,10,4.8125,-8.4375,coarser_receive:gid=3,,1,5
12,0,11,4.9375,-8.4375,coarser_receive:gid=3,,1,5
12,0,12,5.0625,-8.4375,coarser_receive:gid=3,,1,5
12,0,13,5.1875,-8.4375,coarser_receive:gid=3,,1,5
12,0,14,5.3125,-8.4375,coarser_receive:gid=3,,1,5
12,0,15,5.4375,-8.4375,coarser_receive:gid=3,,1,5
12,0,16,5.5625,-8.4375,coarser_receive:gid=3,,1,5
12,0,17,5.6875,-8.4375,coarser_receive:gid=3,,1,5
12,0,18,5.8125,-8.4375,coarser_receive:gid=3,,1,5
12,0,19,5.9375,-8.4375,coarser_receive:gid=3,,1,5
12,0,20,6.0625,-8.4375,coarser_receive:gid=3,,1,4
12,0,21,6.1875,-8.4375,coarser_receive:gid=3,,1,3
12,0,22,6.3125,-8.4375,coarser_receive:gid=3,,1,2
12,0,23,6.4375,-8.4375,coarser_receive:gid=3,,1,1
12,1,0,3.5625,-8.3125,coarser_receive:gid=2,,1,2
12,1,1,3.6875,-8.3125,coarser_receive:gid=2,,1,4
12,1,2,3.8125,-8.3125,coarser_receive:gid=2,,1,6
12,1,3,3.9375,-8.3125,coarser_receive:gid=2,,1,8
12,1,4,4.0625,-8.3125,coarser_receive:gid=3,,1,10
12,1,5,4.1875,-8.3125,coarser_receive:gid=3,,1,10
12,1,6,4.3125,-8.3125,coarser_receive:gid=3,,1,10
12,1,7,4.4375,-8.3125,coarser_receive:gid=3,,1,10
12,1,8,4.5625,-8.3125,coarser_receive:gid=3,,1,10
12,1,9,4.6875,-8.3125,coarser_receive:gid=3,,1,10
12,1,10,4.8125,-8.3125,coarser_receive:gid=3,,1,10
12,1,11,4.9375,-8.3125,coarser_receive:gid=3,,1,10
12,1,12,5.0625,-8.3125,coarser_receive:gid=3,,1,10
12,1,13,5.1875,-8.3125,coarser_receive:gid=3,,1,10
12,1,14,5.3125,-8.3125,coarser_receive:gid=3,,1,10
12,1,15,5.4375,-8.3125,coarser_receive:gid=3,,1,10
12,1,16,5.5625,-8.3125,coarser_receive:gid=3,,1,10
12,1,17,5.6875,-8.3125,coarser_receive:gid=3,,1,10
12,1,18,5.8125,-8.3125,coarser_receive:gid=3,,1,10
12,1,19,5.9375,-8.3125,coarser_receive:gid=3,,1,10
12,1,20,6.0625,-8.3125,coarser_receive:gid=3,,1,8
12,1,21,6.1875,-8.3125,coarser_receive:gid=3,,1,6
12,1,22,6.3125,-8.3125,coarser_receive:gid=3,,1,4
12,1,23,6.4375,-8.3125,coarser_receive:gid=3,,1,2
12,2,0,3.5625,-8.1875,coarser_receive:gid=2,,1,2
12,2,1,3.6875,-8.1875,coarser_receive:gid=2,,1,4
12,2,2,3.8125,-8.1875,coarser_receive:gid=2,,1,6
12,2,3,3.9375,-8.1875,coarser_receive:gid=2,,1,8
12,2,4,4.0625,-8.1875,coarser_receive:gid=3,,1,10
12,2,5,4.1875,-8.1875,coarser_receive:gid=3,,1,10
12,2,6,4.3125,-8.1875,coarser_receive:gid=3,,1,10
12,2,7,4.4375,-8.1875,coarser_receive:gid=3,,1,10
12,2,8,4.5625,-8.1875,coarser_receive:gid=3,,1,10
12,2,9,4.6875,-8.1875,coarser_receive:gid=3,,1,10
12,2,10,4.8125,-8.1875,coarser_receive:gid=3,,1,10
12,2,11,4.9375,-8.1875,coarser_receive:gid=3,,1,10
12,2,12,5.0625,-8.1875,coarser_receive:gid=3,,1,10
12,2,13,5.1875,-8.1875,coarser_receive:gid=3,,1,10
12,2,14,5.3125,-8.1875,coarser_receive:gid=3,,1,10
12,2,15,5.4375,-8.1875,coarser_receive:gid=3,,1,10
12,2,16,5.5625,-8.1875,coarser_receive:gid=3,,1,10
12,2,17,5.6875,-8.1875,coarser_receive:gid=3,,1,10
12,2,18,5.8125,-8.1875,coarser_receive:gid=3,,1,10
12,2,19,5.9375,-8.1875,coarser_receive:gid=3,,1,10
12,2,20,6.0625,-8.1875,coarser_receive:gid=3,,1,8
12,2,21,6.1875,-8.1875,coarser_receive:gid=3,,1,6
12,2,22,6.3125,-8.1875,coarser_receive:gid=3,,1,4
12,2,23,6.4375,-8.1875,coarser_receive:gid=3,,1,2
12,3,0,3.5625,-8.0625,coarser_receive:gid=2,,1,2
12,3,1,3.6875,-8.0625,coarser_receive:gid=2,,1,4
12,3,2,3.8125,-8.0625,coarser_receive:gid=2,,1,6
12,3,3,3.9375,-8.0625,coarser_receive:gid=2,,1,8
12,3,4,4.0625,-8.0625,coarser_receive:gid=3,,1,10
12,3,5,4.1875,-8.0625,coarser_receive:gid=3,,1,10
12,3,6,4.3125,-8.0625,coarser_receive:gid=3,,1,10
12,3,7,4.4375,-8.0625,coarser_receive:gid=3,,1,10
12,3,8,4.5625,-8.0625,coarser_receive:gid=3,,1,10
12,3,9,4.6875,-8.0625,coarser_receive:gid=3,,1,10
12,3,10,4.8125,-8.0625,coarser_receive:gid=3,,1,10
12,3,11,4.9375,-8.0625,coarser_receive:gid=3,,1,10
12,3,12,5.0625,-8.0625,coarser_receive:gid=3,,1,10
12,3,13,5.1875,-8.0625,coarser_receive:gid=3,,1,10
12,3,14,5.3125,-8.0625,coarser_receive:gid=3,,1,10
12,3,15,5.4375,-8.0625,coarser_receive:gid=3,,1,10
12,3,16,5.5625,-8.0625,coarser_receive:gid=3,,1,10
12,3,17,5.6875,-8.0625,coarser_receive:gid=3,,1,10
12,3,18,5.8125,-8.0625,coarser_receive:gid=3,,1,10
12,3,19,5.9375,-8.0625,coarser_receive:gid=3,,1,10
12,3,20,6.0625,-8.0625,coarser_receive:gid=3,,1,8
12,3,21,6.1875,-8.0625,coarser_receive:gid=3,,1,6
12,3,22,6.3125,-8.0625,coarser_receive:gid=3,,1,4
12,3,23,6.4375,-8.0625,coarser_receive:gid=3,,1,2
12,4,0,3.5625,-7.9375,same_level_receive:gid=9,,1,2
12,4,1,3.6875,-7.9375,same_level_receive:gid=9,,1,4
12,4,2,3.8125,-7.9375,same_level_receive:gid=9,same_level_local_refresh:gid=9,1,6
12,4,3,3.9375,-7.9375,same_level_receive:gid=9,same_level_local_refresh:gid=9,1,8
12,4,4,4.0625,-7.9375,local_active_restriction,,1,10
12,4,5,4.1875,-7.9375,local_active_restriction,,1,10
12,4,6,4.3125,-7.9375,local_active_restriction,,1,10
12,4,7,4.4375,-7.9375,local_active_restriction,,1,10
12,4,8,4.5625,-7.9375,local_active_restriction,,1,10
12,4,9,4.6875,-7.9375,local_active_restriction,,1,10
12,4,10,4.8125,-7.9375,local_active_restriction,,1,10
12,4,11,4.9375,-7.9375,local_active_restriction,,1,10
12,4,12,5.0625,-7.9375,local_active_restriction,,1,10
12,4,13,5.1875,-7.9375,local_active_restriction,,1,10
12,4,14,5.3125,-7.9375,local_active_restriction,,1,10
12,4,15,5.4375,-7.9375,local_active_restriction,,1,10
12,4,16,5.5625,-7.9375,local_active_restriction,,1,10
12,4,17,5.6875,-7.9375,local_active_restriction,,1,10
12,4,18,5.8125,-7.9375,local_active_restriction,,1,10
12,4,19,5.9375,-7.9375,local_active_restriction,,1,10
12,4,20,6.0625,-7.9375,same_level_receive:gid=13,same_level_local_refresh:gid=13,1,8
12,4,21,6.1875,-7.9375,same_level_receive:gid=13,same_level_local_refresh:gid=13,1,6
12,4,22,6.3125,-7.9375,same_level_receive:gid=13,,1,4
12,4,23,6.4375,-7.9375,same_level_receive:gid=13,,1,2
12,5,0,3.5625,-7.8125,same_level_receive:gid=9,,1,1
12,5,1,3.6875,-7.8125,same_level_receive:gid=9,,1,2
12,5,2,3.8125,-7.8125,same_level_receive:gid=9,same_level_local_refresh:gid=9,1,3
12,5,3,3.9375,-7.8125,same_level_receive:gid=9,same_level_local_refresh:gid=9,1,4
12,5,4,4.0625,-7.8125,local_active_restriction,,1,5
12,5,5,4.1875,-7.8125,local_active_restriction,,1,5
12,5,6,4.3125,-7.8125,local_active_restriction,,1,5
12,5,7,4.4375,-7.8125,local_active_restriction,,1,5
12,5,8,4.5625,-7.8125,local_active_restriction,,1,5
12,5,9,4.6875,-7.8125,local_active_restriction,,1,5
12,5,10,4.8125,-7.8125,local_active_restriction,,1,5
12,5,11,4.9375,-7.8125,local_active_restriction,,1,5
12,5,12,5.0625,-7.8125,local_active_restriction,,1,5
12,5,13,5.1875,-7.8125,local_active_restriction,,1,5
12,5,14,5.3125,-7.8125,local_active_restriction,,1,5
12,5,15,5.4375,-7.8125,local_active_restriction,,1,5
12,5,16,5.5625,-7.8125,local_active_restriction,,1,5
12,5,17,5.6875,-7.8125,local_active_restriction,,1,5
12,5,18,5.8125,-7.8125,local_active_restriction,,1,5
