receiver_gid,coarse_j,coarse_i,rho,z,authoritative_writers,refresh_writers,authoritative_writer_count,consumer_count
28,12,2,4.953125,-0.734375,coarser_receive:gid=27,,1,10
28,12,3,4.984375,-0.734375,coarser_receive:gid=27,,1,10
28,12,4,5.015625,-0.734375,local_active_restriction,,1,10
28,12,5,5.046875,-0.734375,local_active_restriction,,1,5
28,13,0,4.890625,-0.703125,coarser_receive:gid=27,,1,5
28,13,1,4.921875,-0.703125,coarser_receive:gid=27,,1,10
28,13,2,4.953125,-0.703125,coarser_receive:gid=27,,1,10
28,13,3,4.984375,-0.703125,coarser_receive:gid=27,,1,10
28,13,4,5.015625,-0.703125,local_active_restriction,,1,10
28,13,5,5.046875,-0.703125,local_active_restriction,,1,5
28,14,0,4.890625,-0.671875,coarser_receive:gid=27,,1,5
28,14,1,4.921875,-0.671875,coarser_receive:gid=27,,1,10
28,14,2,4.953125,-0.671875,coarser_receive:gid=27,,1,10
28,14,3,4.984375,-0.671875,coarser_receive:gid=27,,1,10
28,14,4,5.015625,-0.671875,local_active_restriction,,1,10
28,14,5,5.046875,-0.671875,local_active_restriction,,1,5
28,15,0,4.890625,-0.640625,coarser_receive:gid=27,,1,5
28,15,1,4.921875,-0.640625,coarser_receive:gid=27,,1,10
28,15,2,4.953125,-0.640625,coarser_receive:gid=27,,1,10
28,15,3,4.984375,-0.640625,coarser_receive:gid=27,,1,10
28,15,4,5.015625,-0.640625,local_active_restriction,,1,10
28,15,5,5.046875,-0.640625,local_active_restriction,,1,5
28,16,0,4.890625,-0.609375,coarser_receive:gid=27,,1,5
28,16,1,4.921875,-0.609375,coarser_receive:gid=27,,1,10
28,16,2,4.953125,-0.609375,coarser_receive:gid=27,,1,10
28,16,3,4.984375,-0.609375,coarser_receive:gid=27,,1,10
28,16,4,5.015625,-0.609375,local_active_restriction,,1,10
28,16,5,5.046875,-0.609375,local_active_restriction,,1,5
28,17,0,4.890625,-0.578125,coarser_receive:gid=27,,1,5
28,17,1,4.921875,-0.578125,coarser_receive:gid=27,,1,10
28,17,2,4.953125,-0.578125,coarser_receive:gid=27,,1,10
28,17,3,4.984375,-0.578125,coarser_receive:gid=27,,1,10
28,17,4,5.015625,-0.578125,local_active_restriction,,1,10
28,17,5,5.046875,-0.578125,local_active_restriction,,1,5
28,18,0,4.890625,-0.546875,coarser_receive:gid=27,,1,5
28,18,1,4.921875,-0.546875,coarser_receive:gid=27,,1,10
28,18,2,4.953125,-0.546875,coarser_receive:gid=27,,1,10
28,18,3,4.984375,-0.546875,coarser_receive:gid=27,,1,10
28,18,4,5.015625,-0.546875,local_active_restriction,,1,10
28,18,5,5.046875,-0.546875,local_active_restriction,,1,5
28,19,0,4.890625,-0.515625,coarser_receive:gid=27,,1,5
28,19,1,4.921875,-0.515625,coarser_receive:gid=27,,1,10
28,19,2,4.953125,-0.515625,coarser_receive:gid=27,,1,10
28,19,3,4.984375,-0.515625,coarser_receive:gid=27,,1,10
28,19,4,5.015625,-0.515625,local_active_restriction,,1,10
28,19,5,5.046875,-0.515625,local_active_restriction,,1,5
28,20,0,4.890625,-0.484375,coarser_receive:gid=27,,1,4
28,20,1,4.921875,-0.484375,coarser_receive:gid=27,,1,8
28,20,2,4.953125,-0.484375,coarser_receive:gid=27,,1,8
28,20,3,4.984375,-0.484375,coarser_receive:gid=27,,1,8
28,20,4,5.015625,-0.484375,same_level_receive:gid=30,same_level_local_refresh:gid=30,1,8
28,20,5,5.046875,-0.484375,same_level_receive:gid=30,same_level_local_refresh:gid=30,1,4
28,21,0,4.890625,-0.453125,coarser_receive:gid=27,,1,3
28,21,1,4.921875,-0.453125,coarser_receive:gid=27,,1,6
28,21,2,4.953125,-0.453125,coarser_receive:gid=27,,1,6
28,21,3,4.984375,-0.453125,coarser_receive:gid=27,,1,6
28,21,4,5.015625,-0.453125,same_level_receive:gid=30,same_level_local_refresh:gid=30,1,6
28,21,5,5.046875,-0.453125,same_level_receive:gid=30,same_level_local_refresh:gid=30,1,3
28,22,0,4.890625,-0.421875,coarser_receive:gid=27,,1,2
28,22,1,4.921875,-0.421875,coarser_receive:gid=27,,1,4
28,22,2,4.953125,-0.421875,coarser_receive:gid=27,,1,4
28,22,3,4.984375,-0.421875,coarser_receive:gid=27,,1,4
28,22,4,5.015625,-0.421875,same_level_receive:gid=30,,1,4
28,22,5,5.046875,-0.421875,same_level_receive:gid=30,,1,2
28,23,0,4.890625,-0.390625,coarser_receive:gid=27,,1,1
28,23,1,4.921875,-0.390625,coarser_receive:gid=27,,1,2
28,23,2,4.953125,-0.390625,coarser_receive:gid=27,,1,2
28,23,3,4.984375,-0.390625,coarser_receive:gid=27,,1,2
28,23,4,5.015625,-0.390625,same_level_receive:gid=30,,1,2
28,23,5,5.046875,-0.390625,same_level_receive:gid=30,,1,1
29,0,0,5.390625,-1.109375,coarser_receive:gid=26,,1,1
29,0,1,5.421875,-1.109375,coarser_receive:gid=26,,1,2
29,0,2,5.453125,-1.109375,coarser_receive:gid=26,,1,3
29,0,3,5.484375,-1.109375,coarser_receive:gid=26,,1,4
29,0,4,5.515625,-1.109375,coarser_receive:gid=26,,1,5
29,0,5,5.546875,-1.109375,coarser_receive:gid=26,,1,5
29,0,6,5.578125,-1.109375,coarser_receive:gid=26,,1,5
29,0,7,5.609375,-1.109375,coarser_receive:gid=26,,1,5
29,0,8,5.640625,-1.109375,coarser_receive:gid=26,,1,5
29,0,9,5.671875,-1.109375,coarser_receive:gid=26,,1,5
29,0,10,5.703125,-1.109375,coarser_receive:gid=26,,1,5
29,0,11,5.734375,-1.109375,coarser_receive:gid=26,,1,5
29,0,12,5.765625,-1.109375,coarser_receive:gid=26,,1,5
29,0,13,5.796875,-1.109375,coarser_receive:gid=26,,1,5
29,0,14,5.828125,-1.109375,coarser_receive:gid=26,,1,5
29,0,15,5.859375,-1.109375,coarser_receive:gid=26,,1,5
29,0,16,5.890625,-1.109375,coarser_receive:gid=26,,1,5
29,0,17,5.921875,-1.109375,coarser_receive:gid=26,,1,5
29,0,18,5.953125,-1.109375,coarser_receive:gid=26,,1,5
29,0,19,5.984375,-1.109375,coarser_receive:gid=26,,1,5
29,0,20,6.015625,-1.109375,coarser_receive:gid=32,,1,4
29,0,21,6.046875,-1.109375,coarser_receive:gid=32,,1,3
29,0,22,6.078125,-1.109375,coarser_receive:gid=32,,1,2
29,0,23,6.109375,-1.109375,coarser_receive:gid=32,,1,1
29,1,0,5.390625,-1.078125,coarser_receive:gid=26,,1,2
29,1,1,5.421875,-1.078125,coarser_receive:gid=26,,1,4
29,1,2,5.453125,-1.078125,coarser_receive:gid=26,,1,6
29,1,3,5.484375,-1.078125,coarser_receive:gid=26,,1,8
29,1,4,5.515625,-1.078125,coarser_receive:gid=26,,1,10
29,1,5,5.546875,-1.078125,coarser_receive:gid=26,,1,10
29,1,6,5.578125,-1.078125,coarser_receive:gid=26,,1,10
29,1,7,5.609375,-1.078125,coarser_receive:gid=26,,1,10
29,1,8,5.640625,-1.078125,coarser_receive:gid=26,,1,10
29,1,9,5.671875,-1.078125,coarser_receive:gid=26,,1,10
29,1,10,5.703125,-1.078125,coarser_receive:gid=26,,1,10
29,1,11,5.734375,-1.078125,coarser_receive:gid=26,,1,10
29,1,12,5.765625,-1.078125,coarser_receive:gid=26,,1,10
29,1,13,5.796875,-1.078125,coarser_receive:gid=26,,1,10
29,1,14,5.828125,-1.078125,coarser_receive:gid=26,,1,10
29,1,15,5.859375,-1.078125,coarser_receive:gid=26,,1,10
29,1,16,5.890625,-1.078125,coarser_receive:gid=26,,1,10
29,1,17,5.921875,-1.078125,coarser_receive:gid=26,,1,10
29,1,18,5.953125,-1.078125,coarser_receive:gid=26,,1,10
29,1,19,5.984375,-1.078125,coarser_receive:gid=26,,1,10
29,1,20,6.015625,-1.078125,coarser_receive:gid=32,,1,8
29,1,21,6.046875,-1.078125,coarser_receive:gid=32,,1,6
29,1,22,6.078125,-1.078125,coarser_receive:gid=32,,1,4
29,1,23,6.109375,-1.078125,coarser_receive:gid=32,,1,2
29,2,0,5.390625,-1.046875,coarser_receive:gid=26,,1,2
29,2,1,5.421875,-1.046875,coarser_receive:gid=26,,1,4
29,2,2,5.453125,-1.046875,coarser_receive:gid=26,,1,6
29,2,3,5.484375,-1.046875,coarser_receive:gid=26,,1,8
29,2,4,5.515625,-1.046875,coarser_receive:gid=26,,1,10
29,2,5,5.546875,-1.046875,coarser_receive:gid=26,,1,10
29,2,6,5.578125,-1.046875,coarser_receive:gid=26,,1,10
29,2,7,5.609375,-1.046875,coarser_receive:gid=26,,1,10
29,2,8,5.640625,-1.046875,coarser_receive:gid=26,,1,10
29,2,9,5.671875,-1.046875,coarser_receive:gid=26,,1,10
29,2,10,5.703125,-1.046875,coarser_receive:gid=26,,1,10
29,2,11,5.734375,-1.046875,coarser_receive:gid=26,,1,10
29,2,12,5.765625,-1.046875,coarser_receive:gid=26,,1,10
29,2,13,5.796875,-1.046875,coarser_receive:gid=26,,1,10
29,2,14,5.828125,-1.046875,coarser_receive:gid=26,,1,10
29,2,15,5.859375,-1.046875,coarser_receive:gid=26,,1,10
29,2,16,5.890625,-1.046875,coarser_receive:gid=26,,1,10
29,2,17,5.921875,-1.046875,coarser_receive:gid=26,,1,10
29,2,18,5.953125,-1.046875,coarser_receive:gid=26,,1,11
29,2,19,5.984375,-1.046875,coarser_receive:gid=26,,1,12
29,2,20,6.015625,-1.046875,coarser_receive:gid=32,,1,10
29,2,21,6.046875,-1.046875,coarser_receive:gid=32,,1,8
29,2,22,6.078125,-1.046875,coarser_receive:gid=32,,1,6
29,2,23,6.109375,-1.046875,coarser_receive:gid=32,,1,3
29,3,0,5.390625,-1.015625,coarser_receive:gid=26,,1,2
29,3,1,5.421875,-1.015625,coarser_receive:gid=26,,1,4
29,3,2,5.453125,-1.015625,coarser_receive:gid=26,,1,6
29,3,3,5.484375,-1.015625,coarser_receive:gid=26,,1,8
29,3,4,5.515625,-1.015625,coarser_receive:gid=26,,1,10
29,3,5,5.546875,-1.015625,coarser_receive:gid=26,,1,10
29,3,6,5.578125,-1.015625,coarser_receive:gid=26,,1,10
29,3,7,5.609375,-1.015625,coarser_receive:gid=26,,1,10
29,3,8,5.640625,-1.015625,coarser_receive:gid=26,,1,10
29,3,9,5.671875,-1.015625,coarser_receive:gid=26,,1,10
29,3,10,5.703125,-1.015625,coarser_receive:gid=26,,1,10
29,3,11,5.734375,-1.015625,coarser_receive:gid=26,,1,10
29,3,12,5.765625,-1.015625,coarser_receive:gid=26,,1,10
29,3,13,5.796875,-1.015625,coarser_receive:gid=26,,1,10
29,3,14,5.828125,-1.015625,coarser_receive:gid=26,,1,10
29,3,15,5.859375,-1.015625,coarser_receive:gid=26,,1,10
29,3,16,5.890625,-1.015625,coarser_receive:gid=26,,1,10
29,3,17,5.921875,-1.015625,coarser_receive:gid=26,,1,10
29,3,18,5.953125,-1.015625,coarser_receive:gid=26,,1,12
29,3,19,5.984375,-1.015625,coarser_receive:gid=26,,1,14
29,3,20,6.015625,-1.015625,coarser_receive:gid=32,,1,12
29,3,21,6.046875,-1.015625,coarser_receive:gid=32,,1,10
29,3,22,6.078125,-1.015625,coarser_receive:gid=32,,1,8
29,3,23,6.109375,-1.015625,coarser_receive:gid=32,,1,4
29,4,0,5.390625,-0.984375,same_level_receive:gid=28,,1,2
29,4,1,5.421875,-0.984375,same_level_receive:gid=28,,1,4
29,4,2,5.453125,-0.984375,same_level_receive:gid=28,same_level_local_refresh:gid=28,1,6
29,4,3,5.484375,-0.984375,same_level_receive:gid=28,same_level_local_refresh:gid=28,1,8
29,4,4,5.515625,-0.984375,local_active_restriction,,1,10
29,4,5,5.546875,-0.984375,local_active_restriction,,1,10
29,4,6,5.578125,-0.984375,local_active_restriction,,1,10
29,4,7,5.609375,-0.984375,local_active_restriction,,1,10
29,4,8,5.640625,-0.984375,local_active_restriction,,1,10
29,4,9,5.671875,-0.984375,local_active_restriction,,1,10
29,4,10,5.703125,-0.984375,local_active_restriction,,1,10
29,4,11,5.734375,-0.984375,local_active_restriction,,1,10
29,4,12,5.765625,-0.984375,local_active_restriction,,1,10
29,4,13,5.796875,-0.984375,local_active_restriction,,1,10
29,4,14,5.828125,-0.984375,local_active_restriction,,1,10
29,4,15,5.859375,-0.984375,local_active_restriction,,1,10
29,4,16,5.890625,-0.984375,local_active_restriction,,1,10
29,4,17,5.921875,-0.984375,local_active_restriction,,1,10
29,4,18,5.953125,-0.984375,local_active_restriction,,1,13
29,4,19,5.984375,-0.984375,local_active_restriction,,1,16
29,4,20,6.015625,-0.984375,coarser_receive:gid=34,,1,14
29,4,21,6.046875,-0.984375,coarser_receive:gid=34,,1,12
29,4,22,6.078125,-0.984375,coarser_receive:gid=34,,1,10
29,4,23,6.109375,-0.984375,coarser_receive:gid=34,,1,5
29,5,0,5.390625,-0.953125,same_level_receive:gid=28,,1,1
29,5,1,5.421875,-0.953125,same_level_receive:gid=28,,1,2
29,5,2,5.453125,-0.953125,same_level_receive:gid=28,same_level_local_refresh:gid=28,1,3
29,5,3,5.484375,-0.953125,same_level_receive:gid=28,same_level_local_refresh:gid=28,1,4
29,5,4,5.515625,-0.953125,local_active_restriction,,1,5
29,5,5,5.546875,-0.953125,local_active_restriction,,1,5
29,5,6,5.578125,-0.953125,local_active_restriction,,1,5
29,5,7,5.609375,-0.953125,local_active_restriction,,1,5
29,5,8,5.640625,-0.953125,local_active_restriction,,1,5
29,5,9,5.671875,-0.953125,local_active_restriction,,1,5
29,5,10,5.703125,-0.953125,local_active_restriction,,1,5
29,5,11,5.734375,-0.953125,local_active_restriction,,1,5
29,5,12,5.765625,-0.953125,local_active_restriction,,1,5
29,5,13,5.796875,-0.953125,local_active_restriction,,1,5
29,5,14,5.828125,-0.953125,local_active_restriction,,1,5
29,5,15,5.859375,-0.953125,local_active_restriction,,1,5
29,5,16,5.890625,-0.953125,local_active_restriction,,1,5
29,5,17,5.921875,-0.953125,local_active_restriction,,1,5
29,5,18,5.953125,-0.953125,local_active_restriction,,1,9
29,5,19,5.984375,-0.953125,local_active_restriction,,1,13
29,5,20,6.015625,-0.953125,coarser_receive:gid=34,,1,12
29,5,21,6.046875,-0.953125,coarser_receive:gid=34,,1,11
29,5,22,6.078125,-0.953125,coarser_receive:gid=34,,1,10
29,5,23,6.109375,-0.953125,coarser_receive:gid=34,,1,5
29,6,18,5.953125,-0.921875,local_active_restriction,,1,5
29,6,19,5.984375,-0.921875,local_active_restriction,,1,10
29,6,20,6.015625,-0.921875,coarser_receive:gid=34,,1,10
29,6,21,6.046875,-0.921875,coarser_receive:gid=34,,1,10
29,6,22,6.078125,-0.921875,coarser_receive:gid=34,,1,10
29,6,23,6.109375,-0.921875,coarser_receive:gid=34,,1,5
29,7,18,5.953125,-0.890625,local_active_restriction,,1,5
29,7,19,5.984375,-0.890625,local_active_restriction,,1,10
29,7,20,6.015625,-0.890625,coarser_receive:gid=34,,1,10
29,7,21,6.046875,-0.890625,coarser_receive:gid=34,,1,10
29,7,22,6.078125,-0.890625,coarser_receive:gid=34,,1,10
29,7,23,6.109375,-0.890625,coarser_receive:gid=34,,1,5
29,8,18,5.953125,-0.859375,local_active_restriction,,1,5
29,8,19,5.984375,-0.859375,local_active_restriction,,1,10
29,8,20,6.015625,-0.859375,coarser_receive:gid=34,,1,10
29,8,21,6.046875,-0.859375,coarser_receive:gid=34,,1,10
29,8,22,6.078125,-0.859375,coarser_receive:gid=34,,1,10
29,8,23,6.109375,-0.859375,coarser_receive:gid=34,,1,5
29,9,18,5.953125,-0.828125,local_active_restriction,,1,5
29,9,19,5.984375,-0.828125,local_active_restriction,,1,10
29,9,20,6.015625,-0.828125,coarser_receive:gid=34,,1,10
29,9,21,6.046875,-0.828125,coarser_receive:gid=34,,1,10
29,9,22,6.078125,-0.828125,coarser_receive:gid=34,,1,10
29,9,23,6.109375,-0.828125,coarser_receive:gid=34,,1,5
29,10,18,5.953125,-0.796875,local_active_restriction,,1,5
29,10,19,5.984375,-0.796875,local_active_restriction,,1,10
29,10,20,6.015625,-0.796875,coarser_receive:gid=34,,1,10
29,10,21,6.046875,-0.796875,coarser_receive:gid=34,,1,10
29,10,22,6.078125,-0.796875,coarser_receive:gid=34,,1,10
29,10,23,6.109375,-0.796875,coarser_receive:gid=34,,1,5
29,11,18,5.953125,-0.765625,local_active_restriction,,1,5
29,11,19,5.984375,-0.765625,local_active_restriction,,1,10
29,11,20,6.015625,-0.765625,coarser_receive:gid=34,,1,10
29,11,21,6.046875,-0.765625,coarser_receive:gid=34,,1,10
29,11,22,6.078125,-0.765625,coarser_receive:gid=34,,1,10
29,11,23,6.109375,-0.765625,coarser_receive:gid=34,,1,5
29,12,18,5.953125,-0.734375,local_active_restriction,,1,5
29,12,19,5.984375,-0.734375,local_active_restriction,,1,10
29,12,20,6.015625,-0.734375,coarser_receive:gid=34,,1,10
29,12,21,6.046875,-0.734375,coarser_receive:gid=34,,1,10
29,12,22,6.078125,-0.734375,coarser_receive:gid=34,,1,10
29,12,23,6.109375,-0.734375,coarser_receive:gid=34,,1,5
29,13,18,5.953125,-0.703125,local_active_restriction,,1,5
29,13,19,5.984375,-0.703125,local_active_restriction,,1,10
29,13,20,6.015625,-0.703125,coarser_receive:gid=34,,1,10
29,13,21,6.046875,-0.703125,coarser_receive:gid=34,,1,10
29,13,22,6.078125,-0.703125,coarser_receive:gid=34,,1,10
29,13,23,6.109375,-0.703125,coarser_receive:gid=34,,1,5
29,14,18,5.953125,-0.671875,local_active_restriction,,1,5
29,14,19,5.984375,-0.671875,local_active_restriction,,1,10
29,14,20,6.015625,-0.671875,coarser_receive:gid=34,,1,10
29,14,21,6.046875,-0.671875,coarser_receive:gid=34,,1,10
29,14,22,6.078125,-0.671875,coarser_receive:gid=34,,1,10
29,14,23,6.109375,-0.671875,coarser_receive:gid=34,,1,5
29,15,18,5.953125,-0.640625,local_active_restriction,,1,5
29,15,19,5.984375,-0.640625,local_active_restriction,,1,10
29,15,20,6.015625,-0.640625,coarser_receive:gid=34,,1,10
29,15,21,6.046875,-0.640625,coarser_receive:gid=34,,1,10
29,15,22,6.078125,-0.640625,coarser_receive:gid=34,,1,10
29,15,23,6.109375,-0.640625,coarser_receive:gid=34,,1,5
29,16,18,5.953125,-0.609375,local_active_restriction,,1,5
29,16,19,5.984375,-0.609375,local_active_restriction,,1,10
29,16,20,6.015625,-0.609375,coarser_receive:gid=34,,1,10
29,16,21,6.046875,-0.609375,coarser_receive:gid=34,,1,10
29,16,22,6.078125,-0.609375,coarser_receive:gid=34,,1,10
29,16,23,6.109375,-0.609375,coarser_receive:gid=34,,1,5
29,17,18,5.953125,-0.578125,local_active_restriction,,1,5
29,17,19,5.984375,-0.578125,local_active_restriction,,1,10
29,17,20,6.015625,-0.578125,coarser_receive:gid=34,,1,10
29,17,21,6.046875,-0.578125,coarser_receive:gid=34,,1,10
29,17,22,6.078125,-0.578125,coarser_receive:gid=34,,1,10
29,17,23,6.109375,-0.578125,coarser_receive:gid=34,,1,5
29,18,18,5.953125,-0.546875,local_active_restriction,,1,5
29,18,19,5.984375,-0.546875,local_active_restriction,,1,10
29,18,20,6.015625,-0.546875,coarser_receive:gid=34,,1,10
29,18,21,6.046875,-0.546875,coarser_receive:gid=34,,1,10
29,18,22,6.078125,-0.546875,coarser_receive:gid=34,,1,10
29,18,23,6.109375,-0.546875,coarser_receive:gid=34,,1,5
29,19,18,5.953125,-0.515625,local_active_restriction,,1,5
29,19,19,5.984375,-0.515625,local_active_restriction,,1,10
29,19,20,6.015625,-0.515625,coarser_receive:gid=34,,1,10
29,19,21,6.046875,-0.515625,coarser_receive:gid=34,,1,10
29,19,22,6.078125,-0.515625,coarser_receive:gid=34,,1,10
29,19,23,6.109375,-0.515625,coarser_receive:gid=34,,1,5
29,20,18,5.953125,-0.484375,same_level_receive:gid=31,same_level_local_refresh:gid=31,1,4
29,20,19,5.984375,-0.484375,same_level_receive:gid=31,same_level_local_refresh:gid=31,1,8
29,20,20,6.015625,-0.484375,coarser_receive:gid=34,,1,8
29,20,21,6.046875,-0.484375,coarser_receive:gid=34,,1,8
29,20,22,6.078125,-0.484375,coarser_receive:gid=34,,1,8
29,20,23,6.109375,-0.484375,coarser_receive:gid=34,,1,4
29,21,18,5.953125,-0.453125,same_level_receive:gid=31,same_level_local_refresh:gid=31,1,3
29,21,19,5.984375,-0.453125,same_level_receive:gid=31,same_level_local_refresh:gid=31,1,6
29,21,20,6.015625,-0.453125,coarser_receive:gid=34,,1,6
29,21,21,6.046875,-0.453125,coarser_receive:gid=34,,1,6
29,21,22,6.078125,-0.453125,coarser_receive:gid=34,,1,6
29,21,23,6.109375,-0.453125,coarser_receive:gid=34,,1,3
29,22,18,5.953125,-0.421875,same_level_receive:gid=31,,1,2
29,22,19,5.984375,-0.421875,same_level_receive:gid=31,,1,4
29,22,20,6.015625,-0.421875,coarser_receive:gid=34,,1,4
29,22,21,6.046875,-0.421875,coarser_receive:gid=34,,1,4
29,22,22,6.078125,-0.421875,coarser_receive:gid=34,,1,4
29,22,23,6.109375,-0.421875,coarser_receive:gid=34,,1,2
29,23,18,5.953125,-0.390625,same_level_receive:gid=31,,1,1
29,23,19,5.984375,-0.390625,same_level_receive:gid=31,,1,2
29,23,20,6.015625,-0.390625,coarser_receive:gid=34,,1,2
29,23,21,6.046875,-0.390625,coarser_receive:gid=34,,1,2
29,23,22,6.078125,-0.390625,coarser_receive:gid=34,,1,2
29,23,23,6.109375,-0.390625,coarser_receive:gid=34,,1,1
30,0,0,4.890625,-0.609375,coarser_receive:gid=27,,1,1
30,0,1,4.921875,-0.609375,coarser_receive:gid=27,,1,2
30,0,2,4.953125,-0.609375,coarser_receive:gid=27,,1,2
30,0,3,4.984375,-0.609375,coarser_receive:gid=27,,1,2
30,0,4,5.015625,-0.609375,same_level_receive:gid=28,,1,2
30,0,5,5.046875,-0.609375,same_level_receive:gid=28,,1,1
30,1,0,4.890625,-0.578125,coarser_receive:gid=27,,1,2
30,1,1,4.921875,-0.578125,coarser_receive:gid=27,,1,4
30,1,2,4.953125,-0.578125,coarser_receive:gid=27,,1,4
30,1,3,4.984375,-0.578125,coarser_receive:gid=27,,1,4
30,1,4,5.015625,-0.578125,same_level_receive:gid=28,,1,4
30,1,5,5.046875,-0.578125,same_level_receive:gid=28,,1,2
30,2,0,4.890625,-0.546875,coarser_receive:gid=27,,1,3
30,2,1,4.921875,-0.546875,coarser_receive:gid=27,,1,6
30,2,2,4.953125,-0.546875,coarser_receive:gid=27,,1,6
30,2,3,4.984375,-0.546875,coarser_receive:gid=27,,1,6
30,2,4,5.015625,-0.546875,same_level_receive:gid=28,same_level_local_refresh:gid=28,1,6
30,2,5,5.046875,-0.546875,same_level_receive:gid=28,same_level_local_refresh:gid=28,1,3
30,3,0,4.890625,-0.515625,coarser_receive:gid=27,,1,4
30,3,1,4.921875,-0.515625,coarser_receive:gid=27,,1,8
30,3,2,4.953125,-0.515625,coarser_receive:gid=27,,1,8
30,3,3,4.984375,-0.515625,coarser_receive:gid=27,,1,8
30,3,4,5.015625,-0.515625,same_level_receive:gid=28,same_level_local_refresh:gid=28,1,8
30,3,5,5.046875,-0.515625,same_level_receive:gid=28,same_level_local_refresh:gid=28,1,4
30,4,0,4.890625,-0.484375,coarser_receive:gid=27,,1,5
30,4,1,4.921875,-0.484375,coarser_receive:gid=27,,1,10
30,4,2,4.953125,-0.484375,coarser_receive:gid=27,,1,10
30,4,3,4.984375,-0.484375,coarser_receive:gid=27,,1,10
30,4,4,5.015625,-0.484375,local_active_restriction,,1,10
30,4,5,5.046875,-0.484375,local_active_restriction,,1,5
30,5,0,4.890625,-0.453125,coarser_receive:gid=27,,1,5
30,5,1,4.921875,-0.453125,coarser_receive:gid=27,,1,10
30,5,2,4.953125,-0.453125,coarser_receive:gid=27,,1,10
30,5,3,4.984375,-0.453125,coarser_receive:gid=27,,1,10
30,5,4,5.015625,-0.453125,local_active_restriction,,1,10
30,5,5,5.046875,-0.453125,local_active_restriction,,1,5
30,6,0,4.890625,-0.421875,coarser_receive:gid=27,,1,5
30,6,1,4.921875,-0.421875,coarser_receive:gid=27,,1,10
30,6,2,4.953125,-0.421875,coarser_receive:gid=27,,1,10
30,6,3,4.984375,-0.421875,coarser_receive:gid=27,,1,10
30,6,4,5.015625,-0.421875,local_active_restriction,,1,10
30,6,5,5.046875,-0.421875,local_active_restriction,,1,5
30,7,0,4.890625,-0.390625,coarser_receive:gid=27,,1,5
30,7,1,4.921875,-0.390625,coarser_receive:gid=27,,1,10
30,7,2,4.953125,-0.390625,coarser_receive:gid=27,,1,10
30,7,3,4.984375,-0.390625,coarser_receive:gid=27,,1,10
30,7,4,5.015625,-0.390625,local_active_restriction,,1,10
30,7,5,5.046875,-0.390625,local_active_restriction,,1,5
30,8,0,4.890625,-0.359375,coarser_receive:gid=27,,1,5
30,8,1,4.921875,-0.359375,coarser_receive:gid=27,,1,10
30,8,2,4.953125,-0.359375,coarser_receive:gid=27,,1,10
30,8,3,4.984375,-0.359375,coarser_receive:gid=27,,1,10
30,8,4,5.015625,-0.359375,local_active_restriction,,1,10
30,8,5,5.046875,-0.359375,local_active_restriction,,1,5
30,9,0,4.890625,-0.328125,coarser_receive:gid=27,,1,5
30,9,1,4.921875,-0.328125,coarser_receive:gid=27,,1,10
30,9,2,4.953125,-0.328125,coarser_receive:gid=27,,1,10
30,9,3,4.984375,-0.328125,coarser_receive:gid=27,,1,10
30,9,4,5.015625,-0.328125,local_active_restriction,,1,10
30,9,5,5.046875,-0.328125,local_active_restriction,,1,5
30,10,0,4.890625,-0.296875,coarser_receive:gid=27,,1,5
30,10,1,4.921875,-0.296875,coarser_receive:gid=27,,1,10
30,10,2,4.953125,-0.296875,coarser_receive:gid=27,,1,10
30,10,3,4.984375,-0.296875,coarser_receive:gid=27,,1,10
30,10,4,5.015625,-0.296875,local_active_restriction,,1,10
30,10,5,5.046875,-0.296875,local_active_restriction,,1,5
30,11,0,4.890625,-0.265625,coarser_receive:gid=27,,1,5
30,11,1,4.921875,-0.265625,coarser_receive:gid=27,,1,10
30,11,2,4.953125,-0.265625,coarser_receive:gid=27,,1,10
30,11,3,4.984375,-0.265625,coarser_receive:gid=27,,1,10
30,11,4,5.015625,-0.265625,local_active_restriction,,1,10
30,11,5,5.046875,-0.265625,local_active_restriction,,1,5
30,12,0,4.890625,-0.234375,coarser_receive:gid=27,,1,5
30,12,1,4.921875,-0.234375,coarser_receive:gid=27,,1,10
30,12,2,4.953125,-0.234375,coarser_receive:gid=27,,1,10
30,12,3,4.984375,-0.234375,coarser_receive:gid=27,,1,10
30,12,4,5.015625,-0.234375,local_active_restriction,,1,10
30,12,5,5.046875,-0.234375,local_active_restriction,,1,5
30,13,0,4.890625,-0.203125,coarser_receive:gid=27,,1,5
30,13,1,4.921875,-0.203125,coarser_receive:gid=27,,1,10
30,13,2,4.953125,-0.203125,coarser_receive:gid=27,,1,10
30,13,3,4.984375,-0.203125,coarser_receive:gid=27,,1,10
30,13,4,5.015625,-0.203125,local_active_restriction,,1,10
30,13,5,5.046875,-0.203125,local_active_restriction,,1,5
30,14,0,4.890625,-0.171875,coarser_receive:gid=27,,1,5
30,14,1,4.921875,-0.171875,coarser_receive:gid=27,,1,10
30,14,2,4.953125,-0.171875,coarser_receive:gid=27,,1,10
30,14,3,4.984375,-0.171875,coarser_receive:gid=27,,1,10
30,14,4,5.015625,-0.171875,local_active_restriction,,1,10
30,14,5,5.046875,-0.171875,local_active_restriction,,1,5
30,15,0,4.890625,-0.140625,coarser_receive:gid=27,,1,5
30,15,1,4.921875,-0.140625,coarser_receive:gid=27,,1,10
30,15,2,4.953125,-0.140625,coarser_receive:gid=27,,1,10
