receiver_gid,sender_gid,coarse_j,coarse_i,rho,z,variable,received_value,refreshed_value,difference,consumer_neighbor_gid,consumer_coarse_j,consumer_coarse_i,consumer_ox1,consumer_ox2
9,8,4,3,1.9375,-7.9375,Azz,0.00060950494669968313,0.00060970734542220583,2.0239872252269999e-07,2,2,3,0,-1
9,8,4,3,1.9375,-7.9375,Azz,0.00060950494669968313,0.00060970734542220583,2.0239872252269999e-07,2,2,4,0,-1
9,8,4,3,1.9375,-7.9375,Azz,0.00060950494669968313,0.00060970734542220583,2.0239872252269999e-07,2,2,5,0,-1
9,8,4,3,1.9375,-7.9375,Azz,0.00060950494669968313,0.00060970734542220583,2.0239872252269999e-07,2,3,2,0,-1
9,8,4,3,1.9375,-7.9375,Azz,0.00060950494669968313,0.00060970734542220583,2.0239872252269999e-07,2,3,3,0,-1
9,8,4,3,1.9375,-7.9375,Azz,0.00060950494669968313,0.00060970734542220583,2.0239872252269999e-07,2,3,4,0,-1
9,8,4,3,1.9375,-7.9375,Azz,0.00060950494669968313,0.00060970734542220583,2.0239872252269999e-07,2,3,5,0,-1
9,8,4,3,1.9375,-7.9375,Gamx,-0.00098516745950432381,-0.00098515991120156276,7.5483027610519227e-09,2,2,2,0,-1
9,8,4,3,1.9375,-7.9375,Gamx,-0.00098516745950432381,-0.00098515991120156276,7.5483027610519227e-09,2,2,3,0,-1
9,8,4,3,1.9375,-7.9375,Gamx,-0.00098516745950432381,-0.00098515991120156276,7.5483027610519227e-09,2,2,4,0,-1
9,8,4,3,1.9375,-7.9375,Gamx,-0.00098516745950432381,-0.00098515991120156276,7.5483027610519227e-09,2,2,5,0,-1
9,8,4,3,1.9375,-7.9375,Gamx,-0.00098516745950432381,-0.00098515991120156276,7.5483027610519227e-09,2,3,2,0,-1
9,8,4,3,1.9375,-7.9375,Gamx,-0.00098516745950432381,-0.00098515991120156276,7.5483027610519227e-09,2,3,3,0,-1
9,8,4,3,1.9375,-7.9375,Gamx,-0.00098516745950432381,-0.00098515991120156276,7.5483027610519227e-09,2,3,4,0,-1
9,8,4,3,1.9375,-7.9375,Gamx,-0.00098516745950432381,-0.00098515991120156276,7.5483027610519227e-09,2,3,5,0,-1
9,8,4,3,1.9375,-7.9375,Gamy,-0.0087477640598754708,-0.0087470804189819541,6.8364089351666268e-07,2,2,2,0,-1
9,8,4,3,1.9375,-7.9375,Gamy,-0.0087477640598754708,-0.0087470804189819541,6.8364089351666268e-07,2,2,3,0,-1
9,8,4,3,1.9375,-7.9375,Gamy,-0.0087477640598754708,-0.0087470804189819541,6.8364089351666268e-07,2,2,4,0,-1
9,8,4,3,1.9375,-7.9375,Gamy,-0.0087477640598754708,-0.0087470804189819541,6.8364089351666268e-07,2,2,5,0,-1
9,8,4,3,1.9375,-7.9375,Gamy,-0.0087477640598754708,-0.0087470804189819541,6.8364089351666268e-07,2,3,2,0,-1
9,8,4,3,1.9375,-7.9375,Gamy,-0.0087477640598754708,-0.0087470804189819541,6.8364089351666268e-07,2,3,3,0,-1
9,8,4,3,1.9375,-7.9375,Gamy,-0.0087477640598754708,-0.0087470804189819541,6.8364089351666268e-07,2,3,4,0,-1
9,8,4,3,1.9375,-7.9375,Gamy,-0.0087477640598754708,-0.0087470804189819541,6.8364089351666268e-07,2,3,5,0,-1
9,8,4,3,1.9375,-7.9375,Theta,-0.00010069144537232842,-0.00010119840310471102,-5.069577323826022e-07,2,2,2,0,-1
9,8,4,3,1.9375,-7.9375,Theta,-0.00010069144537232842,-0.00010119840310471102,-5.069577323826022e-07,2,2,3,0,-1
9,8,4,3,1.9375,-7.9375,Theta,-0.00010069144537232842,-0.00010119840310471102,-5.069577323826022e-07,2,2,4,0,-1
9,8,4,3,1.9375,-7.9375,Theta,-0.00010069144537232842,-0.00010119840310471102,-5.069577323826022e-07,2,2,5,0,-1
9,8,4,3,1.9375,-7.9375,Theta,-0.00010069144537232842,-0.00010119840310471102,-5.069577323826022e-07,2,3,2,0,-1
9,8,4,3,1.9375,-7.9375,Theta,-0.00010069144537232842,-0.00010119840310471102,-5.069577323826022e-07,2,3,3,0,-1
9,8,4,3,1.9375,-7.9375,Theta,-0.00010069144537232842,-0.00010119840310471102,-5.069577323826022e-07,2,3,4,0,-1
9,8,4,3,1.9375,-7.9375,Theta,-0.00010069144537232842,-0.00010119840310471102,-5.069577323826022e-07,2,3,5,0,-1
9,8,4,3,1.9375,-7.9375,alpha,0.77190577290008255,0.77190577277920003,-1.2088252621111906e-10,2,2,2,0,-1
9,8,4,3,1.9375,-7.9375,alpha,0.77190577290008255,0.77190577277920003,-1.2088252621111906e-10,2,2,3,0,-1
9,8,4,3,1.9375,-7.9375,alpha,0.77190577290008255,0.77190577277920003,-1.2088252621111906e-10,2,2,4,0,-1
9,8,4,3,1.9375,-7.9375,alpha,0.77190577290008255,0.77190577277920003,-1.2088252621111906e-10,2,2,5,0,-1
9,8,4,3,1.9375,-7.9375,alpha,0.77190577290008255,0.77190577277920003,-1.2088252621111906e-10,2,3,2,0,-1
9,8,4,3,1.9375,-7.9375,alpha,0.77190577290008255,0.77190577277920003,-1.2088252621111906e-10,2,3,3,0,-1
9,8,4,3,1.9375,-7.9375,alpha,0.77190577290008255,0.77190577277920003,-1.2088252621111906e-10,2,3,4,0,-1
9,8,4,3,1.9375,-7.9375,alpha,0.77190577290008255,0.77190577277920003,-1.2088252621111906e-10,2,3,5,0,-1
9,8,4,3,1.9375,-7.9375,betax,-0.00049350257518376536,-0.0004934844948030749,1.8080380690451564e-08,2,2,2,0,-1
9,8,4,3,1.9375,-7.9375,betax,-0.00049350257518376536,-0.0004934844948030749,1.8080380690451564e-08,2,2,3,0,-1
9,8,4,3,1.9375,-7.9375,betax,-0.00049350257518376536,-0.0004934844948030749,1.8080380690451564e-08,2,2,4,0,-1
9,8,4,3,1.9375,-7.9375,betax,-0.00049350257518376536,-0.0004934844948030749,1.8080380690451564e-08,2,2,5,0,-1
9,8,4,3,1.9375,-7.9375,betax,-0.00049350257518376536,-0.0004934844948030749,1.8080380690451564e-08,2,3,2,0,-1
9,8,4,3,1.9375,-7.9375,betax,-0.00049350257518376536,-0.0004934844948030749,1.8080380690451564e-08,2,3,3,0,-1
9,8,4,3,1.9375,-7.9375,betax,-0.00049350257518376536,-0.0004934844948030749,1.8080380690451564e-08,2,3,4,0,-1
9,8,4,3,1.9375,-7.9375,betax,-0.00049350257518376536,-0.0004934844948030749,1.8080380690451564e-08,2,3,5,0,-1
9,8,4,3,1.9375,-7.9375,betay,-0.0040541445355431697,-0.0040541154390020149,2.9096541154759181e-08,2,2,2,0,-1
9,8,4,3,1.9375,-7.9375,betay,-0.0040541445355431697,-0.0040541154390020149,2.9096541154759181e-08,2,2,3,0,-1
9,8,4,3,1.9375,-7.9375,betay,-0.0040541445355431697,-0.0040541154390020149,2.9096541154759181e-08,2,2,4,0,-1
9,8,4,3,1.9375,-7.9375,betay,-0.0040541445355431697,-0.0040541154390020149,2.9096541154759181e-08,2,2,5,0,-1
9,8,4,3,1.9375,-7.9375,betay,-0.0040541445355431697,-0.0040541154390020149,2.9096541154759181e-08,2,3,2,0,-1
9,8,4,3,1.9375,-7.9375,betay,-0.0040541445355431697,-0.0040541154390020149,2.9096541154759181e-08,2,3,3,0,-1
9,8,4,3,1.9375,-7.9375,betay,-0.0040541445355431697,-0.0040541154390020149,2.9096541154759181e-08,2,3,4,0,-1
9,8,4,3,1.9375,-7.9375,betay,-0.0040541445355431697,-0.0040541154390020149,2.9096541154759181e-08,2,3,5,0,-1
9,8,4,3,1.9375,-7.9375,Bx,0.00048327572684262772,0.00048327614937975839,4.225371306640878e-10,2,2,2,0,-1
9,8,4,3,1.9375,-7.9375,Bx,0.00048327572684262772,0.00048327614937975839,4.225371306640878e-10,2,2,3,0,-1
9,8,4,3,1.9375,-7.9375,Bx,0.00048327572684262772,0.00048327614937975839,4.225371306640878e-10,2,2,4,0,-1
9,8,4,3,1.9375,-7.9375,Bx,0.00048327572684262772,0.00048327614937975839,4.225371306640878e-10,2,2,5,0,-1
9,8,4,3,1.9375,-7.9375,Bx,0.00048327572684262772,0.00048327614937975839,4.225371306640878e-10,2,3,2,0,-1
9,8,4,3,1.9375,-7.9375,Bx,0.00048327572684262772,0.00048327614937975839,4.225371306640878e-10,2,3,3,0,-1
9,8,4,3,1.9375,-7.9375,Bx,0.00048327572684262772,0.00048327614937975839,4.225371306640878e-10,2,3,4,0,-1
9,8,4,3,1.9375,-7.9375,Bx,0.00048327572684262772,0.00048327614937975839,4.225371306640878e-10,2,3,5,0,-1
9,8,4,3,1.9375,-7.9375,By,-0.0031112496655326971,-0.0031112497696233828,-1.0409068572359015e-10,2,2,2,0,-1
9,8,4,3,1.9375,-7.9375,By,-0.0031112496655326971,-0.0031112497696233828,-1.0409068572359015e-10,2,2,3,0,-1
9,8,4,3,1.9375,-7.9375,By,-0.0031112496655326971,-0.0031112497696233828,-1.0409068572359015e-10,2,2,4,0,-1
9,8,4,3,1.9375,-7.9375,By,-0.0031112496655326971,-0.0031112497696233828,-1.0409068572359015e-10,2,2,5,0,-1
9,8,4,3,1.9375,-7.9375,By,-0.0031112496655326971,-0.0031112497696233828,-1.0409068572359015e-10,2,3,2,0,-1
9,8,4,3,1.9375,-7.9375,By,-0.0031112496655326971,-0.0031112497696233828,-1.0409068572359015e-10,2,3,3,0,-1
9,8,4,3,1.9375,-7.9375,By,-0.0031112496655326971,-0.0031112497696233828,-1.0409068572359015e-10,2,3,4,0,-1
9,8,4,3,1.9375,-7.9375,By,-0.0031112496655326971,-0.0031112497696233828,-1.0409068572359015e-10,2,3,5,0,-1
9,12,4,20,4.0625,-7.9375,chi,0.60373947325222421,0.60373841387793614,-1.0593742880704582e-06,2,2,18,0,-1
9,12,4,20,4.0625,-7.9375,chi,0.60373947325222421,0.60373841387793614,-1.0593742880704582e-06,2,2,19,0,-1
9,12,4,20,4.0625,-7.9375,chi,0.60373947325222421,0.60373841387793614,-1.0593742880704582e-06,2,3,18,0,-1
9,12,4,20,4.0625,-7.9375,chi,0.60373947325222421,0.60373841387793614,-1.0593742880704582e-06,2,3,19,0,-1
9,12,4,20,4.0625,-7.9375,chi,0.60373947325222421,0.60373841387793614,-1.0593742880704582e-06,3,2,20,1,-1
9,12,4,20,4.0625,-7.9375,chi,0.60373947325222421,0.60373841387793614,-1.0593742880704582e-06,3,2,21,1,-1
9,12,4,20,4.0625,-7.9375,chi,0.60373947325222421,0.60373841387793614,-1.0593742880704582e-06,3,3,20,1,-1
9,12,4,20,4.0625,-7.9375,chi,0.60373947325222421,0.60373841387793614,-1.0593742880704582e-06,3,3,21,1,-1
9,12,4,20,4.0625,-7.9375,gxx,0.9976040697126668,0.99760643625361434,2.3665409475404076e-06,2,2,18,0,-1
9,12,4,20,4.0625,-7.9375,gxx,0.9976040697126668,0.99760643625361434,2.3665409475404076e-06,2,2,19,0,-1
9,12,4,20,4.0625,-7.9375,gxx,0.9976040697126668,0.99760643625361434,2.3665409475404076e-06,2,3,18,0,-1
9,12,4,20,4.0625,-7.9375,gxx,0.9976040697126668,0.99760643625361434,2.3665409475404076e-06,2,3,19,0,-1
9,12,4,20,4.0625,-7.9375,gxx,0.9976040697126668,0.99760643625361434,2.3665409475404076e-06,3,2,20,1,-1
9,12,4,20,4.0625,-7.9375,gxx,0.9976040697126668,0.99760643625361434,2.3665409475404076e-06,3,2,21,1,-1
9,12,4,20,4.0625,-7.9375,gxx,0.9976040697126668,0.99760643625361434,2.3665409475404076e-06,3,3,20,1,-1
9,12,4,20,4.0625,-7.9375,gxx,0.9976040697126668,0.99760643625361434,2.3665409475404076e-06,3,3,21,1,-1
9,12,4,20,4.0625,-7.9375,gxy,-0.010823750368423642,-0.010822331585117003,1.4187833066395955e-06,2,2,18,0,-1
9,12,4,20,4.0625,-7.9375,gxy,-0.010823750368423642,-0.010822331585117003,1.4187833066395955e-06,2,2,19,0,-1
9,12,4,20,4.0625,-7.9375,gxy,-0.010823750368423642,-0.010822331585117003,1.4187833066395955e-06,2,3,18,0,-1
9,12,4,20,4.0625,-7.9375,gxy,-0.010823750368423642,-0.010822331585117003,1.4187833066395955e-06,2,3,19,0,-1
9,12,4,20,4.0625,-7.9375,gxy,-0.010823750368423642,-0.010822331585117003,1.4187833066395955e-06,3,2,20,1,-1
9,12,4,20,4.0625,-7.9375,gxy,-0.010823750368423642,-0.010822331585117003,1.4187833066395955e-06,3,2,21,1,-1
9,12,4,20,4.0625,-7.9375,gxy,-0.010823750368423642,-0.010822331585117003,1.4187833066395955e-06,3,3,20,1,-1
9,12,4,20,4.0625,-7.9375,gxy,-0.010823750368423642,-0.010822331585117003,1.4187833066395955e-06,3,3,21,1,-1
9,12,4,20,4.0625,-7.9375,gyy,1.009400927180319,1.0094002687953096,-6.5838500939996436e-07,2,2,18,0,-1
9,12,4,20,4.0625,-7.9375,gyy,1.009400927180319,1.0094002687953096,-6.5838500939996436e-07,2,2,19,0,-1
9,12,4,20,4.0625,-7.9375,gyy,1.009400927180319,1.0094002687953096,-6.5838500939996436e-07,2,3,18,0,-1
9,12,4,20,4.0625,-7.9375,gyy,1.009400927180319,1.0094002687953096,-6.5838500939996436e-07,2,3,19,0,-1
9,12,4,20,4.0625,-7.9375,gyy,1.009400927180319,1.0094002687953096,-6.5838500939996436e-07,3,2,20,1,-1
9,12,4,20,4.0625,-7.9375,gyy,1.009400927180319,1.0094002687953096,-6.5838500939996436e-07,3,2,21,1,-1
9,12,4,20,4.0625,-7.9375,gyy,1.009400927180319,1.0094002687953096,-6.5838500939996436e-07,3,3,20,1,-1
9,12,4,20,4.0625,-7.9375,gyy,1.009400927180319,1.0094002687953096,-6.5838500939996436e-07,3,3,21,1,-1
9,12,4,20,4.0625,-7.9375,gzz,0.99318148901333669,0.99317975136736847,-1.7376459682250101e-06,2,2,18,0,-1
9,12,4,20,4.0625,-7.9375,gzz,0.99318148901333669,0.99317975136736847,-1.7376459682250101e-06,2,2,19,0,-1
9,12,4,20,4.0625,-7.9375,gzz,0.99318148901333669,0.99317975136736847,-1.7376459682250101e-06,2,3,18,0,-1
9,12,4,20,4.0625,-7.9375,gzz,0.99318148901333669,0.99317975136736847,-1.7376459682250101e-06,2,3,19,0,-1
9,12,4,20,4.0625,-7.9375,gzz,0.99318148901333669,0.99317975136736847,-1.7376459682250101e-06,3,2,20,1,-1
9,12,4,20,4.0625,-7.9375,gzz,0.99318148901333669,0.99317975136736847,-1.7376459682250101e-06,3,2,21,1,-1
9,12,4,20,4.0625,-7.9375,gzz,0.99318148901333669,0.99317975136736847,-1.7376459682250101e-06,3,3,20,1,-1
9,12,4,20,4.0625,-7.9375,gzz,0.99318148901333669,0.99317975136736847,-1.7376459682250101e-06,3,3,21,1,-1
9,12,4,20,4.0625,-7.9375,Khat,0.0050622883924568551,0.0052752235274090781,0.00021293513495222304,2,2,18,0,-1
9,12,4,20,4.0625,-7.9375,Khat,0.0050622883924568551,0.0052752235274090781,0.00021293513495222304,2,2,19,0,-1
9,12,4,20,4.0625,-7.9375,Khat,0.0050622883924568551,0.0052752235274090781,0.00021293513495222304,2,3,18,0,-1
9,12,4,20,4.0625,-7.9375,Khat,0.0050622883924568551,0.0052752235274090781,0.00021293513495222304,2,3,19,0,-1
9,12,4,20,4.0625,-7.9375,Khat,0.0050622883924568551,0.0052752235274090781,0.00021293513495222304,3,2,20,1,-1
9,12,4,20,4.0625,-7.9375,Khat,0.0050622883924568551,0.0052752235274090781,0.00021293513495222304,3,2,21,1,-1
9,12,4,20,4.0625,-7.9375,Khat,0.0050622883924568551,0.0052752235274090781,0.00021293513495222304,3,3,20,1,-1
9,12,4,20,4.0625,-7.9375,Khat,0.0050622883924568551,0.0052752235274090781,0.00021293513495222304,3,3,21,1,-1
9,12,4,20,4.0625,-7.9375,Axx,-0.0011296752460190765,-0.0011039221618774262,2.5753084141650348e-05,2,2,18,0,-1
9,12,4,20,4.0625,-7.9375,Axx,-0.0011296752460190765,-0.0011039221618774262,2.5753084141650348e-05,2,2,19,0,-1
9,12,4,20,4.0625,-7.9375,Axx,-0.0011296752460190765,-0.0011039221618774262,2.5753084141650348e-05,2,3,18,0,-1
9,12,4,20,4.0625,-7.9375,Axx,-0.0011296752460190765,-0.0011039221618774262,2.5753084141650348e-05,2,3,19,0,-1
9,12,4,20,4.0625,-7.9375,Axx,-0.0011296752460190765,-0.0011039221618774262,2.5753084141650348e-05,3,2,20,1,-1
9,12,4,20,4.0625,-7.9375,Axx,-0.0011296752460190765,-0.0011039221618774262,2.5753084141650348e-05,3,2,21,1,-1
9,12,4,20,4.0625,-7.9375,Axx,-0.0011296752460190765,-0.0011039221618774262,2.5753084141650348e-05,3,3,20,1,-1
9,12,4,20,4.0625,-7.9375,Axx,-0.0011296752460190765,-0.0011039221618774262,2.5753084141650348e-05,3,3,21,1,-1
9,12,4,20,4.0625,-7.9375,Axy,0.0012481329983558232,0.0012221304818529788,-2.6002516502844414e-05,2,2,18,0,-1
9,12,4,20,4.0625,-7.9375,Axy,0.0012481329983558232,0.0012221304818529788,-2.6002516502844414e-05,2,2,19,0,-1
9,12,4,20,4.0625,-7.9375,Axy,0.0012481329983558232,0.0012221304818529788,-2.6002516502844414e-05,2,3,18,0,-1
9,12,4,20,4.0625,-7.9375,Axy,0.0012481329983558232,0.0012221304818529788,-2.6002516502844414e-05,2,3,19,0,-1
9,12,4,20,4.0625,-7.9375,Axy,0.0012481329983558232,0.0012221304818529788,-2.6002516502844414e-05,3,2,20,1,-1
9,12,4,20,4.0625,-7.9375,Axy,0.0012481329983558232,0.0012221304818529788,-2.6002516502844414e-05,3,2,21,1,-1
9,12,4,20,4.0625,-7.9375,Axy,0.0012481329983558232,0.0012221304818529788,-2.6002516502844414e-05,3,3,20,1,-1
9,12,4,20,4.0625,-7.9375,Axy,0.0012481329983558232,0.0012221304818529788,-2.6002516502844414e-05,3,3,21,1,-1
9,12,4,20,4.0625,-7.9375,Ayy,0.0016481194012362764,0.0016258792631222501,-2.2240138114026269e-05,2,2,18,0,-1
9,12,4,20,4.0625,-7.9375,Ayy,0.0016481194012362764,0.0016258792631222501,-2.2240138114026269e-05,2,2,19,0,-1
9,12,4,20,4.0625,-7.9375,Ayy,0.0016481194012362764,0.0016258792631222501,-2.2240138114026269e-05,2,3,18,0,-1
9,12,4,20,4.0625,-7.9375,Ayy,0.0016481194012362764,0.0016258792631222501,-2.2240138114026269e-05,2,3,19,0,-1
9,12,4,20,4.0625,-7.9375,Ayy,0.0016481194012362764,0.0016258792631222501,-2.2240138114026269e-05,3,2,20,1,-1
9,12,4,20,4.0625,-7.9375,Ayy,0.0016481194012362764,0.0016258792631222501,-2.2240138114026269e-05,3,2,21,1,-1
9,12,4,20,4.0625,-7.9375,Ayy,0.0016481194012362764,0.0016258792631222501,-2.2240138114026269e-05,3,3,20,1,-1
9,12,4,20,4.0625,-7.9375,Ayy,0.0016481194012362764,0.0016258792631222501,-2.2240138114026269e-05,3,3,21,1,-1
9,12,4,20,4.0625,-7.9375,Azz,-0.00052382118828020322,-0.00052700882912572633,-3.1876408455231136e-06,2,2,18,0,-1
9,12,4,20,4.0625,-7.9375,Azz,-0.00052382118828020322,-0.00052700882912572633,-3.1876408455231136e-06,2,2,19,0,-1
9,12,4,20,4.0625,-7.9375,Azz,-0.00052382118828020322,-0.00052700882912572633,-3.1876408455231136e-06,2,3,18,0,-1
9,12,4,20,4.0625,-7.9375,Azz,-0.00052382118828020322,-0.00052700882912572633,-3.1876408455231136e-06,2,3,19,0,-1
9,12,4,20,4.0625,-7.9375,Azz,-0.00052382118828020322,-0.00052700882912572633,-3.1876408455231136e-06,3,2,20,1,-1
9,12,4,20,4.0625,-7.9375,Azz,-0.00052382118828020322,-0.00052700882912572633,-3.1876408455231136e-06,3,2,21,1,-1
9,12,4,20,4.0625,-7.9375,Azz,-0.00052382118828020322,-0.00052700882912572633,-3.1876408455231136e-06,3,3,20,1,-1
9,12,4,20,4.0625,-7.9375,Azz,-0.00052382118828020322,-0.00052700882912572633,-3.1876408455231136e-06,3,3,21,1,-1
9,12,4,20,4.0625,-7.9375,Gamx,-0.0010830097169602926,-0.0010837242677668453,-7.1455080655267837e-07,2,2,18,0,-1
9,12,4,20,4.0625,-7.9375,Gamx,-0.0010830097169602926,-0.0010837242677668453,-7.1455080655267837e-07,2,2,19,0,-1
9,12,4,20,4.0625,-7.9375,Gamx,-0.0010830097169602926,-0.0010837242677668453,-7.1455080655267837e-07,2,3,18,0,-1
9,12,4,20,4.0625,-7.9375,Gamx,-0.0010830097169602926,-0.0010837242677668453,-7.1455080655267837e-07,2,3,19,0,-1
9,12,4,20,4.0625,-7.9375,Gamx,-0.0010830097169602926,-0.0010837242677668453,-7.1455080655267837e-07,3,2,20,1,-1
9,12,4,20,4.0625,-7.9375,Gamx,-0.0010830097169602926,-0.0010837242677668453,-7.1455080655267837e-07,3,2,21,1,-1
9,12,4,20,4.0625,-7.9375,Gamx,-0.0010830097169602926,-0.0010837242677668453,-7.1455080655267837e-07,3,3,20,1,-1
9,12,4,20,4.0625,-7.9375,Gamx,-0.0010830097169602926,-0.0010837242677668453,-7.1455080655267837e-07,3,3,21,1,-1
9,12,4,20,4.0625,-7.9375,Gamy,-0.008789033596949344,-0.0088107237737279215,-2.1690176778577444e-05,2,2,18,0,-1
9,12,4,20,4.0625,-7.9375,Gamy,-0.008789033596949344,-0.0088107237737279215,-2.1690176778577444e-05,2,2,19,0,-1
9,12,4,20,4.0625,-7.9375,Gamy,-0.008789033596949344,-0.0088107237737279215,-2.1690176778577444e-05,2,3,18,0,-1
9,12,4,20,4.0625,-7.9375,Gamy,-0.008789033596949344,-0.0088107237737279215,-2.1690176778577444e-05,2,3,19,0,-1
9,12,4,20,4.0625,-7.9375,Gamy,-0.008789033596949344,-0.0088107237737279215,-2.1690176778577444e-05,3,2,20,1,-1
9,12,4,20,4.0625,-7.9375,Gamy,-0.008789033596949344,-0.0088107237737279215,-2.1690176778577444e-05,3,2,21,1,-1
9,12,4,20,4.0625,-7.9375,Gamy,-0.008789033596949344,-0.0088107237737279215,-2.1690176778577444e-05,3,3,20,1,-1
9,12,4,20,4.0625,-7.9375,Gamy,-0.008789033596949344,-0.0088107237737279215,-2.1690176778577444e-05,3,3,21,1,-1
9,12,4,20,4.0625,-7.9375,Theta,-0.00018823686388982225,-0.00028983642451326988,-0.00010159956062344764,2,2,18,0,-1
9,12,4,20,4.0625,-7.9375,Theta,-0.00018823686388982225,-0.00028983642451326988,-0.00010159956062344764,2,2,19,0,-1
9,12,4,20,4.0625,-7.9375,Theta,-0.00018823686388982225,-0.00028983642451326988,-0.00010159956062344764,2,3,18,0,-1
9,12,4,20,4.0625,-7.9375,Theta,-0.00018823686388982225,-0.00028983642451326988,-0.00010159956062344764,2,3,19,0,-1
9,12,4,20,4.0625,-7.9375,Theta,-0.00018823686388982225,-0.00028983642451326988,-0.00010159956062344764,3,2,20,1,-1
9,12,4,20,4.0625,-7.9375,Theta,-0.00018823686388982225,-0.00028983642451326988,-0.00010159956062344764,3,2,21,1,-1
9,12,4,20,4.0625,-7.9375,Theta,-0.00018823686388982225,-0.00028983642451326988,-0.00010159956062344764,3,3,20,1,-1
9,12,4,20,4.0625,-7.9375,Theta,-0.00018823686388982225,-0.00028983642451326988,-0.00010159956062344764,3,3,21,1,-1
9,12,4,20,4.0625,-7.9375,alpha,0.7800853380861813,0.78008534138484797,3.2986666731460446e-09,2,2,18,0,-1
9,12,4,20,4.0625,-7.9375,alpha,0.7800853380861813,0.78008534138484797,3.2986666731460446e-09,2,2,19,0,-1
9,12,4,20,4.0625,-7.9375,alpha,0.7800853380861813,0.78008534138484797,3.2986666731460446e-09,2,3,18,0,-1
9,12,4,20,4.0625,-7.9375,alpha,0.7800853380861813,0.78008534138484797,3.2986666731460446e-09,2,3,19,0,-1
9,12,4,20,4.0625,-7.9375,alpha,0.7800853380861813,0.78008534138484797,3.2986666731460446e-09,3,2,20,1,-1
9,12,4,20,4.0625,-7.9375,alpha,0.7800853380861813,0.78008534138484797,3.2986666731460446e-09,3,2,21,1,-1
9,12,4,20,4.0625,-7.9375,alpha,0.7800853380861813,0.78008534138484797,3.2986666731460446e-09,3,3,20,1,-1
9,12,4,20,4.0625,-7.9375,alpha,0.7800853380861813,0.78008534138484797,3.2986666731460446e-09,3,3,21,1,-1
9,12,4,20,4.0625,-7.9375,betax,-0.00058725640175540128,-0.0005856019975133633,1.6544042420379773e-06,2,2,18,0,-1
9,12,4,20,4.0625,-7.9375,betax,-0.00058725640175540128,-0.0005856019975133633,1.6544042420379773e-06,2,2,19,0,-1
9,12,4,20,4.0625,-7.9375,betax,-0.00058725640175540128,-0.0005856019975133633,1.6544042420379773e-06,2,3,18,0,-1
9,12,4,20,4.0625,-7.9375,betax,-0.00058725640175540128,-0.0005856019975133633,1.6544042420379773e-06,2,3,19,0,-1
9,12,4,20,4.0625,-7.9375,betax,-0.00058725640175540128,-0.0005856019975133633,1.6544042420379773e-06,3,2,20,1,-1
9,12,4,20,4.0625,-7.9375,betax,-0.00058725640175540128,-0.0005856019975133633,1.6544042420379773e-06,3,2,21,1,-1
9,12,4,20,4.0625,-7.9375,betax,-0.00058725640175540128,-0.0005856019975133633,1.6544042420379773e-06,3,3,20,1,-1
9,12,4,20,4.0625,-7.9375,betax,-0.00058725640175540128,-0.0005856019975133633,1.6544042420379773e-06,3,3,21,1,-1
9,12,4,20,4.0625,-7.9375,betay,-0.0044851845141246089,-0.0044858719095391434,-6.8739541453453207e-07,2,2,18,0,-1
9,12,4,20,4.0625,-7.9375,betay,-0.0044851845141246089,-0.0044858719095391434,-6.8739541453453207e-07,2,2,19,0,-1
9,12,4,20,4.0625,-7.9375,betay,-0.0044851845141246089,-0.0044858719095391434,-6.8739541453453207e-07,2,3,18,0,-1
9,12,4,20,4.0625,-7.9375,betay,-0.0044851845141246089,-0.0044858719095391434,-6.8739541453453207e-07,2,3,19,0,-1
9,12,4,20,4.0625,-7.9375,betay,-0.0044851845141246089,-0.0044858719095391434,-6.8739541453453207e-07,3,2,20,1,-1
9,12,4,20,4.0625,-7.9375,betay,-0.0044851845141246089,-0.0044858719095391434,-6.8739541453453207e-07,3,2,21,1,-1
9,12,4,20,4.0625,-7.9375,betay,-0.0044851845141246089,-0.0044858719095391434,-6.8739541453453207e-07,3,3,20,1,-1
9,12,4,20,4.0625,-7.9375,betay,-0.0044851845141246089,-0.0044858719095391434,-6.8739541453453207e-07,3,3,21,1,-1
9,12,4,20,4.0625,-7.9375,Bx,0.00097618431091724654,0.00097620220417703651,1.7893259789971382e-08,2,2,18,0,-1
9,12,4,20,4.0625,-7.9375,Bx,0.00097618431091724654,0.00097620220417703651,1.7893259789971382e-08,2,2,19,0,-1
9,12,4,20,4.0625,-7.9375,Bx,0.00097618431091724654,0.00097620220417703651,1.7893259789971382e-08,2,3,18,0,-1
9,12,4,20,4.0625,-7.9375,Bx,0.00097618431091724654,0.00097620220417703651,1.7893259789971382e-08,2,3,19,0,-1
9,12,4,20,4.0625,-7.9375,Bx,0.00097618431091724654,0.00097620220417703651,1.7893259789971382e-08,3,2,20,1,-1
9,12,4,20,4.0625,-7.9375,Bx,0.00097618431091724654,0.00097620220417703651,1.7893259789971382e-08,3,2,21,1,-1
9,12,4,20,4.0625,-7.9375,Bx,0.00097618431091724654,0.00097620220417703651,1.7893259789971382e-08,3,3,20,1,-1
9,12,4,20,4.0625,-7.9375,Bx,0.00097618431091724654,0.00097620220417703651,1.7893259789971382e-08,3,3,21,1,-1
9,12,4,20,4.0625,-7.9375,By,-0.0029362076854406874,-0.0029361241845756825,8.3500865004967201e-08,2,2,18,0,-1
