resolution,time,axisTau,region,field,norm2,proper_volume,weighted,magnitude,weighted_rho,weighted_z,magnitude_rho,magnitude_z
n128,0.0,0.0,shell_4_8,M,0.0,5728.244185817153,0.0,0.0,0.0,-8.0,0.0,-8.0
n128,0.0,0.0,shell_4_8,Z,0.0001785469638244248,5728.244185817153,7.348950040588709e-06,0.001203714890714633,5.25,-0.25,5.25,0.0
n128,0.0,0.0,shell_8_12,C,1.139296470701063e-08,10662.336111316848,1.0572179779172875e-09,1.558552565341245e-05,8.0,-0.25,8.0,-0.25
n128,0.0,0.0,shell_8_12,H,1.7883385790880163e-09,10662.336111316848,8.364298436009164e-11,4.3907762119488325e-06,8.0,-0.5,8.0,-0.5
n128,0.0,0.0,shell_8_12,M,0.0,10662.336111316848,0.0,0.0,0.0,-12.0,0.0,-12.0
n128,0.0,0.0,shell_8_12,Z,2.401156574562129e-09,10662.336111316848,2.441095249895685e-10,7.4891330686369596e-06,8.0,-0.25,8.0,-0.25
n128,0.0,0.0,shell_12_16,C,1.2742608315866404e-07,17076.563686262823,5.0166712591779723e-08,0.00013986215608188362,16.0,0.0,16.0,0.0
n128,0.0,0.0,shell_12_16,H,1.27426079601052e-07,17076.563686262823,5.0166710701082806e-08,0.00013986215344630182,16.0,0.0,16.0,0.0
n128,0.0,0.0,shell_12_16,M,0.0,17076.563686262823,0.0,0.0,0.0,-16.0,0.0,-16.0
n128,0.0,0.0,shell_12_16,Z,7.838709341534127e-28,17076.563686262823,3.4183443037025644e-30,6.295511944544812e-16,14.5,-3.5,10.0,-7.25
n128,0.0,0.0,shell_gt_16,C,2.8440644023677612e-06,13163.091652829775,9.98966454428073e-08,0.00013956222972046238,16.0,-0.25,16.0,-0.25
n128,0.0,0.0,shell_gt_16,H,2.8440643705467235e-06,13163.091652829775,9.989663714122189e-08,0.00013956222392152995,16.0,-0.25,16.0,-0.25
n128,0.0,0.0,shell_gt_16,M,0.0,13163.091652829775,0.0,0.0,0.25,-16.0,0.25,-16.0
n128,0.0,0.0,shell_gt_16,Z,4.352054261174074e-28,13163.091652829775,3.418867503518056e-30,5.968615185016633e-16,15.5,7.0,9.5,-13.25
n128,0.25015903882253054,0.1540670901698768,R4,C,0.00014676884016588156,1137.0615444454938,8.838769934248997e-06,0.0033547401035117,3.875,-0.125,4.0,0.0
n128,0.25015903882253054,0.1540670901698768,R4,H,4.84895037988294e-06,1137.0615444454938,3.61981821960916e-07,0.0012459361460059881,3.875,-0.375,4.0,0.0
n128,0.25015903882253054,0.1540670901698768,R4,M,2.4411677938783294e-05,1137.0615444454938,2.2404276260386935e-06,0.001994128092682702,3.875,-0.125,4.0,0.0
n128,0.25015903882253054,0.1540670901698768,R4,Z,2.8916504337621923e-05,1137.0615444454938,1.5703158539288238e-06,0.0013785413786832337,3.875,-0.125,4.0,0.0
n128,0.25015903882253054,0.1540670901698768,R8,C,0.03618915005494697,6876.837401903289,0.0002933373707842163,0.025846026334036716,5.5,-0.25,5.5,-0.25
n128,0.25015903882253054,0.1540670901698768,R8,H,0.0073557276433195975,6876.837401903289,0.00020238928461749236,0.02146860584616661,5.5,-0.25,5.5,-0.25
n128,0.25015903882253054,0.1540670901698768,R8,M,0.011517901970373104,6876.837401903289,0.00011585373356770646,0.017781117864025198,5.5625,-0.0625,5.5625,0.0
n128,0.25015903882253054,0.1540670901698768,R8,Z,0.0041858182379920835,6876.837401903289,1.6618348325636444e-05,0.006133381965570021,4.875,-0.1875,4.875,-0.1875
n128,0.25015903882253054,0.1540670901698768,R12,C,0.03618929784191808,17520.7318578007,0.0002933373707842163,0.025846026334036716,5.5,-0.25,5.5,-0.25
n128,0.25015903882253054,0.1540670901698768,R12,H,0.007355756345132078,17520.7318578007,0.00020238928461749236,0.02146860584616661,5.5,-0.25,5.5,-0.25
n128,0.25015903882253054,0.1540670901698768,R12,M,0.01151792304527128,17520.7318578007,0.00011585373356770646,0.017781117864025198,5.5625,-0.0625,5.5625,0.0
n128,0.25015903882253054,0.1540670901698768,R12,Z,0.004185838905360126,17520.7318578007,1.6618348325636444e-05,0.006133381965570021,4.875,-0.1875,4.875,-0.1875
n128,0.25015903882253054,0.1540670901698768,R14,C,0.03618929784191999,25206.221390846087,0.0002933373707842163,0.025846026334036716,5.5,-0.25,5.5,-0.25
n128,0.25015903882253054,0.1540670901698768,R14,H,0.007355756345133897,25206.221390846087,0.00020238928461749236,0.02146860584616661,5.5,-0.25,5.5,-0.25
n128,0.25015903882253054,0.1540670901698768,R14,M,0.011517923045271354,25206.221390846087,0.00011585373356770646,0.017781117864025198,5.5625,-0.0625,5.5625,0.0
n128,0.25015903882253054,0.1540670901698768,R14,Z,0.004185838905360126,25206.221390846087,1.6618348325636444e-05,0.006133381965570021,4.875,-0.1875,4.875,-0.1875
n128,0.25015903882253054,0.1540670901698768,full,C,0.036194568809946884,47760.413989562934,0.0002933373707842163,0.025846026334036716,5.5,-0.25,5.5,-0.25
n128,0.25015903882253054,0.1540670901698768,full,H,0.007360362496805963,47760.413989562934,0.00020238928461749236,0.02146860584616661,5.5,-0.25,5.5,-0.25
n128,0.25015903882253054,0.1540670901698768,full,M,0.01151850755211614,47760.413989562934,0.00011585373356770646,0.017781117864025198,5.5625,-0.0625,5.5625,0.0
n128,0.25015903882253054,0.1540670901698768,full,Z,0.004185858774578243,47760.413989562934,1.6618348325636444e-05,0.006133381965570021,4.875,-0.1875,4.875,-0.1875
n128,0.25015903882253054,0.1540670901698768,shell_0_4,C,0.00014676884016588156,1137.0615444454938,8.838769934248997e-06,0.0033547401035117,3.875,-0.125,4.0,0.0
n128,0.25015903882253054,0.1540670901698768,shell_0_4,H,4.84895037988294e-06,1137.0615444454938,3.61981821960916e-07,0.0012459361460059881,3.875,-0.375,4.0,0.0
n128,0.25015903882253054,0.1540670901698768,shell_0_4,M,2.4411677938783294e-05,1137.0615444454938,2.2404276260386935e-06,0.001994128092682702,3.875,-0.125,4.0,0.0
n128,0.25015903882253054,0.1540670901698768,shell_0_4,Z,2.8916504337621923e-05,1137.0615444454938,1.5703158539288238e-06,0.0013785413786832337,3.875,-0.125,4.0,0.0
n128,0.25015903882253054,0.1540670901698768,shell_4_8,C,0.03604238121478109,5739.7758574577965,0.0002933373707842163,0.025846026334036716,5.5,-0.25,5.5,-0.25
n128,0.25015903882253054,0.1540670901698768,shell_4_8,H,0.007350878692939715,5739.7758574577965,0.00020238928461749236,0.02146860584616661,5.5,-0.25,5.5,-0.25
n128,0.25015903882253054,0.1540670901698768,shell_4_8,M,0.01149349029243432,5739.7758574577965,0.00011585373356770646,0.017781117864025198,5.5625,-0.0625,5.5625,0.0
n128,0.25015903882253054,0.1540670901698768,shell_4_8,Z,0.004156901733654461,5739.7758574577965,1.6618348325636444e-05,0.006133381965570021,4.875,-0.1875,4.875,-0.1875
n128,0.25015903882253054,0.1540670901698768,shell_8_12,C,1.4778697110420382e-07,10643.894455897416,7.523381953597924e-09,8.312914309018487e-05,8.0,-0.125,8.0,-0.125
n128,0.25015903882253054,0.1540670901698768,shell_8_12,H,2.8701812480598177e-08,10643.894455897416,4.167472863422949e-09,2.5510222258162685e-05,8.25,-0.25,8.25,0.0
n128,0.25015903882253054,0.1540670901698768,shell_8_12,M,2.1074898176856336e-08,10643.894455897416,1.3118839897971606e-09,2.656948913130548e-05,8.25,-0.75,8.0,-0.125
n128,0.25015903882253054,0.1540670901698768,shell_8_12,Z,2.066736804174516e-08,10643.894455897416,1.620787623192238e-09,3.858422700616354e-05,8.0,-0.125,8.0,-0.125
n128,0.25015903882253054,0.1540670901698768,shell_12_16,C,2.4663910223603607e-07,17076.583990550047,7.629997588021728e-08,0.00017248626460289847,16.0,0.0,16.0,0.0
n128,0.25015903882253054,0.1540670901698768,shell_12_16,H,2.0886854072228296e-07,17076.583990550047,7.237451983196197e-08,0.0001679906708886847,16.0,0.0,16.0,0.0
n128,0.25015903882253054,0.1540670901698768,shell_12_16,M,3.299343619058388e-08,17076.583990550047,3.4156971561567206e-09,3.649488469636416e-05,16.0,0.0,16.0,0.0
n128,0.25015903882253054,0.1540670901698768,shell_12_16,Z,1.110015977020013e-09,17076.583990550047,1.2623638624574098e-10,7.0159194390711964e-06,16.0,0.0,16.0,0.0
n128,0.25015903882253054,0.1540670901698768,shell_gt_16,C,5.024328926576977e-06,13163.098141212184,1.5200308525736803e-07,0.00017215457468500563,16.0,-0.25,16.0,-0.25
n128,0.25015903882253054,0.1540670901698768,shell_gt_16,H,4.397283133164139e-06,13163.098141212184,1.4416172016446612e-07,0.00016765532200224698,16.0,-0.25,16.0,-0.25
n128,0.25015903882253054,0.1540670901698768,shell_gt_16,M,5.515134086671942e-07,13163.098141212184,6.823129701199807e-09,3.647406600361852e-05,16.0,-0.25,16.0,-0.25
n128,0.25015903882253054,0.1540670901698768,shell_gt_16,Z,1.8759202139113837e-08,13163.098141212184,2.52159575925754e-10,7.01180934610244e-06,16.0,-0.25,16.0,-0.25
n128,0.5072046568982707,0.3123754969434922,R4,C,0.000251638468895676,1129.5754468973025,1.680526735133623e-05,0.005655174511533515,3.875,-0.125,4.0,0.0
n128,0.5072046568982707,0.3123754969434922,R4,H,9.161058814992275e-05,1129.5754468973025,1.0830753454885537e-05,0.0048448629677295685,4.0,0.0,4.0,0.0
n128,0.5072046568982707,0.3123754969434922,R4,M,5.695795210041123e-06,1129.5754468973025,2.480524888091738e-07,0.0007108063989609071,3.875,-0.5,4.0,0.0
n128,0.5072046568982707,0.3123754969434922,R4,Z,3.7205866979530546e-05,1129.5754468973025,2.3547106209718323e-06,0.0013837410936055857,3.875,-0.125,4.0,0.0
n128,0.5072046568982707,0.3123754969434922,R8,C,0.035220843726712574,6876.534718586574,0.0008490684726158655,0.021465118811470296,5.75,-0.125,5.375,0.0
n128,0.5072046568982707,0.3123754969434922,R8,H,0.020575113375599995,6876.534718586574,0.0007805243397255606,0.01945190690457821,5.75,-0.125,5.375,0.0
n128,0.5072046568982707,0.3123754969434922,R8,M,0.004023654691707877,6876.534718586574,0.000206014368218862,0.009675821889189239,5.125,-0.125,5.125,-0.125
n128,0.5072046568982707,0.3123754969434922,R8,Z,0.0023858626954450326,6876.534718586574,3.507358406756958e-05,0.0041115396158823495,4.75,-0.25,4.75,-0.25
n128,0.5072046568982707,0.3123754969434922,R12,C,0.035221560058412954,17520.457820068208,0.0008490684726158655,0.021465118811470296,5.75,-0.125,5.375,0.0
n128,0.5072046568982707,0.3123754969434922,R12,H,0.02057533010855045,17520.457820068208,0.0007805243397255606,0.01945190690457821,5.75,-0.125,5.375,0.0
n128,0.5072046568982707,0.3123754969434922,R12,M,0.004023751365624286,17520.457820068208,0.000206014368218862,0.009675821889189239,5.125,-0.125,5.125,-0.125
n128,0.5072046568982707,0.3123754969434922,R12,Z,0.002385946466968079,17520.457820068208,3.507358406756958e-05,0.0041115396158823495,4.75,-0.25,4.75,-0.25
n128,0.5072046568982707,0.3123754969434922,R14,C,0.035221560058415174,25205.983076806824,0.0008490684726158655,0.021465118811470296,5.75,-0.125,5.375,0.0
n128,0.5072046568982707,0.3123754969434922,R14,H,0.020575330108552246,25205.983076806824,0.0007805243397255606,0.01945190690457821,5.75,-0.125,5.375,0.0
n128,0.5072046568982707,0.3123754969434922,R14,M,0.004023751365624586,25205.983076806824,0.000206014368218862,0.009675821889189239,5.125,-0.125,5.125,-0.125
n128,0.5072046568982707,0.3123754969434922,R14,Z,0.002385946466968095,25205.983076806824,3.507358406756958e-05,0.0041115396158823495,4.75,-0.25,4.75,-0.25
n128,0.5072046568982707,0.3123754969434922,full,C,0.03523117456321391,47760.22302146079,0.0008490684726158655,0.021465118811470296,5.75,-0.125,5.375,0.0
n128,0.5072046568982707,0.3123754969434922,full,H,0.02058338571628132,47760.22302146079,0.0007805243397255606,0.01945190690457821,5.75,-0.125,5.375,0.0
n128,0.5072046568982707,0.3123754969434922,full,M,0.004024716000700553,47760.22302146079,0.000206014368218862,0.009675821889189239,5.125,-0.125,5.125,-0.125
n128,0.5072046568982707,0.3123754969434922,full,Z,0.0023860937631654147,47760.22302146079,3.507358406756958e-05,0.0041115396158823495,4.75,-0.25,4.75,-0.25
n128,0.5072046568982707,0.3123754969434922,shell_0_4,C,0.000251638468895676,1129.5754468973025,1.680526735133623e-05,0.005655174511533515,3.875,-0.125,4.0,0.0
n128,0.5072046568982707,0.3123754969434922,shell_0_4,H,9.161058814992275e-05,1129.5754468973025,1.0830753454885537e-05,0.0048448629677295685,4.0,0.0,4.0,0.0
n128,0.5072046568982707,0.3123754969434922,shell_0_4,M,5.695795210041123e-06,1129.5754468973025,2.480524888091738e-07,0.0007108063989609071,3.875,-0.5,4.0,0.0
n128,0.5072046568982707,0.3123754969434922,shell_0_4,Z,3.7205866979530546e-05,1129.5754468973025,2.3547106209718323e-06,0.0013837410936055857,3.875,-0.125,4.0,0.0
n128,0.5072046568982707,0.3123754969434922,shell_4_8,C,0.0349692052578169,5746.959271689271,0.0008490684726158655,0.021465118811470296,5.75,-0.125,5.375,0.0
n128,0.5072046568982707,0.3123754969434922,shell_4_8,H,0.020483502787450075,5746.959271689271,0.0007805243397255606,0.01945190690457821,5.75,-0.125,5.375,0.0
n128,0.5072046568982707,0.3123754969434922,shell_4_8,M,0.004017958896497837,5746.959271689271,0.000206014368218862,0.009675821889189239,5.125,-0.125,5.125,-0.125
n128,0.5072046568982707,0.3123754969434922,shell_4_8,Z,0.0023486568284655017,5746.959271689271,3.507358406756958e-05,0.0041115396158823495,4.75,-0.25,4.75,-0.25
n128,0.5072046568982707,0.3123754969434922,shell_8_12,C,7.163317003682697e-07,10643.923101481632,4.2673267827329806e-08,0.0001419344669535862,8.25,-0.25,8.0,-0.125
n128,0.5072046568982707,0.3123754969434922,shell_8_12,H,2.1673295045691023e-07,10643.923101481632,2.8922075105607916e-08,6.873977690702304e-05,8.25,-0.25,8.25,0.0
n128,0.5072046568982707,0.3123754969434922,shell_8_12,M,9.667391641013981e-08,10643.923101481632,1.0237596532605262e-08,3.4499752350260504e-05,8.25,-0.75,8.25,-0.75
n128,0.5072046568982707,0.3123754969434922,shell_8_12,Z,8.377152304669807e-08,10643.923101481632,4.948690751142652e-09,6.745283143934668e-05,8.0,-0.125,8.0,-0.125
n128,0.5072046568982707,0.3123754969434922,shell_12_16,C,9.604410033959207e-07,17076.647054430476,1.1246477667961594e-07,0.00020941136608656179,16.0,0.0,16.0,0.0
n128,0.5072046568982707,0.3123754969434922,shell_12_16,H,7.850434593801222e-07,17076.647054430476,1.0555714059524347e-07,0.00020287839288357645,16.0,0.0,16.0,0.0
n128,0.5072046568982707,0.3123754969434922,shell_12_16,M,1.2070626981659103e-07,17076.647054430476,4.385921148455566e-09,3.791170228531531e-05,15.75,-0.25,16.0,0.0
n128,0.5072046568982707,0.3123754969434922,shell_12_16,Z,1.3286063457267298e-08,17076.647054430476,7.974677354325386e-10,1.763390707338605e-05,16.0,0.0,16.0,0.0
n128,0.5072046568982707,0.3123754969434922,shell_gt_16,C,8.654063797565548e-06,13163.118146962104,2.2411275980271241e-07,0.00020903806107619926,16.0,-0.25,16.0,-0.25
n128,0.5072046568982707,0.3123754969434922,shell_gt_16,H,7.270564271493311e-06,13163.118146962104,2.1031274282860572e-07,0.0002024999266723171,16.0,-0.25,16.0,-0.25
n128,0.5072046568982707,0.3123754969434922,shell_gt_16,M,8.439288064493836e-07,13163.118146962104,7.36474289435971e-09,3.7894036722920915e-05,16.0,-0.25,16.0,-0.25
n128,0.5072046568982707,0.3123754969434922,shell_gt_16,Z,1.340101338775204e-07,13163.118146962104,1.5930193418736498e-09,1.7623923583097412e-05,16.0,-0.25,16.0,-0.25
n128,0.7608055358204662,0.4685625622416315,R4,C,0.00020749148245918143,1118.952430349422,1.167726705174759e-05,0.003508833371994642,3.875,-0.125,4.0,0.0
n128,0.7608055358204662,0.4685625622416315,R4,H,1.1533273673820532e-05,1118.952430349422,9.367356292022915e-07,0.0014424422988668084,4.0,0.0,4.0,0.0
n128,0.7608055358204662,0.4685625622416315,R4,M,1.3015274994629081e-05,1118.952430349422,6.893364989147279e-07,0.001237387050771341,4.0,0.0,4.0,0.0
n128,0.7608055358204662,0.4685625622416315,R4,Z,4.337642159138864e-05,1118.952430349422,2.5319053862048584e-06,0.001439224332741965,3.875,-0.125,4.0,0.0
n128,0.7608055358204662,0.4685625622416315,R8,C,0.015538831117374554,6876.792587914123,0.00040763129989203296,0.012714609166477594,5.375,-0.125,5.375,-0.125
n128,0.7608055358204662,0.4685625622416315,R8,H,0.003999251933526223,6876.792587914123,0.00014273040462303593,0.010271551087498665,5.0,-0.25,5.0,0.0
n128,0.7608055358204662,0.4685625622416315,R8,M,0.005709536776078824,6876.792587914123,0.00026963648943955385,0.010340905875505773,5.375,-0.125,5.375,-0.125
n128,0.7608055358204662,0.4685625622416315,R8,Z,0.001045071389707909,6876.792587914123,8.050040225883018e-06,0.0018866944199027716,4.75,-0.375,4.75,-0.375
n128,0.7608055358204662,0.4685625622416315,R12,C,0.015540615339447103,17520.651137531706,0.00040763129989203296,0.012714609166477594,5.375,-0.125,5.375,-0.125
n128,0.7608055358204662,0.4685625622416315,R12,H,0.003999856067079637,17520.651137531706,0.00014273040462303593,0.010271551087498665,5.0,-0.25,5.0,0.0
n128,0.7608055358204662,0.4685625622416315,R12,M,0.005709718696057792,17520.651137531706,0.00026963648943955385,0.010340905875505773,5.375,-0.125,5.375,-0.125
n128,0.7608055358204662,0.4685625622416315,R12,Z,0.0010452741232685903,17520.651137531706,8.050040225883018e-06,0.0018866944199027716,4.75,-0.375,4.75,-0.375
n128,0.7608055358204662,0.4685625622416315,R14,C,0.015540615339454616,25206.23555910752,0.00040763129989203296,0.012714609166477594,5.375,-0.125,5.375,-0.125
n128,0.7608055358204662,0.4685625622416315,R14,H,0.0039998560670813565,25206.23555910752,0.00014273040462303593,0.010271551087498665,5.0,-0.25,5.0,0.0
n128,0.7608055358204662,0.4685625622416315,R14,M,0.0057097186960585146,25206.23555910752,0.00026963648943955385,0.010340905875505773,5.375,-0.125,5.375,-0.125
n128,0.7608055358204662,0.4685625622416315,R14,Z,0.0010452741232693135,25206.23555910752,8.050040225883018e-06,0.0018866944199027716,4.75,-0.375,4.75,-0.375
n128,0.7608055358204662,0.4685625622416315,full,C,0.015555737292795297,47760.55311311835,0.00040763129989203296,0.012714609166477594,5.375,-0.125,5.375,-0.125
n128,0.7608055358204662,0.4685625622416315,full,H,0.0040112850867707476,47760.55311311835,0.00014273040462303593,0.010271551087498665,5.0,-0.25,5.0,0.0
n128,0.7608055358204662,0.4685625622416315,full,M,0.0057114455533546745,47760.55311311835,0.00026963648943955385,0.010340905875505773,5.375,-0.125,5.375,-0.125
n128,0.7608055358204662,0.4685625622416315,full,Z,0.0010457617616748635,47760.55311311835,8.050040225883018e-06,0.0018866944199027716,4.75,-0.375,4.75,-0.375
n128,0.7608055358204662,0.4685625622416315,shell_0_4,C,0.00020749148245918143,1118.952430349422,1.167726705174759e-05,0.003508833371994642,3.875,-0.125,4.0,0.0
n128,0.7608055358204662,0.4685625622416315,shell_0_4,H,1.1533273673820532e-05,1118.952430349422,9.367356292022915e-07,0.0014424422988668084,4.0,0.0,4.0,0.0
n128,0.7608055358204662,0.4685625622416315,shell_0_4,M,1.3015274994629081e-05,1118.952430349422,6.893364989147279e-07,0.001237387050771341,4.0,0.0,4.0,0.0
n128,0.7608055358204662,0.4685625622416315,shell_0_4,Z,4.337642159138864e-05,1118.952430349422,2.5319053862048584e-06,0.001439224332741965,3.875,-0.125,4.0,0.0
n128,0.7608055358204662,0.4685625622416315,shell_4_8,C,0.015331339634915371,5757.840157564701,0.00040763129989203296,0.012714609166477594,5.375,-0.125,5.375,-0.125
n128,0.7608055358204662,0.4685625622416315,shell_4_8,H,0.003987718659852402,5757.840157564701,0.00014273040462303593,0.010271551087498665,5.0,-0.25,5.0,0.0
n128,0.7608055358204662,0.4685625622416315,shell_4_8,M,0.005696521501084196,5757.840157564701,0.00026963648943955385,0.010340905875505773,5.375,-0.125,5.375,-0.125
n128,0.7608055358204662,0.4685625622416315,shell_4_8,Z,0.0010016949681165203,5757.840157564701,8.050040225883018e-06,0.0018866944199027716,4.75,-0.375,4.75,-0.375
n128,0.7608055358204662,0.4685625622416315,shell_8_12,C,1.7842220725482686e-06,10643.858549617591,8.094328145961151e-08,0.00019758695209652838,8.25,-0.25,8.0,-0.125
n128,0.7608055358204662,0.4685625622416315,shell_8_12,H,6.04133553413418e-07,10643.858549617591,6.097996770683428e-08,0.00010019154433393851,8.25,-0.25,8.25,0.0
n128,0.7608055358204662,0.4685625622416315,shell_8_12,M,1.8191997896680328e-07,10643.858549617591,1.9226471276389644e-08,4.7293351314635846e-05,8.25,-0.75,8.25,-0.75
n128,0.7608055358204662,0.4685625622416315,shell_8_12,Z,2.0273356068128566e-07,10643.858549617591,9.035364455754094e-09,9.125399090926811e-05,8.0,-0.125,8.0,-0.125
n128,0.7608055358204662,0.4685625622416315,shell_12_16,C,2.3328541021616417e-06,17076.751096836884,1.4227600566456404e-07,0.0002355360103200448,16.0,0.0,16.0,0.0
n128,0.7608055358204662,0.4685625622416315,shell_12_16,H,1.7037469889579882e-06,17076.751096836884,1.293826091247348e-07,0.00022461017942987382,16.0,0.0,16.0,0.0
n128,0.7608055358204662,0.4685625622416315,shell_12_16,M,3.554456571906635e-07,17076.751096836884,1.0825387569876887e-08,4.051596956494621e-05,15.75,-0.25,16.0,0.0
n128,0.7608055358204662,0.4685625622416315,shell_12_16,Z,6.726984671539212e-08,17076.751096836884,2.452609226129132e-09,2.8939741153167737e-05,15.75,-0.25,16.0,0.0
n128,0.7608055358204662,0.4685625622416315,shell_gt_16,C,1.2789099246033798e-05,13163.150878749764,2.835649032738387e-07,0.00023513527720926252,16.0,-0.25,16.0,-0.25
n128,0.7608055358204662,0.4685625622416315,shell_gt_16,H,9.72527270215348e-06,13163.150878749764,2.578080162240206e-07,0.00022420214372687042,16.0,-0.25,16.0,-0.25
n128,0.7608055358204662,0.4685625622416315,shell_gt_16,M,1.3714116396927187e-06,13163.150878749764,9.595358598214876e-09,4.04968068485938e-05,15.75,-3.0,16.0,-0.25
n128,0.7608055358204662,0.4685625622416315,shell_gt_16,Z,4.203685595577521e-07,13163.150878749764,4.290519617037077e-09,2.8923210495473778e-05,16.0,-0.25,16.0,-0.25
n128,1.011844081974866,0.623172124422098,R4,C,0.00023221658732182568,1107.9758963815793,9.309913329869652e-06,0.002608500181754488,3.875,-0.125,3.875,0.0
n128,1.011844081974866,0.623172124422098,R4,H,2.3107047668276855e-05,1107.9758963815793,1.7924166487762947e-06,0.0012492367532104254,3.875,-0.25,3.875,0.0
n128,1.011844081974866,0.623172124422098,R4,M,1.564838823291354e-05,1107.9758963815793,9.945331615733607e-07,0.001314306069721349,3.875,-0.25,4.0,0.0
n128,1.011844081974866,0.623172124422098,R4,Z,4.5298697796360786e-05,1107.9758963815793,1.9030819416456518e-06,0.0011075332652458346,3.75,-0.125,3.75,0.0
n128,1.011844081974866,0.623172124422098,R8,C,0.017111091294969755,6877.639784282925,0.0004750707829900653,0.013380481742934821,5.5,-0.125,5.5,-0.125
n128,1.011844081974866,0.623172124422098,R8,H,0.009006787679272411,6877.639784282925,0.0003710324699249374,0.011824929155409336,5.5,-0.125,5.5,-0.125
n128,1.011844081974866,0.623172124422098,R8,M,0.002451751855566185,6877.639784282925,5.7585285259264186e-05,0.00627272856696474,5.0,-0.125,5.0,0.0
n128,1.011844081974866,0.623172124422098,R8,Z,0.0010422634278974662,6877.639784282925,2.117536669357536e-05,0.0028415617262276594,5.5,-0.125,5.5,0.0
n128,1.011844081974866,0.623172124422098,R12,C,0.01711490216809153,17521.14250615571,0.0004750707829900653,0.013380481742934821,5.5,-0.125,5.5,-0.125
n128,1.011844081974866,0.623172124422098,R12,H,0.009007968115659716,17521.14250615571,0.0003710324699249374,0.011824929155409336,5.5,-0.125,5.5,-0.125
n128,1.011844081974866,0.623172124422098,R12,M,0.002451904638678135,17521.14250615571,5.7585285259264186e-05,0.00627272856696474,5.0,-0.125,5.0,0.0
