resolution,axisTau,time,cycle,leaf_count,minimum_chi,minimum_conformal_spd_pivot,minimum_conformal_determinant,minimum_physical_determinant,chi_psi_power,full_reconstructed_C,full_reconstructed_H,full_reconstructed_M,full_reconstructed_Z,full_history_C,full_history_H,full_history_M,full_history_Z,full_relative_difference_C,full_relative_difference_H,full_relative_difference_M,full_relative_difference_Z
n256,2.7722910160145693,4.500066753059087,749,44,0.3506890535354614,0.7676070995523645,0.9999998566746171,1.977315455573793,-4.0,0.0008737252673809292,0.00018386229236425677,0.00010200409812957607,0.00014117027553763216,0.0008737525926067642,0.00018386954895684268,0.00010200237618474213,0.00014117559046231633,-3.127341316773339e-05,-3.946598350342077e-05,1.68814188291258e-05,-3.764761788329645e-05
n256,2.9291269392151738,4.754814605136355,787,44,0.35235950350761414,0.7704346813986902,0.9999998630529272,1.9773678063224418,-4.0,0.0010033440033240869,0.0001988851373931582,0.00010495127394811587,0.00016787893772781317,0.0010033681246295586,0.00019888522712940327,0.00010495178348650472,0.0001678842327699382,-2.404033462852293e-05,-4.511961313987365e-07,-4.854975989272769e-06,-3.15398416972807e-05
n256,3.0811275508992315,5.002049787025863,824,44,0.353792667388916,0.7734623258624538,0.9999998593878329,1.977422936589585,-4.0,0.0011526577110956403,0.0002138434009696174,0.00010901454159387714,0.00019872085374725924,0.0011526577104346387,0.00021384340113005148,0.00010901454144518111,0.00019872085371184118,5.734587374791162e-10,-7.502409884488609e-10,1.3640017382593261e-09,1.7823024301622407e-10
n256,3.2363820535142773,5.255178023057801,862,44,0.35514965653419495,0.7756206317606029,0.9999998570313117,1.977483833966682,-4.0,0.0013311488859872578,0.00022924418784532177,0.0001161815650463327,0.00023464982667737791,0.0013311924714774328,0.0002292418873330326,0.00011619047903933624,0.00023465605483099423,-3.274168920633248e-05,1.0035305135203149e-05,-7.671879036257471e-05,-2.6541627578310258e-05
n256,3.3865588598458802,5.500929430262389,899,44,0.3564401865005493,0.778064092870963,0.9999998580368806,1.9775465954755203,-4.0,0.0015362859698801986,0.00024390201434765647,0.0001286301623468886,0.00027408709266722975,0.001536348677199475,0.00024390948626547873,0.00012864475986005348,0.00027409339598911215,-4.0815812326338494e-05,-3.063397794264663e-05,-0.00011347149453076795,-2.299698560653661e-05
n256,3.539535586858312,5.752586739465556,937,44,0.35751619935035706,0.7794134432543132,0.9999998574947315,1.9776164828538547,-4.0,0.001798209804676588,0.0002605875580380927,0.00015219920122484465,0.0003205424085310954,0.0017982941847225558,0.00026059527417389097,0.00015221747854187565,0.0003205500139502962,-4.6922270385268593e-05,-2.9609653600773873e-05,-0.00012007370773768743,-2.3726154639974372e-05
n256,3.6910196339551473,6.00354310250453,975,44,0.35857149958610535,0.7810615424665457,0.9999998614959333,1.9776902443287105,-4.0,0.0021399654128943556,0.00028109024483134927,0.00019573789218696878,0.0003741697419756274,0.0021400879319230823,0.0002810900659294314,0.00019577611334150195,0.00037417819844473305,-5.724953021745955e-05,6.364576324148829e-07,-0.00019522889631838812,-2.2600111767042263e-05
n256,3.8408139949451896,6.2537800650126805,1013,44,0.3595100939273834,0.7817139488183642,0.9999998569068164,1.9777686494913485,-4.0,0.0026085023290197272,0.00030718589221164877,0.000277878985900672,0.00043581294618096896,0.0026087344806264255,0.0003072126912823746,0.00027795101019005775,0.00043582242554221013,-8.899012468396302e-05,-8.723295451755218e-05,-0.00025912584140822513,-2.17505127905499e-05
n256,3.986939311468817,6.5,1051,44,0.3603005111217499,0.7825354651865126,0.9999998610054202,1.9778509565691753,-4.0,0.0032850020135816722,0.00035072198169995756,0.0004291440906095778,0.0005054432197898108,0.0032850020249102435,0.00035072198130721725,0.0004291440909235062,0.0005054432201775184,-3.448573620850433e-09,1.1198052351755882e-09,-7.315221498982817e-10,-7.670647179292767e-10
n512,0.0,0.0,0,32,0.3317209780216217,0.1962995586300167,0.9999998618315257,1.9769680708678297,-4.0,2.9331765871700783e-06,2.9185619419601413e-06,0.0,3.6536603008212457e-09,2.9331766164378906e-06,2.918561975175879e-06,0.0,3.653660315503079e-09,-9.978196393446519e-09,-1.138085738591393e-08,nan,-4.0183903679025305e-09
n512,0.1546291098645204,0.2510715912803987,191,50,0.3359529376029968,0.22605791271959674,0.9999998688833511,1.9769686323818085,-4.0,3.661449867713707e-06,2.3585982120282003e-06,8.860125208835749e-07,1.0210560692158435e-07,3.664951485012146e-06,2.3629784508474895e-06,8.85116801129426e-07,1.0210988033643997e-07,-0.000955433465561313,-0.001853693933483926,0.0010119791568818303,-4.185113959135501e-05
n512,0.30808995105757614,0.5002462120048514,311,44,0.3439236879348755,0.28464214291375356,0.9999998591253602,1.9769698455751272,-4.0,5.637146359100304e-06,3.6090017703035922e-06,1.2842980489085335e-06,1.7955965674195345e-07,5.63710263296781e-06,3.608818825296954e-06,1.2842958996999857e-06,1.7959504786295785e-07,7.756845198887605e-06,5.069387395002272e-05,1.673452783224297e-06,-0.00019706067302817989
n512,0.4621909849433059,0.7504600218099086,402,44,0.3396593928337097,0.35184746130038036,0.9999998574803041,1.9769729513062113,-4.0,9.129471810131845e-06,5.268488830983672e-06,1.9306516586385864e-06,4.7245961149893645e-07,9.129713266892652e-06,5.2684134102235925e-06,1.9306331470073762e-06,4.725442360705445e-07,-2.64473542320696e-05,1.4315649552699504e-05,9.588373243685644e-06,-0.00017908285647865677
n512,0.6163963962407945,1.0008424109700984,486,44,0.3272683620452881,0.4357950266579671,0.9999998581250072,1.9769778317299813,-4.0,1.3887392836977052e-05,6.970013205744704e-06,2.5190030293079204e-06,1.0881457647613399e-06,1.3887897420789766e-05,6.97000318328859e-06,2.5190236775531203e-06,1.0882694058318932e-06,-3.633262814562767e-05,1.4379413970298771e-06,-8.196923825638497e-06,-0.00011361255759899012
n512,0.7708376086171427,1.2516056339434654,565,44,0.3222757577896118,0.5308230564980896,0.9999998604636403,1.9769847225068566,-4.0,2.0357852473826266e-05,8.719268132846908e-06,3.137856561425647e-06,2.1128213392988484e-06,2.035835046571991e-05,8.719260479010581e-06,3.13786901827792e-06,2.1129438624635653e-06,-2.4461308615422085e-05,8.778079683966039e-07,-3.969844566622724e-06,-5.79869474497074e-05
n512,0.9243728729354161,1.500894054376152,640,44,0.3213350474834442,0.6071726223423752,0.9999998538570711,1.9769934781180418,-4.0,2.8809964735471646e-05,1.0510930500154988e-05,3.7832281665863263e-06,3.612909660093442e-06,2.8809964734232802e-05,1.051093049056643e-05,3.7832281677060628e-06,3.6129096593314e-06,4.300051371211154e-11,9.122464144531588e-10,-2.959738153596981e-10,2.1092198717869404e-10
n512,1.079115758135745,1.7521366719514808,713,44,0.32290950417518616,0.6602236182055208,0.9999998551096486,1.9770044520520793,-4.0,3.979623081885448e-05,1.2403537412769291e-05,4.461934177171515e-06,5.70886644329426e-06,3.979710242729082e-05,1.240356771902529e-05,4.461949556538377e-06,5.709071785547197e-06,-2.1901303943869757e-05,-2.4433499042971342e-06,-3.446781875711815e-06,-3.596771255480171e-05
n512,1.2336362807863936,2.0030081404606555,784,44,0.3258049488067627,0.6942478430722154,0.9999998556181218,1.9770185316715019,-4.0,5.376643742059717e-05,1.4405836447320654e-05,5.184474292204617e-06,8.508481480635566e-06,5.376643736879645e-05,1.4405836435115557e-05,5.184474287333978e-06,8.508481467283706e-06,9.634396949599884e-10,8.472328345344608e-10,9.394663907171998e-10,1.5692412353492614e-09
n512,1.3867893992846332,2.2516453667195493,854,44,0.3291214108467102,0.715323220615744,0.9999998558174525,1.9770350652645068,-4.0,7.125818064601211e-05,1.6553273611129873e-05,5.9826534245694526e-06,1.2128113571730508e-05,7.125994370630732e-05,1.6553365363432958e-05,5.9827793940076285e-06,1.2128503116069286e-05,-2.474125298885877e-05,-5.542818700054765e-06,-2.1055337307291633e-05,-3.2118088691633613e-05
n512,1.5413439573771266,2.502538674785696,925,44,0.33242276310920715,0.7285219023409795,0.9999998580738844,1.977055030364505,-4.0,9.347293227988192e-05,1.899897249566844e-05,7.026566751053986e-06,1.6788351186977566e-05,9.347421533375017e-05,1.89990556224502e-05,7.0265312400976e-06,1.6788659042406063e-05,-1.3726286587961921e-05,-4.375311247711112e-06,5.0538388249633086e-06,-1.8337106478811554e-05
n512,1.6946328227178111,2.751353474276446,996,44,0.3354504704475403,0.7373389916408257,0.9999998544912139,1.9770776574171074,-4.0,0.00012009451093098802,2.167632768812648e-05,8.111391299725841e-06,2.2477536651530026e-05,0.0001200945109129943,2.167632767892323e-05,8.111391299131566e-06,2.24775366433452e-05,1.4982964061698788e-10,4.2457607568333156e-10,7.32642410834567e-11,3.6413354759819357e-10
n512,1.8488212972777676,3.00160006532766,1068,44,0.3382359445095062,0.7435464991792458,0.9999998542292282,1.9771042775085175,-4.0,0.00015232688910927895,2.4569122824690443e-05,9.199722005664609e-06,2.950799531705973e-05,0.00015232688923877294,2.4569122844159823e-05,9.199722011061216e-06,2.950799535264021e-05,-8.501059205472283e-10,-7.924328867952067e-10,-5.866055340290234e-10,-1.2057912609044633e-09
n512,2.003991243617995,3.2534080590065186,1141,44,0.34077486395835876,0.7485423661227628,0.9999998584184362,1.9771343290699128,-4.0,0.00019129590601599751,2.778871846570062e-05,1.0378130226103983e-05,3.810906147151877e-05,0.00019129801711121502,2.7788830552501847e-05,1.0378165744541514e-05,3.8109549680460665e-05,-1.1035635650499854e-05,-4.0335199069952015e-06,-3.422419568662125e-06,-1.2810672022840661e-05
