resolution,axisTau,time,cycle,leaf_count,minimum_chi,minimum_conformal_spd_pivot,minimum_conformal_determinant,minimum_physical_determinant,chi_psi_power,full_reconstructed_C,full_reconstructed_H,full_reconstructed_M,full_reconstructed_Z,full_history_C,full_history_H,full_history_M,full_history_Z,full_relative_difference_C,full_relative_difference_H,full_relative_difference_M,full_relative_difference_Z
n512,2.156049917260921,3.5001372886737263,1213,44,0.3430435061454773,0.7528391933112815,0.9999998573246008,1.9771672782617007,-4.0,0.00023676246562755616,3.131398548506912e-05,1.1659702098752839e-05,4.82232132442875e-05,0.00023676475914948184,3.1314063703003564e-05,1.165973983818669e-05,4.822375453594134e-05,-9.686922724146309e-06,-2.4978532069108625e-06,-3.2367303538072226e-06,-1.1224585456878211e-05
n512,2.3114618478121076,3.752283948003244,1287,44,0.34520652890205383,0.7568547759217381,0.9999998362901789,1.9772045462520749,-4.0,0.00029161917932645724,3.534637338938511e-05,1.3109202821153482e-05,6.0502591185620746e-05,0.0002916218245807446,3.5346561205149325e-05,1.3109237357750768e-05,6.050319258013596e-05,-9.070837860551563e-06,-5.313551242676453e-06,-2.6345237593572483e-06,-9.93988068345742e-06
n512,2.466110666621226,4.003185900252791,1361,44,0.34717226028442383,0.7606044902717031,0.9999998577675665,1.977245599208121,-4.0,0.00035565398595566194,3.984233645719275e-05,1.468208354947673e-05,7.491416114491944e-05,0.0003556568536390176,3.9842472342226586e-05,1.4682120659165025e-05,7.491482948420541e-05,-8.06306226437729e-06,-3.410557273381147e-06,-2.527542795488561e-06,-8.921321593796382e-06
n512,2.620078591958109,4.253009505770201,1435,44,0.34903019666671753,0.7641177559161889,0.9999998545977872,1.977290055912502,-4.0,0.00042987883509273413,4.4832922688647465e-05,1.6380212204064066e-05,9.169935521448813e-05,0.00042988204296697566,4.4833115398775994e-05,1.6380250560699883e-05,9.170009360148943e-05,-7.4622196809657265e-06,-4.298388073510001e-06,-2.341639138819857e-06,-8.052194630294273e-06
n512,2.7734083262451916,4.501880714069982,1509,44,0.3507196307182312,0.7673891859791127,0.999999855803446,1.9773378813493043,-4.0,0.000515408133266014,5.038999002657312e-05,1.8211812928928884e-05,0.00011111473310625565,0.0005154116352154913,5.0390169619689195e-05,1.82118527005314e-05,0.00011111554723078638,-6.7944711335438546e-06,-3.5640506358656004e-06,-2.1838306716637906e-06,-7.326828252384755e-06
n512,2.928155610940082,4.753235014275872,1584,44,0.3523249924182892,0.7704311859107804,0.9999998578352468,1.9773895539096662,-4.0,0.000614809233991441,5.666486972588751e-05,2.021554247853954e-05,0.00013374970967239342,0.0006148092337872929,5.666486977991786e-05,2.0215542475086805e-05,0.000133749709655337,3.3205115038222037e-10,-9.535069632018388e-10,1.707959755269227e-10,1.2752494697750207e-10
n512,3.080137307681686,5.000434886926064,1658,44,0.35379502177238464,0.7731588435803474,0.9999998542585704,1.9774441237194553,-4.0,0.0007265936036904628,6.354645240892154e-05,2.2355156287863668e-05,0.00015926646081671785,0.000726599138532277,6.354673105209206e-05,2.235522725734701e-05,0.00015926774262492712,-7.617462670442156e-06,-4.38485451428241e-06,-3.1746258950912196e-06,-8.048134469322672e-06
n512,3.233344772353526,5.250208691757468,1733,44,0.3551391363143921,0.7756023774325627,0.9999998583160445,1.9775022419107835,-4.0,0.0008550068831161846,7.12841996937142e-05,2.471883125006148e-05,0.0001886275433515692,0.0008550114087326268,7.128443034456026e-05,2.4718901679006795e-05,0.00018862858452105584,-5.29304801774767e-06,-3.235641288522765e-06,-2.849193958151652e-06,-5.519680324638191e-06
n512,3.3875665496784704,5.502560715171662,1809,44,0.35639163851737976,0.7777215325684494,0.9999998564526155,1.977564587686831,-4.0,0.0010020493921252254,7.9986128994132e-05,2.738855321311667e-05,0.00022226725023489452,0.0010020543592901042,7.99863865074807e-05,2.7388677636157852e-05,0.0002222683724312715,-4.956981457937517e-06,-3.219464710712199e-06,-4.542864129301341e-06,-5.04883517479256e-06
n512,3.5385263273896563,5.750874806879838,1884,44,0.35752224922180176,0.7794370513021178,0.9999998553856376,1.9776289145353416,-4.0,0.001165479184824911,8.951335366763295e-05,3.050467194587262e-05,0.0002595966369343586,0.0011654791842431024,8.951335362380294e-05,3.0504671918918804e-05,0.00025959663673565114,4.992012707161913e-10,4.896477392547672e-10,8.835962883646972e-10,7.654470447753822e-10
n512,3.690020825071382,6.001789286942083,1960,44,0.35856544971466064,0.7807795301223663,0.9999998560418554,1.977696788351872,-4.0,0.0013519181979367925,0.00010022551429485212,3.476265598382985e-05,0.00030191157374992857,0.0013519181980912332,0.00010022551450222584,3.476265597189573e-05,0.000301911573696646,-1.142381961873087e-10,-2.0690711767155686e-09,3.433028320407173e-10,1.7648403806887844e-10
n512,3.839853568205625,6.251993945244471,2036,44,0.3594900965690613,0.781757625901264,0.9999998534259462,1.9777673211658147,-4.0,0.0015634374986749533,0.00011217280198772168,4.1958797762257086e-05,0.00034905239884130355,0.0015634374979201161,0.00011217280182760907,4.1958797765820066e-05,0.0003490523988371924,4.828061025783714e-10,1.4273746940813745e-09,-8.491615365165804e-11,1.1777979528101465e-11
n512,3.987120087174179,6.5,2112,44,0.3603037893772125,0.7824466224810749,0.9999998581192882,1.9778400686206168,-4.0,0.0018079525957802327,0.0001255867726881297,5.745177994777358e-05,0.00040103290970367166,0.0018079525949713491,0.00012558677248308527,5.7451779975322464e-05,0.00040103290971104543,4.4740307978304065e-10,1.6326912399018168e-09,-4.795131854192317e-10,-1.8386938370230397e-11
