family,gid,i,j,rho,z,region,difference,absolute_difference
C,32,30,8,6.953125,-1.734375,MESHBLOCK_EDGE_OR_CORNER,-4.581618970549931e-05,4.581618970549931e-05
C,32,31,8,6.984375,-1.734375,MESHBLOCK_EDGE_OR_CORNER,-7.114889009314203e-05,7.114889009314203e-05
C,32,0,9,6.015625,-1.703125,MESHBLOCK_EDGE_OR_CORNER,-0.00012326169672273934,0.00012326169672273934
C,32,1,9,6.046875,-1.703125,MESHBLOCK_EDGE_OR_CORNER,5.2297812019354295e-08,5.2297812019354295e-08
C,32,2,9,6.078125,-1.703125,MESHBLOCK_EDGE_OR_CORNER,-6.023390286871819e-05,6.023390286871819e-05
C,32,3,9,6.109375,-1.703125,MESHBLOCK_EDGE_OR_CORNER,-3.01110647649345e-05,3.01110647649345e-05
C,32,4,9,6.140625,-1.703125,INTERIOR,-1.705309383973671e-05,1.705309383973671e-05
C,32,5,9,6.171875,-1.703125,INTERIOR,-3.9206254230459564e-05,3.9206254230459564e-05
C,32,6,9,6.203125,-1.703125,INTERIOR,-3.670586815989916e-05,3.670586815989916e-05
C,32,7,9,6.234375,-1.703125,INTERIOR,5.2872255597942366e-06,5.2872255597942366e-06
C,32,8,9,6.265625,-1.703125,INTERIOR,-1.3157621401040619e-05,1.3157621401040619e-05
C,32,9,9,6.296875,-1.703125,INTERIOR,1.701997195993534e-05,1.701997195993534e-05
C,32,10,9,6.328125,-1.703125,INTERIOR,2.752896183654723e-05,2.752896183654723e-05
C,32,11,9,6.359375,-1.703125,INTERIOR,1.5131432264250694e-05,1.5131432264250694e-05
C,32,12,9,6.390625,-1.703125,INTERIOR,-5.4575244043651456e-05,5.4575244043651456e-05
C,32,13,9,6.421875,-1.703125,INTERIOR,-7.618600148534592e-05,7.618600148534592e-05
C,32,14,9,6.453125,-1.703125,INTERIOR,-7.094013068479916e-06,7.094013068479916e-06
C,32,15,9,6.484375,-1.703125,INTERIOR,-4.437518336807998e-05,4.437518336807998e-05
C,32,16,9,6.515625,-1.703125,INTERIOR,7.96014081146405e-06,7.96014081146405e-06
C,32,17,9,6.546875,-1.703125,INTERIOR,8.274034106189182e-06,8.274034106189182e-06
C,32,18,9,6.578125,-1.703125,INTERIOR,7.294828213461491e-06,7.294828213461491e-06
C,32,19,9,6.609375,-1.703125,INTERIOR,-1.498175154637663e-05,1.498175154637663e-05
C,32,20,9,6.640625,-1.703125,INTERIOR,-8.071377678429015e-06,8.071377678429015e-06
C,32,21,9,6.671875,-1.703125,INTERIOR,-3.692503036098905e-06,3.692503036098905e-06
C,32,22,9,6.703125,-1.703125,INTERIOR,-2.6907242510742016e-05,2.6907242510742016e-05
C,32,23,9,6.734375,-1.703125,INTERIOR,-5.207988054754028e-05,5.207988054754028e-05
C,32,24,9,6.765625,-1.703125,INTERIOR,-3.959330059239612e-05,3.959330059239612e-05
C,32,25,9,6.796875,-1.703125,INTERIOR,-4.354375061659411e-05,4.354375061659411e-05
C,32,26,9,6.828125,-1.703125,INTERIOR,-4.0813018835845e-05,4.0813018835845e-05
C,32,27,9,6.859375,-1.703125,INTERIOR,-5.211972931197127e-05,5.211972931197127e-05
C,32,28,9,6.890625,-1.703125,MESHBLOCK_EDGE_OR_CORNER,-4.5358774714248165e-05,4.5358774714248165e-05
C,32,29,9,6.921875,-1.703125,MESHBLOCK_EDGE_OR_CORNER,-2.3892883662975442e-05,2.3892883662975442e-05
C,32,30,9,6.953125,-1.703125,MESHBLOCK_EDGE_OR_CORNER,-9.903079255190426e-06,9.903079255190426e-06
C,32,31,9,6.984375,-1.703125,MESHBLOCK_EDGE_OR_CORNER,-3.945843756647874e-06,3.945843756647874e-06
C,32,0,10,6.015625,-1.671875,MESHBLOCK_EDGE_OR_CORNER,-0.00014048732075994585,0.00014048732075994585
C,32,1,10,6.046875,-1.671875,MESHBLOCK_EDGE_OR_CORNER,1.474730012907769e-06,1.474730012907769e-06
C,32,2,10,6.078125,-1.671875,MESHBLOCK_EDGE_OR_CORNER,-6.051915550976e-05,6.051915550976e-05
C,32,3,10,6.109375,-1.671875,MESHBLOCK_EDGE_OR_CORNER,-1.6548109575635584e-05,1.6548109575635584e-05
C,32,4,10,6.140625,-1.671875,INTERIOR,-3.8180406725111995e-06,3.8180406725111995e-06
C,32,5,10,6.171875,-1.671875,INTERIOR,-5.0169934029116285e-05,5.0169934029116285e-05
C,32,6,10,6.203125,-1.671875,INTERIOR,-5.5110294935438627e-05,5.5110294935438627e-05
C,32,7,10,6.234375,-1.671875,INTERIOR,-4.218864920121652e-05,4.218864920121652e-05
C,32,8,10,6.265625,-1.671875,INTERIOR,-1.1354370402370546e-05,1.1354370402370546e-05
C,32,9,10,6.296875,-1.671875,INTERIOR,2.283756928814131e-05,2.283756928814131e-05
C,32,10,10,6.328125,-1.671875,INTERIOR,3.419027428632057e-05,3.419027428632057e-05
C,32,11,10,6.359375,-1.671875,INTERIOR,2.6832156337315994e-05,2.6832156337315994e-05
C,32,12,10,6.390625,-1.671875,INTERIOR,-7.140561657527876e-06,7.140561657527876e-06
C,32,13,10,6.421875,-1.671875,INTERIOR,-2.885311234241284e-06,2.885311234241284e-06
C,32,14,10,6.453125,-1.671875,INTERIOR,-3.136306236376082e-05,3.136306236376082e-05
C,32,15,10,6.484375,-1.671875,INTERIOR,-3.16858850746937e-05,3.16858850746937e-05
C,32,16,10,6.515625,-1.671875,INTERIOR,1.4737280784869224e-06,1.4737280784869224e-06
C,32,17,10,6.546875,-1.671875,INTERIOR,7.795024001974998e-06,7.795024001974998e-06
C,32,18,10,6.578125,-1.671875,INTERIOR,2.3034374847720474e-05,2.3034374847720474e-05
C,32,19,10,6.609375,-1.671875,INTERIOR,-8.633813505966662e-06,8.633813505966662e-06
C,32,20,10,6.640625,-1.671875,INTERIOR,-2.9082216687001394e-05,2.9082216687001394e-05
C,32,21,10,6.671875,-1.671875,INTERIOR,-2.365750723311473e-05,2.365750723311473e-05
C,32,22,10,6.703125,-1.671875,INTERIOR,-4.272391831426333e-05,4.272391831426333e-05
C,32,23,10,6.734375,-1.671875,INTERIOR,-4.2063102573010585e-05,4.2063102573010585e-05
C,32,24,10,6.765625,-1.671875,INTERIOR,-3.670976172465796e-05,3.670976172465796e-05
C,32,25,10,6.796875,-1.671875,INTERIOR,-2.9646280828922976e-05,2.9646280828922976e-05
C,32,26,10,6.828125,-1.671875,INTERIOR,-9.694482866502707e-05,9.694482866502707e-05
C,32,27,10,6.859375,-1.671875,INTERIOR,-0.0001262393386006191,0.0001262393386006191
C,32,28,10,6.890625,-1.671875,MESHBLOCK_EDGE_OR_CORNER,-0.00013934850955056805,0.00013934850955056805
C,32,29,10,6.921875,-1.671875,MESHBLOCK_EDGE_OR_CORNER,-0.00010589445232838486,0.00010589445232838486
C,32,30,10,6.953125,-1.671875,MESHBLOCK_EDGE_OR_CORNER,-8.189434773895384e-05,8.189434773895384e-05
C,32,31,10,6.984375,-1.671875,MESHBLOCK_EDGE_OR_CORNER,-5.586832971928284e-05,5.586832971928284e-05
C,32,0,11,6.015625,-1.640625,MESHBLOCK_EDGE_OR_CORNER,-0.00014760820990702582,0.00014760820990702582
C,32,1,11,6.046875,-1.640625,MESHBLOCK_EDGE_OR_CORNER,-2.022514461698507e-05,2.022514461698507e-05
C,32,2,11,6.078125,-1.640625,MESHBLOCK_EDGE_OR_CORNER,-4.3904103883367395e-05,4.3904103883367395e-05
C,32,3,11,6.109375,-1.640625,MESHBLOCK_EDGE_OR_CORNER,6.218184890502323e-06,6.218184890502323e-06
C,32,4,11,6.140625,-1.640625,INTERIOR,2.2030413822267392e-05,2.2030413822267392e-05
C,32,5,11,6.171875,-1.640625,INTERIOR,1.6441991314221534e-06,1.6441991314221534e-06
C,32,6,11,6.203125,-1.640625,INTERIOR,-4.345195148643555e-06,4.345195148643555e-06
C,32,7,11,6.234375,-1.640625,INTERIOR,-2.088822455367876e-05,2.088822455367876e-05
C,32,8,11,6.265625,-1.640625,INTERIOR,-5.242164256234402e-06,5.242164256234402e-06
C,32,9,11,6.296875,-1.640625,INTERIOR,1.6164557498196414e-05,1.6164557498196414e-05
C,32,10,11,6.328125,-1.640625,INTERIOR,3.748446966694808e-05,3.748446966694808e-05
C,32,11,11,6.359375,-1.640625,INTERIOR,3.23416169665143e-05,3.23416169665143e-05
C,32,12,11,6.390625,-1.640625,INTERIOR,2.5249871247700045e-05,2.5249871247700045e-05
C,32,13,11,6.421875,-1.640625,INTERIOR,3.696807664065353e-05,3.696807664065353e-05
C,32,14,11,6.453125,-1.640625,INTERIOR,-2.109130714337019e-05,2.109130714337019e-05
C,32,15,11,6.484375,-1.640625,INTERIOR,-2.7522882641294565e-05,2.7522882641294565e-05
C,32,16,11,6.515625,-1.640625,INTERIOR,-4.4444417639641874e-05,4.4444417639641874e-05
C,32,17,11,6.546875,-1.640625,INTERIOR,-4.599918996119924e-05,4.599918996119924e-05
C,32,18,11,6.578125,-1.640625,INTERIOR,6.305535034195186e-06,6.305535034195186e-06
C,32,19,11,6.609375,-1.640625,INTERIOR,-1.847811504460551e-05,1.847811504460551e-05
C,32,20,11,6.640625,-1.640625,INTERIOR,-3.7896782783686765e-05,3.7896782783686765e-05
C,32,21,11,6.671875,-1.640625,INTERIOR,-4.749098551772458e-05,4.749098551772458e-05
C,32,22,11,6.703125,-1.640625,INTERIOR,-4.1015131136152e-05,4.1015131136152e-05
C,32,23,11,6.734375,-1.640625,INTERIOR,-5.205209407881323e-05,5.205209407881323e-05
C,32,24,11,6.765625,-1.640625,INTERIOR,-1.838839387325545e-05,1.838839387325545e-05
C,32,25,11,6.796875,-1.640625,INTERIOR,3.2278679838765745e-05,3.2278679838765745e-05
C,32,26,11,6.828125,-1.640625,INTERIOR,7.375690224996562e-05,7.375690224996562e-05
C,32,27,11,6.859375,-1.640625,INTERIOR,0.00010574938828052322,0.00010574938828052322
C,32,28,11,6.890625,-1.640625,MESHBLOCK_EDGE_OR_CORNER,0.00011992910230156605,0.00011992910230156605
C,32,29,11,6.921875,-1.640625,MESHBLOCK_EDGE_OR_CORNER,0.000127605532836984,0.000127605532836984
C,32,30,11,6.953125,-1.640625,MESHBLOCK_EDGE_OR_CORNER,9.839605333158757e-05,9.839605333158757e-05
C,32,31,11,6.984375,-1.640625,MESHBLOCK_EDGE_OR_CORNER,4.009104594276773e-05,4.009104594276773e-05
C,32,0,12,6.015625,-1.609375,MESHBLOCK_EDGE_OR_CORNER,-9.835296956294025e-05,9.835296956294025e-05
C,32,1,12,6.046875,-1.609375,MESHBLOCK_EDGE_OR_CORNER,-9.427202404439479e-05,9.427202404439479e-05
C,32,2,12,6.078125,-1.609375,MESHBLOCK_EDGE_OR_CORNER,-0.00010764446064416913,0.00010764446064416913
C,32,3,12,6.109375,-1.609375,MESHBLOCK_EDGE_OR_CORNER,-5.096089130242126e-05,5.096089130242126e-05
C,32,4,12,6.140625,-1.609375,INTERIOR,-1.563703591234318e-06,1.563703591234318e-06
C,32,5,12,6.171875,-1.609375,INTERIOR,1.451495448095974e-05,1.451495448095974e-05
C,32,6,12,6.203125,-1.609375,INTERIOR,1.6987677973855433e-05,1.6987677973855433e-05
C,32,7,12,6.234375,-1.609375,INTERIOR,-6.494706451946539e-06,6.494706451946539e-06
C,32,8,12,6.265625,-1.609375,INTERIOR,-5.394645081433294e-06,5.394645081433294e-06
C,32,9,12,6.296875,-1.609375,INTERIOR,-1.8324705076018521e-06,1.8324705076018521e-06
C,32,10,12,6.328125,-1.609375,INTERIOR,1.2543006088552248e-05,1.2543006088552248e-05
C,32,11,12,6.359375,-1.609375,INTERIOR,1.445313610522539e-05,1.445313610522539e-05
C,32,12,12,6.390625,-1.609375,INTERIOR,1.301986119567897e-05,1.301986119567897e-05
C,32,13,12,6.421875,-1.609375,INTERIOR,2.530707643200788e-05,2.530707643200788e-05
C,32,14,12,6.453125,-1.609375,INTERIOR,-1.917326471735821e-05,1.917326471735821e-05
C,32,15,12,6.484375,-1.609375,INTERIOR,-2.194980081496453e-05,2.194980081496453e-05
C,32,16,12,6.515625,-1.609375,INTERIOR,-5.647352300628284e-05,5.647352300628284e-05
C,32,17,12,6.546875,-1.609375,INTERIOR,-3.6131749420679603e-05,3.6131749420679603e-05
C,32,18,12,6.578125,-1.609375,INTERIOR,-1.1365990989728805e-05,1.1365990989728805e-05
C,32,19,12,6.609375,-1.609375,INTERIOR,-2.1233860491873778e-05,2.1233860491873778e-05
C,32,20,12,6.640625,-1.609375,INTERIOR,-9.571385464976013e-05,9.571385464976013e-05
C,32,21,12,6.671875,-1.609375,INTERIOR,-8.275333605443913e-05,8.275333605443913e-05
C,32,22,12,6.703125,-1.609375,INTERIOR,-0.0001258344711492134,0.0001258344711492134
C,32,23,12,6.734375,-1.609375,INTERIOR,-0.00010332195301249354,0.00010332195301249354
C,32,24,12,6.765625,-1.609375,INTERIOR,-5.1348702006026765e-05,5.1348702006026765e-05
C,32,25,12,6.796875,-1.609375,INTERIOR,-4.4154422709593265e-05,4.4154422709593265e-05
C,32,26,12,6.828125,-1.609375,INTERIOR,3.7563410930885246e-05,3.7563410930885246e-05
C,32,27,12,6.859375,-1.609375,INTERIOR,-6.441803816668867e-06,6.441803816668867e-06
C,32,28,12,6.890625,-1.609375,MESHBLOCK_EDGE_OR_CORNER,-4.326334189315786e-06,4.326334189315786e-06
C,32,29,12,6.921875,-1.609375,MESHBLOCK_EDGE_OR_CORNER,4.3870514747118734e-06,4.3870514747118734e-06
C,32,30,12,6.953125,-1.609375,MESHBLOCK_EDGE_OR_CORNER,3.960808708509782e-06,3.960808708509782e-06
C,32,31,12,6.984375,-1.609375,MESHBLOCK_EDGE_OR_CORNER,1.1281705688587131e-05,1.1281705688587131e-05
C,32,0,13,6.015625,-1.578125,MESHBLOCK_EDGE_OR_CORNER,-0.00013262956921715344,0.00013262956921715344
C,32,1,13,6.046875,-1.578125,MESHBLOCK_EDGE_OR_CORNER,4.574637137300672e-05,4.574637137300672e-05
C,32,2,13,6.078125,-1.578125,MESHBLOCK_EDGE_OR_CORNER,-7.0920624604805735e-06,7.0920624604805735e-06
C,32,3,13,6.109375,-1.578125,MESHBLOCK_EDGE_OR_CORNER,3.236034846366845e-05,3.236034846366845e-05
C,32,4,13,6.140625,-1.578125,INTERIOR,3.859813751548157e-05,3.859813751548157e-05
C,32,5,13,6.171875,-1.578125,INTERIOR,4.1041739656979236e-05,4.1041739656979236e-05
C,32,6,13,6.203125,-1.578125,INTERIOR,4.863642068622621e-05,4.863642068622621e-05
C,32,7,13,6.234375,-1.578125,INTERIOR,1.7149229782391622e-05,1.7149229782391622e-05
C,32,8,13,6.265625,-1.578125,INTERIOR,1.2757315845856806e-05,1.2757315845856806e-05
C,32,9,13,6.296875,-1.578125,INTERIOR,3.809657772729097e-06,3.809657772729097e-06
C,32,10,13,6.328125,-1.578125,INTERIOR,1.0513301577310622e-05,1.0513301577310622e-05
C,32,11,13,6.359375,-1.578125,INTERIOR,-6.007977069702637e-07,6.007977069702637e-07
C,32,12,13,6.390625,-1.578125,INTERIOR,-4.294548948280234e-06,4.294548948280234e-06
C,32,13,13,6.421875,-1.578125,INTERIOR,3.4804069017129943e-06,3.4804069017129943e-06
C,32,14,13,6.453125,-1.578125,INTERIOR,-1.643251555286671e-05,1.643251555286671e-05
C,32,15,13,6.484375,-1.578125,INTERIOR,-3.45740768039793e-05,3.45740768039793e-05
C,32,16,13,6.515625,-1.578125,INTERIOR,-5.2979831624249806e-05,5.2979831624249806e-05
C,32,17,13,6.546875,-1.578125,INTERIOR,-5.661683127858178e-05,5.661683127858178e-05
C,32,18,13,6.578125,-1.578125,INTERIOR,-5.680651429346628e-05,5.680651429346628e-05
C,32,19,13,6.609375,-1.578125,INTERIOR,-3.4116328355553085e-05,3.4116328355553085e-05
C,32,20,13,6.640625,-1.578125,INTERIOR,1.030582164346372e-05,1.030582164346372e-05
C,32,21,13,6.671875,-1.578125,INTERIOR,8.110514445482759e-05,8.110514445482759e-05
C,32,22,13,6.703125,-1.578125,INTERIOR,5.1458069670744754e-05,5.1458069670744754e-05
C,32,23,13,6.734375,-1.578125,INTERIOR,4.925713484570365e-05,4.925713484570365e-05
C,32,24,13,6.765625,-1.578125,INTERIOR,3.9655049929077785e-05,3.9655049929077785e-05
C,32,25,13,6.796875,-1.578125,INTERIOR,-1.4616573021337259e-05,1.4616573021337259e-05
C,32,26,13,6.828125,-1.578125,INTERIOR,2.9381186582875217e-05,2.9381186582875217e-05
C,32,27,13,6.859375,-1.578125,INTERIOR,-5.402296851605591e-05,5.402296851605591e-05
C,32,28,13,6.890625,-1.578125,MESHBLOCK_EDGE_OR_CORNER,-3.706970259592527e-05,3.706970259592527e-05
C,32,29,13,6.921875,-1.578125,MESHBLOCK_EDGE_OR_CORNER,-3.470411560266848e-05,3.470411560266848e-05
C,32,30,13,6.953125,-1.578125,MESHBLOCK_EDGE_OR_CORNER,-2.2196818948845305e-05,2.2196818948845305e-05
C,32,31,13,6.984375,-1.578125,MESHBLOCK_EDGE_OR_CORNER,-1.2675189347850736e-05,1.2675189347850736e-05
C,32,0,14,6.015625,-1.546875,MESHBLOCK_EDGE_OR_CORNER,-9.298810228819095e-05,9.298810228819095e-05
C,32,1,14,6.046875,-1.546875,MESHBLOCK_EDGE_OR_CORNER,-3.423445307104353e-05,3.423445307104353e-05
C,32,2,14,6.078125,-1.546875,MESHBLOCK_EDGE_OR_CORNER,-6.624463089345816e-05,6.624463089345816e-05
C,32,3,14,6.109375,-1.546875,MESHBLOCK_EDGE_OR_CORNER,-3.172202836181602e-05,3.172202836181602e-05
C,32,4,14,6.140625,-1.546875,INTERIOR,-4.9971092396155613e-05,4.9971092396155613e-05
C,32,5,14,6.171875,-1.546875,INTERIOR,-3.515661650398214e-05,3.515661650398214e-05
C,32,6,14,6.203125,-1.546875,INTERIOR,2.3186758943992414e-05,2.3186758943992414e-05
C,32,7,14,6.234375,-1.546875,INTERIOR,4.834295168662083e-06,4.834295168662083e-06
C,32,8,14,6.265625,-1.546875,INTERIOR,2.499490449923503e-05,2.499490449923503e-05
C,32,9,14,6.296875,-1.546875,INTERIOR,1.2330242316997263e-05,1.2330242316997263e-05
C,32,10,14,6.328125,-1.546875,INTERIOR,2.1582681508781724e-06,2.1582681508781724e-06
C,32,11,14,6.359375,-1.546875,INTERIOR,-1.7080059235772584e-05,1.7080059235772584e-05
C,32,12,14,6.390625,-1.546875,INTERIOR,-2.429820680848729e-05,2.429820680848729e-05
C,32,13,14,6.421875,-1.546875,INTERIOR,-1.1867913515446055e-05,1.1867913515446055e-05
C,32,14,14,6.453125,-1.546875,INTERIOR,-4.577428064527107e-05,4.577428064527107e-05
C,32,15,14,6.484375,-1.546875,INTERIOR,-6.899760500597924e-05,6.899760500597924e-05
C,32,16,14,6.515625,-1.546875,INTERIOR,-8.759064019059999e-05,8.759064019059999e-05
C,32,17,14,6.546875,-1.546875,INTERIOR,-7.553568344527547e-05,7.553568344527547e-05
C,32,18,14,6.578125,-1.546875,INTERIOR,-5.704220443934543e-05,5.704220443934543e-05
C,32,19,14,6.609375,-1.546875,INTERIOR,-6.455612088591056e-05,6.455612088591056e-05
C,32,20,14,6.640625,-1.546875,INTERIOR,-5.185530032238237e-05,5.185530032238237e-05
C,32,21,14,6.671875,-1.546875,INTERIOR,-3.7160904908224365e-05,3.7160904908224365e-05
C,32,22,14,6.703125,-1.546875,INTERIOR,-6.510328752188472e-05,6.510328752188472e-05
C,32,23,14,6.734375,-1.546875,INTERIOR,-3.116181200768682e-05,3.116181200768682e-05
C,32,24,14,6.765625,-1.546875,INTERIOR,-7.583911288678875e-06,7.583911288678875e-06
C,32,25,14,6.796875,-1.546875,INTERIOR,4.132155140804464e-05,4.132155140804464e-05
C,32,26,14,6.828125,-1.546875,INTERIOR,8.454114397566563e-05,8.454114397566563e-05
C,32,27,14,6.859375,-1.546875,INTERIOR,6.418237014260177e-05,6.418237014260177e-05
C,32,28,14,6.890625,-1.546875,MESHBLOCK_EDGE_OR_CORNER,3.527268491289098e-05,3.527268491289098e-05
C,32,29,14,6.921875,-1.546875,MESHBLOCK_EDGE_OR_CORNER,1.3824472866158944e-05,1.3824472866158944e-05
C,32,30,14,6.953125,-1.546875,MESHBLOCK_EDGE_OR_CORNER,-1.1083214342876187e-05,1.1083214342876187e-05
C,32,31,14,6.984375,-1.546875,MESHBLOCK_EDGE_OR_CORNER,-2.644471874012149e-05,2.644471874012149e-05
C,32,0,15,6.015625,-1.515625,MESHBLOCK_EDGE_OR_CORNER,-6.511852474026759e-05,6.511852474026759e-05
C,32,1,15,6.046875,-1.515625,MESHBLOCK_EDGE_OR_CORNER,6.870162214832679e-05,6.870162214832679e-05
C,32,2,15,6.078125,-1.515625,MESHBLOCK_EDGE_OR_CORNER,2.5870070742548858e-06,2.5870070742548858e-06
C,32,3,15,6.109375,-1.515625,MESHBLOCK_EDGE_OR_CORNER,8.212102305134176e-05,8.212102305134176e-05
C,32,4,15,6.140625,-1.515625,INTERIOR,6.112927824769403e-05,6.112927824769403e-05
C,32,5,15,6.171875,-1.515625,INTERIOR,3.3133685549463845e-05,3.3133685549463845e-05
C,32,6,15,6.203125,-1.515625,INTERIOR,5.425622797742419e-05,5.425622797742419e-05
C,32,7,15,6.234375,-1.515625,INTERIOR,1.1363147701891427e-05,1.1363147701891427e-05
C,32,8,15,6.265625,-1.515625,INTERIOR,2.76286709258557e-06,2.76286709258557e-06
C,32,9,15,6.296875,-1.515625,INTERIOR,-1.3230995222739215e-05,1.3230995222739215e-05
C,32,10,15,6.328125,-1.515625,INTERIOR,-2.9493873489121105e-05,2.9493873489121105e-05
C,32,11,15,6.359375,-1.515625,INTERIOR,-5.470273699539332e-05,5.470273699539332e-05
C,32,12,15,6.390625,-1.515625,INTERIOR,-4.7156591169987116e-05,4.7156591169987116e-05
C,32,13,15,6.421875,-1.515625,INTERIOR,-9.088523574018754e-06,9.088523574018754e-06
C,32,14,15,6.453125,-1.515625,INTERIOR,8.192338606907018e-06,8.192338606907018e-06
C,32,15,15,6.484375,-1.515625,INTERIOR,4.09978352996776e-05,4.09978352996776e-05
C,32,16,15,6.515625,-1.515625,INTERIOR,2.6604345008480502e-05,2.6604345008480502e-05
C,32,17,15,6.546875,-1.515625,INTERIOR,4.1236875766227817e-05,4.1236875766227817e-05
C,32,18,15,6.578125,-1.515625,INTERIOR,5.8510489988389605e-05,5.8510489988389605e-05
C,32,19,15,6.609375,-1.515625,INTERIOR,2.5371505068800745e-05,2.5371505068800745e-05
C,32,20,15,6.640625,-1.515625,INTERIOR,4.771043201841178e-05,4.771043201841178e-05
C,32,21,15,6.671875,-1.515625,INTERIOR,1.3762496297900408e-05,1.3762496297900408e-05
C,32,22,15,6.703125,-1.515625,INTERIOR,-4.676443350584009e-06,4.676443350584009e-06
C,32,23,15,6.734375,-1.515625,INTERIOR,-2.1509157712474875e-05,2.1509157712474875e-05
C,32,24,15,6.765625,-1.515625,INTERIOR,-4.9250884871604624e-05,4.9250884871604624e-05
C,32,25,15,6.796875,-1.515625,INTERIOR,-4.9352484815315834e-05,4.9352484815315834e-05
C,32,26,15,6.828125,-1.515625,INTERIOR,-9.513864029946214e-05,9.513864029946214e-05
C,32,27,15,6.859375,-1.515625,INTERIOR,-0.0001195476396075425,0.0001195476396075425
C,32,28,15,6.890625,-1.515625,MESHBLOCK_EDGE_OR_CORNER,-8.481412594670565e-05,8.481412594670565e-05
C,32,29,15,6.921875,-1.515625,MESHBLOCK_EDGE_OR_CORNER,-5.3865737022327446e-05,5.3865737022327446e-05
C,32,30,15,6.953125,-1.515625,MESHBLOCK_EDGE_OR_CORNER,-1.6679458498517277e-05,1.6679458498517277e-05
C,32,31,15,6.984375,-1.515625,MESHBLOCK_EDGE_OR_CORNER,-2.1404233671796797e-05,2.1404233671796797e-05
C,32,0,16,6.015625,-1.484375,MESHBLOCK_EDGE_OR_CORNER,-4.647098017830989e-05,4.647098017830989e-05
C,32,1,16,6.046875,-1.484375,MESHBLOCK_EDGE_OR_CORNER,9.973255675540561e-06,9.973255675540561e-06
C,32,2,16,6.078125,-1.484375,MESHBLOCK_EDGE_OR_CORNER,-3.329794484377641e-05,3.329794484377641e-05
C,32,3,16,6.109375,-1.484375,MESHBLOCK_EDGE_OR_CORNER,6.887198192842081e-05,6.887198192842081e-05
C,32,4,16,6.140625,-1.484375,INTERIOR,5.811962006366418e-05,5.811962006366418e-05
C,32,5,16,6.171875,-1.484375,INTERIOR,2.847337339843088e-05,2.847337339843088e-05
C,32,6,16,6.203125,-1.484375,INTERIOR,2.2436578597905075e-05,2.2436578597905075e-05
C,32,7,16,6.234375,-1.484375,INTERIOR,-3.3645633088067763e-06,3.3645633088067763e-06
C,32,8,16,6.265625,-1.484375,INTERIOR,-1.5663491164978442e-05,1.5663491164978442e-05
C,32,9,16,6.296875,-1.484375,INTERIOR,-1.4622540550156445e-05,1.4622540550156445e-05
C,32,10,16,6.328125,-1.484375,INTERIOR,-2.994019609925489e-05,2.994019609925489e-05
C,32,11,16,6.359375,-1.484375,INTERIOR,-4.138307988066532e-05,4.138307988066532e-05
C,32,12,16,6.390625,-1.484375,INTERIOR,-6.467305005372929e-05,6.467305005372929e-05
C,32,13,16,6.421875,-1.484375,INTERIOR,-6.874180622838373e-05,6.874180622838373e-05
C,32,14,16,6.453125,-1.484375,INTERIOR,-8.835014595408698e-05,8.835014595408698e-05
C,32,15,16,6.484375,-1.484375,INTERIOR,-8.428442885252165e-05,8.428442885252165e-05
C,32,16,16,6.515625,-1.484375,INTERIOR,-8.593485016194884e-05,8.593485016194884e-05
C,32,17,16,6.546875,-1.484375,INTERIOR,-4.7360276097153584e-05,4.7360276097153584e-05
C,32,18,16,6.578125,-1.484375,INTERIOR,-5.035734605427292e-07,5.035734605427292e-07
C,32,19,16,6.609375,-1.484375,INTERIOR,1.3434391253929097e-05,1.3434391253929097e-05
C,32,20,16,6.640625,-1.484375,INTERIOR,4.998457548966665e-05,4.998457548966665e-05
C,32,21,16,6.671875,-1.484375,INTERIOR,2.6182877667715876e-05,2.6182877667715876e-05
C,32,22,16,6.703125,-1.484375,INTERIOR,-8.500518295205626e-06,8.500518295205626e-06
C,32,23,16,6.734375,-1.484375,INTERIOR,-4.647246358961601e-05,4.647246358961601e-05
C,32,24,16,6.765625,-1.484375,INTERIOR,-4.5738510788327896e-05,4.5738510788327896e-05
C,32,25,16,6.796875,-1.484375,INTERIOR,-2.2554151129640636e-05,2.2554151129640636e-05
C,32,26,16,6.828125,-1.484375,INTERIOR,3.282527204437509e-06,3.282527204437509e-06
C,32,27,16,6.859375,-1.484375,INTERIOR,-1.7045662972019118e-05,1.7045662972019118e-05
C,32,28,16,6.890625,-1.484375,MESHBLOCK_EDGE_OR_CORNER,-1.752961762563907e-05,1.752961762563907e-05
C,32,29,16,6.921875,-1.484375,MESHBLOCK_EDGE_OR_CORNER,-1.6741421899758423e-05,1.6741421899758423e-05
C,32,30,16,6.953125,-1.484375,MESHBLOCK_EDGE_OR_CORNER,-3.393972881989655e-05,3.393972881989655e-05
C,32,31,16,6.984375,-1.484375,MESHBLOCK_EDGE_OR_CORNER,-5.892106224230113e-05,5.892106224230113e-05
C,32,0,17,6.015625,-1.453125,MESHBLOCK_EDGE_OR_CORNER,-5.8273653047286565e-05,5.8273653047286565e-05
C,32,1,17,6.046875,-1.453125,MESHBLOCK_EDGE_OR_CORNER,1.5108744452528057e-05,1.5108744452528057e-05
C,32,2,17,6.078125,-1.453125,MESHBLOCK_EDGE_OR_CORNER,-7.230785939387309e-05,7.230785939387309e-05
C,32,3,17,6.109375,-1.453125,MESHBLOCK_EDGE_OR_CORNER,2.919255743200847e-05,2.919255743200847e-05
