family,gid,i,j,rho,z,region,difference,absolute_difference
H,57,27,0,6.859375,0.015625,MESHBLOCK_EDGE_OR_CORNER,-0.00023802674009926455,0.00023802674009926455
H,57,28,0,6.890625,0.015625,MESHBLOCK_EDGE_OR_CORNER,0.00015582601529258965,0.00015582601529258965
H,57,29,0,6.921875,0.015625,MESHBLOCK_EDGE_OR_CORNER,-7.858703566379372e-05,7.858703566379372e-05
H,57,30,0,6.953125,0.015625,MESHBLOCK_EDGE_OR_CORNER,7.232048044610202e-06,7.232048044610202e-06
H,57,31,0,6.984375,0.015625,MESHBLOCK_EDGE_OR_CORNER,0.00018979359679720774,0.00018979359679720774
H,57,0,1,6.015625,0.046875,COARSE_FINE_INTERFACE,0.0001290212062201139,0.0001290212062201139
H,57,1,1,6.046875,0.046875,COARSE_FINE_INTERFACE,-1.445757939154066e-05,1.445757939154066e-05
H,57,2,1,6.078125,0.046875,COARSE_FINE_INTERFACE,0.00012996861428434328,0.00012996861428434328
H,57,3,1,6.109375,0.046875,COARSE_FINE_INTERFACE,-1.744889624509527e-05,1.744889624509527e-05
H,57,4,1,6.140625,0.046875,MESHBLOCK_EDGE_OR_CORNER,-2.0707795794949052e-05,2.0707795794949052e-05
H,57,5,1,6.171875,0.046875,MESHBLOCK_EDGE_OR_CORNER,2.7557455168907008e-05,2.7557455168907008e-05
H,57,6,1,6.203125,0.046875,MESHBLOCK_EDGE_OR_CORNER,-3.284171065875627e-05,3.284171065875627e-05
H,57,7,1,6.234375,0.046875,MESHBLOCK_EDGE_OR_CORNER,5.439237914188315e-05,5.439237914188315e-05
H,57,8,1,6.265625,0.046875,MESHBLOCK_EDGE_OR_CORNER,3.603675394535204e-05,3.603675394535204e-05
H,57,9,1,6.296875,0.046875,MESHBLOCK_EDGE_OR_CORNER,0.00018840630294424641,0.00018840630294424641
H,57,10,1,6.328125,0.046875,MESHBLOCK_EDGE_OR_CORNER,-1.3608346961419687e-05,1.3608346961419687e-05
H,57,11,1,6.359375,0.046875,MESHBLOCK_EDGE_OR_CORNER,0.00010662823857621878,0.00010662823857621878
H,57,12,1,6.390625,0.046875,MESHBLOCK_EDGE_OR_CORNER,9.535234280078249e-05,9.535234280078249e-05
H,57,13,1,6.421875,0.046875,MESHBLOCK_EDGE_OR_CORNER,-0.0002958323918633328,0.0002958323918633328
H,57,14,1,6.453125,0.046875,MESHBLOCK_EDGE_OR_CORNER,0.0003801804532000642,0.0003801804532000642
H,57,15,1,6.484375,0.046875,MESHBLOCK_EDGE_OR_CORNER,7.502425714111475e-05,7.502425714111475e-05
H,57,16,1,6.515625,0.046875,MESHBLOCK_EDGE_OR_CORNER,-9.05341676175099e-05,9.05341676175099e-05
H,57,17,1,6.546875,0.046875,MESHBLOCK_EDGE_OR_CORNER,0.00047552070504945816,0.00047552070504945816
H,57,18,1,6.578125,0.046875,MESHBLOCK_EDGE_OR_CORNER,-0.00044346471056110927,0.00044346471056110927
H,57,19,1,6.609375,0.046875,MESHBLOCK_EDGE_OR_CORNER,-0.00016359080923595247,0.00016359080923595247
H,57,20,1,6.640625,0.046875,MESHBLOCK_EDGE_OR_CORNER,0.0001753152138191747,0.0001753152138191747
H,57,21,1,6.671875,0.046875,MESHBLOCK_EDGE_OR_CORNER,-0.00034520697761104835,0.00034520697761104835
H,57,22,1,6.703125,0.046875,MESHBLOCK_EDGE_OR_CORNER,0.0003094681757399489,0.0003094681757399489
H,57,23,1,6.734375,0.046875,MESHBLOCK_EDGE_OR_CORNER,0.00023016536196365962,0.00023016536196365962
H,57,24,1,6.765625,0.046875,MESHBLOCK_EDGE_OR_CORNER,-0.0001559005755699134,0.0001559005755699134
H,57,25,1,6.796875,0.046875,MESHBLOCK_EDGE_OR_CORNER,0.0001875666317022696,0.0001875666317022696
H,57,26,1,6.828125,0.046875,MESHBLOCK_EDGE_OR_CORNER,-6.167711199613589e-05,6.167711199613589e-05
H,57,27,1,6.859375,0.046875,MESHBLOCK_EDGE_OR_CORNER,-0.0001824346242825601,0.0001824346242825601
H,57,28,1,6.890625,0.046875,MESHBLOCK_EDGE_OR_CORNER,0.00021423690801968508,0.00021423690801968508
H,57,29,1,6.921875,0.046875,MESHBLOCK_EDGE_OR_CORNER,-3.3683296896729054e-05,3.3683296896729054e-05
H,57,30,1,6.953125,0.046875,MESHBLOCK_EDGE_OR_CORNER,3.761170385211451e-05,3.761170385211451e-05
H,57,31,1,6.984375,0.046875,MESHBLOCK_EDGE_OR_CORNER,0.00020349627661217246,0.00020349627661217246
H,57,0,2,6.015625,0.078125,COARSE_FINE_INTERFACE,0.00010119588685343628,0.00010119588685343628
H,57,1,2,6.046875,0.078125,COARSE_FINE_INTERFACE,2.1353544122894308e-05,2.1353544122894308e-05
H,57,2,2,6.078125,0.078125,COARSE_FINE_INTERFACE,0.00018719021729527233,0.00018719021729527233
H,57,3,2,6.109375,0.078125,COARSE_FINE_INTERFACE,8.659985306136778e-05,8.659985306136778e-05
H,57,4,2,6.140625,0.078125,MESHBLOCK_EDGE_OR_CORNER,8.573408388558648e-05,8.573408388558648e-05
H,57,5,2,6.171875,0.078125,MESHBLOCK_EDGE_OR_CORNER,0.00011101281601757357,0.00011101281601757357
H,57,6,2,6.203125,0.078125,MESHBLOCK_EDGE_OR_CORNER,3.393551909370955e-05,3.393551909370955e-05
H,57,7,2,6.234375,0.078125,MESHBLOCK_EDGE_OR_CORNER,5.540029768542551e-05,5.540029768542551e-05
H,57,8,2,6.265625,0.078125,MESHBLOCK_EDGE_OR_CORNER,9.861929916943693e-06,9.861929916943693e-06
H,57,9,2,6.296875,0.078125,MESHBLOCK_EDGE_OR_CORNER,0.0001303115262333461,0.0001303115262333461
H,57,10,2,6.328125,0.078125,MESHBLOCK_EDGE_OR_CORNER,-9.073047024013049e-05,9.073047024013049e-05
H,57,11,2,6.359375,0.078125,MESHBLOCK_EDGE_OR_CORNER,3.746286044950184e-05,3.746286044950184e-05
H,57,12,2,6.390625,0.078125,MESHBLOCK_EDGE_OR_CORNER,5.889716262652382e-05,5.889716262652382e-05
H,57,13,2,6.421875,0.078125,MESHBLOCK_EDGE_OR_CORNER,-0.00030687418566551633,0.00030687418566551633
H,57,14,2,6.453125,0.078125,MESHBLOCK_EDGE_OR_CORNER,0.0004010746427553745,0.0004010746427553745
H,57,15,2,6.484375,0.078125,MESHBLOCK_EDGE_OR_CORNER,0.00012709476969374137,0.00012709476969374137
H,57,16,2,6.515625,0.078125,MESHBLOCK_EDGE_OR_CORNER,-5.93749692750856e-05,5.93749692750856e-05
H,57,17,2,6.546875,0.078125,MESHBLOCK_EDGE_OR_CORNER,0.0004983230274987422,0.0004983230274987422
H,57,18,2,6.578125,0.078125,MESHBLOCK_EDGE_OR_CORNER,-0.0004250235075314492,0.0004250235075314492
H,57,19,2,6.609375,0.078125,MESHBLOCK_EDGE_OR_CORNER,-0.00018606121111483,0.00018606121111483
H,57,20,2,6.640625,0.078125,MESHBLOCK_EDGE_OR_CORNER,0.00014971209287437115,0.00014971209287437115
H,57,21,2,6.671875,0.078125,MESHBLOCK_EDGE_OR_CORNER,-0.00036682880683684,0.00036682880683684
H,57,22,2,6.703125,0.078125,MESHBLOCK_EDGE_OR_CORNER,0.00024857761654457824,0.00024857761654457824
H,57,23,2,6.734375,0.078125,MESHBLOCK_EDGE_OR_CORNER,0.00020416145070031085,0.00020416145070031085
H,57,24,2,6.765625,0.078125,MESHBLOCK_EDGE_OR_CORNER,-0.00018072058569377006,0.00018072058569377006
H,57,25,2,6.796875,0.078125,MESHBLOCK_EDGE_OR_CORNER,0.0001649288574459718,0.0001649288574459718
H,57,26,2,6.828125,0.078125,MESHBLOCK_EDGE_OR_CORNER,-3.749070979234756e-05,3.749070979234756e-05
H,57,27,2,6.859375,0.078125,MESHBLOCK_EDGE_OR_CORNER,-0.00017033858572512543,0.00017033858572512543
H,57,28,2,6.890625,0.078125,MESHBLOCK_EDGE_OR_CORNER,0.0002480183990006225,0.0002480183990006225
H,57,29,2,6.921875,0.078125,MESHBLOCK_EDGE_OR_CORNER,-1.315254734292684e-06,1.315254734292684e-06
H,57,30,2,6.953125,0.078125,MESHBLOCK_EDGE_OR_CORNER,6.379027812098044e-05,6.379027812098044e-05
H,57,31,2,6.984375,0.078125,MESHBLOCK_EDGE_OR_CORNER,0.0002250903056447034,0.0002250903056447034
H,57,0,3,6.015625,0.109375,COARSE_FINE_INTERFACE,3.4736116356674784e-05,3.4736116356674784e-05
H,57,1,3,6.046875,0.109375,COARSE_FINE_INTERFACE,-9.078514876069421e-05,9.078514876069421e-05
H,57,2,3,6.078125,0.109375,COARSE_FINE_INTERFACE,6.929540064030265e-05,6.929540064030265e-05
H,57,3,3,6.109375,0.109375,COARSE_FINE_INTERFACE,-5.122483986218923e-06,5.122483986218923e-06
H,57,4,3,6.140625,0.109375,MESHBLOCK_EDGE_OR_CORNER,9.922959236501744e-06,9.922959236501744e-06
H,57,5,3,6.171875,0.109375,MESHBLOCK_EDGE_OR_CORNER,7.29941169868905e-05,7.29941169868905e-05
H,57,6,3,6.203125,0.109375,MESHBLOCK_EDGE_OR_CORNER,2.8163108316228702e-05,2.8163108316228702e-05
H,57,7,3,6.234375,0.109375,MESHBLOCK_EDGE_OR_CORNER,7.113380764857402e-05,7.113380764857402e-05
H,57,8,3,6.265625,0.109375,MESHBLOCK_EDGE_OR_CORNER,4.703442905642716e-05,4.703442905642716e-05
H,57,9,3,6.296875,0.109375,MESHBLOCK_EDGE_OR_CORNER,0.00016785098637169503,0.00016785098637169503
H,57,10,3,6.328125,0.109375,MESHBLOCK_EDGE_OR_CORNER,-4.625889341899718e-05,4.625889341899718e-05
H,57,11,3,6.359375,0.109375,MESHBLOCK_EDGE_OR_CORNER,5.9403861406555e-05,5.9403861406555e-05
H,57,12,3,6.390625,0.109375,MESHBLOCK_EDGE_OR_CORNER,9.640490900680171e-05,9.640490900680171e-05
H,57,13,3,6.421875,0.109375,MESHBLOCK_EDGE_OR_CORNER,-0.0002916643267796698,0.0002916643267796698
H,57,14,3,6.453125,0.109375,MESHBLOCK_EDGE_OR_CORNER,0.0003930930631784735,0.0003930930631784735
H,57,15,3,6.484375,0.109375,MESHBLOCK_EDGE_OR_CORNER,0.00013706029911085028,0.00013706029911085028
H,57,16,3,6.515625,0.109375,MESHBLOCK_EDGE_OR_CORNER,-0.00010967617880477433,0.00010967617880477433
H,57,17,3,6.546875,0.109375,MESHBLOCK_EDGE_OR_CORNER,0.0004556578237772122,0.0004556578237772122
H,57,18,3,6.578125,0.109375,MESHBLOCK_EDGE_OR_CORNER,-0.0004452361380583511,0.0004452361380583511
H,57,19,3,6.609375,0.109375,MESHBLOCK_EDGE_OR_CORNER,-0.00023245331772928784,0.00023245331772928784
H,57,20,3,6.640625,0.109375,MESHBLOCK_EDGE_OR_CORNER,0.0001519975087363231,0.0001519975087363231
H,57,21,3,6.671875,0.109375,MESHBLOCK_EDGE_OR_CORNER,-0.0003495793457279194,0.0003495793457279194
H,57,22,3,6.703125,0.109375,MESHBLOCK_EDGE_OR_CORNER,0.00023904632750836388,0.00023904632750836388
H,57,23,3,6.734375,0.109375,MESHBLOCK_EDGE_OR_CORNER,0.00022508485850523865,0.00022508485850523865
H,57,24,3,6.765625,0.109375,MESHBLOCK_EDGE_OR_CORNER,-0.00017213911941660765,0.00017213911941660765
H,57,25,3,6.796875,0.109375,MESHBLOCK_EDGE_OR_CORNER,0.00015817173815425856,0.00015817173815425856
H,57,26,3,6.828125,0.109375,MESHBLOCK_EDGE_OR_CORNER,-9.824264814419816e-06,9.824264814419816e-06
H,57,27,3,6.859375,0.109375,MESHBLOCK_EDGE_OR_CORNER,-0.00015941629823238573,0.00015941629823238573
H,57,28,3,6.890625,0.109375,MESHBLOCK_EDGE_OR_CORNER,0.0002608054264934779,0.0002608054264934779
H,57,29,3,6.921875,0.109375,MESHBLOCK_EDGE_OR_CORNER,1.731666419000537e-05,1.731666419000537e-05
H,57,30,3,6.953125,0.109375,MESHBLOCK_EDGE_OR_CORNER,6.136266195382869e-05,6.136266195382869e-05
H,57,31,3,6.984375,0.109375,MESHBLOCK_EDGE_OR_CORNER,0.00022226132884020904,0.00022226132884020904
H,57,0,4,6.015625,0.140625,COARSE_FINE_INTERFACE,9.197486215410319e-05,9.197486215410319e-05
H,57,1,4,6.046875,0.140625,COARSE_FINE_INTERFACE,-1.4936041336902767e-05,1.4936041336902767e-05
H,57,2,4,6.078125,0.140625,COARSE_FINE_INTERFACE,9.048880625210295e-05,9.048880625210295e-05
H,57,3,4,6.109375,0.140625,COARSE_FINE_INTERFACE,-1.7939709323826908e-05,1.7939709323826908e-05
H,57,4,4,6.140625,0.140625,INTERIOR,-3.927994745551999e-05,3.927994745551999e-05
H,57,5,4,6.171875,0.140625,INTERIOR,3.396445599463706e-05,3.396445599463706e-05
H,57,6,4,6.203125,0.140625,INTERIOR,-8.765860406457007e-06,8.765860406457007e-06
H,57,7,4,6.234375,0.140625,INTERIOR,7.60026356216529e-05,7.60026356216529e-05
H,57,8,4,6.265625,0.140625,INTERIOR,7.027539402108297e-05,7.027539402108297e-05
H,57,9,4,6.296875,0.140625,INTERIOR,0.00020178733626135745,0.00020178733626135745
H,57,10,4,6.328125,0.140625,INTERIOR,1.1573148066426273e-05,1.1573148066426273e-05
H,57,11,4,6.359375,0.140625,INTERIOR,7.628453286196574e-05,7.628453286196574e-05
H,57,12,4,6.390625,0.140625,INTERIOR,0.00014089424486552274,0.00014089424486552274
H,57,13,4,6.421875,0.140625,INTERIOR,-0.0002803259762140173,0.0002803259762140173
H,57,14,4,6.453125,0.140625,INTERIOR,0.00036382367342573455,0.00036382367342573455
H,57,15,4,6.484375,0.140625,INTERIOR,0.00015032453532732616,0.00015032453532732616
H,57,16,4,6.515625,0.140625,INTERIOR,-0.00016904759178172721,0.00016904759178172721
H,57,17,4,6.546875,0.140625,INTERIOR,0.00042637420935287725,0.00042637420935287725
H,57,18,4,6.578125,0.140625,INTERIOR,-0.0004264759917058103,0.0004264759917058103
H,57,19,4,6.609375,0.140625,INTERIOR,-0.00024917149434709567,0.00024917149434709567
H,57,20,4,6.640625,0.140625,INTERIOR,0.0001963854461902257,0.0001963854461902257
H,57,21,4,6.671875,0.140625,INTERIOR,-0.00030621088812139534,0.00030621088812139534
H,57,22,4,6.703125,0.140625,INTERIOR,0.0002518654862687939,0.0002518654862687939
H,57,23,4,6.734375,0.140625,INTERIOR,0.0002566895237171504,0.0002566895237171504
H,57,24,4,6.765625,0.140625,INTERIOR,-0.00015869097662126342,0.00015869097662126342
H,57,25,4,6.796875,0.140625,INTERIOR,0.0001387522809405909,0.0001387522809405909
H,57,26,4,6.828125,0.140625,INTERIOR,-1.646367018868968e-05,1.646367018868968e-05
H,57,27,4,6.859375,0.140625,INTERIOR,-0.0001865079620830103,0.0001865079620830103
H,57,28,4,6.890625,0.140625,MESHBLOCK_EDGE_OR_CORNER,0.00021797222651703807,0.00021797222651703807
H,57,29,4,6.921875,0.140625,MESHBLOCK_EDGE_OR_CORNER,2.859688316103788e-06,2.859688316103788e-06
H,57,30,4,6.953125,0.140625,MESHBLOCK_EDGE_OR_CORNER,3.381268811163693e-05,3.381268811163693e-05
H,57,31,4,6.984375,0.140625,MESHBLOCK_EDGE_OR_CORNER,0.00021405940816966425,0.00021405940816966425
H,57,0,5,6.015625,0.171875,COARSE_FINE_INTERFACE,9.749001701374327e-05,9.749001701374327e-05
H,57,1,5,6.046875,0.171875,COARSE_FINE_INTERFACE,-4.729790068190576e-05,4.729790068190576e-05
H,57,2,5,6.078125,0.171875,COARSE_FINE_INTERFACE,0.00018916976256051765,0.00018916976256051765
H,57,3,5,6.109375,0.171875,COARSE_FINE_INTERFACE,0.00014095011603914784,0.00014095011603914784
H,57,4,5,6.140625,0.171875,INTERIOR,0.00014348861964752144,0.00014348861964752144
H,57,5,5,6.171875,0.171875,INTERIOR,0.00016392927307460302,0.00016392927307460302
H,57,6,5,6.203125,0.171875,INTERIOR,6.279425001383572e-05,6.279425001383572e-05
H,57,7,5,6.234375,0.171875,INTERIOR,8.033545894092428e-05,8.033545894092428e-05
H,57,8,5,6.265625,0.171875,INTERIOR,-7.650057768758198e-06,7.650057768758198e-06
H,57,9,5,6.296875,0.171875,INTERIOR,7.207043492941066e-05,7.207043492941066e-05
H,57,10,5,6.328125,0.171875,INTERIOR,-0.00015788829480773217,0.00015788829480773217
H,57,11,5,6.359375,0.171875,INTERIOR,-0.00011830168696144554,0.00011830168696144554
H,57,12,5,6.390625,0.171875,INTERIOR,1.0715323024197351e-05,1.0715323024197351e-05
H,57,13,5,6.421875,0.171875,INTERIOR,-0.000352499894907609,0.000352499894907609
H,57,14,5,6.453125,0.171875,INTERIOR,0.00033418576328964056,0.00033418576328964056
H,57,15,5,6.484375,0.171875,INTERIOR,0.00023281928782039728,0.00023281928782039728
H,57,16,5,6.515625,0.171875,INTERIOR,-0.0001180821715587527,0.0001180821715587527
H,57,17,5,6.546875,0.171875,INTERIOR,0.0004858068137771369,0.0004858068137771369
H,57,18,5,6.578125,0.171875,INTERIOR,-0.0003098662120271205,0.0003098662120271205
H,57,19,5,6.609375,0.171875,INTERIOR,-0.00021492708855678534,0.00021492708855678534
H,57,20,5,6.640625,0.171875,INTERIOR,0.0002693478318459303,0.0002693478318459303
H,57,21,5,6.671875,0.171875,INTERIOR,-0.0002552496778891293,0.0002552496778891293
H,57,22,5,6.703125,0.171875,INTERIOR,0.00021032379337184316,0.00021032379337184316
H,57,23,5,6.734375,0.171875,INTERIOR,0.00022216799078787416,0.00022216799078787416
H,57,24,5,6.765625,0.171875,INTERIOR,-0.00022933379718996592,0.00022933379718996592
H,57,25,5,6.796875,0.171875,INTERIOR,4.579879504634787e-05,4.579879504634787e-05
H,57,26,5,6.828125,0.171875,INTERIOR,-5.491304783675384e-05,5.491304783675384e-05
H,57,27,5,6.859375,0.171875,INTERIOR,-0.00021311513374264093,0.00021311513374264093
H,57,28,5,6.890625,0.171875,MESHBLOCK_EDGE_OR_CORNER,0.00020125631278027295,0.00020125631278027295
H,57,29,5,6.921875,0.171875,MESHBLOCK_EDGE_OR_CORNER,3.2593960962785506e-05,3.2593960962785506e-05
H,57,30,5,6.953125,0.171875,MESHBLOCK_EDGE_OR_CORNER,4.993082006963818e-05,4.993082006963818e-05
H,57,31,5,6.984375,0.171875,MESHBLOCK_EDGE_OR_CORNER,0.00024804963079743704,0.00024804963079743704
H,57,0,6,6.015625,0.203125,COARSE_FINE_INTERFACE,8.240599551908104e-05,8.240599551908104e-05
H,57,1,6,6.046875,0.203125,COARSE_FINE_INTERFACE,-3.301208635763525e-05,3.301208635763525e-05
H,57,2,6,6.078125,0.203125,COARSE_FINE_INTERFACE,0.00019045171941701675,0.00019045171941701675
H,57,3,6,6.109375,0.203125,COARSE_FINE_INTERFACE,0.00011229980009431345,0.00011229980009431345
H,57,4,6,6.140625,0.203125,INTERIOR,0.00012851980145774447,0.00012851980145774447
H,57,5,6,6.171875,0.203125,INTERIOR,0.00012095577338897337,0.00012095577338897337
H,57,6,6,6.203125,0.203125,INTERIOR,3.491007926310907e-05,3.491007926310907e-05
H,57,7,6,6.234375,0.203125,INTERIOR,5.160758810709293e-05,5.160758810709293e-05
H,57,8,6,6.265625,0.203125,INTERIOR,-3.8362141848744674e-05,3.8362141848744674e-05
H,57,9,6,6.296875,0.203125,INTERIOR,8.064368977549717e-05,8.064368977549717e-05
H,57,10,6,6.328125,0.203125,INTERIOR,-0.00015987069374679384,0.00015987069374679384
H,57,11,6,6.359375,0.203125,INTERIOR,-0.00010547131246751822,0.00010547131246751822
H,57,12,6,6.390625,0.203125,INTERIOR,6.311256763314246e-05,6.311256763314246e-05
H,57,13,6,6.421875,0.203125,INTERIOR,-0.00029345430900894025,0.00029345430900894025
H,57,14,6,6.453125,0.203125,INTERIOR,0.00036824704054767756,0.00036824704054767756
H,57,15,6,6.484375,0.203125,INTERIOR,0.00030947973816732467,0.00030947973816732467
H,57,16,6,6.515625,0.203125,INTERIOR,-0.0001019979722819489,0.0001019979722819489
H,57,17,6,6.546875,0.203125,INTERIOR,0.0004640620624184275,0.0004640620624184275
H,57,18,6,6.578125,0.203125,INTERIOR,-0.00025366291753466455,0.00025366291753466455
H,57,19,6,6.609375,0.203125,INTERIOR,-0.0002534434010596342,0.0002534434010596342
H,57,20,6,6.640625,0.203125,INTERIOR,0.00026980770711664166,0.00026980770711664166
H,57,21,6,6.671875,0.203125,INTERIOR,-0.0002309003455391173,0.0002309003455391173
H,57,22,6,6.703125,0.203125,INTERIOR,0.0001541643099365799,0.0001541643099365799
H,57,23,6,6.734375,0.203125,INTERIOR,0.00022719047987098707,0.00022719047987098707
H,57,24,6,6.765625,0.203125,INTERIOR,-0.00023122685648682868,0.00023122685648682868
H,57,25,6,6.796875,0.203125,INTERIOR,1.9921692657621365e-05,1.9921692657621365e-05
H,57,26,6,6.828125,0.203125,INTERIOR,-4.09930056418286e-05,4.09930056418286e-05
H,57,27,6,6.859375,0.203125,INTERIOR,-0.00021686916886115137,0.00021686916886115137
H,57,28,6,6.890625,0.203125,MESHBLOCK_EDGE_OR_CORNER,0.00017938523515238433,0.00017938523515238433
H,57,29,6,6.921875,0.203125,MESHBLOCK_EDGE_OR_CORNER,3.614610042139551e-05,3.614610042139551e-05
H,57,30,6,6.953125,0.203125,MESHBLOCK_EDGE_OR_CORNER,2.680460677258103e-05,2.680460677258103e-05
H,57,31,6,6.984375,0.203125,MESHBLOCK_EDGE_OR_CORNER,0.00022588130937247972,0.00022588130937247972
H,57,0,7,6.015625,0.234375,COARSE_FINE_INTERFACE,8.593740944816755e-05,8.593740944816755e-05
H,57,1,7,6.046875,0.234375,COARSE_FINE_INTERFACE,1.5604390512756472e-06,1.5604390512756472e-06
H,57,2,7,6.078125,0.234375,COARSE_FINE_INTERFACE,0.0001754443302570824,0.0001754443302570824
H,57,3,7,6.109375,0.234375,COARSE_FINE_INTERFACE,3.8736148760192685e-05,3.8736148760192685e-05
H,57,4,7,6.140625,0.234375,INTERIOR,3.75626011750764e-05,3.75626011750764e-05
H,57,5,7,6.171875,0.234375,INTERIOR,5.0397648809649004e-05,5.0397648809649004e-05
H,57,6,7,6.203125,0.234375,INTERIOR,8.399253825772113e-06,8.399253825772113e-06
H,57,7,7,6.234375,0.234375,INTERIOR,5.356589031928552e-05,5.356589031928552e-05
H,57,8,7,6.265625,0.234375,INTERIOR,-1.3374502592694917e-05,1.3374502592694917e-05
H,57,9,7,6.296875,0.234375,INTERIOR,0.00014905975236253512,0.00014905975236253512
H,57,10,7,6.328125,0.234375,INTERIOR,-9.470712768677725e-05,9.470712768677725e-05
H,57,11,7,6.359375,0.234375,INTERIOR,-6.408153035076039e-05,6.408153035076039e-05
H,57,12,7,6.390625,0.234375,INTERIOR,0.00011805658349694007,0.00011805658349694007
H,57,13,7,6.421875,0.234375,INTERIOR,-0.0002981793118042777,0.0002981793118042777
H,57,14,7,6.453125,0.234375,INTERIOR,0.0002799005761880014,0.0002799005761880014
H,57,15,7,6.484375,0.234375,INTERIOR,0.00023877940188706502,0.00023877940188706502
H,57,16,7,6.515625,0.234375,INTERIOR,-0.0002513721307460075,0.0002513721307460075
H,57,17,7,6.546875,0.234375,INTERIOR,0.00030104063565536063,0.00030104063565536063
H,57,18,7,6.578125,0.234375,INTERIOR,-0.0002768064198653119,0.0002768064198653119
H,57,19,7,6.609375,0.234375,INTERIOR,-0.00030681381140377703,0.00030681381140377703
H,57,20,7,6.640625,0.234375,INTERIOR,0.0003057395943162171,0.0003057395943162171
H,57,21,7,6.671875,0.234375,INTERIOR,-0.0001145807726926542,0.0001145807726926542
H,57,22,7,6.703125,0.234375,INTERIOR,0.00018453327214840078,0.00018453327214840078
H,57,23,7,6.734375,0.234375,INTERIOR,0.0003162005202757001,0.0003162005202757001
H,57,24,7,6.765625,0.234375,INTERIOR,-0.00014821656415038836,0.00014821656415038836
H,57,25,7,6.796875,0.234375,INTERIOR,5.5558251768618797e-05,5.5558251768618797e-05
H,57,26,7,6.828125,0.234375,INTERIOR,4.422061790859862e-05,4.422061790859862e-05
H,57,27,7,6.859375,0.234375,INTERIOR,-0.00016170820505761237,0.00016170820505761237
H,57,28,7,6.890625,0.234375,MESHBLOCK_EDGE_OR_CORNER,0.00019377744976773392,0.00019377744976773392
H,57,29,7,6.921875,0.234375,MESHBLOCK_EDGE_OR_CORNER,5.889556393633925e-05,5.889556393633925e-05
H,57,30,7,6.953125,0.234375,MESHBLOCK_EDGE_OR_CORNER,-1.7710957945062458e-07,1.7710957945062458e-07
H,57,31,7,6.984375,0.234375,MESHBLOCK_EDGE_OR_CORNER,0.00018005898947346787,0.00018005898947346787
H,57,0,8,6.015625,0.265625,COARSE_FINE_INTERFACE,0.00011042422845324376,0.00011042422845324376
H,57,1,8,6.046875,0.265625,COARSE_FINE_INTERFACE,2.240378858188452e-05,2.240378858188452e-05
H,57,2,8,6.078125,0.265625,COARSE_FINE_INTERFACE,0.00017583661619549606,0.00017583661619549606
H,57,3,8,6.109375,0.265625,COARSE_FINE_INTERFACE,8.041782497045236e-05,8.041782497045236e-05
H,57,4,8,6.140625,0.265625,INTERIOR,6.699095439467555e-05,6.699095439467555e-05
H,57,5,8,6.171875,0.265625,INTERIOR,8.682467687620363e-05,8.682467687620363e-05
H,57,6,8,6.203125,0.265625,INTERIOR,4.335863977332835e-05,4.335863977332835e-05
H,57,7,8,6.234375,0.265625,INTERIOR,6.905804948950482e-05,6.905804948950482e-05
H,57,8,8,6.265625,0.265625,INTERIOR,-1.9776144584615976e-05,1.9776144584615976e-05
H,57,9,8,6.296875,0.265625,INTERIOR,0.00012793188877644954,0.00012793188877644954
H,57,10,8,6.328125,0.265625,INTERIOR,-0.00011367466329848148,0.00011367466329848148
H,57,11,8,6.359375,0.265625,INTERIOR,-0.00012071894995661393,0.00012071894995661393
H,57,12,8,6.390625,0.265625,INTERIOR,0.00012865329538869902,0.00012865329538869902
H,57,13,8,6.421875,0.265625,INTERIOR,-0.00027265208845230794,0.00027265208845230794
H,57,14,8,6.453125,0.265625,INTERIOR,0.000263850123296076,0.000263850123296076
H,57,15,8,6.484375,0.265625,INTERIOR,0.00029994580393385463,0.00029994580393385463
H,57,16,8,6.515625,0.265625,INTERIOR,-0.00025196335760508184,0.00025196335760508184
H,57,17,8,6.546875,0.265625,INTERIOR,0.00025290511989877786,0.00025290511989877786
H,57,18,8,6.578125,0.265625,INTERIOR,-0.00023050094183577063,0.00023050094183577063
H,57,19,8,6.609375,0.265625,INTERIOR,-0.0003518537015672549,0.0003518537015672549
H,57,20,8,6.640625,0.265625,INTERIOR,0.00026819865897651646,0.00026819865897651646
H,57,21,8,6.671875,0.265625,INTERIOR,-9.208092523779049e-05,9.208092523779049e-05
H,57,22,8,6.703125,0.265625,INTERIOR,0.00010631626161249942,0.00010631626161249942
H,57,23,8,6.734375,0.265625,INTERIOR,0.0002900438195859237,0.0002900438195859237
H,57,24,8,6.765625,0.265625,INTERIOR,-0.00015959955837832173,0.00015959955837832173
H,57,25,8,6.796875,0.265625,INTERIOR,-8.697075513800293e-07,8.697075513800293e-07
H,57,26,8,6.828125,0.265625,INTERIOR,6.273062584655469e-05,6.273062584655469e-05
H,57,27,8,6.859375,0.265625,INTERIOR,-0.000139910401584677,0.000139910401584677
H,57,28,8,6.890625,0.265625,MESHBLOCK_EDGE_OR_CORNER,0.00021169394387426715,0.00021169394387426715
H,57,29,8,6.921875,0.265625,MESHBLOCK_EDGE_OR_CORNER,0.00012106653455059213,0.00012106653455059213
H,57,30,8,6.953125,0.265625,MESHBLOCK_EDGE_OR_CORNER,3.981272750086485e-05,3.981272750086485e-05
