family,component_count,parent_block_count,PR_relative_l2,PR_max_abs,PR_edge_band_relative_l2,PR_interior_relative_l2,PR_max_location,D1_O6_O4_relative_l2,D1_O6_O4_max_abs,D2_O6_O4_relative_l2,D2_O6_O4_max_abs,block_nyquist_i_rms,block_nyquist_j_rms,block_nyquist_ij_rms,block_nyquist_max
chi,1,4,0.00016712268147023193,0.0026292867978983114,0.00024391667071287635,6.113698346278433e-05,"{'value': 0.0026292867978983114, 'gid': 28, 'component': 'z4c_chi', 'active_i': 3, 'active_j': 31, 'rho': 5.109375, 'z': -0.015625, 'within_four_cells_of_block_edge': True}",0.010385525108458075,0.009189778905886625,0.03953767286341487,0.31576533677804086,0.023162313899815292,0.0350777108027103,0.0008630548176729543,0.044833783555631286
K,1,4,0.35348200670798013,3.604672011875904,0.3891831238455759,0.021138209640273437,"{'value': 3.604672011875904, 'gid': 28, 'component': 'z4c_Khat', 'active_i': 3, 'active_j': 31, 'rho': 5.109375, 'z': -0.015625, 'within_four_cells_of_block_edge': True}",0.09901608862823945,15.98254907532926,0.07278666109688291,646.359767644859,0.014677292009053293,0.04284794224208934,0.00037984875315954397,0.060551420016342325
Atilde,6,4,0.2798979581320448,0.8368844548816877,0.3231490798850213,0.03059943649078252,"{'value': 0.8368844548816877, 'gid': 28, 'component': 'z4c_Ayy', 'active_i': 3, 'active_j': 31, 'rho': 5.109375, 'z': -0.015625, 'within_four_cells_of_block_edge': True}",0.0750955334217242,3.830018938443267,0.05260672573335245,124.49041326397719,0.019542442524667497,0.02892969920482172,0.0006223942018394197,0.06676517651922129
Gammatilde,3,4,0.013559686246281481,0.06468404005783496,0.02092781560814061,0.0027361258050921707,"{'value': 0.06468404005783496, 'gid': 28, 'component': 'z4c_Gamy', 'active_i': 3, 'active_j': 31, 'rho': 5.109375, 'z': -0.015625, 'within_four_cells_of_block_edge': True}",0.03009217819771223,0.24366061500300917,0.09418469540695087,22.863564654262177,0.02771498702456455,0.03047836676305293,0.0006127480450636025,0.04743304908653004
gammatilde,6,4,0.00013419685307725969,0.003954726340200221,0.00017895178514006727,8.425953519714715e-05,"{'value': 0.003954726340200221, 'gid': 28, 'component': 'z4c_gyy', 'active_i': 3, 'active_j': 31, 'rho': 5.109375, 'z': -0.015625, 'within_four_cells_of_block_edge': True}",0.00802215590776093,0.015395894388466669,0.053498012288400586,0.7330134429576178,0.02019700122394111,0.024540749040528102,0.001008243330892623,0.04841287771197743
