axisTau,field,n128,n256,n512,p_128_256,p_256_512,p_self,E_128_256,E_256_512
0.0,C-norm2,0.1305083885462906,0.0006854074319407438,2.9331766164378906e-06,7.57296498975632,7.868354081766782,7.5715554499080895,0.12982298111434987,0.0006824742553243058
0.009965368563890025,C-norm2,0.10696215895763936,0.0008495410153698292,4.257121198182789e-06,6.976201173698694,7.640661627848651,6.971944541791247,0.10611261794226953,0.0008452838941716464
0.01993073712778005,C-norm2,0.09022521852950605,0.0008487985709974361,3.6483892721856426e-06,6.731964694780893,7.862018748220848,6.724542718813214,0.0893764199585086,0.0008451501817252504
0.029896105691670075,C-norm2,0.08710948178513282,0.0007065433504004329,1.9953124105558515e-06,6.945907872430324,8.468019620344824,6.938238490162235,0.08640293843473239,0.000704548037989877
0.0398614742555601,C-norm2,0.08204390995670555,0.0005371184770873908,1.6451410788592654e-06,7.255012085948787,8.350885234008924,7.2499617278812885,0.08150679147961816,0.0005354733360085315
0.04982684281945013,C-norm2,0.07607855632522259,0.00038546348549672237,2.8377508719158293e-06,7.624751857692309,7.085702451804543,7.628083937247322,0.07569309283972586,0.00038262573462480656
0.05979221138334015,C-norm2,0.06952286637939638,0.0002850327005636027,4.229641436505275e-06,7.9302163115580635,6.0744482671390205,7.945858123231105,0.06923783367883278,0.0002808030591270974
0.06975757994723018,C-norm2,0.06268423400191464,0.00026110079492937927,4.465614587852564e-06,7.907351969618667,5.869604297375771,7.926218009035761,0.06242313320698526,0.0002566351803415267
0.0797229485111202,C-norm2,0.056060260514232366,0.00030281036033729606,3.5540234355971686e-06,7.532420071963032,6.412817561555032,7.541638979270082,0.05575745015389507,0.0002992563369016989
0.08968831707501022,C-norm2,0.05010349036328328,0.0003915960052695978,2.6411631231979583e-06,6.999401251405902,7.21204882982622,6.997844603190041,0.04971189435801368,0.0003889548421463999
0.09965368563890026,C-norm2,0.0449532917725567,0.0004932951839274832,2.6595052294542095e-06,6.509831750624852,7.5351495182824015,6.501711877915479,0.044459996588629216,0.000490635678698029
0.10961905420279028,C-norm2,0.04075302476988836,0.0005794881925326538,3.4400811632374507e-06,6.135984067128963,7.396192851988821,6.123912350651105,0.04017353657735571,0.0005760481113694164
0.1195844227666803,C-norm2,0.03761837903940947,0.0006245468395263201,4.151205956449863e-06,5.9124841002502775,7.233135453285684,5.897952414577751,0.03699383219988315,0.0006203956335698702
0.12954979133057032,C-norm2,0.03600074127979751,0.0006262834091721451,4.250747601102525e-06,5.845067141589217,7.202955253044395,5.829573892844713,0.03537445787062536,0.0006220326615710425
0.13951515989446037,C-norm2,0.035443884536365405,0.0005836940417734605,3.9099041984841715e-06,5.924180575527766,7.221935272674307,5.909920779941744,0.03486019049459194,0.0005797841375749763
0.1494805284583504,C-norm2,0.03584343144833786,0.000514278877614966,3.651509032899352e-06,6.123014048530549,7.137914291091724,6.112444468626504,0.035329152570722895,0.0005106273685820666
0.1594458970222404,C-norm2,0.03706861835716695,0.00043442439395399897,3.7635722530780607e-06,6.41494941683081,6.850858637319282,6.410494979232265,0.036634193963212956,0.00043066082170092093
0.16941126558613043,C-norm2,0.03897599108439473,0.00036137842781630764,4.1087397486147485e-06,6.752931509824545,6.45867062631298,6.755989573406943,0.03861461265657842,0.0003572696880676929
0.17937663415002045,C-norm2,0.04139342338620051,0.000294630600852299,4.405986479748914e-06,7.134350480388491,6.063298400796083,7.145782325664425,0.04109879278534821,0.00029022461437255007
0.1893420027139105,C-norm2,0.03846991765618581,0.0001288508083216755,3.745713196356469e-06,8.221885343657004,5.1043173386671645,8.259606123621275,0.03834106684786414,0.00012510509512531903
0.19930737127780052,C-norm2,0.03440073097380445,0.00011386909031128447,3.867746724026874e-06,8.238919228966543,4.879739047056366,8.283990911604835,0.03428686188349317,0.0001100013435872576
0.20927273984169054,C-norm2,0.03578780496098651,0.00011440916243302516,3.993486065807972e-06,8.289121654121049,4.840410104640032,8.335759729585465,0.035673395798553484,0.00011041567636721719
0.21923810840558056,C-norm2,0.03717487894816857,0.00012120848932840333,4.121742038125777e-06,8.260693486889322,4.878092721419533,8.305894859120128,0.03705367045884017,0.00011708674729027755
0.22920347696947058,C-norm2,0.03813446825193452,0.00013063357093868745,4.253361736336194e-06,8.189426076399108,4.940778328771892,8.23223062810068,0.03800383468099583,0.00012638020920235126
0.2391688455333606,C-norm2,0.03884369136493463,0.00013987529100636874,4.391461091245899e-06,8.117395365485493,4.9932963010644436,8.158211333083727,0.03870381607392826,0.00013548382991512283
0.24913421409725064,C-norm2,0.03947653877767738,0.0001464344895868979,4.5425035523979914e-06,8.07459630221644,5.01062393741836,8.114697092287,0.03933010428809048,0.00014189198603449993
0.25909958266114064,C-norm2,0.039401809421963856,0.0001475045726950915,4.707495081285965e-06,8.061358393625637,4.9696562815969285,8.10274061208894,0.03925430484926876,0.00014279707761380555
0.2690649512250307,C-norm2,0.03932708006625033,0.00014450689763117474,4.887539882849366e-06,8.088240906296834,4.885886072128618,8.13256935391231,0.03918257316861916,0.00013961935774832538
0.27903031978892073,C-norm2,0.038825034766154974,0.00013810614871743394,5.076913332144428e-06,8.135065854030072,4.76568210993593,8.183959049742699,0.03868692861743754,0.00013302923538528952
0.28899568835281075,C-norm2,0.037961126257424226,0.00012907383030051853,5.2702208558812945e-06,8.200182461567504,4.614189292611422,8.255411859589572,0.03783205242712371,0.00012380360944463725
0.2989610569167008,C-norm2,0.03709721774869348,0.00011840359345132275,5.462689921953465e-06,8.291454313871657,4.437957522184052,8.354987072530585,0.03697881415524215,0.00011294090352936928
0.3089264254805908,C-norm2,0.03557716416803345,0.00010809223409799744,5.6530333306932926e-06,8.362544832541221,4.257093862686478,8.4356498695457,0.035469071933935455,0.00010243920076730415
0.3188917940444808,C-norm2,0.03402754393131887,9.905557917449598e-05,5.843185683837304e-06,8.424249072373573,4.083411194432877,8.507759650479779,0.033928488352144376,9.321239349065868e-05
0.32885716260837083,C-norm2,0.032340355995385775,9.180412369023852e-05,6.0366011492875395e-06,8.460560885841643,3.9267505710133426,8.554587214148311,0.032248551871695535,8.576752254095097e-05
0.33882253117226085,C-norm2,0.03038942159319636,8.713458539025147e-05,6.237310296940752e-06,8.446108034868574,3.8042495281107165,8.54911985875335,0.030302287007806107,8.089727509331073e-05
0.3487878997361509,C-norm2,0.02843848719100694,8.543075395183659e-05,6.445142724732209e-06,8.378873491641308,3.728471302782087,8.48769868747145,0.028353056437055105,7.898561122710439e-05
0.3587532683000409,C-norm2,0.026514116543210575,8.553135698850486e-05,6.66010716618057e-06,8.276091533892249,3.6828361324464938,8.388383974917035,0.02642858518622207,7.887124982232428e-05
0.3687186368639309,C-norm2,0.02460151005026741,8.704933247498661e-05,6.879110950352126e-06,8.142697921303974,3.661539205248602,8.256350848794598,0.02451446071779242,8.017022152463449e-05
0.378684005427821,C-norm2,0.022690645547278645,8.958365155249472e-05,7.100963819086241e-06,7.984646465208633,3.6571487125321402,8.098083498650771,0.02260106189572615,8.248268773340849e-05
0.388649373991711,C-norm2,0.021213422670575625,9.200015876432073e-05,7.324954796491501e-06,7.849125344497796,3.6507445892599937,7.962551730124172,0.021121422511811306,8.467520396782922e-05
0.39861474255560103,C-norm2,0.01973619979387261,9.371828722770374e-05,7.552588811858527e-06,7.718297922101188,3.633287439102093,7.832647823659712,0.019642481506644906,8.616569841584522e-05
0.40858011111949105,C-norm2,0.01842837199533801,9.451229310777233e-05,7.784880202921084e-06,7.607210919008726,3.6017552474843755,7.723806748933537,0.018333859702230237,8.672741290485125e-05
0.41854547968338107,C-norm2,0.017565289708346796,9.363475381861868e-05,8.023284076194958e-06,7.5514675509282485,3.544779321171676,7.6729964609852885,0.01747165495452818,8.561146974242373e-05
0.4285108482472711,C-norm2,0.016702207421355586,9.135538160217089e-05,8.267874940811715e-06,7.5143333532593495,3.4659012463010845,7.643278797247182,0.016610852039753415,8.308750666135917e-05
0.4384762168111611,C-norm2,0.016139871293237865,8.820675216526042e-05,8.517784553816234e-06,7.51552426130186,3.372338952923194,7.654127188905241,0.016051664541072604,7.968896761144419e-05
0.44844158537505113,C-norm2,0.015873232902441692,8.43263742416017e-05,8.772397519506306e-06,7.556396351957566,3.2649408305491723,7.707187851994298,0.01578890652820009,7.55539767220954e-05
0.45840695393894115,C-norm2,0.015606594511645516,8.02960376985496e-05,9.030468203215693e-06,7.602611250264121,3.1524561037803713,7.767292975293724,0.015526298473946966,7.126556949533391e-05
